year,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,First Stage of Tertiary Education,No,0.85804,1381,1593,0.84089,0.87518
2014,Second Stage of Tertiary Education,Yes,0.11811,685,6220,0.11009,0.12613
2014,Second Stage of Tertiary Education,No,0.87982,5535,6220,0.87174,0.88790
2015,Pre-primary Level,No,0.48414,320,320,0.42930,0.53898
2015,Primary Level,Yes,0.13152,69,408,0.09868,0.16435
2015,Primary Level,No,0.77872,339,408,0.73839,0.81905
2015,Lower Secondary Level,Yes,0.14989,404,2664,0.13634,0.16345
2015,Lower Secondary Level,No,0.79583,2260,2664,0.78052,0.81114
2015,Upper Secondary Level,Yes,0.14625,1607,11629,0.13983,0.15268
2015,Upper Secondary Level,No,0.83660,10022,11629,0.82988,0.84332
2015,Post-secondary Non-tertiary Level,Yes,0.12719,237,1950,0.11240,0.14198
2015,Post-secondary Non-tertiary Level,No,0.83763,1713,1950,0.82125,0.85400
2015,First Stage of Tertiary Education,Yes,0.14289,204,1517,0.12527,0.16050
2015,First Stage of Tertiary Education,No,0.84869,1313,1517,0.83065,0.86672
2015,Second Stage of Tertiary Education,Yes,0.11517,699,5865,0.10700,0.12334
2015,Second Stage of Tertiary Education,No,0.84752,5166,5865,0.83832,0.85672
2016,Pre-primary Level,No,0.44549,314,314,0.39042,0.50055
2016,Primary Level,Yes,0.11048,72,398,0.07965,0.14132
2016,Primary Level,No,0.78609,326,398,0.74575,0.82643
2016,Lower Secondary Level,Yes,0.16730,424,2552,0.15282,0.18179
2016,Lower Secondary Level,No,0.79143,2128,2552,0.77567,0.80720
2016,Upper Secondary Level,Yes,0.14009,1499,10957,0.13359,0.14659
2016,Upper Secondary Level,No,0.85370,9458,10957,0.84709,0.86032
2016,Post-secondary Non-tertiary Level,Yes,0.10343,219,2010,0.09011,0.11675
2016,Post-secondary Non-tertiary Level,No,0.88860,1791,2010,0.87484,0.90236
2016,First Stage of Tertiary Education,Yes,0.14235,192,1403,0.12406,0.16064
2016,First Stage of Tertiary Education,No,0.85663,1211,1403,0.83829,0.87497
2016,Second Stage of Tertiary Education,Yes,0.11494,676,5873,0.10678,0.12310
2016,Second Stage of Tertiary Education,No,0.87531,5197,5873,0.86686,0.88376
2017,Pre-primary Level,No,0.49691,368,368,0.44575,0.54806
2017,Primary Level,Yes,0.11642,67,442,0.08648,0.14635
2017,Primary Level,No,0.74145,375,442,0.70059,0.78232
2017,Lower Secondary Level,Yes,0.15734,453,2712,0.14364,0.17105
2017,Lower Secondary Level,No,0.80273,2259,2712,0.78775,0.81771
2017,Upper Secondary Level,Yes,0.14943,1682,12000,0.14305,0.15581
2017,Upper Secondary Level,No,0.84209,10318,12000,0.83556,0.84861
2017,Post-secondary Non-tertiary Level,Yes,0.12749,259,2197,0.11354,0.14144
2017,Post-secondary Non-tertiary Level,No,0.86550,1938,2197,0.85123,0.87977
2017,First Stage of Tertiary Education,Yes,0.13591,211,1533,0.11875,0.15307
2017,First Stage of Tertiary Education,No,0.85901,1322,1533,0.84159,0.87644
2017,Second Stage of Tertiary Education,Yes,0.12459,785,6493,0.11656,0.13263
2017,Second Stage of Tertiary Education,No,0.86560,5708,6493,0.85730,0.87389
2018,Pre-primary Level,No,0.47168,306,306,0.41565,0.52770
2018,Primary Level,Yes,0.14470,85,478,0.11313,0.17627
2018,Primary Level,No,0.70914,393,478,0.66838,0.74990
2018,Lower Secondary Level,Yes,0.15188,443,2679,0.13829,0.16547
2018,Lower Secondary Level,No,0.80592,2236,2679,0.79094,0.82090
2018,Upper Secondary Level,Yes,0.14819,1615,11495,0.14169,0.15468
2018,Upper Secondary Level,No,0.84522,9880,11495,0.83860,0.85183
2018,Post-secondary Non-tertiary Level,Yes,0.13323,243,2125,0.11877,0.14768
2018,Post-secondary Non-tertiary Level,No,0.86078,1882,2125,0.84606,0.87551
2018,First Stage of Tertiary Education,Yes,0.13584,189,1449,0.11820,0.15349
2018,First Stage of Tertiary Education,No,0.85690,1260,1449,0.83886,0.87494
2018,Second Stage of Tertiary Education,Yes,0.11996,737,6328,0.11195,0.12797
2018,Second Stage of Tertiary Education,No,0.86719,5591,6328,0.85883,0.87555
2019,Pre-primary Level,No,0.54031,300,300,0.48382,0.59680
2019,Primary Level,Yes,0.18373,69,389,0.14519,0.22226
2019,Primary Level,No,0.66096,320,389,0.61386,0.70806
2019,Lower Secondary Level,Yes,0.14927,376,2410,0.13504,0.16350
2019,Lower Secondary Level,No,0.79810,2034,2410,0.78207,0.81413
2019,Upper Secondary Level,Yes,0.14891,1572,11119,0.14229,0.15553
2019,Upper Secondary Level,No,0.84616,9547,11119,0.83945,0.85286
2019,Post-secondary Non-tertiary Level,Yes,0.13249,257,2177,0.11825,0.14674
2019,Post-secondary Non-tertiary Level,No,0.86438,1920,2177,0.85000,0.87877
2019,First Stage of Tertiary Education,Yes,0.11492,238,1666,0.09960,0.13024
2019,First Stage of Tertiary Education,No,0.88504,1428,1666,0.86972,0.90036
2019,Second Stage of Tertiary Education,Yes,0.11878,834,7014,0.11121,0.12635
2019,Second Stage of Tertiary Education,No,0.87173,6180,7014,0.86390,0.87956
2020,Pre-primary Level,No,0.43840,322,322,0.38412,0.49268
2020,Primary Level,Yes,0.18682,211,1473,0.16691,0.20673
2020,Primary Level,No,0.76210,1262,1473,0.74035,0.78385
2020,Lower Secondary Level,Yes,0.14859,442,3020,0.13590,0.16128
2020,Lower Secondary Level,No,0.81855,2578,3020,0.80480,0.83230
2020,Upper Secondary Level,Yes,0.15469,1605,11170,0.14798,0.16139
2020,Upper Secondary Level,No,0.84184,9565,11170,0.83507,0.84860
2020,Post-secondary Non-tertiary Level,Yes,0.12432,261,2349,0.11097,0.13766
2020,Post-secondary Non-tertiary Level,No,0.87504,2088,2349,0.86166,0.88841
2020,First Stage of Tertiary Education,Yes,0.13839,195,1466,0.12071,0.15607
2020,First Stage of Tertiary Education,No,0.85926,1271,1466,0.84145,0.87706
2020,Second Stage of Tertiary Education,Yes,0.11972,830,7663,0.11245,0.12699
2020,Second Stage of Tertiary Education,No,0.87793,6833,7663,0.87060,0.88526
2021,Pre-primary Level,No,0.48589,171,171,0.41075,0.56102
2021,Primary Level,No,0.63071,181,181,0.56020,0.70121
2021,Lower Secondary Level,Yes,0.13975,205,1371,0.12139,0.15812
2021,Lower Secondary Level,No,0.80735,1166,1371,0.78646,0.82823
2021,Upper Secondary Level,Yes,0.13447,906,6942,0.12644,0.14249
2021,Upper Secondary Level,No,0.85485,6036,6942,0.84656,0.86314
2021,Post-secondary Non-tertiary Level,Yes,0.12061,176,1533,0.10430,0.13692
2021,Post-secondary Non-tertiary Level,No,0.87540,1357,1533,0.85886,0.89194
2021,First Stage of Tertiary Education,Yes,0.12848,139,999,0.10771,0.14924
2021,First Stage of Tertiary Education,No,0.86166,860,999,0.84024,0.88308
2021,Second Stage of Tertiary Education,Yes,0.09771,529,5308,0.08972,0.10570
2021,Second Stage of Tertiary Education,No,0.89467,4779,5308,0.88641,0.90293
