year,age_gr,quintil_oecd,pld0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,1st Quintile,Seldom,0.13680,168,24184,0.13643,0.13717
2018,46-65 y.,1st Quintile,Never,0.58687,839,24184,0.58635,0.58740
2018,46-65 y.,2nd Quintile,Very often,0.07374,116,24184,0.07347,0.07400
2018,46-65 y.,2nd Quintile,Often,0.11005,194,24184,0.10973,0.11037
2018,46-65 y.,2nd Quintile,Sometimes,0.12784,193,24184,0.12750,0.12819
2018,46-65 y.,2nd Quintile,Seldom,0.13594,236,24184,0.13559,0.13629
2018,46-65 y.,2nd Quintile,Never,0.55243,898,24184,0.55192,0.55294
2018,46-65 y.,3rd Quintile,Very often,0.06441,126,24184,0.06418,0.06464
2018,46-65 y.,3rd Quintile,Often,0.12620,219,24184,0.12589,0.12652
2018,46-65 y.,3rd Quintile,Sometimes,0.11246,179,24184,0.11217,0.11276
2018,46-65 y.,3rd Quintile,Seldom,0.18614,298,24184,0.18577,0.18650
2018,46-65 y.,3rd Quintile,Never,0.51078,842,24184,0.51031,0.51125
2018,46-65 y.,4th Quintile,Very often,0.06684,161,24184,0.06663,0.06705
2018,46-65 y.,4th Quintile,Often,0.11216,225,24184,0.11190,0.11243
2018,46-65 y.,4th Quintile,Sometimes,0.14434,274,24184,0.14404,0.14463
2018,46-65 y.,4th Quintile,Seldom,0.18785,367,24184,0.18752,0.18818
2018,46-65 y.,4th Quintile,Never,0.48880,925,24184,0.48838,0.48922
2018,46-65 y.,5th Quintile,Very often,0.06845,167,24184,0.06826,0.06864
2018,46-65 y.,5th Quintile,Often,0.11378,303,24184,0.11355,0.11402
2018,46-65 y.,5th Quintile,Sometimes,0.13951,358,24184,0.13925,0.13977
2018,46-65 y.,5th Quintile,Seldom,0.20852,550,24184,0.20822,0.20883
2018,46-65 y.,5th Quintile,Never,0.46973,1187,24184,0.46936,0.47010
2018,66 and older,1st Quintile,Often,0.06840,47,24184,0.06809,0.06870
2018,66 and older,1st Quintile,Sometimes,0.06574,47,24184,0.06544,0.06604
2018,66 and older,1st Quintile,Seldom,0.15919,86,24184,0.15875,0.15963
2018,66 and older,1st Quintile,Never,0.70668,478,24184,0.70613,0.70723
2018,66 and older,2nd Quintile,Very often,0.04427,54,24184,0.04407,0.04447
2018,66 and older,2nd Quintile,Often,0.04846,69,24184,0.04825,0.04867
2018,66 and older,2nd Quintile,Sometimes,0.09502,92,24184,0.09474,0.09530
2018,66 and older,2nd Quintile,Seldom,0.17379,179,24184,0.17342,0.17415
2018,66 and older,2nd Quintile,Never,0.63846,793,24184,0.63800,0.63892
2018,66 and older,3rd Quintile,Often,0.07544,72,24184,0.07517,0.07571
2018,66 and older,3rd Quintile,Sometimes,0.07973,80,24184,0.07946,0.08001
2018,66 and older,3rd Quintile,Seldom,0.16216,156,24184,0.16179,0.16254
2018,66 and older,3rd Quintile,Never,0.68266,690,24184,0.68219,0.68314
2018,66 and older,4th Quintile,Very often,0.04863,40,24184,0.04839,0.04887
2018,66 and older,4th Quintile,Often,0.07594,63,24184,0.07564,0.07624
2018,66 and older,4th Quintile,Sometimes,0.10190,88,24184,0.10156,0.10224
2018,66 and older,4th Quintile,Seldom,0.18072,164,24184,0.18028,0.18115
2018,66 and older,4th Quintile,Never,0.59281,491,24184,0.59226,0.59336
2018,66 and older,5th Quintile,Very often,0.05908,54,24184,0.05881,0.05936
2018,66 and older,5th Quintile,Often,0.06472,63,24184,0.06444,0.06501
2018,66 and older,5th Quintile,Sometimes,0.10454,111,24184,0.10418,0.10490
2018,66 and older,5th Quintile,Seldom,0.21550,197,24184,0.21501,0.21598
2018,66 and older,5th Quintile,Never,0.55616,542,24184,0.55558,0.55674
