year,age_gr,sampreg,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,46-65 y.,West,Yes,0.13552,907,7274,0.12765,0.14338
2014,46-65 y.,West,No,0.86448,6367,7274,0.85662,0.87235
2014,46-65 y.,East,Yes,0.12614,239,2021,0.11166,0.14062
2014,46-65 y.,East,No,0.87386,1782,2021,0.85938,0.88834
2014,66 and older,West,Yes,0.20168,736,3722,0.18879,0.21457
2014,66 and older,West,No,0.79832,2986,3722,0.78543,0.81121
2014,66 and older,East,Yes,0.21816,268,1218,0.19495,0.24136
2014,66 and older,East,No,0.78184,950,1218,0.75864,0.80505
2015,17-29 y.,West,Yes,0.09876,343,3257,0.08851,0.10900
2015,17-29 y.,West,No,0.90124,2914,3257,0.89100,0.91149
2015,17-29 y.,East,Yes,0.10263,76,652,0.07932,0.12595
2015,17-29 y.,East,No,0.89737,576,652,0.87405,0.92068
2015,30-45 y.,West,Yes,0.09653,620,5885,0.08899,0.10408
2015,30-45 y.,West,No,0.90347,5265,5885,0.89592,0.91101
2015,30-45 y.,East,Yes,0.10188,163,1461,0.08636,0.11740
2015,30-45 y.,East,No,0.89812,1298,1461,0.88260,0.91364
2015,46-65 y.,West,Yes,0.12478,800,6948,0.11700,0.13255
2015,46-65 y.,West,No,0.87522,6148,6948,0.86745,0.88300
2015,46-65 y.,East,Yes,0.13250,255,1917,0.11732,0.14768
2015,46-65 y.,East,No,0.86750,1662,1917,0.85232,0.88268
2015,66 and older,West,Yes,0.22253,807,3657,0.20904,0.23601
2015,66 and older,West,No,0.77747,2850,3657,0.76399,0.79096
2015,66 and older,East,Yes,0.21925,254,1215,0.19597,0.24252
2015,66 and older,East,No,0.78075,961,1215,0.75748,0.80403
2016,17-29 y.,West,Yes,0.10100,329,3161,0.09050,0.11151
2016,17-29 y.,West,No,0.89900,2832,3161,0.88849,0.90950
2016,17-29 y.,East,Yes,0.07090,65,628,0.05081,0.09099
2016,17-29 y.,East,No,0.92910,563,628,0.90901,0.94919
2016,30-45 y.,West,Yes,0.10341,660,5683,0.09549,0.11133
2016,30-45 y.,West,No,0.89659,5023,5683,0.88867,0.90451
2016,30-45 y.,East,Yes,0.10620,149,1357,0.08980,0.12260
2016,30-45 y.,East,No,0.89380,1208,1357,0.87740,0.91020
2016,46-65 y.,West,Yes,0.11648,787,6718,0.10881,0.12416
2016,46-65 y.,West,No,0.88352,5931,6718,0.87584,0.89119
2016,46-65 y.,East,Yes,0.13170,223,1864,0.11634,0.14705
2016,46-65 y.,East,No,0.86830,1641,1864,0.85295,0.88366
2016,66 and older,West,Yes,0.21341,727,3542,0.19992,0.22691
2016,66 and older,West,No,0.78659,2815,3542,0.77309,0.80008
2016,66 and older,East,Yes,0.20726,244,1167,0.18399,0.23053
2016,66 and older,East,No,0.79274,923,1167,0.76947,0.81601
2017,17-29 y.,West,Yes,0.08790,340,3537,0.07857,0.09723
2017,17-29 y.,West,No,0.91210,3197,3537,0.90277,0.92143
2017,17-29 y.,East,Yes,0.11803,90,738,0.09473,0.14132
2017,17-29 y.,East,No,0.88197,648,738,0.85868,0.90527
2017,30-45 y.,West,Yes,0.10560,619,5747,0.09765,0.11354
2017,30-45 y.,West,No,0.89440,5128,5747,0.88646,0.90235
2017,30-45 y.,East,Yes,0.09344,159,1459,0.07850,0.10838
2017,30-45 y.,East,No,0.90656,1300,1459,0.89162,0.92150
2017,46-65 y.,West,Yes,0.13098,957,7782,0.12348,0.13847
2017,46-65 y.,West,No,0.86902,6825,7782,0.86153,0.87652
2017,46-65 y.,East,Yes,0.13693,273,2166,0.12245,0.15142
2017,46-65 y.,East,No,0.86307,1893,2166,0.84858,0.87755
2017,66 and older,West,Yes,0.22346,854,3738,0.21010,0.23681
2017,66 and older,West,No,0.77654,2884,3738,0.76319,0.78990
2017,66 and older,East,Yes,0.23500,265,1215,0.21115,0.25885
2017,66 and older,East,No,0.76500,950,1215,0.74115,0.78885
2018,17-29 y.,West,Yes,0.09332,338,3498,0.08368,0.10296
2018,17-29 y.,West,No,0.90668,3160,3498,0.89704,0.91632
2018,17-29 y.,East,Yes,0.13500,84,727,0.11014,0.15986
2018,17-29 y.,East,No,0.86500,643,727,0.84014,0.88986
2018,30-45 y.,West,Yes,0.11107,589,5307,0.10261,0.11952
2018,30-45 y.,West,No,0.88893,4718,5307,0.88048,0.89739
2018,30-45 y.,East,Yes,0.11388,170,1392,0.09718,0.13057
2018,30-45 y.,East,No,0.88612,1222,1392,0.86943,0.90282
2018,46-65 y.,West,Yes,0.12393,916,7501,0.11647,0.13139
2018,46-65 y.,West,No,0.87607,6585,7501,0.86861,0.88353
2018,46-65 y.,East,Yes,0.13956,274,2117,0.12480,0.15433
2018,46-65 y.,East,No,0.86044,1843,2117,0.84567,0.87520
2018,66 and older,West,Yes,0.20997,772,3743,0.19692,0.22302
2018,66 and older,West,No,0.79003,2971,3743,0.77698,0.80308
2018,66 and older,East,Yes,0.23179,276,1234,0.20824,0.25535
2018,66 and older,East,No,0.76821,958,1234,0.74465,0.79176
2019,17-29 y.,West,Yes,0.09722,317,3175,0.08692,0.10753
2019,17-29 y.,West,No,0.90278,2858,3175,0.89247,0.91308
2019,17-29 y.,East,Yes,0.10326,60,638,0.07963,0.12689
2019,17-29 y.,East,No,0.89674,578,638,0.87311,0.92037
2019,30-45 y.,West,Yes,0.10470,530,4923,0.09615,0.11326
2019,30-45 y.,West,No,0.89530,4393,4923,0.88674,0.90385
2019,30-45 y.,East,Yes,0.09847,142,1330,0.08245,0.11449
2019,30-45 y.,East,No,0.90153,1188,1330,0.88551,0.91755
2019,46-65 y.,West,Yes,0.13717,1051,8105,0.12968,0.14466
2019,46-65 y.,West,No,0.86283,7054,8105,0.85534,0.87032
2019,46-65 y.,East,Yes,0.13197,276,2273,0.11806,0.14589
2019,46-65 y.,East,No,0.86803,1997,2273,0.85411,0.88194
2019,66 and older,West,Yes,0.20708,780,3861,0.19430,0.21987
2019,66 and older,West,No,0.79292,3081,3861,0.78013,0.80570
2019,66 and older,East,Yes,0.21939,280,1296,0.19685,0.24193
2019,66 and older,East,No,0.78061,1016,1296,0.75807,0.80315
2020,17-29 y.,West,Yes,0.09742,411,4307,0.08856,0.10628
2020,17-29 y.,West,No,0.90258,3896,4307,0.89372,0.91144
2020,17-29 y.,East,Yes,0.08132,75,752,0.06177,0.10087
2020,17-29 y.,East,No,0.91868,677,752,0.89913,0.93823
2020,30-45 y.,West,Yes,0.11397,738,6488,0.10624,0.12171
2020,30-45 y.,West,No,0.88603,5750,6488,0.87829,0.89376
2020,30-45 y.,East,Yes,0.09729,148,1537,0.08247,0.11212
2020,30-45 y.,East,No,0.90271,1389,1537,0.88788,0.91753
2020,46-65 y.,West,Yes,0.13006,1034,8198,0.12277,0.13734
2020,46-65 y.,West,No,0.86994,7164,8198,0.86266,0.87723
2020,46-65 y.,East,Yes,0.15072,272,2178,0.13569,0.16575
2020,46-65 y.,East,No,0.84928,1906,2178,0.83425,0.86431
2020,66 and older,West,Yes,0.21558,752,3660,0.20226,0.22890
2020,66 and older,West,No,0.78442,2908,3660,0.77110,0.79774
2020,66 and older,East,Yes,0.19710,241,1238,0.17493,0.21927
2020,66 and older,East,No,0.80290,997,1238,0.78073,0.82507
2021,17-29 y.,West,Yes,0.08218,197,2270,0.07088,0.09348
2021,17-29 y.,West,No,0.91782,2073,2270,0.90652,0.92912
2021,17-29 y.,East,Yes,0.07992,40,424,0.05408,0.10576
2021,17-29 y.,East,No,0.92008,384,424,0.89424,0.94592
2021,30-45 y.,West,Yes,0.09300,295,3234,0.08299,0.10302
2021,30-45 y.,West,No,0.90700,2939,3234,0.89698,0.91701
2021,30-45 y.,East,Yes,0.08294,80,912,0.06503,0.10085
2021,30-45 y.,East,No,0.91706,832,912,0.89915,0.93497
2021,46-65 y.,West,Yes,0.11649,588,5359,0.10790,0.12508
2021,46-65 y.,West,No,0.88351,4771,5359,0.87492,0.89210
2021,46-65 y.,East,Yes,0.13735,163,1426,0.11947,0.15522
2021,46-65 y.,East,No,0.86265,1263,1426,0.84478,0.88053
2021,66 and older,West,Yes,0.20281,554,2688,0.18761,0.21801
2021,66 and older,West,No,0.79719,2134,2688,0.78199,0.81239
2021,66 and older,East,Yes,0.16941,157,852,0.14421,0.19461
2021,66 and older,East,No,0.83059,695,852,0.80539,0.85579
2022,17-29 y.,West,Yes,0.08017,383,4640,0.07236,0.08799
2022,17-29 y.,West,No,0.91983,4257,4640,0.91201,0.92764
2022,17-29 y.,East,Yes,0.05758,73,982,0.04301,0.07216
2022,17-29 y.,East,No,0.94242,909,982,0.92784,0.95699
2022,30-45 y.,West,Yes,0.09099,668,7023,0.08427,0.09772
2022,30-45 y.,West,No,0.90901,6355,7023,0.90228,0.91573
2022,30-45 y.,East,Yes,0.08211,183,1900,0.06977,0.09446
2022,30-45 y.,East,No,0.91789,1717,1900,0.90554,0.93023
2022,46-65 y.,West,Yes,0.10898,756,7263,0.10181,0.11615
2022,46-65 y.,West,No,0.89102,6507,7263,0.88385,0.89819
2022,46-65 y.,East,Yes,0.13473,217,1893,0.11935,0.15012
2022,46-65 y.,East,No,0.86527,1676,1893,0.84988,0.88065
2022,66 and older,West,Yes,0.21062,560,3086,0.19623,0.22501
2022,66 and older,West,No,0.78938,2526,3086,0.77499,0.80377
2022,66 and older,East,Yes,0.16800,173,1042,0.14529,0.19071
2022,66 and older,East,No,0.83200,869,1042,0.80929,0.85471
