year,age_gr,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,30-45 y.,First Stage of Tertiary Education,No,0.92616,303,303,0.89667,0.95566
1995,30-45 y.,Second Stage of Tertiary Education,Yes,0.06687,66,846,0.05003,0.08371
1995,30-45 y.,Second Stage of Tertiary Education,No,0.93313,780,846,0.91629,0.94997
1995,46-65 y.,No answer / don't know,No,0.82342,34,34,0.69332,0.95352
1995,46-65 y.,Primary Level,Yes,0.10241,35,269,0.06611,0.13871
1995,46-65 y.,Primary Level,No,0.89759,234,269,0.86129,0.93389
1995,46-65 y.,Lower Secondary Level,Yes,0.14392,100,776,0.11921,0.16863
1995,46-65 y.,Lower Secondary Level,No,0.85608,676,776,0.83137,0.88079
1995,46-65 y.,Upper Secondary Level,Yes,0.10733,220,1974,0.09367,0.12099
1995,46-65 y.,Upper Secondary Level,No,0.89267,1754,1974,0.87901,0.90633
1995,46-65 y.,Post-secondary Non-tertiary Level,No,0.84810,53,53,0.75054,0.94565
1995,46-65 y.,First Stage of Tertiary Education,Yes,0.15844,34,240,0.11215,0.20473
1995,46-65 y.,First Stage of Tertiary Education,No,0.84156,206,240,0.79527,0.88785
1995,46-65 y.,Second Stage of Tertiary Education,Yes,0.13684,69,577,0.10877,0.16490
1995,46-65 y.,Second Stage of Tertiary Education,No,0.86316,508,577,0.83510,0.89123
1995,66 and older,Primary Level,No,0.89038,31,31,0.77858,1.00218
1995,66 and older,Lower Secondary Level,Yes,0.21356,98,479,0.17682,0.25030
1995,66 and older,Lower Secondary Level,No,0.78644,381,479,0.74970,0.82318
1995,66 and older,Upper Secondary Level,Yes,0.20929,148,736,0.17988,0.23870
1995,66 and older,Upper Secondary Level,No,0.79071,588,736,0.76130,0.82012
1995,66 and older,First Stage of Tertiary Education,No,0.78624,66,66,0.68658,0.88590
1995,66 and older,Second Stage of Tertiary Education,No,0.84712,127,127,0.78428,0.90995
1996,17-29 y.,No answer / don't know,No,0.88909,136,136,0.83611,0.94206
1996,17-29 y.,Pre-primary Level,No,0.93679,273,273,0.90787,0.96571
1996,17-29 y.,Primary Level,No,0.84043,59,59,0.74618,0.93467
1996,17-29 y.,Lower Secondary Level,Yes,0.08197,70,715,0.06185,0.10210
1996,17-29 y.,Lower Secondary Level,No,0.91803,645,715,0.89790,0.93815
1996,17-29 y.,Upper Secondary Level,Yes,0.10503,162,1486,0.08943,0.12062
1996,17-29 y.,Upper Secondary Level,No,0.89497,1324,1486,0.87938,0.91057
1996,17-29 y.,Post-secondary Non-tertiary Level,No,0.88616,144,144,0.83410,0.93821
1996,17-29 y.,First Stage of Tertiary Education,No,0.87382,99,99,0.80807,0.93956
1996,17-29 y.,Second Stage of Tertiary Education,No,0.91983,146,146,0.87563,0.96403
1996,30-45 y.,No answer / don't know,No,0.91789,55,55,0.84466,0.99111
1996,30-45 y.,Primary Level,No,0.87355,113,113,0.81200,0.93510
1996,30-45 y.,Lower Secondary Level,Yes,0.12261,56,445,0.09210,0.15312
1996,30-45 y.,Lower Secondary Level,No,0.87739,389,445,0.84688,0.90790
1996,30-45 y.,Upper Secondary Level,Yes,0.09398,230,2388,0.08227,0.10568
1996,30-45 y.,Upper Secondary Level,No,0.90602,2158,2388,0.89432,0.91773
1996,30-45 y.,Post-secondary Non-tertiary Level,No,0.88548,196,196,0.84079,0.93018
1996,30-45 y.,First Stage of Tertiary Education,Yes,0.12448,43,330,0.08881,0.16015
1996,30-45 y.,First Stage of Tertiary Education,No,0.87552,287,330,0.83985,0.91119
1996,30-45 y.,Second Stage of Tertiary Education,Yes,0.08492,79,848,0.06615,0.10370
1996,30-45 y.,Second Stage of Tertiary Education,No,0.91508,769,848,0.89630,0.93385
1996,46-65 y.,No answer / don't know,No,0.84372,32,32,0.71589,0.97155
1996,46-65 y.,Primary Level,Yes,0.14468,35,249,0.10090,0.18846
1996,46-65 y.,Primary Level,No,0.85532,214,249,0.81154,0.89910
1996,46-65 y.,Lower Secondary Level,Yes,0.14365,100,755,0.11861,0.16868
1996,46-65 y.,Lower Secondary Level,No,0.85635,655,755,0.83132,0.88139
1996,46-65 y.,Upper Secondary Level,Yes,0.12550,247,1954,0.11081,0.14020
1996,46-65 y.,Upper Secondary Level,No,0.87450,1707,1954,0.85980,0.88919
1996,46-65 y.,Post-secondary Non-tertiary Level,No,0.88607,49,49,0.79619,0.97596
1996,46-65 y.,First Stage of Tertiary Education,No,0.92629,216,216,0.89136,0.96122
1996,46-65 y.,Second Stage of Tertiary Education,Yes,0.11305,69,599,0.08767,0.13843
1996,46-65 y.,Second Stage of Tertiary Education,No,0.88695,530,599,0.86157,0.91233
1996,66 and older,Primary Level,No,0.74807,34,34,0.59995,0.89619
1996,66 and older,Lower Secondary Level,Yes,0.18688,89,464,0.15137,0.22238
1996,66 and older,Lower Secondary Level,No,0.81312,375,464,0.77762,0.84863
1996,66 and older,Upper Secondary Level,Yes,0.21505,158,763,0.18588,0.24422
1996,66 and older,Upper Secondary Level,No,0.78495,605,763,0.75578,0.81412
1996,66 and older,First Stage of Tertiary Education,No,0.70406,58,58,0.58556,0.82257
1996,66 and older,Second Stage of Tertiary Education,Yes,0.24181,35,157,0.17462,0.30900
1996,66 and older,Second Stage of Tertiary Education,No,0.75819,122,157,0.69100,0.82538
1997,17-29 y.,No answer / don't know,No,0.85293,145,145,0.79508,0.91078
1997,17-29 y.,Pre-primary Level,No,0.90558,290,290,0.87187,0.93929
1997,17-29 y.,Primary Level,No,0.87290,51,51,0.78058,0.96523
1997,17-29 y.,Lower Secondary Level,Yes,0.08988,75,704,0.06874,0.11102
1997,17-29 y.,Lower Secondary Level,No,0.91012,629,704,0.88898,0.93126
1997,17-29 y.,Upper Secondary Level,Yes,0.11534,153,1371,0.09842,0.13225
1997,17-29 y.,Upper Secondary Level,No,0.88466,1218,1371,0.86775,0.90158
1997,17-29 y.,Post-secondary Non-tertiary Level,No,0.90888,135,135,0.86016,0.95761
1997,17-29 y.,First Stage of Tertiary Education,No,0.89281,92,92,0.82925,0.95637
1997,17-29 y.,Second Stage of Tertiary Education,No,0.91297,138,138,0.86577,0.96017
1997,30-45 y.,No answer / don't know,No,0.85422,56,56,0.76095,0.94748
1997,30-45 y.,Primary Level,No,0.87373,112,112,0.81193,0.93552
1997,30-45 y.,Lower Secondary Level,Yes,0.15615,63,440,0.12219,0.19010
1997,30-45 y.,Lower Secondary Level,No,0.84385,377,440,0.80990,0.87781
1997,30-45 y.,Upper Secondary Level,Yes,0.10385,248,2339,0.09148,0.11621
1997,30-45 y.,Upper Secondary Level,No,0.89615,2091,2339,0.88379,0.90852
1997,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.13383,32,218,0.08853,0.17914
1997,30-45 y.,Post-secondary Non-tertiary Level,No,0.86617,186,218,0.82086,0.91147
1997,30-45 y.,First Stage of Tertiary Education,No,0.93892,303,303,0.91191,0.96593
1997,30-45 y.,Second Stage of Tertiary Education,Yes,0.06611,56,833,0.04923,0.08299
1997,30-45 y.,Second Stage of Tertiary Education,No,0.93389,777,833,0.91701,0.95077
1997,46-65 y.,Primary Level,No,0.88174,204,204,0.83731,0.92616
1997,46-65 y.,Lower Secondary Level,Yes,0.14471,101,706,0.11874,0.17068
1997,46-65 y.,Lower Secondary Level,No,0.85529,605,706,0.82932,0.88126
1997,46-65 y.,Upper Secondary Level,Yes,0.12048,237,1957,0.10605,0.13490
1997,46-65 y.,Upper Secondary Level,No,0.87952,1720,1957,0.86510,0.89395
1997,46-65 y.,Post-secondary Non-tertiary Level,No,0.92532,51,51,0.85246,0.99819
1997,46-65 y.,First Stage of Tertiary Education,No,0.87824,211,211,0.83401,0.92247
1997,46-65 y.,Second Stage of Tertiary Education,Yes,0.12093,72,619,0.09522,0.14664
1997,46-65 y.,Second Stage of Tertiary Education,No,0.87907,547,619,0.85336,0.90478
1997,66 and older,Primary Level,No,0.71494,34,34,0.56091,0.86897
1997,66 and older,Lower Secondary Level,Yes,0.22562,99,464,0.18754,0.26369
1997,66 and older,Lower Secondary Level,No,0.77438,365,464,0.73631,0.81246
1997,66 and older,Upper Secondary Level,Yes,0.18562,146,788,0.15846,0.21279
1997,66 and older,Upper Secondary Level,No,0.81438,642,788,0.78721,0.84154
1997,66 and older,First Stage of Tertiary Education,No,0.76938,60,60,0.66189,0.87686
1997,66 and older,Second Stage of Tertiary Education,No,0.83306,136,136,0.77015,0.89596
1998,17-29 y.,No answer / don't know,No,0.84933,169,169,0.79523,0.90342
1998,17-29 y.,Pre-primary Level,No,0.92130,310,310,0.89128,0.95133
1998,17-29 y.,Primary Level,No,0.72434,42,42,0.58757,0.86112
1998,17-29 y.,Lower Secondary Level,Yes,0.11383,82,740,0.09093,0.13673
1998,17-29 y.,Lower Secondary Level,No,0.88617,658,740,0.86327,0.90907
1998,17-29 y.,Upper Secondary Level,Yes,0.09912,153,1421,0.08358,0.11466
1998,17-29 y.,Upper Secondary Level,No,0.90088,1268,1421,0.88534,0.91642
1998,17-29 y.,Post-secondary Non-tertiary Level,No,0.91554,137,137,0.86880,0.96228
1998,17-29 y.,First Stage of Tertiary Education,No,0.85616,99,99,0.78668,0.92564
1998,17-29 y.,Second Stage of Tertiary Education,No,0.92249,139,139,0.87787,0.96710
1998,30-45 y.,No answer / don't know,No,0.93527,143,143,0.89481,0.97574
1998,30-45 y.,Primary Level,No,0.91277,106,106,0.85880,0.96674
1998,30-45 y.,Lower Secondary Level,Yes,0.14634,66,480,0.11469,0.17799
1998,30-45 y.,Lower Secondary Level,No,0.85366,414,480,0.82201,0.88531
1998,30-45 y.,Upper Secondary Level,Yes,0.10694,272,2535,0.09490,0.11897
1998,30-45 y.,Upper Secondary Level,No,0.89306,2263,2535,0.88103,0.90510
1998,30-45 y.,Post-secondary Non-tertiary Level,No,0.89618,221,221,0.85587,0.93649
1998,30-45 y.,First Stage of Tertiary Education,No,0.93361,332,332,0.90679,0.96043
1998,30-45 y.,Second Stage of Tertiary Education,Yes,0.08854,78,927,0.07024,0.10684
1998,30-45 y.,Second Stage of Tertiary Education,No,0.91146,849,927,0.89316,0.92976
1998,46-65 y.,No answer / don't know,No,0.89402,152,152,0.84493,0.94312
1998,46-65 y.,Primary Level,No,0.89448,201,201,0.85191,0.93706
1998,46-65 y.,Lower Secondary Level,Yes,0.14289,105,761,0.11801,0.16778
1998,46-65 y.,Lower Secondary Level,No,0.85711,656,761,0.83222,0.88199
1998,46-65 y.,Upper Secondary Level,Yes,0.11503,251,2185,0.10165,0.12841
1998,46-65 y.,Upper Secondary Level,No,0.88497,1934,2185,0.87159,0.89835
1998,46-65 y.,Post-secondary Non-tertiary Level,No,0.79722,59,59,0.69375,0.90070
1998,46-65 y.,First Stage of Tertiary Education,Yes,0.15489,42,267,0.11141,0.19837
1998,46-65 y.,First Stage of Tertiary Education,No,0.84511,225,267,0.80163,0.88859
1998,46-65 y.,Second Stage of Tertiary Education,Yes,0.12209,86,704,0.09789,0.14629
1998,46-65 y.,Second Stage of Tertiary Education,No,0.87791,618,704,0.85371,0.90211
1998,66 and older,No answer / don't know,No,0.75160,62,62,0.64317,0.86004
1998,66 and older,Primary Level,No,0.64408,35,35,0.48314,0.80502
1998,66 and older,Lower Secondary Level,Yes,0.16066,94,554,0.13005,0.19127
1998,66 and older,Lower Secondary Level,No,0.83934,460,554,0.80873,0.86995
1998,66 and older,Upper Secondary Level,Yes,0.21262,179,872,0.18544,0.23979
1998,66 and older,Upper Secondary Level,No,0.78738,693,872,0.76021,0.81456
1998,66 and older,First Stage of Tertiary Education,No,0.85452,66,66,0.76880,0.94023
1998,66 and older,Second Stage of Tertiary Education,Yes,0.19355,37,184,0.13631,0.25080
1998,66 and older,Second Stage of Tertiary Education,No,0.80645,147,184,0.74920,0.86369
1999,17-29 y.,No answer / don't know,No,0.91112,139,139,0.86364,0.95860
1999,17-29 y.,Pre-primary Level,No,0.89476,287,287,0.85919,0.93032
1999,17-29 y.,Primary Level,No,0.83058,42,42,0.71576,0.94541
1999,17-29 y.,Lower Secondary Level,Yes,0.11196,85,709,0.08873,0.13518
1999,17-29 y.,Lower Secondary Level,No,0.88804,624,709,0.86482,0.91127
1999,17-29 y.,Upper Secondary Level,Yes,0.08160,111,1358,0.06704,0.09617
1999,17-29 y.,Upper Secondary Level,No,0.91840,1247,1358,0.90383,0.93296
1999,17-29 y.,Post-secondary Non-tertiary Level,No,0.90365,133,133,0.85332,0.95399
1999,17-29 y.,First Stage of Tertiary Education,No,0.91117,91,91,0.85240,0.96995
1999,17-29 y.,Second Stage of Tertiary Education,No,0.91155,127,127,0.86198,0.96113
1999,30-45 y.,No answer / don't know,No,0.89530,72,72,0.82409,0.96652
1999,30-45 y.,Primary Level,No,0.89295,99,99,0.83174,0.95417
1999,30-45 y.,Lower Secondary Level,Yes,0.13555,64,457,0.10413,0.16697
1999,30-45 y.,Lower Secondary Level,No,0.86445,393,457,0.83303,0.89587
1999,30-45 y.,Upper Secondary Level,Yes,0.09833,245,2530,0.08672,0.10993
1999,30-45 y.,Upper Secondary Level,No,0.90167,2285,2530,0.89007,0.91328
1999,30-45 y.,Post-secondary Non-tertiary Level,No,0.88987,234,234,0.84967,0.93007
1999,30-45 y.,First Stage of Tertiary Education,Yes,0.11648,42,362,0.08339,0.14958
1999,30-45 y.,First Stage of Tertiary Education,No,0.88352,320,362,0.85042,0.91661
1999,30-45 y.,Second Stage of Tertiary Education,Yes,0.08541,77,907,0.06721,0.10361
1999,30-45 y.,Second Stage of Tertiary Education,No,0.91459,830,907,0.89639,0.93279
1999,46-65 y.,Primary Level,No,0.91457,188,188,0.87450,0.95463
1999,46-65 y.,Lower Secondary Level,Yes,0.14040,97,717,0.11495,0.16584
1999,46-65 y.,Lower Secondary Level,No,0.85960,620,717,0.83416,0.88505
1999,46-65 y.,Upper Secondary Level,Yes,0.14369,302,2167,0.12892,0.15846
1999,46-65 y.,Upper Secondary Level,No,0.85631,1865,2167,0.84154,0.87108
1999,46-65 y.,Post-secondary Non-tertiary Level,No,0.83876,55,55,0.74067,0.93685
1999,46-65 y.,First Stage of Tertiary Education,Yes,0.10959,34,267,0.07205,0.14713
1999,46-65 y.,First Stage of Tertiary Education,No,0.89041,233,267,0.85287,0.92795
1999,46-65 y.,Second Stage of Tertiary Education,Yes,0.10289,85,714,0.08059,0.12519
1999,46-65 y.,Second Stage of Tertiary Education,No,0.89711,629,714,0.87481,0.91941
1999,66 and older,Primary Level,No,0.85943,46,46,0.75787,0.96098
1999,66 and older,Lower Secondary Level,Yes,0.21611,105,551,0.18171,0.25051
1999,66 and older,Lower Secondary Level,No,0.78389,446,551,0.74949,0.81829
1999,66 and older,Upper Secondary Level,Yes,0.18795,170,868,0.16194,0.21395
1999,66 and older,Upper Secondary Level,No,0.81205,698,868,0.78605,0.83806
1999,66 and older,First Stage of Tertiary Education,No,0.87870,69,69,0.80110,0.95630
1999,66 and older,Second Stage of Tertiary Education,Yes,0.25769,46,196,0.19630,0.31908
1999,66 and older,Second Stage of Tertiary Education,No,0.74231,150,196,0.68092,0.80370
2000,17-29 y.,Pre-primary Level,No,0.96095,464,464,0.94331,0.97860
2000,17-29 y.,Primary Level,No,0.91195,63,63,0.84142,0.98249
2000,17-29 y.,Lower Secondary Level,Yes,0.09494,101,1057,0.07726,0.11262
2000,17-29 y.,Lower Secondary Level,No,0.90506,956,1057,0.88738,0.92274
2000,17-29 y.,Upper Secondary Level,Yes,0.09797,232,2155,0.08542,0.11053
2000,17-29 y.,Upper Secondary Level,No,0.90203,1923,2155,0.88947,0.91458
2000,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.11446,35,325,0.07979,0.14913
2000,17-29 y.,Post-secondary Non-tertiary Level,No,0.88554,290,325,0.85087,0.92021
2000,17-29 y.,First Stage of Tertiary Education,No,0.88718,174,174,0.84004,0.93432
2000,17-29 y.,Second Stage of Tertiary Education,No,0.89140,234,234,0.85145,0.93135
2000,30-45 y.,Primary Level,No,0.88210,92,92,0.81584,0.94836
2000,30-45 y.,Lower Secondary Level,Yes,0.12506,74,587,0.09828,0.15184
2000,30-45 y.,Lower Secondary Level,No,0.87494,513,587,0.84816,0.90172
2000,30-45 y.,Upper Secondary Level,Yes,0.08851,400,4472,0.08019,0.09684
2000,30-45 y.,Upper Secondary Level,No,0.91149,4072,4472,0.90316,0.91981
2000,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.10015,52,507,0.07400,0.12631
2000,30-45 y.,Post-secondary Non-tertiary Level,No,0.89985,455,507,0.87369,0.92600
2000,30-45 y.,First Stage of Tertiary Education,Yes,0.09640,79,786,0.07576,0.11705
2000,30-45 y.,First Stage of Tertiary Education,No,0.90360,707,786,0.88295,0.92424
2000,30-45 y.,Second Stage of Tertiary Education,Yes,0.06798,120,1678,0.05593,0.08003
2000,30-45 y.,Second Stage of Tertiary Education,No,0.93202,1558,1678,0.91997,0.94407
2000,46-65 y.,Primary Level,No,0.87557,145,145,0.82166,0.92948
2000,46-65 y.,Lower Secondary Level,Yes,0.13759,137,990,0.11612,0.15906
2000,46-65 y.,Lower Secondary Level,No,0.86241,853,990,0.84094,0.88388
2000,46-65 y.,Upper Secondary Level,Yes,0.12623,547,4289,0.11629,0.13617
2000,46-65 y.,Upper Secondary Level,No,0.87377,3742,4289,0.86383,0.88371
2000,46-65 y.,Post-secondary Non-tertiary Level,No,0.91164,167,167,0.86847,0.95482
2000,46-65 y.,First Stage of Tertiary Education,Yes,0.11898,80,649,0.09406,0.14391
2000,46-65 y.,First Stage of Tertiary Education,No,0.88102,569,649,0.85609,0.90594
2000,46-65 y.,Second Stage of Tertiary Education,Yes,0.10711,161,1454,0.09121,0.12301
2000,46-65 y.,Second Stage of Tertiary Education,No,0.89289,1293,1454,0.87699,0.90879
2000,66 and older,Primary Level,No,0.82675,52,52,0.72288,0.93062
2000,66 and older,Lower Secondary Level,Yes,0.19591,172,912,0.17013,0.22168
2000,66 and older,Lower Secondary Level,No,0.80409,740,912,0.77832,0.82987
2000,66 and older,Upper Secondary Level,Yes,0.19707,371,1854,0.17896,0.21518
2000,66 and older,Upper Secondary Level,No,0.80293,1483,1854,0.78482,0.82104
2000,66 and older,Post-secondary Non-tertiary Level,No,0.81719,78,78,0.73086,0.90353
2000,66 and older,First Stage of Tertiary Education,Yes,0.19153,44,240,0.14164,0.24142
2000,66 and older,First Stage of Tertiary Education,No,0.80847,196,240,0.75858,0.85836
2000,66 and older,Second Stage of Tertiary Education,Yes,0.17022,72,416,0.13406,0.20638
2000,66 and older,Second Stage of Tertiary Education,No,0.82978,344,416,0.79362,0.86594
2001,17-29 y.,No answer / don't know,No,0.87952,76,76,0.80585,0.95319
2001,17-29 y.,Pre-primary Level,No,0.95409,510,510,0.93591,0.97227
2001,17-29 y.,Primary Level,No,0.95341,50,50,0.89440,1.01242
2001,17-29 y.,Lower Secondary Level,Yes,0.09101,101,942,0.07263,0.10939
2001,17-29 y.,Lower Secondary Level,No,0.90899,841,942,0.89061,0.92737
2001,17-29 y.,Upper Secondary Level,Yes,0.10624,202,1838,0.09215,0.12033
2001,17-29 y.,Upper Secondary Level,No,0.89376,1636,1838,0.87967,0.90785
2001,17-29 y.,Post-secondary Non-tertiary Level,No,0.89856,238,238,0.86012,0.93700
2001,17-29 y.,First Stage of Tertiary Education,No,0.89065,124,124,0.83550,0.94581
2001,17-29 y.,Second Stage of Tertiary Education,No,0.92386,208,208,0.88773,0.95999
2001,30-45 y.,Primary Level,No,0.87983,74,74,0.80524,0.95442
2001,30-45 y.,Lower Secondary Level,Yes,0.08335,49,511,0.05936,0.10734
2001,30-45 y.,Lower Secondary Level,No,0.91665,462,511,0.89266,0.94064
2001,30-45 y.,Upper Secondary Level,Yes,0.09435,395,3997,0.08528,0.10341
2001,30-45 y.,Upper Secondary Level,No,0.90565,3602,3997,0.89659,0.91472
2001,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.10349,51,504,0.07687,0.13011
2001,30-45 y.,Post-secondary Non-tertiary Level,No,0.89651,453,504,0.86989,0.92313
2001,30-45 y.,First Stage of Tertiary Education,Yes,0.09548,66,712,0.07387,0.11708
2001,30-45 y.,First Stage of Tertiary Education,No,0.90452,646,712,0.88292,0.92613
2001,30-45 y.,Second Stage of Tertiary Education,Yes,0.08991,128,1494,0.07540,0.10442
2001,30-45 y.,Second Stage of Tertiary Education,No,0.91009,1366,1494,0.89558,0.92460
2001,46-65 y.,Primary Level,No,0.89967,105,105,0.84193,0.95741
2001,46-65 y.,Lower Secondary Level,Yes,0.14867,117,819,0.12429,0.17305
2001,46-65 y.,Lower Secondary Level,No,0.85133,702,819,0.82695,0.87571
2001,46-65 y.,Upper Secondary Level,Yes,0.12516,482,3936,0.11482,0.13550
2001,46-65 y.,Upper Secondary Level,No,0.87484,3454,3936,0.86450,0.88518
2001,46-65 y.,Post-secondary Non-tertiary Level,No,0.89811,171,171,0.85264,0.94358
2001,46-65 y.,First Stage of Tertiary Education,Yes,0.14902,80,589,0.12024,0.17780
2001,46-65 y.,First Stage of Tertiary Education,No,0.85098,509,589,0.82220,0.87976
2001,46-65 y.,Second Stage of Tertiary Education,Yes,0.09783,141,1396,0.08224,0.11342
2001,46-65 y.,Second Stage of Tertiary Education,No,0.90217,1255,1396,0.88658,0.91776
2001,66 and older,Primary Level,No,0.84022,48,48,0.73546,0.94497
2001,66 and older,Lower Secondary Level,Yes,0.20525,158,802,0.17728,0.23322
2001,66 and older,Lower Secondary Level,No,0.79475,644,802,0.76678,0.82272
2001,66 and older,Upper Secondary Level,Yes,0.20076,354,1770,0.18209,0.21942
2001,66 and older,Upper Secondary Level,No,0.79924,1416,1770,0.78058,0.81791
2001,66 and older,Post-secondary Non-tertiary Level,No,0.80867,78,78,0.72081,0.89653
2001,66 and older,First Stage of Tertiary Education,Yes,0.17910,41,228,0.12922,0.22898
2001,66 and older,First Stage of Tertiary Education,No,0.82090,187,228,0.77102,0.87078
2001,66 and older,Second Stage of Tertiary Education,Yes,0.17943,73,420,0.14269,0.21617
2001,66 and older,Second Stage of Tertiary Education,No,0.82057,347,420,0.78383,0.85731
2002,17-29 y.,No answer / don't know,No,0.93636,144,144,0.89635,0.97637
2002,17-29 y.,Pre-primary Level,Yes,0.06763,37,610,0.04769,0.08757
2002,17-29 y.,Pre-primary Level,No,0.93237,573,610,0.91243,0.95231
2002,17-29 y.,Primary Level,No,0.75941,34,34,0.61357,0.90525
2002,17-29 y.,Lower Secondary Level,Yes,0.08164,69,869,0.06342,0.09986
2002,17-29 y.,Lower Secondary Level,No,0.91836,800,869,0.90014,0.93658
2002,17-29 y.,Upper Secondary Level,Yes,0.09246,175,1839,0.07921,0.10570
2002,17-29 y.,Upper Secondary Level,No,0.90754,1664,1839,0.89430,0.92079
2002,17-29 y.,Post-secondary Non-tertiary Level,No,0.90454,249,249,0.86797,0.94111
2002,17-29 y.,First Stage of Tertiary Education,No,0.86590,97,97,0.79773,0.93406
2002,17-29 y.,Second Stage of Tertiary Education,No,0.90726,206,206,0.86755,0.94697
2002,30-45 y.,Primary Level,No,0.90556,76,76,0.83938,0.97175
2002,30-45 y.,Lower Secondary Level,Yes,0.08792,47,468,0.06224,0.11361
2002,30-45 y.,Lower Secondary Level,No,0.91208,421,468,0.88639,0.93776
2002,30-45 y.,Upper Secondary Level,Yes,0.09167,352,3828,0.08252,0.10081
2002,30-45 y.,Upper Secondary Level,No,0.90833,3476,3828,0.89919,0.91748
2002,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.10004,56,559,0.07514,0.12493
2002,30-45 y.,Post-secondary Non-tertiary Level,No,0.89996,503,559,0.87507,0.92486
2002,30-45 y.,First Stage of Tertiary Education,Yes,0.06379,54,737,0.04613,0.08144
2002,30-45 y.,First Stage of Tertiary Education,No,0.93621,683,737,0.91856,0.95387
2002,30-45 y.,Second Stage of Tertiary Education,Yes,0.08052,130,1736,0.06771,0.09332
2002,30-45 y.,Second Stage of Tertiary Education,No,0.91948,1606,1736,0.90668,0.93229
2002,46-65 y.,Primary Level,No,0.88654,92,92,0.82138,0.95170
2002,46-65 y.,Lower Secondary Level,Yes,0.15267,115,758,0.12705,0.17829
2002,46-65 y.,Lower Secondary Level,No,0.84733,643,758,0.82171,0.87295
2002,46-65 y.,Upper Secondary Level,Yes,0.12281,489,4046,0.11270,0.13293
2002,46-65 y.,Upper Secondary Level,No,0.87719,3557,4046,0.86707,0.88730
2002,46-65 y.,Post-secondary Non-tertiary Level,No,0.90802,209,209,0.86874,0.94729
2002,46-65 y.,First Stage of Tertiary Education,Yes,0.13063,88,647,0.10465,0.15662
2002,46-65 y.,First Stage of Tertiary Education,No,0.86937,559,647,0.84338,0.89535
2002,46-65 y.,Second Stage of Tertiary Education,Yes,0.11075,225,2046,0.09715,0.12435
2002,46-65 y.,Second Stage of Tertiary Education,No,0.88925,1821,2046,0.87565,0.90285
2002,66 and older,Primary Level,No,0.81920,47,47,0.70798,0.93042
2002,66 and older,Lower Secondary Level,Yes,0.23689,188,789,0.20720,0.26658
2002,66 and older,Lower Secondary Level,No,0.76311,601,789,0.73342,0.79280
2002,66 and older,Upper Secondary Level,Yes,0.20281,364,1848,0.18447,0.22114
2002,66 and older,Upper Secondary Level,No,0.79719,1484,1848,0.77886,0.81553
2002,66 and older,Post-secondary Non-tertiary Level,No,0.69930,69,69,0.59031,0.80830
2002,66 and older,First Stage of Tertiary Education,Yes,0.21995,49,240,0.16743,0.27246
2002,66 and older,First Stage of Tertiary Education,No,0.78005,191,240,0.72754,0.83257
2002,66 and older,Second Stage of Tertiary Education,Yes,0.18710,99,541,0.15421,0.22000
2002,66 and older,Second Stage of Tertiary Education,No,0.81290,442,541,0.78000,0.84579
2003,17-29 y.,No answer / don't know,No,0.91102,184,184,0.86977,0.95227
2003,17-29 y.,Pre-primary Level,Yes,0.05699,34,612,0.03861,0.07538
2003,17-29 y.,Pre-primary Level,No,0.94301,578,612,0.92462,0.96139
2003,17-29 y.,Primary Level,No,0.83909,37,37,0.71906,0.95913
2003,17-29 y.,Lower Secondary Level,Yes,0.11938,86,818,0.09715,0.14162
2003,17-29 y.,Lower Secondary Level,No,0.88062,732,818,0.85838,0.90285
2003,17-29 y.,Upper Secondary Level,Yes,0.08212,161,1741,0.06922,0.09502
2003,17-29 y.,Upper Secondary Level,No,0.91788,1580,1741,0.90498,0.93078
2003,17-29 y.,Post-secondary Non-tertiary Level,No,0.88891,251,251,0.84996,0.92787
2003,17-29 y.,First Stage of Tertiary Education,No,0.87890,82,82,0.80785,0.94995
2003,17-29 y.,Second Stage of Tertiary Education,No,0.93476,189,189,0.89946,0.97006
2003,30-45 y.,Primary Level,No,0.86446,67,67,0.78187,0.94704
2003,30-45 y.,Lower Secondary Level,Yes,0.11629,47,429,0.08592,0.14667
2003,30-45 y.,Lower Secondary Level,No,0.88371,382,429,0.85333,0.91408
2003,30-45 y.,Upper Secondary Level,Yes,0.09529,360,3573,0.08566,0.10492
2003,30-45 y.,Upper Secondary Level,No,0.90471,3213,3573,0.89508,0.91434
2003,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.11121,55,544,0.08476,0.13765
2003,30-45 y.,Post-secondary Non-tertiary Level,No,0.88879,489,544,0.86235,0.91524
2003,30-45 y.,First Stage of Tertiary Education,Yes,0.07519,55,698,0.05561,0.09477
2003,30-45 y.,First Stage of Tertiary Education,No,0.92481,643,698,0.90523,0.94439
2003,30-45 y.,Second Stage of Tertiary Education,Yes,0.07936,139,1572,0.06599,0.09272
2003,30-45 y.,Second Stage of Tertiary Education,No,0.92064,1433,1572,0.90728,0.93401
2003,46-65 y.,Primary Level,No,0.90476,88,88,0.84307,0.96644
2003,46-65 y.,Lower Secondary Level,Yes,0.13764,100,688,0.11188,0.16340
