year,pgisced97,sex,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Upper Secondary Level,female,No,0.85647,5101,5919,0.84754,0.86541
2001,Post-secondary Non-tertiary Level,male,Yes,0.08124,37,477,0.05670,0.10579
2001,Post-secondary Non-tertiary Level,male,No,0.91819,440,477,0.89357,0.94281
2001,Post-secondary Non-tertiary Level,female,Yes,0.14186,85,585,0.11356,0.17016
2001,Post-secondary Non-tertiary Level,female,No,0.85163,500,585,0.82279,0.88046
2001,First Stage of Tertiary Education,male,Yes,0.11599,112,962,0.09575,0.13624
2001,First Stage of Tertiary Education,male,No,0.88127,850,962,0.86082,0.90172
2001,First Stage of Tertiary Education,female,Yes,0.15050,94,710,0.12418,0.17682
2001,First Stage of Tertiary Education,female,No,0.84536,616,710,0.81875,0.87198
2001,Second Stage of Tertiary Education,male,Yes,0.09410,181,1989,0.08126,0.10693
2001,Second Stage of Tertiary Education,male,No,0.90358,1808,1989,0.89061,0.91656
2001,Second Stage of Tertiary Education,female,Yes,0.11952,179,1547,0.10335,0.13569
2001,Second Stage of Tertiary Education,female,No,0.87268,1368,1547,0.85606,0.88929
2002,Pre-primary Level,male,No,0.91526,275,275,0.88229,0.94824
2002,Pre-primary Level,female,No,0.93475,299,299,0.90671,0.96279
2002,Primary Level,male,No,0.84590,100,100,0.77478,0.91703
2002,Primary Level,female,No,0.86287,149,149,0.80745,0.91829
2002,Lower Secondary Level,male,Yes,0.10967,97,945,0.08974,0.12960
2002,Lower Secondary Level,male,No,0.88892,848,945,0.86888,0.90897
2002,Lower Secondary Level,female,Yes,0.17446,322,1939,0.15757,0.19136
2002,Lower Secondary Level,female,No,0.82264,1617,1939,0.80563,0.83964
2002,Upper Secondary Level,male,Yes,0.11791,635,5556,0.10943,0.12639
2002,Upper Secondary Level,male,No,0.88065,4921,5556,0.87212,0.88918
2002,Upper Secondary Level,female,Yes,0.13220,745,6005,0.12364,0.14077
2002,Upper Secondary Level,female,No,0.86396,5260,6005,0.85529,0.87263
2002,Post-secondary Non-tertiary Level,male,Yes,0.10682,51,492,0.07950,0.13414
2002,Post-secondary Non-tertiary Level,male,No,0.88792,441,492,0.86002,0.91583
2002,Post-secondary Non-tertiary Level,female,Yes,0.12925,82,671,0.10385,0.15465
2002,Post-secondary Non-tertiary Level,female,No,0.86834,589,671,0.84274,0.89395
2002,First Stage of Tertiary Education,male,Yes,0.10917,113,1009,0.08992,0.12842
2002,First Stage of Tertiary Education,male,No,0.89083,896,1009,0.87158,0.91008
2002,First Stage of Tertiary Education,female,Yes,0.13834,97,731,0.11330,0.16339
2002,First Stage of Tertiary Education,female,No,0.85970,634,731,0.83450,0.88489
2002,Second Stage of Tertiary Education,male,Yes,0.10362,260,2595,0.09189,0.11535
2002,Second Stage of Tertiary Education,male,No,0.89206,2335,2595,0.88012,0.90401
2002,Second Stage of Tertiary Education,female,Yes,0.11783,213,1953,0.10352,0.13213
2002,Second Stage of Tertiary Education,female,No,0.87724,1740,1953,0.86268,0.89179
2003,Pre-primary Level,male,No,0.92487,281,281,0.89399,0.95574
2003,Pre-primary Level,female,No,0.92621,298,298,0.89648,0.95595
2003,Primary Level,male,No,0.81738,95,95,0.73928,0.89549
2003,Primary Level,female,No,0.84659,142,142,0.78710,0.90607
2003,Lower Secondary Level,male,Yes,0.11616,100,904,0.09526,0.13705
2003,Lower Secondary Level,male,No,0.87728,804,904,0.85588,0.89868
2003,Lower Secondary Level,female,Yes,0.15974,279,1814,0.14288,0.17661
2003,Lower Secondary Level,female,No,0.83406,1535,1814,0.81694,0.85119
2003,Upper Secondary Level,male,Yes,0.11669,601,5302,0.10804,0.12533
2003,Upper Secondary Level,male,No,0.87924,4701,5302,0.87046,0.88801
2003,Upper Secondary Level,female,Yes,0.13109,745,5765,0.12238,0.13980
2003,Upper Secondary Level,female,No,0.86342,5020,5765,0.85455,0.87228
2003,Post-secondary Non-tertiary Level,male,Yes,0.07782,39,478,0.05378,0.10186
2003,Post-secondary Non-tertiary Level,male,No,0.92113,439,478,0.89695,0.94532
2003,Post-secondary Non-tertiary Level,female,Yes,0.16202,86,671,0.13412,0.18992
2003,Post-secondary Non-tertiary Level,female,No,0.83557,585,671,0.80751,0.86364
2003,First Stage of Tertiary Education,male,Yes,0.10827,109,973,0.08874,0.12780
2003,First Stage of Tertiary Education,male,No,0.88793,864,973,0.86809,0.90776
2003,First Stage of Tertiary Education,female,Yes,0.13815,88,710,0.11275,0.16355
2003,First Stage of Tertiary Education,female,No,0.85985,622,710,0.83430,0.88540
2003,Second Stage of Tertiary Education,male,Yes,0.09238,234,2450,0.08091,0.10385
2003,Second Stage of Tertiary Education,male,No,0.90240,2216,2450,0.89065,0.91416
2003,Second Stage of Tertiary Education,female,Yes,0.12916,242,1892,0.11404,0.14427
2003,Second Stage of Tertiary Education,female,No,0.86516,1650,1892,0.84977,0.88055
2004,Pre-primary Level,male,No,0.92578,289,289,0.89550,0.95605
2004,Pre-primary Level,female,No,0.95299,313,313,0.92950,0.97647
2004,Primary Level,male,No,0.89591,90,90,0.83247,0.95936
2004,Primary Level,female,No,0.83122,130,130,0.76659,0.89586
2004,Lower Secondary Level,male,Yes,0.10743,87,832,0.08637,0.12848
2004,Lower Secondary Level,male,No,0.88631,745,832,0.86473,0.90789
2004,Lower Secondary Level,female,Yes,0.15981,268,1735,0.14256,0.17705
2004,Lower Secondary Level,female,No,0.83907,1467,1735,0.82178,0.85637
2004,Upper Secondary Level,male,Yes,0.11797,565,5145,0.10915,0.12678
2004,Upper Secondary Level,male,No,0.87860,4580,5145,0.86967,0.88752
2004,Upper Secondary Level,female,Yes,0.14385,765,5610,0.13467,0.15304
2004,Upper Secondary Level,female,No,0.85225,4845,5610,0.84296,0.86153
2004,Post-secondary Non-tertiary Level,male,Yes,0.06799,35,479,0.04542,0.09056
2004,Post-secondary Non-tertiary Level,male,No,0.92908,444,479,0.90607,0.95209
2004,Post-secondary Non-tertiary Level,female,Yes,0.11227,79,674,0.08842,0.13612
2004,Post-secondary Non-tertiary Level,female,No,0.88210,595,674,0.85774,0.90647
2004,First Stage of Tertiary Education,male,Yes,0.14918,125,928,0.12624,0.17211
2004,First Stage of Tertiary Education,male,No,0.83909,803,928,0.81543,0.86274
2004,First Stage of Tertiary Education,female,Yes,0.14399,93,704,0.11804,0.16994
2004,First Stage of Tertiary Education,female,No,0.85248,611,704,0.82626,0.87869
2004,Second Stage of Tertiary Education,male,Yes,0.10667,239,2411,0.09435,0.11899
2004,Second Stage of Tertiary Education,male,No,0.89025,2172,2411,0.87777,0.90273
2004,Second Stage of Tertiary Education,female,Yes,0.12822,231,1874,0.11308,0.14336
2004,Second Stage of Tertiary Education,female,No,0.87058,1643,1874,0.85538,0.88578
2005,Pre-primary Level,male,No,0.95010,301,301,0.92546,0.97474
2005,Pre-primary Level,female,No,0.93170,322,322,0.90410,0.95929
2005,Primary Level,male,No,0.91588,90,90,0.85821,0.97355
2005,Primary Level,female,No,0.85712,124,124,0.79527,0.91896
2005,Lower Secondary Level,male,Yes,0.10960,64,773,0.08756,0.13164
2005,Lower Secondary Level,male,No,0.88572,709,773,0.86328,0.90816
2005,Lower Secondary Level,female,Yes,0.15562,235,1610,0.13791,0.17333
2005,Lower Secondary Level,female,No,0.83750,1375,1610,0.81947,0.85552
2005,Upper Secondary Level,male,Yes,0.10982,522,4872,0.10104,0.11860
2005,Upper Secondary Level,male,No,0.88630,4350,4872,0.87738,0.89521
2005,Upper Secondary Level,female,Yes,0.12924,651,5339,0.12024,0.13824
2005,Upper Secondary Level,female,No,0.86464,4688,5339,0.85547,0.87382
2005,Post-secondary Non-tertiary Level,male,Yes,0.06490,31,461,0.04238,0.08741
2005,Post-secondary Non-tertiary Level,male,No,0.92612,430,461,0.90222,0.95003
2005,Post-secondary Non-tertiary Level,female,Yes,0.11704,74,663,0.09256,0.14153
2005,Post-secondary Non-tertiary Level,female,No,0.87769,589,663,0.85273,0.90265
2005,First Stage of Tertiary Education,male,Yes,0.11737,103,890,0.09621,0.13853
2005,First Stage of Tertiary Education,male,No,0.87587,787,890,0.85419,0.89754
2005,First Stage of Tertiary Education,female,Yes,0.13653,82,663,0.11038,0.16269
2005,First Stage of Tertiary Education,female,No,0.86231,581,663,0.83606,0.88856
2005,Second Stage of Tertiary Education,male,Yes,0.09696,236,2301,0.08487,0.10905
2005,Second Stage of Tertiary Education,male,No,0.89812,2065,2301,0.88576,0.91048
2005,Second Stage of Tertiary Education,female,Yes,0.11929,209,1853,0.10453,0.13405
2005,Second Stage of Tertiary Education,female,No,0.87457,1644,1853,0.85948,0.88965
2006,Pre-primary Level,male,No,0.57911,189,189,0.50854,0.64969
2006,Pre-primary Level,female,No,0.62113,186,186,0.55122,0.69103
2006,Primary Level,male,No,0.82547,85,85,0.74430,0.90664
2006,Primary Level,female,No,0.85104,124,124,0.78812,0.91397
2006,Lower Secondary Level,male,Yes,0.09854,68,768,0.07744,0.11963
2006,Lower Secondary Level,male,No,0.86800,700,768,0.84404,0.89195
2006,Lower Secondary Level,female,Yes,0.17113,284,1707,0.15326,0.18900
2006,Lower Secondary Level,female,No,0.81625,1423,1707,0.79788,0.83463
2006,Upper Secondary Level,male,Yes,0.12055,602,5258,0.11175,0.12935
2006,Upper Secondary Level,male,No,0.87672,4656,5258,0.86784,0.88561
2006,Upper Secondary Level,female,Yes,0.13124,710,5805,0.12255,0.13992
2006,Upper Secondary Level,female,No,0.86522,5095,5805,0.85643,0.87400
2006,Post-secondary Non-tertiary Level,male,Yes,0.08227,39,478,0.05761,0.10692
2006,Post-secondary Non-tertiary Level,male,No,0.91773,439,478,0.89308,0.94239
2006,Post-secondary Non-tertiary Level,female,Yes,0.12694,101,733,0.10282,0.15105
2006,Post-secondary Non-tertiary Level,female,No,0.86963,632,733,0.84524,0.89403
2006,First Stage of Tertiary Education,male,Yes,0.10790,100,941,0.08807,0.12773
2006,First Stage of Tertiary Education,male,No,0.89080,841,941,0.87086,0.91074
2006,First Stage of Tertiary Education,female,Yes,0.16106,93,705,0.13391,0.18821
2006,First Stage of Tertiary Education,female,No,0.83197,612,705,0.80435,0.85959
2006,Second Stage of Tertiary Education,male,Yes,0.10221,255,2546,0.09044,0.11397
2006,Second Stage of Tertiary Education,male,No,0.89686,2291,2546,0.88505,0.90868
2006,Second Stage of Tertiary Education,female,Yes,0.10568,222,2025,0.09228,0.11907
2006,Second Stage of Tertiary Education,female,No,0.89340,1803,2025,0.87995,0.90684
2007,Pre-primary Level,male,No,0.45847,150,150,0.37846,0.53847
2007,Pre-primary Level,female,No,0.51248,167,167,0.43644,0.58852
2007,Primary Level,male,No,0.86817,69,69,0.78777,0.94858
2007,Primary Level,female,No,0.86047,115,115,0.79686,0.92407
2007,Lower Secondary Level,male,Yes,0.09716,68,685,0.07497,0.11936
2007,Lower Secondary Level,male,No,0.87051,617,685,0.84535,0.89567
2007,Lower Secondary Level,female,Yes,0.16584,259,1511,0.14708,0.18460
2007,Lower Secondary Level,female,No,0.81318,1252,1511,0.79353,0.83284
2007,Upper Secondary Level,male,Yes,0.11588,554,4886,0.10691,0.12486
2007,Upper Secondary Level,male,No,0.87880,4332,4886,0.86965,0.88796
2007,Upper Secondary Level,female,Yes,0.12901,662,5404,0.12007,0.13794
2007,Upper Secondary Level,female,No,0.86624,4742,5404,0.85716,0.87532
2007,Post-secondary Non-tertiary Level,male,Yes,0.09364,46,461,0.06702,0.12027
2007,Post-secondary Non-tertiary Level,male,No,0.90381,415,461,0.87687,0.93076
2007,Post-secondary Non-tertiary Level,female,Yes,0.11321,79,703,0.08977,0.13665
2007,Post-secondary Non-tertiary Level,female,No,0.88409,624,703,0.86041,0.90777
2007,First Stage of Tertiary Education,male,Yes,0.11744,98,894,0.09632,0.13855
2007,First Stage of Tertiary Education,male,No,0.87601,796,894,0.85439,0.89762
2007,First Stage of Tertiary Education,female,Yes,0.13102,86,635,0.10475,0.15728
2007,First Stage of Tertiary Education,female,No,0.86428,549,635,0.83762,0.89094
2007,Second Stage of Tertiary Education,male,Yes,0.11803,279,2406,0.10513,0.13092
2007,Second Stage of Tertiary Education,male,No,0.88060,2127,2406,0.86764,0.89356
2007,Second Stage of Tertiary Education,female,Yes,0.11635,228,1979,0.10222,0.13048
2007,Second Stage of Tertiary Education,female,No,0.88311,1751,1979,0.86895,0.89727
2008,Pre-primary Level,male,No,0.53891,161,161,0.46167,0.61615
2008,Pre-primary Level,female,No,0.58563,173,173,0.51201,0.65925
2008,Primary Level,male,No,0.86354,62,62,0.77739,0.94969
2008,Primary Level,female,No,0.89071,101,101,0.82955,0.95186
2008,Lower Secondary Level,male,Yes,0.10601,67,628,0.08191,0.13011
2008,Lower Secondary Level,male,No,0.86382,561,628,0.83698,0.89067
2008,Lower Secondary Level,female,Yes,0.14725,212,1374,0.12851,0.16599
2008,Lower Secondary Level,female,No,0.82277,1162,1374,0.80257,0.84297
2008,Upper Secondary Level,male,Yes,0.10558,524,4594,0.09669,0.11447
2008,Upper Secondary Level,male,No,0.89001,4070,4594,0.88096,0.89906
2008,Upper Secondary Level,female,Yes,0.12323,636,5111,0.11422,0.13224
2008,Upper Secondary Level,female,No,0.87162,4475,5111,0.86244,0.88079
2008,Post-secondary Non-tertiary Level,male,Yes,0.08729,39,433,0.06067,0.11390
2008,Post-secondary Non-tertiary Level,male,No,0.90921,394,433,0.88212,0.93631
2008,Post-secondary Non-tertiary Level,female,Yes,0.10639,75,654,0.08274,0.13004
2008,Post-secondary Non-tertiary Level,female,No,0.88912,579,654,0.86503,0.91320
2008,First Stage of Tertiary Education,male,Yes,0.13523,102,828,0.11192,0.15853
2008,First Stage of Tertiary Education,male,No,0.85776,726,828,0.83396,0.88157
2008,First Stage of Tertiary Education,female,Yes,0.10585,64,582,0.08083,0.13086
2008,First Stage of Tertiary Education,female,No,0.88664,518,582,0.86086,0.91242
2008,Second Stage of Tertiary Education,male,Yes,0.11070,248,2287,0.09783,0.12356
2008,Second Stage of Tertiary Education,male,No,0.88741,2039,2287,0.87445,0.90037
2008,Second Stage of Tertiary Education,female,Yes,0.12467,220,1893,0.10979,0.13956
2008,Second Stage of Tertiary Education,female,No,0.87071,1673,1893,0.85559,0.88583
2009,Pre-primary Level,male,No,0.57958,158,158,0.50236,0.65679
2009,Pre-primary Level,female,No,0.61458,136,136,0.53248,0.69668
2009,Primary Level,male,No,0.92715,63,63,0.86245,0.99184
2009,Primary Level,female,No,0.84655,82,82,0.76806,0.92504
2009,Lower Secondary Level,male,Yes,0.10499,62,553,0.07942,0.13057
2009,Lower Secondary Level,male,No,0.85639,491,553,0.82714,0.88565
2009,Lower Secondary Level,female,Yes,0.14497,190,1230,0.12529,0.16466
2009,Lower Secondary Level,female,No,0.83752,1040,1230,0.81690,0.85815
2009,Upper Secondary Level,male,Yes,0.12596,555,4268,0.11600,0.13591
2009,Upper Secondary Level,male,No,0.87229,3713,4268,0.86228,0.88231
2009,Upper Secondary Level,female,Yes,0.14599,674,4776,0.13597,0.15600
2009,Upper Secondary Level,female,No,0.84994,4102,4776,0.83981,0.86007
2009,Post-secondary Non-tertiary Level,male,Yes,0.10300,34,387,0.07267,0.13332
2009,Post-secondary Non-tertiary Level,male,No,0.89614,353,387,0.86570,0.92657
2009,Post-secondary Non-tertiary Level,female,Yes,0.12391,65,607,0.09768,0.15014
2009,Post-secondary Non-tertiary Level,female,No,0.87609,542,607,0.84986,0.90232
2009,First Stage of Tertiary Education,male,Yes,0.12248,102,780,0.09946,0.14551
2009,First Stage of Tertiary Education,male,No,0.86746,678,780,0.84365,0.89127
2009,First Stage of Tertiary Education,female,Yes,0.13348,79,547,0.10495,0.16201
2009,First Stage of Tertiary Education,female,No,0.86636,468,547,0.83782,0.89490
2009,Second Stage of Tertiary Education,male,Yes,0.10332,251,2181,0.09054,0.11610
2009,Second Stage of Tertiary Education,male,No,0.89477,1930,2181,0.88189,0.90766
2009,Second Stage of Tertiary Education,female,Yes,0.12924,215,1847,0.11394,0.14454
2009,Second Stage of Tertiary Education,female,No,0.86959,1632,1847,0.85423,0.88495
2010,Pre-primary Level,male,No,0.65673,213,213,0.59281,0.72064
2010,Pre-primary Level,female,No,0.62318,177,177,0.55159,0.69478
2010,Primary Level,male,No,0.87371,113,113,0.81219,0.93523
2010,Primary Level,female,Yes,0.12897,51,211,0.08363,0.17430
2010,Primary Level,female,No,0.87103,160,211,0.82570,0.91637
2010,Lower Secondary Level,male,Yes,0.11076,80,798,0.08897,0.13255
2010,Lower Secondary Level,male,No,0.85102,718,798,0.82630,0.87574
2010,Lower Secondary Level,female,Yes,0.15570,304,1640,0.13814,0.17325
2010,Lower Secondary Level,female,No,0.82996,1336,1640,0.81177,0.84815
2010,Upper Secondary Level,male,Yes,0.13002,627,5256,0.12092,0.13911
2010,Upper Secondary Level,male,No,0.86864,4629,5256,0.85951,0.87777
2010,Upper Secondary Level,female,Yes,0.13686,1016,6473,0.12849,0.14523
2010,Upper Secondary Level,female,No,0.86116,5457,6473,0.85274,0.86959
2010,Post-secondary Non-tertiary Level,male,Yes,0.10285,51,595,0.07842,0.12728
2010,Post-secondary Non-tertiary Level,male,No,0.89648,544,595,0.87198,0.92098
2010,Post-secondary Non-tertiary Level,female,Yes,0.09993,163,1112,0.08230,0.11757
2010,Post-secondary Non-tertiary Level,female,No,0.89400,949,1112,0.87589,0.91210
2010,First Stage of Tertiary Education,male,Yes,0.13388,123,962,0.11235,0.15541
2010,First Stage of Tertiary Education,male,No,0.86612,839,962,0.84459,0.88765
2010,First Stage of Tertiary Education,female,Yes,0.12132,100,649,0.09618,0.14645
2010,First Stage of Tertiary Education,female,No,0.87752,549,649,0.85228,0.90277
2010,Second Stage of Tertiary Education,male,Yes,0.09845,272,2763,0.08734,0.10956
2010,Second Stage of Tertiary Education,male,No,0.89940,2491,2763,0.88818,0.91062
2010,Second Stage of Tertiary Education,female,Yes,0.12589,407,2604,0.11315,0.13863
2010,Second Stage of Tertiary Education,female,No,0.87329,2197,2604,0.86051,0.88607
2011,Pre-primary Level,male,No,0.48718,213,213,0.41989,0.55446
2011,Pre-primary Level,female,No,0.57322,224,224,0.50830,0.63814
2011,Primary Level,male,No,0.88862,140,140,0.83632,0.94092
2011,Primary Level,female,Yes,0.18767,54,246,0.13878,0.23656
2011,Primary Level,female,No,0.81085,192,246,0.76181,0.85989
2011,Lower Secondary Level,male,Yes,0.09802,104,938,0.07898,0.11705
2011,Lower Secondary Level,male,No,0.86924,834,938,0.84765,0.89082
2011,Lower Secondary Level,female,Yes,0.17585,373,2012,0.15921,0.19249
2011,Lower Secondary Level,female,No,0.80920,1639,2012,0.79203,0.82638
2011,Upper Secondary Level,male,Yes,0.12516,743,6161,0.11689,0.13342
2011,Upper Secondary Level,male,No,0.87346,5418,6161,0.86516,0.88176
2011,Upper Secondary Level,female,Yes,0.15629,1220,7728,0.14820,0.16439
2011,Upper Secondary Level,female,No,0.84242,6508,7728,0.83430,0.85055
2011,Post-secondary Non-tertiary Level,male,Yes,0.11393,72,664,0.08974,0.13811
2011,Post-secondary Non-tertiary Level,male,No,0.88193,592,664,0.85737,0.90649
2011,Post-secondary Non-tertiary Level,female,Yes,0.11549,189,1337,0.09835,0.13263
2011,Post-secondary Non-tertiary Level,female,No,0.88451,1148,1337,0.86737,0.90165
2011,First Stage of Tertiary Education,male,Yes,0.14810,160,1143,0.12750,0.16870
2011,First Stage of Tertiary Education,male,No,0.85190,983,1143,0.83130,0.87250
2011,First Stage of Tertiary Education,female,Yes,0.13327,110,705,0.10817,0.15838
2011,First Stage of Tertiary Education,female,No,0.85742,595,705,0.83159,0.88325
2011,Second Stage of Tertiary Education,male,Yes,0.11389,339,3206,0.10289,0.12489
2011,Second Stage of Tertiary Education,male,No,0.88591,2867,3206,0.87491,0.89692
2011,Second Stage of Tertiary Education,female,Yes,0.12090,426,3002,0.10924,0.13257
2011,Second Stage of Tertiary Education,female,No,0.87865,2576,3002,0.86697,0.89033
2012,Pre-primary Level,male,No,0.53532,206,206,0.46705,0.60360
2012,Pre-primary Level,female,No,0.51446,230,230,0.44972,0.57919
2012,Primary Level,male,No,0.86980,140,140,0.81385,0.92574
2012,Primary Level,female,Yes,0.23580,61,228,0.18058,0.29102
2012,Primary Level,female,No,0.76420,167,228,0.70898,0.81942
2012,Lower Secondary Level,male,Yes,0.12571,121,980,0.10494,0.14648
2012,Lower Secondary Level,male,No,0.84750,859,980,0.82498,0.87002
2012,Lower Secondary Level,female,Yes,0.17537,328,1916,0.15834,0.19241
2012,Lower Secondary Level,female,No,0.80820,1588,1916,0.79057,0.82584
2012,Upper Secondary Level,male,Yes,0.14402,853,6019,0.13515,0.15289
2012,Upper Secondary Level,male,No,0.85168,5166,6019,0.84270,0.86066
2012,Upper Secondary Level,female,Yes,0.15842,1108,7490,0.15015,0.16669
2012,Upper Secondary Level,female,No,0.83718,6382,7490,0.82882,0.84554
2012,Post-secondary Non-tertiary Level,male,Yes,0.09623,60,665,0.07380,0.11866
2012,Post-secondary Non-tertiary Level,male,No,0.90157,605,665,0.87891,0.92423
2012,Post-secondary Non-tertiary Level,female,Yes,0.09815,152,1297,0.08196,0.11435
2012,Post-secondary Non-tertiary Level,female,No,0.90100,1145,1297,0.88474,0.91726
2012,First Stage of Tertiary Education,male,Yes,0.15517,156,1118,0.13394,0.17641
2012,First Stage of Tertiary Education,male,No,0.84290,962,1118,0.82156,0.86424
2012,First Stage of Tertiary Education,female,Yes,0.11172,75,683,0.08808,0.13536
2012,First Stage of Tertiary Education,female,No,0.88741,608,683,0.86369,0.91113
2012,Second Stage of Tertiary Education,male,Yes,0.09941,329,3147,0.08896,0.10987
2012,Second Stage of Tertiary Education,male,No,0.89995,2818,3147,0.88946,0.91044
2012,Second Stage of Tertiary Education,female,Yes,0.12391,375,2994,0.11211,0.13572
2012,Second Stage of Tertiary Education,female,No,0.87425,2619,2994,0.86237,0.88613
2013,Pre-primary Level,male,No,0.39592,199,199,0.32780,0.46404
2013,Pre-primary Level,female,No,0.43497,211,211,0.36792,0.50202
2013,Primary Level,male,No,0.57594,122,122,0.48788,0.66400
2013,Primary Level,female,Yes,0.09465,33,188,0.05269,0.13661
2013,Primary Level,female,No,0.58656,155,188,0.51597,0.65714
2013,Lower Secondary Level,male,Yes,0.10623,122,880,0.08586,0.12660
2013,Lower Secondary Level,male,No,0.65027,758,880,0.61875,0.68180
2013,Lower Secondary Level,female,Yes,0.18126,326,1737,0.16314,0.19938
2013,Lower Secondary Level,female,No,0.69372,1411,1737,0.67204,0.71541
2013,Upper Secondary Level,male,Yes,0.13880,741,5495,0.12966,0.14794
2013,Upper Secondary Level,male,No,0.79162,4754,5495,0.78088,0.80236
2013,Upper Secondary Level,female,Yes,0.14817,1022,6985,0.13983,0.15650
2013,Upper Secondary Level,female,No,0.79778,5963,6985,0.78836,0.80720
2013,Post-secondary Non-tertiary Level,male,Yes,0.12212,67,611,0.09614,0.14811
2013,Post-secondary Non-tertiary Level,male,No,0.72312,544,611,0.68761,0.75863
2013,Post-secondary Non-tertiary Level,female,Yes,0.11101,148,1168,0.09298,0.12903
2013,Post-secondary Non-tertiary Level,female,No,0.74375,1020,1168,0.71870,0.76879
2013,First Stage of Tertiary Education,male,Yes,0.12906,120,1035,0.10862,0.14949
2013,First Stage of Tertiary Education,male,No,0.85294,915,1035,0.83135,0.87453
2013,First Stage of Tertiary Education,female,Yes,0.11901,82,639,0.09389,0.14414
2013,First Stage of Tertiary Education,female,No,0.86917,557,639,0.84301,0.89534
2013,Second Stage of Tertiary Education,male,Yes,0.10836,343,2983,0.09720,0.11952
2013,Second Stage of Tertiary Education,male,No,0.81970,2640,2983,0.80590,0.83350
2013,Second Stage of Tertiary Education,female,Yes,0.10445,320,2872,0.09326,0.11563
2013,Second Stage of Tertiary Education,female,No,0.80897,2552,2872,0.79459,0.82335
2014,Pre-primary Level,male,No,0.45484,194,194,0.38459,0.52509
2014,Pre-primary Level,female,No,0.53952,209,209,0.47179,0.60726
2014,Primary Level,male,Yes,0.15947,37,211,0.10996,0.20899
2014,Primary Level,male,No,0.84053,174,211,0.79101,0.89004
2014,Primary Level,female,Yes,0.16875,62,291,0.12565,0.21186
2014,Primary Level,female,No,0.82490,229,291,0.78116,0.86865
2014,Lower Secondary Level,male,Yes,0.11788,147,1189,0.09954,0.13622
2014,Lower Secondary Level,male,No,0.85299,1042,1189,0.83286,0.87313
2014,Lower Secondary Level,female,Yes,0.19446,365,1918,0.17674,0.21217
2014,Lower Secondary Level,female,No,0.78827,1553,1918,0.76998,0.80656
2014,Upper Secondary Level,male,Yes,0.13104,706,5645,0.12223,0.13984
2014,Upper Secondary Level,male,No,0.86550,4939,5645,0.85660,0.87440
2014,Upper Secondary Level,female,Yes,0.14908,970,6866,0.14065,0.15750
2014,Upper Secondary Level,female,No,0.84619,5896,6866,0.83766,0.85473
2014,Post-secondary Non-tertiary Level,male,Yes,0.11368,67,746,0.09089,0.13647
2014,Post-secondary Non-tertiary Level,male,No,0.88583,679,746,0.86299,0.90866
2014,Post-secondary Non-tertiary Level,female,Yes,0.13275,180,1297,0.11428,0.15122
2014,Post-secondary Non-tertiary Level,female,No,0.86326,1117,1297,0.84455,0.88197
2014,First Stage of Tertiary Education,male,Yes,0.13185,120,982,0.11068,0.15303
2014,First Stage of Tertiary Education,male,No,0.86467,862,982,0.84327,0.88608
2014,First Stage of Tertiary Education,female,Yes,0.15192,92,607,0.12334,0.18050
2014,First Stage of Tertiary Education,female,No,0.84474,515,607,0.81591,0.87357
2014,Second Stage of Tertiary Education,male,Yes,0.11515,339,3099,0.10391,0.12639
2014,Second Stage of Tertiary Education,male,No,0.88378,2760,3099,0.87250,0.89507
2014,Second Stage of Tertiary Education,female,Yes,0.12114,346,3121,0.10969,0.13259
2014,Second Stage of Tertiary Education,female,No,0.87578,2775,3121,0.86420,0.88735
2015,Pre-primary Level,male,No,0.50617,144,144,0.42423,0.58812
2015,Pre-primary Level,female,No,0.46661,176,176,0.39269,0.54053
2015,Primary Level,male,No,0.76805,134,134,0.69632,0.83979
2015,Primary Level,female,Yes,0.13799,43,248,0.09498,0.18100
2015,Primary Level,female,No,0.79276,205,248,0.74221,0.84331
2015,Lower Secondary Level,male,Yes,0.11532,128,1015,0.09566,0.13498
2015,Lower Secondary Level,male,No,0.80800,887,1015,0.78376,0.83224
2015,Lower Secondary Level,female,Yes,0.17174,276,1653,0.15355,0.18993
2015,Lower Secondary Level,female,No,0.78870,1377,1653,0.76901,0.80838
2015,Upper Secondary Level,male,Yes,0.14420,715,5204,0.13465,0.15374
2015,Upper Secondary Level,male,No,0.83649,4489,5204,0.82644,0.84654
2015,Upper Secondary Level,female,Yes,0.14734,894,6427,0.13867,0.15601
2015,Upper Secondary Level,female,No,0.83749,5533,6427,0.82846,0.84651
2015,Post-secondary Non-tertiary Level,male,Yes,0.08412,65,709,0.06368,0.10457
2015,Post-secondary Non-tertiary Level,male,No,0.87166,644,709,0.84702,0.89630
2015,Post-secondary Non-tertiary Level,female,Yes,0.16077,171,1240,0.14032,0.18122
2015,Post-secondary Non-tertiary Level,female,No,0.81139,1069,1240,0.78961,0.83317
2015,First Stage of Tertiary Education,male,Yes,0.14156,127,937,0.11923,0.16389
2015,First Stage of Tertiary Education,male,No,0.84794,810,937,0.82493,0.87094
2015,First Stage of Tertiary Education,female,Yes,0.14467,76,575,0.11589,0.17345
2015,First Stage of Tertiary Education,female,No,0.85090,499,575,0.82177,0.88004
2015,Second Stage of Tertiary Education,male,Yes,0.10889,325,2944,0.09764,0.12015
2015,Second Stage of Tertiary Education,male,No,0.85419,2619,2944,0.84144,0.86694
2015,Second Stage of Tertiary Education,female,Yes,0.12215,374,2921,0.11028,0.13403
