year,pgisced97,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Post-secondary Non-tertiary Level,Rural regions,No,0.81709,198,236,0.76766,0.86652
2001,First Stage of Tertiary Education,Urban regions,Yes,0.12681,127,1066,0.10683,0.14680
2001,First Stage of Tertiary Education,Urban regions,No,0.86914,939,1066,0.84888,0.88939
2001,First Stage of Tertiary Education,Rural regions,Yes,0.13771,79,606,0.11025,0.16517
2001,First Stage of Tertiary Education,Rural regions,No,0.86047,527,606,0.83286,0.88808
2001,Second Stage of Tertiary Education,Urban regions,Yes,0.10017,242,2431,0.08823,0.11211
2001,Second Stage of Tertiary Education,Urban regions,No,0.89412,2189,2431,0.88189,0.90636
2001,Second Stage of Tertiary Education,Rural regions,Yes,0.11737,118,1105,0.09838,0.13635
2001,Second Stage of Tertiary Education,Rural regions,No,0.88096,987,1105,0.86186,0.90006
2002,Pre-primary Level,Urban regions,No,0.93433,402,402,0.91009,0.95858
2002,Pre-primary Level,Rural regions,No,0.90135,172,172,0.85665,0.94604
2002,Primary Level,Urban regions,Yes,0.14610,31,222,0.09953,0.19267
2002,Primary Level,Urban regions,No,0.85193,191,222,0.80510,0.89876
2002,Primary Level,Rural regions,No,0.86764,58,58,0.77966,0.95561
2002,Lower Secondary Level,Urban regions,Yes,0.15497,284,1945,0.13889,0.17106
2002,Lower Secondary Level,Urban regions,No,0.84228,1661,1945,0.82607,0.85848
2002,Lower Secondary Level,Rural regions,Yes,0.15480,135,939,0.13165,0.17795
2002,Lower Secondary Level,Rural regions,No,0.84338,804,939,0.82012,0.86664
2002,Upper Secondary Level,Urban regions,Yes,0.12121,848,7323,0.11373,0.12868
2002,Upper Secondary Level,Urban regions,No,0.87625,6475,7323,0.86871,0.88379
2002,Upper Secondary Level,Rural regions,Yes,0.13276,532,4238,0.12254,0.14298
2002,Upper Secondary Level,Rural regions,No,0.86437,3706,4238,0.85406,0.87468
2002,Post-secondary Non-tertiary Level,Urban regions,Yes,0.11370,92,893,0.09287,0.13453
2002,Post-secondary Non-tertiary Level,Urban regions,No,0.88161,801,893,0.86041,0.90281
2002,Post-secondary Non-tertiary Level,Rural regions,Yes,0.13941,41,270,0.09802,0.18081
2002,Post-secondary Non-tertiary Level,Rural regions,No,0.86059,229,270,0.81919,0.90198
2002,First Stage of Tertiary Education,Urban regions,Yes,0.12083,134,1114,0.10168,0.13998
2002,First Stage of Tertiary Education,Urban regions,No,0.87817,980,1114,0.85895,0.89739
2002,First Stage of Tertiary Education,Rural regions,Yes,0.12150,76,626,0.09589,0.14712
2002,First Stage of Tertiary Education,Rural regions,No,0.87810,550,626,0.85245,0.90375
2002,Second Stage of Tertiary Education,Urban regions,Yes,0.10177,321,3231,0.09135,0.11220
2002,Second Stage of Tertiary Education,Urban regions,No,0.89273,2910,3231,0.88206,0.90340
2002,Second Stage of Tertiary Education,Rural regions,Yes,0.13071,152,1317,0.11249,0.14892
2002,Second Stage of Tertiary Education,Rural regions,No,0.86722,1165,1317,0.84889,0.88555
2003,Pre-primary Level,Urban regions,No,0.91302,392,392,0.88508,0.94095
2003,Pre-primary Level,Rural regions,No,0.95620,187,187,0.92678,0.98561
2003,Primary Level,Urban regions,No,0.81663,181,181,0.76009,0.87316
2003,Primary Level,Rural regions,No,0.89523,56,56,0.81429,0.97617
2003,Lower Secondary Level,Urban regions,Yes,0.14380,252,1836,0.12775,0.15986
2003,Lower Secondary Level,Urban regions,No,0.84819,1584,1836,0.83177,0.86461
2003,Lower Secondary Level,Rural regions,Yes,0.15066,127,882,0.12704,0.17428
2003,Lower Secondary Level,Rural regions,No,0.84666,755,882,0.82287,0.87046
2003,Upper Secondary Level,Urban regions,Yes,0.12302,849,7047,0.11535,0.13069
2003,Upper Secondary Level,Urban regions,No,0.87136,6198,7047,0.86354,0.87918
2003,Upper Secondary Level,Rural regions,Yes,0.12585,497,4020,0.11559,0.13610
2003,Upper Secondary Level,Rural regions,No,0.87096,3523,4020,0.86059,0.88132
2003,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12802,102,880,0.10593,0.15011
2003,Post-secondary Non-tertiary Level,Urban regions,No,0.86967,778,880,0.84742,0.89193
2003,Post-secondary Non-tertiary Level,Rural regions,No,0.88471,246,246,0.84472,0.92470
2003,First Stage of Tertiary Education,Urban regions,Yes,0.11758,122,1068,0.09825,0.13691
2003,First Stage of Tertiary Education,Urban regions,No,0.87826,946,1068,0.85864,0.89788
2003,First Stage of Tertiary Education,Rural regions,Yes,0.12626,75,615,0.09999,0.15253
2003,First Stage of Tertiary Education,Rural regions,No,0.87283,540,615,0.84648,0.89918
2003,Second Stage of Tertiary Education,Urban regions,Yes,0.09485,315,3081,0.08450,0.10519
2003,Second Stage of Tertiary Education,Urban regions,No,0.89929,2766,3081,0.88866,0.90992
2003,Second Stage of Tertiary Education,Rural regions,Yes,0.14396,161,1261,0.12458,0.16334
2003,Second Stage of Tertiary Education,Rural regions,No,0.85183,1100,1261,0.83222,0.87145
2004,Pre-primary Level,Urban regions,No,0.94057,417,417,0.91785,0.96329
2004,Pre-primary Level,Rural regions,No,0.93326,185,185,0.89720,0.96932
2004,Primary Level,Urban regions,No,0.86022,170,170,0.80794,0.91250
2004,Primary Level,Rural regions,No,0.86147,50,50,0.76475,0.95820
2004,Lower Secondary Level,Urban regions,Yes,0.14514,242,1730,0.12854,0.16175
2004,Lower Secondary Level,Urban regions,No,0.85131,1488,1730,0.83454,0.86808
2004,Lower Secondary Level,Rural regions,Yes,0.14024,113,837,0.11670,0.16378
2004,Lower Secondary Level,Rural regions,No,0.85881,724,837,0.83520,0.88241
2004,Upper Secondary Level,Urban regions,Yes,0.12733,819,6820,0.11942,0.13524
2004,Upper Secondary Level,Urban regions,No,0.86819,6001,6820,0.86016,0.87622
2004,Upper Secondary Level,Rural regions,Yes,0.13828,511,3935,0.12749,0.14906
2004,Upper Secondary Level,Rural regions,No,0.85960,3424,3935,0.84874,0.87045
2004,Post-secondary Non-tertiary Level,Urban regions,Yes,0.09842,89,887,0.07881,0.11803
2004,Post-secondary Non-tertiary Level,Urban regions,No,0.89719,798,887,0.87719,0.91719
2004,Post-secondary Non-tertiary Level,Rural regions,No,0.92460,241,241,0.89120,0.95801
2004,First Stage of Tertiary Education,Urban regions,Yes,0.16401,150,1036,0.14145,0.18657
2004,First Stage of Tertiary Education,Urban regions,No,0.82803,886,1036,0.80504,0.85102
2004,First Stage of Tertiary Education,Rural regions,Yes,0.11291,68,596,0.08748,0.13834
2004,First Stage of Tertiary Education,Rural regions,No,0.87785,528,596,0.85154,0.90416
2004,Second Stage of Tertiary Education,Urban regions,Yes,0.11037,322,3035,0.09922,0.12152
2004,Second Stage of Tertiary Education,Urban regions,No,0.88751,2713,3035,0.87627,0.89876
2004,Second Stage of Tertiary Education,Rural regions,Yes,0.13077,148,1250,0.11207,0.14947
2004,Second Stage of Tertiary Education,Rural regions,No,0.86648,1102,1250,0.84762,0.88534
2005,Pre-primary Level,Urban regions,No,0.95519,432,432,0.93566,0.97472
2005,Pre-primary Level,Rural regions,No,0.90486,191,191,0.86314,0.94658
2005,Primary Level,Urban regions,No,0.88431,163,163,0.83506,0.93357
2005,Primary Level,Rural regions,No,0.89228,51,51,0.80635,0.97822
2005,Lower Secondary Level,Urban regions,Yes,0.14606,202,1626,0.12888,0.16323
2005,Lower Secondary Level,Urban regions,No,0.84873,1424,1626,0.83131,0.86615
2005,Lower Secondary Level,Rural regions,Yes,0.12958,97,757,0.10564,0.15352
2005,Lower Secondary Level,Rural regions,No,0.86211,660,757,0.83754,0.88669
2005,Upper Secondary Level,Urban regions,Yes,0.11890,738,6479,0.11102,0.12679
2005,Upper Secondary Level,Urban regions,No,0.87787,5741,6479,0.86989,0.88584
2005,Upper Secondary Level,Rural regions,Yes,0.12113,435,3732,0.11066,0.13160
2005,Upper Secondary Level,Rural regions,No,0.87045,3297,3732,0.85968,0.88123
2005,Post-secondary Non-tertiary Level,Urban regions,Yes,0.09060,73,859,0.07139,0.10981
2005,Post-secondary Non-tertiary Level,Urban regions,No,0.90065,786,859,0.88064,0.92067
2005,Post-secondary Non-tertiary Level,Rural regions,Yes,0.10843,32,265,0.07092,0.14593
2005,Post-secondary Non-tertiary Level,Rural regions,No,0.89157,233,265,0.85407,0.92908
2005,First Stage of Tertiary Education,Urban regions,Yes,0.11055,107,986,0.09096,0.13013
2005,First Stage of Tertiary Education,Urban regions,No,0.88460,879,986,0.86465,0.90455
2005,First Stage of Tertiary Education,Rural regions,Yes,0.15414,78,567,0.12439,0.18388
2005,First Stage of Tertiary Education,Rural regions,No,0.84210,489,567,0.81206,0.87214
2005,Second Stage of Tertiary Education,Urban regions,Yes,0.09887,294,2950,0.08810,0.10964
2005,Second Stage of Tertiary Education,Urban regions,No,0.89595,2656,2950,0.88493,0.90697
2005,Second Stage of Tertiary Education,Rural regions,Yes,0.12854,151,1204,0.10962,0.14745
2005,Second Stage of Tertiary Education,Rural regions,No,0.86526,1053,1204,0.84597,0.88456
2006,Pre-primary Level,Urban regions,No,0.63286,262,262,0.57438,0.69134
2006,Pre-primary Level,Rural regions,No,0.52330,113,113,0.43080,0.61580
2006,Primary Level,Urban regions,No,0.86207,154,154,0.80743,0.91671
2006,Primary Level,Rural regions,No,0.77128,55,55,0.65926,0.88331
2006,Lower Secondary Level,Urban regions,Yes,0.13734,219,1632,0.12063,0.15404
2006,Lower Secondary Level,Urban regions,No,0.84475,1413,1632,0.82718,0.86233
2006,Lower Secondary Level,Rural regions,Yes,0.17008,133,843,0.14470,0.19546
2006,Lower Secondary Level,Rural regions,No,0.80789,710,843,0.78128,0.83450
2006,Upper Secondary Level,Urban regions,Yes,0.12609,825,6977,0.11830,0.13388
2006,Upper Secondary Level,Urban regions,No,0.87121,6152,6977,0.86335,0.87907
2006,Upper Secondary Level,Rural regions,Yes,0.12574,487,4086,0.11557,0.13591
2006,Upper Secondary Level,Rural regions,No,0.87028,3599,4086,0.85998,0.88059
2006,Post-secondary Non-tertiary Level,Urban regions,Yes,0.10194,101,916,0.08233,0.12154
2006,Post-secondary Non-tertiary Level,Urban regions,No,0.89551,815,916,0.87569,0.91533
2006,Post-secondary Non-tertiary Level,Rural regions,Yes,0.12695,39,295,0.08889,0.16500
2006,Post-secondary Non-tertiary Level,Rural regions,No,0.87305,256,295,0.83500,0.91111
2006,First Stage of Tertiary Education,Urban regions,Yes,0.12935,134,1026,0.10881,0.14990
2006,First Stage of Tertiary Education,Urban regions,No,0.86841,892,1026,0.84772,0.88911
2006,First Stage of Tertiary Education,Rural regions,Yes,0.13139,59,620,0.10477,0.15800
2006,First Stage of Tertiary Education,Rural regions,No,0.86223,561,620,0.83508,0.88938
2006,Second Stage of Tertiary Education,Urban regions,Yes,0.09628,316,3243,0.08612,0.10643
2006,Second Stage of Tertiary Education,Urban regions,No,0.90316,2927,3243,0.89298,0.91334
2006,Second Stage of Tertiary Education,Rural regions,Yes,0.12484,161,1328,0.10706,0.14262
2006,Second Stage of Tertiary Education,Rural regions,No,0.87318,1167,1328,0.85527,0.89108
2007,Pre-primary Level,Urban regions,No,0.49517,216,216,0.42834,0.56201
2007,Pre-primary Level,Rural regions,No,0.46222,101,101,0.36450,0.55994
2007,Primary Level,Urban regions,No,0.87630,129,129,0.81926,0.93334
2007,Primary Level,Rural regions,No,0.83402,55,55,0.73479,0.93326
2007,Lower Secondary Level,Urban regions,Yes,0.13817,205,1455,0.12043,0.15590
2007,Lower Secondary Level,Urban regions,No,0.83973,1250,1455,0.82087,0.85859
2007,Lower Secondary Level,Rural regions,Yes,0.15672,122,741,0.13053,0.18291
2007,Lower Secondary Level,Rural regions,No,0.81348,619,741,0.78542,0.84155
2007,Upper Secondary Level,Urban regions,Yes,0.12303,756,6464,0.11502,0.13104
2007,Upper Secondary Level,Urban regions,No,0.87254,5708,6464,0.86441,0.88067
2007,Upper Secondary Level,Rural regions,Yes,0.12163,460,3826,0.11128,0.13199
2007,Upper Secondary Level,Rural regions,No,0.87223,3366,3826,0.86165,0.88281
2007,Post-secondary Non-tertiary Level,Urban regions,Yes,0.10617,93,873,0.08572,0.12662
2007,Post-secondary Non-tertiary Level,Urban regions,No,0.89185,780,873,0.87124,0.91247
2007,Post-secondary Non-tertiary Level,Rural regions,Yes,0.10112,32,291,0.06642,0.13582
2007,Post-secondary Non-tertiary Level,Rural regions,No,0.89407,259,291,0.85865,0.92949
2007,First Stage of Tertiary Education,Urban regions,Yes,0.11445,113,941,0.09410,0.13480
2007,First Stage of Tertiary Education,Urban regions,No,0.87740,828,941,0.85644,0.89837
2007,First Stage of Tertiary Education,Rural regions,Yes,0.13839,71,588,0.11046,0.16633
2007,First Stage of Tertiary Education,Rural regions,No,0.86007,517,588,0.83201,0.88814
2007,Second Stage of Tertiary Education,Urban regions,Yes,0.11166,340,3113,0.10060,0.12273
2007,Second Stage of Tertiary Education,Urban regions,No,0.88824,2773,3113,0.87717,0.89931
2007,Second Stage of Tertiary Education,Rural regions,Yes,0.13346,167,1272,0.11476,0.15215
2007,Second Stage of Tertiary Education,Rural regions,No,0.86290,1105,1272,0.84399,0.88181
2008,Pre-primary Level,Urban regions,No,0.56408,225,225,0.49914,0.62902
2008,Pre-primary Level,Rural regions,No,0.55632,109,109,0.46262,0.65002
2008,Primary Level,Urban regions,No,0.88827,119,119,0.83143,0.94511
2008,Primary Level,Rural regions,No,0.85383,44,44,0.74824,0.95942
2008,Lower Secondary Level,Urban regions,Yes,0.13184,179,1326,0.11363,0.15006
2008,Lower Secondary Level,Urban regions,No,0.84280,1147,1326,0.82320,0.86240
2008,Lower Secondary Level,Rural regions,Yes,0.13874,100,676,0.11267,0.16482
2008,Lower Secondary Level,Rural regions,No,0.82152,576,676,0.79263,0.85040
2008,Upper Secondary Level,Urban regions,Yes,0.10901,687,6091,0.10118,0.11683
2008,Upper Secondary Level,Urban regions,No,0.88682,5404,6091,0.87886,0.89478
2008,Upper Secondary Level,Rural regions,Yes,0.12508,473,3614,0.11429,0.13587
2008,Upper Secondary Level,Rural regions,No,0.86896,3141,3614,0.85796,0.87996
2008,Post-secondary Non-tertiary Level,Urban regions,Yes,0.10542,87,811,0.08427,0.12657
2008,Post-secondary Non-tertiary Level,Urban regions,No,0.89088,724,811,0.86940,0.91235
2008,Post-secondary Non-tertiary Level,Rural regions,No,0.91959,249,249,0.88574,0.95343
2008,First Stage of Tertiary Education,Urban regions,Yes,0.10000,98,875,0.08011,0.11989
2008,First Stage of Tertiary Education,Urban regions,No,0.89648,777,875,0.87629,0.91668
2008,First Stage of Tertiary Education,Rural regions,Yes,0.16916,68,535,0.13736,0.20096
2008,First Stage of Tertiary Education,Rural regions,No,0.81633,467,535,0.78349,0.84917
2008,Second Stage of Tertiary Education,Urban regions,Yes,0.11074,318,2969,0.09945,0.12203
2008,Second Stage of Tertiary Education,Urban regions,No,0.88545,2651,2969,0.87399,0.89691
2008,Second Stage of Tertiary Education,Rural regions,Yes,0.13467,150,1211,0.11544,0.15391
2008,Second Stage of Tertiary Education,Rural regions,No,0.86436,1061,1211,0.84507,0.88366
2009,Pre-primary Level,Urban regions,No,0.55589,204,204,0.48754,0.62424
2009,Pre-primary Level,Rural regions,No,0.70012,90,90,0.60492,0.79531
2009,Primary Level,Urban regions,No,0.87327,107,107,0.80994,0.93660
2009,Primary Level,Rural regions,No,0.91552,38,38,0.82591,1.00513
2009,Lower Secondary Level,Urban regions,Yes,0.11926,151,1187,0.10082,0.13771
2009,Lower Secondary Level,Urban regions,No,0.85508,1036,1187,0.83504,0.87511
2009,Lower Secondary Level,Rural regions,Yes,0.15964,101,596,0.13021,0.18907
2009,Lower Secondary Level,Rural regions,No,0.81896,495,596,0.78802,0.84990
2009,Upper Secondary Level,Urban regions,Yes,0.12709,731,5592,0.11836,0.13582
2009,Upper Secondary Level,Urban regions,No,0.86974,4861,5592,0.86092,0.87856
2009,Upper Secondary Level,Rural regions,Yes,0.15269,498,3452,0.14069,0.16470
2009,Upper Secondary Level,Rural regions,No,0.84478,2954,3452,0.83270,0.85686
2009,Post-secondary Non-tertiary Level,Urban regions,Yes,0.10937,65,735,0.08679,0.13195
2009,Post-secondary Non-tertiary Level,Urban regions,No,0.89016,670,735,0.86754,0.91278
2009,Post-secondary Non-tertiary Level,Rural regions,Yes,0.13362,34,259,0.09210,0.17513
2009,Post-secondary Non-tertiary Level,Rural regions,No,0.86638,225,259,0.82487,0.90790
2009,First Stage of Tertiary Education,Urban regions,Yes,0.12400,111,807,0.10125,0.14675
2009,First Stage of Tertiary Education,Urban regions,No,0.87523,696,807,0.85241,0.89804
2009,First Stage of Tertiary Education,Rural regions,Yes,0.13254,70,520,0.10337,0.16172
2009,First Stage of Tertiary Education,Rural regions,No,0.85174,450,520,0.82117,0.88232
2009,Second Stage of Tertiary Education,Urban regions,Yes,0.11557,323,2821,0.10377,0.12737
2009,Second Stage of Tertiary Education,Urban regions,No,0.88281,2498,2821,0.87094,0.89469
2009,Second Stage of Tertiary Education,Rural regions,Yes,0.11244,143,1207,0.09461,0.13027
2009,Second Stage of Tertiary Education,Rural regions,No,0.88609,1064,1207,0.86816,0.90402
2010,Pre-primary Level,Urban regions,No,0.64210,271,271,0.58492,0.69928
2010,Pre-primary Level,Rural regions,No,0.63767,119,119,0.55094,0.72440
2010,Primary Level,Urban regions,Yes,0.12575,51,250,0.08457,0.16694
2010,Primary Level,Urban regions,No,0.86962,199,250,0.82780,0.91144
2010,Primary Level,Rural regions,No,0.88021,74,74,0.80572,0.95470
2010,Lower Secondary Level,Urban regions,Yes,0.14191,249,1647,0.12505,0.15877
2010,Lower Secondary Level,Urban regions,No,0.83847,1398,1647,0.82069,0.85625
2010,Lower Secondary Level,Rural regions,Yes,0.13680,135,791,0.11283,0.16076
2010,Lower Secondary Level,Rural regions,No,0.83430,656,791,0.80837,0.86022
2010,Upper Secondary Level,Urban regions,Yes,0.13919,1019,7103,0.13114,0.14724
2010,Upper Secondary Level,Urban regions,No,0.85904,6084,7103,0.85094,0.86713
2010,Upper Secondary Level,Rural regions,Yes,0.12306,624,4626,0.11359,0.13253
2010,Upper Secondary Level,Rural regions,No,0.87546,4002,4626,0.86595,0.88498
2010,Post-secondary Non-tertiary Level,Urban regions,Yes,0.10155,146,1253,0.08482,0.11828
2010,Post-secondary Non-tertiary Level,Urban regions,No,0.89352,1107,1253,0.87644,0.91061
2010,Post-secondary Non-tertiary Level,Rural regions,Yes,0.10012,68,454,0.07248,0.12776
2010,Post-secondary Non-tertiary Level,Rural regions,No,0.89988,386,454,0.87224,0.92752
2010,First Stage of Tertiary Education,Urban regions,Yes,0.11896,141,982,0.09870,0.13922
2010,First Stage of Tertiary Education,Urban regions,No,0.88104,841,982,0.86078,0.90130
2010,First Stage of Tertiary Education,Rural regions,Yes,0.14811,82,629,0.12033,0.17589
2010,First Stage of Tertiary Education,Rural regions,No,0.85051,547,629,0.82262,0.87840
2010,Second Stage of Tertiary Education,Urban regions,Yes,0.10379,474,3899,0.09421,0.11336
2010,Second Stage of Tertiary Education,Urban regions,No,0.89425,3425,3899,0.88459,0.90390
2010,Second Stage of Tertiary Education,Rural regions,Yes,0.13099,205,1468,0.11373,0.14826
2010,Second Stage of Tertiary Education,Rural regions,No,0.86865,1263,1468,0.85137,0.88594
2011,Pre-primary Level,Urban regions,No,0.53314,311,311,0.47760,0.58867
2011,Pre-primary Level,Rural regions,No,0.51282,126,126,0.42519,0.60044
2011,Primary Level,Urban regions,Yes,0.18413,55,280,0.13865,0.22961
2011,Primary Level,Urban regions,No,0.81471,225,280,0.76912,0.86030
2011,Primary Level,Rural regions,No,0.92484,107,107,0.87465,0.97503
2011,Lower Secondary Level,Urban regions,Yes,0.14052,283,1911,0.12494,0.15611
2011,Lower Secondary Level,Urban regions,No,0.84161,1628,1911,0.82524,0.85798
2011,Lower Secondary Level,Rural regions,Yes,0.16574,194,1039,0.14312,0.18836
2011,Lower Secondary Level,Rural regions,No,0.80661,845,1039,0.78258,0.83064
2011,Upper Secondary Level,Urban regions,Yes,0.13851,1165,8290,0.13108,0.14595
2011,Upper Secondary Level,Urban regions,No,0.86008,7125,8290,0.85261,0.86755
2011,Upper Secondary Level,Rural regions,Yes,0.14627,798,5599,0.13702,0.15553
2011,Upper Secondary Level,Rural regions,No,0.85253,4801,5599,0.84324,0.86182
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.10742,184,1451,0.09148,0.12336
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.89027,1267,1451,0.87418,0.90636
2011,Post-secondary Non-tertiary Level,Rural regions,Yes,0.13716,77,550,0.10839,0.16594
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.86284,473,550,0.83406,0.89161
2011,First Stage of Tertiary Education,Urban regions,Yes,0.13367,156,1097,0.11353,0.15382
2011,First Stage of Tertiary Education,Urban regions,No,0.86096,941,1097,0.84047,0.88144
2011,First Stage of Tertiary Education,Rural regions,Yes,0.15871,114,751,0.13256,0.18486
2011,First Stage of Tertiary Education,Rural regions,No,0.84129,637,751,0.81514,0.86744
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.11366,536,4460,0.10434,0.12297
2011,Second Stage of Tertiary Education,Urban regions,No,0.88593,3924,4460,0.87659,0.89526
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.12692,229,1748,0.11131,0.14253
2011,Second Stage of Tertiary Education,Rural regions,No,0.87308,1519,1748,0.85747,0.88869
2012,Pre-primary Level,Urban regions,No,0.55639,305,305,0.50054,0.61224
2012,Pre-primary Level,Rural regions,No,0.44295,131,131,0.35756,0.52834
2012,Primary Level,Urban regions,Yes,0.18751,52,258,0.13979,0.23523
2012,Primary Level,Urban regions,No,0.81249,206,258,0.76477,0.86021
2012,Primary Level,Rural regions,No,0.80190,101,101,0.72378,0.88002
2012,Lower Secondary Level,Urban regions,Yes,0.15530,276,1843,0.13875,0.17184
2012,Lower Secondary Level,Urban regions,No,0.82382,1567,1843,0.80642,0.84122
2012,Lower Secondary Level,Rural regions,Yes,0.16220,173,1053,0.13992,0.18447
2012,Lower Secondary Level,Rural regions,No,0.81915,880,1053,0.79589,0.84241
2012,Upper Secondary Level,Urban regions,Yes,0.14934,1135,7953,0.14150,0.15717
2012,Upper Secondary Level,Urban regions,No,0.84608,6818,7953,0.83815,0.85401
2012,Upper Secondary Level,Rural regions,Yes,0.15515,826,5556,0.14563,0.16468
2012,Upper Secondary Level,Rural regions,No,0.84089,4730,5556,0.83127,0.85050
2012,Post-secondary Non-tertiary Level,Urban regions,Yes,0.09442,143,1406,0.07913,0.10971
2012,Post-secondary Non-tertiary Level,Urban regions,No,0.90434,1263,1406,0.88896,0.91972
2012,Post-secondary Non-tertiary Level,Rural regions,Yes,0.10579,69,556,0.08020,0.13138
2012,Post-secondary Non-tertiary Level,Rural regions,No,0.89230,487,556,0.86651,0.91809
2012,First Stage of Tertiary Education,Urban regions,Yes,0.13563,148,1060,0.11501,0.15625
2012,First Stage of Tertiary Education,Urban regions,No,0.86291,912,1060,0.84220,0.88363
2012,First Stage of Tertiary Education,Rural regions,Yes,0.14595,83,741,0.12051,0.17138
2012,First Stage of Tertiary Education,Rural regions,No,0.85237,658,741,0.82681,0.87793
2012,Second Stage of Tertiary Education,Urban regions,Yes,0.10567,472,4381,0.09656,0.11477
2012,Second Stage of Tertiary Education,Urban regions,No,0.89332,3909,4381,0.88418,0.90247
2012,Second Stage of Tertiary Education,Rural regions,Yes,0.12647,232,1760,0.11094,0.14200
2012,Second Stage of Tertiary Education,Rural regions,No,0.87178,1528,1760,0.85616,0.88740
2013,Pre-primary Level,Urban regions,Yes,0.05345,33,316,0.02861,0.07828
2013,Pre-primary Level,Urban regions,No,0.44768,283,316,0.39277,0.50259
2013,Pre-primary Level,Rural regions,No,0.34122,127,127,0.25843,0.42401
2013,Primary Level,Urban regions,Yes,0.09890,33,208,0.05823,0.13957
2013,Primary Level,Urban regions,No,0.53370,175,208,0.46574,0.60166
2013,Primary Level,Rural regions,No,0.71354,102,102,0.62537,0.80171
2013,Lower Secondary Level,Urban regions,Yes,0.14703,276,1683,0.13010,0.16395
2013,Lower Secondary Level,Urban regions,No,0.65654,1407,1683,0.63385,0.67924
2013,Lower Secondary Level,Rural regions,Yes,0.16674,172,934,0.14282,0.19066
2013,Lower Secondary Level,Rural regions,No,0.72147,762,934,0.69271,0.75024
2013,Upper Secondary Level,Urban regions,Yes,0.13796,1003,7327,0.13007,0.14586
2013,Upper Secondary Level,Urban regions,No,0.78482,6324,7327,0.77541,0.79423
2013,Upper Secondary Level,Rural regions,Yes,0.15344,760,5153,0.14360,0.16328
2013,Upper Secondary Level,Rural regions,No,0.81190,4393,5153,0.80123,0.82257
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12346,159,1281,0.10544,0.14148
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.71560,1122,1281,0.69088,0.74031
2013,Post-secondary Non-tertiary Level,Rural regions,Yes,0.09172,56,498,0.06635,0.11710
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.79543,442,498,0.75996,0.83089
2013,First Stage of Tertiary Education,Urban regions,Yes,0.11100,115,995,0.09147,0.13053
2013,First Stage of Tertiary Education,Urban regions,No,0.86679,880,995,0.84566,0.88791
2013,First Stage of Tertiary Education,Rural regions,Yes,0.15114,87,679,0.12418,0.17810
2013,First Stage of Tertiary Education,Rural regions,No,0.84446,592,679,0.81718,0.87174
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.10420,468,4197,0.09496,0.11345
2013,Second Stage of Tertiary Education,Urban regions,No,0.81019,3729,4197,0.79832,0.82205
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.11346,195,1658,0.09819,0.12873
2013,Second Stage of Tertiary Education,Rural regions,No,0.82818,1463,1658,0.81002,0.84635
2014,Pre-primary Level,Urban regions,No,0.46641,269,269,0.40668,0.52614
2014,Pre-primary Level,Rural regions,No,0.56118,134,134,0.47684,0.64552
2014,Primary Level,Urban regions,Yes,0.17837,78,355,0.13849,0.21825
2014,Primary Level,Urban regions,No,0.82051,277,355,0.78053,0.86049
2014,Primary Level,Rural regions,No,0.86105,126,126,0.80041,0.92168
2014,Lower Secondary Level,Urban regions,Yes,0.16547,336,2069,0.14945,0.18148
2014,Lower Secondary Level,Urban regions,No,0.81359,1733,2069,0.79680,0.83037
2014,Lower Secondary Level,Rural regions,Yes,0.16263,176,1038,0.14017,0.18510
2014,Lower Secondary Level,Rural regions,No,0.81356,862,1038,0.78986,0.83727
2014,Upper Secondary Level,Urban regions,Yes,0.13295,975,7577,0.12530,0.14059
2014,Upper Secondary Level,Urban regions,No,0.86375,6602,7577,0.85603,0.87148
2014,Upper Secondary Level,Rural regions,Yes,0.15380,701,4934,0.14373,0.16387
2014,Upper Secondary Level,Rural regions,No,0.84062,4233,4934,0.83041,0.85084
2014,Post-secondary Non-tertiary Level,Urban regions,Yes,0.12418,191,1478,0.10736,0.14100
2014,Post-secondary Non-tertiary Level,Urban regions,No,0.87260,1287,1478,0.85560,0.88961
2014,Post-secondary Non-tertiary Level,Rural regions,Yes,0.12448,56,565,0.09724,0.15173
2014,Post-secondary Non-tertiary Level,Rural regions,No,0.87552,509,565,0.84827,0.90276
2014,First Stage of Tertiary Education,Urban regions,Yes,0.12917,127,948,0.10780,0.15053
2014,First Stage of Tertiary Education,Urban regions,No,0.86898,821,948,0.84749,0.89047
2014,First Stage of Tertiary Education,Rural regions,Yes,0.15591,85,641,0.12780,0.18402
2014,First Stage of Tertiary Education,Rural regions,No,0.83793,556,641,0.80938,0.86648
2014,Second Stage of Tertiary Education,Urban regions,Yes,0.10976,473,4515,0.10064,0.11888
