year,migback,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Direct migration background,Urban regions,No,0.88355,2578,2959,0.87199,0.89511
2019,Direct migration background,Rural regions,Yes,0.14850,151,1030,0.12677,0.17023
2019,Direct migration background,Rural regions,No,0.85150,879,1030,0.82977,0.87323
2019,Indirect migration background,No answer / don't know,No,0.85607,32,32,0.73250,0.97964
2019,Indirect migration background,Urban regions,Yes,0.11858,139,1235,0.10054,0.13661
2019,Indirect migration background,Urban regions,No,0.88142,1096,1235,0.86339,0.89946
2019,Indirect migration background,Rural regions,Yes,0.10293,38,289,0.06783,0.13802
2019,Indirect migration background,Rural regions,No,0.89707,251,289,0.86198,0.93217
2020,No migration background,Urban regions,Yes,0.14749,1536,11570,0.14103,0.15396
2020,No migration background,Urban regions,No,0.85251,10034,11570,0.84604,0.85897
2020,No migration background,Rural regions,Yes,0.14643,978,6917,0.13810,0.15477
2020,No migration background,Rural regions,No,0.85357,5939,6917,0.84523,0.86190
2020,Direct migration background,Urban regions,Yes,0.11892,733,6220,0.11088,0.12697
2020,Direct migration background,Urban regions,No,0.88108,5487,6220,0.87303,0.88912
2020,Direct migration background,Rural regions,Yes,0.13487,272,2123,0.12034,0.14941
2020,Direct migration background,Rural regions,No,0.86513,1851,2123,0.85059,0.87966
2020,Indirect migration background,Urban regions,Yes,0.12080,125,1238,0.10264,0.13897
2020,Indirect migration background,Urban regions,No,0.87920,1113,1238,0.86103,0.89736
2020,Indirect migration background,Rural regions,No,0.90444,263,263,0.86884,0.94004
2021,No migration background,Urban regions,Yes,0.12811,1003,8290,0.12091,0.13530
2021,No migration background,Urban regions,No,0.87189,7287,8290,0.86470,0.87909
2021,No migration background,Rural regions,Yes,0.13807,632,4842,0.12835,0.14779
2021,No migration background,Rural regions,No,0.86193,4210,4842,0.85221,0.87165
2021,Direct migration background,Urban regions,Yes,0.10795,260,2355,0.09541,0.12048
2021,Direct migration background,Urban regions,No,0.89205,2095,2355,0.87952,0.90459
2021,Direct migration background,Rural regions,Yes,0.10075,89,747,0.07915,0.12235
2021,Direct migration background,Rural regions,No,0.89925,658,747,0.87765,0.92085
2021,Indirect migration background,Urban regions,Yes,0.09603,68,738,0.07476,0.11731
2021,Indirect migration background,Urban regions,No,0.90397,670,738,0.88269,0.92524
2021,Indirect migration background,Rural regions,No,0.85476,170,170,0.80164,0.90788
2022,No migration background,Urban regions,Yes,0.12190,1228,11276,0.11586,0.12794
2022,No migration background,Urban regions,No,0.87810,10048,11276,0.87206,0.88414
2022,No migration background,Rural regions,Yes,0.13163,825,6987,0.12370,0.13955
2022,No migration background,Rural regions,No,0.86837,6162,6987,0.86045,0.87630
2022,Direct migration background,Urban regions,Yes,0.11748,624,6677,0.10975,0.12520
2022,Direct migration background,Urban regions,No,0.88252,6053,6677,0.87480,0.89025
2022,Direct migration background,Rural regions,Yes,0.15065,184,1431,0.13211,0.16919
2022,Direct migration background,Rural regions,No,0.84935,1247,1431,0.83081,0.86789
2022,Indirect migration background,Urban regions,Yes,0.10825,115,1108,0.08994,0.12655
2022,Indirect migration background,Urban regions,No,0.89175,993,1108,0.87345,0.91006
2022,Indirect migration background,Rural regions,Yes,0.10410,37,343,0.07174,0.13647
2022,Indirect migration background,Rural regions,No,0.89590,306,343,0.86353,0.92826
