year,migback,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,Lower Secondary Level,Yes,0.17463,258,1633,0.15621,0.19305
1999,No migration background,Lower Secondary Level,No,0.82537,1375,1633,0.80695,0.84379
1999,No migration background,Upper Secondary Level,Yes,0.12783,718,5921,0.11932,0.13633
1999,No migration background,Upper Secondary Level,No,0.87217,5203,5921,0.86367,0.88068
1999,No migration background,Post-secondary Non-tertiary Level,Yes,0.12592,36,356,0.09141,0.16043
1999,No migration background,Post-secondary Non-tertiary Level,No,0.87408,320,356,0.83957,0.90859
1999,No migration background,First Stage of Tertiary Education,Yes,0.10966,90,746,0.08722,0.13209
1999,No migration background,First Stage of Tertiary Education,No,0.89034,656,746,0.86791,0.91278
1999,No migration background,Second Stage of Tertiary Education,Yes,0.10797,194,1752,0.09343,0.12251
1999,No migration background,Second Stage of Tertiary Education,No,0.89203,1558,1752,0.87749,0.90657
1999,Direct migration background,No answer / don't know,No,0.83429,69,69,0.74592,0.92267
1999,Direct migration background,Primary Level,Yes,0.10728,40,338,0.07424,0.14032
1999,Direct migration background,Primary Level,No,0.89272,298,338,0.85968,0.92576
1999,Direct migration background,Lower Secondary Level,Yes,0.11720,76,610,0.09165,0.14274
1999,Direct migration background,Lower Secondary Level,No,0.88280,534,610,0.85726,0.90835
1999,Direct migration background,Upper Secondary Level,Yes,0.13739,95,786,0.11330,0.16147
1999,Direct migration background,Upper Secondary Level,No,0.86261,691,786,0.83853,0.88670
1999,Direct migration background,Post-secondary Non-tertiary Level,No,0.85906,107,107,0.79282,0.92530
1999,Direct migration background,First Stage of Tertiary Education,No,0.88353,45,45,0.78874,0.97832
1999,Direct migration background,Second Stage of Tertiary Education,No,0.80825,152,152,0.74546,0.87104
1999,Indirect migration background,No answer / don't know,No,0.89568,48,48,0.80829,0.98307
1999,Indirect migration background,Pre-primary Level,No,0.86948,59,59,0.78278,0.95618
1999,Indirect migration background,Lower Secondary Level,No,0.91329,174,174,0.87136,0.95523
1999,Indirect migration background,Upper Secondary Level,No,0.92812,201,201,0.89233,0.96392
2000,No migration background,Pre-primary Level,No,0.95569,352,352,0.93416,0.97722
2000,No migration background,Primary Level,No,0.82030,86,86,0.73868,0.90192
2000,No migration background,Lower Secondary Level,Yes,0.15990,366,2438,0.14535,0.17445
2000,No migration background,Lower Secondary Level,No,0.84010,2072,2438,0.82555,0.85465
2000,No migration background,Upper Secondary Level,Yes,0.12393,1363,11205,0.11783,0.13003
2000,No migration background,Upper Secondary Level,No,0.87607,9842,11205,0.86997,0.88217
2000,No migration background,Post-secondary Non-tertiary Level,Yes,0.11385,90,804,0.09188,0.13582
2000,No migration background,Post-secondary Non-tertiary Level,No,0.88615,714,804,0.86418,0.90812
2000,No migration background,First Stage of Tertiary Education,Yes,0.11985,198,1649,0.10417,0.13553
2000,No migration background,First Stage of Tertiary Education,No,0.88015,1451,1649,0.86447,0.89583
2000,No migration background,Second Stage of Tertiary Education,Yes,0.09979,340,3359,0.08965,0.10992
2000,No migration background,Second Stage of Tertiary Education,No,0.90021,3019,3359,0.89008,0.91035
2000,Direct migration background,Pre-primary Level,No,0.97204,55,55,0.92807,1.01601
2000,Direct migration background,Primary Level,Yes,0.10433,31,284,0.06871,0.13994
2000,Direct migration background,Primary Level,No,0.89567,253,284,0.86006,0.93129
2000,Direct migration background,Lower Secondary Level,Yes,0.10108,88,850,0.08081,0.12136
2000,Direct migration background,Lower Secondary Level,No,0.89892,762,850,0.87864,0.91919
2000,Direct migration background,Upper Secondary Level,Yes,0.12239,149,1223,0.10402,0.14077
2000,Direct migration background,Upper Secondary Level,No,0.87761,1074,1223,0.85923,0.89598
2000,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.11070,34,271,0.07328,0.14813
2000,Direct migration background,Post-secondary Non-tertiary Level,No,0.88930,237,271,0.85187,0.92672
2000,Direct migration background,First Stage of Tertiary Education,No,0.84819,161,161,0.79259,0.90380
2000,Direct migration background,Second Stage of Tertiary Education,Yes,0.10931,38,398,0.07862,0.14000
2000,Direct migration background,Second Stage of Tertiary Education,No,0.89069,360,398,0.86000,0.92138
2000,Indirect migration background,Pre-primary Level,No,0.94684,64,64,0.89144,1.00224
2000,Indirect migration background,Lower Secondary Level,No,0.89157,228,228,0.85113,0.93202
2000,Indirect migration background,Upper Secondary Level,Yes,0.12030,38,342,0.08577,0.15483
2000,Indirect migration background,Upper Secondary Level,No,0.87970,304,342,0.84517,0.91423
2000,Indirect migration background,Post-secondary Non-tertiary Level,No,0.94014,39,39,0.86471,1.01557
2000,Indirect migration background,First Stage of Tertiary Education,No,0.92359,34,34,0.83295,1.01423
2000,Indirect migration background,Second Stage of Tertiary Education,No,0.97758,50,50,0.93613,1.01903
2001,No migration background,No answer / don't know,No,0.87124,71,71,0.79278,0.94970
2001,No migration background,Pre-primary Level,No,0.94767,402,402,0.92587,0.96946
2001,No migration background,Primary Level,No,0.89486,82,82,0.82805,0.96166
2001,No migration background,Lower Secondary Level,Yes,0.15366,303,2073,0.13814,0.16919
2001,No migration background,Lower Secondary Level,No,0.84634,1770,2073,0.83081,0.86186
2001,No migration background,Upper Secondary Level,Yes,0.12747,1252,10148,0.12098,0.13396
2001,No migration background,Upper Secondary Level,No,0.87253,8896,10148,0.86604,0.87902
2001,No migration background,Post-secondary Non-tertiary Level,Yes,0.11943,91,772,0.09654,0.14232
2001,No migration background,Post-secondary Non-tertiary Level,No,0.88057,681,772,0.85768,0.90346
2001,No migration background,First Stage of Tertiary Education,Yes,0.13461,184,1472,0.11717,0.15205
2001,No migration background,First Stage of Tertiary Education,No,0.86539,1288,1472,0.84795,0.88283
2001,No migration background,Second Stage of Tertiary Education,Yes,0.10672,323,3122,0.09589,0.11755
2001,No migration background,Second Stage of Tertiary Education,No,0.89328,2799,3122,0.88245,0.90411
2001,Direct migration background,Pre-primary Level,No,0.98476,45,45,0.94857,1.02096
2001,Direct migration background,Primary Level,No,0.89178,183,183,0.84664,0.93691
2001,Direct migration background,Lower Secondary Level,Yes,0.12390,99,769,0.10059,0.14720
2001,Direct migration background,Lower Secondary Level,No,0.87610,670,769,0.85280,0.89941
2001,Direct migration background,Upper Secondary Level,Yes,0.13196,141,1083,0.11179,0.15213
2001,Direct migration background,Upper Secondary Level,No,0.86804,942,1083,0.84787,0.88821
2001,Direct migration background,Post-secondary Non-tertiary Level,No,0.89922,223,223,0.85962,0.93882
2001,Direct migration background,First Stage of Tertiary Education,No,0.90310,149,149,0.85545,0.95076
2001,Direct migration background,Second Stage of Tertiary Education,Yes,0.10644,35,358,0.07445,0.13843
2001,Direct migration background,Second Stage of Tertiary Education,No,0.89356,323,358,0.86157,0.92555
2001,Indirect migration background,Pre-primary Level,No,0.96628,64,64,0.92171,1.01086
2001,Indirect migration background,Lower Secondary Level,No,0.89751,209,209,0.85630,0.93873
2001,Indirect migration background,Upper Secondary Level,Yes,0.12791,40,310,0.09067,0.16515
2001,Indirect migration background,Upper Secondary Level,No,0.87209,270,310,0.83485,0.90933
2001,Indirect migration background,Post-secondary Non-tertiary Level,No,0.94046,36,36,0.86207,1.01886
2001,Indirect migration background,Second Stage of Tertiary Education,No,0.99126,54,54,0.96621,1.01632
2002,No migration background,No answer / don't know,No,0.93090,127,127,0.88662,0.97519
2002,No migration background,Pre-primary Level,No,0.92457,455,455,0.90028,0.94886
2002,No migration background,Primary Level,No,0.83533,76,76,0.75139,0.91927
2002,No migration background,Lower Secondary Level,Yes,0.16701,309,1977,0.15057,0.18346
2002,No migration background,Lower Secondary Level,No,0.83299,1668,1977,0.81654,0.84943
2002,No migration background,Upper Secondary Level,Yes,0.12821,1228,10223,0.12173,0.13469
2002,No migration background,Upper Secondary Level,No,0.87179,8995,10223,0.86531,0.87827
2002,No migration background,Post-secondary Non-tertiary Level,Yes,0.12551,99,885,0.10367,0.14735
2002,No migration background,Post-secondary Non-tertiary Level,No,0.87449,786,885,0.85265,0.89633
2002,No migration background,First Stage of Tertiary Education,Yes,0.12168,186,1542,0.10536,0.13801
2002,No migration background,First Stage of Tertiary Education,No,0.87832,1356,1542,0.86199,0.89464
2002,No migration background,Second Stage of Tertiary Education,Yes,0.10648,425,4091,0.09703,0.11594
2002,No migration background,Second Stage of Tertiary Education,No,0.89352,3666,4091,0.88406,0.90297
2002,Direct migration background,No answer / don't know,No,0.96739,31,31,0.90383,1.03095
2002,Direct migration background,Pre-primary Level,No,0.93844,47,47,0.86898,1.00790
2002,Direct migration background,Primary Level,No,0.88294,166,166,0.83388,0.93199
2002,Direct migration background,Lower Secondary Level,Yes,0.13406,91,709,0.10896,0.15916
2002,Direct migration background,Lower Secondary Level,No,0.86594,618,709,0.84084,0.89104
2002,Direct migration background,Upper Secondary Level,Yes,0.10484,116,1018,0.08601,0.12367
2002,Direct migration background,Upper Secondary Level,No,0.89516,902,1018,0.87633,0.91399
2002,Direct migration background,Post-secondary Non-tertiary Level,No,0.89549,214,214,0.85440,0.93657
2002,Direct migration background,First Stage of Tertiary Education,No,0.88326,139,139,0.82968,0.93683
2002,Direct migration background,Second Stage of Tertiary Education,Yes,0.13925,41,391,0.10489,0.17361
2002,Direct migration background,Second Stage of Tertiary Education,No,0.86075,350,391,0.82639,0.89511
2002,Indirect migration background,Pre-primary Level,No,0.96635,72,72,0.92441,1.00830
2002,Indirect migration background,Lower Secondary Level,No,0.91888,179,179,0.87877,0.95899
2002,Indirect migration background,Upper Secondary Level,Yes,0.09565,36,320,0.06338,0.12793
2002,Indirect migration background,Upper Secondary Level,No,0.90435,284,320,0.87207,0.93662
2002,Indirect migration background,First Stage of Tertiary Education,No,0.88078,35,35,0.77185,0.98970
2002,Indirect migration background,Second Stage of Tertiary Education,No,0.92595,59,59,0.85856,0.99334
2003,No migration background,No answer / don't know,No,0.89430,152,152,0.84526,0.94334
2003,No migration background,Pre-primary Level,Yes,0.06721,31,494,0.04510,0.08931
2003,No migration background,Pre-primary Level,No,0.93279,463,494,0.91069,0.95490
2003,No migration background,Primary Level,No,0.84057,78,78,0.75880,0.92234
2003,No migration background,Lower Secondary Level,Yes,0.14809,269,1882,0.13204,0.16414
2003,No migration background,Lower Secondary Level,No,0.85191,1613,1882,0.83586,0.86796
2003,No migration background,Upper Secondary Level,Yes,0.12572,1207,9778,0.11915,0.13229
2003,No migration background,Upper Secondary Level,No,0.87428,8571,9778,0.86771,0.88085
2003,No migration background,Post-secondary Non-tertiary Level,Yes,0.12892,95,881,0.10677,0.15106
2003,No migration background,Post-secondary Non-tertiary Level,No,0.87108,786,881,0.84894,0.89323
2003,No migration background,First Stage of Tertiary Education,Yes,0.11812,175,1503,0.10179,0.13444
2003,No migration background,First Stage of Tertiary Education,No,0.88188,1328,1503,0.86556,0.89821
2003,No migration background,Second Stage of Tertiary Education,Yes,0.10662,428,3913,0.09695,0.11630
2003,No migration background,Second Stage of Tertiary Education,No,0.89338,3485,3913,0.88370,0.90305
2003,Direct migration background,Pre-primary Level,No,0.99243,50,50,0.96816,1.01670
2003,Direct migration background,Primary Level,No,0.85997,150,150,0.80425,0.91569
2003,Direct migration background,Lower Secondary Level,Yes,0.13763,88,652,0.11116,0.16409
2003,Direct migration background,Lower Secondary Level,No,0.86237,564,652,0.83591,0.88884
2003,Direct migration background,Upper Secondary Level,Yes,0.12261,106,963,0.10189,0.14334
2003,Direct migration background,Upper Secondary Level,No,0.87739,857,963,0.85666,0.89811
2003,Direct migration background,Post-secondary Non-tertiary Level,No,0.87628,199,199,0.83042,0.92215
2003,Direct migration background,First Stage of Tertiary Education,No,0.82797,119,119,0.75988,0.89607
2003,Direct migration background,Second Stage of Tertiary Education,Yes,0.12816,43,366,0.09386,0.16245
2003,Direct migration background,Second Stage of Tertiary Education,No,0.87184,323,366,0.83755,0.90614
2003,Indirect migration background,No answer / don't know,No,0.93852,34,34,0.85656,1.02048
2003,Indirect migration background,Pre-primary Level,No,0.95418,66,66,0.90335,1.00501
2003,Indirect migration background,Lower Secondary Level,No,0.83246,162,162,0.77478,0.89015
2003,Indirect migration background,Upper Secondary Level,Yes,0.09006,33,326,0.05894,0.12119
2003,Indirect migration background,Upper Secondary Level,No,0.90994,293,326,0.87881,0.94106
2003,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95855,39,39,0.89518,1.02193
2003,Indirect migration background,First Stage of Tertiary Education,No,0.98010,39,39,0.93570,1.02450
2003,Indirect migration background,Second Stage of Tertiary Education,No,0.94622,58,58,0.88766,1.00479
2004,No migration background,No answer / don't know,No,0.93865,172,172,0.90268,0.97462
2004,No migration background,Pre-primary Level,No,0.92942,466,466,0.90614,0.95270
2004,No migration background,Primary Level,No,0.87133,73,73,0.79399,0.94867
2004,No migration background,Lower Secondary Level,Yes,0.15802,266,1766,0.14100,0.17504
2004,No migration background,Lower Secondary Level,No,0.84198,1500,1766,0.82496,0.85900
2004,No migration background,Upper Secondary Level,Yes,0.13116,1172,9495,0.12436,0.13795
2004,No migration background,Upper Secondary Level,No,0.86884,8323,9495,0.86205,0.87564
2004,No migration background,Post-secondary Non-tertiary Level,Yes,0.09156,82,886,0.07256,0.11057
2004,No migration background,Post-secondary Non-tertiary Level,No,0.90844,804,886,0.88943,0.92744
2004,No migration background,First Stage of Tertiary Education,Yes,0.15298,194,1454,0.13447,0.17149
2004,No migration background,First Stage of Tertiary Education,No,0.84702,1260,1454,0.82851,0.86553
2004,No migration background,Second Stage of Tertiary Education,Yes,0.11696,428,3869,0.10683,0.12709
2004,No migration background,Second Stage of Tertiary Education,No,0.88304,3441,3869,0.87291,0.89317
2004,Direct migration background,No answer / don't know,No,0.94847,33,33,0.87186,1.02507
2004,Direct migration background,Pre-primary Level,No,0.97074,60,60,0.92773,1.01374
2004,Direct migration background,Primary Level,No,0.85439,135,135,0.79467,0.91411
2004,Direct migration background,Lower Secondary Level,Yes,0.10649,67,615,0.08209,0.13089
2004,Direct migration background,Lower Secondary Level,No,0.89351,548,615,0.86911,0.91791
2004,Direct migration background,Upper Secondary Level,Yes,0.14362,121,941,0.12120,0.16604
2004,Direct migration background,Upper Secondary Level,No,0.85638,820,941,0.83396,0.87880
2004,Direct migration background,Post-secondary Non-tertiary Level,No,0.89398,191,191,0.85020,0.93775
2004,Direct migration background,First Stage of Tertiary Education,No,0.87777,116,116,0.81791,0.93764
2004,Direct migration background,Second Stage of Tertiary Education,Yes,0.11249,38,355,0.07957,0.14540
2004,Direct migration background,Second Stage of Tertiary Education,No,0.88751,317,355,0.85460,0.92043
2004,Indirect migration background,No answer / don't know,No,0.94667,42,42,0.87789,1.01545
2004,Indirect migration background,Pre-primary Level,No,0.97363,76,76,0.93737,1.00990
2004,Indirect migration background,Lower Secondary Level,No,0.88776,164,164,0.83930,0.93622
2004,Indirect migration background,Upper Secondary Level,Yes,0.10315,37,319,0.06972,0.13658
2004,Indirect migration background,Upper Secondary Level,No,0.89685,282,319,0.86342,0.93028
2004,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96299,44,44,0.90656,1.01942
2004,Indirect migration background,First Stage of Tertiary Education,No,0.93257,38,38,0.85177,1.01337
2004,Indirect migration background,Second Stage of Tertiary Education,No,0.91392,57,57,0.84045,0.98738
2005,No migration background,No answer / don't know,No,0.95180,204,204,0.92233,0.98126
2005,No migration background,Pre-primary Level,No,0.94838,482,482,0.92861,0.96816
2005,No migration background,Primary Level,No,0.95005,80,80,0.90201,0.99809
2005,No migration background,Lower Secondary Level,Yes,0.14627,220,1640,0.12916,0.16338
2005,No migration background,Lower Secondary Level,No,0.85373,1420,1640,0.83662,0.87084
2005,No migration background,Upper Secondary Level,Yes,0.12169,1053,9008,0.11494,0.12845
2005,No migration background,Upper Secondary Level,No,0.87831,7955,9008,0.87155,0.88506
2005,No migration background,Post-secondary Non-tertiary Level,Yes,0.09509,79,869,0.07558,0.11461
2005,No migration background,Post-secondary Non-tertiary Level,No,0.90491,790,869,0.88539,0.92442
2005,No migration background,First Stage of Tertiary Education,Yes,0.13037,168,1380,0.11260,0.14814
2005,No migration background,First Stage of Tertiary Education,No,0.86963,1212,1380,0.85186,0.88740
2005,No migration background,Second Stage of Tertiary Education,Yes,0.10765,402,3749,0.09773,0.11757
2005,No migration background,Second Stage of Tertiary Education,No,0.89235,3347,3749,0.88243,0.90227
2005,Direct migration background,No answer / don't know,No,0.92920,35,35,0.84298,1.01542
2005,Direct migration background,Pre-primary Level,No,0.93111,52,52,0.86159,1.00062
2005,Direct migration background,Primary Level,No,0.85368,123,123,0.79097,0.91640
2005,Direct migration background,Lower Secondary Level,Yes,0.12852,62,566,0.10093,0.15612
2005,Direct migration background,Lower Secondary Level,No,0.87148,504,566,0.84388,0.89907
2005,Direct migration background,Upper Secondary Level,Yes,0.11237,91,871,0.09139,0.13336
2005,Direct migration background,Upper Secondary Level,No,0.88763,780,871,0.86664,0.90861
2005,Direct migration background,Post-secondary Non-tertiary Level,No,0.90108,189,189,0.85841,0.94376
2005,Direct migration background,First Stage of Tertiary Education,No,0.91949,119,119,0.87039,0.96858
2005,Direct migration background,Second Stage of Tertiary Education,Yes,0.10925,37,336,0.07584,0.14266
2005,Direct migration background,Second Stage of Tertiary Education,No,0.89075,299,336,0.85734,0.92416
2005,Indirect migration background,No answer / don't know,No,0.94306,51,51,0.87882,1.00729
2005,Indirect migration background,Pre-primary Level,No,0.94637,89,89,0.89930,0.99344
2005,Indirect migration background,Lower Secondary Level,No,0.85978,160,160,0.80581,0.91375
2005,Indirect migration background,Upper Secondary Level,No,0.89660,303,303,0.86225,0.93094
2005,Indirect migration background,Post-secondary Non-tertiary Level,No,0.94334,40,40,0.87077,1.01590
2005,Indirect migration background,First Stage of Tertiary Education,No,0.86214,37,37,0.74953,0.97476
2005,Indirect migration background,Second Stage of Tertiary Education,No,0.92494,63,63,0.85936,0.99053
2006,No migration background,No answer / don't know,No,0.90548,209,209,0.86572,0.94523
2006,No migration background,Pre-primary Level,No,0.93470,286,286,0.90602,0.96339
2006,No migration background,Primary Level,No,0.83838,83,83,0.75870,0.91805
2006,No migration background,Lower Secondary Level,Yes,0.16290,273,1760,0.14564,0.18016
2006,No migration background,Lower Secondary Level,No,0.83710,1487,1760,0.81984,0.85436
2006,No migration background,Upper Secondary Level,Yes,0.12872,1184,9823,0.12210,0.13534
2006,No migration background,Upper Secondary Level,No,0.87128,8639,9823,0.86466,0.87790
2006,No migration background,Post-secondary Non-tertiary Level,Yes,0.11565,110,942,0.09522,0.13609
2006,No migration background,Post-secondary Non-tertiary Level,No,0.88435,832,942,0.86391,0.90478
2006,No migration background,First Stage of Tertiary Education,Yes,0.12786,167,1462,0.11074,0.14499
2006,No migration background,First Stage of Tertiary Education,No,0.87214,1295,1462,0.85501,0.88926
2006,No migration background,Second Stage of Tertiary Education,Yes,0.10294,437,4129,0.09367,0.11221
2006,No migration background,Second Stage of Tertiary Education,No,0.89706,3692,4129,0.88779,0.90633
2006,Direct migration background,No answer / don't know,No,0.95085,40,40,0.88301,1.01870
2006,Direct migration background,Pre-primary Level,No,0.96262,32,32,0.89584,1.02940
2006,Direct migration background,Primary Level,No,0.84952,116,116,0.78417,0.91487
2006,Direct migration background,Lower Secondary Level,Yes,0.12662,59,543,0.09863,0.15462
2006,Direct migration background,Lower Secondary Level,No,0.87338,484,543,0.84538,0.90137
2006,Direct migration background,Upper Secondary Level,Yes,0.11364,99,893,0.09281,0.13447
2006,Direct migration background,Upper Secondary Level,No,0.88636,794,893,0.86553,0.90719
2006,Direct migration background,Post-secondary Non-tertiary Level,No,0.90596,192,192,0.86456,0.94735
2006,Direct migration background,First Stage of Tertiary Education,No,0.84630,120,120,0.78149,0.91110
2006,Direct migration background,Second Stage of Tertiary Education,Yes,0.11713,33,366,0.08414,0.15012
2006,Direct migration background,Second Stage of Tertiary Education,No,0.88287,333,366,0.84988,0.91586
2006,Indirect migration background,No answer / don't know,No,0.97438,52,52,0.93101,1.01774
2006,Indirect migration background,Pre-primary Level,No,0.95372,57,57,0.89869,1.00875
2006,Indirect migration background,Lower Secondary Level,No,0.89309,152,152,0.84381,0.94238
2006,Indirect migration background,Upper Secondary Level,No,0.89860,318,318,0.86537,0.93183
2006,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96799,47,47,0.91713,1.01886
2006,Indirect migration background,First Stage of Tertiary Education,No,0.86886,38,38,0.76009,0.97763
2006,Indirect migration background,Second Stage of Tertiary Education,No,0.94487,69,69,0.89063,0.99912
2007,No migration background,No answer / don't know,No,0.90938,217,217,0.87110,0.94766
2007,No migration background,Pre-primary Level,No,0.92874,252,252,0.89691,0.96057
2007,No migration background,Primary Level,No,0.87731,78,78,0.80403,0.95059
2007,No migration background,Lower Secondary Level,Yes,0.16423,253,1568,0.14588,0.18257
2007,No migration background,Lower Secondary Level,No,0.83577,1315,1568,0.81743,0.85412
2007,No migration background,Upper Secondary Level,Yes,0.12544,1099,9167,0.11866,0.13222
2007,No migration background,Upper Secondary Level,No,0.87456,8068,9167,0.86778,0.88134
2007,No migration background,Post-secondary Non-tertiary Level,Yes,0.10567,100,908,0.08566,0.12567
2007,No migration background,Post-secondary Non-tertiary Level,No,0.89433,808,908,0.87433,0.91434
2007,No migration background,First Stage of Tertiary Education,Yes,0.12766,164,1365,0.10995,0.14537
2007,No migration background,First Stage of Tertiary Education,No,0.87234,1201,1365,0.85463,0.89005
2007,No migration background,Second Stage of Tertiary Education,Yes,0.11958,469,3957,0.10947,0.12969
2007,No migration background,Second Stage of Tertiary Education,No,0.88042,3488,3957,0.87031,0.89053
2007,Direct migration background,No answer / don't know,No,0.98097,35,35,0.93505,1.02690
2007,Direct migration background,Primary Level,No,0.86595,98,98,0.79815,0.93375
2007,Direct migration background,Lower Secondary Level,Yes,0.12321,60,471,0.09350,0.15293
2007,Direct migration background,Lower Secondary Level,No,0.87679,411,471,0.84707,0.90650
2007,Direct migration background,Upper Secondary Level,Yes,0.10092,87,797,0.08000,0.12185
2007,Direct migration background,Upper Secondary Level,No,0.89908,710,797,0.87815,0.92000
2007,Direct migration background,Post-secondary Non-tertiary Level,No,0.88717,183,183,0.84120,0.93314
2007,Direct migration background,First Stage of Tertiary Education,No,0.90318,109,109,0.84741,0.95895
2007,Direct migration background,Second Stage of Tertiary Education,No,0.91032,313,313,0.87862,0.94203
2007,Indirect migration background,No answer / don't know,No,0.91229,59,59,0.83949,0.98509
2007,Indirect migration background,Pre-primary Level,No,0.99630,48,48,0.97895,1.01366
2007,Indirect migration background,Lower Secondary Level,No,0.93221,143,143,0.89086,0.97355
2007,Indirect migration background,Upper Secondary Level,No,0.87482,296,296,0.83706,0.91258
2007,Indirect migration background,Post-secondary Non-tertiary Level,No,0.94312,48,48,0.87690,1.00934
2007,Indirect migration background,First Stage of Tertiary Education,No,0.92473,35,35,0.83605,1.01341
2007,Indirect migration background,Second Stage of Tertiary Education,No,0.82154,77,77,0.73545,0.90763
2008,No migration background,No answer / don't know,No,0.92415,220,220,0.88908,0.95921
2008,No migration background,Pre-primary Level,No,0.93100,271,271,0.90077,0.96124
2008,No migration background,Primary Level,No,0.85725,63,63,0.77018,0.94433
2008,No migration background,Lower Secondary Level,Yes,0.14709,206,1416,0.12863,0.16554
2008,No migration background,Lower Secondary Level,No,0.85291,1210,1416,0.83446,0.87137
2008,No migration background,Upper Secondary Level,Yes,0.11940,1056,8673,0.11257,0.12622
2008,No migration background,Upper Secondary Level,No,0.88060,7617,8673,0.87378,0.88743
2008,No migration background,Post-secondary Non-tertiary Level,Yes,0.09629,84,856,0.07651,0.11606
2008,No migration background,Post-secondary Non-tertiary Level,No,0.90371,772,856,0.88394,0.92349
2008,No migration background,First Stage of Tertiary Education,Yes,0.12113,143,1262,0.10313,0.13914
2008,No migration background,First Stage of Tertiary Education,No,0.87887,1119,1262,0.86086,0.89687
2008,No migration background,Second Stage of Tertiary Education,Yes,0.12320,432,3784,0.11273,0.13367
2008,No migration background,Second Stage of Tertiary Education,No,0.87680,3352,3784,0.86633,0.88727
2008,Direct migration background,No answer / don't know,No,0.87535,32,32,0.75906,0.99163
2008,Direct migration background,Primary Level,No,0.92507,92,92,0.87098,0.97917
2008,Direct migration background,Lower Secondary Level,Yes,0.12694,53,428,0.09536,0.15851
2008,Direct migration background,Lower Secondary Level,No,0.87306,375,428,0.84149,0.90464
2008,Direct migration background,Upper Secondary Level,Yes,0.10054,82,714,0.07847,0.12262
2008,Direct migration background,Upper Secondary Level,No,0.89946,632,714,0.87738,0.92153
2008,Direct migration background,Post-secondary Non-tertiary Level,No,0.90018,168,168,0.85472,0.94564
2008,Direct migration background,First Stage of Tertiary Education,No,0.87940,98,98,0.81459,0.94421
2008,Direct migration background,Second Stage of Tertiary Education,No,0.91566,283,283,0.88323,0.94810
2008,Indirect migration background,No answer / don't know,No,0.97250,59,59,0.93041,1.01459
2008,Indirect migration background,Lower Secondary Level,No,0.90712,138,138,0.85851,0.95573
2008,Indirect migration background,Upper Secondary Level,No,0.94226,296,296,0.91564,0.96888
2008,Indirect migration background,Post-secondary Non-tertiary Level,No,0.85853,33,33,0.73778,0.97928
2008,Indirect migration background,Second Stage of Tertiary Education,No,0.94410,77,77,0.89245,0.99575
2009,No migration background,No answer / don't know,No,0.87031,214,214,0.82519,0.91543
2009,No migration background,Pre-primary Level,No,0.96676,239,239,0.94399,0.98954
2009,No migration background,Primary Level,No,0.93946,58,58,0.87754,1.00137
2009,No migration background,Lower Secondary Level,Yes,0.15245,197,1277,0.13273,0.17217
2009,No migration background,Lower Secondary Level,No,0.84755,1080,1277,0.82783,0.86727
2009,No migration background,Upper Secondary Level,Yes,0.13914,1128,8141,0.13162,0.14666
2009,No migration background,Upper Secondary Level,No,0.86086,7013,8141,0.85334,0.86838
2009,No migration background,Post-secondary Non-tertiary Level,Yes,0.11275,77,790,0.09068,0.13482
2009,No migration background,Post-secondary Non-tertiary Level,No,0.88725,713,790,0.86518,0.90932
2009,No migration background,First Stage of Tertiary Education,Yes,0.13295,164,1202,0.11375,0.15215
2009,No migration background,First Stage of Tertiary Education,No,0.86705,1038,1202,0.84785,0.88625
2009,No migration background,Second Stage of Tertiary Education,Yes,0.12038,429,3649,0.10982,0.13094
2009,No migration background,Second Stage of Tertiary Education,No,0.87962,3220,3649,0.86906,0.89018
2009,Direct migration background,Primary Level,No,0.85098,78,78,0.77144,0.93052
2009,Direct migration background,Lower Secondary Level,Yes,0.10033,43,362,0.06934,0.13133
2009,Direct migration background,Lower Secondary Level,No,0.89967,319,362,0.86867,0.93066
2009,Direct migration background,Upper Secondary Level,Yes,0.11797,73,615,0.09245,0.14348
2009,Direct migration background,Upper Secondary Level,No,0.88203,542,615,0.85652,0.90755
2009,Direct migration background,Post-secondary Non-tertiary Level,No,0.85275,146,146,0.79507,0.91043
2009,Direct migration background,First Stage of Tertiary Education,No,0.90938,83,83,0.84724,0.97151
2009,Direct migration background,Second Stage of Tertiary Education,Yes,0.09158,31,292,0.05844,0.12472
2009,Direct migration background,Second Stage of Tertiary Education,No,0.90842,261,292,0.87528,0.94156
2009,Indirect migration background,No answer / don't know,No,0.93922,60,60,0.87826,1.00019
2009,Indirect migration background,Pre-primary Level,No,0.90808,45,45,0.82271,0.99345
2009,Indirect migration background,Lower Secondary Level,No,0.91393,132,132,0.86590,0.96196
2009,Indirect migration background,Upper Secondary Level,No,0.87607,260,260,0.83594,0.91620
2009,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98876,36,36,0.95383,1.02369
2009,Indirect migration background,Second Stage of Tertiary Education,No,0.95000,81,81,0.90223,0.99776
2010,No migration background,No answer / don't know,No,0.88846,189,189,0.84346,0.93346
2010,No migration background,Pre-primary Level,No,0.96169,291,291,0.93960,0.98378
2010,No migration background,Primary Level,No,0.91409,114,114,0.86242,0.96576
