"hlf0094","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr guenstig","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1998","Sachsen","2","25","","",""
"Sehr guenstig","1998","Sachsen","3","15","","",""
"Sehr guenstig","1998","Sachsen","4","3","","",""
"Sehr guenstig","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1998","Sachsen-Anhalt","2","18","","",""
"Sehr guenstig","1998","Sachsen-Anhalt","3","2","","",""
"Sehr guenstig","1998","Sachsen-Anhalt","4","","","",""
"Sehr guenstig","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1998","Thueringen","2","16","","",""
"Sehr guenstig","1998","Thueringen","3","2","","",""
"Sehr guenstig","1998","Thueringen","4","2","","",""
"Sehr guenstig","1998","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Schleswig-Holstein","2","24","","",""
"Guenstig","1998","Schleswig-Holstein","3","19","","",""
"Guenstig","1998","Schleswig-Holstein","4","12","","",""
"Guenstig","1998","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Hamburg","2","","","",""
"Guenstig","1998","Hamburg","3","","","",""
"Guenstig","1998","Hamburg","4","6","","",""
"Guenstig","1998","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Niedersachsen","2","51","0.254298788144028","0.200101591857721","0.308495984430335"
"Guenstig","1998","Niedersachsen","3","37","0.210472446779421","0.148272875791494","0.272672017767348"
"Guenstig","1998","Niedersachsen","4","48","0.364384673727632","0.286052293888029","0.442717053567235"
"Guenstig","1998","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Bremen","2","3","","",""
"Guenstig","1998","Bremen","3","","","",""
"Guenstig","1998","Bremen","4","","","",""
"Guenstig","1998","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Nordrhein-Westfalen","2","111","0.349526886832615","0.299429688536844","0.399624085128386"
"Guenstig","1998","Nordrhein-Westfalen","3","109","0.264210399139479","0.217481363944439","0.31093943433452"
"Guenstig","1998","Nordrhein-Westfalen","4","76","0.262855694927331","0.2098576185445","0.315853771310162"
"Guenstig","1998","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Hessen","2","28","","",""
"Guenstig","1998","Hessen","3","32","0.348061502557355","0.254227162773192","0.441895842341518"
"Guenstig","1998","Hessen","4","27","","",""
"Guenstig","1998","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Rheinland-Pfalz,Saarland","2","52","0.322765478402726","0.255211292820223","0.390319663985229"
"Guenstig","1998","Rheinland-Pfalz,Saarland","3","57","0.452577879154383","0.366684227065659","0.538471531243107"
"Guenstig","1998","Rheinland-Pfalz,Saarland","4","23","","",""
"Guenstig","1998","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Baden-Wuerttemberg","2","62","0.27558000735186","0.220304810521715","0.330855204182004"
"Guenstig","1998","Baden-Wuerttemberg","3","73","0.30471994229109","0.248663112382623","0.360776772199557"
"Guenstig","1998","Baden-Wuerttemberg","4","74","0.388141509553515","0.321268087420721","0.455014931686308"
"Guenstig","1998","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Bayern","2","85","0.232115870767388","0.188011967888166","0.276219773646609"
"Guenstig","1998","Bayern","3","120","0.389820415708102","0.335175658049476","0.444465173366728"
"Guenstig","1998","Bayern","4","72","0.316254085962867","0.254946050655886","0.377562121269849"
"Guenstig","1998","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Saarland","2","","","",""
"Guenstig","1998","Saarland","3","","","",""
"Guenstig","1998","Saarland","4","","","",""
"Guenstig","1998","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Berlin","2","9","","",""
"Guenstig","1998","Berlin","3","","","",""
"Guenstig","1998","Berlin","4","5","","",""
"Guenstig","1998","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Brandenburg","2","43","0.496492812908425","0.39993469348985","0.593050932327"
"Guenstig","1998","Brandenburg","3","18","","",""
"Guenstig","1998","Brandenburg","4","8","","",""
"Guenstig","1998","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Mecklenburg-Vorpommern","2","26","","",""
"Guenstig","1998","Mecklenburg-Vorpommern","3","14","","",""
"Guenstig","1998","Mecklenburg-Vorpommern","4","8","","",""
"Guenstig","1998","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Sachsen","2","41","0.274674096625624","0.199932348093601","0.349415845157647"
"Guenstig","1998","Sachsen","3","27","","",""
"Guenstig","1998","Sachsen","4","14","","",""
"Guenstig","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Sachsen-Anhalt","2","33","0.292363266215318","0.21131905624857","0.373407476182067"
"Guenstig","1998","Sachsen-Anhalt","3","14","","",""
"Guenstig","1998","Sachsen-Anhalt","4","10","","",""
"Guenstig","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Guenstig","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Guenstig","1998","Thueringen","2","47","0.233414776098097","0.170381564702757","0.296447987493437"
"Guenstig","1998","Thueringen","3","16","","",""
"Guenstig","1998","Thueringen","4","5","","",""
"Guenstig","1998","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Schleswig-Holstein","2","37","0.426952290041456","0.31348472759556","0.540419852487351"
"Angemessen","1998","Schleswig-Holstein","3","22","","",""
"Angemessen","1998","Schleswig-Holstein","4","30","0.580666730029346","0.44654796330709","0.714785496751602"
"Angemessen","1998","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Hamburg","2","","","",""
"Angemessen","1998","Hamburg","3","","","",""
"Angemessen","1998","Hamburg","4","9","","",""
"Angemessen","1998","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Niedersachsen","2","134","0.500222222977807","0.437993310385819","0.562451135569796"
"Angemessen","1998","Niedersachsen","3","79","0.421308132191305","0.345967418543834","0.496648845838776"
"Angemessen","1998","Niedersachsen","4","54","0.355598431651566","0.277683211394302","0.433513651908829"
"Angemessen","1998","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Bremen","2","3","","",""
"Angemessen","1998","Bremen","3","3","","",""
"Angemessen","1998","Bremen","4","","","",""
"Angemessen","1998","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Nordrhein-Westfalen","2","147","0.401234145620103","0.349736671909687","0.452731619330519"
"Angemessen","1998","Nordrhein-Westfalen","3","138","0.430620139745172","0.378141416866254","0.483098862624091"
"Angemessen","1998","Nordrhein-Westfalen","4","116","0.465194628448626","0.405140844108228","0.525248412789023"
"Angemessen","1998","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Hessen","2","56","0.467212262419415","0.379040451221316","0.555384073617514"
"Angemessen","1998","Hessen","3","36","0.431150557174474","0.33359688139142","0.528704232957528"
"Angemessen","1998","Hessen","4","53","0.482516785867006","0.388708934519921","0.576324637214091"
"Angemessen","1998","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Rheinland-Pfalz,Saarland","2","102","0.482665765187478","0.410463963144498","0.554867567230458"
"Angemessen","1998","Rheinland-Pfalz,Saarland","3","27","","",""
"Angemessen","1998","Rheinland-Pfalz,Saarland","4","22","","",""
"Angemessen","1998","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Baden-Wuerttemberg","2","121","0.458600308995157","0.396956792755364","0.520243825234949"
"Angemessen","1998","Baden-Wuerttemberg","3","108","0.418674817194391","0.358592565943876","0.478757068444905"
"Angemessen","1998","Baden-Wuerttemberg","4","89","0.432573141797337","0.364587417770252","0.500558865824422"
"Angemessen","1998","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Bayern","2","177","0.489281457749362","0.437060245287007","0.541502670211718"
"Angemessen","1998","Bayern","3","118","0.376261909654676","0.321982684600084","0.430541134709267"
"Angemessen","1998","Bayern","4","97","0.434271281799384","0.368922631493234","0.499619932105534"
"Angemessen","1998","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Saarland","2","","","",""
"Angemessen","1998","Saarland","3","","","",""
"Angemessen","1998","Saarland","4","","","",""
"Angemessen","1998","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Berlin","2","5","","",""
"Angemessen","1998","Berlin","3","","","",""
"Angemessen","1998","Berlin","4","11","","",""
"Angemessen","1998","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Brandenburg","2","36","0.287987049946464","0.200537031682341","0.375437068210587"
"Angemessen","1998","Brandenburg","3","28","","",""
"Angemessen","1998","Brandenburg","4","7","","",""
"Angemessen","1998","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Mecklenburg-Vorpommern","2","18","","",""
"Angemessen","1998","Mecklenburg-Vorpommern","3","21","","",""
"Angemessen","1998","Mecklenburg-Vorpommern","4","9","","",""
"Angemessen","1998","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Sachsen","2","63","0.524338145676924","0.440711881381482","0.607964409972366"
"Angemessen","1998","Sachsen","3","18","","",""
"Angemessen","1998","Sachsen","4","24","","",""
"Angemessen","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Sachsen-Anhalt","2","58","0.422377405280979","0.334368254305841","0.510386556256118"
"Angemessen","1998","Sachsen-Anhalt","3","52","0.709561681075747","0.60749985625814","0.811623505893353"
"Angemessen","1998","Sachsen-Anhalt","4","15","","",""
"Angemessen","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Angemessen","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Angemessen","1998","Thueringen","2","77","0.525717533072869","0.451309503294018","0.60012556285172"
"Angemessen","1998","Thueringen","3","45","0.488471894328229","0.385200182272977","0.591743606383481"
"Angemessen","1998","Thueringen","4","24","","",""
"Angemessen","1998","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Schleswig-Holstein","2","","","",""
"Etwas zu hoch","1998","Schleswig-Holstein","3","","","",""
"Etwas zu hoch","1998","Schleswig-Holstein","4","6","","",""
"Etwas zu hoch","1998","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Hamburg","2","","","",""
"Etwas zu hoch","1998","Hamburg","3","","","",""
"Etwas zu hoch","1998","Hamburg","4","","","",""
"Etwas zu hoch","1998","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Niedersachsen","2","15","","",""
"Etwas zu hoch","1998","Niedersachsen","3","19","","",""
"Etwas zu hoch","1998","Niedersachsen","4","14","","",""
"Etwas zu hoch","1998","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Bremen","2","7","","",""
"Etwas zu hoch","1998","Bremen","3","5","","",""
"Etwas zu hoch","1998","Bremen","4","","","",""
"Etwas zu hoch","1998","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Nordrhein-Westfalen","2","27","","",""
"Etwas zu hoch","1998","Nordrhein-Westfalen","3","12","","",""
"Etwas zu hoch","1998","Nordrhein-Westfalen","4","10","","",""
"Etwas zu hoch","1998","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Hessen","2","24","","",""
"Etwas zu hoch","1998","Hessen","3","24","","",""
"Etwas zu hoch","1998","Hessen","4","14","","",""
"Etwas zu hoch","1998","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","2","8","","",""
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","3","17","","",""
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","4","11","","",""
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Baden-Wuerttemberg","2","18","","",""
"Etwas zu hoch","1998","Baden-Wuerttemberg","3","36","0.0934003442645206","0.0579614451480782","0.128839243380963"
"Etwas zu hoch","1998","Baden-Wuerttemberg","4","30","0.149660456402792","0.100707071371187","0.198613841434397"
"Etwas zu hoch","1998","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Bayern","2","39","0.0989625222948686","0.0677676246586247","0.130157419931112"
"Etwas zu hoch","1998","Bayern","3","21","","",""
"Etwas zu hoch","1998","Bayern","4","17","","",""
"Etwas zu hoch","1998","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Saarland","2","","","",""
"Etwas zu hoch","1998","Saarland","3","","","",""
"Etwas zu hoch","1998","Saarland","4","","","",""
"Etwas zu hoch","1998","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Berlin","2","2","","",""
"Etwas zu hoch","1998","Berlin","3","4","","",""
"Etwas zu hoch","1998","Berlin","4","3","","",""
"Etwas zu hoch","1998","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Brandenburg","2","12","","",""
"Etwas zu hoch","1998","Brandenburg","3","4","","",""
"Etwas zu hoch","1998","Brandenburg","4","2","","",""
"Etwas zu hoch","1998","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","2","4","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","3","4","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Sachsen","2","8","","",""
"Etwas zu hoch","1998","Sachsen","3","11","","",""
"Etwas zu hoch","1998","Sachsen","4","9","","",""
"Etwas zu hoch","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Sachsen-Anhalt","2","12","","",""
"Etwas zu hoch","1998","Sachsen-Anhalt","3","8","","",""
"Etwas zu hoch","1998","Sachsen-Anhalt","4","","","",""
"Etwas zu hoch","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu hoch","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu hoch","1998","Thueringen","2","33","0.172436374018298","0.116145216737825","0.22872753129877"
"Etwas zu hoch","1998","Thueringen","3","18","","",""
"Etwas zu hoch","1998","Thueringen","4","","","",""
"Etwas zu hoch","1998","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Schleswig-Holstein","2","","","",""
"Viel zu hoch","1998","Schleswig-Holstein","3","","","",""
"Viel zu hoch","1998","Schleswig-Holstein","4","","","",""
"Viel zu hoch","1998","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Hamburg","2","","","",""
"Viel zu hoch","1998","Hamburg","3","","","",""
"Viel zu hoch","1998","Hamburg","4","","","",""
"Viel zu hoch","1998","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Niedersachsen","2","","","",""
"Viel zu hoch","1998","Niedersachsen","3","4","","",""
"Viel zu hoch","1998","Niedersachsen","4","","","",""
"Viel zu hoch","1998","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Bremen","2","","","",""
"Viel zu hoch","1998","Bremen","3","","","",""
"Viel zu hoch","1998","Bremen","4","","","",""
"Viel zu hoch","1998","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","2","","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","3","7","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","4","","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Hessen","2","3","","",""
"Viel zu hoch","1998","Hessen","3","1","","",""
"Viel zu hoch","1998","Hessen","4","","","",""
"Viel zu hoch","1998","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","2","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","2","7","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","3","11","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","4","1","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Bayern","2","6","","",""
"Viel zu hoch","1998","Bayern","3","5","","",""
"Viel zu hoch","1998","Bayern","4","7","","",""
"Viel zu hoch","1998","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Saarland","2","","","",""
"Viel zu hoch","1998","Saarland","3","","","",""
"Viel zu hoch","1998","Saarland","4","","","",""
"Viel zu hoch","1998","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Berlin","2","4","","",""
"Viel zu hoch","1998","Berlin","3","2","","",""
"Viel zu hoch","1998","Berlin","4","","","",""
"Viel zu hoch","1998","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Brandenburg","2","","","",""
"Viel zu hoch","1998","Brandenburg","3","","","",""
"Viel zu hoch","1998","Brandenburg","4","2","","",""
"Viel zu hoch","1998","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","2","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","3","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","4","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Sachsen","2","","","",""
"Viel zu hoch","1998","Sachsen","3","2","","",""
"Viel zu hoch","1998","Sachsen","4","2","","",""
"Viel zu hoch","1998","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","2","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","3","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","4","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Viel zu hoch","1998","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Viel zu hoch","1998","Thueringen","2","","","",""
"Viel zu hoch","1998","Thueringen","3","9","","",""
"Viel zu hoch","1998","Thueringen","4","","","",""
"Viel zu hoch","1998","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Schleswig-Holstein","2","23","","",""
"Sehr guenstig","1999","Schleswig-Holstein","3","8","","",""
"Sehr guenstig","1999","Schleswig-Holstein","4","2","","",""
"Sehr guenstig","1999","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Hamburg","2","","","",""
"Sehr guenstig","1999","Hamburg","3","6","","",""
"Sehr guenstig","1999","Hamburg","4","","","",""
"Sehr guenstig","1999","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Niedersachsen","2","34","0.15711048705496","0.107295608805674","0.206925365304246"
"Sehr guenstig","1999","Niedersachsen","3","44","0.237420925883054","0.179595563579598","0.295246288186511"
"Sehr guenstig","1999","Niedersachsen","4","28","","",""
"Sehr guenstig","1999","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Bremen","2","4","","",""
"Sehr guenstig","1999","Bremen","3","","","",""
"Sehr guenstig","1999","Bremen","4","2","","",""
"Sehr guenstig","1999","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Nordrhein-Westfalen","2","63","0.159934227151855","0.12102986899241","0.198838585311301"
"Sehr guenstig","1999","Nordrhein-Westfalen","3","76","0.184168737807385","0.144936725511964","0.223400750102807"
"Sehr guenstig","1999","Nordrhein-Westfalen","4","41","0.14831203120023","0.105840257474331","0.190783804926128"
"Sehr guenstig","1999","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Hessen","2","11","","",""
"Sehr guenstig","1999","Hessen","3","22","","",""
"Sehr guenstig","1999","Hessen","4","21","","",""
"Sehr guenstig","1999","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","2","18","","",""
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","3","15","","",""
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","4","20","","",""
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Sehr guenstig","1999","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Sehr guenstig","1999","Baden-Wuerttemberg","2","32","0.121581966490442","0.0856067295331945","0.15755720344769"
"Sehr guenstig","1999","Baden-Wuerttemberg","3","33","0.120371273552603","0.0803544730300672","0.160388074075138"
"Sehr guenstig","1999","Baden-Wuerttemberg","4","25","","",""
"Sehr guenstig","1999","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
