"pli0098_h","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1997","Hauptschule","direkter Migrationshintergrund","217","0.155885062101108","0.135997309574287","0.17577281462793"
"Min 1x pro Woche","1997","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Min 1x pro Woche","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","Realschule","kein Migrationshintergrund","176","0.0790900661464315","0.0690740876808428","0.0891060446120202"
"Min 1x pro Woche","1997","Realschule","direkter Migrationshintergrund","29","","",""
"Min 1x pro Woche","1997","Realschule","indirekter Migrationshintergrund","5","","",""
"Min 1x pro Woche","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","kein Migrationshintergrund","48","0.0900425526700561","0.0687463193163207","0.111338786023791"
"Min 1x pro Woche","1997","(Fach-)Abitur","direkter Migrationshintergrund","53","0.13176173413146","0.0908062977557754","0.172717170507145"
"Min 1x pro Woche","1997","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1997","AkademikerIn","kein Migrationshintergrund","124","0.100090811633941","0.0851930341952206","0.114988589072662"
"Min 1x pro Woche","1997","AkademikerIn","direkter Migrationshintergrund","20","","",""
"Min 1x pro Woche","1997","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","kein Migrationshintergrund","20","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","direkter Migrationshintergrund","69","0.1522287729897","0.11964680141022","0.18481074456918"
"Min 1x pro Monat","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","Hauptschule","kein Migrationshintergrund","389","0.0970013062295565","0.0880845352178396","0.105918077241273"
"Min 1x pro Monat","1997","Hauptschule","direkter Migrationshintergrund","175","0.115961417971255","0.0984074608819547","0.133515375060555"
"Min 1x pro Monat","1997","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Min 1x pro Monat","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","Realschule","kein Migrationshintergrund","170","0.0663057281983821","0.0570714765498377","0.0755399798469266"
"Min 1x pro Monat","1997","Realschule","direkter Migrationshintergrund","12","","",""
"Min 1x pro Monat","1997","Realschule","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Monat","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","kein Migrationshintergrund","54","0.0682984298245033","0.0495306833033615","0.0870661763456451"
"Min 1x pro Monat","1997","(Fach-)Abitur","direkter Migrationshintergrund","22","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1997","AkademikerIn","kein Migrationshintergrund","117","0.0889303296296641","0.0748008626428232","0.103059796616505"
"Min 1x pro Monat","1997","AkademikerIn","direkter Migrationshintergrund","25","","",""
"Min 1x pro Monat","1997","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","(noch) kein Abschluss","kein Migrationshintergrund","84","0.337066086428015","0.282089019184302","0.392043153671727"
"Seltener","1997","(noch) kein Abschluss","direkter Migrationshintergrund","135","0.256120446337861","0.216532489631909","0.295708403043813"
"Seltener","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Seltener","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","Hauptschule","kein Migrationshintergrund","1236","0.307724898280794","0.293819099654317","0.321630696907272"
"Seltener","1997","Hauptschule","direkter Migrationshintergrund","378","0.290613078156266","0.265719815003565","0.315506341308967"
"Seltener","1997","Hauptschule","indirekter Migrationshintergrund","71","0.327658812959474","0.265210025661553","0.390107600257395"
"Seltener","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","Realschule","kein Migrationshintergrund","756","0.298318719889352","0.281338862732387","0.315298577046318"
"Seltener","1997","Realschule","direkter Migrationshintergrund","43","0.235122677247916","0.167482806503457","0.302762547992375"
"Seltener","1997","Realschule","indirekter Migrationshintergrund","50","0.392197250100445","0.306946850980919","0.477447649219972"
"Seltener","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","(Fach-)Abitur","kein Migrationshintergrund","218","0.314163852193181","0.279629075810561","0.348698628575801"
"Seltener","1997","(Fach-)Abitur","direkter Migrationshintergrund","78","0.301630574359849","0.246055796577958","0.357205352141741"
"Seltener","1997","(Fach-)Abitur","indirekter Migrationshintergrund","24","","",""
"Seltener","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1997","AkademikerIn","kein Migrationshintergrund","397","0.254105483535767","0.232494687762389","0.275716279309145"
"Seltener","1997","AkademikerIn","direkter Migrationshintergrund","56","0.297713873452653","0.231099893077105","0.364327853828201"
"Seltener","1997","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"Seltener","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","(noch) kein Abschluss","kein Migrationshintergrund","162","0.525219299109345","0.467142083411224","0.583296514807465"
"Nie","1997","(noch) kein Abschluss","direkter Migrationshintergrund","167","0.427057887277607","0.382194878462401","0.471920896092813"
"Nie","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","44","0.617107326610494","0.509232609681804","0.724982043539184"
"Nie","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","Hauptschule","kein Migrationshintergrund","2172","0.476197837235459","0.461150743913914","0.491244930557003"
"Nie","1997","Hauptschule","direkter Migrationshintergrund","508","0.437540441771371","0.410342413849368","0.464738469693374"
"Nie","1997","Hauptschule","indirekter Migrationshintergrund","118","0.532874202480161","0.466492635790764","0.599255769169558"
"Nie","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","Realschule","kein Migrationshintergrund","1687","0.556285485765834","0.537847031272314","0.574723940259354"
"Nie","1997","Realschule","direkter Migrationshintergrund","67","0.46405988070731","0.384516368400106","0.543603393014515"
"Nie","1997","Realschule","indirekter Migrationshintergrund","61","0.524342690422446","0.437142483587944","0.611542897256947"
"Nie","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","(Fach-)Abitur","kein Migrationshintergrund","374","0.527495165312259","0.490351844803819","0.5646384858207"
"Nie","1997","(Fach-)Abitur","direkter Migrationshintergrund","109","0.503714602064108","0.443172783203997","0.564256420924219"
"Nie","1997","(Fach-)Abitur","indirekter Migrationshintergrund","31","0.646896916542238","0.5259650485332","0.767828784551276"
"Nie","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1997","AkademikerIn","kein Migrationshintergrund","921","0.556873375200628","0.532214845193382","0.581531905207874"
"Nie","1997","AkademikerIn","direkter Migrationshintergrund","80","0.485763898208508","0.412951941438998","0.558575854978018"
"Nie","1997","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"Nie","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Taeglich","1998","(noch) kein Abschluss","direkter Migrationshintergrund","17","","",""
"Taeglich","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Taeglich","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","Hauptschule","kein Migrationshintergrund","19","","",""
"Taeglich","1998","Hauptschule","direkter Migrationshintergrund","30","0.0246662607425958","0.0159591409176698","0.0333733805675217"
"Taeglich","1998","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Taeglich","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","Realschule","kein Migrationshintergrund","6","","",""
"Taeglich","1998","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1998","Realschule","indirekter Migrationshintergrund","1","","",""
"Taeglich","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1998","(Fach-)Abitur","direkter Migrationshintergrund","4","","",""
"Taeglich","1998","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Taeglich","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1998","AkademikerIn","kein Migrationshintergrund","6","","",""
"Taeglich","1998","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","kein Migrationshintergrund","16","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","direkter Migrationshintergrund","79","0.186556513899091","0.149779339631585","0.223333688166596"
"Min 1x pro Woche","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","Hauptschule","kein Migrationshintergrund","484","0.112099279509992","0.103095086253836","0.121103472766148"
"Min 1x pro Woche","1998","Hauptschule","direkter Migrationshintergrund","185","0.151210358694511","0.131099202203458","0.171321515185563"
"Min 1x pro Woche","1998","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Min 1x pro Woche","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","Realschule","kein Migrationshintergrund","187","0.0740617559822067","0.0648374090527382","0.0832861029116751"
"Min 1x pro Woche","1998","Realschule","direkter Migrationshintergrund","22","","",""
"Min 1x pro Woche","1998","Realschule","indirekter Migrationshintergrund","5","","",""
"Min 1x pro Woche","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","kein Migrationshintergrund","50","0.0783292133817048","0.0598938031827597","0.0967646235806499"
"Min 1x pro Woche","1998","(Fach-)Abitur","direkter Migrationshintergrund","56","0.178919308070068","0.131783304559543","0.226055311580594"
"Min 1x pro Woche","1998","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1998","AkademikerIn","kein Migrationshintergrund","129","0.08882221182407","0.0754666626265266","0.102177761021613"
"Min 1x pro Woche","1998","AkademikerIn","direkter Migrationshintergrund","24","","",""
"Min 1x pro Woche","1998","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","kein Migrationshintergrund","20","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","direkter Migrationshintergrund","65","0.149200454227002","0.115564159183187","0.182836749270817"
"Min 1x pro Monat","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","Hauptschule","kein Migrationshintergrund","457","0.10538440002005","0.0966211018258085","0.114147698214292"
"Min 1x pro Monat","1998","Hauptschule","direkter Migrationshintergrund","171","0.137620493451148","0.118281360133379","0.156959626768917"
"Min 1x pro Monat","1998","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Min 1x pro Monat","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","Realschule","kein Migrationshintergrund","227","0.0733801656095317","0.064194983846934","0.0825653473721295"
"Min 1x pro Monat","1998","Realschule","direkter Migrationshintergrund","15","","",""
"Min 1x pro Monat","1998","Realschule","indirekter Migrationshintergrund","8","","",""
"Min 1x pro Monat","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","kein Migrationshintergrund","65","0.0768658163149524","0.0585889367481053","0.0951426958817995"
"Min 1x pro Monat","1998","(Fach-)Abitur","direkter Migrationshintergrund","31","0.10488554155718","0.067204028655039","0.14256705445932"
"Min 1x pro Monat","1998","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","AkademikerIn","kein Migrationshintergrund","135","0.0893965155121869","0.0760020821174857","0.102790948906888"
"Min 1x pro Monat","1998","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Min 1x pro Monat","1998","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","(noch) kein Abschluss","kein Migrationshintergrund","92","0.307599654374115","0.256143134456218","0.359056174292013"
"Seltener","1998","(noch) kein Abschluss","direkter Migrationshintergrund","119","0.265198485752902","0.223523064606877","0.306873906898926"
"Seltener","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","22","","",""
"Seltener","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","Hauptschule","kein Migrationshintergrund","1452","0.313918876051562","0.300673702793935","0.32716404930919"
"Seltener","1998","Hauptschule","direkter Migrationshintergrund","356","0.274986647701997","0.249921224361972","0.300052071042022"
"Seltener","1998","Hauptschule","indirekter Migrationshintergrund","73","0.302499856660874","0.241663839910799","0.363335873410948"
"Seltener","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","Realschule","kein Migrationshintergrund","827","0.292069284587771","0.276052109008277","0.308086460167265"
"Seltener","1998","Realschule","direkter Migrationshintergrund","45","0.257965543090978","0.18600460681421","0.329926479367746"
"Seltener","1998","Realschule","indirekter Migrationshintergrund","50","0.367755895876309","0.286715630794616","0.448796160958002"
"Seltener","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","(Fach-)Abitur","kein Migrationshintergrund","259","0.308897439874548","0.27719582271373","0.340599057035366"
"Seltener","1998","(Fach-)Abitur","direkter Migrationshintergrund","67","0.252774118151945","0.199327099114743","0.306221137189148"
"Seltener","1998","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.47111762381117","0.352475788101078","0.589759459521263"
"Seltener","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","AkademikerIn","kein Migrationshintergrund","469","0.267534481471601","0.246752695295198","0.288316267648004"
"Seltener","1998","AkademikerIn","direkter Migrationshintergrund","65","0.356782471740673","0.288486061159103","0.425078882322242"
"Seltener","1998","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Seltener","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","(noch) kein Abschluss","kein Migrationshintergrund","178","0.533162377305","0.477535904401503","0.588788850208496"
"Nie","1998","(noch) kein Abschluss","direkter Migrationshintergrund","151","0.349096743744743","0.304093835845477","0.394099651644009"
"Nie","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","38","0.553044740600858","0.445434568948843","0.660654912252872"
"Nie","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","Hauptschule","kein Migrationshintergrund","2304","0.464527749797983","0.450293469654785","0.478762029941181"
"Nie","1998","Hauptschule","direkter Migrationshintergrund","477","0.411516239409749","0.383890941589428","0.43914153723007"
"Nie","1998","Hauptschule","indirekter Migrationshintergrund","104","0.501686599423594","0.43546592993825","0.567907268908938"
"Nie","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","Realschule","kein Migrationshintergrund","1849","0.558827522117614","0.541337485681095","0.576317558554133"
"Nie","1998","Realschule","direkter Migrationshintergrund","60","0.46179585682369","0.379798009086227","0.543793704561153"
"Nie","1998","Realschule","indirekter Migrationshintergrund","72","0.51716706836254","0.433183850692886","0.601150286032194"
"Nie","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","(Fach-)Abitur","kein Migrationshintergrund","442","0.535907530428795","0.501689878655396","0.570125182202194"
"Nie","1998","(Fach-)Abitur","direkter Migrationshintergrund","96","0.447772937646165","0.386619764513147","0.508926110779182"
"Nie","1998","(Fach-)Abitur","indirekter Migrationshintergrund","31","0.440459831056211","0.322465151975571","0.558454510136851"
"Nie","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","AkademikerIn","kein Migrationshintergrund","1004","0.547852465122366","0.52448716890492","0.571217761339812"
"Nie","1998","AkademikerIn","direkter Migrationshintergrund","78","0.40085234850442","0.33098466636248","0.47072003064636"
"Nie","1998","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"Nie","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","kein Migrationshintergrund","10","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","direkter Migrationshintergrund","76","0.185821029344959","0.147892606887389","0.223749451802529"
"Min 1x pro Woche","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","Hauptschule","kein Migrationshintergrund","475","0.11551465661978","0.106307586268885","0.124721726970674"
"Min 1x pro Woche","1999","Hauptschule","direkter Migrationshintergrund","173","0.153376745411136","0.132403462295679","0.174350028526594"
"Min 1x pro Woche","1999","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Min 1x pro Woche","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","Realschule","kein Migrationshintergrund","182","0.0726536659538205","0.063525214475201","0.0817821174324401"
"Min 1x pro Woche","1999","Realschule","direkter Migrationshintergrund","24","","",""
"Min 1x pro Woche","1999","Realschule","indirekter Migrationshintergrund","7","","",""
"Min 1x pro Woche","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","kein Migrationshintergrund","43","0.0717715443942667","0.0541052790335576","0.0894378097549759"
"Min 1x pro Woche","1999","(Fach-)Abitur","direkter Migrationshintergrund","51","0.189887372151166","0.139953567128202","0.239821177174129"
"Min 1x pro Woche","1999","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","AkademikerIn","kein Migrationshintergrund","112","0.0832063655589402","0.0702364219891393","0.0961763091287412"
"Min 1x pro Woche","1999","AkademikerIn","direkter Migrationshintergrund","23","","",""
"Min 1x pro Woche","1999","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","direkter Migrationshintergrund","64","0.164666675807704","0.12850153409503","0.200831817520377"
"Min 1x pro Monat","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","Hauptschule","kein Migrationshintergrund","406","0.0909783386175081","0.0826948417461306","0.0992618354888855"
"Min 1x pro Monat","1999","Hauptschule","direkter Migrationshintergrund","154","0.118698511398864","0.0998738812698893","0.137523141527839"
"Min 1x pro Monat","1999","Hauptschule","indirekter Migrationshintergrund","21","","",""
"Min 1x pro Monat","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","Realschule","kein Migrationshintergrund","216","0.0718732521466444","0.0627901403842311","0.0809563639090577"
"Min 1x pro Monat","1999","Realschule","direkter Migrationshintergrund","14","","",""
"Min 1x pro Monat","1999","Realschule","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Monat","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","kein Migrationshintergrund","53","0.0508877722960958","0.0358457347369666","0.0659298098552249"
"Min 1x pro Monat","1999","(Fach-)Abitur","direkter Migrationshintergrund","30","0.134056504356477","0.0906791919239028","0.177433816789051"
"Min 1x pro Monat","1999","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","AkademikerIn","kein Migrationshintergrund","133","0.0850511279754258","0.0719513942613428","0.0981508616895088"
"Min 1x pro Monat","1999","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Min 1x pro Monat","1999","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","(noch) kein Abschluss","kein Migrationshintergrund","104","0.391270935075256","0.336589715638755","0.445952154511757"
"Seltener","1999","(noch) kein Abschluss","direkter Migrationshintergrund","119","0.268261712473665","0.225058638908228","0.311464786039101"
"Seltener","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","24","","",""
"Seltener","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","Hauptschule","kein Migrationshintergrund","1483","0.328201588642434","0.314676272622601","0.341726904662266"
"Seltener","1999","Hauptschule","direkter Migrationshintergrund","354","0.301901230128478","0.275181476990136","0.32862098326682"
"Seltener","1999","Hauptschule","indirekter Migrationshintergrund","73","0.306233383502458","0.246404123270787","0.366062643734129"
"Seltener","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","Realschule","kein Migrationshintergrund","847","0.29848322668838","0.282390621352739","0.314575832024021"
"Seltener","1999","Realschule","direkter Migrationshintergrund","47","0.322612451257153","0.242864360826047","0.40236054168826"
"Seltener","1999","Realschule","indirekter Migrationshintergrund","37","0.28033436357802","0.203418486852892","0.357250240303149"
"Seltener","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","(Fach-)Abitur","kein Migrationshintergrund","287","0.341330099092138","0.308876537337152","0.373783660847124"
"Seltener","1999","(Fach-)Abitur","direkter Migrationshintergrund","63","0.283642990430629","0.22625451293437","0.341031467926888"
"Seltener","1999","(Fach-)Abitur","indirekter Migrationshintergrund","36","0.444862714179148","0.331636904861421","0.558088523496874"
"Seltener","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","AkademikerIn","kein Migrationshintergrund","493","0.291778835814049","0.270431909071423","0.313125762556675"
"Seltener","1999","AkademikerIn","direkter Migrationshintergrund","56","0.335884604595836","0.266695390322573","0.4050738188691"
"Seltener","1999","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Seltener","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","(noch) kein Abschluss","kein Migrationshintergrund","171","0.532291932536565","0.476387048580066","0.588196816493063"
"Nie","1999","(noch) kein Abschluss","direkter Migrationshintergrund","145","0.381250582373673","0.333889669152875","0.42861149559447"
"Nie","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","37","0.558627400444416","0.448431714936389","0.668823085952443"
"Nie","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","Hauptschule","kein Migrationshintergrund","2266","0.465305416120279","0.450937971167268","0.479672861073289"
"Nie","1999","Hauptschule","direkter Migrationshintergrund","453","0.426023513061521","0.397242544883781","0.454804481239261"
"Nie","1999","Hauptschule","indirekter Migrationshintergrund","119","0.555604341915645","0.491106024304508","0.620102659526782"
"Nie","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","Realschule","kein Migrationshintergrund","1861","0.556989855211155","0.53952046105888","0.57445924936343"
"Nie","1999","Realschule","direkter Migrationshintergrund","47","0.381659846529121","0.298786841717885","0.464532851340357"
"Nie","1999","Realschule","indirekter Migrationshintergrund","81","0.606258444301196","0.522592836575331","0.68992405202706"
"Nie","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","(Fach-)Abitur","kein Migrationshintergrund","437","0.5360105842175","0.501877000749955","0.570144167685045"
"Nie","1999","(Fach-)Abitur","direkter Migrationshintergrund","93","0.392413133061729","0.330247569680833","0.454578696442624"
"Nie","1999","(Fach-)Abitur","indirekter Migrationshintergrund","29","","",""
"Nie","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","AkademikerIn","kein Migrationshintergrund","1004","0.539963670651585","0.516559009873071","0.563368331430099"
"Nie","1999","AkademikerIn","direkter Migrationshintergrund","78","0.436815461840228","0.364155370689781","0.509475552990675"
"Nie","1999","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"Nie","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
