"pli0098_h","year","migback","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1997","indirekter Migrationshintergrund","Westdeutschland","41","0.0701420948578405","0.0487009732593702","0.0915832164563108"
"Min 1x pro Woche","1997","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","kein Migrationshintergrund","Westdeutschland","601","0.0940947105809279","0.0868668860578332","0.101322535104023"
"Min 1x pro Monat","1997","kein Migrationshintergrund","Ostdeutschland","161","0.0491555269152762","0.0419529448960094","0.0563581089345429"
"Min 1x pro Monat","1997","direkter Migrationshintergrund","Westdeutschland","314","0.113135857728407","0.100265856623833","0.126005858832981"
"Min 1x pro Monat","1997","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"Min 1x pro Monat","1997","indirekter Migrationshintergrund","Westdeutschland","38","0.051954509680895","0.0333217984428664","0.0705872209189236"
"Min 1x pro Monat","1997","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1997","kein Migrationshintergrund","Westdeutschland","2160","0.335525133780176","0.323835917199734","0.347214350360617"
"Seltener","1997","kein Migrationshintergrund","Ostdeutschland","566","0.164300350925282","0.151955335219593","0.176645366630971"
"Seltener","1997","direkter Migrationshintergrund","Westdeutschland","698","0.29133649795677","0.272874981143989","0.30979801476955"
"Seltener","1997","direkter Migrationshintergrund","Ostdeutschland","22","","",""
"Seltener","1997","indirekter Migrationshintergrund","Westdeutschland","189","0.337636491898795","0.297933546332339","0.37733943746525"
"Seltener","1997","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Seltener","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1997","kein Migrationshintergrund","Westdeutschland","2800","0.447353180261889","0.435043898886011","0.459662461637767"
"Nie","1997","kein Migrationshintergrund","Ostdeutschland","2626","0.755687342085104","0.741372342179399","0.770002341990808"
"Nie","1997","direkter Migrationshintergrund","Westdeutschland","881","0.431162247110847","0.411040556419096","0.451283937802598"
"Nie","1997","direkter Migrationshintergrund","Ostdeutschland","91","0.67640232199579","0.595979064846547","0.756825579145033"
"Nie","1997","indirekter Migrationshintergrund","Westdeutschland","277","0.54026690356247","0.498425436192072","0.582108370932868"
"Nie","1997","indirekter Migrationshintergrund","Ostdeutschland","19","","",""
"Nie","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","1998","kein Migrationshintergrund","Westdeutschland","29","","",""
"Taeglich","1998","kein Migrationshintergrund","Ostdeutschland","5","","",""
"Taeglich","1998","direkter Migrationshintergrund","Westdeutschland","54","0.0228339650484871","0.0166864243382307","0.0289815057587434"
"Taeglich","1998","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Taeglich","1998","indirekter Migrationshintergrund","Westdeutschland","8","","",""
"Taeglich","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1998","kein Migrationshintergrund","Westdeutschland","791","0.112321027341668","0.105156641475915","0.119485413207422"
"Min 1x pro Woche","1998","kein Migrationshintergrund","Ostdeutschland","118","0.0337702780215824","0.027952210604676","0.0395883454384888"
"Min 1x pro Woche","1998","direkter Migrationshintergrund","Westdeutschland","392","0.164763441977404","0.149496159487694","0.180030724467115"
"Min 1x pro Woche","1998","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Min 1x pro Woche","1998","indirekter Migrationshintergrund","Westdeutschland","40","0.0611269385943672","0.0414602869519477","0.0807935902367867"
"Min 1x pro Woche","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1998","kein Migrationshintergrund","Westdeutschland","784","0.105128211032331","0.098168991860887","0.112087430203776"
"Min 1x pro Monat","1998","kein Migrationshintergrund","Ostdeutschland","170","0.0485349865903423","0.041613568182314","0.0554564049983707"
"Min 1x pro Monat","1998","direkter Migrationshintergrund","Westdeutschland","319","0.141840953011921","0.127482380066422","0.156199525957419"
"Min 1x pro Monat","1998","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Min 1x pro Monat","1998","indirekter Migrationshintergrund","Westdeutschland","49","0.0836812674136423","0.0609487218433419","0.106413812983943"
"Min 1x pro Monat","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1998","kein Migrationshintergrund","Westdeutschland","2577","0.33672322616828","0.326000520120111","0.347445932216449"
"Seltener","1998","kein Migrationshintergrund","Ostdeutschland","654","0.173033535217118","0.160849803577521","0.185217266856715"
"Seltener","1998","direkter Migrationshintergrund","Westdeutschland","670","0.285598501680655","0.267008659337403","0.304188344023908"
"Seltener","1998","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"Seltener","1998","indirekter Migrationshintergrund","Westdeutschland","203","0.342685110309353","0.303722771764909","0.381647448853798"
"Seltener","1998","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Seltener","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1998","kein Migrationshintergrund","Westdeutschland","3281","0.441829152109191","0.430561557129794","0.453096747088588"
"Nie","1998","kein Migrationshintergrund","Ostdeutschland","2756","0.743579357628149","0.729515275644854","0.757643439611444"
"Nie","1998","direkter Migrationshintergrund","Westdeutschland","833","0.384963138281533","0.364937484117517","0.404988792445548"
"Nie","1998","direkter Migrationshintergrund","Ostdeutschland","81","0.715547706735057","0.633447715036413","0.7976476984337"
"Nie","1998","indirekter Migrationshintergrund","Westdeutschland","270","0.5048820600706","0.463837088032371","0.545927032108828"
"Nie","1998","indirekter Migrationshintergrund","Ostdeutschland","23","","",""
"Nie","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","1999","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1999","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1999","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1999","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1999","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","kein Migrationshintergrund","Westdeutschland","726","0.111016905444307","0.103750879613375","0.118282931275239"
"Min 1x pro Woche","1999","kein Migrationshintergrund","Ostdeutschland","109","0.0307428011930275","0.0251250105662311","0.036360591819824"
"Min 1x pro Woche","1999","direkter Migrationshintergrund","Westdeutschland","361","0.165461874358834","0.149519282522443","0.181404466195224"
"Min 1x pro Woche","1999","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Min 1x pro Woche","1999","indirekter Migrationshintergrund","Westdeutschland","41","0.0534508425337698","0.0351924441876972","0.0717092408798424"
"Min 1x pro Woche","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","kein Migrationshintergrund","Westdeutschland","682","0.0904147560095741","0.0837819546963507","0.0970475573227976"
"Min 1x pro Monat","1999","kein Migrationshintergrund","Ostdeutschland","160","0.0451694791822186","0.0384108284945058","0.0519281298699313"
"Min 1x pro Monat","1999","direkter Migrationshintergrund","Westdeutschland","292","0.130469184895071","0.116018669739877","0.144919700050264"
"Min 1x pro Monat","1999","direkter Migrationshintergrund","Ostdeutschland","7","","",""
"Min 1x pro Monat","1999","indirekter Migrationshintergrund","Westdeutschland","48","0.0802215776357045","0.0581719620979939","0.102271193173415"
"Min 1x pro Monat","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","1999","kein Migrationshintergrund","Westdeutschland","2593","0.354452630624911","0.343388971477023","0.365516289772798"
"Seltener","1999","kein Migrationshintergrund","Ostdeutschland","671","0.182808768924356","0.17023010035757","0.195387437491141"
"Seltener","1999","direkter Migrationshintergrund","Westdeutschland","644","0.304474434895238","0.284731176389982","0.324217693400494"
"Seltener","1999","direkter Migrationshintergrund","Ostdeutschland","25","","",""
"Seltener","1999","indirekter Migrationshintergrund","Westdeutschland","201","0.338468078542124","0.300057745364693","0.376878411719554"
"Seltener","1999","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Seltener","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","1999","kein Migrationshintergrund","Westdeutschland","3180","0.444115707921208","0.432623700554478","0.455607715287938"
"Nie","1999","kein Migrationshintergrund","Ostdeutschland","2687","0.741278950700398","0.727026779542783","0.755531121858013"
"Nie","1999","direkter Migrationshintergrund","Westdeutschland","790","0.399594505850857","0.378580011257878","0.420609000443837"
"Nie","1999","direkter Migrationshintergrund","Ostdeutschland","69","0.643084919214174","0.551881363500049","0.734288474928299"
"Nie","1999","indirekter Migrationshintergrund","Westdeutschland","293","0.527859501288402","0.487335845999282","0.568383156577521"
"Nie","1999","indirekter Migrationshintergrund","Ostdeutschland","20","","",""
"Nie","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2000","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2000","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2000","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2000","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2000","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2001","kein Migrationshintergrund","Westdeutschland","1346","0.108886073912223","0.103495668866368","0.114276478958079"
"Min 1x pro Woche","2001","kein Migrationshintergrund","Ostdeutschland","172","0.0324135697689017","0.0276290349197176","0.0371981046180859"
"Min 1x pro Woche","2001","direkter Migrationshintergrund","Westdeutschland","450","0.159849400747764","0.146221905246878","0.17347689624865"
"Min 1x pro Woche","2001","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Westdeutschland","55","0.0657176886750641","0.0478404633648","0.0835949139853281"
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Westdeutschland","1439","0.10632146196137","0.100987256380768","0.111655667541972"
"Min 1x pro Monat","2001","kein Migrationshintergrund","Ostdeutschland","239","0.0427773632143262","0.0373104158584806","0.0482443105701717"
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Westdeutschland","363","0.122546783797916","0.110352819635588","0.134740747960243"
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Westdeutschland","53","0.0664705020319672","0.0484984191696037","0.0844425848943308"
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2001","kein Migrationshintergrund","Westdeutschland","4418","0.335458017106443","0.327287511832557","0.34362852238033"
"Seltener","2001","kein Migrationshintergrund","Ostdeutschland","917","0.167847569915308","0.157750615911272","0.177944523919345"
"Seltener","2001","direkter Migrationshintergrund","Westdeutschland","854","0.301679954449495","0.284611961623785","0.318747947275206"
"Seltener","2001","direkter Migrationshintergrund","Ostdeutschland","20","","",""
"Seltener","2001","indirekter Migrationshintergrund","Westdeutschland","232","0.31069303230056","0.27730490957193","0.344081155029191"
"Seltener","2001","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2001","kein Migrationshintergrund","Westdeutschland","5625","0.449334447019963","0.440726542773379","0.457942351266548"
"Nie","2001","kein Migrationshintergrund","Ostdeutschland","3935","0.756961497101464","0.745373567677364","0.768549426525563"
"Nie","2001","direkter Migrationshintergrund","Westdeutschland","1111","0.415923861004825","0.39759550041197","0.43425222159768"
"Nie","2001","direkter Migrationshintergrund","Ostdeutschland","84","0.683901324712809","0.600712396616787","0.767090252808831"
"Nie","2001","indirekter Migrationshintergrund","Westdeutschland","398","0.557118776992409","0.521281298773057","0.592956255211761"
"Nie","2001","indirekter Migrationshintergrund","Ostdeutschland","22","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2003","kein Migrationshintergrund","Westdeutschland","40","0.00416530603494915","0.00307751401113019","0.00525309805876811"
"Taeglich","2003","kein Migrationshintergrund","Ostdeutschland","6","","",""
"Taeglich","2003","direkter Migrationshintergrund","Westdeutschland","30","0.00948230681975483","0.00567494839391689","0.0132896652455928"
"Taeglich","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","Westdeutschland","1","","",""
"Taeglich","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","Westdeutschland","1362","0.10416900260488","0.0990094614399168","0.109328543769843"
"Min 1x pro Woche","2003","kein Migrationshintergrund","Ostdeutschland","147","0.027019347199509","0.0226081757239949","0.0314305186750231"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Westdeutschland","376","0.151603939321743","0.137514613661635","0.16569326498185"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Westdeutschland","67","0.0902723165162013","0.0696805017815014","0.110864131250901"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","Westdeutschland","1405","0.101384459638601","0.0962864407083382","0.106482478568864"
"Min 1x pro Monat","2003","kein Migrationshintergrund","Ostdeutschland","252","0.0426840319870884","0.037184512035669","0.0481835519385078"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Westdeutschland","354","0.134004166402441","0.120621190537539","0.147387142267342"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Ostdeutschland","12","","",""
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Westdeutschland","72","0.0714256569782606","0.052920316290109","0.0899309976664123"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2003","kein Migrationshintergrund","Westdeutschland","4764","0.34411708157755","0.336093005055735","0.352141158099366"
"Seltener","2003","kein Migrationshintergrund","Ostdeutschland","877","0.160712957561452","0.150721125686458","0.170704789436446"
"Seltener","2003","direkter Migrationshintergrund","Westdeutschland","771","0.298561710574223","0.280583459866735","0.316539961281711"
"Seltener","2003","direkter Migrationshintergrund","Ostdeutschland","19","","",""
"Seltener","2003","indirekter Migrationshintergrund","Westdeutschland","248","0.299731538592854","0.266811515718294","0.332651561467413"
"Seltener","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2003","kein Migrationshintergrund","Westdeutschland","5895","0.446164150144019","0.437768261811943","0.454560038476095"
"Nie","2003","kein Migrationshintergrund","Ostdeutschland","3908","0.768538357255933","0.75706377980978","0.780012934702085"
"Nie","2003","direkter Migrationshintergrund","Westdeutschland","958","0.406347876881839","0.387052616087395","0.425643137676283"
"Nie","2003","direkter Migrationshintergrund","Ostdeutschland","69","0.648669968085303","0.556921049360044","0.740418886810563"
"Nie","2003","indirekter Migrationshintergrund","Westdeutschland","356","0.537223552849479","0.501395371040043","0.573051734658915"
"Nie","2003","indirekter Migrationshintergrund","Ostdeutschland","29","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
