"pli0098_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Nie","1999","direkter Migrationshintergrund","maennlich","459","0.447314182631792","0.418129420933814","0.476498944329771"
"Nie","1999","direkter Migrationshintergrund","weiblich","409","0.395247178475236","0.366329044744178","0.424165312206294"
"Nie","1999","indirekter Migrationshintergrund","maennlich","168","0.550972524559667","0.495603270439952","0.606341778679381"
"Nie","1999","indirekter Migrationshintergrund","weiblich","147","0.520091332184983","0.463651729455101","0.576530934914864"
"Taeglich","2000","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2000","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2000","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2000","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2000","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2000","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2000","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2000","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2000","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2000","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2000","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2000","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2000","kein Migrationshintergrund","maennlich","","","",""
"Nie","2000","kein Migrationshintergrund","weiblich","","","",""
"Nie","2000","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2000","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2001","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2001","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2001","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2001","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2001","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2001","kein Migrationshintergrund","maennlich","598","0.0731496805045079","0.0676748054642071","0.0786245555448087"
"Min 1x pro Woche","2001","kein Migrationshintergrund","weiblich","927","0.110568438440794","0.104263373230764","0.116873503650823"
"Min 1x pro Woche","2001","direkter Migrationshintergrund","maennlich","229","0.156896711053183","0.138091984671903","0.175701437434463"
"Min 1x pro Woche","2001","direkter Migrationshintergrund","weiblich","226","0.152408187253988","0.134152496620158","0.170663877887819"
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","weiblich","31","0.0887692580347994","0.060686131513919","0.11685238455568"
"Min 1x pro Monat","2001","kein Migrationshintergrund","maennlich","701","0.0811691399881978","0.0754269646290991","0.0869113153472964"
"Min 1x pro Monat","2001","kein Migrationshintergrund","weiblich","992","0.104579778911181","0.0984272305663436","0.110732327256018"
"Min 1x pro Monat","2001","direkter Migrationshintergrund","maennlich","165","0.110328707442453","0.0941300597235407","0.126527355161365"
"Min 1x pro Monat","2001","direkter Migrationshintergrund","weiblich","213","0.133621700656541","0.116339739587841","0.15090366172524"
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","weiblich","34","0.0860267608247486","0.0583392760082474","0.11371424564125"
"Seltener","2001","kein Migrationshintergrund","maennlich","2531","0.296142605419886","0.2865429426313","0.305742268208472"
"Seltener","2001","kein Migrationshintergrund","weiblich","2820","0.301452575575139","0.292226326524635","0.310678824625643"
"Seltener","2001","direkter Migrationshintergrund","maennlich","426","0.279310659644454","0.256113355777987","0.30250796351092"
"Seltener","2001","direkter Migrationshintergrund","weiblich","458","0.305329487712988","0.281937100255557","0.328721875170419"
"Seltener","2001","indirekter Migrationshintergrund","maennlich","101","0.255751326339621","0.211827873985031","0.299674778694212"
"Seltener","2001","indirekter Migrationshintergrund","weiblich","133","0.343070760421398","0.296194697456345","0.389946823386451"
"Nie","2001","kein Migrationshintergrund","maennlich","4859","0.549538574087408","0.539077143271838","0.560000004902978"
"Nie","2001","kein Migrationshintergrund","weiblich","4764","0.483399207072887","0.473351933504333","0.49344648064144"
"Nie","2001","direkter Migrationshintergrund","maennlich","617","0.45346392185991","0.427724398831444","0.479203444888376"
"Nie","2001","direkter Migrationshintergrund","weiblich","592","0.408640624376483","0.383671848271357","0.433609400481609"
"Nie","2001","indirekter Migrationshintergrund","maennlich","230","0.647387708825335","0.599286118606062","0.695489299044609"
"Nie","2001","indirekter Migrationshintergrund","weiblich","196","0.482133220719054","0.432793971719963","0.531472469718145"
"Taeglich","2002","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2002","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2002","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2002","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2002","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2002","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2002","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2002","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2002","kein Migrationshintergrund","maennlich","","","",""
"Nie","2002","kein Migrationshintergrund","weiblich","","","",""
"Nie","2002","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2002","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2003","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2003","kein Migrationshintergrund","weiblich","31","0.00468529237658838","0.00332813716767299","0.00604244758550378"
"Taeglich","2003","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2003","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","maennlich","624","0.0695231830776546","0.0642763895731893","0.07476997658212"
"Min 1x pro Woche","2003","kein Migrationshintergrund","weiblich","894","0.102810102667627","0.0967742164800514","0.108845988855202"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","maennlich","173","0.134000727795095","0.11519877795129","0.152802677638901"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","weiblich","210","0.162231853005673","0.142609628851378","0.181854077159968"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","maennlich","33","0.0805471687727118","0.0529666673873575","0.108127670158066"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","weiblich","39","0.109368398677703","0.0791583698493058","0.139578427506101"
"Min 1x pro Monat","2003","kein Migrationshintergrund","maennlich","681","0.0751706167672988","0.0697314642567974","0.0806097692778002"
"Min 1x pro Monat","2003","kein Migrationshintergrund","weiblich","988","0.102534094372708","0.0965053886154612","0.108562800129955"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","maennlich","163","0.113324910254769","0.0958290422560107","0.130820778253527"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","weiblich","206","0.14902030166181","0.130066315246552","0.167974288077068"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","maennlich","35","0.0784990858752673","0.0512411807986605","0.105756990951874"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","weiblich","38","0.0500744696300034","0.0289634542707385","0.0711854849892683"
"Seltener","2003","kein Migrationshintergrund","maennlich","2663","0.297145874998813","0.287718434030627","0.306573315966999"
"Seltener","2003","kein Migrationshintergrund","weiblich","2997","0.311006644901968","0.301806952445943","0.320206337357993"
"Seltener","2003","direkter Migrationshintergrund","maennlich","371","0.289909977039233","0.264867410646568","0.314952543431897"
"Seltener","2003","direkter Migrationshintergrund","weiblich","425","0.293374736638611","0.269140788017874","0.317608685259348"
"Seltener","2003","indirekter Migrationshintergrund","maennlich","108","0.226971893625588","0.184520106995153","0.269423680256022"
"Seltener","2003","indirekter Migrationshintergrund","weiblich","140","0.31863373004739","0.273532088212514","0.363735371882266"
"Nie","2003","kein Migrationshintergrund","maennlich","5043","0.555890111063942","0.545640295145269","0.566139926982616"
"Nie","2003","kein Migrationshintergrund","weiblich","4816","0.478963865681108","0.469035763116742","0.488891968245475"
"Nie","2003","direkter Migrationshintergrund","maennlich","538","0.451120654065003","0.423655923189963","0.478585384940042"
"Nie","2003","direkter Migrationshintergrund","weiblich","501","0.387814497639343","0.361880361480678","0.413748633798008"
"Nie","2003","indirekter Migrationshintergrund","maennlich","198","0.613981851726433","0.564642445506699","0.663321257946167"
"Nie","2003","indirekter Migrationshintergrund","weiblich","192","0.519546637853938","0.471185773940579","0.567907501767296"
"Taeglich","2004","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2004","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2004","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2004","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2004","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2004","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2004","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2004","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2004","kein Migrationshintergrund","maennlich","","","",""
"Nie","2004","kein Migrationshintergrund","weiblich","","","",""
"Nie","2004","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2004","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2005","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2005","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2005","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2005","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","maennlich","550","0.0654534259935273","0.0601558863908094","0.0707509655962451"
"Min 1x pro Woche","2005","kein Migrationshintergrund","weiblich","791","0.0972924873304806","0.0912125759740289","0.103372398686932"
"Min 1x pro Woche","2005","direkter Migrationshintergrund","maennlich","154","0.12325281107378","0.103966391908307","0.142539230239253"
"Min 1x pro Woche","2005","direkter Migrationshintergrund","weiblich","202","0.159487277848736","0.139214758482499","0.179759797214973"
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","maennlich","38","0.0993116243439088","0.0701477827956601","0.128475465892158"
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","weiblich","39","0.1029851068503","0.0740889114898198","0.13188130221078"
"Min 1x pro Monat","2005","kein Migrationshintergrund","maennlich","609","0.0659840996050866","0.0606666384299331","0.0713015607802401"
"Min 1x pro Monat","2005","kein Migrationshintergrund","weiblich","931","0.101470624341432","0.0952759230136541","0.107665325669211"
"Min 1x pro Monat","2005","direkter Migrationshintergrund","maennlich","115","0.0817920762103852","0.0657137021555849","0.0978704502651855"
"Min 1x pro Monat","2005","direkter Migrationshintergrund","weiblich","199","0.1447935444043","0.125309341639797","0.164277747168803"
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","weiblich","30","0.04949976033437","0.0288777362636325","0.0701217844051075"
"Seltener","2005","kein Migrationshintergrund","maennlich","2542","0.312415031909976","0.302487605117088","0.322342458702863"
"Seltener","2005","kein Migrationshintergrund","weiblich","2841","0.309547130950758","0.300062630170576","0.31903163173094"
"Seltener","2005","direkter Migrationshintergrund","maennlich","335","0.290841278208823","0.264196277242943","0.317486279174703"
"Seltener","2005","direkter Migrationshintergrund","weiblich","372","0.279761342232811","0.254906865692978","0.304615818772643"
"Seltener","2005","indirekter Migrationshintergrund","maennlich","101","0.20157708229434","0.162457475308519","0.240696689280161"
"Seltener","2005","indirekter Migrationshintergrund","weiblich","132","0.327527404419846","0.282908927307564","0.372145881532128"
"Nie","2005","kein Migrationshintergrund","maennlich","4672","0.55614744249141","0.545505476151171","0.56678940883165"
"Nie","2005","kein Migrationshintergrund","weiblich","4564","0.491689757377329","0.481433377995962","0.501946136758696"
"Nie","2005","direkter Migrationshintergrund","maennlich","512","0.504113834507012","0.474779833816151","0.533447835197872"
"Nie","2005","direkter Migrationshintergrund","weiblich","480","0.415957835514154","0.388666844197645","0.443248826830663"
"Nie","2005","indirekter Migrationshintergrund","maennlich","238","0.630066919648612","0.582989534547335","0.677144304749889"
"Nie","2005","indirekter Migrationshintergrund","weiblich","224","0.519987728395484","0.472489616811937","0.56748583997903"
"Taeglich","2006","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2006","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2006","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2006","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2006","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2006","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2006","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2006","kein Migrationshintergrund","maennlich","","","",""
"Nie","2006","kein Migrationshintergrund","weiblich","","","",""
"Nie","2006","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2006","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2007","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2007","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2007","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2007","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","maennlich","574","0.0620526664691136","0.0568984259786713","0.0672069069595559"
"Min 1x pro Woche","2007","kein Migrationshintergrund","weiblich","796","0.090789810133903","0.0849141155694241","0.0966655046983819"
"Min 1x pro Woche","2007","direkter Migrationshintergrund","maennlich","149","0.129177833848279","0.108200461666399","0.150155206030159"
"Min 1x pro Woche","2007","direkter Migrationshintergrund","weiblich","186","0.157890423367691","0.136788182309292","0.178992664426091"
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","maennlich","33","0.0850275569092208","0.0566454263359931","0.113409687482449"
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","weiblich","34","0.085365422549458","0.0584492858370145","0.112281559261902"
"Min 1x pro Monat","2007","kein Migrationshintergrund","maennlich","619","0.0687416943682779","0.0633361377137136","0.0741472510228423"
"Min 1x pro Monat","2007","kein Migrationshintergrund","weiblich","918","0.101065381715725","0.0949012235488278","0.107229539882621"
"Min 1x pro Monat","2007","direkter Migrationshintergrund","maennlich","97","0.0871170112910782","0.0694789280410666","0.10475509454109"
"Min 1x pro Monat","2007","direkter Migrationshintergrund","weiblich","137","0.103527545475142","0.085897119089466","0.121157971860819"
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","maennlich","31","0.0877028117990672","0.058919811445298","0.116485812152836"
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","weiblich","43","0.0807880228197727","0.0545380264640268","0.107038019175519"
"Seltener","2007","kein Migrationshintergrund","maennlich","2387","0.285986532824504","0.276332223256014","0.295640842392994"
"Seltener","2007","kein Migrationshintergrund","weiblich","2747","0.291855106442858","0.282557883981319","0.301152328904398"
"Seltener","2007","direkter Migrationshintergrund","maennlich","279","0.247046920990616","0.220071636929788","0.274022205051443"
"Seltener","2007","direkter Migrationshintergrund","weiblich","383","0.307008920822702","0.280315409745381","0.333702431900022"
"Seltener","2007","indirekter Migrationshintergrund","maennlich","100","0.22196700658481","0.179680251938463","0.264253761231158"
"Seltener","2007","indirekter Migrationshintergrund","weiblich","133","0.311253127992301","0.266653154301598","0.355853101683005"
"Nie","2007","kein Migrationshintergrund","maennlich","4836","0.583219106338105","0.572685793086208","0.593752419590002"
"Nie","2007","kein Migrationshintergrund","weiblich","4724","0.516289701707514","0.506069771999959","0.526509631415069"
"Nie","2007","direkter Migrationshintergrund","maennlich","457","0.536658233870027","0.50546991466075","0.567846553079305"
"Nie","2007","direkter Migrationshintergrund","weiblich","441","0.431573110334465","0.402909500872326","0.460236719796604"
"Nie","2007","indirekter Migrationshintergrund","maennlich","207","0.605302624706901","0.555565630698104","0.655039618715699"
"Nie","2007","indirekter Migrationshintergrund","weiblich","204","0.522593426638468","0.47447913580143","0.570707717475506"
"Taeglich","2008","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2008","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2008","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2008","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2008","kein Migrationshintergrund","maennlich","479","0.0559923293788155","0.0509442583436649","0.0610404004139661"
"Min 1x pro Woche","2008","kein Migrationshintergrund","weiblich","699","0.085441695193727","0.0795684358456597","0.0913149545417944"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","maennlich","128","0.127441492782892","0.105409211959134","0.149473773606651"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","weiblich","138","0.127286887780375","0.106912755654366","0.147661019906384"
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","maennlich","35","0.085740384109473","0.0572889539472442","0.114191814271702"
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","maennlich","585","0.0653422935232413","0.0599160796049578","0.0707685074415247"
"Min 1x pro Monat","2008","kein Migrationshintergrund","weiblich","872","0.0984685361149573","0.0922084870590432","0.104728585170872"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","maennlich","75","0.080509250258673","0.0625328252092818","0.0984856753080641"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","weiblich","161","0.139058266221878","0.117906978202274","0.160209554241481"
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","weiblich","39","0.104559041957072","0.0744978753675012","0.134620208546642"
"Seltener","2008","kein Migrationshintergrund","maennlich","2355","0.295921384366388","0.285898974012774","0.305943794720001"
"Seltener","2008","kein Migrationshintergrund","weiblich","2649","0.29885586477861","0.289238123374889","0.308473606182331"
"Seltener","2008","direkter Migrationshintergrund","maennlich","269","0.279773554429845","0.250115366201973","0.309431742657717"
"Seltener","2008","direkter Migrationshintergrund","weiblich","328","0.325160419215252","0.296525191270614","0.35379564715989"
"Seltener","2008","indirekter Migrationshintergrund","maennlich","111","0.280329827292762","0.23468642311668","0.325973231468844"
"Seltener","2008","indirekter Migrationshintergrund","weiblich","126","0.325923856074965","0.279874972164529","0.371972739985402"
"Nie","2008","kein Migrationshintergrund","maennlich","4523","0.579805363820497","0.568967597197333","0.59064313044366"
"Nie","2008","kein Migrationshintergrund","weiblich","4455","0.514076657912238","0.50357551969548","0.524577796128997"
"Nie","2008","direkter Migrationshintergrund","maennlich","397","0.501623950703558","0.468588938725609","0.534658962681508"
"Nie","2008","direkter Migrationshintergrund","weiblich","390","0.398555131010211","0.368626031646392","0.428484230374031"
"Nie","2008","indirekter Migrationshintergrund","maennlich","202","0.589886563461973","0.539904650700747","0.639868476223198"
"Nie","2008","indirekter Migrationshintergrund","weiblich","204","0.47854473998645","0.429467926708169","0.527621553264731"
"Taeglich","2009","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","maennlich","469","0.0566252758686881","0.051396607535226","0.0618539442021502"
"Min 1x pro Woche","2009","kein Migrationshintergrund","weiblich","661","0.0850812489867247","0.0790269420726366","0.0911355559008127"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","maennlich","102","0.125250951283131","0.101687128701905","0.148814773864356"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","weiblich","121","0.120389944257133","0.0991060975585561","0.14167379095571"
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","maennlich","38","0.0719475344033535","0.0446014434957939","0.0992936253109131"
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","maennlich","531","0.0620455809659648","0.0565881266915749","0.0675030352403548"
"Min 1x pro Monat","2009","kein Migrationshintergrund","weiblich","791","0.0989752174625508","0.0924950259497067","0.105455408975395"
"Min 1x pro Monat","2009","direkter Migrationshintergrund","maennlich","92","0.108385524833609","0.0862552052333983","0.130515844433819"
"Min 1x pro Monat","2009","direkter Migrationshintergrund","weiblich","127","0.126405182826689","0.104670796234156","0.148139569419223"
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","weiblich","42","0.0788924012509059","0.0514248464934703","0.106359956008341"
"Seltener","2009","kein Migrationshintergrund","maennlich","2135","0.287453514912062","0.27721506467558","0.297691965148545"
"Seltener","2009","kein Migrationshintergrund","weiblich","2441","0.287032928590781","0.277216424820154","0.296849432361408"
"Seltener","2009","direkter Migrationshintergrund","maennlich","209","0.239860939068982","0.20946330532003","0.270258572817934"
"Seltener","2009","direkter Migrationshintergrund","weiblich","303","0.343462496798864","0.312404077152093","0.374520916445635"
"Seltener","2009","indirekter Migrationshintergrund","maennlich","98","0.312603411642926","0.263546345249121","0.361660478036732"
"Seltener","2009","indirekter Migrationshintergrund","weiblich","120","0.318386564685324","0.270919358962375","0.365853770408273"
"Nie","2009","kein Migrationshintergrund","maennlich","4371","0.593875628253285","0.582765448419165","0.604985808087404"
"Nie","2009","kein Migrationshintergrund","weiblich","4265","0.528910604959943","0.518078844633172","0.539742365286714"
"Nie","2009","direkter Migrationshintergrund","maennlich","355","0.526502584814279","0.490958073449429","0.562047096179129"
"Nie","2009","direkter Migrationshintergrund","weiblich","347","0.409742376117313","0.377577182786366","0.44190756944826"
"Nie","2009","indirekter Migrationshintergrund","maennlich","186","0.560454387051168","0.507928530606071","0.612980243496265"
"Nie","2009","indirekter Migrationshintergrund","weiblich","185","0.538073418945783","0.487274499421081","0.588872338470485"
"Taeglich","2010","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2010","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2010","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2010","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","weiblich","","","",""
