year,age_gr,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95905,524,577,0.94287,0.97524
1992,17-29 y.,5th Quintile,Not born in Germany,0.04095,53,577,0.02476,0.05713
1992,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.88403,681,816,0.86204,0.90601
1992,30-45 y.,1st Quintile,Not born in Germany,0.11597,135,816,0.09399,0.13796
1992,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88053,843,1043,0.86084,0.90022
1992,30-45 y.,2nd Quintile,Not born in Germany,0.11947,200,1043,0.09978,0.13916
1992,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85787,680,891,0.83493,0.88081
1992,30-45 y.,3rd Quintile,Not born in Germany,0.14213,211,891,0.11919,0.16507
1992,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.86710,603,778,0.84324,0.89097
1992,30-45 y.,4th Quintile,Not born in Germany,0.13290,175,778,0.10903,0.15676
1992,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.93667,662,732,0.91901,0.95432
1992,30-45 y.,5th Quintile,Not born in Germany,0.06333,70,732,0.04568,0.08099
1992,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.82118,536,751,0.79375,0.84860
1992,46-65 y.,1st Quintile,Not born in Germany,0.17882,215,751,0.15140,0.20625
1992,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84221,512,708,0.81534,0.86908
1992,46-65 y.,2nd Quintile,Not born in Germany,0.15779,196,708,0.13092,0.18466
1992,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84643,581,794,0.82134,0.87152
1992,46-65 y.,3rd Quintile,Not born in Germany,0.15357,213,794,0.12848,0.17866
1992,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.84541,643,883,0.82155,0.86927
1992,46-65 y.,4th Quintile,Not born in Germany,0.15459,240,883,0.13073,0.17845
1992,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.91193,765,895,0.89336,0.93051
1992,46-65 y.,5th Quintile,Not born in Germany,0.08807,130,895,0.06949,0.10664
1992,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.93273,464,507,0.91090,0.95455
1992,66 and older,1st Quintile,Not born in Germany,0.06727,43,507,0.04545,0.08910
1992,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.92144,275,275,0.88959,0.95330
1992,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.91390,199,199,0.87483,0.95297
1992,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.96310,206,206,0.93729,0.98890
1992,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.90332,169,169,0.85863,0.94801
1993,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.86044,577,736,0.83538,0.88549
1993,17-29 y.,1st Quintile,Not born in Germany,0.13956,159,736,0.11451,0.16462
1993,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.89223,623,771,0.87033,0.91413
1993,17-29 y.,2nd Quintile,Not born in Germany,0.10777,148,771,0.08587,0.12967
1993,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89558,602,730,0.87338,0.91778
1993,17-29 y.,3rd Quintile,Not born in Germany,0.10442,128,730,0.08222,0.12662
1993,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.91353,601,694,0.89261,0.93446
1993,17-29 y.,4th Quintile,Not born in Germany,0.08647,93,694,0.06554,0.10739
1993,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95664,498,553,0.93964,0.97363
1993,17-29 y.,5th Quintile,Not born in Germany,0.04336,55,553,0.02637,0.06036
1993,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.87355,589,744,0.84966,0.89745
1993,30-45 y.,1st Quintile,Not born in Germany,0.12645,155,744,0.10255,0.15034
1993,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85571,772,981,0.83371,0.87771
1993,30-45 y.,2nd Quintile,Not born in Germany,0.14429,209,981,0.12229,0.16629
1993,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88412,773,941,0.86366,0.90458
1993,30-45 y.,3rd Quintile,Not born in Germany,0.11588,168,941,0.09542,0.13634
1993,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88843,638,779,0.86631,0.91056
1993,30-45 y.,4th Quintile,Not born in Germany,0.11157,141,779,0.08944,0.13369
1993,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92167,673,753,0.90246,0.94087
1993,30-45 y.,5th Quintile,Not born in Germany,0.07833,80,753,0.05913,0.09754
1993,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.79580,455,693,0.76576,0.82583
1993,46-65 y.,1st Quintile,Not born in Germany,0.20420,238,693,0.17417,0.23424
1993,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82223,503,710,0.79409,0.85038
1993,46-65 y.,2nd Quintile,Not born in Germany,0.17777,207,710,0.14962,0.20591
1993,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83300,546,740,0.80611,0.85989
1993,46-65 y.,3rd Quintile,Not born in Germany,0.16700,194,740,0.14011,0.19389
1993,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86970,713,908,0.84779,0.89160
1993,46-65 y.,4th Quintile,Not born in Germany,0.13030,195,908,0.10840,0.15221
1993,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.88792,744,897,0.86727,0.90858
1993,46-65 y.,5th Quintile,Not born in Germany,0.11208,153,897,0.09142,0.13273
1993,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.90742,376,424,0.87980,0.93505
1993,66 and older,1st Quintile,Not born in Germany,0.09258,48,424,0.06495,0.12020
1993,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.93054,336,372,0.90467,0.95641
1993,66 and older,2nd Quintile,Not born in Germany,0.06946,36,372,0.04359,0.09533
1993,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.92453,240,240,0.89104,0.95802
1993,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.93875,206,206,0.90592,0.97157
1993,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89563,159,159,0.84796,0.94330
1994,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.82524,522,706,0.79720,0.85327
1994,17-29 y.,1st Quintile,Not born in Germany,0.17476,184,706,0.14673,0.20280
1994,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88434,550,684,0.86035,0.90833
1994,17-29 y.,2nd Quintile,Not born in Germany,0.11566,134,684,0.09167,0.13965
1994,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.90862,612,713,0.88746,0.92979
1994,17-29 y.,3rd Quintile,Not born in Germany,0.09138,101,713,0.07021,0.11254
1994,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93832,648,712,0.92063,0.95600
1994,17-29 y.,4th Quintile,Not born in Germany,0.06168,64,712,0.04400,0.07937
1994,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.94742,488,526,0.92832,0.96651
1994,17-29 y.,5th Quintile,Not born in Germany,0.05258,38,526,0.03349,0.07168
1994,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.84299,559,736,0.81668,0.86929
1994,30-45 y.,1st Quintile,Not born in Germany,0.15701,177,736,0.13071,0.18332
1994,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88197,759,930,0.86122,0.90272
1994,30-45 y.,2nd Quintile,Not born in Germany,0.11803,171,930,0.09728,0.13878
1994,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89254,781,941,0.87274,0.91234
1994,30-45 y.,3rd Quintile,Not born in Germany,0.10746,160,941,0.08766,0.12726
1994,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.89160,660,780,0.86976,0.91343
1994,30-45 y.,4th Quintile,Not born in Germany,0.10840,120,780,0.08657,0.13024
1994,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.90072,676,761,0.87946,0.92198
1994,30-45 y.,5th Quintile,Not born in Germany,0.09928,85,761,0.07802,0.12054
1994,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.77076,428,688,0.73933,0.80219
1994,46-65 y.,1st Quintile,Not born in Germany,0.22924,260,688,0.19781,0.26067
1994,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81978,483,666,0.79057,0.84899
1994,46-65 y.,2nd Quintile,Not born in Germany,0.18022,183,666,0.15101,0.20943
1994,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84856,577,772,0.82326,0.87387
1994,46-65 y.,3rd Quintile,Not born in Germany,0.15144,195,772,0.12613,0.17674
1994,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.85907,652,824,0.83530,0.88284
1994,46-65 y.,4th Quintile,Not born in Germany,0.14093,172,824,0.11716,0.16470
1994,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.89305,795,936,0.87325,0.91286
1994,46-65 y.,5th Quintile,Not born in Germany,0.10695,141,936,0.08714,0.12675
1994,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.89460,334,391,0.86412,0.92508
1994,66 and older,1st Quintile,Not born in Germany,0.10540,57,391,0.07492,0.13588
1994,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.89993,341,387,0.86999,0.92986
1994,66 and older,2nd Quintile,Not born in Germany,0.10007,46,387,0.07014,0.13001
1994,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.93611,261,261,0.90639,0.96584
1994,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.94018,209,209,0.90795,0.97241
1994,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.88680,176,176,0.83986,0.93374
1995,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.77365,549,774,0.74415,0.80315
1995,17-29 y.,1st Quintile,Not born in Germany,0.22635,225,774,0.19685,0.25585
1995,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83699,544,715,0.80990,0.86408
1995,17-29 y.,2nd Quintile,Not born in Germany,0.16301,171,715,0.13592,0.19010
1995,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87923,591,690,0.85490,0.90356
1995,17-29 y.,3rd Quintile,Not born in Germany,0.12077,99,690,0.09644,0.14510
1995,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92436,614,689,0.90460,0.94412
1995,17-29 y.,4th Quintile,Not born in Germany,0.07564,75,689,0.05588,0.09540
1995,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.94146,455,489,0.92063,0.96229
1995,17-29 y.,5th Quintile,Not born in Germany,0.05854,34,489,0.03771,0.07937
1995,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.74396,556,854,0.71467,0.77325
1995,30-45 y.,1st Quintile,Not born in Germany,0.25604,298,854,0.22675,0.28533
1995,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84065,771,1019,0.81817,0.86313
1995,30-45 y.,2nd Quintile,Not born in Germany,0.15935,248,1019,0.13687,0.18183
1995,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85804,762,944,0.83576,0.88032
1995,30-45 y.,3rd Quintile,Not born in Germany,0.14196,182,944,0.11968,0.16424
1995,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88661,719,827,0.86499,0.90823
1995,30-45 y.,4th Quintile,Not born in Germany,0.11339,108,827,0.09177,0.13501
1995,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91002,709,795,0.89012,0.92993
1995,30-45 y.,5th Quintile,Not born in Germany,0.08998,86,795,0.07007,0.10988
1995,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.73476,349,618,0.69992,0.76959
1995,46-65 y.,1st Quintile,Not born in Germany,0.26524,269,618,0.23041,0.30008
1995,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.80250,501,744,0.77387,0.83112
1995,46-65 y.,2nd Quintile,Not born in Germany,0.19750,243,744,0.16888,0.22613
1995,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.80477,540,758,0.77653,0.83301
1995,46-65 y.,3rd Quintile,Not born in Germany,0.19523,218,758,0.16699,0.22347
1995,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.87633,703,882,0.85459,0.89807
1995,46-65 y.,4th Quintile,Not born in Germany,0.12367,179,882,0.10193,0.14541
1995,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90203,830,963,0.88325,0.92082
1995,46-65 y.,5th Quintile,Not born in Germany,0.09797,133,963,0.07918,0.11675
1995,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.85128,230,294,0.81054,0.89202
1995,66 and older,1st Quintile,Not born in Germany,0.14872,64,294,0.10798,0.18946
1995,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.89373,349,408,0.86379,0.92367
1995,66 and older,2nd Quintile,Not born in Germany,0.10627,59,408,0.07633,0.13621
1995,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.92236,301,301,0.89208,0.95264
1995,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.94214,242,242,0.91266,0.97162
1995,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.86600,187,222,0.82109,0.91091
1995,66 and older,5th Quintile,Not born in Germany,0.13400,35,222,0.08909,0.17891
1996,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.79253,581,784,0.76413,0.82093
1996,17-29 y.,1st Quintile,Not born in Germany,0.20747,203,784,0.17907,0.23587
1996,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82471,490,639,0.79521,0.85421
1996,17-29 y.,2nd Quintile,Not born in Germany,0.17529,149,639,0.14579,0.20479
1996,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89417,535,613,0.86979,0.91854
1996,17-29 y.,3rd Quintile,Not born in Germany,0.10583,78,613,0.08146,0.13021
1996,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.90750,599,668,0.88551,0.92949
1996,17-29 y.,4th Quintile,Not born in Germany,0.09250,69,668,0.07051,0.11449
1996,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.92474,423,458,0.90055,0.94893
1996,17-29 y.,5th Quintile,Not born in Germany,0.07526,35,458,0.05107,0.09945
1996,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.74188,548,844,0.71234,0.77142
1996,30-45 y.,1st Quintile,Not born in Germany,0.25812,296,844,0.22858,0.28766
1996,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84559,760,981,0.82297,0.86821
1996,30-45 y.,2nd Quintile,Not born in Germany,0.15441,221,981,0.13179,0.17703
1996,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88981,804,950,0.86989,0.90973
1996,30-45 y.,3rd Quintile,Not born in Germany,0.11019,146,950,0.09027,0.13011
1996,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.89567,770,878,0.87544,0.91590
1996,30-45 y.,4th Quintile,Not born in Germany,0.10433,108,878,0.08410,0.12456
1996,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.90808,700,782,0.88782,0.92835
1996,30-45 y.,5th Quintile,Not born in Germany,0.09192,82,782,0.07165,0.11218
1996,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.69549,338,625,0.65939,0.73160
1996,46-65 y.,1st Quintile,Not born in Germany,0.30451,287,625,0.26840,0.34061
1996,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81972,421,622,0.78948,0.84995
1996,46-65 y.,2nd Quintile,Not born in Germany,0.18028,201,622,0.15005,0.21052
1996,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83005,592,787,0.80379,0.85630
1996,46-65 y.,3rd Quintile,Not born in Germany,0.16995,195,787,0.14370,0.19621
1996,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86946,698,877,0.84715,0.89177
1996,46-65 y.,4th Quintile,Not born in Germany,0.13054,179,877,0.10823,0.15285
1996,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90132,868,989,0.88273,0.91992
1996,46-65 y.,5th Quintile,Not born in Germany,0.09868,121,989,0.08008,0.11727
1996,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.86650,257,322,0.82929,0.90371
1996,66 and older,1st Quintile,Not born in Germany,0.13350,65,322,0.09629,0.17071
1996,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.88838,327,386,0.85692,0.91983
1996,66 and older,2nd Quintile,Not born in Germany,0.11162,59,386,0.08017,0.14308
1996,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.90108,293,335,0.86906,0.93310
1996,66 and older,3rd Quintile,Not born in Germany,0.09892,42,335,0.06690,0.13094
1996,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.90859,253,289,0.87531,0.94188
1996,66 and older,4th Quintile,Not born in Germany,0.09141,36,289,0.05812,0.12469
1996,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.88592,188,188,0.84036,0.93149
1997,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.76260,503,697,0.73098,0.79421
1997,17-29 y.,1st Quintile,Not born in Germany,0.23740,194,697,0.20579,0.26902
1997,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84836,543,663,0.82104,0.87568
1997,17-29 y.,2nd Quintile,Not born in Germany,0.15164,120,663,0.12432,0.17896
1997,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89945,528,598,0.87533,0.92358
1997,17-29 y.,3rd Quintile,Not born in Germany,0.10055,70,598,0.07642,0.12467
1997,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92631,587,642,0.90608,0.94653
1997,17-29 y.,4th Quintile,Not born in Germany,0.07369,55,642,0.05347,0.09392
1997,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.90239,391,429,0.87427,0.93051
1997,17-29 y.,5th Quintile,Not born in Germany,0.09761,38,429,0.06949,0.12573
1997,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.73889,492,786,0.70816,0.76961
1997,30-45 y.,1st Quintile,Not born in Germany,0.26111,294,786,0.23039,0.29184
1997,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.86466,790,989,0.84333,0.88599
1997,30-45 y.,2nd Quintile,Not born in Germany,0.13534,199,989,0.11401,0.15667
1997,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88169,798,940,0.86103,0.90235
1997,30-45 y.,3rd Quintile,Not born in Germany,0.11831,142,940,0.09765,0.13897
1997,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.89013,737,859,0.86920,0.91106
1997,30-45 y.,4th Quintile,Not born in Germany,0.10987,122,859,0.08894,0.13080
1997,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92641,727,791,0.90820,0.94461
1997,30-45 y.,5th Quintile,Not born in Germany,0.07359,64,791,0.05539,0.09180
1997,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.70117,316,579,0.66385,0.73848
1997,46-65 y.,1st Quintile,Not born in Germany,0.29883,263,579,0.26152,0.33615
1997,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.80287,462,677,0.77288,0.83286
1997,46-65 y.,2nd Quintile,Not born in Germany,0.19713,215,677,0.16714,0.22712
1997,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.81714,554,740,0.78927,0.84501
1997,46-65 y.,3rd Quintile,Not born in Germany,0.18286,186,740,0.15499,0.21073
1997,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86489,724,891,0.84243,0.88735
1997,46-65 y.,4th Quintile,Not born in Germany,0.13511,167,891,0.11265,0.15757
1997,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90951,857,966,0.89141,0.92761
1997,46-65 y.,5th Quintile,Not born in Germany,0.09049,109,966,0.07239,0.10859
1997,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.87086,263,330,0.83462,0.90710
1997,66 and older,1st Quintile,Not born in Germany,0.12914,67,330,0.09290,0.16538
1997,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.88503,343,411,0.85415,0.91590
1997,66 and older,2nd Quintile,Not born in Germany,0.11497,68,411,0.08410,0.14585
1997,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.91078,309,348,0.88078,0.94077
1997,66 and older,3rd Quintile,Not born in Germany,0.08922,39,348,0.05923,0.11922
1997,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.89224,234,266,0.85491,0.92957
1997,66 and older,4th Quintile,Not born in Germany,0.10776,32,266,0.07043,0.14509
1997,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.90160,200,200,0.86022,0.94298
1998,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.77245,531,713,0.74165,0.80324
1998,17-29 y.,1st Quintile,Not born in Germany,0.22755,182,713,0.19676,0.25835
1998,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83975,503,607,0.81054,0.86896
1998,17-29 y.,2nd Quintile,Not born in Germany,0.16025,104,607,0.13104,0.18946
1998,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.91770,503,554,0.89479,0.94060
1998,17-29 y.,3rd Quintile,Not born in Germany,0.08230,51,554,0.05940,0.10521
1998,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92947,558,601,0.90898,0.94995
1998,17-29 y.,4th Quintile,Not born in Germany,0.07053,43,601,0.05005,0.09102
1998,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.94025,350,350,0.91538,0.96512
1998,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.71284,503,774,0.68094,0.74473
1998,30-45 y.,1st Quintile,Not born in Germany,0.28716,271,774,0.25527,0.31906
1998,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84922,760,944,0.82639,0.87206
1998,30-45 y.,2nd Quintile,Not born in Germany,0.15078,184,944,0.12794,0.17361
1998,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.90841,765,876,0.88929,0.92752
1998,30-45 y.,3rd Quintile,Not born in Germany,0.09159,111,876,0.07248,0.11071
1998,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.90405,773,863,0.88439,0.92371
1998,30-45 y.,4th Quintile,Not born in Germany,0.09595,90,863,0.07629,0.11561
1998,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91711,701,765,0.89756,0.93666
1998,30-45 y.,5th Quintile,Not born in Germany,0.08289,64,765,0.06334,0.10244
1998,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.70340,327,564,0.66567,0.74113
1998,46-65 y.,1st Quintile,Not born in Germany,0.29660,237,564,0.25887,0.33433
1998,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.78894,405,585,0.75584,0.82204
1998,46-65 y.,2nd Quintile,Not born in Germany,0.21106,180,585,0.17796,0.24416
1998,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.80729,584,777,0.77954,0.83504
1998,46-65 y.,3rd Quintile,Not born in Germany,0.19271,193,777,0.16496,0.22046
1998,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.84220,690,854,0.81773,0.86666
1998,46-65 y.,4th Quintile,Not born in Germany,0.15780,164,854,0.13334,0.18227
1998,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90582,835,932,0.88706,0.92458
1998,46-65 y.,5th Quintile,Not born in Germany,0.09418,97,932,0.07542,0.11294
1998,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.84858,222,289,0.80718,0.88998
1998,66 and older,1st Quintile,Not born in Germany,0.15142,67,289,0.11002,0.19282
1998,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.90523,315,368,0.87526,0.93520
1998,66 and older,2nd Quintile,Not born in Germany,0.09477,53,368,0.06480,0.12474
1998,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.89919,332,374,0.86863,0.92974
1998,66 and older,3rd Quintile,Not born in Germany,0.10081,42,374,0.07026,0.13137
1998,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.89726,250,287,0.86207,0.93245
1998,66 and older,4th Quintile,Not born in Germany,0.10274,37,287,0.06755,0.13793
1998,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89108,199,199,0.84769,0.93448
1999,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.79954,597,751,0.77089,0.82819
1999,17-29 y.,1st Quintile,Not born in Germany,0.20046,154,751,0.17181,0.22911
1999,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84526,542,652,0.81748,0.87304
1999,17-29 y.,2nd Quintile,Not born in Germany,0.15474,110,652,0.12696,0.18252
1999,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.92951,554,603,0.90906,0.94995
1999,17-29 y.,3rd Quintile,Not born in Germany,0.07049,49,603,0.05005,0.09094
1999,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.91983,512,548,0.89708,0.94259
1999,17-29 y.,4th Quintile,Not born in Germany,0.08017,36,548,0.05741,0.10292
1999,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.96524,400,400,0.94726,0.98321
1999,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.75031,627,896,0.72195,0.77867
1999,30-45 y.,1st Quintile,Not born in Germany,0.24969,269,896,0.22133,0.27805
1999,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85581,822,1033,0.83438,0.87724
1999,30-45 y.,2nd Quintile,Not born in Germany,0.14419,211,1033,0.12276,0.16562
1999,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89784,882,1002,0.87908,0.91660
1999,30-45 y.,3rd Quintile,Not born in Germany,0.10216,120,1002,0.08340,0.12092
1999,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.91046,866,947,0.89227,0.92866
1999,30-45 y.,4th Quintile,Not born in Germany,0.08954,81,947,0.07134,0.10773
1999,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91858,776,835,0.90002,0.93714
1999,30-45 y.,5th Quintile,Not born in Germany,0.08142,59,835,0.06286,0.09998
1999,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.72966,384,606,0.69427,0.76505
1999,46-65 y.,1st Quintile,Not born in Germany,0.27034,222,606,0.23495,0.30573
1999,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.78962,528,720,0.75983,0.81942
1999,46-65 y.,2nd Quintile,Not born in Germany,0.21038,192,720,0.18058,0.24017
1999,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84057,629,802,0.81522,0.86593
1999,46-65 y.,3rd Quintile,Not born in Germany,0.15943,173,802,0.13407,0.18478
1999,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86824,793,960,0.84684,0.88965
1999,46-65 y.,4th Quintile,Not born in Germany,0.13176,167,960,0.11035,0.15316
1999,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90986,1007,1101,0.89294,0.92679
1999,46-65 y.,5th Quintile,Not born in Germany,0.09014,94,1101,0.07321,0.10706
1999,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.85644,271,346,0.81944,0.89344
1999,66 and older,1st Quintile,Not born in Germany,0.14356,75,346,0.10656,0.18056
1999,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.89587,396,467,0.86813,0.92360
1999,66 and older,2nd Quintile,Not born in Germany,0.10413,71,467,0.07640,0.13187
1999,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.87133,370,419,0.83923,0.90343
1999,66 and older,3rd Quintile,Not born in Germany,0.12867,49,419,0.09657,0.16077
1999,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.91573,280,311,0.88481,0.94666
