year,migback,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.40659,154,154,0.32876,0.48443
2003,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.52408,137,137,0.44015,0.60802
2003,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.62004,152,152,0.54262,0.69746
2004,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.81461,2323,2323,0.79880,0.83042
2004,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.82272,3001,3001,0.80905,0.83638
2004,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.83707,3385,3385,0.82462,0.84951
2004,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86386,3863,3863,0.85304,0.87468
2004,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.91021,5704,5704,0.90280,0.91763
2004,Direct migration background,1st Quintile,Not born in Germany,0.94527,759,759,0.92907,0.96146
2004,Direct migration background,2nd Quintile,Not born in Germany,0.94651,625,625,0.92885,0.96416
2004,Direct migration background,3rd Quintile,Not born in Germany,0.97980,453,453,0.96683,0.99277
2004,Direct migration background,4th Quintile,Not born in Germany,0.98278,353,353,0.96919,0.99637
2004,Direct migration background,5th Quintile,Not born in Germany,0.99120,347,347,0.98137,1.00104
2004,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.33964,184,184,0.27102,0.40826
2004,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.37972,160,160,0.30429,0.45516
2004,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.51223,177,177,0.43838,0.58607
2004,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.49032,130,130,0.40405,0.57659
2004,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.62411,147,147,0.54555,0.70268
2005,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.81233,2238,2238,0.79615,0.82851
2005,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.83456,2932,2932,0.82110,0.84801
2005,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.83566,3173,3173,0.82276,0.84855
2005,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87349,3786,3786,0.86290,0.88408
2005,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90886,5374,5374,0.90117,0.91656
2005,Direct migration background,1st Quintile,Not born in Germany,0.94763,704,704,0.93116,0.96410
2005,Direct migration background,2nd Quintile,Not born in Germany,0.96669,548,548,0.95165,0.98173
2005,Direct migration background,3rd Quintile,Not born in Germany,0.97765,422,422,0.96353,0.99177
2005,Direct migration background,4th Quintile,Not born in Germany,0.98992,363,363,0.97964,1.00021
2005,Direct migration background,5th Quintile,Not born in Germany,0.98225,330,330,0.96799,0.99652
2005,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.38476,213,213,0.31926,0.45025
2005,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.42515,153,153,0.34656,0.50374
2005,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.49506,163,163,0.41807,0.57205
2005,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.61470,154,154,0.53759,0.69182
2005,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.61455,143,143,0.53450,0.69460
2006,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.83642,2185,2185,0.82091,0.85194
2006,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.83249,2749,2749,0.81852,0.84645
2006,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.83622,3078,3078,0.82315,0.84930
2006,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86477,3557,3557,0.85353,0.87601
2006,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.91750,5109,5109,0.90996,0.92505
2006,Direct migration background,1st Quintile,Not born in Germany,0.96857,620,620,0.95482,0.98231
2006,Direct migration background,2nd Quintile,Not born in Germany,0.96764,498,498,0.95209,0.98320
2006,Direct migration background,3rd Quintile,Not born in Germany,0.97309,398,398,0.95718,0.98901
2006,Direct migration background,4th Quintile,Not born in Germany,0.98247,323,323,0.96814,0.99681
2006,Direct migration background,5th Quintile,Not born in Germany,0.98955,325,325,0.97848,1.00062
2006,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.42662,215,215,0.36036,0.49289
2006,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.42204,137,137,0.33903,0.50504
2006,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.53038,163,163,0.45352,0.60723
2006,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.59502,152,152,0.51673,0.67332
2006,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.61064,141,141,0.52987,0.69141
2007,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.84567,2447,2447,0.83135,0.85999
2007,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.83179,2923,2923,0.81823,0.84535
2007,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.84977,3369,3369,0.83770,0.86184
2007,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86491,3917,3917,0.85420,0.87561
2007,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90987,5223,5223,0.90211,0.91764
2007,Direct migration background,1st Quintile,Not born in Germany,0.95497,630,630,0.93876,0.97117
2007,Direct migration background,2nd Quintile,Not born in Germany,0.97099,505,505,0.95633,0.98564
2007,Direct migration background,3rd Quintile,Not born in Germany,0.98546,386,386,0.97350,0.99742
2007,Direct migration background,4th Quintile,Not born in Germany,0.98760,320,320,0.97545,0.99974
2007,Direct migration background,5th Quintile,Not born in Germany,0.99358,292,292,0.98440,1.00276
2007,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.45390,206,206,0.38574,0.52205
2007,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.45080,167,167,0.37510,0.52649
2007,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.54286,175,175,0.46884,0.61688
2007,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.62628,151,151,0.54886,0.70371
2007,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.58320,136,136,0.50003,0.66637
2008,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.83164,2231,2231,0.81611,0.84717
2008,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.84193,2859,2859,0.82856,0.85531
2008,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85566,3325,3325,0.84371,0.86761
2008,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86727,3506,3506,0.85604,0.87850
2008,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.91067,4916,4916,0.90270,0.91864
2008,Direct migration background,1st Quintile,Not born in Germany,0.98392,601,601,0.97386,0.99399
2008,Direct migration background,2nd Quintile,Not born in Germany,0.94477,410,410,0.92263,0.96691
2008,Direct migration background,3rd Quintile,Not born in Germany,0.98789,370,370,0.97674,0.99905
2008,Direct migration background,4th Quintile,Not born in Germany,0.99311,284,284,0.98347,1.00275
2008,Direct migration background,5th Quintile,Not born in Germany,0.99173,245,245,0.98037,1.00309
2008,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.46936,211,211,0.40187,0.53686
2008,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.50893,156,156,0.43023,0.58763
2008,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.57036,173,173,0.49638,0.64434
2008,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.61693,136,136,0.53492,0.69894
2008,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.68362,146,146,0.60792,0.75932
2009,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.84612,2202,2202,0.83104,0.86119
2009,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.83655,2685,2685,0.82256,0.85054
2009,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85027,3034,3034,0.83757,0.86296
2009,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87336,3417,3417,0.86221,0.88451
2009,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90690,4494,4494,0.89841,0.91540
2009,Direct migration background,1st Quintile,Not born in Germany,0.96300,519,519,0.94674,0.97925
2009,Direct migration background,2nd Quintile,Not born in Germany,0.98740,381,381,0.97619,0.99862
2009,Direct migration background,3rd Quintile,Not born in Germany,0.99720,285,285,0.99105,1.00335
2009,Direct migration background,4th Quintile,Not born in Germany,0.99241,262,262,0.98188,1.00294
2009,Direct migration background,5th Quintile,Not born in Germany,0.99912,219,219,0.99519,1.00305
2009,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.50614,196,196,0.43597,0.57632
2009,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.51501,157,157,0.43658,0.59344
2009,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.65833,131,131,0.57680,0.73986
2009,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.60385,134,134,0.52073,0.68698
2009,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.69986,133,133,0.62167,0.77804
2010,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.93931,1986,1986,0.92881,0.94982
2010,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.92513,2577,2577,0.91496,0.93529
2010,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.90572,2834,2834,0.89496,0.91648
2010,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.90225,3182,3182,0.89193,0.91257
2010,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.93734,4084,4084,0.92990,0.94477
2010,Direct migration background,1st Quintile,Not born in Germany,0.99374,458,458,0.98650,1.00097
2010,Direct migration background,2nd Quintile,Not born in Germany,0.97984,334,334,0.96475,0.99494
2010,Direct migration background,3rd Quintile,Not born in Germany,0.98727,263,263,0.97370,1.00085
2010,Direct migration background,4th Quintile,Not born in Germany,0.99937,219,219,0.99603,1.00270
2010,Direct migration background,5th Quintile,Not born in Germany,0.99216,196,196,0.97978,1.00454
2010,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.62849,183,183,0.55829,0.69869
2010,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.57251,136,136,0.48906,0.65597
2010,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.64770,147,147,0.57021,0.72518
2010,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.61881,102,102,0.52409,0.71353
2010,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.66210,124,124,0.57851,0.74569
2011,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.85332,3401,3401,0.84143,0.86521
2011,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.86165,3558,3558,0.85031,0.87300
2011,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.87388,3640,3640,0.86310,0.88467
2011,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86541,3739,3739,0.85447,0.87635
2011,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90710,4319,4319,0.89844,0.91576
2011,Direct migration background,1st Quintile,Not born in Germany,0.96841,992,992,0.95752,0.97930
2011,Direct migration background,2nd Quintile,Not born in Germany,0.97124,618,618,0.95805,0.98443
2011,Direct migration background,3rd Quintile,Not born in Germany,0.98898,373,373,0.97837,0.99959
2011,Direct migration background,4th Quintile,Not born in Germany,0.97864,286,286,0.96186,0.99543
2011,Direct migration background,5th Quintile,Not born in Germany,0.99088,260,260,0.97931,1.00246
2011,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.39939,327,327,0.34623,0.45256
2011,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.47046,238,238,0.40691,0.53401
2011,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.46762,187,187,0.39591,0.53932
2011,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.56026,159,159,0.48286,0.63766
2011,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.59904,177,177,0.52664,0.67145
2012,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.83371,4054,4054,0.82225,0.84517
2012,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.85775,4095,4095,0.84705,0.86845
2012,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85304,4269,4269,0.84242,0.86366
2012,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87445,4359,4359,0.86462,0.88429
2012,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90743,4840,4840,0.89926,0.91560
2012,Direct migration background,1st Quintile,Not born in Germany,0.96159,1069,1069,0.95006,0.97311
2012,Direct migration background,2nd Quintile,Not born in Germany,0.98308,703,703,0.97354,0.99262
2012,Direct migration background,3rd Quintile,Not born in Germany,0.97609,458,458,0.96208,0.99009
2012,Direct migration background,4th Quintile,Not born in Germany,0.98575,347,347,0.97326,0.99824
2012,Direct migration background,5th Quintile,Not born in Germany,0.98144,293,293,0.96596,0.99692
2012,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.38696,369,369,0.33720,0.43673
2012,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.41165,274,274,0.35327,0.47003
2012,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.55685,203,203,0.48835,0.62536
2012,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.57601,182,182,0.50401,0.64801
2012,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.61888,177,177,0.54713,0.69064
2013,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.83987,3999,3999,0.82850,0.85124
2013,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.85902,4377,4377,0.84871,0.86933
2013,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.86482,4305,4305,0.85460,0.87503
2013,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87968,4415,4415,0.87009,0.88928
2013,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90968,5035,5035,0.90176,0.91759
2013,Direct migration background,1st Quintile,Not born in Germany,0.97353,1001,1001,0.96358,0.98348
2013,Direct migration background,2nd Quintile,Not born in Germany,0.99162,733,733,0.98501,0.99822
2013,Direct migration background,3rd Quintile,Not born in Germany,0.98378,470,470,0.97235,0.99521
2013,Direct migration background,4th Quintile,Not born in Germany,0.99098,330,330,0.98076,1.00119
2013,Direct migration background,5th Quintile,Not born in Germany,0.98931,338,338,0.97832,1.00029
2013,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.45614,349,349,0.40380,0.50847
2013,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.41396,283,283,0.35647,0.47144
2013,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.54642,216,216,0.47987,0.61296
2013,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.60665,183,183,0.53568,0.67762
2013,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.67326,198,198,0.60777,0.73876
2014,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.84048,3448,3448,0.82826,0.85271
2014,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.84901,3903,3903,0.83777,0.86024
2014,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.86179,4063,4063,0.85118,0.87241
2014,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87490,4351,4351,0.86507,0.88473
2014,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.91289,4716,4716,0.90484,0.92094
2014,Direct migration background,1st Quintile,Not born in Germany,0.94903,1983,1983,0.93935,0.95871
2014,Direct migration background,2nd Quintile,Not born in Germany,0.97733,1342,1342,0.96937,0.98530
2014,Direct migration background,3rd Quintile,Not born in Germany,0.97114,896,896,0.96017,0.98211
2014,Direct migration background,4th Quintile,Not born in Germany,0.98654,604,604,0.97734,0.99574
2014,Direct migration background,5th Quintile,Not born in Germany,0.98162,505,505,0.96989,0.99334
2014,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.45582,593,593,0.41570,0.49594
2014,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.46104,413,413,0.41291,0.50918
2014,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.52415,303,303,0.46782,0.58047
2014,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.62580,289,289,0.56991,0.68169
2014,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.67440,238,238,0.61474,0.73406
2015,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.84383,3139,3139,0.83113,0.85653
2015,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.85712,3866,3866,0.84609,0.86815
2015,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.86193,3838,3838,0.85101,0.87285
2015,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87790,4062,4062,0.86783,0.88797
2015,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90738,4512,4512,0.89892,0.91584
2015,Direct migration background,1st Quintile,Not born in Germany,0.97603,1625,1625,0.96859,0.98347
2015,Direct migration background,2nd Quintile,Not born in Germany,0.98627,1145,1145,0.97953,0.99301
2015,Direct migration background,3rd Quintile,Not born in Germany,0.98389,822,822,0.97527,0.99250
2015,Direct migration background,4th Quintile,Not born in Germany,0.98963,519,519,0.98090,0.99835
2015,Direct migration background,5th Quintile,Not born in Germany,0.99014,457,457,0.98108,0.99921
2015,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.45444,547,547,0.41267,0.49620
2015,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.50815,372,372,0.45728,0.55902
2015,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.52444,290,290,0.46687,0.58202
2015,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.65591,270,270,0.59914,0.71268
2015,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.67015,202,202,0.60515,0.73515
2016,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.83330,2886,2886,0.81970,0.84690
2016,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.86138,3569,3569,0.85004,0.87271
2016,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85141,3616,3616,0.83981,0.86300
2016,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.88004,3846,3846,0.86977,0.89031
2016,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90792,4223,4223,0.89919,0.91664
2016,Direct migration background,1st Quintile,Not born in Germany,0.94356,1865,1865,0.93308,0.95404
2016,Direct migration background,2nd Quintile,Not born in Germany,0.97543,1274,1274,0.96693,0.98394
2016,Direct migration background,3rd Quintile,Not born in Germany,0.98433,809,809,0.97577,0.99290
2016,Direct migration background,4th Quintile,Not born in Germany,0.97812,619,619,0.96659,0.98965
2016,Direct migration background,5th Quintile,Not born in Germany,0.98445,498,498,0.97358,0.99533
2016,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.45128,483,483,0.40685,0.49570
2016,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.51078,388,388,0.46097,0.56058
2016,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.55709,281,281,0.49890,0.61527
2016,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.63212,245,245,0.57161,0.69263
2016,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.68794,206,206,0.62452,0.75137
2017,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.84841,2720,2720,0.83493,0.86189
2017,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.85292,3398,3398,0.84101,0.86483
2017,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85699,3513,3513,0.84541,0.86856
2017,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.89227,3686,3686,0.88226,0.90228
2017,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90633,3953,3953,0.89724,0.91541
2017,Direct migration background,1st Quintile,Not born in Germany,0.92789,3260,3260,0.91901,0.93677
2017,Direct migration background,2nd Quintile,Not born in Germany,0.96710,1298,1298,0.95739,0.97680
2017,Direct migration background,3rd Quintile,Not born in Germany,0.97914,750,750,0.96890,0.98937
2017,Direct migration background,4th Quintile,Not born in Germany,0.98201,510,510,0.97046,0.99356
2017,Direct migration background,5th Quintile,Not born in Germany,0.98019,438,438,0.96712,0.99325
2017,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.42826,497,497,0.38471,0.47181
2017,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.49718,334,334,0.44348,0.55089
2017,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.52909,265,265,0.46888,0.58930
2017,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.65215,222,222,0.58936,0.71495
2017,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.66571,201,201,0.60033,0.73109
2018,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.85471,2930,2930,0.84195,0.86747
2018,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.84809,3760,3760,0.83662,0.85957
2018,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85516,3750,3750,0.84389,0.86642
2018,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.88354,4054,4054,0.87367,0.89342
2018,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90917,4474,4474,0.90075,0.91759
2018,Direct migration background,1st Quintile,Not born in Germany,0.92197,4049,4049,0.91370,0.93023
2018,Direct migration background,2nd Quintile,Not born in Germany,0.96880,1289,1289,0.95931,0.97830
2018,Direct migration background,3rd Quintile,Not born in Germany,0.97335,837,837,0.96243,0.98427
2018,Direct migration background,4th Quintile,Not born in Germany,0.98327,541,541,0.97245,0.99409
2018,Direct migration background,5th Quintile,Not born in Germany,0.97793,436,436,0.96412,0.99174
2018,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.42497,476,476,0.38051,0.46942
2018,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.52916,406,406,0.48055,0.57778
2018,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.62709,308,308,0.57300,0.68119
2018,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.58337,204,204,0.51555,0.65119
2018,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.70010,221,221,0.63955,0.76065
2019,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.85062,2799,2799,0.83741,0.86383
2019,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.85170,3573,3573,0.84004,0.86335
2019,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85941,3562,3562,0.84799,0.87083
2019,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86880,3703,3703,0.85792,0.87967
2019,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.91397,4198,4198,0.90549,0.92245
2019,Direct migration background,1st Quintile,Not born in Germany,0.91273,4109,4109,0.90410,0.92136
2019,Direct migration background,2nd Quintile,Not born in Germany,0.97382,1151,1151,0.96459,0.98305
2019,Direct migration background,3rd Quintile,Not born in Germany,0.97807,677,677,0.96703,0.98911
2019,Direct migration background,4th Quintile,Not born in Germany,0.98529,446,446,0.97410,0.99647
2019,Direct migration background,5th Quintile,Not born in Germany,0.99098,455,455,0.98228,0.99968
2019,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.43692,466,466,0.39184,0.48200
2019,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.49950,331,331,0.44555,0.55344
2019,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.57979,298,298,0.52365,0.63592
2019,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.62384,196,196,0.55585,0.69183
2019,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.67082,221,221,0.60872,0.73291
2020,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.85738,2708,2708,0.84421,0.87056
2020,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.84335,3541,3541,0.83138,0.85532
2020,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.85874,3458,3458,0.84713,0.87035
2020,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.86597,3877,3877,0.85524,0.87669
2020,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.89942,5244,5244,0.89128,0.90757
2020,Direct migration background,1st Quintile,Not born in Germany,0.93809,3646,3646,0.93027,0.94592
2020,Direct migration background,2nd Quintile,Not born in Germany,0.97185,1077,1077,0.96197,0.98173
2020,Direct migration background,3rd Quintile,Not born in Germany,0.98224,580,580,0.97148,0.99300
2020,Direct migration background,4th Quintile,Not born in Germany,0.98862,478,478,0.97911,0.99814
2020,Direct migration background,5th Quintile,Not born in Germany,0.99106,504,504,0.98283,0.99928
2020,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.41249,443,443,0.36660,0.45838
2020,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.50051,346,346,0.44775,0.55327
2020,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.58369,284,284,0.52626,0.64112
2020,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.62555,241,241,0.56431,0.68678
2020,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.64322,295,295,0.58846,0.69798
2021,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.87361,2001,2001,0.85905,0.88817
2021,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.85191,2463,2463,0.83788,0.86594
2021,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.84040,2521,2521,0.82610,0.85470
2021,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87166,2685,2685,0.85901,0.88431
2021,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.89486,3700,3700,0.88497,0.90474
2021,Direct migration background,1st Quintile,Not born in Germany,0.91321,2669,2669,0.90253,0.92389
2021,Direct migration background,2nd Quintile,Not born in Germany,0.94743,962,962,0.93332,0.96154
2021,Direct migration background,3rd Quintile,Not born in Germany,0.97263,535,535,0.95879,0.98647
2021,Direct migration background,4th Quintile,Not born in Germany,0.97814,404,404,0.96386,0.99241
2021,Direct migration background,5th Quintile,Not born in Germany,0.99711,442,442,0.99210,1.00212
2021,Indirect migration background,1st Quintile,Born in Germany or immigrated <1950,0.37934,251,251,0.31919,0.43949
2021,Indirect migration background,2nd Quintile,Born in Germany or immigrated <1950,0.50031,215,215,0.43332,0.56730
2021,Indirect migration background,3rd Quintile,Born in Germany or immigrated <1950,0.51183,158,158,0.43364,0.59002
2021,Indirect migration background,4th Quintile,Born in Germany or immigrated <1950,0.57856,156,156,0.50082,0.65629
2021,Indirect migration background,5th Quintile,Born in Germany or immigrated <1950,0.64568,195,195,0.57837,0.71299
2022,No migration background,1st Quintile,Born in Germany or immigrated <1950,0.88292,1788,1788,0.86801,0.89783
2022,No migration background,2nd Quintile,Born in Germany or immigrated <1950,0.87451,2270,2270,0.86087,0.88814
2022,No migration background,3rd Quintile,Born in Germany or immigrated <1950,0.86521,2354,2354,0.85142,0.87901
2022,No migration background,4th Quintile,Born in Germany or immigrated <1950,0.87166,2621,2621,0.85885,0.88447
2022,No migration background,5th Quintile,Born in Germany or immigrated <1950,0.90298,3505,3505,0.89318,0.91279
2022,Direct migration background,1st Quintile,Not born in Germany,0.90215,2383,2383,0.89022,0.91408
2022,Direct migration background,2nd Quintile,Not born in Germany,0.94353,832,832,0.92784,0.95922
2022,Direct migration background,3rd Quintile,Not born in Germany,0.98109,497,497,0.96910,0.99308
