"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1992","AkademikerIn","Bremen","","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Nordrhein-Westfalen","22","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Hessen","17","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Baden-Wuerttemberg","18","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Bayern","25","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Berlin","11","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Brandenburg","7","0.0479253495325246","0.0147230873748707","0.0811276116901785"
"nicht in Deutschland geboren","1992","AkademikerIn","Mecklenburg-Vorpommern","3","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Sachsen","9","0.0496429405656139","0.0228253366260095","0.0764605445052183"
"nicht in Deutschland geboren","1992","AkademikerIn","Sachsen-Anhalt","6","0.0510066735320126","0.0182220561652537","0.0837912908987714"
"nicht in Deutschland geboren","1992","AkademikerIn","Thueringen","5","0.0596009373451401","0.0182633184326995","0.100938556257581"
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Schleswig-Holstein","14","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Hamburg","3","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Niedersachsen","20","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Bremen","2","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Nordrhein-Westfalen","67","0.489600187764683","0.42471333523248","0.554487040296887"
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Hessen","15","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","8","0.533761812524068","0.366079867445601","0.701443757602536"
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Baden-Wuerttemberg","37","0.305077112975203","0.244508904870172","0.365645321080234"
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Bayern","29","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Berlin","14","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Brandenburg","12","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","15","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Sachsen","16","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Sachsen-Anhalt","15","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","Thueringen","14","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Schleswig-Holstein","139","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Hamburg","57","0.919733243211103","0.858647467298462","0.980819019123743"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Niedersachsen","431","0.922470609814764","0.899123008108188","0.94581821152134"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Bremen","49","0.926851576942488","0.858655144173094","0.995048009711883"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Nordrhein-Westfalen","957","0.866641208727896","0.847973377313261","0.885309040142531"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Hessen","321","0.809184501883138","0.774427849065676","0.8439411547006"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Rheinland-Pfalz,Saarland","363","0.924877525284957","0.899668822262002","0.950086228307912"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Baden-Wuerttemberg","628","0.799229281262614","0.774475874363508","0.823982688161721"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Bayern","697","0.887113159759138","0.866357643939544","0.907868675578732"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Berlin","148","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Brandenburg","200","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Mecklenburg-Vorpommern","128","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Sachsen","379","0.946796430733695","0.924883813209878","0.968709048257512"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Sachsen-Anhalt","253","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","Thueringen","249","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Schleswig-Holstein","65","0.973897645848522","0.935432036189054","1.01236325550799"
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Hamburg","30","0.960710859873643","0.892319717803223","1.02910200194406"
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Niedersachsen","219","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Bremen","18","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Nordrhein-Westfalen","410","0.923233499479475","0.898690902120507","0.947776096838443"
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Hessen","138","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Rheinland-Pfalz,Saarland","95","0.990204522163436","0.970605360746519","1.00980368358035"
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Baden-Wuerttemberg","244","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Bayern","294","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Berlin","149","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Brandenburg","224","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Mecklenburg-Vorpommern","154","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Sachsen","401","0.98544249481068","0.973777630284686","0.997107359336673"
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Sachsen-Anhalt","259","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","Thueringen","248","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Schleswig-Holstein","19","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Hamburg","9","0.556917990117608","0.320782473951732","0.793053506283483"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Niedersachsen","72","0.876010311933721","0.807540287847617","0.944480336019824"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Bremen","7","0.877629216651745","0.663526961038226","1.09173147226526"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Nordrhein-Westfalen","203","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Hessen","55","0.845193864380384","0.763330476840585","0.927057251920183"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","30","0.887963881201987","0.788973621050865","0.986954141353109"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Baden-Wuerttemberg","93","0.842106436132527","0.780367179102349","0.903845693162705"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Bayern","87","0.80536657149572","0.731713287139474","0.879019855851966"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Berlin","26","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Brandenburg","24","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","8","0.87115621025338","0.652275948198044","1.09003647230872"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Sachsen","44","0.925590107390125","0.848912858014157","1.00226735676609"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Sachsen-Anhalt","19","","",""
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","Thueringen","13","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Schleswig-Holstein","15","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Hamburg","9","1","1","1"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Niedersachsen","76","0.943912358063904","0.893492394865351","0.994332321262458"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Bremen","1","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Nordrhein-Westfalen","192","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Hessen","76","0.856419302456066","0.785150761181744","0.927687843730389"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Rheinland-Pfalz,Saarland","37","0.928260394028344","0.848289399077192","1.0082313889795"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Baden-Wuerttemberg","87","0.863811881232328","0.798517718783678","0.929106043680978"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Bayern","142","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Berlin","134","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Brandenburg","145","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Mecklenburg-Vorpommern","86","0.977778200764669","0.946980624450795","1.00857577707854"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Sachsen","235","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Sachsen-Anhalt","156","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","Thueringen","114","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Schleswig-Holstein","4","0.0629544148163193","-0.0492487982418078","0.175157627874446"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Hamburg","5","0.542780705661818","0.197575312027665","0.887986099295971"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Niedersachsen","34","0.393386386840013","0.263094626810877","0.523678146869149"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Bremen","1","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Nordrhein-Westfalen","161","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Hessen","71","0.651283602917948","0.550562581345066","0.75200462449083"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","26","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Baden-Wuerttemberg","185","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Bayern","61","0.4271551989244","0.32495819296856","0.52935220488024"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Berlin","17","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Brandenburg","1","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Sachsen","2","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Thueringen","","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Schleswig-Holstein","19","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Hamburg","19","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Niedersachsen","73","0.0775293901852356","0.0541817884786597","0.100876991891812"
"nicht in Deutschland geboren","1993","Hauptschule","Bremen","7","0.0731484230575119","0.00495199028811745","0.141344855826906"
"nicht in Deutschland geboren","1993","Hauptschule","Nordrhein-Westfalen","317","0.133358791272104","0.114690959857469","0.152026622686739"
"nicht in Deutschland geboren","1993","Hauptschule","Hessen","170","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Rheinland-Pfalz,Saarland","57","0.0751224747150428","0.0499137716920877","0.100331177737998"
"nicht in Deutschland geboren","1993","Hauptschule","Baden-Wuerttemberg","378","0.200770718737385","0.176017311838279","0.225524125636492"
"nicht in Deutschland geboren","1993","Hauptschule","Bayern","196","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Berlin","37","0.119786895844408","0.0729960606610087","0.166577731027808"
"nicht in Deutschland geboren","1993","Hauptschule","Brandenburg","10","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Mecklenburg-Vorpommern","4","0.0277881596329661","-0.000251418224147593","0.0558277374900798"
"nicht in Deutschland geboren","1993","Hauptschule","Sachsen","24","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Sachsen-Anhalt","22","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Thueringen","15","","",""
"nicht in Deutschland geboren","1993","Realschule","Schleswig-Holstein","1","","",""
"nicht in Deutschland geboren","1993","Realschule","Hamburg","1","","",""
"nicht in Deutschland geboren","1993","Realschule","Niedersachsen","11","","",""
"nicht in Deutschland geboren","1993","Realschule","Bremen","2","","",""
"nicht in Deutschland geboren","1993","Realschule","Nordrhein-Westfalen","42","0.0767665005205251","0.0522239031615566","0.101309097879494"
"nicht in Deutschland geboren","1993","Realschule","Hessen","19","","",""
"nicht in Deutschland geboren","1993","Realschule","Rheinland-Pfalz,Saarland","2","","",""
"nicht in Deutschland geboren","1993","Realschule","Baden-Wuerttemberg","21","","",""
"nicht in Deutschland geboren","1993","Realschule","Bayern","27","","",""
"nicht in Deutschland geboren","1993","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","1993","Realschule","Berlin","8","0.0602693174250043","0.0230431689853663","0.0974954658646422"
"nicht in Deutschland geboren","1993","Realschule","Brandenburg","1","","",""
"nicht in Deutschland geboren","1993","Realschule","Mecklenburg-Vorpommern","4","0.0228376758635867","-0.000455508107597834","0.0461308598347712"
"nicht in Deutschland geboren","1993","Realschule","Sachsen","4","0.0145575051893203","0.00289264066332672","0.0262223697153139"
"nicht in Deutschland geboren","1993","Realschule","Sachsen-Anhalt","2","","",""
"nicht in Deutschland geboren","1993","Realschule","Thueringen","3","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Schleswig-Holstein","4","0.0760565401898783","-0.0322800478004567","0.184393128180213"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Hamburg","8","0.443082009882392","0.206946493716517","0.679217526048268"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Niedersachsen","17","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Bremen","2","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Nordrhein-Westfalen","59","0.117504397635165","0.0785119245939029","0.156496870676427"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Hessen","20","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","0.112036118798013","0.0130458586468915","0.211026378949135"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Baden-Wuerttemberg","41","0.157893563867473","0.096154306837295","0.219632820897651"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Bayern","24","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Berlin","13","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Brandenburg","","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Sachsen","1","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Thueringen","1","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Schleswig-Holstein","2","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Hamburg","","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Niedersachsen","4","0.0560876419360956","0.00566767873754225","0.106507605134649"
"nicht in Deutschland geboren","1993","AkademikerIn","Bremen","1","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Nordrhein-Westfalen","24","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Hessen","17","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Baden-Wuerttemberg","19","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Bayern","25","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Berlin","11","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Brandenburg","6","0.0474613613873133","0.0135479862625848","0.0813747365120417"
"nicht in Deutschland geboren","1993","AkademikerIn","Mecklenburg-Vorpommern","2","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Sachsen","7","0.0378468379475579","0.0138044658637134","0.0618892100314025"
"nicht in Deutschland geboren","1993","AkademikerIn","Sachsen-Anhalt","6","0.0540995833905235","0.0192650295503306","0.0889341372307165"
"nicht in Deutschland geboren","1993","AkademikerIn","Thueringen","4","0.0388255707554129","0.00397040792049447","0.0736807335903313"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Schleswig-Holstein","12","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Hamburg","5","0.539268379728765","0.230328069315712","0.848208690141818"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Niedersachsen","20","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Bremen","1","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Nordrhein-Westfalen","75","0.579365081292534","0.513833799372555","0.644896363212512"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Hessen","23","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","8","0.48668739877332","0.316154908197648","0.657219889348991"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Baden-Wuerttemberg","43","0.321944378873975","0.259922784276287","0.383965973471662"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Bayern","28","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Berlin","9","0.638717605085847","0.43798653785917","0.839448672312524"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Brandenburg","17","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Mecklenburg-Vorpommern","14","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Sachsen","28","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Sachsen-Anhalt","20","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","Thueringen","12","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Schleswig-Holstein","133","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Hamburg","58","0.913988160851528","0.851765268935645","0.976211052767411"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Niedersachsen","430","0.924804484640653","0.901643642140295","0.947965327141012"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Bremen","45","0.894346135031653","0.811588957992791","0.977103312070515"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Nordrhein-Westfalen","938","0.865409456165781","0.84634444092858","0.884474471402982"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Hessen","311","0.803786562064335","0.767883300228033","0.839689823900636"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Rheinland-Pfalz,Saarland","347","0.914099360997621","0.886774855670286","0.941423866324957"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Baden-Wuerttemberg","602","0.797177747501226","0.771648558114763","0.822706936887689"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Bayern","681","0.880127239982321","0.858493972068244","0.901760507896398"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Berlin","137","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Brandenburg","189","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Mecklenburg-Vorpommern","123","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Sachsen","370","0.946688363084407","0.924505657852463","0.968871068316352"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Sachsen-Anhalt","231","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","Thueringen","243","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Schleswig-Holstein","72","0.975488760531934","0.940017188797324","1.01096033226654"
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Hamburg","26","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Niedersachsen","215","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Bremen","19","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Nordrhein-Westfalen","405","0.91701291171539","0.891324383854157","0.942701439576624"
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Hessen","139","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Rheinland-Pfalz,Saarland","99","0.991413703619795","0.973420114444703","1.00940729279489"
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Baden-Wuerttemberg","242","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Bayern","279","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Berlin","146","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Brandenburg","215","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Mecklenburg-Vorpommern","157","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Sachsen","403","0.979170635313655","0.965313124959433","0.993028145667878"
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Sachsen-Anhalt","245","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","Thueringen","248","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Schleswig-Holstein","21","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Hamburg","8","0.561683997594991","0.301773535163865","0.821594460026117"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Niedersachsen","75","0.859850676542594","0.788526885935781","0.931174467149407"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Bremen","6","0.845396048713212","0.594875416538369","1.09591668088805"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Nordrhein-Westfalen","203","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Hessen","51","0.871064955392427","0.793655751498867","0.948474159285988"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Rheinland-Pfalz,Saarland","33","0.852291306194764","0.74745328602883","0.957129326360697"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Baden-Wuerttemberg","91","0.805442091903808","0.737393675989442","0.873490507818173"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Bayern","91","0.809895204992507","0.737548322981081","0.882242087003934"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Berlin","27","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Brandenburg","22","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Mecklenburg-Vorpommern","12","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Sachsen","45","0.923764567453935","0.847076417718128","1.00045271718974"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Sachsen-Anhalt","24","","",""
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","Thueringen","20","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Schleswig-Holstein","20","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Hamburg","12","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Niedersachsen","74","0.895795711464432","0.828423340507677","0.963168082421186"
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Bremen","2","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Nordrhein-Westfalen","202","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Hessen","82","0.864088744148191","0.796583520502651","0.931593967793731"
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Rheinland-Pfalz,Saarland","40","0.938859630843102","0.867248880495275","1.01047038119093"
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Baden-Wuerttemberg","93","0.899772862189732","0.843136503619093","0.956409220760371"
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Bayern","147","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Berlin","132","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Brandenburg","139","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Mecklenburg-Vorpommern","90","0.979613260305475","0.950736039488512","1.00849048112244"
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Sachsen","237","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Sachsen-Anhalt","146","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","Thueringen","113","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Schleswig-Holstein","4","0.0899174599746253","-0.0502510659313677","0.230085985880618"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Hamburg","5","0.460731620271235","0.151791309858182","0.769671930684288"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Niedersachsen","31","0.401649796134127","0.267105745037395","0.536193847230859"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Bremen","1","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Nordrhein-Westfalen","143","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Hessen","72","0.522585977188033","0.422144578942354","0.623027375433711"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","25","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Baden-Wuerttemberg","175","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Bayern","59","0.451673267432504","0.347100074591297","0.556246460273711"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Berlin","13","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Brandenburg","1","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Sachsen","2","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Thueringen","","","",""
