year,pgisced97,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.91868,65,65,0.85171,0.98564
1998,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92467,540,582,0.90321,0.94613
1998,First Stage of Tertiary Education,West,Not born in Germany,0.07533,42,582,0.05387,0.09679
1998,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.93177,227,227,0.89890,0.96465
1998,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.85142,938,1101,0.83040,0.87244
1998,Second Stage of Tertiary Education,West,Not born in Germany,0.14858,163,1101,0.12756,0.16960
1998,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.95558,841,841,0.94165,0.96952
1999,No answer / don't know,West,Born in Germany or immigrated <1950,0.66259,155,241,0.60277,0.72241
1999,No answer / don't know,West,Not born in Germany,0.33741,86,241,0.27759,0.39723
1999,No answer / don't know,East,Born in Germany or immigrated <1950,0.97958,43,43,0.93682,1.02235
1999,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92208,192,192,0.88406,0.96009
1999,Pre-primary Level,East,Born in Germany or immigrated <1950,0.96824,103,103,0.93421,1.00227
1999,Primary Level,West,Born in Germany or immigrated <1950,0.28473,74,411,0.24104,0.32841
1999,Primary Level,West,Not born in Germany,0.71527,337,411,0.67159,0.75896
1999,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.80300,1469,2069,0.78586,0.82015
1999,Lower Secondary Level,West,Not born in Germany,0.19700,600,2069,0.17985,0.21414
1999,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95416,359,359,0.93249,0.97582
1999,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88864,4120,4855,0.87979,0.89749
1999,Upper Secondary Level,West,Not born in Germany,0.11136,735,4855,0.10251,0.12021
1999,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96846,2022,2076,0.96094,0.97598
1999,Upper Secondary Level,East,Not born in Germany,0.03154,54,2076,0.02402,0.03906
1999,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76447,307,429,0.72426,0.80467
1999,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23553,122,429,0.19533,0.27574
1999,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.92725,71,71,0.86641,0.98810
1999,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92663,530,571,0.90522,0.94803
1999,First Stage of Tertiary Education,West,Not born in Germany,0.07337,41,571,0.05197,0.09478
1999,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.94020,232,232,0.90962,0.97078
1999,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.85840,949,1102,0.83780,0.87899
1999,Second Stage of Tertiary Education,West,Not born in Germany,0.14160,153,1102,0.12101,0.16220
1999,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.95572,831,831,0.94173,0.96972
2000,Pre-primary Level,West,Born in Germany or immigrated <1950,0.84861,297,352,0.81111,0.88610
2000,Pre-primary Level,West,Not born in Germany,0.15139,55,352,0.11390,0.18889
2000,Pre-primary Level,East,Born in Germany or immigrated <1950,0.98394,140,140,0.96305,1.00484
2000,Primary Level,West,Born in Germany or immigrated <1950,0.30587,100,384,0.25972,0.35201
2000,Primary Level,West,Not born in Germany,0.69413,284,384,0.64799,0.74028
2000,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.77811,2210,3040,0.76333,0.79288
2000,Lower Secondary Level,West,Not born in Germany,0.22189,830,3040,0.20712,0.23667
2000,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94880,492,492,0.92931,0.96830
2000,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89480,8386,9546,0.88864,0.90095
2000,Upper Secondary Level,West,Not born in Germany,0.10520,1160,9546,0.09905,0.11136
2000,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97609,3185,3253,0.97084,0.98134
2000,Upper Secondary Level,East,Not born in Germany,0.02391,68,3253,0.01866,0.02916
2000,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.75999,726,994,0.73342,0.78655
2000,Post-secondary Non-tertiary Level,West,Not born in Germany,0.24001,268,994,0.21345,0.26658
2000,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.94783,120,120,0.90787,0.98778
2000,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.87759,1199,1376,0.86027,0.89492
2000,First Stage of Tertiary Education,West,Not born in Germany,0.12241,177,1376,0.10508,0.13973
2000,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96180,491,491,0.94483,0.97878
2000,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84826,2168,2528,0.83428,0.86225
2000,Second Stage of Tertiary Education,West,Not born in Germany,0.15174,360,2528,0.13775,0.16572
2000,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96181,1250,1288,0.95134,0.97228
2000,Second Stage of Tertiary Education,East,Not born in Germany,0.03819,38,1288,0.02772,0.04866
2001,No answer / don't know,West,Born in Germany or immigrated <1950,0.70531,65,65,0.59361,0.81701
2001,Pre-primary Level,West,Born in Germany or immigrated <1950,0.86475,341,385,0.83054,0.89895
2001,Pre-primary Level,West,Not born in Germany,0.13525,44,385,0.10105,0.16946
2001,Pre-primary Level,East,Born in Germany or immigrated <1950,0.97605,153,153,0.95174,1.00035
2001,Primary Level,West,Born in Germany or immigrated <1950,0.35602,88,297,0.30147,0.41057
2001,Primary Level,West,Not born in Germany,0.64398,209,297,0.58943,0.69853
2001,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.76411,1876,2631,0.74788,0.78034
2001,Lower Secondary Level,West,Not born in Germany,0.23589,755,2631,0.21966,0.25212
2001,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94731,434,434,0.92626,0.96835
2001,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89694,7544,8578,0.89050,0.90337
2001,Upper Secondary Level,West,Not born in Germany,0.10306,1034,8578,0.09663,0.10950
2001,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97915,2945,2998,0.97404,0.98427
2001,Upper Secondary Level,East,Not born in Germany,0.02085,53,2998,0.01573,0.02596
2001,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76487,696,945,0.73781,0.79192
2001,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23513,249,945,0.20808,0.26219
2001,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96671,118,118,0.93421,0.99922
2001,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88876,1082,1232,0.87119,0.90632
2001,First Stage of Tertiary Education,West,Not born in Germany,0.11124,150,1232,0.09368,0.12881
2001,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96227,430,430,0.94424,0.98030
2001,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84762,2000,2328,0.83302,0.86222
2001,Second Stage of Tertiary Education,West,Not born in Germany,0.15238,328,2328,0.13778,0.16698
2001,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96459,1189,1222,0.95422,0.97495
2001,Second Stage of Tertiary Education,East,Not born in Germany,0.03541,33,1222,0.02505,0.04578
2002,No answer / don't know,West,Born in Germany or immigrated <1950,0.77151,104,135,0.70042,0.84260
2002,No answer / don't know,West,Not born in Germany,0.22849,31,135,0.15740,0.29958
2002,No answer / don't know,East,Born in Germany or immigrated <1950,0.97568,50,50,0.93256,1.01881
2002,Pre-primary Level,West,Born in Germany or immigrated <1950,0.83076,409,459,0.79642,0.86510
2002,Pre-primary Level,West,Not born in Germany,0.16924,50,459,0.13490,0.20358
2002,Pre-primary Level,East,Born in Germany or immigrated <1950,0.97739,151,151,0.95360,1.00118
2002,Primary Level,West,Born in Germany or immigrated <1950,0.35758,81,270,0.30030,0.41485
2002,Primary Level,West,Not born in Germany,0.64242,189,270,0.58515,0.69970
2002,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.75869,1777,2471,0.74182,0.77557
2002,Lower Secondary Level,West,Not born in Germany,0.24131,694,2471,0.22443,0.25818
2002,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94828,405,405,0.92669,0.96988
2002,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89689,7736,8706,0.89050,0.90328
2002,Upper Secondary Level,West,Not born in Germany,0.10311,970,8706,0.09672,0.10950
2002,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97919,2827,2878,0.97398,0.98441
2002,Upper Secondary Level,East,Not born in Germany,0.02081,51,2878,0.01559,0.02602
2002,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.74332,790,1030,0.71663,0.77001
2002,Post-secondary Non-tertiary Level,West,Not born in Germany,0.25668,240,1030,0.22999,0.28337
2002,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96807,132,132,0.93796,0.99818
2002,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88393,1144,1290,0.86644,0.90142
2002,First Stage of Tertiary Education,West,Not born in Germany,0.11607,146,1290,0.09858,0.13356
2002,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96629,440,440,0.94940,0.98317
2002,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84832,2874,3236,0.83596,0.86068
2002,Second Stage of Tertiary Education,West,Not born in Germany,0.15168,362,3236,0.13932,0.16404
2002,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96223,1292,1323,0.95195,0.97251
2002,Second Stage of Tertiary Education,East,Not born in Germany,0.03777,31,1323,0.02749,0.04805
2003,No answer / don't know,West,Born in Germany or immigrated <1950,0.80211,149,180,0.74375,0.86048
2003,No answer / don't know,West,Not born in Germany,0.19789,31,180,0.13952,0.25625
2003,No answer / don't know,East,Born in Germany or immigrated <1950,0.95539,60,60,0.90270,1.00807
2003,Pre-primary Level,West,Born in Germany or immigrated <1950,0.83809,406,456,0.80424,0.87194
2003,Pre-primary Level,West,Not born in Germany,0.16191,50,456,0.12806,0.19576
2003,Pre-primary Level,East,Born in Germany or immigrated <1950,0.99072,161,161,0.97586,1.00558
2003,Primary Level,West,Born in Germany or immigrated <1950,0.39710,89,258,0.33728,0.45692
2003,Primary Level,West,Not born in Germany,0.60290,169,258,0.54308,0.66272
2003,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.76068,1679,2324,0.74333,0.77803
2003,Lower Secondary Level,West,Not born in Germany,0.23932,645,2324,0.22197,0.25667
2003,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95171,396,396,0.93056,0.97285
2003,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89256,7375,8297,0.88589,0.89922
2003,Upper Secondary Level,West,Not born in Germany,0.10744,922,8297,0.10078,0.11411
2003,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98168,2762,2809,0.97671,0.98664
2003,Upper Secondary Level,East,Not born in Germany,0.01832,47,2809,0.01336,0.02329
2003,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.75975,787,1010,0.73339,0.78611
2003,Post-secondary Non-tertiary Level,West,Not born in Germany,0.24025,223,1010,0.21389,0.26661
2003,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96799,139,139,0.93863,0.99736
2003,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.89128,1103,1235,0.87391,0.90865
2003,First Stage of Tertiary Education,West,Not born in Germany,0.10872,132,1235,0.09135,0.12609
2003,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.97285,442,442,0.95769,0.98802
2003,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84370,2719,3062,0.83083,0.85656
2003,Second Stage of Tertiary Education,West,Not born in Germany,0.15630,343,3062,0.14344,0.16917
2003,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96889,1265,1265,0.95932,0.97846
2004,No answer / don't know,West,Born in Germany or immigrated <1950,0.80844,170,204,0.75431,0.86258
2004,No answer / don't know,West,Not born in Germany,0.19156,34,204,0.13742,0.24569
2004,Pre-primary Level,West,Born in Germany or immigrated <1950,0.82377,412,474,0.78943,0.85811
2004,Pre-primary Level,West,Not born in Germany,0.17623,62,474,0.14189,0.21057
2004,Primary Level,West,Born in Germany or immigrated <1950,0.39963,82,239,0.33740,0.46186
2004,Primary Level,West,Not born in Germany,0.60037,157,239,0.53814,0.66260
2004,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.75667,1601,2205,0.73875,0.77458
2004,Lower Secondary Level,West,Not born in Germany,0.24333,604,2205,0.22542,0.26125
2004,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.95885,356,356,0.93818,0.97951
2004,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88978,7135,8035,0.88293,0.89663
2004,Upper Secondary Level,West,Not born in Germany,0.11022,900,8035,0.10337,0.11707
2004,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98062,2699,2746,0.97547,0.98578
2004,Upper Secondary Level,East,Not born in Germany,0.01938,47,2746,0.01422,0.02453
2004,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.75794,787,1006,0.73146,0.78443
2004,Post-secondary Non-tertiary Level,West,Not born in Germany,0.24206,219,1006,0.21557,0.26854
2004,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.97283,148,148,0.94656,0.99911
2004,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88716,1079,1207,0.86930,0.90502
2004,First Stage of Tertiary Education,West,Not born in Germany,0.11284,128,1207,0.09498,0.13070
2004,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.97015,423,423,0.95391,0.98639
2004,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84876,2688,3019,0.83597,0.86154
2004,Second Stage of Tertiary Education,West,Not born in Germany,0.15124,331,3019,0.13846,0.16403
2004,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96916,1249,1249,0.95956,0.97875
2005,No answer / don't know,West,Born in Germany or immigrated <1950,0.81328,196,234,0.76325,0.86332
2005,No answer / don't know,West,Not born in Germany,0.18672,38,234,0.13668,0.23675
2005,Pre-primary Level,West,Born in Germany or immigrated <1950,0.87211,448,503,0.84290,0.90133
2005,Pre-primary Level,West,Not born in Germany,0.12789,55,503,0.09867,0.15710
2005,Primary Level,West,Born in Germany or immigrated <1950,0.41312,79,228,0.34906,0.47717
2005,Primary Level,West,Not born in Germany,0.58688,149,228,0.52283,0.65094
2005,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.75063,1500,2053,0.73191,0.76935
2005,Lower Secondary Level,West,Not born in Germany,0.24937,553,2053,0.23065,0.26809
2005,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.93892,324,324,0.91280,0.96504
2005,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89067,6794,7623,0.88367,0.89768
2005,Upper Secondary Level,West,Not born in Germany,0.10933,829,7623,0.10232,0.11633
2005,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97865,2579,2624,0.97312,0.98418
2005,Upper Secondary Level,East,Not born in Germany,0.02135,45,2624,0.01582,0.02688
2005,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.75584,758,967,0.72875,0.78293
2005,Post-secondary Non-tertiary Level,West,Not born in Germany,0.24416,209,967,0.21707,0.27125
2005,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.95127,157,157,0.91748,0.98505
2005,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88629,1019,1140,0.86785,0.90473
2005,First Stage of Tertiary Education,West,Not born in Germany,0.11371,121,1140,0.09527,0.13215
2005,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.97009,409,409,0.95356,0.98662
2005,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84899,2599,2913,0.83598,0.86199
2005,Second Stage of Tertiary Education,West,Not born in Germany,0.15101,314,2913,0.13801,0.16402
2005,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.97071,1228,1228,0.96128,0.98015
2006,No answer / don't know,West,Born in Germany or immigrated <1950,0.77285,211,254,0.72122,0.82448
2006,No answer / don't know,West,Not born in Germany,0.22715,43,254,0.17552,0.27878
2006,Pre-primary Level,West,Born in Germany or immigrated <1950,0.89431,454,492,0.86712,0.92150
2006,Pre-primary Level,West,Not born in Germany,0.10569,38,492,0.07850,0.13288
2006,Pre-primary Level,East,Born in Germany or immigrated <1950,0.98749,145,145,0.96933,1.00564
2006,Primary Level,West,Born in Germany or immigrated <1950,0.44167,86,218,0.37560,0.50774
2006,Primary Level,West,Not born in Germany,0.55833,132,218,0.49226,0.62440
2006,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.75818,1620,2148,0.74007,0.77629
2006,Lower Secondary Level,West,Not born in Germany,0.24182,528,2148,0.22371,0.25993
2006,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.93657,370,370,0.91170,0.96144
2006,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88707,7434,8281,0.88025,0.89389
2006,Upper Secondary Level,West,Not born in Germany,0.11293,847,8281,0.10611,0.11975
2006,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.97830,2756,2806,0.97291,0.98369
2006,Upper Secondary Level,East,Not born in Germany,0.02170,50,2806,0.01631,0.02709
2006,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76799,829,1042,0.74235,0.79363
2006,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23201,213,1042,0.20637,0.25765
2006,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.95657,165,165,0.92537,0.98776
2006,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.87872,1090,1223,0.86042,0.89703
2006,First Stage of Tertiary Education,West,Not born in Germany,0.12128,133,1223,0.10297,0.13958
2006,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.97911,418,418,0.96539,0.99284
2006,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.85269,2904,3245,0.84049,0.86488
2006,Second Stage of Tertiary Education,West,Not born in Germany,0.14731,341,3245,0.13512,0.15951
2006,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96955,1307,1307,0.96023,0.97887
2007,No answer / don't know,West,Born in Germany or immigrated <1950,0.78648,220,257,0.73628,0.83668
2007,No answer / don't know,West,Not born in Germany,0.21352,37,257,0.16332,0.26372
2007,Pre-primary Level,West,Born in Germany or immigrated <1950,0.90075,448,448,0.87303,0.92847
2007,Primary Level,West,Born in Germany or immigrated <1950,0.41995,77,193,0.35013,0.48976
2007,Primary Level,West,Not born in Germany,0.58005,116,193,0.51024,0.64987
2007,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.74860,1452,1918,0.72917,0.76802
2007,Lower Secondary Level,West,Not born in Germany,0.25140,466,1918,0.23198,0.27083
2007,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94486,327,327,0.92009,0.96964
2007,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88880,6938,7697,0.88178,0.89582
2007,Upper Secondary Level,West,Not born in Germany,0.11120,759,7697,0.10418,0.11822
2007,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98113,2587,2627,0.97593,0.98633
2007,Upper Secondary Level,East,Not born in Germany,0.01887,40,2627,0.01367,0.02407
2007,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.77516,801,1001,0.74928,0.80103
2007,Post-secondary Non-tertiary Level,West,Not born in Germany,0.22484,200,1001,0.19897,0.25072
2007,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.95959,161,161,0.92907,0.99010
2007,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88203,1010,1128,0.86320,0.90087
2007,First Stage of Tertiary Education,West,Not born in Germany,0.11797,118,1128,0.09913,0.13680
2007,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.98154,398,398,0.96830,0.99478
2007,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.86038,2772,3089,0.84815,0.87260
2007,Second Stage of Tertiary Education,West,Not born in Germany,0.13962,317,3089,0.12740,0.15185
2007,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96538,1273,1273,0.95533,0.97543
2008,No answer / don't know,West,Born in Germany or immigrated <1950,0.80261,218,254,0.75357,0.85166
2008,No answer / don't know,West,Not born in Germany,0.19739,36,254,0.14834,0.24643
2008,Pre-primary Level,West,Born in Germany or immigrated <1950,0.95226,427,427,0.93202,0.97251
2008,Primary Level,West,Born in Germany or immigrated <1950,0.40381,66,165,0.32872,0.47891
2008,Primary Level,West,Not born in Germany,0.59619,99,165,0.52109,0.67128
2008,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.74101,1334,1755,0.72050,0.76151
2008,Lower Secondary Level,West,Not born in Germany,0.25899,421,1755,0.23849,0.27950
2008,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.96838,302,302,0.94862,0.98815
2008,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88941,6552,7233,0.88218,0.89663
2008,Upper Secondary Level,West,Not born in Germany,0.11059,681,7233,0.10337,0.11782
2008,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98508,2468,2501,0.98033,0.98983
2008,Upper Secondary Level,East,Not born in Germany,0.01492,33,2501,0.01017,0.01967
2008,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76695,740,926,0.73970,0.79419
2008,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23305,186,926,0.20581,0.26030
2008,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96090,160,160,0.93077,0.99103
2008,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88223,932,1039,0.86262,0.90184
2008,First Stage of Tertiary Education,West,Not born in Germany,0.11777,107,1039,0.09816,0.13738
2008,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.98500,370,370,0.97259,0.99740
2008,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.86581,2663,2950,0.85351,0.87812
2008,Second Stage of Tertiary Education,West,Not born in Germany,0.13419,287,2950,0.12188,0.14649
2008,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96597,1216,1216,0.95578,0.97617
2009,No answer / don't know,West,Born in Germany or immigrated <1950,0.82291,220,220,0.77235,0.87347
2009,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92028,405,405,0.89387,0.94669
2009,Primary Level,West,Born in Germany or immigrated <1950,0.39204,60,150,0.31365,0.47043
2009,Primary Level,West,Not born in Germany,0.60796,90,150,0.52957,0.68635
2009,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.75455,1210,1564,0.73321,0.77588
2009,Lower Secondary Level,West,Not born in Germany,0.24545,354,1564,0.22412,0.26679
2009,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.96322,258,258,0.94021,0.98623
2009,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.89292,6085,6670,0.88550,0.90034
2009,Upper Secondary Level,West,Not born in Germany,0.10708,585,6670,0.09966,0.11450
2009,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98487,2364,2364,0.97994,0.98979
2009,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.78781,681,844,0.76021,0.81541
2009,Post-secondary Non-tertiary Level,West,Not born in Germany,0.21219,163,844,0.18459,0.23979
2009,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96027,146,146,0.92847,0.99206
2009,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88881,869,959,0.86890,0.90872
2009,First Stage of Tertiary Education,West,Not born in Germany,0.11119,90,959,0.09128,0.13110
2009,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99172,367,367,0.98244,1.00100
2009,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.86444,2562,2828,0.85182,0.87706
2009,Second Stage of Tertiary Education,West,Not born in Germany,0.13556,266,2828,0.12294,0.14818
2009,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96850,1181,1181,0.95853,0.97846
2010,No answer / don't know,West,Born in Germany or immigrated <1950,0.75027,208,250,0.69651,0.80404
2010,No answer / don't know,West,Not born in Germany,0.24973,42,250,0.19596,0.30349
2010,No answer / don't know,East,Born in Germany or immigrated <1950,0.99884,67,67,0.99063,1.00705
2010,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92423,584,621,0.90340,0.94506
2010,Pre-primary Level,West,Not born in Germany,0.07577,37,621,0.05494,0.09660
2010,Primary Level,West,Born in Germany or immigrated <1950,0.40626,137,314,0.35185,0.46067
2010,Primary Level,West,Not born in Germany,0.59374,177,314,0.53933,0.64815
2010,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.71908,1558,2174,0.70018,0.73798
2010,Lower Secondary Level,West,Not born in Germany,0.28092,616,2174,0.26202,0.29982
2010,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.94541,315,315,0.92028,0.97054
2010,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88167,7783,8821,0.87493,0.88841
2010,Upper Secondary Level,West,Not born in Germany,0.11833,1038,8821,0.11159,0.12507
2010,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.98529,2881,2931,0.98093,0.98965
2010,Upper Secondary Level,East,Not born in Germany,0.01471,50,2931,0.01035,0.01907
2010,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.78788,1135,1453,0.76685,0.80890
2010,Post-secondary Non-tertiary Level,West,Not born in Germany,0.21212,318,1453,0.19110,0.23315
2010,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.94750,240,240,0.91923,0.97578
2010,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.88715,1084,1198,0.86922,0.90507
2010,First Stage of Tertiary Education,West,Not born in Germany,0.11285,114,1198,0.09493,0.13078
2010,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.98931,408,408,0.97933,0.99930
2010,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.84512,3461,3980,0.83388,0.85637
2010,Second Stage of Tertiary Education,West,Not born in Germany,0.15488,519,3980,0.14363,0.16612
2010,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.96923,1355,1396,0.96017,0.97829
2010,Second Stage of Tertiary Education,East,Not born in Germany,0.03077,41,1396,0.02171,0.03983
2011,No answer / don't know,West,Born in Germany or immigrated <1950,0.75316,369,468,0.71406,0.79227
2011,No answer / don't know,West,Not born in Germany,0.24684,99,468,0.20773,0.28594
2011,No answer / don't know,East,Born in Germany or immigrated <1950,0.98206,105,105,0.95656,1.00757
2011,Pre-primary Level,West,Born in Germany or immigrated <1950,0.92907,743,782,0.91107,0.94708
2011,Pre-primary Level,West,Not born in Germany,0.07093,39,782,0.05292,0.08893
2011,Pre-primary Level,East,Born in Germany or immigrated <1950,0.99647,110,110,0.98535,1.00760
2011,Primary Level,West,Born in Germany or immigrated <1950,0.48013,181,360,0.42845,0.53181
2011,Primary Level,West,Not born in Germany,0.51987,179,360,0.46819,0.57155
2011,Primary Level,East,Born in Germany or immigrated <1950,0.98288,45,45,0.94456,1.02121
2011,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.75316,1998,2640,0.73671,0.76961
2011,Lower Secondary Level,West,Not born in Germany,0.24684,642,2640,0.23039,0.26329
2011,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.93974,383,383,0.91588,0.96361
2011,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88257,9346,10519,0.87642,0.88872
