"germborn","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren","2000","(Fach-)Abitur","3","417","0.812119463766101","0.778050944577167","0.846187982955035"
"in Deutschland geboren","2000","(Fach-)Abitur","4","375","0.881270660931333","0.850589779339323","0.911951542523342"
"in Deutschland geboren","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","243","0.880167447296581","0.84178330853085","0.918551586062312"
"in Deutschland geboren","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","179","0.459832045938737","0.411233706124532","0.508430385752942"
"in Deutschland geboren","2000","(noch) kein Abschluss","2","161","0.602377750223758","0.543003568475441","0.661751931972074"
"in Deutschland geboren","2000","(noch) kein Abschluss","3","91","0.634954010419443","0.554040030579871","0.715867990259015"
"in Deutschland geboren","2000","(noch) kein Abschluss","4","66","0.906855201781789","0.8410794627016","0.972630940861978"
"in Deutschland geboren","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","39","0.967012609170974","0.91299771900881","1.02102749933314"
"in Deutschland geboren","2000","AkademikerIn","1 Einkommensschwächstes Quintil","344","0.750370715315084","0.70974597940513","0.790995451225037"
"in Deutschland geboren","2000","AkademikerIn","2","613","0.858915940133177","0.833054198015073","0.884777682251281"
"in Deutschland geboren","2000","AkademikerIn","3","685","0.87569078608423","0.852203083533489","0.89917848863497"
"in Deutschland geboren","2000","AkademikerIn","4","820","0.912455318659145","0.89379234584487","0.931118291473419"
"in Deutschland geboren","2000","AkademikerIn","5 Einkommensstärkstes Quintil","956","0.908431665638295","0.890944930378042","0.925918400898548"
"in Deutschland geboren","2000","Hauptschule","1 Einkommensschwächstes Quintil","2540","0.801613248884028","0.788044222839567","0.81518227492849"
"in Deutschland geboren","2000","Hauptschule","2","2917","0.871290768352236","0.860134121238389","0.882447415466083"
"in Deutschland geboren","2000","Hauptschule","3","1731","0.89638826633148","0.882954514900826","0.909822017762135"
"in Deutschland geboren","2000","Hauptschule","4","1245","0.916912457022224","0.902323352469718","0.931501561574729"
"in Deutschland geboren","2000","Hauptschule","5 Einkommensstärkstes Quintil","499","0.927967414865113","0.906320865527944","0.949613964202282"
"in Deutschland geboren","2000","Realschule","1 Einkommensschwächstes Quintil","1416","0.947757809897616","0.936436660694167","0.959078959101064"
"in Deutschland geboren","2000","Realschule","2","1758","0.940494801311354","0.92970899139974","0.951280611222968"
"in Deutschland geboren","2000","Realschule","3","1231","0.969029681640855","0.95951696080879","0.97854240247292"
"in Deutschland geboren","2000","Realschule","4","1048","0.959233064949193","0.947450209179687","0.971015920718699"
"in Deutschland geboren","2000","Realschule","5 Einkommensstärkstes Quintil","581","0.967064446040023","0.952796184887111","0.981332707192936"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","1 Einkommensschwächstes Quintil","198","0.327256568853026","0.289649765574336","0.364863372131716"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","2","128","0.212684372319153","0.178392069211478","0.246976675426828"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","3","88","0.187880536233899","0.153812017044965","0.221949055422832"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","4","52","0.118729339068667","0.0880484574766576","0.149410220660677"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","5 Einkommensstärkstes Quintil","32","0.119832552703419","0.081448413937688","0.15821669146915"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","225","0.540167954061263","0.491569614247058","0.588766293875468"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","2","100","0.397622249776242","0.338248068027926","0.456996431524559"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","3","45","0.365045989580557","0.284132009740985","0.445959969420129"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","4","9","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","1 Einkommensschwächstes Quintil","92","0.249629284684916","0.209004548774963","0.29025402059487"
"nicht in Deutschland geboren","2000","AkademikerIn","2","83","0.141084059866823","0.11522231774872","0.166945801984927"
"nicht in Deutschland geboren","2000","AkademikerIn","3","73","0.12430921391577","0.10082151136503","0.147796916466511"
"nicht in Deutschland geboren","2000","AkademikerIn","4","61","0.0875446813408554","0.0688817085265809","0.10620765415513"
"nicht in Deutschland geboren","2000","AkademikerIn","5 Einkommensstärkstes Quintil","89","0.091568334361705","0.0740815991014518","0.109055069621958"
"nicht in Deutschland geboren","2000","Hauptschule","1 Einkommensschwächstes Quintil","778","0.198386751115972","0.18481772507151","0.211955777160433"
"nicht in Deutschland geboren","2000","Hauptschule","2","544","0.128709231647764","0.117552584533917","0.139865878761611"
"nicht in Deutschland geboren","2000","Hauptschule","3","246","0.10361173366852","0.0901779822378652","0.117045485099174"
"nicht in Deutschland geboren","2000","Hauptschule","4","130","0.0830875429777764","0.0684984384252707","0.0976766475302821"
"nicht in Deutschland geboren","2000","Hauptschule","5 Einkommensstärkstes Quintil","49","0.0720325851348867","0.0503860357977178","0.0936791344720556"
"nicht in Deutschland geboren","2000","Realschule","1 Einkommensschwächstes Quintil","68","0.0522421901023844","0.0409210408989363","0.0635633393058325"
"nicht in Deutschland geboren","2000","Realschule","2","90","0.0595051986886463","0.0487193887770324","0.0702910086002603"
"nicht in Deutschland geboren","2000","Realschule","3","43","0.0309703183591449","0.0214575975270798","0.04048303919121"
"nicht in Deutschland geboren","2000","Realschule","4","34","0.0407669350508071","0.0289840792813007","0.0525497908203134"
"nicht in Deutschland geboren","2000","Realschule","5 Einkommensstärkstes Quintil","20","","",""
"in Deutschland geboren","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","314","0.638022222417208","0.59538420158637","0.680660243248045"
"in Deutschland geboren","2001","(Fach-)Abitur","2","437","0.773640215968914","0.739225588135788","0.808054843802041"
"in Deutschland geboren","2001","(Fach-)Abitur","3","382","0.839476552783244","0.805783590662698","0.873169514903789"
"in Deutschland geboren","2001","(Fach-)Abitur","4","365","0.8801264997687","0.849099399790472","0.911153599746927"
"in Deutschland geboren","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","266","0.909592447579716","0.87653076526973","0.942654129889702"
"in Deutschland geboren","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","166","0.484312872920553","0.430063410055123","0.538562335785983"
"in Deutschland geboren","2001","(noch) kein Abschluss","2","181","0.734709222144658","0.680308251004084","0.789110193285232"
"in Deutschland geboren","2001","(noch) kein Abschluss","3","120","0.823130958255076","0.762272633021403","0.883989283488749"
"in Deutschland geboren","2001","(noch) kein Abschluss","4","82","0.856568350100549","0.784944496120645","0.928192204080452"
"in Deutschland geboren","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","46","0.969411525812334","0.921196428512234","1.01762662311243"
"in Deutschland geboren","2001","AkademikerIn","1 Einkommensschwächstes Quintil","249","0.702232113859178","0.65259362371205","0.751870604006307"
"in Deutschland geboren","2001","AkademikerIn","2","526","0.837345697893221","0.807791453943745","0.866899941842698"
"in Deutschland geboren","2001","AkademikerIn","3","656","0.87230369653372","0.848009524252345","0.896597868815095"
"in Deutschland geboren","2001","AkademikerIn","4","833","0.913273717380371","0.894927787838027","0.931619646922716"
"in Deutschland geboren","2001","AkademikerIn","5 Einkommensstärkstes Quintil","925","0.925809050304607","0.90953279108286","0.942085309526354"
"in Deutschland geboren","2001","Hauptschule","1 Einkommensschwächstes Quintil","2140","0.788644133135382","0.773548802729068","0.803739463541696"
"in Deutschland geboren","2001","Hauptschule","2","2440","0.874644070696051","0.862594756053995","0.886693385338106"
"in Deutschland geboren","2001","Hauptschule","3","1664","0.888735715923882","0.874666340791749","0.902805091056015"
"in Deutschland geboren","2001","Hauptschule","4","1114","0.923789359055291","0.909038856693114","0.938539861417467"
"in Deutschland geboren","2001","Hauptschule","5 Einkommensstärkstes Quintil","473","0.927861505703521","0.9056247443819","0.950098267025142"
"in Deutschland geboren","2001","Realschule","1 Einkommensschwächstes Quintil","1187","0.947685625684044","0.935312467497189","0.9600587838709"
"in Deutschland geboren","2001","Realschule","2","1557","0.944234186727777","0.933094366839638","0.955374006615916"
"in Deutschland geboren","2001","Realschule","3","1206","0.957287959213652","0.946114073375209","0.968461845052095"
"in Deutschland geboren","2001","Realschule","4","1003","0.956076328213651","0.943633765650395","0.968518890776907"
"in Deutschland geboren","2001","Realschule","5 Einkommensstärkstes Quintil","594","0.986698104919833","0.977554060207802","0.995842149631864"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","174","0.361977777582793","0.319339756751955","0.40461579841363"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","2","131","0.226359784031086","0.19194515619796","0.260774411864212"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","3","74","0.160523447216756","0.126830485096211","0.194216409337302"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","4","56","0.1198735002313","0.0888464002530731","0.150900600209528"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","23","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","160","0.515687127079447","0.461437664214017","0.569936589944877"
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","2","72","0.265290777855342","0.210889806714768","0.319691748995916"
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","3","31","0.176869041744924","0.116010716511251","0.237727366978597"
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","4","10","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"nicht in Deutschland geboren","2001","AkademikerIn","1 Einkommensschwächstes Quintil","77","0.297767886140822","0.248129395993693","0.34740637628795"
"nicht in Deutschland geboren","2001","AkademikerIn","2","73","0.162654302106779","0.133100058157302","0.192208546056256"
"nicht in Deutschland geboren","2001","AkademikerIn","3","69","0.12769630346628","0.103402131184905","0.151990475747655"
"nicht in Deutschland geboren","2001","AkademikerIn","4","71","0.0867262826196287","0.0683803530772841","0.105072212161973"
"nicht in Deutschland geboren","2001","AkademikerIn","5 Einkommensstärkstes Quintil","71","0.0741909496953928","0.0579146904736455","0.0904672089171402"
"nicht in Deutschland geboren","2001","Hauptschule","1 Einkommensschwächstes Quintil","670","0.211355866864618","0.196260536458304","0.226451197270932"
"nicht in Deutschland geboren","2001","Hauptschule","2","461","0.125355929303949","0.113306614661894","0.137405243946005"
"nicht in Deutschland geboren","2001","Hauptschule","3","255","0.111264284076118","0.097194908943985","0.125333659208251"
"nicht in Deutschland geboren","2001","Hauptschule","4","129","0.0762106409447095","0.0614601385825328","0.0909611433068861"
"nicht in Deutschland geboren","2001","Hauptschule","5 Einkommensstärkstes Quintil","47","0.0721384942964789","0.0499017329748579","0.0943752556181"
"nicht in Deutschland geboren","2001","Realschule","1 Einkommensschwächstes Quintil","57","0.0523143743159558","0.0399412161291004","0.0646875325028112"
"nicht in Deutschland geboren","2001","Realschule","2","73","0.0557658132722232","0.0446259933840845","0.0669056331603619"
"nicht in Deutschland geboren","2001","Realschule","3","52","0.0427120407863481","0.0315381549479047","0.0538859266247915"
"nicht in Deutschland geboren","2001","Realschule","4","39","0.0439236717863491","0.0314811092230932","0.0563662343496051"
"nicht in Deutschland geboren","2001","Realschule","5 Einkommensstärkstes Quintil","9","","",""
"in Deutschland geboren","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","296","0.619029877622514","0.573909850746519","0.664149904498508"
"in Deutschland geboren","2002","(Fach-)Abitur","2","370","0.735336708254943","0.696784072361634","0.773889344148253"
"in Deutschland geboren","2002","(Fach-)Abitur","3","376","0.840055356399498","0.805766371065574","0.874344341733421"
"in Deutschland geboren","2002","(Fach-)Abitur","4","437","0.883480623658439","0.85527293594535","0.911688311371528"
"in Deutschland geboren","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","536","0.919948892669612","0.89770987504522","0.942187910294003"
"in Deutschland geboren","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","159","0.538522489946493","0.481731501398992","0.595313478493994"
"in Deutschland geboren","2002","(noch) kein Abschluss","2","161","0.696259032346722","0.637337060873217","0.755181003820228"
"in Deutschland geboren","2002","(noch) kein Abschluss","3","120","0.732723536396738","0.662371491359546","0.803075581433929"
"in Deutschland geboren","2002","(noch) kein Abschluss","4","113","0.86793274857489","0.80858097627846","0.927284520871319"
"in Deutschland geboren","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","97","0.956889174471406","0.917473224737897","0.996305124204915"
"in Deutschland geboren","2002","AkademikerIn","1 Einkommensschwächstes Quintil","248","0.690098197755722","0.639897842732205","0.740298552779238"
"in Deutschland geboren","2002","AkademikerIn","2","425","0.835986480455659","0.803133283964171","0.868839676947148"
"in Deutschland geboren","2002","AkademikerIn","3","633","0.881429431304988","0.857377465315118","0.905481397294857"
"in Deutschland geboren","2002","AkademikerIn","4","956","0.9159865175632","0.899045148138232","0.932927886988168"
"in Deutschland geboren","2002","AkademikerIn","5 Einkommensstärkstes Quintil","1904","0.928140757058633","0.916881410804027","0.93940010331324"
"in Deutschland geboren","2002","Hauptschule","1 Einkommensschwächstes Quintil","1859","0.80428953299258","0.788433162465928","0.820145903519233"
"in Deutschland geboren","2002","Hauptschule","2","2198","0.859270045393301","0.84598751643511","0.872552574351492"
"in Deutschland geboren","2002","Hauptschule","3","1546","0.885875084441528","0.871141127412371","0.900609041470684"
"in Deutschland geboren","2002","Hauptschule","4","1233","0.914439073802442","0.899691886519593","0.92918626108529"
"in Deutschland geboren","2002","Hauptschule","5 Einkommensstärkstes Quintil","643","0.929722580920828","0.910920604309258","0.948524557532398"
"in Deutschland geboren","2002","Realschule","1 Einkommensschwächstes Quintil","1057","0.939593972547086","0.925521685657146","0.953666259437027"
"in Deutschland geboren","2002","Realschule","2","1360","0.94950391120131","0.938174707385564","0.960833115017055"
"in Deutschland geboren","2002","Realschule","3","1244","0.956780307248863","0.94570488842387","0.967855726073855"
"in Deutschland geboren","2002","Realschule","4","1132","0.966719841597078","0.956411204710169","0.977028478483988"
"in Deutschland geboren","2002","Realschule","5 Einkommensstärkstes Quintil","970","0.967908643594262","0.956963293865601","0.978853993322923"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","149","0.380970122377486","0.335850095501492","0.426090149253481"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","2","133","0.264663291745057","0.226110655851747","0.303215927638366"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","3","63","0.159944643600502","0.125655658266579","0.194233628934426"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","4","60","0.116519376341561","0.088311688628472","0.14472706405465"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","36","0.0800511073303884","0.0578120897059968","0.10229012495478"
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","137","0.461477510053507","0.404686521506006","0.518268498601008"
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","2","73","0.303740967653278","0.244818996179772","0.362662939126783"
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","3","32","0.267276463603262","0.196924418566071","0.337628508640454"
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","4","12","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"nicht in Deutschland geboren","2002","AkademikerIn","1 Einkommensschwächstes Quintil","78","0.309901802244279","0.259701447220762","0.360102157267795"
"nicht in Deutschland geboren","2002","AkademikerIn","2","63","0.164013519544341","0.131160323052852","0.196866716035829"
"nicht in Deutschland geboren","2002","AkademikerIn","3","61","0.118570568695012","0.0945186027051425","0.142622534684882"
"nicht in Deutschland geboren","2002","AkademikerIn","4","74","0.0840134824367999","0.0670721130118317","0.100954851861768"
"nicht in Deutschland geboren","2002","AkademikerIn","5 Einkommensstärkstes Quintil","117","0.0718592429413668","0.0605998966867603","0.0831185891959733"
"nicht in Deutschland geboren","2002","Hauptschule","1 Einkommensschwächstes Quintil","546","0.19571046700742","0.179854096480767","0.211566837534072"
"nicht in Deutschland geboren","2002","Hauptschule","2","435","0.140729954606699","0.127447425648507","0.15401248356489"
"nicht in Deutschland geboren","2002","Hauptschule","3","243","0.114124915558472","0.0993909585293161","0.128858872587629"
"nicht in Deutschland geboren","2002","Hauptschule","4","149","0.0855609261975583","0.0708137389147098","0.100308113480407"
"nicht in Deutschland geboren","2002","Hauptschule","5 Einkommensstärkstes Quintil","67","0.0702774190791721","0.0514754424676019","0.0890793956907423"
"nicht in Deutschland geboren","2002","Realschule","1 Einkommensschwächstes Quintil","44","0.0604060274529136","0.0463337405629728","0.0744783143428544"
"nicht in Deutschland geboren","2002","Realschule","2","75","0.0504960887986905","0.039166884982945","0.061825292614436"
"nicht in Deutschland geboren","2002","Realschule","3","51","0.0432196927511375","0.0321442739261447","0.0542951115761304"
"nicht in Deutschland geboren","2002","Realschule","4","31","0.0332801584029216","0.0229715215160117","0.0435887952898315"
"nicht in Deutschland geboren","2002","Realschule","5 Einkommensstärkstes Quintil","26","","",""
"in Deutschland geboren","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","296","0.635584088571608","0.590042872972583","0.681125304170632"
"in Deutschland geboren","2003","(Fach-)Abitur","2","360","0.733613089770159","0.693604647185917","0.773621532354401"
"in Deutschland geboren","2003","(Fach-)Abitur","3","410","0.84966522051654","0.817857622441634","0.881472818591446"
"in Deutschland geboren","2003","(Fach-)Abitur","4","462","0.877551641041021","0.849376944630175","0.905726337451867"
"in Deutschland geboren","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","476","0.93268242645032","0.910871443661169","0.954493409239472"
"in Deutschland geboren","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","162","0.53199178794951","0.473959709944205","0.590023865954815"
"in Deutschland geboren","2003","(noch) kein Abschluss","2","158","0.686680217141026","0.625664351065841","0.747696083216211"
"in Deutschland geboren","2003","(noch) kein Abschluss","3","119","0.809777047806435","0.746114230558568","0.873439865054303"
"in Deutschland geboren","2003","(noch) kein Abschluss","4","112","0.805414905967566","0.737099626136807","0.873730185798326"
"in Deutschland geboren","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","113","0.964588365478313","0.931099598586224","0.998077132370401"
"in Deutschland geboren","2003","AkademikerIn","1 Einkommensschwächstes Quintil","230","0.692951489345595","0.640667657320719","0.745235321370471"
"in Deutschland geboren","2003","AkademikerIn","2","399","0.814961965327121","0.779551936769591","0.850371993884651"
"in Deutschland geboren","2003","AkademikerIn","3","590","0.866891179304874","0.84085693795084","0.892925420658909"
"in Deutschland geboren","2003","AkademikerIn","4","1005","0.909339770760022","0.892151895322288","0.926527646197756"
"in Deutschland geboren","2003","AkademikerIn","5 Einkommensstärkstes Quintil","1760","0.92998141104761","0.918406444538224","0.941556377556996"
"in Deutschland geboren","2003","Hauptschule","1 Einkommensschwächstes Quintil","1643","0.793780284886614","0.776634477363369","0.810926092409859"
"in Deutschland geboren","2003","Hauptschule","2","2078","0.850928566941315","0.836970187166296","0.864886946716335"
"in Deutschland geboren","2003","Hauptschule","3","1543","0.891011043879778","0.876526160508327","0.905495927251229"
"in Deutschland geboren","2003","Hauptschule","4","1238","0.89886171519052","0.883045243238077","0.914678187142963"
"in Deutschland geboren","2003","Hauptschule","5 Einkommensstärkstes Quintil","596","0.943972450287574","0.926210705236906","0.961734195338243"
"in Deutschland geboren","2003","Realschule","1 Einkommensschwächstes Quintil","1052","0.953858602651715","0.941404219747476","0.966312985555954"
"in Deutschland geboren","2003","Realschule","2","1312","0.949439109794146","0.937862542818921","0.96101567676937"
"in Deutschland geboren","2003","Realschule","3","1195","0.951893097830171","0.940006400623007","0.963779795037334"
"in Deutschland geboren","2003","Realschule","4","1149","0.965613089870902","0.95523373432893","0.975992445412874"
"in Deutschland geboren","2003","Realschule","5 Einkommensstärkstes Quintil","866","0.972198105332355","0.961390940074919","0.983005270589791"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","133","0.364415911428392","0.318874695829368","0.409957127027417"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","2","109","0.266386910229841","0.226378467645599","0.306395352814083"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","3","75","0.15033477948346","0.118527181408554","0.182142377558366"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","4","58","0.122448358958979","0.0942736625481329","0.150623055369824"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","31","0.0673175735496798","0.0455065907605284","0.0891285563388312"
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","122","0.46800821205049","0.409976134045185","0.526040290055795"
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","2","64","0.313319782858974","0.252303916783789","0.374335648934159"
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","3","27","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","4","17","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"nicht in Deutschland geboren","2003","AkademikerIn","1 Einkommensschwächstes Quintil","69","0.307048510654405","0.254764678629529","0.359332342679281"
"nicht in Deutschland geboren","2003","AkademikerIn","2","63","0.185038034672879","0.149628006115349","0.220448063230409"
"nicht in Deutschland geboren","2003","AkademikerIn","3","64","0.133108820695126","0.107074579341091","0.15914306204916"
"nicht in Deutschland geboren","2003","AkademikerIn","4","67","0.0906602292399777","0.0734723538022438","0.107848104677712"
"nicht in Deutschland geboren","2003","AkademikerIn","5 Einkommensstärkstes Quintil","107","0.0700185889523897","0.058443622443004","0.0815935554617755"
"nicht in Deutschland geboren","2003","Hauptschule","1 Einkommensschwächstes Quintil","496","0.206219715113386","0.189073907590141","0.223365522636631"
"nicht in Deutschland geboren","2003","Hauptschule","2","423","0.149071433058685","0.135113053283665","0.163029812833704"
"nicht in Deutschland geboren","2003","Hauptschule","3","235","0.108988956120222","0.0945040727487708","0.123473839491673"
"nicht in Deutschland geboren","2003","Hauptschule","4","158","0.10113828480948","0.0853218128570365","0.116954756761923"
"nicht in Deutschland geboren","2003","Hauptschule","5 Einkommensstärkstes Quintil","48","0.0560275497124256","0.0382658046617568","0.0737892947630944"
"nicht in Deutschland geboren","2003","Realschule","1 Einkommensschwächstes Quintil","38","0.0461413973482854","0.0336870144440463","0.0585957802525244"
"nicht in Deutschland geboren","2003","Realschule","2","64","0.0505608902058543","0.0389843232306298","0.0621374571810787"
"nicht in Deutschland geboren","2003","Realschule","3","50","0.0481069021698295","0.0362202049626659","0.0599935993769931"
"nicht in Deutschland geboren","2003","Realschule","4","35","0.0343869101290979","0.0240075545871259","0.04476626567107"
"nicht in Deutschland geboren","2003","Realschule","5 Einkommensstärkstes Quintil","23","","",""
"in Deutschland geboren","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","320","0.684014309589514","0.640375675558923","0.727652943620104"
"in Deutschland geboren","2004","(Fach-)Abitur","2","355","0.730383622395602","0.690222086091805","0.770545158699398"
"in Deutschland geboren","2004","(Fach-)Abitur","3","354","0.799094292785754","0.761484581642266","0.836704003929242"
"in Deutschland geboren","2004","(Fach-)Abitur","4","484","0.885978818523202","0.858945132313985","0.913012504732419"
"in Deutschland geboren","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","490","0.920153137365755","0.896989102883686","0.943317171847824"
"in Deutschland geboren","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","166","0.528218528292257","0.471058618242987","0.585378438341527"
"in Deutschland geboren","2004","(noch) kein Abschluss","2","169","0.711545970500031","0.652996366797615","0.770095574202447"
"in Deutschland geboren","2004","(noch) kein Abschluss","3","118","0.843242382653103","0.783652763124261","0.902832002181946"
"in Deutschland geboren","2004","(noch) kein Abschluss","4","118","0.763013565945341","0.691015046689773","0.835012085200909"
"in Deutschland geboren","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","100","0.892889230429895","0.834832816802171","0.95094564405762"
"in Deutschland geboren","2004","AkademikerIn","1 Einkommensschwächstes Quintil","233","0.717131429876687","0.665735490400394","0.76852736935298"
"in Deutschland geboren","2004","AkademikerIn","2","397","0.801514869432153","0.765025905789145","0.838003833075162"
"in Deutschland geboren","2004","AkademikerIn","3","560","0.828227195929613","0.798936457468549","0.857517934390676"
"in Deutschland geboren","2004","AkademikerIn","4","985","0.939472409349664","0.924972709049539","0.953972109649788"
"in Deutschland geboren","2004","AkademikerIn","5 Einkommensstärkstes Quintil","1762","0.935427321754196","0.924273130209838","0.946581513298553"
"in Deutschland geboren","2004","Hauptschule","1 Einkommensschwächstes Quintil","1565","0.794194885815484","0.776555675662112","0.811834095968855"
"in Deutschland geboren","2004","Hauptschule","2","1974","0.838526697548832","0.823890355145183","0.85316303995248"
"in Deutschland geboren","2004","Hauptschule","3","1473","0.896674664833454","0.882036584180161","0.911312745486747"
"in Deutschland geboren","2004","Hauptschule","4","1196","0.908350147728468","0.892901579969994","0.923798715486942"
"in Deutschland geboren","2004","Hauptschule","5 Einkommensstärkstes Quintil","566","0.905349151799803","0.88241771699864","0.928280586600966"
"in Deutschland geboren","2004","Realschule","1 Einkommensschwächstes Quintil","1012","0.958074539138714","0.945923077564672","0.970226000712756"
"in Deutschland geboren","2004","Realschule","2","1255","0.943898944554152","0.931494405533147","0.956303483575158"
"in Deutschland geboren","2004","Realschule","3","1137","0.941316729421168","0.927963089725051","0.954670369117286"
"in Deutschland geboren","2004","Realschule","4","1139","0.964907911192974","0.954377468514806","0.975438353871142"
"in Deutschland geboren","2004","Realschule","5 Einkommensstärkstes Quintil","876","0.979427818042072","0.97011783783958","0.988737798244565"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","116","0.315985690410486","0.272347056379896","0.359624324441077"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","2","114","0.269616377604398","0.229454841300602","0.309777913908195"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","3","82","0.200905707214246","0.163295996070758","0.238515418357734"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","4","47","0.114021181476798","0.0869874952675807","0.141054867686015"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","36","0.0798468626342453","0.0566828281521762","0.103010897116314"
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","127","0.471781471707743","0.414621561658473","0.528941381757013"
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","2","61","0.288454029499969","0.229904425797553","0.347003633202385"
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","3","25","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","4","16","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"nicht in Deutschland geboren","2004","AkademikerIn","1 Einkommensschwächstes Quintil","62","0.282868570123313","0.23147263064702","0.334264509599606"
"nicht in Deutschland geboren","2004","AkademikerIn","2","62","0.198485130567847","0.161996166924838","0.234974094210855"
"nicht in Deutschland geboren","2004","AkademikerIn","3","77","0.171772804070387","0.142482065609324","0.201063542531451"
"nicht in Deutschland geboren","2004","AkademikerIn","4","54","0.0605275906503365","0.0460278903502122","0.0750272909504607"
"nicht in Deutschland geboren","2004","AkademikerIn","5 Einkommensstärkstes Quintil","103","0.0645726782458044","0.0534184867014471","0.0757268697901617"
"nicht in Deutschland geboren","2004","Hauptschule","1 Einkommensschwächstes Quintil","453","0.205805114184516","0.188165904031145","0.223444324337888"
