year,quintil_oecd,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,5th Quintile,male,Born in Germany or immigrated <1950,0.82953,1244,1348,0.80945,0.84961
1999,5th Quintile,male,Not born in Germany,0.06850,104,1348,0.05501,0.08199
1999,5th Quintile,female,Born in Germany or immigrated <1950,0.82473,1173,1263,0.80376,0.84571
1999,5th Quintile,female,Not born in Germany,0.07472,90,1263,0.06022,0.08923
2000,1st Quintile,male,Born in Germany or immigrated <1950,0.52126,770,1123,0.49203,0.55049
2000,1st Quintile,male,Not born in Germany,0.20311,353,1123,0.17957,0.22665
2000,1st Quintile,female,Born in Germany or immigrated <1950,0.63414,1089,1458,0.60941,0.65887
2000,1st Quintile,female,Not born in Germany,0.16403,369,1458,0.14501,0.18304
2000,2nd Quintile,male,Born in Germany or immigrated <1950,0.62651,1032,1298,0.60018,0.65283
2000,2nd Quintile,male,Not born in Germany,0.13889,266,1298,0.12006,0.15771
2000,2nd Quintile,female,Born in Germany or immigrated <1950,0.68729,1187,1443,0.66336,0.71122
2000,2nd Quintile,female,Not born in Germany,0.11897,256,1443,0.10226,0.13568
2000,3rd Quintile,male,Born in Germany or immigrated <1950,0.73584,1184,1346,0.71228,0.75940
2000,3rd Quintile,male,Not born in Germany,0.09369,162,1346,0.07811,0.10926
2000,3rd Quintile,female,Born in Germany or immigrated <1950,0.72690,1211,1386,0.70344,0.75037
2000,3rd Quintile,female,Not born in Germany,0.09468,175,1386,0.07926,0.11010
2000,4th Quintile,male,Born in Germany or immigrated <1950,0.74176,1192,1357,0.71847,0.76506
2000,4th Quintile,male,Not born in Germany,0.10026,165,1357,0.08427,0.11625
2000,4th Quintile,female,Born in Germany or immigrated <1950,0.76384,1193,1335,0.74105,0.78663
2000,4th Quintile,female,Not born in Germany,0.10210,142,1335,0.08585,0.11835
2000,5th Quintile,male,Born in Germany or immigrated <1950,0.81834,1201,1306,0.79742,0.83926
2000,5th Quintile,male,Not born in Germany,0.07219,105,1306,0.05814,0.08623
2000,5th Quintile,female,Born in Germany or immigrated <1950,0.81987,1134,1233,0.79841,0.84133
2000,5th Quintile,female,Not born in Germany,0.07730,99,1233,0.06238,0.09221
2001,1st Quintile,male,Born in Germany or immigrated <1950,0.53256,1179,1652,0.50849,0.55663
2001,1st Quintile,male,Not born in Germany,0.20493,473,1652,0.18546,0.22440
2001,1st Quintile,female,Born in Germany or immigrated <1950,0.63429,1736,2228,0.61428,0.65429
2001,1st Quintile,female,Not born in Germany,0.15707,492,2228,0.14196,0.17218
2001,2nd Quintile,male,Born in Germany or immigrated <1950,0.64866,1666,2034,0.62791,0.66941
2001,2nd Quintile,male,Not born in Germany,0.12529,368,2034,0.11090,0.13968
2001,2nd Quintile,female,Born in Germany or immigrated <1950,0.69127,1957,2316,0.67245,0.71009
2001,2nd Quintile,female,Not born in Germany,0.11396,359,2316,0.10101,0.12690
2001,3rd Quintile,male,Born in Germany or immigrated <1950,0.73633,1955,2207,0.71795,0.75472
2001,3rd Quintile,male,Not born in Germany,0.09127,252,2207,0.07925,0.10329
2001,3rd Quintile,female,Born in Germany or immigrated <1950,0.72579,2039,2334,0.70768,0.74389
2001,3rd Quintile,female,Not born in Germany,0.10793,295,2334,0.09533,0.12052
2001,4th Quintile,male,Born in Germany or immigrated <1950,0.78304,2112,2303,0.76620,0.79988
2001,4th Quintile,male,Not born in Germany,0.06872,191,2303,0.05838,0.07905
2001,4th Quintile,female,Born in Germany or immigrated <1950,0.78963,2117,2312,0.77302,0.80625
2001,4th Quintile,female,Not born in Germany,0.07313,195,2312,0.06252,0.08375
2001,5th Quintile,male,Born in Germany or immigrated <1950,0.84530,2182,2328,0.83061,0.85999
2001,5th Quintile,male,Not born in Germany,0.05148,146,2328,0.04250,0.06046
2001,5th Quintile,female,Born in Germany or immigrated <1950,0.84251,2059,2204,0.82729,0.85772
2001,5th Quintile,female,Not born in Germany,0.05956,145,2204,0.04968,0.06944
2002,1st Quintile,male,Born in Germany or immigrated <1950,0.54644,1073,1480,0.52107,0.57181
2002,1st Quintile,male,Not born in Germany,0.20164,407,1480,0.18120,0.22209
2002,1st Quintile,female,Born in Germany or immigrated <1950,0.62691,1546,1989,0.60565,0.64817
2002,1st Quintile,female,Not born in Germany,0.17146,443,1989,0.15489,0.18803
2002,2nd Quintile,male,Born in Germany or immigrated <1950,0.64243,1465,1809,0.62034,0.66452
2002,2nd Quintile,male,Not born in Germany,0.14155,344,1809,0.12548,0.15762
2002,2nd Quintile,female,Born in Germany or immigrated <1950,0.68995,1756,2114,0.67023,0.70968
2002,2nd Quintile,female,Not born in Germany,0.12657,358,2114,0.11239,0.14074
2002,3rd Quintile,male,Born in Germany or immigrated <1950,0.72446,1740,1947,0.70461,0.74431
2002,3rd Quintile,male,Not born in Germany,0.07875,207,1947,0.06678,0.09072
2002,3rd Quintile,female,Born in Germany or immigrated <1950,0.73632,1867,2093,0.71744,0.75520
2002,3rd Quintile,female,Not born in Germany,0.09087,226,2093,0.07855,0.10318
2002,4th Quintile,male,Born in Germany or immigrated <1950,0.78374,1999,2190,0.76649,0.80099
2002,4th Quintile,male,Not born in Germany,0.07037,191,2190,0.05965,0.08108
2002,4th Quintile,female,Born in Germany or immigrated <1950,0.79168,1995,2179,0.77463,0.80874
2002,4th Quintile,female,Not born in Germany,0.07403,184,2179,0.06303,0.08503
2002,5th Quintile,male,Born in Germany or immigrated <1950,0.86016,2391,2552,0.84670,0.87362
2002,5th Quintile,male,Not born in Germany,0.05862,161,2552,0.04950,0.06773
2002,5th Quintile,female,Born in Germany or immigrated <1950,0.84482,2275,2447,0.83047,0.85917
2002,5th Quintile,female,Not born in Germany,0.06924,172,2447,0.05918,0.07930
2003,1st Quintile,male,Born in Germany or immigrated <1950,0.55013,1065,1447,0.52449,0.57577
2003,1st Quintile,male,Not born in Germany,0.20398,382,1447,0.18321,0.22475
2003,1st Quintile,female,Born in Germany or immigrated <1950,0.64279,1554,1963,0.62159,0.66399
2003,1st Quintile,female,Not born in Germany,0.16513,409,1963,0.14870,0.18156
2003,2nd Quintile,male,Born in Germany or immigrated <1950,0.64552,1471,1761,0.62317,0.66786
2003,2nd Quintile,male,Not born in Germany,0.13191,290,1761,0.11610,0.14772
2003,2nd Quintile,female,Born in Germany or immigrated <1950,0.68851,1780,2100,0.66870,0.70833
2003,2nd Quintile,female,Not born in Germany,0.12911,320,2100,0.11476,0.14345
2003,3rd Quintile,male,Born in Germany or immigrated <1950,0.73668,1780,2002,0.71738,0.75598
2003,3rd Quintile,male,Not born in Germany,0.07912,222,2002,0.06730,0.09095
2003,3rd Quintile,female,Born in Germany or immigrated <1950,0.73140,1831,2067,0.71229,0.75051
2003,3rd Quintile,female,Not born in Germany,0.09185,236,2067,0.07940,0.10430
2003,4th Quintile,male,Born in Germany or immigrated <1950,0.77772,2023,2221,0.76043,0.79502
2003,4th Quintile,male,Not born in Germany,0.07892,198,2221,0.06770,0.09013
2003,4th Quintile,female,Born in Germany or immigrated <1950,0.77916,2033,2244,0.76199,0.79632
2003,4th Quintile,female,Not born in Germany,0.08695,211,2244,0.07529,0.09861
2003,5th Quintile,male,Born in Germany or immigrated <1950,0.85235,3072,3244,0.84014,0.86456
2003,5th Quintile,male,Not born in Germany,0.05379,172,3244,0.04603,0.06156
2003,5th Quintile,female,Born in Germany or immigrated <1950,0.83747,2934,3113,0.82451,0.85043
2003,5th Quintile,female,Not born in Germany,0.05735,179,3113,0.04918,0.06552
2004,1st Quintile,male,Born in Germany or immigrated <1950,0.53814,1011,1375,0.51178,0.56451
2004,1st Quintile,male,Not born in Germany,0.20950,364,1375,0.18798,0.23102
2004,1st Quintile,female,Born in Germany or immigrated <1950,0.64571,1496,1891,0.62414,0.66727
2004,1st Quintile,female,Not born in Germany,0.17272,395,1891,0.15568,0.18976
2004,2nd Quintile,male,Born in Germany or immigrated <1950,0.65891,1439,1736,0.63660,0.68121
2004,2nd Quintile,male,Not born in Germany,0.13892,297,1736,0.12264,0.15519
2004,2nd Quintile,female,Born in Germany or immigrated <1950,0.68028,1722,2050,0.66009,0.70047
2004,2nd Quintile,female,Not born in Germany,0.13188,328,2050,0.11723,0.14654
2004,3rd Quintile,male,Born in Germany or immigrated <1950,0.73822,1728,1946,0.71869,0.75776
2004,3rd Quintile,male,Not born in Germany,0.08425,218,1946,0.07191,0.09660
2004,3rd Quintile,female,Born in Germany or immigrated <1950,0.74212,1834,2069,0.72326,0.76097
2004,3rd Quintile,female,Not born in Germany,0.09509,235,2069,0.08244,0.10773
2004,4th Quintile,male,Born in Germany or immigrated <1950,0.77893,1980,2152,0.76139,0.79647
2004,4th Quintile,male,Not born in Germany,0.07486,172,2152,0.06374,0.08598
2004,4th Quintile,female,Born in Germany or immigrated <1950,0.78207,2013,2194,0.76480,0.79935
2004,4th Quintile,female,Not born in Germany,0.07963,181,2194,0.06830,0.09096
2004,5th Quintile,male,Born in Germany or immigrated <1950,0.86177,3004,3170,0.84976,0.87379
2004,5th Quintile,male,Not born in Germany,0.04990,166,3170,0.04232,0.05748
2004,5th Quintile,female,Born in Germany or immigrated <1950,0.83676,2847,3028,0.82359,0.84992
2004,5th Quintile,female,Not born in Germany,0.06213,181,3028,0.05353,0.07073
2005,1st Quintile,male,Born in Germany or immigrated <1950,0.55310,999,1333,0.52640,0.57980
2005,1st Quintile,male,Not born in Germany,0.21397,334,1333,0.19194,0.23599
2005,1st Quintile,female,Born in Germany or immigrated <1950,0.62958,1452,1822,0.60740,0.65176
2005,1st Quintile,female,Not born in Germany,0.17635,370,1822,0.15884,0.19385
2005,2nd Quintile,male,Born in Germany or immigrated <1950,0.67128,1398,1657,0.64865,0.69390
2005,2nd Quintile,male,Not born in Germany,0.12822,259,1657,0.11212,0.14433
2005,2nd Quintile,female,Born in Germany or immigrated <1950,0.71268,1687,1976,0.69273,0.73264
2005,2nd Quintile,female,Not born in Germany,0.12629,289,1976,0.11164,0.14094
2005,3rd Quintile,male,Born in Germany or immigrated <1950,0.73231,1603,1791,0.71179,0.75282
2005,3rd Quintile,male,Not born in Germany,0.07819,188,1791,0.06575,0.09062
2005,3rd Quintile,female,Born in Germany or immigrated <1950,0.73422,1733,1967,0.71470,0.75375
2005,3rd Quintile,female,Not born in Germany,0.10746,234,1967,0.09377,0.12115
2005,4th Quintile,male,Born in Germany or immigrated <1950,0.79716,1971,2147,0.78015,0.81418
2005,4th Quintile,male,Not born in Germany,0.07012,176,2147,0.05932,0.08093
2005,4th Quintile,female,Born in Germany or immigrated <1950,0.79487,1969,2156,0.77782,0.81192
2005,4th Quintile,female,Not born in Germany,0.08112,187,2156,0.06959,0.09265
2005,5th Quintile,male,Born in Germany or immigrated <1950,0.84993,2811,2970,0.83708,0.86278
2005,5th Quintile,male,Not born in Germany,0.05986,159,2970,0.05133,0.06840
2005,5th Quintile,female,Born in Germany or immigrated <1950,0.83080,2706,2877,0.81710,0.84450
2005,5th Quintile,female,Not born in Germany,0.06333,171,2877,0.05443,0.07224
2006,1st Quintile,male,Born in Germany or immigrated <1950,0.56618,978,1276,0.53898,0.59338
2006,1st Quintile,male,Not born in Germany,0.21521,298,1276,0.19265,0.23776
2006,1st Quintile,female,Born in Germany or immigrated <1950,0.65287,1422,1744,0.63052,0.67522
2006,1st Quintile,female,Not born in Germany,0.17671,322,1744,0.15881,0.19462
2006,2nd Quintile,male,Born in Germany or immigrated <1950,0.67292,1292,1529,0.64940,0.69644
2006,2nd Quintile,male,Not born in Germany,0.12205,237,1529,0.10563,0.13846
2006,2nd Quintile,female,Born in Germany or immigrated <1950,0.71573,1594,1855,0.69520,0.73626
2006,2nd Quintile,female,Not born in Germany,0.11497,261,1855,0.10045,0.12949
2006,3rd Quintile,male,Born in Germany or immigrated <1950,0.72905,1576,1745,0.70819,0.74991
2006,3rd Quintile,male,Not born in Germany,0.09104,169,1745,0.07754,0.10454
2006,3rd Quintile,female,Born in Germany or immigrated <1950,0.71627,1665,1894,0.69596,0.73658
2006,3rd Quintile,female,Not born in Germany,0.12554,229,1894,0.11062,0.14047
2006,4th Quintile,male,Born in Germany or immigrated <1950,0.77998,1834,1988,0.76177,0.79820
2006,4th Quintile,male,Not born in Germany,0.07299,154,1988,0.06155,0.08442
2006,4th Quintile,female,Born in Germany or immigrated <1950,0.78494,1875,2044,0.76712,0.80275
2006,4th Quintile,female,Not born in Germany,0.08129,169,2044,0.06944,0.09314
2006,5th Quintile,male,Born in Germany or immigrated <1950,0.85263,2670,2833,0.83958,0.86569
2006,5th Quintile,male,Not born in Germany,0.06745,163,2833,0.05821,0.07669
2006,5th Quintile,female,Born in Germany or immigrated <1950,0.83031,2580,2742,0.81626,0.84436
2006,5th Quintile,female,Not born in Germany,0.06638,162,2742,0.05706,0.07570
2007,1st Quintile,male,Born in Germany or immigrated <1950,0.60412,1088,1381,0.57832,0.62992
2007,1st Quintile,male,Not born in Germany,0.18878,293,1381,0.16813,0.20943
2007,1st Quintile,female,Born in Germany or immigrated <1950,0.66893,1565,1902,0.64777,0.69008
2007,1st Quintile,female,Not born in Germany,0.17473,337,1902,0.15766,0.19180
2007,2nd Quintile,male,Born in Germany or immigrated <1950,0.66633,1426,1646,0.64354,0.68911
2007,2nd Quintile,male,Not born in Germany,0.12462,220,1646,0.10866,0.14058
2007,2nd Quintile,female,Born in Germany or immigrated <1950,0.68937,1664,1949,0.66882,0.70992
2007,2nd Quintile,female,Not born in Germany,0.14206,285,1949,0.12656,0.15756
2007,3rd Quintile,male,Born in Germany or immigrated <1950,0.74259,1701,1881,0.72282,0.76235
2007,3rd Quintile,male,Not born in Germany,0.09613,180,1881,0.08280,0.10945
2007,3rd Quintile,female,Born in Germany or immigrated <1950,0.74896,1843,2049,0.73019,0.76774
2007,3rd Quintile,female,Not born in Germany,0.09478,206,2049,0.08210,0.10747
2007,4th Quintile,male,Born in Germany or immigrated <1950,0.78669,2042,2187,0.76952,0.80387
2007,4th Quintile,male,Not born in Germany,0.06505,145,2187,0.05471,0.07539
2007,4th Quintile,female,Born in Germany or immigrated <1950,0.79456,2026,2201,0.77767,0.81144
2007,4th Quintile,female,Not born in Germany,0.07870,175,2201,0.06745,0.08995
2007,5th Quintile,male,Born in Germany or immigrated <1950,0.85068,2708,2855,0.83761,0.86376
2007,5th Quintile,male,Not born in Germany,0.06068,147,2855,0.05192,0.06943
2007,5th Quintile,female,Born in Germany or immigrated <1950,0.83477,2651,2796,0.82100,0.84854
2007,5th Quintile,female,Not born in Germany,0.05780,145,2796,0.04915,0.06646
2008,1st Quintile,male,Born in Germany or immigrated <1950,0.58237,999,1273,0.55527,0.60947
2008,1st Quintile,male,Not born in Germany,0.20370,274,1273,0.18157,0.22584
2008,1st Quintile,female,Born in Germany or immigrated <1950,0.65415,1443,1770,0.63199,0.67632
2008,1st Quintile,female,Not born in Germany,0.18490,327,1770,0.16681,0.20299
2008,2nd Quintile,male,Born in Germany or immigrated <1950,0.67817,1369,1565,0.65501,0.70132
2008,2nd Quintile,male,Not born in Germany,0.11845,196,1565,0.10244,0.13447
2008,2nd Quintile,female,Born in Germany or immigrated <1950,0.73050,1646,1860,0.71033,0.75067
2008,2nd Quintile,female,Not born in Germany,0.11589,214,1860,0.10134,0.13044
2008,3rd Quintile,male,Born in Germany or immigrated <1950,0.74831,1709,1867,0.72862,0.76801
2008,3rd Quintile,male,Not born in Germany,0.09687,158,1867,0.08345,0.11029
2008,3rd Quintile,female,Born in Germany or immigrated <1950,0.74159,1789,2001,0.72240,0.76077
2008,3rd Quintile,female,Not born in Germany,0.11152,212,2001,0.09773,0.12532
2008,4th Quintile,male,Born in Germany or immigrated <1950,0.78936,1824,1958,0.77130,0.80743
2008,4th Quintile,male,Not born in Germany,0.06865,134,1958,0.05745,0.07985
2008,4th Quintile,female,Born in Germany or immigrated <1950,0.79298,1818,1968,0.77508,0.81089
2008,4th Quintile,female,Not born in Germany,0.07543,150,1968,0.06376,0.08710
2008,5th Quintile,male,Born in Germany or immigrated <1950,0.86514,2552,2673,0.85219,0.87809
2008,5th Quintile,male,Not born in Germany,0.05025,121,2673,0.04196,0.05853
2008,5th Quintile,female,Born in Germany or immigrated <1950,0.84417,2510,2634,0.83031,0.85802
2008,5th Quintile,female,Not born in Germany,0.05008,124,2634,0.04175,0.05841
2009,1st Quintile,male,Born in Germany or immigrated <1950,0.60053,980,1216,0.57299,0.62808
2009,1st Quintile,male,Not born in Germany,0.19046,236,1216,0.16838,0.21254
2009,1st Quintile,female,Born in Germany or immigrated <1950,0.68004,1418,1701,0.65787,0.70222
2009,1st Quintile,female,Not born in Germany,0.17243,283,1701,0.15448,0.19039
2009,2nd Quintile,male,Born in Germany or immigrated <1950,0.67270,1282,1449,0.64853,0.69687
2009,2nd Quintile,male,Not born in Germany,0.12981,167,1449,0.11250,0.14712
2009,2nd Quintile,female,Born in Germany or immigrated <1950,0.71110,1560,1774,0.69000,0.73220
2009,2nd Quintile,female,Not born in Germany,0.13036,214,1774,0.11469,0.14603
2009,3rd Quintile,male,Born in Germany or immigrated <1950,0.76813,1554,1684,0.74797,0.78829
2009,3rd Quintile,male,Not born in Germany,0.07900,130,1684,0.06611,0.09188
2009,3rd Quintile,female,Born in Germany or immigrated <1950,0.75830,1611,1766,0.73833,0.77828
2009,3rd Quintile,female,Not born in Germany,0.09734,155,1766,0.08352,0.11117
2009,4th Quintile,male,Born in Germany or immigrated <1950,0.81635,1774,1896,0.79892,0.83379
2009,4th Quintile,male,Not born in Germany,0.05753,122,1896,0.04705,0.06802
2009,4th Quintile,female,Born in Germany or immigrated <1950,0.78949,1777,1917,0.77123,0.80774
2009,4th Quintile,female,Not born in Germany,0.06642,140,1917,0.05527,0.07757
2009,5th Quintile,male,Born in Germany or immigrated <1950,0.84961,2373,2481,0.83554,0.86368
2009,5th Quintile,male,Not born in Germany,0.05508,108,2481,0.04610,0.06406
2009,5th Quintile,female,Born in Germany or immigrated <1950,0.84372,2254,2365,0.82909,0.85836
2009,5th Quintile,female,Not born in Germany,0.05813,111,2365,0.04870,0.06757
2010,1st Quintile,male,Born in Germany or immigrated <1950,0.69423,886,1093,0.66690,0.72156
2010,1st Quintile,male,Not born in Germany,0.21967,207,1093,0.19512,0.24423
2010,1st Quintile,female,Born in Germany or immigrated <1950,0.73378,1283,1534,0.71166,0.75591
2010,1st Quintile,female,Not born in Germany,0.20298,251,1534,0.18285,0.22312
2010,2nd Quintile,male,Born in Germany or immigrated <1950,0.76707,1228,1377,0.74474,0.78941
2010,2nd Quintile,male,Not born in Germany,0.13492,149,1377,0.11687,0.15297
2010,2nd Quintile,female,Born in Germany or immigrated <1950,0.78452,1485,1670,0.76480,0.80425
2010,2nd Quintile,female,Not born in Germany,0.12427,185,1670,0.10845,0.14010
2010,3rd Quintile,male,Born in Germany or immigrated <1950,0.79763,1451,1563,0.77771,0.81756
2010,3rd Quintile,male,Not born in Germany,0.09180,112,1563,0.07749,0.10612
2010,3rd Quintile,female,Born in Germany or immigrated <1950,0.78225,1530,1681,0.76251,0.80198
2010,3rd Quintile,female,Not born in Germany,0.12376,151,1681,0.10801,0.13950
2010,4th Quintile,male,Born in Germany or immigrated <1950,0.82966,1650,1756,0.81208,0.84725
2010,4th Quintile,male,Not born in Germany,0.07186,106,1756,0.05978,0.08394
2010,4th Quintile,female,Born in Germany or immigrated <1950,0.81465,1634,1747,0.79642,0.83288
2010,4th Quintile,female,Not born in Germany,0.07725,113,1747,0.06472,0.08977
2010,5th Quintile,male,Born in Germany or immigrated <1950,0.88464,2142,2234,0.87139,0.89789
2010,5th Quintile,male,Not born in Germany,0.04870,92,2234,0.03977,0.05763
2010,5th Quintile,female,Born in Germany or immigrated <1950,0.85807,2066,2170,0.84338,0.87276
2010,5th Quintile,female,Not born in Germany,0.06532,104,2170,0.05492,0.07572
2011,1st Quintile,male,Born in Germany or immigrated <1950,0.60860,1439,1882,0.58654,0.63065
2011,1st Quintile,male,Not born in Germany,0.18820,443,1882,0.17054,0.20587
2011,1st Quintile,female,Born in Germany or immigrated <1950,0.67612,2289,2838,0.65891,0.69334
2011,1st Quintile,female,Not born in Germany,0.17068,549,2838,0.15683,0.18452
2011,2nd Quintile,male,Born in Germany or immigrated <1950,0.69501,1663,1931,0.67447,0.71555
2011,2nd Quintile,male,Not born in Germany,0.13411,268,1931,0.11891,0.14932
2011,2nd Quintile,female,Born in Germany or immigrated <1950,0.70510,2133,2483,0.68716,0.72304
2011,2nd Quintile,female,Not born in Germany,0.14697,350,2483,0.13304,0.16090
2011,3rd Quintile,male,Born in Germany or immigrated <1950,0.74935,1797,1960,0.73016,0.76855
2011,3rd Quintile,male,Not born in Germany,0.08572,163,1960,0.07333,0.09812
2011,3rd Quintile,female,Born in Germany or immigrated <1950,0.77598,2030,2240,0.75871,0.79325
2011,3rd Quintile,female,Not born in Germany,0.10037,210,2240,0.08793,0.11282
2011,4th Quintile,male,Born in Germany or immigrated <1950,0.80840,1946,2068,0.79144,0.82537
2011,4th Quintile,male,Not born in Germany,0.05945,122,2068,0.04925,0.06964
2011,4th Quintile,female,Born in Germany or immigrated <1950,0.76766,1952,2116,0.74966,0.78565
2011,4th Quintile,female,Not born in Germany,0.07764,164,2116,0.06624,0.08905
2011,5th Quintile,male,Born in Germany or immigrated <1950,0.84548,2247,2366,0.83091,0.86005
2011,5th Quintile,male,Not born in Germany,0.05765,119,2366,0.04826,0.06704
2011,5th Quintile,female,Born in Germany or immigrated <1950,0.81532,2249,2390,0.79976,0.83088
2011,5th Quintile,female,Not born in Germany,0.07073,141,2390,0.06045,0.08101
2012,1st Quintile,male,Born in Germany or immigrated <1950,0.59594,1691,2165,0.57527,0.61662
2012,1st Quintile,male,Not born in Germany,0.18749,474,2165,0.17105,0.20394
2012,1st Quintile,female,Born in Germany or immigrated <1950,0.66373,2732,3327,0.64768,0.67979
2012,1st Quintile,female,Not born in Germany,0.17064,595,3327,0.15785,0.18342
2012,2nd Quintile,male,Born in Germany or immigrated <1950,0.67261,1905,2207,0.65303,0.69219
2012,2nd Quintile,male,Not born in Germany,0.14358,302,2207,0.12894,0.15821
2012,2nd Quintile,female,Born in Germany or immigrated <1950,0.68990,2464,2865,0.67296,0.70684
2012,2nd Quintile,female,Not born in Germany,0.15871,401,2865,0.14533,0.17210
2012,3rd Quintile,male,Born in Germany or immigrated <1950,0.76003,2119,2316,0.74263,0.77742
2012,3rd Quintile,male,Not born in Germany,0.08825,197,2316,0.07670,0.09981
2012,3rd Quintile,female,Born in Germany or immigrated <1950,0.72465,2353,2614,0.70753,0.74178
2012,3rd Quintile,female,Not born in Germany,0.11744,261,2614,0.10510,0.12979
2012,4th Quintile,male,Born in Germany or immigrated <1950,0.79114,2197,2352,0.77471,0.80757
2012,4th Quintile,male,Not born in Germany,0.07031,155,2352,0.05997,0.08064
2012,4th Quintile,female,Born in Germany or immigrated <1950,0.79288,2344,2536,0.77711,0.80866
2012,4th Quintile,female,Not born in Germany,0.07702,192,2536,0.06664,0.08740
2012,5th Quintile,male,Born in Germany or immigrated <1950,0.83348,2503,2639,0.81926,0.84770
2012,5th Quintile,male,Not born in Germany,0.06631,136,2639,0.05681,0.07580
2012,5th Quintile,female,Born in Germany or immigrated <1950,0.81952,2514,2671,0.80493,0.83411
2012,5th Quintile,female,Not born in Germany,0.07307,157,2671,0.06320,0.08294
2013,1st Quintile,male,Born in Germany or immigrated <1950,0.67249,1659,2099,0.65241,0.69257
2013,1st Quintile,male,Not born in Germany,0.13941,440,2099,0.12459,0.15423
2013,1st Quintile,female,Born in Germany or immigrated <1950,0.72814,2689,3250,0.71285,0.74344
2013,1st Quintile,female,Not born in Germany,0.11604,561,3250,0.10503,0.12706
2013,2nd Quintile,male,Born in Germany or immigrated <1950,0.72435,2030,2348,0.70627,0.74243
2013,2nd Quintile,male,Not born in Germany,0.09496,318,2348,0.08309,0.10682
2013,2nd Quintile,female,Born in Germany or immigrated <1950,0.77211,2630,3045,0.75721,0.78701
2013,2nd Quintile,female,Not born in Germany,0.09266,415,3045,0.08236,0.10296
2013,3rd Quintile,male,Born in Germany or immigrated <1950,0.78624,2136,2319,0.76955,0.80292
2013,3rd Quintile,male,Not born in Germany,0.05532,183,2319,0.04602,0.06463
2013,3rd Quintile,female,Born in Germany or immigrated <1950,0.79258,2385,2672,0.77721,0.80796
2013,3rd Quintile,female,Not born in Germany,0.07899,287,2672,0.06876,0.08922
2013,4th Quintile,male,Born in Germany or immigrated <1950,0.83121,2206,2352,0.81607,0.84635
2013,4th Quintile,male,Not born in Germany,0.04454,146,2352,0.03621,0.05288
2013,4th Quintile,female,Born in Germany or immigrated <1950,0.81902,2392,2576,0.80415,0.83389
2013,4th Quintile,female,Not born in Germany,0.05611,184,2576,0.04722,0.06500
2013,5th Quintile,male,Born in Germany or immigrated <1950,0.85604,2622,2774,0.84298,0.86911
2013,5th Quintile,male,Not born in Germany,0.05056,152,2774,0.04241,0.05872
2013,5th Quintile,female,Born in Germany or immigrated <1950,0.84546,2611,2797,0.83206,0.85886
2013,5th Quintile,female,Not born in Germany,0.05705,186,2797,0.04845,0.06564
2014,1st Quintile,male,Born in Germany or immigrated <1950,0.56559,1601,2498,0.54615,0.58503
2014,1st Quintile,male,Not born in Germany,0.21931,897,2498,0.20308,0.23554
2014,1st Quintile,female,Born in Germany or immigrated <1950,0.64452,2440,3526,0.62872,0.66032
2014,1st Quintile,female,Not born in Germany,0.18342,1086,3526,0.17064,0.19620
2014,2nd Quintile,male,Born in Germany or immigrated <1950,0.66336,1904,2534,0.64496,0.68176
2014,2nd Quintile,male,Not born in Germany,0.15858,630,2534,0.14435,0.17281
2014,2nd Quintile,female,Born in Germany or immigrated <1950,0.69566,2412,3124,0.67952,0.71180
2014,2nd Quintile,female,Not born in Germany,0.14469,712,3124,0.13235,0.15703
2014,3rd Quintile,male,Born in Germany or immigrated <1950,0.73850,2040,2429,0.72102,0.75598
2014,3rd Quintile,male,Not born in Germany,0.09784,389,2429,0.08602,0.10966
2014,3rd Quintile,female,Born in Germany or immigrated <1950,0.74430,2326,2833,0.72823,0.76036
2014,3rd Quintile,female,Not born in Germany,0.11868,507,2833,0.10676,0.13059
2014,4th Quintile,male,Born in Germany or immigrated <1950,0.80890,2251,2513,0.79352,0.82427
2014,4th Quintile,male,Not born in Germany,0.06383,262,2513,0.05427,0.07339
2014,4th Quintile,female,Born in Germany or immigrated <1950,0.79057,2389,2731,0.77530,0.80583
2014,4th Quintile,female,Not born in Germany,0.07539,342,2731,0.06549,0.08529
2014,5th Quintile,male,Born in Germany or immigrated <1950,0.84008,2515,2748,0.82637,0.85378
2014,5th Quintile,male,Not born in Germany,0.07142,233,2748,0.06179,0.08105
2014,5th Quintile,female,Born in Germany or immigrated <1950,0.82154,2439,2711,0.80712,0.83595
2014,5th Quintile,female,Not born in Germany,0.07586,272,2711,0.06589,0.08583
2015,1st Quintile,male,Born in Germany or immigrated <1950,0.59342,1493,2224,0.57300,0.61384
2015,1st Quintile,male,Not born in Germany,0.20279,731,2224,0.18608,0.21951
2015,1st Quintile,female,Born in Germany or immigrated <1950,0.64549,2193,3087,0.62861,0.66237
2015,1st Quintile,female,Not born in Germany,0.18139,894,3087,0.16780,0.19499
2015,2nd Quintile,male,Born in Germany or immigrated <1950,0.68557,1840,2345,0.66677,0.70436
2015,2nd Quintile,male,Not born in Germany,0.14307,505,2345,0.12890,0.15725
2015,2nd Quintile,female,Born in Germany or immigrated <1950,0.71577,2398,3038,0.69972,0.73181
2015,2nd Quintile,female,Not born in Germany,0.14159,640,3038,0.12919,0.15399
2015,3rd Quintile,male,Born in Germany or immigrated <1950,0.74547,1928,2303,0.72768,0.76326
2015,3rd Quintile,male,Not born in Germany,0.09803,375,2303,0.08588,0.11018
