year,bula_h,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Lower Saxony,male,Not born in Germany,0.06095,67,479,0.03950,0.08239
1992,Lower Saxony,female,Born in Germany or immigrated <1950,0.76333,419,491,0.72569,0.80096
1992,Lower Saxony,female,Not born in Germany,0.06547,72,491,0.04357,0.08737
1992,Bremen,male,Born in Germany or immigrated <1950,0.76205,38,38,0.62484,0.89926
1992,Bremen,female,Born in Germany or immigrated <1950,0.85914,45,45,0.75635,0.96193
1992,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.69483,896,1236,0.66915,0.72051
1992,North Rhine-Westphalia,male,Not born in Germany,0.10813,340,1236,0.09081,0.12545
1992,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.73965,992,1287,0.71567,0.76364
1992,North Rhine-Westphalia,female,Not born in Germany,0.09511,295,1287,0.07908,0.11115
1992,Hesse,male,Born in Germany or immigrated <1950,0.68045,304,470,0.63825,0.72265
1992,Hesse,male,Not born in Germany,0.14144,166,470,0.10990,0.17298
1992,Hesse,female,Born in Germany or immigrated <1950,0.73776,329,483,0.69849,0.77703
1992,Hesse,female,Not born in Germany,0.14253,154,483,0.11132,0.17374
1992,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.76021,254,312,0.71276,0.80766
1992,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.06940,58,312,0.04115,0.09764
1992,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.79498,294,348,0.75251,0.83746
1992,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.05395,54,348,0.03018,0.07772
1992,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.63348,515,876,0.60156,0.66541
1992,Baden-Wuerttemberg,male,Not born in Germany,0.16259,361,876,0.13814,0.18704
1992,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.67393,572,884,0.64301,0.70485
1992,Baden-Wuerttemberg,female,Not born in Germany,0.14578,312,884,0.12250,0.16905
1992,Bavaria,male,Born in Germany or immigrated <1950,0.71499,630,814,0.68396,0.74602
1992,Bavaria,male,Not born in Germany,0.10340,184,814,0.08247,0.12433
1992,Bavaria,female,Born in Germany or immigrated <1950,0.73028,650,826,0.70000,0.76057
1992,Bavaria,female,Not born in Germany,0.10107,176,826,0.08050,0.12164
1992,Berlin,male,Born in Germany or immigrated <1950,0.72546,228,279,0.67300,0.77793
1992,Berlin,male,Not born in Germany,0.09998,51,279,0.06472,0.13525
1992,Berlin,female,Born in Germany or immigrated <1950,0.77440,267,319,0.72846,0.82034
1992,Berlin,female,Not born in Germany,0.08801,52,319,0.05687,0.11915
1992,Brandenburg,male,Born in Germany or immigrated <1950,0.78996,309,309,0.74447,0.83545
1992,Brandenburg,female,Born in Germany or immigrated <1950,0.78453,332,332,0.74023,0.82882
1992,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.76945,199,199,0.71078,0.82811
1992,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.78014,205,205,0.72330,0.83697
1992,Saxony,male,Born in Germany or immigrated <1950,0.76151,518,518,0.72478,0.79825
1992,Saxony,female,Born in Germany or immigrated <1950,0.80274,603,603,0.77095,0.83453
1992,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.81247,356,356,0.77187,0.85308
1992,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.78346,384,384,0.74221,0.82471
1992,Thuringa,male,Born in Germany or immigrated <1950,0.74725,318,318,0.69941,0.79509
1992,Thuringa,female,Born in Germany or immigrated <1950,0.75838,340,340,0.71281,0.80395
1993,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.77023,121,121,0.69496,0.84550
1993,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.74496,134,134,0.67088,0.81904
1993,Hamburg,male,Born in Germany or immigrated <1950,0.77516,49,49,0.65705,0.89326
1993,Hamburg,female,Born in Germany or immigrated <1950,0.83576,61,61,0.74201,0.92950
1993,Lower Saxony,male,Born in Germany or immigrated <1950,0.76500,418,489,0.72738,0.80262
1993,Lower Saxony,male,Not born in Germany,0.06297,71,489,0.04142,0.08453
1993,Lower Saxony,female,Born in Germany or immigrated <1950,0.75802,418,490,0.72006,0.79598
1993,Lower Saxony,female,Not born in Germany,0.06853,72,490,0.04613,0.09092
1993,Bremen,male,Born in Germany or immigrated <1950,0.81179,38,38,0.68585,0.93774
1993,Bremen,female,Born in Germany or immigrated <1950,0.79491,41,41,0.66978,0.92004
1993,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.67985,880,1211,0.65356,0.70614
1993,North Rhine-Westphalia,male,Not born in Germany,0.11760,331,1211,0.09945,0.13575
1993,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.72578,996,1290,0.70143,0.75014
1993,North Rhine-Westphalia,female,Not born in Germany,0.10214,294,1290,0.08561,0.11867
1993,Hesse,male,Born in Germany or immigrated <1950,0.65949,298,460,0.61613,0.70284
1993,Hesse,male,Not born in Germany,0.15693,162,460,0.12366,0.19021
1993,Hesse,female,Born in Germany or immigrated <1950,0.72333,324,472,0.68293,0.76373
1993,Hesse,female,Not born in Germany,0.15532,148,472,0.12260,0.18803
1993,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.74817,256,307,0.69953,0.79680
1993,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.07416,51,307,0.04480,0.10352
1993,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.79004,285,333,0.74623,0.83385
1993,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.05528,48,333,0.03070,0.07986
1993,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.63043,533,893,0.59875,0.66211
1993,Baden-Wuerttemberg,male,Not born in Germany,0.17319,360,893,0.14835,0.19802
1993,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.67426,581,887,0.64340,0.70512
1993,Baden-Wuerttemberg,female,Not born in Germany,0.14104,306,887,0.11813,0.16396
1993,Bavaria,male,Born in Germany or immigrated <1950,0.71335,622,796,0.68192,0.74478
1993,Bavaria,male,Not born in Germany,0.10838,174,796,0.08677,0.12999
1993,Bavaria,female,Born in Germany or immigrated <1950,0.73797,655,823,0.70791,0.76804
1993,Bavaria,female,Not born in Germany,0.10250,168,823,0.08176,0.12323
1993,Berlin,male,Born in Germany or immigrated <1950,0.71547,226,272,0.66175,0.76919
1993,Berlin,male,Not born in Germany,0.09653,46,272,0.06137,0.13169
1993,Berlin,female,Born in Germany or immigrated <1950,0.75499,257,303,0.70648,0.80350
1993,Berlin,female,Not born in Germany,0.08864,46,303,0.05659,0.12070
1993,Brandenburg,male,Born in Germany or immigrated <1950,0.80540,298,298,0.76037,0.85042
1993,Brandenburg,female,Born in Germany or immigrated <1950,0.78538,313,313,0.73982,0.83093
1993,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.75729,190,190,0.69617,0.81841
1993,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.76484,204,204,0.70650,0.82318
1993,Saxony,male,Born in Germany or immigrated <1950,0.77715,502,502,0.74071,0.81360
1993,Saxony,female,Born in Germany or immigrated <1950,0.79948,578,578,0.76680,0.83215
1993,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.79627,336,336,0.75314,0.83940
1993,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.77493,372,372,0.73243,0.81742
1993,Thuringa,male,Born in Germany or immigrated <1950,0.77736,312,312,0.73113,0.82360
1993,Thuringa,female,Born in Germany or immigrated <1950,0.75914,328,328,0.71280,0.80549
1994,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.77883,122,122,0.70488,0.85279
1994,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.75770,139,139,0.68621,0.82919
1994,Hamburg,male,Born in Germany or immigrated <1950,0.73121,48,48,0.60447,0.85796
1994,Hamburg,female,Born in Germany or immigrated <1950,0.81768,62,62,0.72078,0.91457
1994,Lower Saxony,male,Born in Germany or immigrated <1950,0.76665,414,481,0.72881,0.80449
1994,Lower Saxony,male,Not born in Germany,0.06595,67,481,0.04374,0.08815
1994,Lower Saxony,female,Born in Germany or immigrated <1950,0.74820,420,486,0.70957,0.78683
1994,Lower Saxony,female,Not born in Germany,0.07302,66,486,0.04986,0.09617
1994,Bremen,male,Born in Germany or immigrated <1950,0.79116,36,36,0.65649,0.92583
1994,Bremen,female,Born in Germany or immigrated <1950,0.77646,39,39,0.64399,0.90892
1994,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.68075,880,1180,0.65414,0.70736
1994,North Rhine-Westphalia,male,Not born in Germany,0.11603,300,1180,0.09775,0.13431
1994,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.72532,991,1268,0.70074,0.74990
1994,North Rhine-Westphalia,female,Not born in Germany,0.10435,277,1268,0.08752,0.12118
1994,Hesse,male,Born in Germany or immigrated <1950,0.66038,291,449,0.61652,0.70423
1994,Hesse,male,Not born in Germany,0.15765,158,449,0.12390,0.19139
1994,Hesse,female,Born in Germany or immigrated <1950,0.74088,331,471,0.70127,0.78050
1994,Hesse,female,Not born in Germany,0.15007,140,471,0.11778,0.18236
1994,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.73551,249,300,0.68552,0.78551
1994,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.08104,51,300,0.05011,0.11197
1994,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.76914,284,335,0.72395,0.81433
1994,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.06208,51,335,0.03620,0.08796
1994,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.62885,529,861,0.59656,0.66113
1994,Baden-Wuerttemberg,male,Not born in Germany,0.16906,332,861,0.14401,0.19411
1994,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.66605,571,871,0.63471,0.69739
1994,Baden-Wuerttemberg,female,Not born in Germany,0.15421,300,871,0.13021,0.17821
1994,Bavaria,male,Born in Germany or immigrated <1950,0.69525,606,770,0.66272,0.72779
1994,Bavaria,male,Not born in Germany,0.11263,164,770,0.09029,0.13498
1994,Bavaria,female,Born in Germany or immigrated <1950,0.72515,653,817,0.69452,0.75578
1994,Bavaria,female,Not born in Germany,0.10890,164,817,0.08753,0.13028
1994,Berlin,male,Born in Germany or immigrated <1950,0.71193,217,260,0.65678,0.76708
1994,Berlin,male,Not born in Germany,0.09552,43,260,0.05972,0.13132
1994,Berlin,female,Born in Germany or immigrated <1950,0.75043,248,292,0.70071,0.80015
1994,Berlin,female,Not born in Germany,0.09263,44,292,0.05932,0.12594
1994,Brandenburg,male,Born in Germany or immigrated <1950,0.79648,287,287,0.74982,0.84314
1994,Brandenburg,female,Born in Germany or immigrated <1950,0.79898,301,301,0.75363,0.84433
1994,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.76959,197,197,0.71064,0.82855
1994,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.75782,203,203,0.69874,0.81689
1994,Saxony,male,Born in Germany or immigrated <1950,0.76773,506,506,0.73089,0.80456
1994,Saxony,female,Born in Germany or immigrated <1950,0.80958,581,581,0.77762,0.84153
1994,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.78803,317,317,0.74297,0.83310
1994,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.78278,354,354,0.73977,0.82580
1994,Thuringa,male,Born in Germany or immigrated <1950,0.74634,307,307,0.69759,0.79509
1994,Thuringa,female,Born in Germany or immigrated <1950,0.76478,333,333,0.71916,0.81041
1995,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.74886,115,115,0.66925,0.82847
1995,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.72465,135,135,0.64902,0.80028
1995,Hamburg,male,Born in Germany or immigrated <1950,0.78392,49,49,0.66748,0.90035
1995,Hamburg,female,Born in Germany or immigrated <1950,0.82760,55,55,0.72685,0.92835
1995,Lower Saxony,male,Born in Germany or immigrated <1950,0.70742,416,521,0.66831,0.74652
1995,Lower Saxony,male,Not born in Germany,0.10259,105,521,0.07651,0.12866
1995,Lower Saxony,female,Born in Germany or immigrated <1950,0.70337,417,522,0.66415,0.74259
1995,Lower Saxony,female,Not born in Germany,0.10678,105,522,0.08026,0.13330
1995,Bremen,male,Born in Germany or immigrated <1950,0.72085,34,34,0.56780,0.87390
1995,Bremen,female,Born in Germany or immigrated <1950,0.78596,41,41,0.65885,0.91307
1995,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.66248,885,1242,0.63617,0.68879
1995,North Rhine-Westphalia,male,Not born in Germany,0.13549,357,1242,0.11644,0.15453
1995,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.71639,1009,1341,0.69226,0.74052
1995,North Rhine-Westphalia,female,Not born in Germany,0.12208,332,1341,0.10455,0.13960
1995,Hesse,male,Born in Germany or immigrated <1950,0.63388,293,455,0.58956,0.67819
1995,Hesse,male,Not born in Germany,0.16866,162,455,0.13422,0.20311
1995,Hesse,female,Born in Germany or immigrated <1950,0.70963,333,489,0.66936,0.74991
1995,Hesse,female,Not born in Germany,0.18025,156,489,0.14615,0.21436
1995,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.65729,252,343,0.60699,0.70759
1995,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.13582,91,343,0.09951,0.17214
1995,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.71143,280,369,0.66513,0.75772
1995,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.10650,89,369,0.07498,0.13802
1995,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.61931,527,880,0.58721,0.65141
1995,Baden-Wuerttemberg,male,Not born in Germany,0.17696,353,880,0.15173,0.20219
1995,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.65664,586,911,0.62578,0.68749
1995,Baden-Wuerttemberg,female,Not born in Germany,0.16591,325,911,0.14174,0.19008
1995,Bavaria,male,Born in Germany or immigrated <1950,0.69114,630,824,0.65957,0.72270
1995,Bavaria,male,Not born in Germany,0.13260,194,824,0.10943,0.15577
1995,Bavaria,female,Born in Germany or immigrated <1950,0.69848,664,865,0.66788,0.72908
1995,Bavaria,female,Not born in Germany,0.12477,201,865,0.10273,0.14680
1995,Berlin,male,Born in Germany or immigrated <1950,0.70466,222,269,0.65004,0.75928
1995,Berlin,male,Not born in Germany,0.11622,47,269,0.07785,0.15459
1995,Berlin,female,Born in Germany or immigrated <1950,0.72305,249,300,0.67232,0.77377
1995,Berlin,female,Not born in Germany,0.12349,51,300,0.08620,0.16078
1995,Brandenburg,male,Born in Germany or immigrated <1950,0.79060,275,275,0.74242,0.83878
1995,Brandenburg,female,Born in Germany or immigrated <1950,0.81127,296,296,0.76662,0.85593
1995,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.78784,197,197,0.73060,0.84507
1995,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.78990,206,206,0.73413,0.84567
1995,Saxony,male,Born in Germany or immigrated <1950,0.76930,497,497,0.73222,0.80637
1995,Saxony,female,Born in Germany or immigrated <1950,0.80645,560,560,0.77369,0.83920
1995,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.79529,304,304,0.74986,0.84073
1995,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.78969,351,351,0.74700,0.83239
1995,Thuringa,male,Born in Germany or immigrated <1950,0.75256,305,305,0.70405,0.80107
1995,Thuringa,female,Born in Germany or immigrated <1950,0.76140,322,322,0.71477,0.80803
1996,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.74756,120,120,0.66951,0.82562
1996,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.72975,134,134,0.65427,0.80522
1996,Hamburg,male,Born in Germany or immigrated <1950,0.82202,47,47,0.71148,0.93256
1996,Hamburg,female,Born in Germany or immigrated <1950,0.79848,54,54,0.69048,0.90647
1996,Lower Saxony,male,Born in Germany or immigrated <1950,0.71070,414,508,0.67123,0.75017
1996,Lower Saxony,male,Not born in Germany,0.09762,94,508,0.07179,0.12346
1996,Lower Saxony,female,Born in Germany or immigrated <1950,0.71378,434,534,0.67541,0.75215
1996,Lower Saxony,female,Not born in Germany,0.10750,100,534,0.08121,0.13380
1996,Bremen,male,Born in Germany or immigrated <1950,0.67790,36,36,0.52309,0.83271
1996,Bremen,female,Born in Germany or immigrated <1950,0.72326,38,38,0.57911,0.86742
1996,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.67128,882,1216,0.64486,0.69769
1996,North Rhine-Westphalia,male,Not born in Germany,0.13113,334,1216,0.11215,0.15011
1996,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.71665,1015,1338,0.69249,0.74080
1996,North Rhine-Westphalia,female,Not born in Germany,0.12516,323,1338,0.10742,0.14290
1996,Hesse,male,Born in Germany or immigrated <1950,0.62490,291,441,0.57966,0.67014
1996,Hesse,male,Not born in Germany,0.17200,150,441,0.13673,0.20726
1996,Hesse,female,Born in Germany or immigrated <1950,0.71287,326,467,0.67179,0.75395
1996,Hesse,female,Not born in Germany,0.17934,141,467,0.14451,0.21418
1996,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.66752,251,336,0.61707,0.71797
1996,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.13790,85,336,0.10098,0.17482
1996,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.70317,273,356,0.65564,0.75069
1996,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.10122,83,356,0.06984,0.13259
1996,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.62029,514,835,0.58735,0.65323
1996,Baden-Wuerttemberg,male,Not born in Germany,0.16992,321,835,0.14443,0.19540
1996,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.65611,569,869,0.62451,0.68771
1996,Baden-Wuerttemberg,female,Not born in Germany,0.16487,300,869,0.14019,0.18956
1996,Bavaria,male,Born in Germany or immigrated <1950,0.68912,627,818,0.65739,0.72086
1996,Bavaria,male,Not born in Germany,0.13329,191,818,0.10999,0.15660
1996,Bavaria,female,Born in Germany or immigrated <1950,0.70844,653,842,0.67772,0.73916
1996,Bavaria,female,Not born in Germany,0.11994,189,842,0.09798,0.14190
1996,Berlin,male,Born in Germany or immigrated <1950,0.71067,217,256,0.65501,0.76632
1996,Berlin,male,Not born in Germany,0.10504,39,256,0.06741,0.14267
1996,Berlin,female,Born in Germany or immigrated <1950,0.72740,244,286,0.67570,0.77910
1996,Berlin,female,Not born in Germany,0.11587,42,286,0.07871,0.15303
1996,Brandenburg,male,Born in Germany or immigrated <1950,0.78544,280,280,0.73727,0.83361
1996,Brandenburg,female,Born in Germany or immigrated <1950,0.81926,301,301,0.77572,0.86281
1996,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.80541,191,191,0.74911,0.86170
1996,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.79732,197,197,0.74104,0.85360
1996,Saxony,male,Born in Germany or immigrated <1950,0.76863,505,505,0.73182,0.80545
1996,Saxony,female,Born in Germany or immigrated <1950,0.81184,563,563,0.77953,0.84416
1996,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.78975,300,300,0.74356,0.83594
1996,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.78590,340,340,0.74224,0.82957
1996,Thuringa,male,Born in Germany or immigrated <1950,0.76328,310,310,0.71589,0.81068
1996,Thuringa,female,Born in Germany or immigrated <1950,0.75844,324,324,0.71176,0.80512
1997,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.76676,117,117,0.68980,0.84372
1997,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.72535,130,130,0.64833,0.80237
1997,Hamburg,male,Born in Germany or immigrated <1950,0.84968,47,47,0.74639,0.95296
1997,Hamburg,female,Born in Germany or immigrated <1950,0.79361,53,53,0.68360,0.90361
1997,Lower Saxony,male,Born in Germany or immigrated <1950,0.71353,413,507,0.67414,0.75293
1997,Lower Saxony,male,Not born in Germany,0.08944,94,507,0.06457,0.11430
1997,Lower Saxony,female,Born in Germany or immigrated <1950,0.72619,434,530,0.68819,0.76419
1997,Lower Saxony,female,Not born in Germany,0.10287,96,530,0.07698,0.12876
1997,Bremen,male,Born in Germany or immigrated <1950,0.68838,36,36,0.53494,0.84182
1997,Bremen,female,Born in Germany or immigrated <1950,0.70146,37,37,0.55198,0.85095
1997,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.67495,883,1199,0.64843,0.70148
1997,North Rhine-Westphalia,male,Not born in Germany,0.12954,316,1199,0.11053,0.14856
1997,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.72787,1015,1308,0.70375,0.75200
1997,North Rhine-Westphalia,female,Not born in Germany,0.11524,293,1308,0.09793,0.13255
1997,Hesse,male,Born in Germany or immigrated <1950,0.61526,276,414,0.56834,0.66218
1997,Hesse,male,Not born in Germany,0.18471,138,414,0.14728,0.22213
1997,Hesse,female,Born in Germany or immigrated <1950,0.69409,298,433,0.65064,0.73755
1997,Hesse,female,Not born in Germany,0.18837,135,433,0.15150,0.22525
1997,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.67990,255,341,0.63032,0.72949
1997,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.13374,86,341,0.09756,0.16992
1997,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.71152,284,371,0.66536,0.75769
1997,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.11171,87,371,0.07961,0.14381
1997,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.61113,523,844,0.57822,0.64404
1997,Baden-Wuerttemberg,male,Not born in Germany,0.17929,321,844,0.15339,0.20518
1997,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.64939,565,862,0.61752,0.68126
1997,Baden-Wuerttemberg,female,Not born in Germany,0.16573,297,862,0.14090,0.19057
1997,Bavaria,male,Born in Germany or immigrated <1950,0.68656,622,796,0.65431,0.71881
1997,Bavaria,male,Not born in Germany,0.12755,174,796,0.10436,0.15074
1997,Bavaria,female,Born in Germany or immigrated <1950,0.70093,652,827,0.66971,0.73215
1997,Bavaria,female,Not born in Germany,0.12644,175,827,0.10378,0.14911
1997,Berlin,male,Born in Germany or immigrated <1950,0.71301,209,245,0.65625,0.76977
1997,Berlin,male,Not born in Germany,0.10172,36,245,0.06379,0.13965
1997,Berlin,female,Born in Germany or immigrated <1950,0.72780,231,265,0.67411,0.78149
1997,Berlin,female,Not born in Germany,0.10854,34,265,0.07102,0.14607
1997,Brandenburg,male,Born in Germany or immigrated <1950,0.81418,288,288,0.76918,0.85918
1997,Brandenburg,female,Born in Germany or immigrated <1950,0.82778,293,293,0.78447,0.87109
1997,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.82250,186,186,0.76744,0.87756
1997,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.80347,192,192,0.74711,0.85983
1997,Saxony,male,Born in Germany or immigrated <1950,0.78003,498,498,0.74361,0.81645
1997,Saxony,female,Born in Germany or immigrated <1950,0.81708,551,551,0.78477,0.84939
1997,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.80824,296,296,0.76331,0.85316
1997,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.80388,338,338,0.76149,0.84627
1997,Thuringa,male,Born in Germany or immigrated <1950,0.74530,309,309,0.69664,0.79395
1997,Thuringa,female,Born in Germany or immigrated <1950,0.74722,326,326,0.69997,0.79448
1998,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.77139,149,149,0.70374,0.83905
1998,Schleswig-Holstein,female,Born in Germany or immigrated <1950,0.74760,172,172,0.68249,0.81271
1998,Hamburg,male,Born in Germany or immigrated <1950,0.79457,57,57,0.68875,0.90039
1998,Hamburg,female,Born in Germany or immigrated <1950,0.85443,76,76,0.77461,0.93424
1998,Lower Saxony,male,Born in Germany or immigrated <1950,0.72869,504,595,0.69293,0.76445
1998,Lower Saxony,male,Not born in Germany,0.08121,91,595,0.05924,0.10317
1998,Lower Saxony,female,Born in Germany or immigrated <1950,0.71194,509,602,0.67573,0.74814
1998,Lower Saxony,female,Not born in Germany,0.10078,93,602,0.07671,0.12485
1998,Bremen,male,Born in Germany or immigrated <1950,0.71387,40,40,0.57202,0.85571
1998,Bremen,female,Born in Germany or immigrated <1950,0.74164,44,44,0.61080,0.87248
1998,North Rhine-Westphalia,male,Born in Germany or immigrated <1950,0.67806,1054,1369,0.65331,0.70282
1998,North Rhine-Westphalia,male,Not born in Germany,0.13641,315,1369,0.11822,0.15460
1998,North Rhine-Westphalia,female,Born in Germany or immigrated <1950,0.71336,1181,1472,0.69025,0.73647
1998,North Rhine-Westphalia,female,Not born in Germany,0.11763,291,1472,0.10116,0.13409
1998,Hesse,male,Born in Germany or immigrated <1950,0.61693,329,465,0.57269,0.66116
1998,Hesse,male,Not born in Germany,0.17098,136,465,0.13672,0.20523
1998,Hesse,female,Born in Germany or immigrated <1950,0.69415,350,482,0.65297,0.73533
1998,Hesse,female,Not born in Germany,0.18303,132,482,0.14847,0.21759
1998,"Rhineland-Palatinate, Saarland",male,Born in Germany or immigrated <1950,0.68620,300,387,0.63991,0.73250
1998,"Rhineland-Palatinate, Saarland",male,Not born in Germany,0.12579,87,387,0.09271,0.15887
1998,"Rhineland-Palatinate, Saarland",female,Born in Germany or immigrated <1950,0.72489,334,418,0.68203,0.76775
1998,"Rhineland-Palatinate, Saarland",female,Not born in Germany,0.10986,84,418,0.07984,0.13987
1998,Baden-Wuerttemberg,male,Born in Germany or immigrated <1950,0.62015,579,882,0.58810,0.65220
1998,Baden-Wuerttemberg,male,Not born in Germany,0.17621,303,882,0.15105,0.20137
1998,Baden-Wuerttemberg,female,Born in Germany or immigrated <1950,0.66519,649,934,0.63491,0.69547
1998,Baden-Wuerttemberg,female,Not born in Germany,0.16736,285,934,0.14341,0.19131
1998,Bavaria,male,Born in Germany or immigrated <1950,0.70257,733,906,0.67279,0.73235
1998,Bavaria,male,Not born in Germany,0.12848,173,906,0.10668,0.15028
1998,Bavaria,female,Born in Germany or immigrated <1950,0.70243,790,965,0.67357,0.73129
1998,Bavaria,female,Not born in Germany,0.12079,175,965,0.10022,0.14136
1998,Berlin,male,Born in Germany or immigrated <1950,0.72346,223,223,0.66462,0.78230
1998,Berlin,female,Born in Germany or immigrated <1950,0.76949,251,251,0.71729,0.82170
1998,Brandenburg,male,Born in Germany or immigrated <1950,0.81717,298,298,0.77321,0.86113
1998,Brandenburg,female,Born in Germany or immigrated <1950,0.81573,306,306,0.77222,0.85924
1998,Mecklenburg-Western Pomerania,male,Born in Germany or immigrated <1950,0.82174,194,194,0.76774,0.87574
1998,Mecklenburg-Western Pomerania,female,Born in Germany or immigrated <1950,0.78302,205,205,0.72645,0.83958
1998,Saxony,male,Born in Germany or immigrated <1950,0.78772,554,554,0.75363,0.82180
1998,Saxony,female,Born in Germany or immigrated <1950,0.82140,592,592,0.79052,0.85228
1998,Saxony-Anhalt,male,Born in Germany or immigrated <1950,0.81434,317,317,0.77146,0.85721
1998,Saxony-Anhalt,female,Born in Germany or immigrated <1950,0.81373,343,343,0.77247,0.85499
1998,Thuringa,male,Born in Germany or immigrated <1950,0.77373,346,346,0.72958,0.81788
1998,Thuringa,female,Born in Germany or immigrated <1950,0.76318,362,362,0.71932,0.80704
1999,Schleswig-Holstein,male,Born in Germany or immigrated <1950,0.78842,140,140,0.72052,0.85632
