year,quintil_oecd,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,1st Quintile,West,Born in Germany or immigrated <1950,0.54791,1447,2045,0.52633,0.56949
2006,1st Quintile,West,Not born in Germany,0.24720,598,2045,0.22849,0.26590
2006,1st Quintile,East,Born in Germany or immigrated <1950,0.81810,953,953,0.79360,0.84261
2006,2nd Quintile,West,Born in Germany or immigrated <1950,0.65231,1781,2243,0.63260,0.67203
2006,2nd Quintile,West,Not born in Germany,0.14611,462,2243,0.13149,0.16073
2006,2nd Quintile,East,Born in Germany or immigrated <1950,0.83476,1105,1141,0.81320,0.85632
2006,2nd Quintile,East,Not born in Germany,0.02983,36,1141,0.01995,0.03970
2006,3rd Quintile,West,Born in Germany or immigrated <1950,0.68354,2171,2547,0.66548,0.70161
2006,3rd Quintile,West,Not born in Germany,0.12790,376,2547,0.11492,0.14087
2006,3rd Quintile,East,Born in Germany or immigrated <1950,0.88529,1070,1070,0.86619,0.90440
2006,4th Quintile,West,Born in Germany or immigrated <1950,0.76234,2833,3148,0.74746,0.77721
2006,4th Quintile,West,Not born in Germany,0.09050,315,3148,0.08047,0.10052
2006,4th Quintile,East,Born in Germany or immigrated <1950,0.88715,876,876,0.86618,0.90811
2006,5th Quintile,West,Born in Germany or immigrated <1950,0.83582,4529,4849,0.82539,0.84625
2006,5th Quintile,West,Not born in Germany,0.07201,320,4849,0.06474,0.07929
2006,5th Quintile,East,Born in Germany or immigrated <1950,0.91254,721,721,0.89190,0.93317
2007,1st Quintile,West,Born in Germany or immigrated <1950,0.58068,1644,2248,0.56027,0.60108
2007,1st Quintile,West,Not born in Germany,0.22469,604,2248,0.20743,0.24194
2007,1st Quintile,East,Born in Germany or immigrated <1950,0.83229,1009,1009,0.80923,0.85536
2007,2nd Quintile,West,Born in Germany or immigrated <1950,0.63531,2015,2491,0.61640,0.65421
2007,2nd Quintile,West,Not born in Germany,0.16235,476,2491,0.14787,0.17684
2007,2nd Quintile,East,Born in Germany or immigrated <1950,0.84050,1075,1075,0.81861,0.86240
2007,3rd Quintile,West,Born in Germany or immigrated <1950,0.70763,2393,2753,0.69063,0.72462
2007,3rd Quintile,West,Not born in Germany,0.11574,360,2753,0.10379,0.12769
2007,3rd Quintile,East,Born in Germany or immigrated <1950,0.89089,1151,1151,0.87287,0.90891
2007,4th Quintile,West,Born in Germany or immigrated <1950,0.76885,3041,3356,0.75458,0.78311
2007,4th Quintile,West,Not born in Germany,0.08449,315,3356,0.07508,0.09390
2007,4th Quintile,East,Born in Germany or immigrated <1950,0.90326,1027,1027,0.88517,0.92135
2007,5th Quintile,West,Born in Germany or immigrated <1950,0.83772,4623,4910,0.82741,0.84804
2007,5th Quintile,West,Not born in Germany,0.06467,287,4910,0.05779,0.07155
2007,5th Quintile,East,Born in Germany or immigrated <1950,0.89884,736,736,0.87704,0.92064
2008,1st Quintile,West,Born in Germany or immigrated <1950,0.56715,1519,2092,0.54591,0.58839
2008,1st Quintile,West,Not born in Germany,0.24188,573,2092,0.22353,0.26024
2008,1st Quintile,East,Born in Germany or immigrated <1950,0.80399,923,923,0.77837,0.82962
2008,2nd Quintile,West,Born in Germany or immigrated <1950,0.65929,1935,2324,0.64001,0.67856
2008,2nd Quintile,West,Not born in Germany,0.14358,389,2324,0.12932,0.15784
2008,2nd Quintile,East,Born in Germany or immigrated <1950,0.87729,1080,1080,0.85771,0.89687
2008,3rd Quintile,West,Born in Germany or immigrated <1950,0.70760,2301,2654,0.69029,0.72490
2008,3rd Quintile,West,Not born in Germany,0.12972,353,2654,0.11693,0.14250
2008,3rd Quintile,East,Born in Germany or immigrated <1950,0.87885,1197,1197,0.86036,0.89735
2008,4th Quintile,West,Born in Germany or immigrated <1950,0.77413,2831,3107,0.75943,0.78884
2008,4th Quintile,West,Not born in Germany,0.08182,276,3107,0.07218,0.09146
2008,4th Quintile,East,Born in Germany or immigrated <1950,0.90227,811,811,0.88182,0.92272
2008,5th Quintile,West,Born in Germany or immigrated <1950,0.85014,4344,4584,0.83981,0.86047
2008,5th Quintile,West,Not born in Germany,0.05481,240,4584,0.04822,0.06140
2008,5th Quintile,East,Born in Germany or immigrated <1950,0.90353,718,718,0.88192,0.92514
2009,1st Quintile,West,Born in Germany or immigrated <1950,0.59589,1489,1980,0.57427,0.61751
2009,1st Quintile,West,Not born in Germany,0.22558,491,1980,0.20717,0.24400
2009,1st Quintile,East,Born in Germany or immigrated <1950,0.80227,909,909,0.77637,0.82818
2009,2nd Quintile,West,Born in Germany or immigrated <1950,0.64371,1786,2145,0.62343,0.66398
2009,2nd Quintile,West,Not born in Germany,0.16024,359,2145,0.14471,0.17577
2009,2nd Quintile,East,Born in Germany or immigrated <1950,0.87650,1056,1056,0.85664,0.89635
2009,3rd Quintile,West,Born in Germany or immigrated <1950,0.73857,2101,2372,0.72089,0.75626
2009,3rd Quintile,West,Not born in Germany,0.10973,271,2372,0.09715,0.12231
2009,3rd Quintile,East,Born in Germany or immigrated <1950,0.85225,1064,1064,0.83092,0.87358
2009,4th Quintile,West,Born in Germany or immigrated <1950,0.78357,2752,3006,0.76884,0.79829
2009,4th Quintile,West,Not born in Germany,0.07084,254,3006,0.06167,0.08001
2009,4th Quintile,East,Born in Germany or immigrated <1950,0.91999,799,799,0.90117,0.93881
2009,5th Quintile,West,Born in Germany or immigrated <1950,0.84469,3960,4176,0.83371,0.85568
2009,5th Quintile,West,Not born in Germany,0.06263,216,4176,0.05528,0.06998
2009,5th Quintile,East,Born in Germany or immigrated <1950,0.86685,667,667,0.84105,0.89265
2010,1st Quintile,West,Born in Germany or immigrated <1950,0.65101,1359,1802,0.62900,0.67303
2010,1st Quintile,West,Not born in Germany,0.26942,443,1802,0.24893,0.28991
2010,1st Quintile,East,Born in Germany or immigrated <1950,0.92138,810,810,0.90283,0.93993
2010,2nd Quintile,West,Born in Germany or immigrated <1950,0.73053,1662,1969,0.71092,0.75013
2010,2nd Quintile,West,Not born in Germany,0.16204,307,1969,0.14576,0.17832
2010,2nd Quintile,East,Born in Germany or immigrated <1950,0.91876,1051,1051,0.90223,0.93528
2010,3rd Quintile,West,Born in Germany or immigrated <1950,0.76026,2081,2336,0.74294,0.77758
2010,3rd Quintile,West,Not born in Germany,0.13049,255,2336,0.11683,0.14415
2010,3rd Quintile,East,Born in Germany or immigrated <1950,0.91921,900,900,0.90140,0.93703
2010,4th Quintile,West,Born in Germany or immigrated <1950,0.80446,2531,2740,0.78960,0.81931
2010,4th Quintile,West,Not born in Germany,0.08725,209,2740,0.07668,0.09782
2010,4th Quintile,East,Born in Germany or immigrated <1950,0.91493,753,753,0.89499,0.93487
2010,5th Quintile,West,Born in Germany or immigrated <1950,0.86714,3634,3828,0.85638,0.87789
2010,5th Quintile,West,Not born in Germany,0.06185,194,3828,0.05422,0.06948
2010,5th Quintile,East,Born in Germany or immigrated <1950,0.92494,574,574,0.90337,0.94652
2011,1st Quintile,West,Born in Germany or immigrated <1950,0.58848,2372,3307,0.57171,0.60526
2011,1st Quintile,West,Not born in Germany,0.22763,935,3307,0.21333,0.24192
2011,1st Quintile,East,Born in Germany or immigrated <1950,0.81663,1356,1413,0.79645,0.83682
2011,1st Quintile,East,Not born in Germany,0.03246,57,1413,0.02321,0.04170
2011,2nd Quintile,West,Born in Germany or immigrated <1950,0.64888,2534,3114,0.63212,0.66565
2011,2nd Quintile,West,Not born in Germany,0.17591,580,3114,0.16253,0.18928
2011,2nd Quintile,East,Born in Germany or immigrated <1950,0.87536,1262,1300,0.85740,0.89333
2011,2nd Quintile,East,Not born in Germany,0.02226,38,1300,0.01423,0.03028
2011,3rd Quintile,West,Born in Germany or immigrated <1950,0.73375,2802,3162,0.71834,0.74916
2011,3rd Quintile,West,Not born in Germany,0.11471,360,3162,0.10360,0.12582
2011,3rd Quintile,East,Born in Germany or immigrated <1950,0.87863,1025,1025,0.85863,0.89864
2011,4th Quintile,West,Born in Germany or immigrated <1950,0.77326,3088,3357,0.75910,0.78743
2011,4th Quintile,West,Not born in Germany,0.07829,269,3357,0.06920,0.08737
2011,4th Quintile,East,Born in Germany or immigrated <1950,0.86972,810,810,0.84653,0.89292
2011,5th Quintile,West,Born in Germany or immigrated <1950,0.82586,3931,4189,0.81437,0.83734
2011,5th Quintile,West,Not born in Germany,0.06940,258,4189,0.06171,0.07710
2011,5th Quintile,East,Born in Germany or immigrated <1950,0.88922,565,565,0.86331,0.91512
2012,1st Quintile,West,Born in Germany or immigrated <1950,0.58202,2957,3955,0.56664,0.59739
2012,1st Quintile,West,Not born in Germany,0.22257,998,3955,0.20961,0.23554
2012,1st Quintile,East,Born in Germany or immigrated <1950,0.79895,1466,1537,0.77890,0.81899
2012,1st Quintile,East,Not born in Germany,0.03359,71,1537,0.02458,0.04261
2012,2nd Quintile,West,Born in Germany or immigrated <1950,0.63967,3123,3793,0.62439,0.65495
2012,2nd Quintile,West,Not born in Germany,0.17988,670,3793,0.16765,0.19210
2012,2nd Quintile,East,Born in Germany or immigrated <1950,0.86271,1246,1279,0.84384,0.88158
2012,2nd Quintile,East,Not born in Germany,0.03002,33,1279,0.02066,0.03937
2012,3rd Quintile,West,Born in Germany or immigrated <1950,0.71302,3261,3690,0.69842,0.72762
2012,3rd Quintile,West,Not born in Germany,0.12539,429,3690,0.11470,0.13607
2012,3rd Quintile,East,Born in Germany or immigrated <1950,0.85704,1211,1211,0.83732,0.87676
2012,4th Quintile,West,Born in Germany or immigrated <1950,0.77719,3567,3898,0.76412,0.79025
2012,4th Quintile,West,Not born in Germany,0.08596,331,3898,0.07716,0.09476
2012,4th Quintile,East,Born in Germany or immigrated <1950,0.86975,974,974,0.84860,0.89090
2012,5th Quintile,West,Born in Germany or immigrated <1950,0.82019,4255,4540,0.80901,0.83136
2012,5th Quintile,West,Not born in Germany,0.07706,285,4540,0.06930,0.08482
2012,5th Quintile,East,Born in Germany or immigrated <1950,0.88393,762,762,0.86117,0.90669
2013,1st Quintile,West,Born in Germany or immigrated <1950,0.65913,2830,3763,0.64398,0.67428
2013,1st Quintile,West,Not born in Germany,0.16591,933,3763,0.15402,0.17780
2013,1st Quintile,East,Born in Germany or immigrated <1950,0.81607,1518,1586,0.79699,0.83514
2013,1st Quintile,East,Not born in Germany,0.02618,68,1586,0.01832,0.03404
2013,2nd Quintile,West,Born in Germany or immigrated <1950,0.71398,3182,3877,0.69975,0.72820
2013,2nd Quintile,West,Not born in Germany,0.11712,695,3877,0.10699,0.12724
2013,2nd Quintile,East,Born in Germany or immigrated <1950,0.87116,1478,1516,0.85429,0.88803
2013,2nd Quintile,East,Not born in Germany,0.01419,38,1516,0.00824,0.02015
2013,3rd Quintile,West,Born in Germany or immigrated <1950,0.76661,3384,3821,0.75320,0.78002
2013,3rd Quintile,West,Not born in Germany,0.08166,437,3821,0.07298,0.09034
2013,3rd Quintile,East,Born in Germany or immigrated <1950,0.87923,1137,1170,0.86056,0.89791
2013,3rd Quintile,East,Not born in Germany,0.01050,33,1170,0.00466,0.01634
2013,4th Quintile,West,Born in Germany or immigrated <1950,0.81521,3711,4029,0.80322,0.82719
2013,4th Quintile,West,Not born in Germany,0.05770,318,4029,0.05050,0.06490
2013,4th Quintile,East,Born in Germany or immigrated <1950,0.88205,887,887,0.86081,0.90329
2013,5th Quintile,West,Born in Germany or immigrated <1950,0.84615,4583,4913,0.83606,0.85624
2013,5th Quintile,West,Not born in Germany,0.05828,330,4913,0.05172,0.06483
2013,5th Quintile,East,Born in Germany or immigrated <1950,0.89857,650,650,0.87534,0.92180
2014,1st Quintile,West,Born in Germany or immigrated <1950,0.56125,2739,4551,0.54684,0.57567
2014,1st Quintile,West,Not born in Germany,0.24173,1812,4551,0.22929,0.25417
2014,1st Quintile,East,Born in Germany or immigrated <1950,0.76778,1302,1473,0.74621,0.78935
2014,1st Quintile,East,Not born in Germany,0.05787,171,1473,0.04594,0.06980
2014,2nd Quintile,West,Born in Germany or immigrated <1950,0.63677,2998,4246,0.62230,0.65124
2014,2nd Quintile,West,Not born in Germany,0.18235,1248,4246,0.17074,0.19397
2014,2nd Quintile,East,Born in Germany or immigrated <1950,0.84467,1318,1412,0.82577,0.86357
2014,2nd Quintile,East,Not born in Germany,0.03399,94,1412,0.02454,0.04345
2014,3rd Quintile,West,Born in Germany or immigrated <1950,0.71567,3237,4075,0.70182,0.72952
2014,3rd Quintile,West,Not born in Germany,0.12869,838,4075,0.11841,0.13897
2014,3rd Quintile,East,Born in Germany or immigrated <1950,0.85096,1129,1187,0.83069,0.87123
2014,3rd Quintile,East,Not born in Germany,0.02208,58,1187,0.01372,0.03045
2014,4th Quintile,West,Born in Germany or immigrated <1950,0.78962,3730,4304,0.77744,0.80180
2014,4th Quintile,West,Not born in Germany,0.07966,574,4304,0.07157,0.08775
2014,4th Quintile,East,Born in Germany or immigrated <1950,0.85651,910,910,0.83371,0.87930
2014,5th Quintile,West,Born in Germany or immigrated <1950,0.82705,4319,4803,0.81636,0.83775
2014,5th Quintile,West,Not born in Germany,0.07862,484,4803,0.07100,0.08623
2014,5th Quintile,East,Born in Germany or immigrated <1950,0.87265,635,635,0.84670,0.89860
2015,1st Quintile,West,Born in Germany or immigrated <1950,0.57514,2518,3970,0.55976,0.59052
2015,1st Quintile,West,Not born in Germany,0.23013,1452,3970,0.21704,0.24323
2015,1st Quintile,East,Born in Germany or immigrated <1950,0.77387,1168,1341,0.75147,0.79627
2015,1st Quintile,East,Not born in Germany,0.06258,173,1341,0.04962,0.07555
2015,2nd Quintile,West,Born in Germany or immigrated <1950,0.65562,2805,3880,0.64067,0.67057
2015,2nd Quintile,West,Not born in Germany,0.17899,1075,3880,0.16693,0.19105
2015,2nd Quintile,East,Born in Germany or immigrated <1950,0.84970,1433,1503,0.83162,0.86777
2015,2nd Quintile,East,Not born in Germany,0.02461,70,1503,0.01677,0.03244
2015,3rd Quintile,West,Born in Germany or immigrated <1950,0.72936,3103,3886,0.71539,0.74333
2015,3rd Quintile,West,Not born in Germany,0.11678,783,3886,0.10668,0.12688
2015,3rd Quintile,East,Born in Germany or immigrated <1950,0.85312,1025,1064,0.83184,0.87440
2015,3rd Quintile,East,Not born in Germany,0.01464,39,1064,0.00742,0.02186
2015,4th Quintile,West,Born in Germany or immigrated <1950,0.79208,3527,4021,0.77954,0.80463
2015,4th Quintile,West,Not born in Germany,0.08212,494,4021,0.07363,0.09060
2015,4th Quintile,East,Born in Germany or immigrated <1950,0.86025,805,805,0.83629,0.88422
2015,5th Quintile,West,Born in Germany or immigrated <1950,0.82793,4121,4561,0.81698,0.83889
2015,5th Quintile,West,Not born in Germany,0.07382,440,4561,0.06623,0.08141
2015,5th Quintile,East,Born in Germany or immigrated <1950,0.87419,593,593,0.84747,0.90090
2016,1st Quintile,West,Born in Germany or immigrated <1950,0.54882,2246,3931,0.53326,0.56438
2016,1st Quintile,West,Not born in Germany,0.24954,1685,3931,0.23601,0.26307
2016,1st Quintile,East,Born in Germany or immigrated <1950,0.74405,1123,1303,0.72035,0.76775
2016,1st Quintile,East,Not born in Germany,0.06464,180,1303,0.05128,0.07799
2016,2nd Quintile,West,Born in Germany or immigrated <1950,0.64426,2685,3858,0.62915,0.65937
2016,2nd Quintile,West,Not born in Germany,0.18644,1173,3858,0.17415,0.19873
2016,2nd Quintile,East,Born in Germany or immigrated <1950,0.84339,1272,1373,0.82416,0.86262
2016,2nd Quintile,East,Not born in Germany,0.04424,101,1373,0.03336,0.05512
2016,3rd Quintile,West,Born in Germany or immigrated <1950,0.70868,2856,3628,0.69389,0.72347
2016,3rd Quintile,West,Not born in Germany,0.13223,772,3628,0.12121,0.14325
2016,3rd Quintile,East,Born in Germany or immigrated <1950,0.84692,1041,1078,0.82542,0.86843
2016,3rd Quintile,East,Not born in Germany,0.01522,37,1078,0.00791,0.02254
2016,4th Quintile,West,Born in Germany or immigrated <1950,0.77385,3321,3904,0.76072,0.78697
2016,4th Quintile,West,Not born in Germany,0.09482,583,3904,0.08562,0.10401
2016,4th Quintile,East,Born in Germany or immigrated <1950,0.87023,770,806,0.84702,0.89345
2016,4th Quintile,East,Not born in Germany,0.02906,36,806,0.01746,0.04066
2016,5th Quintile,West,Born in Germany or immigrated <1950,0.82118,3886,4359,0.80980,0.83256
2016,5th Quintile,West,Not born in Germany,0.08360,473,4359,0.07538,0.09181
2016,5th Quintile,East,Born in Germany or immigrated <1950,0.83907,543,543,0.80813,0.87001
2017,1st Quintile,West,Born in Germany or immigrated <1950,0.52718,2145,4993,0.51333,0.54103
2017,1st Quintile,West,Not born in Germany,0.26659,2848,4993,0.25432,0.27885
2017,1st Quintile,East,Born in Germany or immigrated <1950,0.74805,1072,1484,0.72595,0.77014
2017,1st Quintile,East,Not born in Germany,0.07299,412,1484,0.05975,0.08623
2017,2nd Quintile,West,Born in Germany or immigrated <1950,0.63474,2533,3700,0.61922,0.65026
2017,2nd Quintile,West,Not born in Germany,0.19650,1167,3700,0.18369,0.20930
2017,2nd Quintile,East,Born in Germany or immigrated <1950,0.81169,1199,1330,0.79067,0.83271
2017,2nd Quintile,East,Not born in Germany,0.04466,131,1330,0.03356,0.05577
2017,3rd Quintile,West,Born in Germany or immigrated <1950,0.71040,2803,3516,0.69540,0.72539
2017,3rd Quintile,West,Not born in Germany,0.13271,713,3516,0.12150,0.14393
2017,3rd Quintile,East,Born in Germany or immigrated <1950,0.85108,975,1012,0.82914,0.87303
2017,3rd Quintile,East,Not born in Germany,0.01551,37,1012,0.00789,0.02313
2017,4th Quintile,West,Born in Germany or immigrated <1950,0.78991,3232,3707,0.77679,0.80302
2017,4th Quintile,West,Not born in Germany,0.09502,475,3707,0.08558,0.10446
2017,4th Quintile,East,Born in Germany or immigrated <1950,0.87172,676,711,0.84712,0.89631
2017,4th Quintile,East,Not born in Germany,0.02303,35,711,0.01200,0.03406
2017,5th Quintile,West,Born in Germany or immigrated <1950,0.82204,3607,4018,0.81021,0.83387
2017,5th Quintile,West,Not born in Germany,0.08137,411,4018,0.07291,0.08982
2017,5th Quintile,East,Born in Germany or immigrated <1950,0.81498,547,547,0.78240,0.84755
2018,1st Quintile,West,Born in Germany or immigrated <1950,0.53795,2245,5753,0.52506,0.55083
2018,1st Quintile,West,Not born in Germany,0.26232,3508,5753,0.25095,0.27369
2018,1st Quintile,East,Born in Germany or immigrated <1950,0.75076,1161,1702,0.73020,0.77132
2018,1st Quintile,East,Not born in Germany,0.06978,541,1702,0.05767,0.08188
2018,2nd Quintile,West,Born in Germany or immigrated <1950,0.63897,2790,3975,0.62403,0.65390
2018,2nd Quintile,West,Not born in Germany,0.18583,1185,3975,0.17374,0.19793
2018,2nd Quintile,East,Born in Germany or immigrated <1950,0.82990,1376,1480,0.81075,0.84904
2018,2nd Quintile,East,Not born in Germany,0.03194,104,1480,0.02298,0.04090
2018,3rd Quintile,West,Born in Germany or immigrated <1950,0.71007,3015,3801,0.69564,0.72449
2018,3rd Quintile,West,Not born in Germany,0.13856,786,3801,0.12757,0.14954
2018,3rd Quintile,East,Born in Germany or immigrated <1950,0.83884,1043,1094,0.81704,0.86064
2018,3rd Quintile,East,Not born in Germany,0.01741,51,1094,0.00966,0.02517
2018,4th Quintile,West,Born in Germany or immigrated <1950,0.77298,3467,3972,0.75995,0.78601
2018,4th Quintile,West,Not born in Germany,0.09620,505,3972,0.08703,0.10537
2018,4th Quintile,East,Born in Germany or immigrated <1950,0.88284,791,827,0.86091,0.90477
2018,4th Quintile,East,Not born in Germany,0.02429,36,827,0.01379,0.03479
2018,5th Quintile,West,Born in Germany or immigrated <1950,0.82312,4115,4523,0.81200,0.83424
2018,5th Quintile,West,Not born in Germany,0.08283,408,4523,0.07480,0.09086
2018,5th Quintile,East,Born in Germany or immigrated <1950,0.82171,580,580,0.79054,0.85289
2019,1st Quintile,West,Born in Germany or immigrated <1950,0.52895,2158,5732,0.51603,0.54188
2019,1st Quintile,West,Not born in Germany,0.26059,3574,5732,0.24923,0.27196
2019,1st Quintile,East,Born in Germany or immigrated <1950,0.75027,1107,1642,0.72933,0.77121
2019,1st Quintile,East,Not born in Germany,0.08415,535,1642,0.07071,0.09758
2019,2nd Quintile,West,Born in Germany or immigrated <1950,0.64240,2669,3716,0.62699,0.65782
2019,2nd Quintile,West,Not born in Germany,0.18487,1047,3716,0.17238,0.19735
2019,2nd Quintile,East,Born in Germany or immigrated <1950,0.81201,1235,1339,0.79107,0.83294
2019,2nd Quintile,East,Not born in Germany,0.04018,104,1339,0.02966,0.05070
2019,3rd Quintile,West,Born in Germany or immigrated <1950,0.70111,2810,3450,0.68583,0.71638
2019,3rd Quintile,West,Not born in Germany,0.14962,640,3450,0.13772,0.16153
2019,3rd Quintile,East,Born in Germany or immigrated <1950,0.82871,1050,1087,0.80630,0.85112
2019,3rd Quintile,East,Not born in Germany,0.02110,37,1087,0.01255,0.02965
2019,4th Quintile,West,Born in Germany or immigrated <1950,0.75998,3168,3585,0.74600,0.77397
2019,4th Quintile,West,Not born in Germany,0.09725,417,3585,0.08755,0.10695
2019,4th Quintile,East,Born in Germany or immigrated <1950,0.88680,731,731,0.86381,0.90978
2019,5th Quintile,West,Born in Germany or immigrated <1950,0.81182,3831,4255,0.80008,0.82357
2019,5th Quintile,West,Not born in Germany,0.09517,424,4255,0.08635,0.10399
2019,5th Quintile,East,Born in Germany or immigrated <1950,0.84179,588,619,0.81302,0.87057
2019,5th Quintile,East,Not born in Germany,0.03777,31,619,0.02274,0.05280
2020,1st Quintile,West,Born in Germany or immigrated <1950,0.54698,2130,5298,0.53357,0.56038
2020,1st Quintile,West,Not born in Germany,0.25061,3168,5298,0.23893,0.26228
2020,1st Quintile,East,Born in Germany or immigrated <1950,0.78192,1021,1499,0.76101,0.80283
2020,1st Quintile,East,Not born in Germany,0.06502,478,1499,0.05253,0.07750
2020,2nd Quintile,West,Born in Germany or immigrated <1950,0.65651,2635,3594,0.64098,0.67204
2020,2nd Quintile,West,Not born in Germany,0.16004,959,3594,0.14805,0.17202
2020,2nd Quintile,East,Born in Germany or immigrated <1950,0.82098,1252,1370,0.80067,0.84129
2020,2nd Quintile,East,Not born in Germany,0.03905,118,1370,0.02879,0.04932
2020,3rd Quintile,West,Born in Germany or immigrated <1950,0.73463,2780,3329,0.71963,0.74964
2020,3rd Quintile,West,Not born in Germany,0.11658,549,3329,0.10568,0.12749
2020,3rd Quintile,East,Born in Germany or immigrated <1950,0.82003,962,993,0.79612,0.84394
2020,3rd Quintile,East,Not born in Germany,0.01418,31,993,0.00682,0.02153
2020,4th Quintile,West,Born in Germany or immigrated <1950,0.77009,3305,3754,0.75663,0.78355
2020,4th Quintile,West,Not born in Germany,0.08849,449,3754,0.07940,0.09758
2020,4th Quintile,East,Born in Germany or immigrated <1950,0.85585,813,813,0.83169,0.88001
2020,5th Quintile,West,Born in Germany or immigrated <1950,0.80541,4684,5150,0.79460,0.81622
2020,5th Quintile,West,Not born in Germany,0.08526,466,5150,0.07763,0.09288
2020,5th Quintile,East,Born in Germany or immigrated <1950,0.86034,855,893,0.83759,0.88309
2020,5th Quintile,East,Not born in Germany,0.03681,38,893,0.02445,0.04916
2021,1st Quintile,West,Born in Germany or immigrated <1950,0.54441,1517,3894,0.52877,0.56005
2021,1st Quintile,West,Not born in Germany,0.25060,2377,3894,0.23699,0.26422
2021,1st Quintile,East,Born in Germany or immigrated <1950,0.78828,735,1027,0.76329,0.81328
2021,1st Quintile,East,Not born in Germany,0.06693,292,1027,0.05164,0.08222
2021,2nd Quintile,West,Born in Germany or immigrated <1950,0.65395,1856,2717,0.63606,0.67184
2021,2nd Quintile,West,Not born in Germany,0.16461,861,2717,0.15066,0.17856
2021,2nd Quintile,East,Born in Germany or immigrated <1950,0.82277,822,923,0.79812,0.84742
2021,2nd Quintile,East,Not born in Germany,0.03633,101,923,0.02425,0.04841
2021,3rd Quintile,West,Born in Germany or immigrated <1950,0.71275,2013,2510,0.69504,0.73046
2021,3rd Quintile,West,Not born in Germany,0.12157,497,2510,0.10878,0.13436
2021,3rd Quintile,East,Born in Germany or immigrated <1950,0.77060,666,704,0.73952,0.80168
2021,3rd Quintile,East,Not born in Germany,0.03877,38,704,0.02450,0.05304
2021,4th Quintile,West,Born in Germany or immigrated <1950,0.75948,2274,2644,0.74319,0.77578
2021,4th Quintile,West,Not born in Germany,0.10702,370,2644,0.09524,0.11881
2021,4th Quintile,East,Born in Germany or immigrated <1950,0.82301,567,601,0.79247,0.85355
2021,4th Quintile,East,Not born in Germany,0.02509,34,601,0.01258,0.03761
2021,5th Quintile,West,Born in Germany or immigrated <1950,0.80044,3280,3672,0.78751,0.81337
2021,5th Quintile,West,Not born in Germany,0.08883,392,3672,0.07963,0.09804
2021,5th Quintile,East,Born in Germany or immigrated <1950,0.80739,615,665,0.77740,0.83739
2021,5th Quintile,East,Not born in Germany,0.07253,50,665,0.05280,0.09226
2022,1st Quintile,West,Born in Germany or immigrated <1950,0.53351,1359,3409,0.51676,0.55026
2022,1st Quintile,West,Not born in Germany,0.27950,2050,3409,0.26443,0.29457
2022,1st Quintile,East,Born in Germany or immigrated <1950,0.73769,647,980,0.71013,0.76524
2022,1st Quintile,East,Not born in Germany,0.09480,333,980,0.07645,0.11315
2022,2nd Quintile,West,Born in Germany or immigrated <1950,0.67809,1654,2420,0.65947,0.69671
2022,2nd Quintile,West,Not born in Germany,0.16082,766,2420,0.14618,0.17546
2022,2nd Quintile,East,Born in Germany or immigrated <1950,0.83772,809,875,0.81328,0.86217
2022,2nd Quintile,East,Not born in Germany,0.04725,66,875,0.03318,0.06131
2022,3rd Quintile,West,Born in Germany or immigrated <1950,0.72778,1878,2332,0.70971,0.74585
2022,3rd Quintile,West,Not born in Germany,0.11828,454,2332,0.10517,0.13139
2022,3rd Quintile,East,Born in Germany or immigrated <1950,0.85354,633,676,0.82686,0.88021
2022,3rd Quintile,East,Not born in Germany,0.02674,43,676,0.01457,0.03891
2022,4th Quintile,West,Born in Germany or immigrated <1950,0.76854,2219,2575,0.75224,0.78483
2022,4th Quintile,West,Not born in Germany,0.09562,356,2575,0.08426,0.10698
2022,4th Quintile,East,Born in Germany or immigrated <1950,0.77228,537,577,0.73804,0.80653
2022,4th Quintile,East,Not born in Germany,0.04112,40,577,0.02490,0.05734
2022,5th Quintile,West,Born in Germany or immigrated <1950,0.80197,3092,3425,0.78862,0.81532
2022,5th Quintile,West,Not born in Germany,0.09207,333,3425,0.08238,0.10175
2022,5th Quintile,East,Born in Germany or immigrated <1950,0.80951,587,633,0.77889,0.84013
2022,5th Quintile,East,Not born in Germany,0.08108,46,633,0.05980,0.10236
