"germborn","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren oder immigr.<1950","1997","AkademikerIn","maennlich","860","0.86526285169458","0.843753460544919","0.886772242844241"
"in Deutschland geboren oder immigr.<1950","1997","AkademikerIn","weiblich","726","0.88933065718615","0.867577615170111","0.911083699202188"
"in Deutschland geboren oder immigr.<1950","1997","Hauptschule","maennlich","2122","","",""
"in Deutschland geboren oder immigr.<1950","1997","Hauptschule","weiblich","2365","","",""
"in Deutschland geboren oder immigr.<1950","1997","Realschule","maennlich","1301","","",""
"in Deutschland geboren oder immigr.<1950","1997","Realschule","weiblich","1626","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","maennlich","131","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","weiblich","133","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","maennlich","200","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","weiblich","268","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","maennlich","108","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","weiblich","73","0.11066934281385","0.0889163007978121","0.132422384829889"
"nicht in Deutschland geboren","1997","Hauptschule","maennlich","694","0.152088993357116","0.138825565029609","0.165352421684623"
"nicht in Deutschland geboren","1997","Hauptschule","weiblich","591","0.132499955850047","0.120278062330105","0.144721849369988"
"nicht in Deutschland geboren","1997","Realschule","maennlich","66","0.0605300921751461","0.0478888154544233","0.0731713688958689"
"nicht in Deutschland geboren","1997","Realschule","weiblich","87","0.0561249598546186","0.045225507378841","0.0670244123303962"
"in Deutschland geboren oder immigr.<1950","1998","(Fach-)Abitur","maennlich","438","0.818994180320317","0.787133625268746","0.850854735371889"
"in Deutschland geboren oder immigr.<1950","1998","(Fach-)Abitur","weiblich","449","0.78933984225484","0.756323991110045","0.822355693399636"
"in Deutschland geboren oder immigr.<1950","1998","(noch) kein Abschluss","maennlich","184","","",""
"in Deutschland geboren oder immigr.<1950","1998","(noch) kein Abschluss","weiblich","208","","",""
"in Deutschland geboren oder immigr.<1950","1998","AkademikerIn","maennlich","966","0.878300377232423","0.858792791719885","0.897807962744961"
"in Deutschland geboren oder immigr.<1950","1998","AkademikerIn","weiblich","813","0.890835486464648","0.870347815814351","0.911323157114944"
"in Deutschland geboren oder immigr.<1950","1998","Hauptschule","maennlich","2358","","",""
"in Deutschland geboren oder immigr.<1950","1998","Hauptschule","weiblich","2613","","",""
"in Deutschland geboren oder immigr.<1950","1998","Realschule","maennlich","1460","","",""
"in Deutschland geboren oder immigr.<1950","1998","Realschule","weiblich","1793","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","maennlich","123","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","weiblich","137","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","maennlich","186","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","weiblich","246","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","maennlich","113","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","weiblich","77","0.109164513535352","0.0886768428850558","0.129652184185649"
"nicht in Deutschland geboren","1998","Hauptschule","maennlich","665","0.156261112404726","0.143317410387796","0.169204814421657"
"nicht in Deutschland geboren","1998","Hauptschule","weiblich","560","0.126223587647132","0.114668227830521","0.137778947463743"
"nicht in Deutschland geboren","1998","Realschule","maennlich","59","0.0474781104795493","0.0367837849454648","0.0581724360136339"
"nicht in Deutschland geboren","1998","Realschule","weiblich","83","0.049406649437975","0.0395999749190609","0.0592133239568891"
"in Deutschland geboren oder immigr.<1950","1999","(Fach-)Abitur","maennlich","437","0.836566284910655","0.805408220996898","0.867724348824412"
"in Deutschland geboren oder immigr.<1950","1999","(Fach-)Abitur","weiblich","462","0.781011807318994","0.747781928492048","0.814241686145941"
"in Deutschland geboren oder immigr.<1950","1999","(noch) kein Abschluss","maennlich","188","","",""
"in Deutschland geboren oder immigr.<1950","1999","(noch) kein Abschluss","weiblich","197","","",""
"in Deutschland geboren oder immigr.<1950","1999","AkademikerIn","maennlich","971","0.881531359666556","0.86224015734184","0.900822561991272"
"in Deutschland geboren oder immigr.<1950","1999","AkademikerIn","weiblich","809","0.894912095573981","0.874662017978106","0.915162173169855"
"in Deutschland geboren oder immigr.<1950","1999","Hauptschule","maennlich","2334","","",""
"in Deutschland geboren oder immigr.<1950","1999","Hauptschule","weiblich","2550","","",""
"in Deutschland geboren oder immigr.<1950","1999","Realschule","maennlich","1447","","",""
"in Deutschland geboren oder immigr.<1950","1999","Realschule","weiblich","1801","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","maennlich","104","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","weiblich","133","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","maennlich","170","","",""
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","weiblich","236","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","maennlich","107","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","weiblich","72","0.105087904426019","0.084837826830145","0.125337982021894"
"nicht in Deutschland geboren","1999","Hauptschule","maennlich","623","0.154063783306275","0.141051859326272","0.167075707286277"
"nicht in Deutschland geboren","1999","Hauptschule","weiblich","518","0.12243694535144","0.110838071584185","0.134035819118696"
"nicht in Deutschland geboren","1999","Realschule","maennlich","57","0.0461552786777297","0.035551181428552","0.0567593759269075"
"nicht in Deutschland geboren","1999","Realschule","weiblich","76","0.0448549905441395","0.0354911071937961","0.054218873894483"
"in Deutschland geboren oder immigr.<1950","2000","(Fach-)Abitur","maennlich","892","0.809342490405463","0.786306089229305","0.832378891581621"
"in Deutschland geboren oder immigr.<1950","2000","(Fach-)Abitur","weiblich","962","0.780347343053784","0.757257189520092","0.803437496587477"
"in Deutschland geboren oder immigr.<1950","2000","(noch) kein Abschluss","maennlich","251","","",""
"in Deutschland geboren oder immigr.<1950","2000","(noch) kein Abschluss","weiblich","285","","",""
"in Deutschland geboren oder immigr.<1950","2000","AkademikerIn","maennlich","1958","","",""
"in Deutschland geboren oder immigr.<1950","2000","AkademikerIn","weiblich","1462","","",""
"in Deutschland geboren oder immigr.<1950","2000","Hauptschule","maennlich","4240","0.853233420748873","0.843568640325153","0.862898201172592"
"in Deutschland geboren oder immigr.<1950","2000","Hauptschule","weiblich","4692","0.873305506464029","0.864537784583139","0.882073228344919"
"in Deutschland geboren oder immigr.<1950","2000","Realschule","maennlich","2606","","",""
"in Deutschland geboren oder immigr.<1950","2000","Realschule","weiblich","3428","0.954890968589464","0.948086731141697","0.961695206037231"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","maennlich","225","","",""
"nicht in Deutschland geboren","2000","(Fach-)Abitur","weiblich","273","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","maennlich","169","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","weiblich","213","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","maennlich","202","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","weiblich","196","","",""
"nicht in Deutschland geboren","2000","Hauptschule","maennlich","910","0.146766579251127","0.137101798827408","0.156431359674847"
"nicht in Deutschland geboren","2000","Hauptschule","weiblich","837","0.126694493535971","0.117926771655081","0.135462215416861"
"nicht in Deutschland geboren","2000","Realschule","maennlich","109","","",""
"nicht in Deutschland geboren","2000","Realschule","weiblich","146","","",""
"in Deutschland geboren oder immigr.<1950","2001","(Fach-)Abitur","maennlich","832","0.809948280367816","0.786068888722905","0.833827672012728"
"in Deutschland geboren oder immigr.<1950","2001","(Fach-)Abitur","weiblich","932","0.788734389746028","0.76549264599653","0.811976133495526"
"in Deutschland geboren oder immigr.<1950","2001","(noch) kein Abschluss","maennlich","281","","",""
"in Deutschland geboren oder immigr.<1950","2001","(noch) kein Abschluss","weiblich","314","0.662037009300881","0.619090206404162","0.7049838121976"
"in Deutschland geboren oder immigr.<1950","2001","AkademikerIn","maennlich","1810","","",""
"in Deutschland geboren oder immigr.<1950","2001","AkademikerIn","weiblich","1379","","",""
"in Deutschland geboren oder immigr.<1950","2001","Hauptschule","maennlich","3739","0.854060105466826","0.843793947216615","0.864326263717037"
"in Deutschland geboren oder immigr.<1950","2001","Hauptschule","weiblich","4092","0.868666808935689","0.85916095615625","0.878172661715128"
"in Deutschland geboren oder immigr.<1950","2001","Realschule","maennlich","2394","","",""
"in Deutschland geboren oder immigr.<1950","2001","Realschule","weiblich","3153","0.958348754501593","0.9515114179604","0.965186091042786"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","maennlich","205","","",""
"nicht in Deutschland geboren","2001","(Fach-)Abitur","weiblich","253","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","maennlich","124","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","weiblich","152","","",""
"nicht in Deutschland geboren","2001","AkademikerIn","maennlich","184","","",""
"nicht in Deutschland geboren","2001","AkademikerIn","weiblich","177","","",""
"nicht in Deutschland geboren","2001","Hauptschule","maennlich","804","0.145939894533174","0.135673736282963","0.156206052783385"
"nicht in Deutschland geboren","2001","Hauptschule","weiblich","758","0.131333191064311","0.121827338284872","0.14083904384375"
"nicht in Deutschland geboren","2001","Realschule","maennlich","103","","",""
"nicht in Deutschland geboren","2001","Realschule","weiblich","127","","",""
"in Deutschland geboren oder immigr.<1950","2002","(Fach-)Abitur","maennlich","947","0.790822434900348","0.767243617555297","0.814401252245399"
"in Deutschland geboren oder immigr.<1950","2002","(Fach-)Abitur","weiblich","1068","","",""
"in Deutschland geboren oder immigr.<1950","2002","(noch) kein Abschluss","maennlich","316","0.69391017546557","0.650145938017843","0.737674412913297"
"in Deutschland geboren oder immigr.<1950","2002","(noch) kein Abschluss","weiblich","334","0.623826829922106","0.580625167525772","0.66702849231844"
"in Deutschland geboren oder immigr.<1950","2002","AkademikerIn","maennlich","2402","","",""
"in Deutschland geboren oder immigr.<1950","2002","AkademikerIn","weiblich","1764","","",""
"in Deutschland geboren oder immigr.<1950","2002","Hauptschule","maennlich","3559","0.852742360016113","0.842145827106965","0.863338892925262"
"in Deutschland geboren oder immigr.<1950","2002","Hauptschule","weiblich","3920","0.867134525557379","0.857350097264326","0.876918953850431"
"in Deutschland geboren oder immigr.<1950","2002","Realschule","maennlich","2460","","",""
"in Deutschland geboren oder immigr.<1950","2002","Realschule","weiblich","3303","0.955892650646398","0.949020999998458","0.962764301294338"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","maennlich","196","","",""
"nicht in Deutschland geboren","2002","(Fach-)Abitur","weiblich","245","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","maennlich","110","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","weiblich","149","","",""
"nicht in Deutschland geboren","2002","AkademikerIn","maennlich","200","","",""
"nicht in Deutschland geboren","2002","AkademikerIn","weiblich","193","","",""
"nicht in Deutschland geboren","2002","Hauptschule","maennlich","737","0.147257639983887","0.136661107074738","0.157854172893035"
"nicht in Deutschland geboren","2002","Hauptschule","weiblich","703","0.132865474442621","0.123081046149569","0.142649902735674"
"nicht in Deutschland geboren","2002","Realschule","maennlich","100","","",""
"nicht in Deutschland geboren","2002","Realschule","weiblich","127","","",""
"in Deutschland geboren oder immigr.<1950","2003","(Fach-)Abitur","maennlich","926","0.794401721875971","0.770605498565783","0.818197945186159"
"in Deutschland geboren oder immigr.<1950","2003","(Fach-)Abitur","weiblich","1078","","",""
"in Deutschland geboren oder immigr.<1950","2003","(noch) kein Abschluss","maennlich","326","0.716834242289021","0.673848779758672","0.759819704819371"
"in Deutschland geboren oder immigr.<1950","2003","(noch) kein Abschluss","weiblich","338","0.635639617058502","0.592406587656476","0.678872646460528"
"in Deutschland geboren oder immigr.<1950","2003","AkademikerIn","maennlich","2274","","",""
"in Deutschland geboren oder immigr.<1950","2003","AkademikerIn","weiblich","1710","","",""
"in Deutschland geboren oder immigr.<1950","2003","Hauptschule","maennlich","3391","0.849414916930029","0.838446192076014","0.860383641784043"
"in Deutschland geboren oder immigr.<1950","2003","Hauptschule","weiblich","3707","0.863479983033972","0.853305016121921","0.873654949946023"
"in Deutschland geboren oder immigr.<1950","2003","Realschule","maennlich","2383","","",""
"in Deutschland geboren oder immigr.<1950","2003","Realschule","weiblich","3191","0.956617868099083","0.949677879074414","0.963557857123751"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","maennlich","182","","",""
"nicht in Deutschland geboren","2003","(Fach-)Abitur","weiblich","224","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","maennlich","96","0.283165757710979","0.240180295180629","0.326151220241328"
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","weiblich","138","","",""
"nicht in Deutschland geboren","2003","AkademikerIn","maennlich","184","","",""
"nicht in Deutschland geboren","2003","AkademikerIn","weiblich","186","","",""
"nicht in Deutschland geboren","2003","Hauptschule","maennlich","693","0.150585083069971","0.139616358215957","0.161553807923986"
"nicht in Deutschland geboren","2003","Hauptschule","weiblich","667","0.136520016966028","0.126345050053977","0.146694983878079"
"nicht in Deutschland geboren","2003","Realschule","maennlich","91","0.0431394600280441","0.0351335645044258","0.0511453555516624"
"nicht in Deutschland geboren","2003","Realschule","weiblich","119","","",""
"in Deutschland geboren oder immigr.<1950","2004","(Fach-)Abitur","maennlich","913","0.799198620550779","0.775405858574016","0.822991382527543"
"in Deutschland geboren oder immigr.<1950","2004","(Fach-)Abitur","weiblich","1090","","",""
"in Deutschland geboren oder immigr.<1950","2004","(noch) kein Abschluss","maennlich","328","0.714901055362009","0.671878254407539","0.757923856316478"
"in Deutschland geboren oder immigr.<1950","2004","(noch) kein Abschluss","weiblich","343","0.636790578359498","0.594033617939586","0.679547538779411"
"in Deutschland geboren oder immigr.<1950","2004","AkademikerIn","maennlich","2237","","",""
"in Deutschland geboren oder immigr.<1950","2004","AkademikerIn","weiblich","1700","","",""
"in Deutschland geboren oder immigr.<1950","2004","Hauptschule","maennlich","3239","0.846983246121833","0.835680348594423","0.858286143649242"
"in Deutschland geboren oder immigr.<1950","2004","Hauptschule","weiblich","3535","0.858516654837568","0.847946170960689","0.869087138714446"
"in Deutschland geboren oder immigr.<1950","2004","Realschule","maennlich","2306","","",""
"in Deutschland geboren oder immigr.<1950","2004","Realschule","weiblich","3113","0.953582636300482","0.946329400147174","0.960835872453791"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","maennlich","176","","",""
"nicht in Deutschland geboren","2004","(Fach-)Abitur","weiblich","219","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","maennlich","95","0.285098944637991","0.242076143683522","0.328121745592461"
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","weiblich","143","","",""
"nicht in Deutschland geboren","2004","AkademikerIn","maennlich","181","","",""
"nicht in Deutschland geboren","2004","AkademikerIn","weiblich","177","","",""
"nicht in Deutschland geboren","2004","Hauptschule","maennlich","658","0.153016753878167","0.141713856350758","0.164319651405577"
"nicht in Deutschland geboren","2004","Hauptschule","weiblich","641","0.141483345162432","0.130912861285554","0.152053829039311"
"nicht in Deutschland geboren","2004","Realschule","maennlich","85","0.0436930645842175","0.035499682478725","0.0518864466897099"
"nicht in Deutschland geboren","2004","Realschule","weiblich","119","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","maennlich","865","0.801369804552696","0.776980992000836","0.825758617104557"
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","weiblich","1059","","",""
"in Deutschland geboren oder immigr.<1950","2005","(noch) kein Abschluss","maennlich","334","0.758692215721949","0.717771622042793","0.799612809401105"
"in Deutschland geboren oder immigr.<1950","2005","(noch) kein Abschluss","weiblich","351","0.662477585436652","0.620393865116276","0.704561305757028"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","maennlich","2140","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","weiblich","1687","","",""
"in Deutschland geboren oder immigr.<1950","2005","Hauptschule","maennlich","3066","0.845585498452435","0.83388210714339","0.857288889761479"
"in Deutschland geboren oder immigr.<1950","2005","Hauptschule","weiblich","3316","0.855762626051778","0.844748987566751","0.866776264536805"
"in Deutschland geboren oder immigr.<1950","2005","Realschule","maennlich","2212","","",""
"in Deutschland geboren oder immigr.<1950","2005","Realschule","weiblich","2977","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","maennlich","163","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","weiblich","209","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","maennlich","86","0.241307784278051","0.200387190598895","0.282228377957207"
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","weiblich","134","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","maennlich","169","","",""
"nicht in Deutschland geboren","2005","AkademikerIn","weiblich","170","","",""
"nicht in Deutschland geboren","2005","Hauptschule","maennlich","596","0.154414501547565","0.142711110238521","0.16611789285661"
"nicht in Deutschland geboren","2005","Hauptschule","weiblich","593","0.144237373948222","0.133223735463195","0.15525101243325"
"nicht in Deutschland geboren","2005","Realschule","maennlich","79","0.0435755913296041","0.0352160487035852","0.0519351339556231"
"nicht in Deutschland geboren","2005","Realschule","weiblich","118","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","maennlich","899","0.807368445166788","0.783672344951524","0.831064545382052"
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","weiblich","1156","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","maennlich","365","0.811758629339129","0.774896772096427","0.848620486581831"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","weiblich","339","0.632114559864998","0.588094378732521","0.676134740997476"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","maennlich","2372","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","weiblich","1839","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","maennlich","3345","0.842074566188029","0.83067474908859","0.853474383287467"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","weiblich","3616","0.856434364194921","0.845833514233333","0.867035214156509"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","maennlich","2351","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","weiblich","3232","0.951599696243911","0.944332332824988","0.958867059662834"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","maennlich","165","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","weiblich","236","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","maennlich","67","0.188241370660871","0.151379513418169","0.225103227903573"
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","weiblich","122","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","maennlich","179","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","weiblich","187","","",""
"nicht in Deutschland geboren","2006","Hauptschule","maennlich","586","0.157925433811971","0.146525616712533","0.16932525091141"
"nicht in Deutschland geboren","2006","Hauptschule","weiblich","587","0.143565635805079","0.132964785843491","0.154166485766667"
"nicht in Deutschland geboren","2006","Realschule","maennlich","81","0.0383415822998748","0.0307100501128947","0.0459731144868549"
"nicht in Deutschland geboren","2006","Realschule","weiblich","118","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","maennlich","892","0.816027357456191","0.79259141493777","0.839463299974612"
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","weiblich","1098","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","maennlich","340","0.804311361982849","0.765236684219004","0.843386039746695"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","weiblich","346","0.679587326846136","0.636328791815757","0.722845861876516"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","maennlich","2239","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","weiblich","1806","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","maennlich","3067","0.840471443770231","0.828468417228149","0.852474470312313"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","weiblich","3266","0.852576759288318","0.841283806616505","0.863869711960131"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","maennlich","2220","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","weiblich","3035","0.952474399088404","0.945039771893423","0.959909026283386"
"nicht in Deutschland geboren","2007","(Fach-)Abitur","maennlich","158","","",""
"nicht in Deutschland geboren","2007","(Fach-)Abitur","weiblich","214","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","maennlich","56","0.195688638017151","0.156613960253305","0.234763315780996"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","weiblich","101","","",""
"nicht in Deutschland geboren","2007","AkademikerIn","maennlich","170","","",""
"nicht in Deutschland geboren","2007","AkademikerIn","weiblich","174","","",""
"nicht in Deutschland geboren","2007","Hauptschule","maennlich","508","0.159528556229769","0.147525529687687","0.171531582771851"
"nicht in Deutschland geboren","2007","Hauptschule","weiblich","520","0.147423240711682","0.13613028803987","0.158716193383495"
"nicht in Deutschland geboren","2007","Realschule","maennlich","69","0.0339871189321425","0.0265642151858846","0.0414100226784003"
"nicht in Deutschland geboren","2007","Realschule","weiblich","111","","",""
"in Deutschland geboren oder immigr.<1950","2008","(Fach-)Abitur","maennlich","823","0.811059829548527","0.786386744747335","0.83573291434972"
"in Deutschland geboren oder immigr.<1950","2008","(Fach-)Abitur","weiblich","1011","","",""
"in Deutschland geboren oder immigr.<1950","2008","(noch) kein Abschluss","maennlich","313","0.815306472016863","0.775276915965717","0.855336028068009"
"in Deutschland geboren oder immigr.<1950","2008","(noch) kein Abschluss","weiblich","309","0.716538057549436","0.671520208901185","0.761555906197687"
"in Deutschland geboren oder immigr.<1950","2008","AkademikerIn","maennlich","2140","","",""
"in Deutschland geboren oder immigr.<1950","2008","AkademikerIn","weiblich","1739","","",""
"in Deutschland geboren oder immigr.<1950","2008","Hauptschule","maennlich","2856","","",""
"in Deutschland geboren oder immigr.<1950","2008","Hauptschule","weiblich","3065","0.854778188289834","0.843158877062445","0.866397499517223"
"in Deutschland geboren oder immigr.<1950","2008","Realschule","maennlich","2106","","",""
"in Deutschland geboren oder immigr.<1950","2008","Realschule","weiblich","2875","","",""
"nicht in Deutschland geboren","2008","(Fach-)Abitur","maennlich","144","","",""
"nicht in Deutschland geboren","2008","(Fach-)Abitur","weiblich","196","","",""
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","maennlich","48","0.184693527983137","0.144663971931991","0.224723084034283"
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","weiblich","76","0.283461942450564","0.238444093802313","0.328479791098815"
"nicht in Deutschland geboren","2008","AkademikerIn","maennlich","153","","",""
"nicht in Deutschland geboren","2008","AkademikerIn","weiblich","160","","",""
"nicht in Deutschland geboren","2008","Hauptschule","maennlich","450","0.160929101596104","0.148403076163991","0.173455127028217"
"nicht in Deutschland geboren","2008","Hauptschule","weiblich","467","0.145221811710166","0.133602500482777","0.156841122937555"
"nicht in Deutschland geboren","2008","Realschule","maennlich","65","0.0380816859697989","0.0300307687781997","0.046132603161398"
"nicht in Deutschland geboren","2008","Realschule","weiblich","100","","",""
"in Deutschland geboren oder immigr.<1950","2009","(Fach-)Abitur","maennlich","769","0.841742069237276","0.817736397326314","0.865747741148237"
"in Deutschland geboren oder immigr.<1950","2009","(Fach-)Abitur","weiblich","941","0.799137430833541","0.775642090097935","0.822632771569147"
"in Deutschland geboren oder immigr.<1950","2009","(noch) kein Abschluss","maennlich","304","0.782587394841652","0.739496496963466","0.825678292719837"
"in Deutschland geboren oder immigr.<1950","2009","(noch) kein Abschluss","weiblich","253","","",""
"in Deutschland geboren oder immigr.<1950","2009","AkademikerIn","maennlich","2043","","",""
"in Deutschland geboren oder immigr.<1950","2009","AkademikerIn","weiblich","1700","","",""
"in Deutschland geboren oder immigr.<1950","2009","Hauptschule","maennlich","2643","","",""
"in Deutschland geboren oder immigr.<1950","2009","Hauptschule","weiblich","2814","","",""
"in Deutschland geboren oder immigr.<1950","2009","Realschule","maennlich","1974","","",""
"in Deutschland geboren oder immigr.<1950","2009","Realschule","weiblich","2715","","",""
"nicht in Deutschland geboren","2009","(Fach-)Abitur","maennlich","119","","",""
"nicht in Deutschland geboren","2009","(Fach-)Abitur","weiblich","176","","",""
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","maennlich","48","0.217412605158348","0.174321707280163","0.260503503036534"
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","weiblich","72","0.307472282712751","0.257304145383805","0.357640420041698"
"nicht in Deutschland geboren","2009","AkademikerIn","maennlich","143","","",""
"nicht in Deutschland geboren","2009","AkademikerIn","weiblich","149","","",""
"nicht in Deutschland geboren","2009","Hauptschule","maennlich","379","0.154312082054424","0.141432377837716","0.167191786271132"
"nicht in Deutschland geboren","2009","Hauptschule","weiblich","399","0.141141462447069","0.129102727485352","0.153180197408787"
"nicht in Deutschland geboren","2009","Realschule","maennlich","55","0.0318919603777658","0.024246395308932","0.0395375254465997"
"nicht in Deutschland geboren","2009","Realschule","weiblich","87","0.0421246402424801","0.0346869749782602","0.0495623055067"
"in Deutschland geboren oder immigr.<1950","2010","(Fach-)Abitur","maennlich","1024","","",""
"in Deutschland geboren oder immigr.<1950","2010","(Fach-)Abitur","weiblich","1467","","",""
"in Deutschland geboren oder immigr.<1950","2010","(noch) kein Abschluss","maennlich","419","0.790592103205692","0.755416682933452","0.825767523477932"
"in Deutschland geboren oder immigr.<1950","2010","(noch) kein Abschluss","weiblich","413","0.664081664934618","0.624716404885087","0.703446924984149"
"in Deutschland geboren oder immigr.<1950","2010","AkademikerIn","maennlich","2525","","",""
"in Deutschland geboren oder immigr.<1950","2010","AkademikerIn","weiblich","2310","","",""
"in Deutschland geboren oder immigr.<1950","2010","Hauptschule","maennlich","3026","0.826974721074981","0.81470308252813","0.839246359621833"
"in Deutschland geboren oder immigr.<1950","2010","Hauptschule","weiblich","3251","0.835888426444579","0.824235901788847","0.847540951100311"
"in Deutschland geboren oder immigr.<1950","2010","Realschule","maennlich","2580","","",""
"in Deutschland geboren oder immigr.<1950","2010","Realschule","weiblich","3993","0.953714006599499","0.947329382972995","0.960098630226002"
"nicht in Deutschland geboren","2010","(Fach-)Abitur","maennlich","226","","",""
"nicht in Deutschland geboren","2010","(Fach-)Abitur","weiblich","345","0.203579822221001","0.185039917964413","0.222119726477589"
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","maennlich","95","0.209407896794308","0.174232476522068","0.244583317066548"
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","weiblich","140","","",""
"nicht in Deutschland geboren","2010","AkademikerIn","maennlich","244","","",""
"nicht in Deutschland geboren","2010","AkademikerIn","weiblich","297","","",""
"nicht in Deutschland geboren","2010","Hauptschule","maennlich","624","0.173025278925019","0.160753640378167","0.18529691747187"
"nicht in Deutschland geboren","2010","Hauptschule","weiblich","630","0.164111573555421","0.152459048899689","0.175764098211153"
"nicht in Deutschland geboren","2010","Realschule","maennlich","86","0.0328741973818532","0.026105780767967","0.0396426139957393"
"nicht in Deutschland geboren","2010","Realschule","weiblich","167","","",""
"in Deutschland geboren oder immigr.<1950","2011","(Fach-)Abitur","maennlich","1202","","",""
"in Deutschland geboren oder immigr.<1950","2011","(Fach-)Abitur","weiblich","1780","","",""
"in Deutschland geboren oder immigr.<1950","2011","(noch) kein Abschluss","maennlich","534","0.808135939882448","0.77753332343599","0.838738556328906"
"in Deutschland geboren oder immigr.<1950","2011","(noch) kein Abschluss","weiblich","540","0.695469707983477","0.66098120061553","0.729958215351425"
"in Deutschland geboren oder immigr.<1950","2011","AkademikerIn","maennlich","2931","","",""
