year,age_gr,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,30-45 y.,female,Not born in Germany,0.14902,434,3403,0.13705,0.16098
2004,46-65 y.,male,Born in Germany or immigrated <1950,0.85864,3176,3626,0.84730,0.86998
2004,46-65 y.,male,Not born in Germany,0.14136,450,3626,0.13002,0.15270
2004,46-65 y.,female,Born in Germany or immigrated <1950,0.84931,3236,3739,0.83784,0.86078
2004,46-65 y.,female,Not born in Germany,0.15069,503,3739,0.13922,0.16216
2004,66 and older,male,Born in Germany or immigrated <1950,0.89885,1538,1717,0.88458,0.91311
2004,66 and older,male,Not born in Germany,0.10115,179,1717,0.08689,0.11542
2004,66 and older,female,Born in Germany or immigrated <1950,0.91329,1859,2043,0.90109,0.92550
2004,66 and older,female,Not born in Germany,0.08671,184,2043,0.07450,0.09891
2005,17-29 y.,male,Born in Germany or immigrated <1950,0.88902,1688,1830,0.87462,0.90341
2005,17-29 y.,male,Not born in Germany,0.11098,142,1830,0.09659,0.12538
2005,17-29 y.,female,Born in Germany or immigrated <1950,0.88641,1825,1999,0.87249,0.90032
2005,17-29 y.,female,Not born in Germany,0.11359,174,1999,0.09968,0.12751
2005,30-45 y.,male,Born in Germany or immigrated <1950,0.86031,2521,2903,0.84770,0.87292
2005,30-45 y.,male,Not born in Germany,0.13969,382,2903,0.12708,0.15230
2005,30-45 y.,female,Born in Germany or immigrated <1950,0.84525,2771,3185,0.83269,0.85781
2005,30-45 y.,female,Not born in Germany,0.15475,414,3185,0.14219,0.16731
2005,46-65 y.,male,Born in Germany or immigrated <1950,0.85670,3016,3431,0.84497,0.86842
2005,46-65 y.,male,Not born in Germany,0.14330,415,3431,0.13158,0.15503
2005,46-65 y.,female,Born in Germany or immigrated <1950,0.84479,3110,3585,0.83294,0.85665
2005,46-65 y.,female,Not born in Germany,0.15521,475,3585,0.14335,0.16706
2005,66 and older,male,Born in Germany or immigrated <1950,0.89493,1558,1735,0.88049,0.90936
2005,66 and older,male,Not born in Germany,0.10507,177,1735,0.09064,0.11951
2005,66 and older,female,Born in Germany or immigrated <1950,0.90722,1842,2031,0.89460,0.91984
2005,66 and older,female,Not born in Germany,0.09278,189,2031,0.08016,0.10540
2006,17-29 y.,male,Born in Germany or immigrated <1950,0.88669,1771,1922,0.87252,0.90087
2006,17-29 y.,male,Not born in Germany,0.11331,151,1922,0.09913,0.12748
2006,17-29 y.,female,Born in Germany or immigrated <1950,0.88015,1883,2062,0.86612,0.89417
2006,17-29 y.,female,Not born in Germany,0.11985,179,2062,0.10583,0.13388
2006,30-45 y.,male,Born in Germany or immigrated <1950,0.87084,2625,2975,0.85879,0.88290
2006,30-45 y.,male,Not born in Germany,0.12916,350,2975,0.11710,0.14121
2006,30-45 y.,female,Born in Germany or immigrated <1950,0.83671,2871,3305,0.82410,0.84931
2006,30-45 y.,female,Not born in Germany,0.16329,434,3305,0.15069,0.17590
2006,46-65 y.,male,Born in Germany or immigrated <1950,0.85506,3243,3654,0.84365,0.86648
2006,46-65 y.,male,Not born in Germany,0.14494,411,3654,0.13352,0.15635
2006,46-65 y.,female,Born in Germany or immigrated <1950,0.84635,3453,3923,0.83507,0.85764
2006,46-65 y.,female,Not born in Germany,0.15365,470,3923,0.14236,0.16493
2006,66 and older,male,Born in Germany or immigrated <1950,0.89428,1885,2080,0.88106,0.90749
2006,66 and older,male,Not born in Germany,0.10572,195,2080,0.09251,0.11894
2006,66 and older,female,Born in Germany or immigrated <1950,0.91406,2155,2350,0.90272,0.92539
2006,66 and older,female,Not born in Germany,0.08594,195,2350,0.07461,0.09728
2007,17-29 y.,male,Born in Germany or immigrated <1950,0.90449,1682,1808,0.89094,0.91805
2007,17-29 y.,male,Not born in Germany,0.09551,126,1808,0.08195,0.10906
2007,17-29 y.,female,Born in Germany or immigrated <1950,0.88852,1775,1931,0.87448,0.90256
2007,17-29 y.,female,Not born in Germany,0.11148,156,1931,0.09744,0.12552
2007,30-45 y.,male,Born in Germany or immigrated <1950,0.87221,2397,2708,0.85963,0.88479
2007,30-45 y.,male,Not born in Germany,0.12779,311,2708,0.11521,0.14037
2007,30-45 y.,female,Born in Germany or immigrated <1950,0.84415,2626,3001,0.83117,0.85713
2007,30-45 y.,female,Not born in Germany,0.15585,375,3001,0.14287,0.16883
2007,46-65 y.,male,Born in Germany or immigrated <1950,0.85252,3032,3397,0.84059,0.86444
2007,46-65 y.,male,Not born in Germany,0.14748,365,3397,0.13556,0.15941
2007,46-65 y.,female,Born in Germany or immigrated <1950,0.84319,3239,3663,0.83141,0.85496
2007,46-65 y.,female,Not born in Germany,0.15681,424,3663,0.14504,0.16859
2007,66 and older,male,Born in Germany or immigrated <1950,0.89183,1856,2039,0.87834,0.90531
2007,66 and older,male,Not born in Germany,0.10817,183,2039,0.09469,0.12166
2007,66 and older,female,Born in Germany or immigrated <1950,0.91175,2110,2303,0.90016,0.92334
2007,66 and older,female,Not born in Germany,0.08825,193,2303,0.07666,0.09984
2008,17-29 y.,male,Born in Germany or immigrated <1950,0.90002,1537,1643,0.88551,0.91453
2008,17-29 y.,male,Not born in Germany,0.09998,106,1643,0.08547,0.11449
2008,17-29 y.,female,Born in Germany or immigrated <1950,0.90260,1646,1769,0.88878,0.91642
2008,17-29 y.,female,Not born in Germany,0.09740,123,1769,0.08358,0.11122
2008,30-45 y.,male,Born in Germany or immigrated <1950,0.87290,2193,2463,0.85975,0.88606
2008,30-45 y.,male,Not born in Germany,0.12710,270,2463,0.11394,0.14025
2008,30-45 y.,female,Born in Germany or immigrated <1950,0.84834,2372,2706,0.83482,0.86185
2008,30-45 y.,female,Not born in Germany,0.15166,334,2706,0.13815,0.16518
2008,46-65 y.,male,Born in Germany or immigrated <1950,0.85908,2869,3194,0.84701,0.87115
2008,46-65 y.,male,Not born in Germany,0.14092,325,3194,0.12885,0.15299
2008,46-65 y.,female,Born in Germany or immigrated <1950,0.84062,3117,3500,0.82849,0.85275
2008,46-65 y.,female,Not born in Germany,0.15938,383,3500,0.14725,0.17151
2008,66 and older,male,Born in Germany or immigrated <1950,0.88533,1854,2036,0.87149,0.89918
2008,66 and older,male,Not born in Germany,0.11467,182,2036,0.10082,0.12851
2008,66 and older,female,Born in Germany or immigrated <1950,0.91267,2073,2260,0.90102,0.92431
2008,66 and older,female,Not born in Germany,0.08733,187,2260,0.07569,0.09898
2009,17-29 y.,male,Born in Germany or immigrated <1950,0.90834,1445,1528,0.89387,0.92281
2009,17-29 y.,male,Not born in Germany,0.09166,83,1528,0.07719,0.10613
2009,17-29 y.,female,Born in Germany or immigrated <1950,0.91116,1464,1563,0.89705,0.92527
2009,17-29 y.,female,Not born in Germany,0.08884,99,1563,0.07473,0.10295
2009,30-45 y.,male,Born in Germany or immigrated <1950,0.87580,1967,2205,0.86203,0.88957
2009,30-45 y.,male,Not born in Germany,0.12420,238,2205,0.11043,0.13797
2009,30-45 y.,female,Born in Germany or immigrated <1950,0.84270,2178,2470,0.82834,0.85706
2009,30-45 y.,female,Not born in Germany,0.15730,292,2470,0.14294,0.17166
2009,46-65 y.,male,Born in Germany or immigrated <1950,0.86537,2731,3015,0.85318,0.87756
2009,46-65 y.,male,Not born in Germany,0.13463,284,3015,0.12244,0.14682
2009,46-65 y.,female,Born in Germany or immigrated <1950,0.85006,2975,3310,0.83790,0.86223
2009,46-65 y.,female,Not born in Germany,0.14994,335,3310,0.13777,0.16210
2009,66 and older,male,Born in Germany or immigrated <1950,0.89673,1821,1980,0.88332,0.91014
2009,66 and older,male,Not born in Germany,0.10327,159,1980,0.08986,0.11668
2009,66 and older,female,Born in Germany or immigrated <1950,0.91182,2006,2183,0.89993,0.92372
2009,66 and older,female,Not born in Germany,0.08818,177,2183,0.07628,0.10007
2010,17-29 y.,male,Born in Germany or immigrated <1950,0.90658,1702,1884,0.89344,0.91973
2010,17-29 y.,male,Not born in Germany,0.09342,182,1884,0.08027,0.10656
2010,17-29 y.,female,Born in Germany or immigrated <1950,0.88785,2078,2397,0.87522,0.90049
2010,17-29 y.,female,Not born in Germany,0.11215,319,2397,0.09951,0.12478
2010,30-45 y.,male,Born in Germany or immigrated <1950,0.84842,3289,3938,0.83722,0.85962
2010,30-45 y.,male,Not born in Germany,0.15158,649,3938,0.14038,0.16278
2010,30-45 y.,female,Born in Germany or immigrated <1950,0.80361,4304,5132,0.79273,0.81448
2010,30-45 y.,female,Not born in Germany,0.19639,828,5132,0.18552,0.20727
2010,46-65 y.,male,Born in Germany or immigrated <1950,0.86247,2998,3345,0.85080,0.87414
2010,46-65 y.,male,Not born in Germany,0.13753,347,3345,0.12586,0.14920
2010,46-65 y.,female,Born in Germany or immigrated <1950,0.84386,3252,3607,0.83201,0.85571
2010,46-65 y.,female,Not born in Germany,0.15614,355,3607,0.14429,0.16799
2010,66 and older,male,Born in Germany or immigrated <1950,0.88693,1766,1920,0.87276,0.90110
2010,66 and older,male,Not born in Germany,0.11307,154,1920,0.09890,0.12724
2010,66 and older,female,Born in Germany or immigrated <1950,0.91018,1942,2105,0.89797,0.92240
2010,66 and older,female,Not born in Germany,0.08982,163,2105,0.07760,0.10203
2011,17-29 y.,male,Born in Germany or immigrated <1950,0.90712,1976,2156,0.89487,0.91938
2011,17-29 y.,male,Not born in Germany,0.09288,180,2156,0.08062,0.10513
2011,17-29 y.,female,Born in Germany or immigrated <1950,0.88239,2260,2545,0.86987,0.89491
2011,17-29 y.,female,Not born in Germany,0.11761,285,2545,0.10509,0.13013
2011,30-45 y.,male,Born in Germany or immigrated <1950,0.85303,3532,4168,0.84228,0.86378
2011,30-45 y.,male,Not born in Germany,0.14697,636,4168,0.13622,0.15772
2011,30-45 y.,female,Born in Germany or immigrated <1950,0.81627,4873,5763,0.80627,0.82627
2011,30-45 y.,female,Not born in Germany,0.18373,890,5763,0.17373,0.19373
2011,46-65 y.,male,Born in Germany or immigrated <1950,0.86895,3876,4332,0.85890,0.87900
2011,46-65 y.,male,Not born in Germany,0.13105,456,4332,0.12100,0.14110
2011,46-65 y.,female,Born in Germany or immigrated <1950,0.84825,4289,4793,0.83809,0.85841
2011,46-65 y.,female,Not born in Germany,0.15175,504,4793,0.14159,0.16191
2011,66 and older,male,Born in Germany or immigrated <1950,0.88914,2265,2473,0.87676,0.90151
2011,66 and older,male,Not born in Germany,0.11086,208,2473,0.09849,0.12324
2011,66 and older,female,Born in Germany or immigrated <1950,0.91018,2456,2670,0.89933,0.92103
2011,66 and older,female,Not born in Germany,0.08982,214,2670,0.07897,0.10067
2012,17-29 y.,male,Born in Germany or immigrated <1950,0.89392,1946,2117,0.88080,0.90704
2012,17-29 y.,male,Not born in Germany,0.10608,171,2117,0.09296,0.11920
2012,17-29 y.,female,Born in Germany or immigrated <1950,0.88025,2153,2395,0.86725,0.89326
2012,17-29 y.,female,Not born in Germany,0.11975,242,2395,0.10674,0.13275
2012,30-45 y.,male,Born in Germany or immigrated <1950,0.83076,3182,3784,0.81881,0.84271
2012,30-45 y.,male,Not born in Germany,0.16924,602,3784,0.15729,0.18119
2012,30-45 y.,female,Born in Germany or immigrated <1950,0.80736,4461,5290,0.79673,0.81799
2012,30-45 y.,female,Not born in Germany,0.19264,829,5290,0.18201,0.20327
2012,46-65 y.,male,Born in Germany or immigrated <1950,0.87364,3953,4383,0.86381,0.88348
2012,46-65 y.,male,Not born in Germany,0.12636,430,4383,0.11652,0.13619
2012,46-65 y.,female,Born in Germany or immigrated <1950,0.84283,4472,4992,0.83273,0.85292
2012,46-65 y.,female,Not born in Germany,0.15717,520,4992,0.14708,0.16727
2012,66 and older,male,Born in Germany or immigrated <1950,0.87794,2318,2529,0.86518,0.89070
2012,66 and older,male,Not born in Germany,0.12206,211,2529,0.10930,0.13482
2012,66 and older,female,Born in Germany or immigrated <1950,0.90648,2468,2676,0.89545,0.91752
2012,66 and older,female,Not born in Germany,0.09352,208,2676,0.08248,0.10455
2013,17-29 y.,male,Born in Germany or immigrated <1950,0.88823,2148,2624,0.87617,0.90029
2013,17-29 y.,male,Not born in Germany,0.11177,476,2624,0.09971,0.12383
2013,17-29 y.,female,Born in Germany or immigrated <1950,0.85794,2319,2961,0.84537,0.87052
2013,17-29 y.,female,Not born in Germany,0.14206,642,2961,0.12948,0.15463
2013,30-45 y.,male,Born in Germany or immigrated <1950,0.79090,3065,4371,0.77884,0.80295
2013,30-45 y.,male,Not born in Germany,0.20910,1306,4371,0.19705,0.22116
2013,30-45 y.,female,Born in Germany or immigrated <1950,0.78724,4234,5992,0.77687,0.79760
2013,30-45 y.,female,Not born in Germany,0.21276,1758,5992,0.20240,0.22313
2013,46-65 y.,male,Born in Germany or immigrated <1950,0.87412,3872,4805,0.86474,0.88350
2013,46-65 y.,male,Not born in Germany,0.12588,933,4805,0.11650,0.13526
2013,46-65 y.,female,Born in Germany or immigrated <1950,0.85541,4381,5384,0.84601,0.86480
2013,46-65 y.,female,Not born in Germany,0.14459,1003,5384,0.13520,0.15399
2013,66 and older,male,Born in Germany or immigrated <1950,0.90038,2225,2455,0.88853,0.91223
2013,66 and older,male,Not born in Germany,0.09962,230,2455,0.08777,0.11147
2013,66 and older,female,Born in Germany or immigrated <1950,0.92504,2362,2591,0.91490,0.93519
2013,66 and older,female,Not born in Germany,0.07496,229,2591,0.06481,0.08510
2014,17-29 y.,male,Born in Germany or immigrated <1950,0.89405,1955,2343,0.88158,0.90651
2014,17-29 y.,male,Not born in Germany,0.10595,388,2343,0.09349,0.11842
2014,17-29 y.,female,Born in Germany or immigrated <1950,0.85837,2068,2527,0.84477,0.87197
2014,17-29 y.,female,Not born in Germany,0.14163,459,2527,0.12803,0.15523
2014,30-45 y.,male,Born in Germany or immigrated <1950,0.77554,2573,3600,0.76190,0.78917
2014,30-45 y.,male,Not born in Germany,0.22446,1027,3600,0.21083,0.23810
2014,30-45 y.,female,Born in Germany or immigrated <1950,0.78893,3533,4920,0.77753,0.80034
2014,30-45 y.,female,Not born in Germany,0.21107,1387,4920,0.19966,0.22247
2014,46-65 y.,male,Born in Germany or immigrated <1950,0.87368,3584,4356,0.86381,0.88354
2014,46-65 y.,male,Not born in Germany,0.12632,772,4356,0.11646,0.13619
2014,46-65 y.,female,Born in Germany or immigrated <1950,0.85241,4106,4955,0.84253,0.86229
2014,46-65 y.,female,Not born in Germany,0.14759,849,4955,0.13771,0.15747
2014,66 and older,male,Born in Germany or immigrated <1950,0.89969,2201,2425,0.88773,0.91165
2014,66 and older,male,Not born in Germany,0.10031,224,2425,0.08835,0.11227
2014,66 and older,female,Born in Germany or immigrated <1950,0.92659,2302,2528,0.91642,0.93676
2014,66 and older,female,Not born in Germany,0.07341,226,2528,0.06324,0.08358
2015,17-29 y.,male,Born in Germany or immigrated <1950,0.87644,1882,2389,0.86325,0.88964
2015,17-29 y.,male,Not born in Germany,0.12356,507,2389,0.11036,0.13675
2015,17-29 y.,female,Born in Germany or immigrated <1950,0.85263,2000,2628,0.83908,0.86619
2015,17-29 y.,female,Not born in Germany,0.14737,628,2628,0.13381,0.16092
2015,30-45 y.,male,Born in Germany or immigrated <1950,0.77206,2279,3518,0.75819,0.78592
2015,30-45 y.,male,Not born in Germany,0.22794,1239,3518,0.21408,0.24181
2015,30-45 y.,female,Born in Germany or immigrated <1950,0.77912,3160,4769,0.76735,0.79090
2015,30-45 y.,female,Not born in Germany,0.22088,1609,4769,0.20910,0.23265
2015,46-65 y.,male,Born in Germany or immigrated <1950,0.86718,3467,4286,0.85702,0.87734
2015,46-65 y.,male,Not born in Germany,0.13282,819,4286,0.12266,0.14298
2015,46-65 y.,female,Born in Germany or immigrated <1950,0.84419,3987,4850,0.83398,0.85440
2015,46-65 y.,female,Not born in Germany,0.15581,863,4850,0.14560,0.16602
2015,66 and older,male,Born in Germany or immigrated <1950,0.89686,2170,2394,0.88467,0.90904
2015,66 and older,male,Not born in Germany,0.10314,224,2394,0.09096,0.11533
2015,66 and older,female,Born in Germany or immigrated <1950,0.92674,2287,2508,0.91654,0.93694
2015,66 and older,female,Not born in Germany,0.07326,221,2508,0.06306,0.08346
2016,17-29 y.,male,Born in Germany or immigrated <1950,0.87646,1747,2783,0.86423,0.88869
2016,17-29 y.,male,Not born in Germany,0.12354,1036,2783,0.11131,0.13577
2016,17-29 y.,female,Born in Germany or immigrated <1950,0.85966,1851,2789,0.84676,0.87255
2016,17-29 y.,female,Not born in Germany,0.14034,938,2789,0.12745,0.15324
2016,30-45 y.,male,Born in Germany or immigrated <1950,0.77507,2031,3874,0.76192,0.78822
2016,30-45 y.,male,Not born in Germany,0.22493,1843,3874,0.21178,0.23808
2016,30-45 y.,female,Born in Germany or immigrated <1950,0.77784,2777,4754,0.76603,0.78966
2016,30-45 y.,female,Not born in Germany,0.22216,1977,4754,0.21034,0.23397
2016,46-65 y.,male,Born in Germany or immigrated <1950,0.85620,3226,4254,0.84565,0.86675
2016,46-65 y.,male,Not born in Germany,0.14380,1028,4254,0.13325,0.15435
2016,46-65 y.,female,Born in Germany or immigrated <1950,0.83502,3813,4779,0.82450,0.84554
2016,46-65 y.,female,Not born in Germany,0.16498,966,4779,0.15446,0.17550
2016,66 and older,male,Born in Germany or immigrated <1950,0.88734,2101,2320,0.87447,0.90021
2016,66 and older,male,Not born in Germany,0.11266,219,2320,0.09979,0.12553
2016,66 and older,female,Born in Germany or immigrated <1950,0.91904,2201,2419,0.90816,0.92991
2016,66 and older,female,Not born in Germany,0.08096,218,2419,0.07009,0.09184
2017,17-29 y.,male,Born in Germany or immigrated <1950,0.88744,2083,3324,0.87670,0.89819
2017,17-29 y.,male,Not born in Germany,0.11256,1241,3324,0.10181,0.12330
2017,17-29 y.,female,Born in Germany or immigrated <1950,0.86642,2133,3228,0.85469,0.87816
2017,17-29 y.,female,Not born in Germany,0.13358,1095,3228,0.12184,0.14531
2017,30-45 y.,male,Born in Germany or immigrated <1950,0.78371,2194,4091,0.77109,0.79633
2017,30-45 y.,male,Not born in Germany,0.21629,1897,4091,0.20367,0.22891
2017,30-45 y.,female,Born in Germany or immigrated <1950,0.75703,2941,5041,0.74519,0.76887
2017,30-45 y.,female,Not born in Germany,0.24297,2100,5041,0.23113,0.25481
2017,46-65 y.,male,Born in Germany or immigrated <1950,0.85254,3843,5006,0.84271,0.86236
2017,46-65 y.,male,Not born in Germany,0.14746,1163,5006,0.13764,0.15729
2017,46-65 y.,female,Born in Germany or immigrated <1950,0.83015,4504,5574,0.82029,0.84001
2017,46-65 y.,female,Not born in Germany,0.16985,1070,5574,0.15999,0.17971
2017,66 and older,male,Born in Germany or immigrated <1950,0.88997,2237,2465,0.87762,0.90233
2017,66 and older,male,Not born in Germany,0.11003,228,2465,0.09767,0.12238
2017,66 and older,female,Born in Germany or immigrated <1950,0.91401,2278,2530,0.90308,0.92493
2017,66 and older,female,Not born in Germany,0.08599,252,2530,0.07507,0.09692
2018,17-29 y.,male,Born in Germany or immigrated <1950,0.88896,2063,3166,0.87801,0.89990
2018,17-29 y.,male,Not born in Germany,0.11104,1103,3166,0.10010,0.12199
2018,17-29 y.,female,Born in Germany or immigrated <1950,0.87593,2092,3000,0.86413,0.88772
2018,17-29 y.,female,Not born in Germany,0.12407,908,3000,0.11228,0.13587
2018,30-45 y.,male,Born in Germany or immigrated <1950,0.77266,2019,3785,0.75930,0.78601
2018,30-45 y.,male,Not born in Germany,0.22734,1766,3785,0.21399,0.24070
2018,30-45 y.,female,Born in Germany or immigrated <1950,0.74872,2745,4661,0.73627,0.76118
2018,30-45 y.,female,Not born in Germany,0.25128,1916,4661,0.23882,0.26373
2018,46-65 y.,male,Born in Germany or immigrated <1950,0.84916,3684,4846,0.83908,0.85924
2018,46-65 y.,male,Not born in Germany,0.15084,1162,4846,0.14076,0.16092
2018,46-65 y.,female,Born in Germany or immigrated <1950,0.83526,4330,5411,0.82538,0.84515
2018,46-65 y.,female,Not born in Germany,0.16474,1081,5411,0.15485,0.17462
2018,66 and older,male,Born in Germany or immigrated <1950,0.88480,2223,2459,0.87218,0.89742
2018,66 and older,male,Not born in Germany,0.11520,236,2459,0.10258,0.12782
2018,66 and older,female,Born in Germany or immigrated <1950,0.90062,2307,2561,0.88903,0.91221
2018,66 and older,female,Not born in Germany,0.09938,254,2561,0.08779,0.11097
2019,17-29 y.,male,Born in Germany or immigrated <1950,0.87538,1926,2836,0.86322,0.88754
2019,17-29 y.,male,Not born in Germany,0.12462,910,2836,0.11246,0.13678
2019,17-29 y.,female,Born in Germany or immigrated <1950,0.88676,2025,2759,0.87493,0.89859
2019,17-29 y.,female,Not born in Germany,0.11324,734,2759,0.10141,0.12507
2019,30-45 y.,male,Born in Germany or immigrated <1950,0.78601,2074,3664,0.77273,0.79929
2019,30-45 y.,male,Not born in Germany,0.21399,1590,3664,0.20071,0.22727
2019,30-45 y.,female,Born in Germany or immigrated <1950,0.75141,2595,4299,0.73849,0.76433
2019,30-45 y.,female,Not born in Germany,0.24859,1704,4299,0.23567,0.26151
2019,46-65 y.,male,Born in Germany or immigrated <1950,0.83947,4337,5490,0.82976,0.84918
2019,46-65 y.,male,Not born in Germany,0.16053,1153,5490,0.15082,0.17024
2019,46-65 y.,female,Born in Germany or immigrated <1950,0.82604,4539,5568,0.81609,0.83600
2019,46-65 y.,female,Not born in Germany,0.17396,1029,5568,0.16400,0.18391
2019,66 and older,male,Born in Germany or immigrated <1950,0.88997,2408,2640,0.87803,0.90190
2019,66 and older,male,Not born in Germany,0.11003,232,2640,0.09810,0.12197
2019,66 and older,female,Born in Germany or immigrated <1950,0.90657,2320,2568,0.89531,0.91783
2019,66 and older,female,Not born in Germany,0.09343,248,2568,0.08217,0.10469
2020,17-29 y.,male,Born in Germany or immigrated <1950,0.88189,1753,3134,0.87059,0.89319
2020,17-29 y.,male,Not born in Germany,0.11811,1381,3134,0.10681,0.12941
2020,17-29 y.,female,Born in Germany or immigrated <1950,0.91167,1910,2925,0.90139,0.92196
2020,17-29 y.,female,Not born in Germany,0.08833,1015,2925,0.07804,0.09861
2020,30-45 y.,male,Born in Germany or immigrated <1950,0.79408,1883,4177,0.78181,0.80634
2020,30-45 y.,male,Not born in Germany,0.20592,2294,4177,0.19366,0.21819
2020,30-45 y.,female,Born in Germany or immigrated <1950,0.76148,2335,4323,0.74878,0.77419
2020,30-45 y.,female,Not born in Germany,0.23852,1988,4323,0.22581,0.25122
2020,46-65 y.,male,Born in Germany or immigrated <1950,0.84999,3874,5156,0.84025,0.85974
2020,46-65 y.,male,Not born in Germany,0.15001,1282,5156,0.14026,0.15975
2020,46-65 y.,female,Born in Germany or immigrated <1950,0.84459,4268,5364,0.83490,0.85429
2020,46-65 y.,female,Not born in Germany,0.15541,1096,5364,0.14571,0.16510
2020,66 and older,male,Born in Germany or immigrated <1950,0.90207,2218,2455,0.89031,0.91383
2020,66 and older,male,Not born in Germany,0.09793,237,2455,0.08617,0.10969
2020,66 and older,female,Born in Germany or immigrated <1950,0.90921,2220,2471,0.89788,0.92054
2020,66 and older,female,Not born in Germany,0.09079,251,2471,0.07946,0.10212
2021,17-29 y.,male,Born in Germany or immigrated <1950,0.86036,1172,1869,0.84464,0.87608
2021,17-29 y.,male,Not born in Germany,0.13964,697,1869,0.12392,0.15536
2021,17-29 y.,female,Born in Germany or immigrated <1950,0.90189,1269,1775,0.88805,0.91573
2021,17-29 y.,female,Not born in Germany,0.09811,506,1775,0.08427,0.11195
2021,30-45 y.,male,Born in Germany or immigrated <1950,0.80221,1308,2501,0.78660,0.81783
2021,30-45 y.,male,Not born in Germany,0.19779,1193,2501,0.18217,0.21340
2021,30-45 y.,female,Born in Germany or immigrated <1950,0.75557,1605,2852,0.73979,0.77134
2021,30-45 y.,female,Not born in Germany,0.24443,1247,2852,0.22866,0.26021
2021,46-65 y.,male,Born in Germany or immigrated <1950,0.84045,2688,3499,0.82831,0.85258
2021,46-65 y.,male,Not born in Germany,0.15955,811,3499,0.14742,0.17169
2021,46-65 y.,female,Born in Germany or immigrated <1950,0.83093,3065,3832,0.81906,0.84280
2021,46-65 y.,female,Not born in Germany,0.16907,767,3832,0.15720,0.18094
2021,66 and older,male,Born in Germany or immigrated <1950,0.89696,1627,1808,0.88294,0.91098
2021,66 and older,male,Not born in Germany,0.10304,181,1808,0.08902,0.11706
2021,66 and older,female,Born in Germany or immigrated <1950,0.90787,1622,1789,0.89446,0.92127
2021,66 and older,female,Not born in Germany,0.09213,167,1789,0.07873,0.10554
2022,17-29 y.,male,Born in Germany or immigrated <1950,0.85109,1777,2927,0.83819,0.86399
2022,17-29 y.,male,Not born in Germany,0.14891,1150,2927,0.13601,0.16181
2022,17-29 y.,female,Born in Germany or immigrated <1950,0.86701,1897,3024,0.85491,0.87912
2022,17-29 y.,female,Not born in Germany,0.13299,1127,3024,0.12088,0.14509
2022,30-45 y.,male,Born in Germany or immigrated <1950,0.75721,2400,4412,0.74455,0.76986
2022,30-45 y.,male,Not born in Germany,0.24279,2012,4412,0.23014,0.25545
2022,30-45 y.,female,Born in Germany or immigrated <1950,0.74045,2717,4547,0.72770,0.75319
2022,30-45 y.,female,Not born in Germany,0.25955,1830,4547,0.24681,0.27230
2022,46-65 y.,male,Born in Germany or immigrated <1950,0.80915,3537,4396,0.79753,0.82077
2022,46-65 y.,male,Not born in Germany,0.19085,859,4396,0.17923,0.20247
2022,46-65 y.,female,Born in Germany or immigrated <1950,0.82231,3924,4800,0.81149,0.83312
2022,46-65 y.,female,Not born in Germany,0.17769,876,4800,0.16688,0.18851
2022,66 and older,male,Born in Germany or immigrated <1950,0.90808,1879,2054,0.89558,0.92058
2022,66 and older,male,Not born in Germany,0.09192,175,2054,0.07942,0.10442
2022,66 and older,female,Born in Germany or immigrated <1950,0.89118,1885,2092,0.87783,0.90452
2022,66 and older,female,Not born in Germany,0.10882,207,2092,0.09548,0.12217
