"germborn","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","2010","AkademikerIn","541","0.127306799589334","0.118396853890074","0.136216745288594"
"nicht in Deutschland geboren","2010","Hauptschule","1254","0.168397435848318","0.159945670825097","0.17684920087154"
"nicht in Deutschland geboren","2010","Realschule","253","0.0402919577184749","0.0356270430827654","0.0449568723541845"
"in Deutschland geboren","2011","(Fach-)Abitur","2982","0.805735067912454","0.792873639000522","0.818596496824386"
"in Deutschland geboren","2011","(noch) kein Abschluss","1074","0.751718463538172","0.728412828227569","0.775024098848775"
"in Deutschland geboren","2011","AkademikerIn","5593","0.871694779512579","0.863378353011238","0.88001120601392"
"in Deutschland geboren","2011","Hauptschule","7648","0.846917397673873","0.839474334749974","0.854360460597772"
"in Deutschland geboren","2011","Realschule","7673","0.960018553352255","0.955715749680396","0.964321357024114"
"nicht in Deutschland geboren","2011","(Fach-)Abitur","653","0.194264932087546","0.181403503175614","0.207126360999478"
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","246","0.248281536461828","0.224975901151225","0.271587171772431"
"nicht in Deutschland geboren","2011","AkademikerIn","619","0.128305220487421","0.11998879398608","0.136621646988762"
"nicht in Deutschland geboren","2011","Hauptschule","1342","0.153082602326127","0.145639539402228","0.160525665250025"
"nicht in Deutschland geboren","2011","Realschule","291","0.039981446647745","0.0356786429758857","0.0442842503196044"
"in Deutschland geboren","2012","(Fach-)Abitur","2920","0.795440864498761","0.782184649247367","0.808697079750154"
"in Deutschland geboren","2012","(noch) kein Abschluss","1122","0.772526460554439","0.749997331903352","0.795055589205527"
"in Deutschland geboren","2012","AkademikerIn","5537","0.864547708886073","0.855992325563009","0.873103092209138"
"in Deutschland geboren","2012","Hauptschule","7450","0.836604284163754","0.828837895255747","0.84437067307176"
"in Deutschland geboren","2012","Realschule","7525","0.959845732077595","0.955490330414633","0.964201133740556"
"nicht in Deutschland geboren","2012","(Fach-)Abitur","637","0.204559135501239","0.191302920249846","0.217815350752633"
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","208","0.227473539445561","0.204944410794473","0.250002668096648"
"nicht in Deutschland geboren","2012","AkademikerIn","609","0.135452291113927","0.126896907790862","0.144007674436992"
"nicht in Deutschland geboren","2012","Hauptschule","1256","0.163395715836246","0.15562932692824","0.171162104744253"
"nicht in Deutschland geboren","2012","Realschule","280","0.0401542679224052","0.0357988662594436","0.0445096695853669"
"in Deutschland geboren","2013","(Fach-)Abitur","2988","0.76417204370447","0.751720288448939","0.776623798960001"
"in Deutschland geboren","2013","(noch) kein Abschluss","1212","0.72222511768762","0.70129968064005","0.74315055473519"
"in Deutschland geboren","2013","AkademikerIn","5520","0.858074260795169","0.849817384956244","0.866331136634094"
"in Deutschland geboren","2013","Hauptschule","7091","0.842183575190994","0.83483937807141","0.849527772310578"
"in Deutschland geboren","2013","Realschule","7354","0.962065180274945","0.957839669571353","0.966290690978537"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","1477","0.23582795629553","0.223376201039999","0.248279711551061"
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","548","0.27777488231238","0.25684944526481","0.29870031935995"
"nicht in Deutschland geboren","2013","AkademikerIn","1342","0.141925739204831","0.133668863365906","0.150182615043756"
"nicht in Deutschland geboren","2013","Hauptschule","2375","0.157816424809006","0.150472227689422","0.16516062192859"
"nicht in Deutschland geboren","2013","Realschule","498","0.0379348197250547","0.0337093090214626","0.0421603304286468"
"in Deutschland geboren","2014","(Fach-)Abitur","2774","0.764602638152389","0.751379076321084","0.777826199983694"
"in Deutschland geboren","2014","(noch) kein Abschluss","1014","0.708516984444108","0.685028748127887","0.732005220760329"
"in Deutschland geboren","2014","AkademikerIn","5116","0.858848036440465","0.850200143914098","0.867495928966833"
"in Deutschland geboren","2014","Hauptschule","6375","0.839400780386538","0.83148327842634","0.847318282346736"
"in Deutschland geboren","2014","Realschule","6549","0.962801514017777","0.958351944980567","0.967251083054986"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","1180","0.235397361847611","0.222173800016306","0.248620923678916"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","424","0.291483015555892","0.267994779239671","0.314971251872114"
"nicht in Deutschland geboren","2014","AkademikerIn","1111","0.141151963559535","0.132504071033167","0.149799856085902"
"nicht in Deutschland geboren","2014","Hauptschule","1886","0.160599219613462","0.152681717653264","0.16851672157366"
"nicht in Deutschland geboren","2014","Realschule","400","0.0371984859822231","0.0327489169450136","0.0416480550194326"
"in Deutschland geboren","2015","(Fach-)Abitur","2699","0.74830671720407","0.735136175721043","0.761477258687098"
"in Deutschland geboren","2015","(noch) kein Abschluss","888","0.700844532194811","0.67655377334021","0.725135291049411"
"in Deutschland geboren","2015","AkademikerIn","4951","0.848546105470932","0.83977830040978","0.857313910532083"
"in Deutschland geboren","2015","Hauptschule","5902","0.830160979070685","0.82186513421357","0.838456823927801"
"in Deutschland geboren","2015","Realschule","6264","0.959147063358542","0.954388708502291","0.963905418214793"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","1472","0.25169328279593","0.238522741312902","0.264863824278957"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","477","0.299155467805189","0.274864708950589","0.32344622665979"
"nicht in Deutschland geboren","2015","AkademikerIn","1471","0.151453894529068","0.142686089467917","0.16022169959022"
"nicht in Deutschland geboren","2015","Hauptschule","1968","0.169839020929315","0.161543176072199","0.17813486578643"
"nicht in Deutschland geboren","2015","Realschule","384","0.0408529366414578","0.0360945817852066","0.045611291497709"
"in Deutschland geboren","2016","(Fach-)Abitur","2542","0.751478699057856","0.738443156160549","0.764514241955162"
"in Deutschland geboren","2016","(noch) kein Abschluss","837","0.685900318901198","0.666802002095752","0.704998635706644"
"in Deutschland geboren","2016","AkademikerIn","4675","0.840810089354105","0.831907847332338","0.849712331375871"
"in Deutschland geboren","2016","Hauptschule","5408","0.818180572538117","0.809548333726963","0.826812811349271"
"in Deutschland geboren","2016","Realschule","5795","0.962728476625578","0.957985350953069","0.967471602298088"
"nicht in Deutschland geboren","2016","(Fach-)Abitur","1680","0.248521300942144","0.235485758044838","0.261556843839451"
"nicht in Deutschland geboren","2016","(noch) kein Abschluss","1432","0.314099681098802","0.295001364293356","0.333197997904248"
"nicht in Deutschland geboren","2016","AkademikerIn","1813","0.159189910645895","0.150287668624129","0.168092152667662"
"nicht in Deutschland geboren","2016","Hauptschule","2261","0.181819427461883","0.173187188650729","0.190451666273037"
"nicht in Deutschland geboren","2016","Realschule","332","0.0372715233744217","0.0325283977019122","0.0420146490469311"
"in Deutschland geboren","2017","(Fach-)Abitur","3062","0.751375366314532","0.739200026137254","0.76355070649181"
"in Deutschland geboren","2017","(noch) kein Abschluss","964","0.659264279465635","0.641839204341034","0.676689354590236"
"in Deutschland geboren","2017","AkademikerIn","5338","0.843014439678912","0.834641142619373","0.851387736738451"
"in Deutschland geboren","2017","Hauptschule","5667","0.817717742521461","0.809315701451874","0.826119783591047"
"in Deutschland geboren","2017","Realschule","6676","0.959919949706981","0.955331877521158","0.964508021892804"
"nicht in Deutschland geboren","2017","(Fach-)Abitur","1779","0.248624633685468","0.23644929350819","0.260799973862746"
"nicht in Deutschland geboren","2017","(noch) kein Abschluss","1878","0.340735720534365","0.323310645409764","0.358160795658966"
"nicht in Deutschland geboren","2017","AkademikerIn","1913","0.156985560321088","0.148612263261549","0.165358857380627"
"nicht in Deutschland geboren","2017","Hauptschule","2444","0.182282257478539","0.173880216408953","0.190684298548126"
"nicht in Deutschland geboren","2017","Realschule","345","0.0400800502930189","0.0354919781071961","0.0446681224788417"
"in Deutschland geboren","2018","(Fach-)Abitur","3028","0.760762243869772","0.748497616242892","0.773026871496652"
"in Deutschland geboren","2018","(noch) kein Abschluss","845","0.627420697249828","0.608903761266286","0.645937633233371"
"in Deutschland geboren","2018","AkademikerIn","5210","0.838212861686211","0.829572503126171","0.846853220246252"
"in Deutschland geboren","2018","Hauptschule","5395","0.811636616224125","0.802865576644518","0.820407655803733"
"in Deutschland geboren","2018","Realschule","6433","0.959389976183942","0.95468396226132","0.964095990106564"
"nicht in Deutschland geboren","2018","(Fach-)Abitur","1620","0.239237756130228","0.226973128503348","0.251502383757108"
"nicht in Deutschland geboren","2018","(noch) kein Abschluss","1774","0.372579302750172","0.354062366766629","0.391096238733714"
"nicht in Deutschland geboren","2018","AkademikerIn","1768","0.161787138313789","0.153146779753748","0.170427496873829"
"nicht in Deutschland geboren","2018","Hauptschule","2239","0.188363383775875","0.179592344196267","0.197134423355482"
"nicht in Deutschland geboren","2018","Realschule","325","0.0406100238160583","0.0359040098934364","0.0453160377386801"
"in Deutschland geboren","2019","(Fach-)Abitur","3284","0.766843995933961","0.754752823983661","0.778935167884262"
"in Deutschland geboren","2019","(noch) kein Abschluss","756","0.594503861817414","0.574917662966042","0.614090060668785"
"in Deutschland geboren","2019","AkademikerIn","5980","0.836767915585152","0.828463872917759","0.845071958252546"
"in Deutschland geboren","2019","Hauptschule","5060","0.809029023043113","0.799806529831","0.818251516255226"
"in Deutschland geboren","2019","Realschule","6559","0.960883443543104","0.956295338497841","0.965471548588367"
"nicht in Deutschland geboren","2019","(Fach-)Abitur","1414","0.233156004066039","0.221064832115738","0.245247176016339"
"nicht in Deutschland geboren","2019","(noch) kein Abschluss","1658","0.405496138182586","0.385909939331215","0.425082337033958"
"nicht in Deutschland geboren","2019","AkademikerIn","1629","0.163232084414848","0.154928041747454","0.171536127082241"
"nicht in Deutschland geboren","2019","Hauptschule","1918","0.190970976956887","0.181748483744774","0.200193470169"
"nicht in Deutschland geboren","2019","Realschule","300","0.0391165564568964","0.0345284514116336","0.0437046615021593"
"in Deutschland geboren","2020","(Fach-)Abitur","3101","0.788562010021421","0.777336722538687","0.799787297504155"
"in Deutschland geboren","2020","(noch) kein Abschluss","773","0.619441463135672","0.600871476101086","0.638011450170258"
"in Deutschland geboren","2020","AkademikerIn","5659","0.844077584773677","0.836025102373913","0.852130067173441"
"in Deutschland geboren","2020","Hauptschule","4570","0.813387583778733","0.804119366393482","0.822655801163984"
"in Deutschland geboren","2020","Realschule","6022","0.960216747467308","0.955401916806132","0.965031578128484"
"nicht in Deutschland geboren","2020","(Fach-)Abitur","1982","0.211437989978579","0.200212702495845","0.222663277461313"
"nicht in Deutschland geboren","2020","(noch) kein Abschluss","1853","0.380558536864328","0.361988549829742","0.399128523898914"
"nicht in Deutschland geboren","2020","AkademikerIn","2138","0.155922415226323","0.14786993282656","0.163974897626087"
"nicht in Deutschland geboren","2020","Hauptschule","2218","0.186612416221267","0.177344198836016","0.195880633606518"
"nicht in Deutschland geboren","2020","Realschule","308","0.039783252532692","0.0349684218715158","0.0445980831938683"
