year,pgisced97,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.92520,125,125,0.87890,0.97150
1994,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.95484,160,160,0.92257,0.98712
1994,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88422,144,144,0.83178,0.93666
1994,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.88403,186,186,0.83789,0.93017
1994,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.92946,109,109,0.88117,0.97776
1994,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.93732,236,236,0.90633,0.96831
1994,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.91937,329,329,0.88990,0.94883
1994,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90851,332,332,0.87746,0.93957
1994,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89119,523,572,0.86564,0.91673
1994,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10881,49,572,0.08327,0.13436
1995,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.86800,54,54,0.77687,0.95913
1995,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.86041,52,52,0.76529,0.95553
1995,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.82359,64,64,0.72947,0.91772
1995,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.84728,35,35,0.72636,0.96819
1995,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.91325,44,44,0.82913,0.99738
1995,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.33543,32,196,0.26916,0.40170
1995,Primary Level,1st Quintile,Not born in Germany,0.66457,164,196,0.59830,0.73084
1995,Primary Level,2nd Quintile,Not born in Germany,0.78994,144,144,0.72317,0.85671
1995,Primary Level,3rd Quintile,Not born in Germany,0.63401,70,70,0.52035,0.74767
1995,Primary Level,4th Quintile,Not born in Germany,0.65525,52,52,0.52481,0.78570
1995,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.77062,437,716,0.73980,0.80143
1995,Lower Secondary Level,1st Quintile,Not born in Germany,0.22938,279,716,0.19857,0.26020
1995,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.81473,405,595,0.78348,0.84597
1995,Lower Secondary Level,2nd Quintile,Not born in Germany,0.18527,190,595,0.15403,0.21652
1995,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.81205,351,515,0.77827,0.84582
1995,Lower Secondary Level,3rd Quintile,Not born in Germany,0.18795,164,515,0.15418,0.22173
1995,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.87829,320,411,0.84664,0.90994
1995,Lower Secondary Level,4th Quintile,Not born in Germany,0.12171,91,411,0.09006,0.15336
1995,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.88375,199,255,0.84433,0.92317
1995,Lower Secondary Level,5th Quintile,Not born in Germany,0.11625,56,255,0.07683,0.15567
1995,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83986,911,1177,0.81890,0.86082
1995,Upper Secondary Level,1st Quintile,Not born in Germany,0.16014,266,1177,0.13918,0.18110
1995,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88159,1254,1519,0.86534,0.89785
1995,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11841,265,1519,0.10215,0.13466
1995,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.90513,1241,1427,0.88993,0.92034
1995,Upper Secondary Level,3rd Quintile,Not born in Germany,0.09487,186,1427,0.07966,0.11007
1995,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.91797,1265,1426,0.90372,0.93222
1995,Upper Secondary Level,4th Quintile,Not born in Germany,0.08203,161,1426,0.06778,0.09628
1995,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.92578,1066,1174,0.91078,0.94078
1995,Upper Secondary Level,5th Quintile,Not born in Germany,0.07422,108,1174,0.05922,0.08922
1995,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.60834,46,94,0.50913,0.70755
1995,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.39166,48,94,0.29245,0.49087
1995,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.63153,49,93,0.53295,0.73010
1995,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.36847,44,93,0.26990,0.46705
1995,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.79703,64,97,0.71657,0.87749
1995,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.20297,33,97,0.12251,0.28343
1995,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.87099,84,84,0.79887,0.94311
1995,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.88737,74,74,0.81485,0.95990
1995,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.88325,60,60,0.80131,0.96519
1995,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.93573,126,126,0.89274,0.97872
1995,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.90389,161,161,0.85822,0.94956
1995,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90622,164,164,0.86147,0.95097
1995,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.90673,188,188,0.86505,0.94841
1995,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.69677,105,141,0.62063,0.77291
1995,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.30323,36,141,0.22709,0.37937
1995,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89275,232,232,0.85284,0.93265
1995,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.83514,276,316,0.79417,0.87612
1995,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.16486,40,316,0.12388,0.20583
1995,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91359,371,371,0.88496,0.94222
1995,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89051,577,635,0.86621,0.91482
1995,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10949,58,635,0.08518,0.13379
1996,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.86520,57,57,0.77576,0.95465
1996,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.86238,52,52,0.76782,0.95693
1996,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.89631,57,57,0.81646,0.97615
1996,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.92867,55,55,0.86002,0.99732
1996,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.87641,43,43,0.77687,0.97594
1996,Primary Level,1st Quintile,Not born in Germany,0.69248,163,163,0.62142,0.76354
1996,Primary Level,2nd Quintile,Not born in Germany,0.75602,114,114,0.67683,0.83521
1996,Primary Level,3rd Quintile,Not born in Germany,0.63395,66,66,0.51684,0.75106
1996,Primary Level,4th Quintile,Not born in Germany,0.79385,56,56,0.68693,0.90076
1996,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.77561,474,755,0.74583,0.80539
1996,Lower Secondary Level,1st Quintile,Not born in Germany,0.22439,281,755,0.19461,0.25417
1996,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.82070,353,525,0.78785,0.85354
1996,Lower Secondary Level,2nd Quintile,Not born in Germany,0.17930,172,525,0.14646,0.21215
1996,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.83558,353,480,0.80239,0.86877
1996,Lower Secondary Level,3rd Quintile,Not born in Germany,0.16442,127,480,0.13123,0.19761
1996,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.82192,296,398,0.78429,0.85956
1996,Lower Secondary Level,4th Quintile,Not born in Germany,0.17808,102,398,0.14044,0.21571
1996,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.88019,183,226,0.83775,0.92262
1996,Lower Secondary Level,5th Quintile,Not born in Germany,0.11981,43,226,0.07738,0.16225
1996,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83653,921,1190,0.81551,0.85755
1996,Upper Secondary Level,1st Quintile,Not born in Germany,0.16347,269,1190,0.14245,0.18449
1996,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88827,1193,1426,0.87191,0.90463
1996,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11173,233,1426,0.09537,0.12809
1996,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.90148,1254,1430,0.88603,0.91693
1996,Upper Secondary Level,3rd Quintile,Not born in Germany,0.09852,176,1430,0.08307,0.11397
1996,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.92582,1278,1426,0.91221,0.93943
1996,Upper Secondary Level,4th Quintile,Not born in Germany,0.07418,148,1426,0.06057,0.08779
1996,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.92364,1037,1144,0.90824,0.93904
1996,Upper Secondary Level,5th Quintile,Not born in Germany,0.07636,107,1144,0.06096,0.09176
1996,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.56684,41,96,0.46720,0.66649
1996,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.43316,55,96,0.33351,0.53280
1996,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.76746,55,86,0.67765,0.85727
1996,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.23254,31,86,0.14273,0.32235
1996,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.77715,59,59,0.67005,0.88426
1996,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.90592,93,93,0.84626,0.96557
1996,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.88458,81,81,0.81456,0.95460
1996,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.91384,60,60,0.84224,0.98544
1996,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.92503,114,114,0.87647,0.97358
1996,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.92640,168,168,0.88680,0.96600
1996,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89993,180,180,0.85596,0.94389
1996,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.88630,180,180,0.83980,0.93281
1996,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.70873,97,97,0.61784,0.79962
1996,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.82668,188,219,0.77643,0.87693
1996,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.17332,31,219,0.12307,0.22357
1996,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.88265,287,322,0.84744,0.91786
1996,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.11735,35,322,0.08214,0.15256
1996,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.87838,389,428,0.84738,0.90939
1996,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.12162,39,428,0.09061,0.15262
1996,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.90221,618,669,0.87969,0.92474
1996,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.09779,51,669,0.07526,0.12031
1997,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.74991,54,54,0.63332,0.86651
1997,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90477,71,71,0.83601,0.97354
1997,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.94535,69,69,0.89132,0.99937
1997,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.92848,45,45,0.85234,1.00462
1997,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.96157,48,48,0.90660,1.01653
1997,Primary Level,1st Quintile,Not born in Germany,0.71131,155,155,0.63974,0.78288
1997,Primary Level,2nd Quintile,Not born in Germany,0.73160,114,114,0.64989,0.81330
1997,Primary Level,3rd Quintile,Not born in Germany,0.72816,61,61,0.61558,0.84074
1997,Primary Level,4th Quintile,Not born in Germany,0.71513,50,50,0.58875,0.84151
1997,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.75151,433,712,0.71975,0.78328
1997,Lower Secondary Level,1st Quintile,Not born in Germany,0.24849,279,712,0.21672,0.28025
1997,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.83757,419,576,0.80742,0.86772
1997,Lower Secondary Level,2nd Quintile,Not born in Germany,0.16243,157,576,0.13228,0.19258
1997,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80665,313,441,0.76974,0.84355
1997,Lower Secondary Level,3rd Quintile,Not born in Germany,0.19335,128,441,0.15645,0.23026
1997,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.86639,292,377,0.83200,0.90078
1997,Lower Secondary Level,4th Quintile,Not born in Germany,0.13361,85,377,0.09922,0.16800
1997,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.86709,181,223,0.82244,0.91175
1997,Lower Secondary Level,5th Quintile,Not born in Germany,0.13291,42,223,0.08825,0.17756
1997,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83617,840,1090,0.81419,0.85816
1997,Upper Secondary Level,1st Quintile,Not born in Germany,0.16383,250,1090,0.14184,0.18581
1997,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.89116,1216,1437,0.87506,0.90727
1997,Upper Secondary Level,2nd Quintile,Not born in Germany,0.10884,221,1437,0.09273,0.12494
1997,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.90232,1261,1432,0.88694,0.91771
1997,Upper Secondary Level,3rd Quintile,Not born in Germany,0.09768,171,1432,0.08229,0.11306
1997,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.90503,1234,1403,0.88969,0.92038
1997,Upper Secondary Level,4th Quintile,Not born in Germany,0.09497,169,1403,0.07962,0.11031
1997,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.93544,1033,1119,0.92103,0.94985
1997,Upper Secondary Level,5th Quintile,Not born in Germany,0.06456,86,1119,0.05015,0.07897
1997,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.57891,33,83,0.47204,0.68577
1997,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.42109,50,83,0.31423,0.52796
1997,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.71193,51,84,0.61450,0.80936
1997,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.28807,33,84,0.19064,0.38550
1997,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.79852,58,58,0.69438,0.90265
1997,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.89146,101,101,0.83049,0.95243
1997,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.92209,80,80,0.86299,0.98120
1997,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.91539,56,56,0.84184,0.98894
1997,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.85897,115,115,0.79507,0.92286
1997,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.96385,170,170,0.93570,0.99199
1997,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.94952,179,179,0.91736,0.98169
1997,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89037,180,180,0.84460,0.93614
1997,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.74416,88,88,0.65247,0.83585
1997,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.88655,205,205,0.84303,0.93007
1997,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.87438,273,304,0.83707,0.91170
1997,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.12562,31,304,0.08830,0.16293
1997,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.87109,400,440,0.83975,0.90244
1997,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.12891,40,440,0.09756,0.16025
1997,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89828,620,677,0.87549,0.92107
1997,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10172,57,677,0.07893,0.12451
1998,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.78701,60,60,0.68254,0.89148
1998,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.92177,70,70,0.85841,0.98513
1998,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.93808,67,67,0.87994,0.99623
1998,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.90743,46,46,0.82275,0.99211
1998,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98705,39,39,0.95109,1.02300
1998,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.32153,35,183,0.25368,0.38939
1998,Primary Level,1st Quintile,Not born in Germany,0.67847,148,183,0.61061,0.74632
1998,Primary Level,2nd Quintile,Not born in Germany,0.77459,87,87,0.68627,0.86290
1998,Primary Level,3rd Quintile,Not born in Germany,0.71780,54,54,0.59663,0.83897
1998,Primary Level,4th Quintile,Not born in Germany,0.70219,45,45,0.56706,0.83731
1998,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.73118,407,656,0.69723,0.76513
1998,Lower Secondary Level,1st Quintile,Not born in Germany,0.26882,249,656,0.23487,0.30277
1998,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.81846,395,545,0.78607,0.85085
1998,Lower Secondary Level,2nd Quintile,Not born in Germany,0.18154,150,545,0.14915,0.21393
1998,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.83318,351,458,0.79900,0.86736
1998,Lower Secondary Level,3rd Quintile,Not born in Germany,0.16682,107,458,0.13264,0.20100
1998,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.83739,284,365,0.79948,0.87530
1998,Lower Secondary Level,4th Quintile,Not born in Germany,0.16261,81,365,0.12470,0.20052
1998,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.86715,161,193,0.81914,0.91516
1998,Lower Secondary Level,5th Quintile,Not born in Germany,0.13285,32,193,0.08484,0.18086
1998,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.82780,848,1090,0.80538,0.85022
1998,Upper Secondary Level,1st Quintile,Not born in Germany,0.17220,242,1090,0.14978,0.19462
1998,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.88108,1127,1327,0.86366,0.89850
1998,Upper Secondary Level,2nd Quintile,Not born in Germany,0.11892,200,1327,0.10150,0.13634
1998,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.89994,1243,1393,0.88417,0.91570
1998,Upper Secondary Level,3rd Quintile,Not born in Germany,0.10006,150,1393,0.08430,0.11583
1998,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.92147,1221,1357,0.90715,0.93578
1998,Upper Secondary Level,4th Quintile,Not born in Germany,0.07853,136,1357,0.06422,0.09285
1998,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.93697,984,1061,0.92234,0.95160
1998,Upper Secondary Level,5th Quintile,Not born in Germany,0.06303,77,1061,0.04840,0.07766
1998,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.53119,39,82,0.42251,0.63986
1998,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.46881,43,82,0.36014,0.57749
1998,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.77653,47,47,0.65615,0.89692
1998,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.77146,57,57,0.66149,0.88144
1998,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.85193,102,102,0.78266,0.92119
1998,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.89651,74,74,0.82664,0.96639
1998,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.88510,56,56,0.80082,0.96938
1998,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89195,115,115,0.83496,0.94894
1998,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.96435,154,154,0.93498,0.99373
1998,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90960,186,186,0.86828,0.95092
1998,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92319,170,170,0.88304,0.96334
1998,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.79681,89,89,0.71273,0.88088
1998,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.86854,180,180,0.81904,0.91804
1998,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.86509,271,308,0.82687,0.90330
1998,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.13491,37,308,0.09670,0.17313
1998,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89665,393,425,0.86768,0.92563
1998,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.10335,32,425,0.07437,0.13232
1998,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89028,629,687,0.86690,0.91367
1998,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10972,58,687,0.08633,0.13310
1999,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.80380,60,60,0.70246,0.90513
1999,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90970,81,81,0.84690,0.97251
1999,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.95573,51,51,0.89871,1.01274
1999,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.33871,44,180,0.26938,0.40804
1999,Primary Level,1st Quintile,Not born in Germany,0.66129,136,180,0.59196,0.73062
1999,Primary Level,2nd Quintile,Not born in Germany,0.78854,93,93,0.70510,0.87198
1999,Primary Level,3rd Quintile,Not born in Germany,0.74558,63,63,0.63717,0.85400
1999,Primary Level,4th Quintile,Not born in Germany,0.66880,40,40,0.52108,0.81651
1999,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.75252,490,729,0.72117,0.78387
1999,Lower Secondary Level,1st Quintile,Not born in Germany,0.24748,239,729,0.21613,0.27883
1999,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.81882,449,607,0.78815,0.84948
1999,Lower Secondary Level,2nd Quintile,Not born in Germany,0.18118,158,607,0.15052,0.21185
1999,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.81585,376,492,0.78157,0.85014
1999,Lower Secondary Level,3rd Quintile,Not born in Germany,0.18415,116,492,0.14986,0.21843
1999,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.87579,302,371,0.84219,0.90940
1999,Lower Secondary Level,4th Quintile,Not born in Germany,0.12421,69,371,0.09060,0.15781
1999,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.91415,211,211,0.87626,0.95204
1999,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.85191,1004,1229,0.83205,0.87178
1999,Upper Secondary Level,1st Quintile,Not born in Germany,0.14809,225,1229,0.12822,0.16795
1999,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.87758,1316,1553,0.86127,0.89389
1999,Upper Secondary Level,2nd Quintile,Not born in Germany,0.12242,237,1553,0.10611,0.13873
1999,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92475,1396,1528,0.91152,0.93798
1999,Upper Secondary Level,3rd Quintile,Not born in Germany,0.07525,132,1528,0.06202,0.08848
1999,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.92044,1307,1431,0.90642,0.93447
1999,Upper Secondary Level,4th Quintile,Not born in Germany,0.07956,124,1431,0.06553,0.09358
1999,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94176,1119,1190,0.92845,0.95508
1999,Upper Secondary Level,5th Quintile,Not born in Germany,0.05824,71,1190,0.04492,0.07155
1999,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.62967,41,78,0.52181,0.73753
1999,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.37033,37,78,0.26247,0.47819
1999,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.68755,49,84,0.58784,0.78726
1999,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.31245,35,84,0.21274,0.41216
1999,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.79498,70,70,0.69972,0.89024
1999,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.82069,115,115,0.75027,0.89111
1999,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.87810,103,103,0.81460,0.94159
1999,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.91713,71,71,0.85255,0.98171
1999,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.94983,127,127,0.91172,0.98795
1999,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.92261,183,183,0.88378,0.96143
1999,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92944,199,199,0.89377,0.96511
1999,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.92835,182,182,0.89077,0.96592
1999,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.79795,110,110,0.72257,0.87333
1999,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89375,214,214,0.85237,0.93513
1999,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84370,313,352,0.80571,0.88169
1999,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15630,39,352,0.11831,0.19429
1999,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91728,434,470,0.89235,0.94221
1999,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.08272,36,470,0.05779,0.10765
1999,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89944,709,766,0.87813,0.92075
1999,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10056,57,766,0.07925,0.12187
2000,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.78923,53,53,0.67837,0.90009
2000,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.93647,67,67,0.87762,0.99532
2000,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.98648,69,69,0.95903,1.01393
2000,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.93928,43,43,0.86705,1.01151
