,Unnamed: 0,year,age_gr,migback,germborn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
269,269,2010,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,3702,24323,0.97119,1.02568
270,270,2010,66 and older,Direct migration background,Not born in Germany,1.0,316,24323,0.9102,1.08208
271,271,2011,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3610,28896,0.96078,1.03912
272,272,2011,17-29 y.,Direct migration background,Not born in Germany,1.0,462,28896,0.89105,1.1331
273,273,2011,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,630,28896,0.9077,1.10365
274,274,2011,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,7830,28896,0.9668,1.02875
275,275,2011,30-45 y.,Direct migration background,Not born in Germany,1.0,1494,28896,0.93099,1.06926
276,276,2011,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,607,28896,0.88825,1.12756
277,277,2011,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,8059,28896,0.97923,1.01991
278,278,2011,46-65 y.,Direct migration background,Not born in Germany,1.0,950,28896,0.93769,1.0608
279,279,2011,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,117,28896,0.82808,1.16187
280,280,2011,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4717,28896,0.97772,1.02339
281,281,2011,66 and older,Direct migration background,Not born in Germany,1.0,420,28896,0.91798,1.06085
282,282,2012,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3508,28162,0.95915,1.04106
283,283,2012,17-29 y.,Direct migration background,Not born in Germany,1.0,408,28162,0.88027,1.10804
284,284,2012,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,597,28162,0.89843,1.09553
285,285,2012,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,7104,28162,0.96896,1.03575
286,286,2012,30-45 y.,Direct migration background,Not born in Germany,1.0,1398,28162,0.93982,1.07336
287,287,2012,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,573,28162,0.87827,1.10974
288,288,2012,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,8305,28162,0.97737,1.02438
289,289,2012,46-65 y.,Direct migration background,Not born in Germany,1.0,931,28162,0.94205,1.05918
290,290,2012,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,139,28162,0.85044,1.18101
291,291,2012,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4783,28162,0.9784,1.02333
292,292,2012,66 and older,Direct migration background,Not born in Germany,1.0,416,28162,0.93146,1.06215
293,293,2013,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3355,31180,0.959,1.03937
294,294,2013,17-29 y.,Direct migration background,Not born in Germany,1.0,1112,31180,0.927,1.08856
295,295,2013,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,1119,31180,0.93031,1.0652
296,296,2013,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,6455,31180,0.96575,1.03485
297,297,2013,30-45 y.,Direct migration background,Not born in Germany,1.0,3036,31180,0.94739,1.05274
298,298,2013,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,872,31180,0.91906,1.09256
299,299,2013,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,8107,31180,0.97935,1.02225
300,300,2013,46-65 y.,Direct migration background,Not born in Germany,1.0,1914,31180,0.94176,1.06374
301,301,2013,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,169,31180,0.81464,1.19732
302,302,2013,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4585,31180,0.9781,1.02413
303,303,2013,66 and older,Direct migration background,Not born in Germany,1.0,456,31180,0.93293,1.07678
304,304,2014,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3056,27651,0.95784,1.04342
305,305,2014,17-29 y.,Direct migration background,Not born in Germany,1.0,842,27651,0.88878,1.11797
306,306,2014,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,973,27651,0.92616,1.0911
307,307,2014,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,5430,27651,0.96257,1.03473
308,308,2014,30-45 y.,Direct migration background,Not born in Germany,1.0,2387,27651,0.93925,1.05955
309,309,2014,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,702,27651,0.913,1.10487
310,310,2014,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,7540,27651,0.9757,1.02327
311,311,2014,46-65 y.,Direct migration background,Not born in Germany,1.0,1597,27651,0.94423,1.05981
312,312,2014,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,176,27651,0.84547,1.21689
313,313,2014,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4501,27651,0.97821,1.02178
314,314,2014,66 and older,Direct migration background,Not born in Germany,1.0,447,27651,0.93197,1.07648
315,315,2015,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,2968,27339,0.94111,1.04054
316,316,2015,17-29 y.,Direct migration background,Not born in Germany,1.0,1131,27339,0.91605,1.10036
317,317,2015,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,919,27339,0.92517,1.08805
318,318,2015,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,4833,27339,0.96084,1.04823
319,319,2015,30-45 y.,Direct migration background,Not born in Germany,1.0,2821,27339,0.95085,1.05107
320,320,2015,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,633,27339,0.89198,1.09767
321,321,2015,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,7303,27339,0.9717,1.02183
322,322,2015,46-65 y.,Direct migration background,Not born in Germany,1.0,1658,27339,0.92541,1.06614
323,323,2015,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,176,27339,0.82536,1.23543
324,324,2015,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4455,27339,0.976,1.0231
325,325,2015,66 and older,Direct migration background,Not born in Germany,1.0,442,27339,0.91548,1.1024
326,326,2016,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,2754,27969,0.95251,1.05408
327,327,2016,17-29 y.,Direct migration background,Not born in Germany,1.0,1969,27969,0.91596,1.12076
328,328,2016,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,850,27969,0.91849,1.08347
329,329,2016,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,4253,27969,0.96018,1.04553
330,330,2016,30-45 y.,Direct migration background,Not born in Germany,1.0,3799,27969,0.94476,1.05659
331,331,2016,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,575,27969,0.88158,1.12405
332,332,2016,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,6885,27969,0.97857,1.02237
333,333,2016,46-65 y.,Direct migration background,Not born in Germany,1.0,1964,27969,0.93875,1.07599
334,334,2016,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,186,27969,0.82895,1.19225
335,335,2016,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4301,27969,0.97524,1.02688
336,336,2016,66 and older,Direct migration background,Not born in Germany,1.0,433,27969,0.90458,1.08521
337,337,2017,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3298,31244,0.96232,1.0443
338,338,2017,17-29 y.,Direct migration background,Not born in Germany,1.0,2330,31244,0.90612,1.1011
339,339,2017,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,927,31244,0.92812,1.07735
340,340,2017,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,4563,31244,0.96015,1.03481
341,341,2017,30-45 y.,Direct migration background,Not born in Germany,1.0,3976,31244,0.93089,1.05395
342,342,2017,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,592,31244,0.897,1.09505
343,343,2017,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,8152,31244,0.98034,1.0216
344,344,2017,46-65 y.,Direct migration background,Not born in Germany,1.0,2204,31244,0.92898,1.07567
345,345,2017,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,225,31244,0.85577,1.16564
346,346,2017,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4503,31244,0.97335,1.02411
347,347,2017,66 and older,Direct migration background,Not born in Germany,1.0,474,31244,0.89773,1.10281
348,348,2018,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3243,29869,0.95446,1.03461
349,349,2018,17-29 y.,Direct migration background,Not born in Germany,1.0,2008,29869,0.88903,1.09162
350,350,2018,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,917,29869,0.91665,1.08927
351,351,2018,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,4220,29869,0.96319,1.03859
352,352,2018,30-45 y.,Direct migration background,Not born in Germany,1.0,3662,29869,0.93528,1.07698
353,353,2018,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,562,29869,0.90332,1.0964
354,354,2018,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,7810,29869,0.97777,1.02421
355,355,2018,46-65 y.,Direct migration background,Not born in Germany,1.0,2212,29869,0.93083,1.05937
356,356,2018,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,238,29869,0.86198,1.14398
357,357,2018,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4515,29869,0.97304,1.02433
358,358,2018,66 and older,Direct migration background,Not born in Germany,1.0,482,29869,0.90136,1.10391
359,359,2019,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,3135,29801,0.95824,1.04337
360,360,2019,17-29 y.,Direct migration background,Not born in Germany,1.0,1642,29801,0.86566,1.14073
361,361,2019,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,822,29801,0.89956,1.10723
362,362,2019,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,4139,29801,0.95855,1.0392
363,363,2019,30-45 y.,Direct migration background,Not born in Germany,1.0,3273,29801,0.91333,1.08902
364,364,2019,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,551,29801,0.90374,1.13128
365,365,2019,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,8624,29801,0.97497,1.01993
366,366,2019,46-65 y.,Direct migration background,Not born in Germany,1.0,2147,29801,0.92359,1.08653
367,367,2019,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,290,29801,0.84275,1.17397
368,368,2019,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4706,29801,0.96708,1.02961
369,369,2019,66 and older,Direct migration background,Not born in Germany,1.0,472,29801,0.89165,1.08809
370,370,2020,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,2877,30012,0.95536,1.04218
371,371,2020,17-29 y.,Direct migration background,Not born in Germany,1.0,2392,30012,0.875,1.12749
372,372,2020,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,796,30012,0.91358,1.09265
373,373,2020,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,3701,30012,0.96224,1.0414
374,374,2020,30-45 y.,Direct migration background,Not born in Germany,1.0,4265,30012,0.90759,1.08646
375,375,2020,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,534,30012,0.88329,1.11256
376,376,2020,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,7915,30012,0.97628,1.02682
377,377,2020,46-65 y.,Direct migration background,Not born in Germany,1.0,2343,30012,0.92785,1.0882
378,378,2020,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,264,30012,0.85814,1.21213
379,379,2020,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,4411,30012,0.97408,1.02949
380,380,2020,66 and older,Direct migration background,Not born in Germany,1.0,481,30012,0.88382,1.11857
381,381,2020,66 and older,Indirect migration background,Born in Germany or immigrated <1950,1.0,33,30012,0.60348,1.39019
382,382,2021,17-29 y.,No migration background,Born in Germany or immigrated <1950,1.0,2003,19907,0.93883,1.05306
383,383,2021,17-29 y.,Direct migration background,Not born in Germany,1.0,1198,19907,0.84254,1.16893
384,384,2021,17-29 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,445,19907,0.87523,1.18758
385,385,2021,30-45 y.,No migration background,Born in Germany or immigrated <1950,1.0,2614,19907,0.95082,1.04828
386,386,2021,30-45 y.,Direct migration background,Not born in Germany,1.0,2426,19907,0.90459,1.10182
387,387,2021,30-45 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,315,19907,0.86747,1.13759
388,388,2021,46-65 y.,No migration background,Born in Germany or immigrated <1950,1.0,5598,19907,0.96976,1.03849
389,389,2021,46-65 y.,Direct migration background,Not born in Germany,1.0,1537,19907,0.90614,1.09761
390,390,2021,46-65 y.,Indirect migration background,Born in Germany or immigrated <1950,1.0,199,19907,0.8037,1.21945
391,391,2021,66 and older,No migration background,Born in Germany or immigrated <1950,1.0,3233,19907,0.96739,1.03457
392,392,2021,66 and older,Direct migration background,Not born in Germany,1.0,339,19907,0.85356,1.14753
