"germborn","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1991","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","Realschule","direkter Migrationshintergrund","165","1","1","1"
"nicht in Deutschland geboren","1991","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","(Fach-)Abitur","direkter Migrationshintergrund","204","1","1","1"
"nicht in Deutschland geboren","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","AkademikerIn","direkter Migrationshintergrund","126","1","1","1"
"nicht in Deutschland geboren","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1992","(noch) kein Abschluss","kein Migrationshintergrund","214","1","1","1"
"in Deutschland geboren","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","72","1","1","1"
"in Deutschland geboren","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1992","Hauptschule","kein Migrationshintergrund","4968","1","1","1"
"in Deutschland geboren","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1992","Hauptschule","indirekter Migrationshintergrund","186","1","1","1"
"in Deutschland geboren","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1992","Realschule","kein Migrationshintergrund","2865","1","1","1"
"in Deutschland geboren","1992","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1992","Realschule","indirekter Migrationshintergrund","82","1","1","1"
"in Deutschland geboren","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1992","(Fach-)Abitur","kein Migrationshintergrund","651","1","1","1"
"in Deutschland geboren","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1992","(Fach-)Abitur","indirekter Migrationshintergrund","39","1","1","1"
"in Deutschland geboren","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1992","AkademikerIn","kein Migrationshintergrund","1521","1","1","1"
"in Deutschland geboren","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1992","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"in Deutschland geboren","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","direkter Migrationshintergrund","586","1","1","1"
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1992","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","Hauptschule","direkter Migrationshintergrund","1385","1","1","1"
"nicht in Deutschland geboren","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1992","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","Realschule","direkter Migrationshintergrund","157","1","1","1"
"nicht in Deutschland geboren","1992","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","(Fach-)Abitur","direkter Migrationshintergrund","207","1","1","1"
"nicht in Deutschland geboren","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","direkter Migrationshintergrund","131","1","1","1"
"nicht in Deutschland geboren","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1993","(noch) kein Abschluss","kein Migrationshintergrund","212","1","1","1"
"in Deutschland geboren","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","69","1","1","1"
"in Deutschland geboren","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1993","Hauptschule","kein Migrationshintergrund","4797","1","1","1"
"in Deutschland geboren","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1993","Hauptschule","indirekter Migrationshintergrund","202","1","1","1"
"in Deutschland geboren","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1993","Realschule","kein Migrationshintergrund","2839","1","1","1"
"in Deutschland geboren","1993","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1993","Realschule","indirekter Migrationshintergrund","109","1","1","1"
"in Deutschland geboren","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1993","(Fach-)Abitur","kein Migrationshintergrund","663","1","1","1"
"in Deutschland geboren","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1993","(Fach-)Abitur","indirekter Migrationshintergrund","46","1","1","1"
"in Deutschland geboren","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1993","AkademikerIn","kein Migrationshintergrund","1500","1","1","1"
"in Deutschland geboren","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1993","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"in Deutschland geboren","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","direkter Migrationshintergrund","569","1","1","1"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1993","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","Hauptschule","direkter Migrationshintergrund","1348","1","1","1"
"nicht in Deutschland geboren","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1993","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","Realschule","direkter Migrationshintergrund","148","1","1","1"
"nicht in Deutschland geboren","1993","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","direkter Migrationshintergrund","201","1","1","1"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","direkter Migrationshintergrund","131","1","1","1"
"nicht in Deutschland geboren","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1994","(noch) kein Abschluss","kein Migrationshintergrund","239","1","1","1"
"in Deutschland geboren","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","76","1","1","1"
"in Deutschland geboren","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1994","Hauptschule","kein Migrationshintergrund","4642","1","1","1"
"in Deutschland geboren","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1994","Hauptschule","indirekter Migrationshintergrund","196","1","1","1"
"in Deutschland geboren","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1994","Realschule","kein Migrationshintergrund","2799","1","1","1"
"in Deutschland geboren","1994","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1994","Realschule","indirekter Migrationshintergrund","111","1","1","1"
"in Deutschland geboren","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1994","(Fach-)Abitur","kein Migrationshintergrund","681","1","1","1"
"in Deutschland geboren","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1994","(Fach-)Abitur","indirekter Migrationshintergrund","48","1","1","1"
"in Deutschland geboren","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1994","AkademikerIn","kein Migrationshintergrund","1520","1","1","1"
"in Deutschland geboren","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1994","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"in Deutschland geboren","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","direkter Migrationshintergrund","533","1","1","1"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1994","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","Hauptschule","direkter Migrationshintergrund","1265","1","1","1"
"nicht in Deutschland geboren","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1994","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","Realschule","direkter Migrationshintergrund","138","1","1","1"
"nicht in Deutschland geboren","1994","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","direkter Migrationshintergrund","192","1","1","1"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","direkter Migrationshintergrund","124","1","1","1"
"nicht in Deutschland geboren","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1995","(noch) kein Abschluss","kein Migrationshintergrund","258","1","1","1"
"in Deutschland geboren","1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","68","1","1","1"
"in Deutschland geboren","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1995","Hauptschule","kein Migrationshintergrund","4508","1","1","1"
"in Deutschland geboren","1995","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1995","Hauptschule","indirekter Migrationshintergrund","194","1","1","1"
"in Deutschland geboren","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1995","Realschule","kein Migrationshintergrund","2840","1","1","1"
"in Deutschland geboren","1995","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1995","Realschule","indirekter Migrationshintergrund","116","1","1","1"
"in Deutschland geboren","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1995","(Fach-)Abitur","kein Migrationshintergrund","692","1","1","1"
"in Deutschland geboren","1995","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1995","(Fach-)Abitur","indirekter Migrationshintergrund","56","1","1","1"
"in Deutschland geboren","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1995","AkademikerIn","kein Migrationshintergrund","1549","1","1","1"
"in Deutschland geboren","1995","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1995","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"in Deutschland geboren","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","direkter Migrationshintergrund","555","1","1","1"
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1995","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","Hauptschule","direkter Migrationshintergrund","1423","1","1","1"
"nicht in Deutschland geboren","1995","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1995","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","Realschule","direkter Migrationshintergrund","160","1","1","1"
"nicht in Deutschland geboren","1995","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1995","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","(Fach-)Abitur","direkter Migrationshintergrund","313","1","1","1"
"nicht in Deutschland geboren","1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1995","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","AkademikerIn","direkter Migrationshintergrund","192","1","1","1"
"nicht in Deutschland geboren","1995","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1996","(noch) kein Abschluss","kein Migrationshintergrund","273","1","1","1"
"in Deutschland geboren","1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","66","1","1","1"
"in Deutschland geboren","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1996","Hauptschule","kein Migrationshintergrund","4390","1","1","1"
"in Deutschland geboren","1996","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1996","Hauptschule","indirekter Migrationshintergrund","207","1","1","1"
"in Deutschland geboren","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1996","Realschule","kein Migrationshintergrund","2840","1","1","1"
"in Deutschland geboren","1996","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1996","Realschule","indirekter Migrationshintergrund","127","1","1","1"
"in Deutschland geboren","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1996","(Fach-)Abitur","kein Migrationshintergrund","680","1","1","1"
"in Deutschland geboren","1996","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1996","(Fach-)Abitur","indirekter Migrationshintergrund","61","1","1","1"
"in Deutschland geboren","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1996","AkademikerIn","kein Migrationshintergrund","1563","1","1","1"
"in Deutschland geboren","1996","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1996","AkademikerIn","indirekter Migrationshintergrund","16","","",""
"in Deutschland geboren","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","direkter Migrationshintergrund","502","1","1","1"
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1996","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","Hauptschule","direkter Migrationshintergrund","1349","1","1","1"
"nicht in Deutschland geboren","1996","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1996","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","Realschule","direkter Migrationshintergrund","149","1","1","1"
"nicht in Deutschland geboren","1996","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1996","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","(Fach-)Abitur","direkter Migrationshintergrund","288","1","1","1"
"nicht in Deutschland geboren","1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","direkter Migrationshintergrund","185","1","1","1"
"nicht in Deutschland geboren","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1997","(noch) kein Abschluss","kein Migrationshintergrund","286","1","1","1"
"in Deutschland geboren","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","78","1","1","1"
"in Deutschland geboren","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1997","Hauptschule","kein Migrationshintergrund","4269","1","1","1"
"in Deutschland geboren","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1997","Hauptschule","indirekter Migrationshintergrund","218","1","1","1"
"in Deutschland geboren","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1997","Realschule","kein Migrationshintergrund","2800","1","1","1"
"in Deutschland geboren","1997","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1997","Realschule","indirekter Migrationshintergrund","127","1","1","1"
"in Deutschland geboren","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1997","(Fach-)Abitur","kein Migrationshintergrund","695","1","1","1"
"in Deutschland geboren","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1997","(Fach-)Abitur","indirekter Migrationshintergrund","60","1","1","1"
"in Deutschland geboren","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1997","AkademikerIn","kein Migrationshintergrund","1568","1","1","1"
"in Deutschland geboren","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1997","AkademikerIn","indirekter Migrationshintergrund","18","","",""
"in Deutschland geboren","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","direkter Migrationshintergrund","468","1","1","1"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1997","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","Hauptschule","direkter Migrationshintergrund","1285","1","1","1"
"nicht in Deutschland geboren","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1997","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","Realschule","direkter Migrationshintergrund","153","1","1","1"
"nicht in Deutschland geboren","1997","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","direkter Migrationshintergrund","264","1","1","1"
"nicht in Deutschland geboren","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","direkter Migrationshintergrund","181","1","1","1"
"nicht in Deutschland geboren","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1998","(noch) kein Abschluss","kein Migrationshintergrund","310","1","1","1"
"in Deutschland geboren","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","82","1","1","1"
"in Deutschland geboren","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1998","Hauptschule","kein Migrationshintergrund","4750","1","1","1"
"in Deutschland geboren","1998","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1998","Hauptschule","indirekter Migrationshintergrund","221","1","1","1"
"in Deutschland geboren","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1998","Realschule","kein Migrationshintergrund","3116","1","1","1"
"in Deutschland geboren","1998","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1998","Realschule","indirekter Migrationshintergrund","137","1","1","1"
"in Deutschland geboren","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1998","(Fach-)Abitur","kein Migrationshintergrund","819","1","1","1"
"in Deutschland geboren","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1998","(Fach-)Abitur","indirekter Migrationshintergrund","68","1","1","1"
"in Deutschland geboren","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1998","AkademikerIn","kein Migrationshintergrund","1755","1","1","1"
"in Deutschland geboren","1998","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1998","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"in Deutschland geboren","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","direkter Migrationshintergrund","432","1","1","1"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1998","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","Hauptschule","direkter Migrationshintergrund","1225","1","1","1"
"nicht in Deutschland geboren","1998","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1998","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","Realschule","direkter Migrationshintergrund","142","1","1","1"
"nicht in Deutschland geboren","1998","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","direkter Migrationshintergrund","260","1","1","1"
"nicht in Deutschland geboren","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","direkter Migrationshintergrund","190","1","1","1"
"nicht in Deutschland geboren","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1999","(noch) kein Abschluss","kein Migrationshintergrund","307","1","1","1"
"in Deutschland geboren","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","78","1","1","1"
"in Deutschland geboren","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1999","Hauptschule","kein Migrationshintergrund","4655","1","1","1"
"in Deutschland geboren","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1999","Hauptschule","indirekter Migrationshintergrund","229","1","1","1"
"in Deutschland geboren","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","1999","Realschule","kein Migrationshintergrund","3117","1","1","1"
"in Deutschland geboren","1999","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","1999","Realschule","indirekter Migrationshintergrund","131","1","1","1"
"in Deutschland geboren","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
