year,age_gr,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,66 and older,West,Born in Germany or immigrated <1950,0.88912,2748,3047,0.87797,0.90027
2009,66 and older,West,Not born in Germany,0.11088,299,3047,0.09973,0.12203
2009,66 and older,East,Born in Germany or immigrated <1950,0.96923,1079,1116,0.95910,0.97937
2009,66 and older,East,Not born in Germany,0.03077,37,1116,0.02063,0.04090
2010,17-29 y.,West,Born in Germany or immigrated <1950,0.87705,2830,3304,0.86585,0.88825
2010,17-29 y.,West,Not born in Germany,0.12295,474,3304,0.11175,0.13415
2010,17-29 y.,East,Born in Germany or immigrated <1950,0.98639,950,950,0.97901,0.99376
2010,30-45 y.,West,Born in Germany or immigrated <1950,0.79888,5846,7275,0.78967,0.80809
2010,30-45 y.,West,Not born in Germany,0.20112,1429,7275,0.19191,0.21033
2010,30-45 y.,East,Born in Germany or immigrated <1950,0.97390,1747,1795,0.96652,0.98128
2010,30-45 y.,East,Not born in Germany,0.02610,48,1795,0.01872,0.03348
2010,46-65 y.,West,Born in Germany or immigrated <1950,0.82237,4591,5266,0.81204,0.83269
2010,46-65 y.,West,Not born in Germany,0.17763,675,5266,0.16731,0.18796
2010,46-65 y.,East,Born in Germany or immigrated <1950,0.98170,1659,1659,0.97525,0.98815
2010,66 and older,West,Born in Germany or immigrated <1950,0.88295,2683,2966,0.87138,0.89453
2010,66 and older,West,Not born in Germany,0.11705,283,2966,0.10547,0.12862
2010,66 and older,East,Born in Germany or immigrated <1950,0.97108,1025,1059,0.96098,0.98118
2010,66 and older,East,Not born in Germany,0.02892,34,1059,0.01882,0.03902
2011,17-29 y.,West,Born in Germany or immigrated <1950,0.87464,3247,3694,0.86396,0.88532
2011,17-29 y.,West,Not born in Germany,0.12536,447,3694,0.11468,0.13604
2011,17-29 y.,East,Born in Germany or immigrated <1950,0.99098,989,989,0.98508,0.99687
2011,30-45 y.,West,Born in Germany or immigrated <1950,0.80794,6468,7924,0.79926,0.81661
2011,30-45 y.,West,Not born in Germany,0.19206,1456,7924,0.18339,0.20074
2011,30-45 y.,East,Born in Germany or immigrated <1950,0.97130,1937,2007,0.96399,0.97860
2011,30-45 y.,East,Not born in Germany,0.02870,70,2007,0.02140,0.03601
2011,46-65 y.,West,Born in Germany or immigrated <1950,0.82895,6101,7027,0.82015,0.83776
2011,46-65 y.,West,Not born in Germany,0.17105,926,7027,0.16224,0.17985
2011,46-65 y.,East,Born in Germany or immigrated <1950,0.98213,2064,2098,0.97646,0.98780
2011,46-65 y.,East,Not born in Germany,0.01787,34,2098,0.01220,0.02354
2011,66 and older,West,Born in Germany or immigrated <1950,0.88569,3497,3871,0.87567,0.89571
2011,66 and older,West,Not born in Germany,0.11431,374,3871,0.10429,0.12433
2011,66 and older,East,Born in Germany or immigrated <1950,0.96725,1224,1272,0.95747,0.97704
2011,66 and older,East,Not born in Germany,0.03275,48,1272,0.02296,0.04253
2012,17-29 y.,West,Born in Germany or immigrated <1950,0.86886,3219,3607,0.85784,0.87988
2012,17-29 y.,West,Not born in Germany,0.13114,388,3607,0.12012,0.14216
2012,17-29 y.,East,Born in Germany or immigrated <1950,0.98263,880,880,0.97400,0.99127
2012,30-45 y.,West,Born in Germany or immigrated <1950,0.78984,5831,7202,0.78043,0.79925
2012,30-45 y.,West,Not born in Germany,0.21016,1371,7202,0.20075,0.21957
2012,30-45 y.,East,Born in Germany or immigrated <1950,0.97113,1812,1872,0.96354,0.97871
2012,30-45 y.,East,Not born in Germany,0.02887,60,1872,0.02129,0.03646
2012,46-65 y.,West,Born in Germany or immigrated <1950,0.82952,6283,7190,0.82083,0.83822
2012,46-65 y.,West,Not born in Germany,0.17048,907,7190,0.16178,0.17917
2012,46-65 y.,East,Born in Germany or immigrated <1950,0.97923,2142,2185,0.97324,0.98521
2012,46-65 y.,East,Not born in Germany,0.02077,43,2185,0.01479,0.02676
2012,66 and older,West,Born in Germany or immigrated <1950,0.87790,3553,3923,0.86765,0.88815
2012,66 and older,West,Not born in Germany,0.12210,370,3923,0.11185,0.13235
2012,66 and older,East,Born in Germany or immigrated <1950,0.96433,1233,1282,0.95417,0.97449
2012,66 and older,East,Not born in Germany,0.03567,49,1282,0.02551,0.04583
2013,17-29 y.,West,Born in Germany or immigrated <1950,0.85744,3664,4694,0.84743,0.86744
2013,17-29 y.,West,Not born in Germany,0.14256,1030,4694,0.13256,0.15257
2013,17-29 y.,East,Born in Germany or immigrated <1950,0.96205,803,891,0.94949,0.97460
2013,17-29 y.,East,Not born in Germany,0.03795,88,891,0.02540,0.05051
2013,30-45 y.,West,Born in Germany or immigrated <1950,0.75884,5605,8479,0.74973,0.76794
2013,30-45 y.,West,Not born in Germany,0.24116,2874,8479,0.23206,0.25027
2013,30-45 y.,East,Born in Germany or immigrated <1950,0.94315,1694,1884,0.93269,0.95361
2013,30-45 y.,East,Not born in Germany,0.05685,190,1884,0.04639,0.06731
2013,46-65 y.,West,Born in Germany or immigrated <1950,0.83902,6193,7994,0.83097,0.84708
2013,46-65 y.,West,Not born in Germany,0.16098,1801,7994,0.15292,0.16903
2013,46-65 y.,East,Born in Germany or immigrated <1950,0.96743,2060,2195,0.96000,0.97485
2013,46-65 y.,East,Not born in Germany,0.03257,135,2195,0.02515,0.04000
2013,66 and older,West,Born in Germany or immigrated <1950,0.90038,3401,3814,0.89088,0.90989
2013,66 and older,West,Not born in Germany,0.09962,413,3814,0.09011,0.10912
2013,66 and older,East,Born in Germany or immigrated <1950,0.97520,1186,1232,0.96652,0.98389
2013,66 and older,East,Not born in Germany,0.02480,46,1232,0.01611,0.03348
2014,17-29 y.,West,Born in Germany or immigrated <1950,0.86261,3292,4075,0.85204,0.87319
2014,17-29 y.,West,Not born in Germany,0.13739,783,4075,0.12681,0.14796
2014,17-29 y.,East,Born in Germany or immigrated <1950,0.95808,731,795,0.94414,0.97202
2014,17-29 y.,East,Not born in Germany,0.04192,64,795,0.02798,0.05586
2014,30-45 y.,West,Born in Germany or immigrated <1950,0.75098,4623,6894,0.74077,0.76119
2014,30-45 y.,West,Not born in Germany,0.24902,2271,6894,0.23881,0.25923
2014,30-45 y.,East,Born in Germany or immigrated <1950,0.93740,1483,1626,0.92562,0.94917
2014,30-45 y.,East,Not born in Germany,0.06260,143,1626,0.05083,0.07438
2014,46-65 y.,West,Born in Germany or immigrated <1950,0.83687,5781,7286,0.82838,0.84535
2014,46-65 y.,West,Not born in Germany,0.16313,1505,7286,0.15465,0.17162
2014,46-65 y.,East,Born in Germany or immigrated <1950,0.97099,1909,2025,0.96368,0.97830
2014,46-65 y.,East,Not born in Germany,0.02901,116,2025,0.02170,0.03632
2014,66 and older,West,Born in Germany or immigrated <1950,0.90199,3332,3731,0.89245,0.91153
2014,66 and older,West,Not born in Germany,0.09801,399,3731,0.08847,0.10755
2014,66 and older,East,Born in Germany or immigrated <1950,0.97195,1171,1222,0.96269,0.98121
2014,66 and older,East,Not born in Germany,0.02805,51,1222,0.01879,0.03731
2015,17-29 y.,West,Born in Germany or immigrated <1950,0.85372,3184,4220,0.84305,0.86438
2015,17-29 y.,West,Not born in Germany,0.14628,1036,4220,0.13562,0.15695
2015,17-29 y.,East,Born in Germany or immigrated <1950,0.92893,698,797,0.91108,0.94678
2015,17-29 y.,East,Not born in Germany,0.07107,99,797,0.05322,0.08892
2015,30-45 y.,West,Born in Germany or immigrated <1950,0.74365,4092,6752,0.73323,0.75406
2015,30-45 y.,West,Not born in Germany,0.25635,2660,6752,0.24594,0.26677
2015,30-45 y.,East,Born in Germany or immigrated <1950,0.93041,1347,1535,0.91768,0.94315
2015,30-45 y.,East,Not born in Germany,0.06959,188,1535,0.05685,0.08232
2015,46-65 y.,West,Born in Germany or immigrated <1950,0.82957,5628,7192,0.82088,0.83826
2015,46-65 y.,West,Not born in Germany,0.17043,1564,7192,0.16174,0.17912
2015,46-65 y.,East,Born in Germany or immigrated <1950,0.96590,1826,1944,0.95783,0.97397
2015,46-65 y.,East,Not born in Germany,0.03410,118,1944,0.02603,0.04217
2015,66 and older,West,Born in Germany or immigrated <1950,0.89964,3281,3682,0.88993,0.90935
2015,66 and older,West,Not born in Germany,0.10036,401,3682,0.09065,0.11007
2015,66 and older,East,Born in Germany or immigrated <1950,0.97634,1176,1220,0.96781,0.98488
2015,66 and older,East,Not born in Germany,0.02366,44,1220,0.01512,0.03219
2016,17-29 y.,West,Born in Germany or immigrated <1950,0.85893,2937,4642,0.84892,0.86895
2016,17-29 y.,West,Not born in Germany,0.14107,1705,4642,0.13105,0.15108
2016,17-29 y.,East,Born in Germany or immigrated <1950,0.92023,661,930,0.90281,0.93765
2016,17-29 y.,East,Not born in Germany,0.07977,269,930,0.06235,0.09719
2016,30-45 y.,West,Born in Germany or immigrated <1950,0.74851,3613,6999,0.73834,0.75867
2016,30-45 y.,West,Not born in Germany,0.25149,3386,6999,0.24133,0.26166
2016,30-45 y.,East,Born in Germany or immigrated <1950,0.90925,1195,1629,0.89530,0.92321
2016,30-45 y.,East,Not born in Germany,0.09075,434,1629,0.07679,0.10470
2016,46-65 y.,West,Born in Germany or immigrated <1950,0.81727,5276,7089,0.80827,0.82626
2016,46-65 y.,West,Not born in Germany,0.18273,1813,7089,0.17374,0.19173
2016,46-65 y.,East,Born in Germany or immigrated <1950,0.96638,1763,1944,0.95837,0.97440
2016,46-65 y.,East,Not born in Germany,0.03362,181,1944,0.02560,0.04163
2016,66 and older,West,Born in Germany or immigrated <1950,0.88912,3172,3569,0.87881,0.89942
2016,66 and older,West,Not born in Germany,0.11088,397,3569,0.10058,0.12119
2016,66 and older,East,Born in Germany or immigrated <1950,0.98083,1130,1170,0.97296,0.98869
2016,66 and older,East,Not born in Germany,0.01917,40,1170,0.01131,0.02704
2017,17-29 y.,West,Born in Germany or immigrated <1950,0.87083,3466,5491,0.86196,0.87970
2017,17-29 y.,West,Not born in Germany,0.12917,2025,5491,0.12030,0.13804
2017,17-29 y.,East,Born in Germany or immigrated <1950,0.91456,750,1061,0.89774,0.93139
2017,17-29 y.,East,Not born in Germany,0.08544,311,1061,0.06861,0.10226
2017,30-45 y.,West,Born in Germany or immigrated <1950,0.74050,3835,7385,0.73050,0.75050
2017,30-45 y.,West,Not born in Germany,0.25950,3550,7385,0.24950,0.26950
2017,30-45 y.,East,Born in Germany or immigrated <1950,0.91036,1300,1747,0.89696,0.92376
2017,30-45 y.,East,Not born in Germany,0.08964,447,1747,0.07624,0.10304
2017,46-65 y.,West,Born in Germany or immigrated <1950,0.81397,6297,8329,0.80561,0.82233
2017,46-65 y.,West,Not born in Germany,0.18603,2032,8329,0.17767,0.19439
2017,46-65 y.,East,Born in Germany or immigrated <1950,0.96495,2050,2251,0.95735,0.97255
2017,46-65 y.,East,Not born in Germany,0.03505,201,2251,0.02745,0.04265
2017,66 and older,West,Born in Germany or immigrated <1950,0.88649,3333,3776,0.87637,0.89661
2017,66 and older,West,Not born in Germany,0.11351,443,3776,0.10339,0.12363
2017,66 and older,East,Born in Germany or immigrated <1950,0.98581,1182,1219,0.97917,0.99245
2017,66 and older,East,Not born in Germany,0.01419,37,1219,0.00755,0.02083
2018,17-29 y.,West,Born in Germany or immigrated <1950,0.87455,3391,5137,0.86549,0.88361
2018,17-29 y.,West,Not born in Germany,0.12545,1746,5137,0.11639,0.13451
2018,17-29 y.,East,Born in Germany or immigrated <1950,0.92749,764,1029,0.91163,0.94334
2018,17-29 y.,East,Not born in Germany,0.07251,265,1029,0.05666,0.08837
2018,30-45 y.,West,Born in Germany or immigrated <1950,0.73092,3526,6773,0.72036,0.74148
2018,30-45 y.,West,Not born in Germany,0.26908,3247,6773,0.25852,0.27964
2018,30-45 y.,East,Born in Germany or immigrated <1950,0.89881,1238,1673,0.88436,0.91327
2018,30-45 y.,East,Not born in Germany,0.10119,435,1673,0.08673,0.11564
2018,46-65 y.,West,Born in Germany or immigrated <1950,0.81478,6016,8065,0.80630,0.82326
2018,46-65 y.,West,Not born in Germany,0.18522,2049,8065,0.17674,0.19370
2018,46-65 y.,East,Born in Germany or immigrated <1950,0.96742,1998,2192,0.95998,0.97485
2018,46-65 y.,East,Not born in Germany,0.03258,194,2192,0.02515,0.04002
2018,66 and older,West,Born in Germany or immigrated <1950,0.87454,3320,3780,0.86398,0.88510
2018,66 and older,West,Not born in Germany,0.12546,460,3780,0.11490,0.13602
2018,66 and older,East,Born in Germany or immigrated <1950,0.98672,1210,1210,0.98026,0.99317
2019,17-29 y.,West,Born in Germany or immigrated <1950,0.87194,3229,4669,0.86235,0.88152
2019,17-29 y.,West,Not born in Germany,0.12806,1440,4669,0.11848,0.13765
2019,17-29 y.,East,Born in Germany or immigrated <1950,0.93244,714,918,0.91620,0.94869
2019,17-29 y.,East,Not born in Germany,0.06756,204,918,0.05131,0.08380
2019,30-45 y.,West,Born in Germany or immigrated <1950,0.74125,3438,6362,0.73049,0.75202
2019,30-45 y.,West,Not born in Germany,0.25875,2924,6362,0.24798,0.26951
2019,30-45 y.,East,Born in Germany or immigrated <1950,0.90172,1208,1576,0.88702,0.91643
2019,30-45 y.,East,Not born in Germany,0.09828,368,1576,0.08357,0.11298
2019,46-65 y.,West,Born in Germany or immigrated <1950,0.80388,6693,8682,0.79553,0.81224
2019,46-65 y.,West,Not born in Germany,0.19612,1989,8682,0.18776,0.20447
2019,46-65 y.,East,Born in Germany or immigrated <1950,0.96411,2157,2349,0.95658,0.97163
2019,46-65 y.,East,Not born in Germany,0.03589,192,2349,0.02837,0.04342
2019,66 and older,West,Born in Germany or immigrated <1950,0.88066,3452,3900,0.87048,0.89083
2019,66 and older,West,Not born in Germany,0.11934,448,3900,0.10917,0.12952
2019,66 and older,East,Born in Germany or immigrated <1950,0.98418,1266,1298,0.97739,0.99097
2019,66 and older,East,Not born in Germany,0.01582,32,1298,0.00903,0.02261
2020,17-29 y.,West,Born in Germany or immigrated <1950,0.88708,3035,5144,0.87843,0.89573
2020,17-29 y.,West,Not born in Germany,0.11292,2109,5144,0.10427,0.12157
2020,17-29 y.,East,Born in Germany or immigrated <1950,0.95055,632,919,0.93653,0.96458
2020,17-29 y.,East,Not born in Germany,0.04945,287,919,0.03542,0.06347
2020,30-45 y.,West,Born in Germany or immigrated <1950,0.75022,3115,6910,0.74002,0.76043
2020,30-45 y.,West,Not born in Germany,0.24978,3795,6910,0.23957,0.25998
2020,30-45 y.,East,Born in Germany or immigrated <1950,0.90150,1105,1592,0.88686,0.91615
2020,30-45 y.,East,Not born in Germany,0.09850,487,1592,0.08385,0.11314
2020,46-65 y.,West,Born in Germany or immigrated <1950,0.82123,6170,8326,0.81299,0.82946
2020,46-65 y.,West,Not born in Germany,0.17877,2156,8326,0.17054,0.18701
2020,46-65 y.,East,Born in Germany or immigrated <1950,0.96708,1973,2195,0.95962,0.97455
2020,46-65 y.,East,Not born in Germany,0.03292,222,2195,0.02545,0.04038
2020,66 and older,West,Born in Germany or immigrated <1950,0.88890,3239,3685,0.87875,0.89905
2020,66 and older,West,Not born in Germany,0.11110,446,3685,0.10095,0.12125
2020,66 and older,East,Born in Germany or immigrated <1950,0.98543,1199,1241,0.97876,0.99210
2020,66 and older,East,Not born in Germany,0.01457,42,1241,0.00790,0.02124
2021,17-29 y.,West,Born in Germany or immigrated <1950,0.87162,2009,3086,0.85981,0.88342
2021,17-29 y.,West,Not born in Germany,0.12838,1077,3086,0.11658,0.14019
2021,17-29 y.,East,Born in Germany or immigrated <1950,0.92850,436,562,0.90718,0.94982
2021,17-29 y.,East,Not born in Germany,0.07150,126,562,0.05018,0.09282
2021,30-45 y.,West,Born in Germany or immigrated <1950,0.75611,2131,4289,0.74326,0.76896
2021,30-45 y.,West,Not born in Germany,0.24389,2158,4289,0.23104,0.25674
2021,30-45 y.,East,Born in Germany or immigrated <1950,0.88384,783,1065,0.86459,0.90310
2021,30-45 y.,East,Not born in Germany,0.11616,282,1065,0.09690,0.13541
2021,46-65 y.,West,Born in Germany or immigrated <1950,0.80992,4397,5841,0.79986,0.81999
2021,46-65 y.,West,Not born in Germany,0.19008,1444,5841,0.18001,0.20014
2021,46-65 y.,East,Born in Germany or immigrated <1950,0.96120,1358,1492,0.95139,0.97100
2021,46-65 y.,East,Not born in Germany,0.03880,134,1492,0.02900,0.04861
2021,66 and older,West,Born in Germany or immigrated <1950,0.88588,2416,2738,0.87397,0.89779
2021,66 and older,West,Not born in Germany,0.11412,322,2738,0.10221,0.12603
2021,66 and older,East,Born in Germany or immigrated <1950,0.98684,833,833,0.97909,0.99458
2022,17-29 y.,West,Born in Germany or immigrated <1950,0.85281,2934,4916,0.84291,0.86272
2022,17-29 y.,West,Not born in Germany,0.14487,1982,4916,0.13503,0.15471
2022,17-29 y.,East,Born in Germany or immigrated <1950,0.84529,748,1048,0.82338,0.86719
2022,17-29 y.,East,Not born in Germany,0.11496,300,1048,0.09564,0.13428
2022,30-45 y.,West,Born in Germany or immigrated <1950,0.72193,3711,7049,0.71147,0.73239
2022,30-45 y.,West,Not born in Germany,0.27693,3338,7049,0.26648,0.28738
2022,30-45 y.,East,Born in Germany or immigrated <1950,0.87576,1409,1916,0.86098,0.89053
2022,30-45 y.,East,Not born in Germany,0.12424,507,1916,0.10947,0.13902
2022,46-65 y.,West,Born in Germany or immigrated <1950,0.79562,5746,7282,0.78636,0.80488
2022,46-65 y.,West,Not born in Germany,0.20438,1536,7282,0.19512,0.21364
2022,46-65 y.,East,Born in Germany or immigrated <1950,0.91984,1717,1916,0.90767,0.93200
2022,46-65 y.,East,Not born in Germany,0.07847,199,1916,0.06643,0.09052
2022,66 and older,West,Born in Germany or immigrated <1950,0.88191,2748,3100,0.87055,0.89327
2022,66 and older,West,Not born in Germany,0.11809,352,3100,0.10673,0.12945
2022,66 and older,East,Born in Germany or immigrated <1950,0.97802,1016,1016,0.96901,0.98704
