year,pgisced97,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.92533,103,103,0.87431,0.97634
1997,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.24733,48,388,0.20435,0.29032
1997,Primary Level,Urban regions,Not born in Germany,0.75267,340,388,0.70968,0.79565
1997,Primary Level,Rural regions,Not born in Germany,0.50086,55,55,0.36750,0.63422
1997,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.78235,1042,1617,0.76223,0.80247
1997,Lower Secondary Level,Urban regions,Not born in Germany,0.21765,575,1617,0.19753,0.23777
1997,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.88253,596,712,0.85886,0.90620
1997,Lower Secondary Level,Rural regions,Not born in Germany,0.11747,116,712,0.09380,0.14114
1997,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87563,3338,4066,0.86548,0.88577
1997,Upper Secondary Level,Urban regions,Not born in Germany,0.12437,728,4066,0.11423,0.13452
1997,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.93964,2245,2414,0.93014,0.94914
1997,Upper Secondary Level,Rural regions,Not born in Germany,0.06036,169,2414,0.05086,0.06986
1997,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.76531,224,334,0.71979,0.81083
1997,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.23469,110,334,0.18917,0.28021
1997,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.87488,99,99,0.80937,0.94038
1997,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.90833,426,469,0.88219,0.93447
1997,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.09167,43,469,0.06553,0.11781
1997,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93914,274,274,0.91078,0.96750
1997,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86553,967,1108,0.84544,0.88563
1997,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13447,141,1108,0.11437,0.15456
1997,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.89756,619,659,0.87439,0.92073
1997,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.10244,40,659,0.07927,0.12561
1998,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.88354,194,194,0.83829,0.92880
1998,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.93618,110,110,0.89029,0.98207
1998,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.23407,53,368,0.19075,0.27739
1998,Primary Level,Urban regions,Not born in Germany,0.76593,315,368,0.72261,0.80925
1998,Primary Level,Rural regions,Not born in Germany,0.43423,48,48,0.29252,0.57594
1998,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.78617,1210,1762,0.76702,0.80532
1998,Lower Secondary Level,Urban regions,Not born in Germany,0.21383,552,1762,0.19468,0.23298
1998,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.89036,671,777,0.86838,0.91235
1998,Lower Secondary Level,Rural regions,Not born in Germany,0.10964,106,777,0.08765,0.13162
1998,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88179,3697,4382,0.87223,0.89135
1998,Upper Secondary Level,Urban regions,Not born in Germany,0.11821,685,4382,0.10865,0.12777
1998,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94615,2482,2641,0.93754,0.95476
1998,Upper Secondary Level,Rural regions,Not born in Germany,0.05385,159,2641,0.04524,0.06246
1998,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75186,271,384,0.70860,0.79512
1998,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24814,113,384,0.20488,0.29140
1998,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.85802,101,101,0.78961,0.92643
1998,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.91615,472,514,0.89217,0.94013
1998,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.08385,42,514,0.05987,0.10783
1998,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.94649,295,295,0.92077,0.97222
1998,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87457,1100,1247,0.85618,0.89296
1998,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.12543,147,1247,0.10704,0.14382
1998,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90399,679,722,0.88248,0.92549
1998,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09601,43,722,0.07451,0.11752
1999,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.91463,188,188,0.87458,0.95468
1999,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96940,107,107,0.93661,1.00219
1999,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.24332,56,356,0.19868,0.28795
1999,Primary Level,Urban regions,Not born in Germany,0.75668,300,356,0.71205,0.80132
1999,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.58149,31,71,0.46593,0.69706
1999,Primary Level,Rural regions,Not born in Germany,0.41851,40,71,0.30294,0.53407
1999,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.78899,1178,1687,0.76951,0.80846
1999,Lower Secondary Level,Urban regions,Not born in Germany,0.21101,509,1687,0.19154,0.23049
1999,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.88848,650,752,0.86596,0.91099
1999,Lower Secondary Level,Rural regions,Not born in Germany,0.11152,102,752,0.08901,0.13404
1999,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88221,3651,4301,0.87257,0.89184
1999,Upper Secondary Level,Urban regions,Not born in Germany,0.11779,650,4301,0.10816,0.12743
1999,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.95047,2491,2630,0.94218,0.95877
1999,Upper Secondary Level,Rural regions,Not born in Germany,0.04953,139,2630,0.04123,0.05782
1999,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.76426,278,384,0.72175,0.80677
1999,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.23574,106,384,0.19323,0.27825
1999,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.83745,100,100,0.76477,0.91013
1999,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.91534,461,503,0.89099,0.93969
1999,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.08466,42,503,0.06031,0.10901
1999,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.95929,301,301,0.93693,0.98165
1999,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87599,1104,1246,0.85769,0.89430
1999,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.12401,142,1246,0.10570,0.14231
1999,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91348,676,713,0.89283,0.93413
1999,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08652,37,713,0.06587,0.10717
2000,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.85242,276,323,0.81368,0.89116
2000,Pre-primary Level,Urban regions,Not born in Germany,0.14393,47,323,0.10559,0.18227
2000,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.93365,161,161,0.89508,0.97221
2000,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.26065,73,326,0.21292,0.30838
2000,Primary Level,Urban regions,Not born in Germany,0.73935,253,326,0.69162,0.78708
2000,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.62756,46,78,0.51958,0.73555
2000,Primary Level,Rural regions,Not born in Germany,0.37244,32,78,0.26445,0.48042
2000,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.75215,1681,2397,0.73486,0.76943
2000,Lower Secondary Level,Urban regions,Not born in Germany,0.24721,716,2397,0.22994,0.26448
2000,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.89542,1021,1156,0.87777,0.91307
2000,Lower Secondary Level,Rural regions,Not born in Germany,0.10249,135,1156,0.08500,0.11999
2000,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.89217,7007,7992,0.88537,0.89897
2000,Upper Secondary Level,Urban regions,Not born in Germany,0.10783,985,7992,0.10103,0.11463
2000,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94761,4564,4807,0.94131,0.95391
2000,Upper Secondary Level,Rural regions,Not born in Germany,0.05239,243,4807,0.04609,0.05869
2000,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75609,634,865,0.72746,0.78473
2000,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24391,231,865,0.21527,0.27254
2000,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.84806,212,253,0.80374,0.89238
2000,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.15194,41,253,0.10762,0.19626
2000,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87570,1034,1188,0.85693,0.89447
2000,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.12430,154,1188,0.10553,0.14307
2000,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93761,656,694,0.91960,0.95562
2000,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.06239,38,694,0.04438,0.08040
2000,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86365,2297,2621,0.85051,0.87679
2000,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13635,324,2621,0.12321,0.14949
2000,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91325,1121,1195,0.89729,0.92922
2000,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08474,74,1195,0.06894,0.10054
2001,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.86764,314,351,0.83214,0.90315
2001,Pre-primary Level,Urban regions,Not born in Germany,0.13236,37,351,0.09685,0.16786
2001,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.94060,180,180,0.90597,0.97523
2001,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.33748,66,246,0.27827,0.39669
2001,Primary Level,Urban regions,Not born in Germany,0.66252,180,246,0.60331,0.72173
2001,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.55275,38,38,0.39254,0.71296
2001,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.73733,1441,2090,0.71846,0.75620
2001,Lower Secondary Level,Urban regions,Not born in Germany,0.26267,649,2090,0.24380,0.28154
2001,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.88859,869,992,0.86899,0.90818
2001,Lower Secondary Level,Rural regions,Not born in Germany,0.11141,123,992,0.09182,0.13101
2001,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.89467,6354,7231,0.88759,0.90175
2001,Upper Secondary Level,Urban regions,Not born in Germany,0.10533,877,7231,0.09825,0.11241
2001,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94882,4135,4345,0.94227,0.95537
2001,Upper Secondary Level,Rural regions,Not born in Germany,0.05118,210,4345,0.04463,0.05773
2001,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75731,611,829,0.72811,0.78651
2001,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24269,218,829,0.21349,0.27189
2001,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.86922,203,237,0.82621,0.91224
2001,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.13078,34,237,0.08776,0.17379
2001,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88852,939,1068,0.86964,0.90741
2001,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11148,129,1068,0.09259,0.13036
2001,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93702,573,607,0.91768,0.95636
2001,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.06298,34,607,0.04364,0.08232
2001,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86701,2152,2443,0.85354,0.88047
2001,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13299,291,2443,0.11953,0.14646
2001,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90755,1037,1107,0.89048,0.92462
2001,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09245,70,1107,0.07538,0.10952
2002,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.81880,380,427,0.78222,0.85538
2002,Pre-primary Level,Urban regions,Not born in Germany,0.18120,47,427,0.14462,0.21778
2002,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96336,180,180,0.93584,0.99088
2002,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.33792,62,223,0.27570,0.40014
2002,Primary Level,Urban regions,Not born in Germany,0.66208,161,223,0.59986,0.72430
2002,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.56514,36,36,0.40090,0.72938
2002,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.72870,1349,1950,0.70896,0.74844
2002,Lower Secondary Level,Urban regions,Not born in Germany,0.27130,601,1950,0.25156,0.29104
2002,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.88946,833,941,0.86942,0.90951
2002,Lower Secondary Level,Rural regions,Not born in Germany,0.11054,108,941,0.09049,0.13058
2002,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.89386,6512,7339,0.88681,0.90091
2002,Upper Secondary Level,Urban regions,Not born in Germany,0.10614,827,7339,0.09909,0.11319
2002,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.95035,4051,4245,0.94382,0.95689
2002,Upper Secondary Level,Rural regions,Not born in Germany,0.04965,194,4245,0.04311,0.05618
2002,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.73734,688,895,0.70849,0.76618
2002,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.26266,207,895,0.23382,0.29151
2002,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.85272,234,270,0.81037,0.89507
2002,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.14728,36,270,0.10493,0.18963
2002,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88198,990,1115,0.86303,0.90093
2002,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11802,125,1115,0.09907,0.13697
2002,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.94173,594,627,0.92337,0.96008
2002,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.05827,33,627,0.03992,0.07663
2002,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86504,2922,3241,0.85328,0.87681
2002,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13496,319,3241,0.12319,0.14672
2002,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91220,1244,1318,0.89692,0.92749
2002,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08780,74,1318,0.07251,0.10308
2003,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.83466,378,422,0.79917,0.87014
2003,Pre-primary Level,Urban regions,Not born in Germany,0.15924,44,422,0.12428,0.19419
2003,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.94700,189,189,0.91498,0.97903
2003,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.39190,69,211,0.32588,0.45793
2003,Primary Level,Urban regions,Not born in Germany,0.60810,142,211,0.54207,0.67412
2003,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.53909,35,35,0.37153,0.70664
2003,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.73157,1294,1849,0.71137,0.75178
2003,Lower Secondary Level,Urban regions,Not born in Germany,0.26843,555,1849,0.24822,0.28863
2003,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.89244,781,885,0.87202,0.91286
2003,Lower Secondary Level,Rural regions,Not born in Germany,0.10756,104,885,0.08714,0.12798
2003,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.89060,6288,7076,0.88332,0.89787
2003,Upper Secondary Level,Urban regions,Not born in Germany,0.10940,788,7076,0.10213,0.11668
2003,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94865,3849,4030,0.94183,0.95546
2003,Upper Secondary Level,Rural regions,Not born in Germany,0.05135,181,4030,0.04454,0.05817
2003,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75206,688,883,0.72356,0.78056
2003,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24794,195,883,0.21944,0.27644
2003,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.86606,238,269,0.82529,0.90684
2003,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.13394,31,269,0.09316,0.17471
2003,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89704,963,1071,0.87883,0.91525
2003,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10296,108,1071,0.08475,0.12117
2003,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93192,582,616,0.91201,0.95182
2003,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.06808,34,616,0.04818,0.08799
2003,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86444,2792,3091,0.85237,0.87651
2003,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13556,299,3091,0.12349,0.14763
2003,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90466,1192,1263,0.88846,0.92086
2003,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09534,71,1263,0.07914,0.11154
2004,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.83125,389,441,0.79626,0.86625
2004,Pre-primary Level,Urban regions,Not born in Germany,0.16542,52,441,0.13070,0.20013
2004,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.91977,188,188,0.88083,0.95870
2004,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.38721,63,197,0.31902,0.45541
2004,Primary Level,Urban regions,Not born in Germany,0.61279,134,197,0.54459,0.68098
2004,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.59050,37,37,0.42986,0.75114
2004,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.72736,1218,1736,0.70641,0.74831
2004,Lower Secondary Level,Urban regions,Not born in Germany,0.27264,518,1736,0.25169,0.29359
2004,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.89076,739,838,0.86963,0.91189
2004,Lower Secondary Level,Rural regions,Not born in Germany,0.10924,99,838,0.08811,0.13037
2004,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88799,6075,6842,0.88052,0.89547
2004,Upper Secondary Level,Urban regions,Not born in Germany,0.11201,767,6842,0.10453,0.11948
2004,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94552,3759,3939,0.93843,0.95261
2004,Upper Secondary Level,Rural regions,Not born in Germany,0.05448,180,3939,0.04739,0.06157
2004,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75343,697,890,0.72509,0.78176
2004,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24657,193,890,0.21824,0.27491
2004,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.86880,238,238,0.82582,0.91179
2004,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88815,935,1042,0.86901,0.90730
2004,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11185,107,1042,0.09270,0.13099
2004,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93769,567,599,0.91832,0.95707
2004,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.06231,32,599,0.04293,0.08168
2004,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86528,2748,3041,0.85314,0.87741
2004,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13472,293,3041,0.12259,0.14686
2004,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91602,1189,1254,0.90066,0.93138
2004,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08398,65,1254,0.06862,0.09934
2005,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.87586,399,447,0.84525,0.90646
2005,Pre-primary Level,Urban regions,Not born in Germany,0.12414,48,447,0.09354,0.15475
2005,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.94082,196,196,0.90770,0.97394
2005,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.40391,63,189,0.33376,0.47405
2005,Primary Level,Urban regions,Not born in Germany,0.59609,126,189,0.52595,0.66624
2005,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.59239,34,34,0.42473,0.76005
2005,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.72102,1151,1631,0.69925,0.74280
2005,Lower Secondary Level,Urban regions,Not born in Germany,0.27898,480,1631,0.25720,0.30075
2005,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.88084,673,760,0.85779,0.90389
2005,Lower Secondary Level,Rural regions,Not born in Germany,0.11916,87,760,0.09611,0.14221
2005,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88671,5782,6497,0.87900,0.89442
2005,Upper Secondary Level,Urban regions,Not born in Germany,0.11329,715,6497,0.10558,0.12100
2005,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94887,3591,3750,0.94182,0.95592
2005,Upper Secondary Level,Rural regions,Not born in Germany,0.05113,159,3750,0.04408,0.05818
2005,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.74835,679,863,0.71938,0.77732
2005,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.25165,184,863,0.22268,0.28062
2005,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.87751,236,236,0.83559,0.91943
2005,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88837,890,990,0.86875,0.90800
2005,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11163,100,990,0.09200,0.13125
2005,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93530,538,570,0.91508,0.95551
2005,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.06470,32,570,0.04449,0.08492
2005,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86626,2681,2956,0.85398,0.87853
2005,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13374,275,2956,0.12147,0.14602
2005,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.91549,1146,1210,0.89981,0.93117
2005,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.08451,64,1210,0.06883,0.10019
2006,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.92101,404,404,0.89468,0.94735
2006,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.89232,195,195,0.84870,0.93594
2006,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.42737,66,176,0.35407,0.50067
2006,Primary Level,Urban regions,Not born in Germany,0.57263,110,176,0.49933,0.64593
2006,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.64078,41,41,0.49209,0.78946
2006,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.72913,1214,1663,0.70776,0.75049
2006,Lower Secondary Level,Urban regions,Not born in Germany,0.27087,449,1663,0.24951,0.29224
2006,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.88415,776,872,0.86289,0.90540
2006,Lower Secondary Level,Rural regions,Not born in Germany,0.11585,96,872,0.09460,0.13711
2006,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88224,6258,6990,0.87469,0.88980
2006,Upper Secondary Level,Urban regions,Not born in Germany,0.11776,732,6990,0.11020,0.12531
2006,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94913,3932,4097,0.94240,0.95586
2006,Upper Secondary Level,Rural regions,Not born in Germany,0.05087,165,4097,0.04414,0.05760
2006,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75886,729,917,0.73116,0.78656
2006,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24114,188,917,0.21344,0.26884
2006,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.87913,265,265,0.83981,0.91846
2006,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87946,919,1028,0.85955,0.89938
2006,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.12054,109,1028,0.10062,0.14045
2006,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.93840,589,622,0.91949,0.95731
2006,First Stage of Tertiary Education,Rural regions,Not born in Germany,0.06160,33,622,0.04269,0.08051
2006,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.86566,2946,3247,0.85393,0.87739
2006,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.13434,301,3247,0.12261,0.14607
2006,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.92289,1265,1330,0.90855,0.93723
2006,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.07711,65,1330,0.06277,0.09145
2007,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.92957,397,397,0.90437,0.95477
2007,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.90205,203,203,0.86106,0.94304
2007,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.39991,54,150,0.32125,0.47857
2007,Primary Level,Urban regions,Not born in Germany,0.60009,96,150,0.52143,0.67875
2007,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.66808,46,46,0.53050,0.80567
2007,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.73090,1099,1491,0.70838,0.75342
2007,Lower Secondary Level,Urban regions,Not born in Germany,0.26910,392,1491,0.24658,0.29162
2007,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.85863,680,765,0.83392,0.88333
2007,Lower Secondary Level,Rural regions,Not born in Germany,0.14137,85,765,0.11667,0.16608
2007,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88697,5841,6486,0.87927,0.89468
2007,Upper Secondary Level,Urban regions,Not born in Germany,0.11303,645,6486,0.10532,0.12073
2007,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.94512,3684,3838,0.93791,0.95232
2007,Upper Secondary Level,Rural regions,Not born in Germany,0.05488,154,3838,0.04768,0.06209
2007,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.77341,702,875,0.74565,0.80116
2007,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.22659,173,875,0.19884,0.25435
2007,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.85977,260,292,0.81988,0.89967
2007,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.14023,32,292,0.10033,0.18012
2007,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.88214,848,945,0.86157,0.90271
2007,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.11786,97,945,0.09729,0.13843
2007,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.94249,560,560,0.92319,0.96179
2007,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.87298,2834,3114,0.86128,0.88467
