"germborn","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","Westdeutschland","464","0.472239324906275","0.435309340612971","0.509169309199578"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","Ostdeutschland","4","0.0628020564876031","0.021097931746815","0.104506181228391"
"nicht in Deutschland geboren","1997","Hauptschule","Westdeutschland","1210","","",""
"nicht in Deutschland geboren","1997","Hauptschule","Ostdeutschland","75","0.0714398484286237","0.0565604383691594","0.086319258488088"
"nicht in Deutschland geboren","1997","Realschule","Westdeutschland","137","","",""
"nicht in Deutschland geboren","1997","Realschule","Ostdeutschland","16","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","Westdeutschland","260","","",""
"nicht in Deutschland geboren","1997","(Fach-)Abitur","Ostdeutschland","4","0.0515229378295869","0.018292401111414","0.0847534745477597"
"nicht in Deutschland geboren","1997","AkademikerIn","Westdeutschland","152","","",""
"nicht in Deutschland geboren","1997","AkademikerIn","Ostdeutschland","29","","",""
"in Deutschland geboren oder immigr.<1950","1998","(noch) kein Abschluss","Westdeutschland","266","","",""
"in Deutschland geboren oder immigr.<1950","1998","(noch) kein Abschluss","Ostdeutschland","126","","",""
"in Deutschland geboren oder immigr.<1950","1998","Hauptschule","Westdeutschland","3854","0.846775672663828","0.83680547027759","0.856745875050065"
"in Deutschland geboren oder immigr.<1950","1998","Hauptschule","Ostdeutschland","1117","","",""
"in Deutschland geboren oder immigr.<1950","1998","Realschule","Westdeutschland","1864","","",""
"in Deutschland geboren oder immigr.<1950","1998","Realschule","Ostdeutschland","1389","","",""
"in Deutschland geboren oder immigr.<1950","1998","(Fach-)Abitur","Westdeutschland","721","0.790957618816705","0.765460295684275","0.816454941949136"
"in Deutschland geboren oder immigr.<1950","1998","(Fach-)Abitur","Ostdeutschland","166","","",""
"in Deutschland geboren oder immigr.<1950","1998","AkademikerIn","Westdeutschland","938","0.851304843060342","0.830289068774344","0.87232061734634"
"in Deutschland geboren oder immigr.<1950","1998","AkademikerIn","Ostdeutschland","841","0.955558554929514","0.941849391082196","0.969267718776832"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","Westdeutschland","427","0.466933515390273","0.429788573216197","0.504078457564349"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","Ostdeutschland","5","0.0907044323668822","0.0415254842789883","0.139883380454776"
"nicht in Deutschland geboren","1998","Hauptschule","Westdeutschland","1160","","",""
"nicht in Deutschland geboren","1998","Hauptschule","Ostdeutschland","65","0.0640515798260415","0.050093353576335","0.0780098060757481"
"nicht in Deutschland geboren","1998","Realschule","Westdeutschland","129","","",""
"nicht in Deutschland geboren","1998","Realschule","Ostdeutschland","13","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","Westdeutschland","256","","",""
"nicht in Deutschland geboren","1998","(Fach-)Abitur","Ostdeutschland","4","0.0522910312389822","0.0188272718437521","0.0857547906342123"
"nicht in Deutschland geboren","1998","AkademikerIn","Westdeutschland","163","","",""
"nicht in Deutschland geboren","1998","AkademikerIn","Ostdeutschland","27","","",""
"in Deutschland geboren oder immigr.<1950","1999","(noch) kein Abschluss","Westdeutschland","264","","",""
"in Deutschland geboren oder immigr.<1950","1999","(noch) kein Abschluss","Ostdeutschland","121","","",""
"in Deutschland geboren oder immigr.<1950","1999","Hauptschule","Westdeutschland","3791","0.849830280260209","0.839798077246792","0.859862483273627"
"in Deutschland geboren oder immigr.<1950","1999","Hauptschule","Ostdeutschland","1093","","",""
"in Deutschland geboren oder immigr.<1950","1999","Realschule","Westdeutschland","1863","","",""
"in Deutschland geboren oder immigr.<1950","1999","Realschule","Ostdeutschland","1385","","",""
"in Deutschland geboren oder immigr.<1950","1999","(Fach-)Abitur","Westdeutschland","712","0.793031204025757","0.76720088551426","0.818861522537254"
"in Deutschland geboren oder immigr.<1950","1999","(Fach-)Abitur","Ostdeutschland","187","","",""
"in Deutschland geboren oder immigr.<1950","1999","AkademikerIn","Westdeutschland","949","0.858369561710268","0.837783524769219","0.878955598651316"
"in Deutschland geboren oder immigr.<1950","1999","AkademikerIn","Ostdeutschland","831","0.955710206738946","0.941935809015952","0.96948460446194"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","Westdeutschland","401","0.457875996911139","0.420009029555527","0.495742964266751"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","Ostdeutschland","5","0.0888282043501982","0.0391531450716149","0.138503263628782"
"nicht in Deutschland geboren","1999","Hauptschule","Westdeutschland","1080","","",""
"nicht in Deutschland geboren","1999","Hauptschule","Ostdeutschland","61","0.0580374741838452","0.044547340571671","0.0715276077960194"
"nicht in Deutschland geboren","1999","Realschule","Westdeutschland","122","","",""
"nicht in Deutschland geboren","1999","Realschule","Ostdeutschland","11","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","Westdeutschland","233","","",""
"nicht in Deutschland geboren","1999","(Fach-)Abitur","Ostdeutschland","4","0.0465092109307491","0.0166444430161488","0.0763739788453493"
"nicht in Deutschland geboren","1999","AkademikerIn","Westdeutschland","153","","",""
"nicht in Deutschland geboren","1999","AkademikerIn","Ostdeutschland","26","","",""
"in Deutschland geboren oder immigr.<1950","2000","(noch) kein Abschluss","Westdeutschland","378","0.52404563098023","0.488445269770693","0.559645992189768"
"in Deutschland geboren oder immigr.<1950","2000","(noch) kein Abschluss","Ostdeutschland","158","","",""
"in Deutschland geboren oder immigr.<1950","2000","Hauptschule","Westdeutschland","7233","0.849380403850953","0.841949860907245","0.856810946794661"
"in Deutschland geboren oder immigr.<1950","2000","Hauptschule","Ostdeutschland","1699","","",""
"in Deutschland geboren oder immigr.<1950","2000","Realschule","Westdeutschland","3791","0.94017694199897","0.932853041041217","0.947500842956722"
"in Deutschland geboren oder immigr.<1950","2000","Realschule","Ostdeutschland","2243","","",""
"in Deutschland geboren oder immigr.<1950","2000","(Fach-)Abitur","Westdeutschland","1508","","",""
"in Deutschland geboren oder immigr.<1950","2000","(Fach-)Abitur","Ostdeutschland","346","0.961783419251794","0.941868082751127","0.98169875575246"
"in Deutschland geboren oder immigr.<1950","2000","AkademikerIn","Westdeutschland","2168","","",""
"in Deutschland geboren oder immigr.<1950","2000","AkademikerIn","Ostdeutschland","1252","","",""
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","Westdeutschland","378","0.475954369019769","0.440354007810232","0.511554730229307"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","Ostdeutschland","4","0.0208694925221431","-0.00114287824309918","0.0428818632873854"
"nicht in Deutschland geboren","2000","Hauptschule","Westdeutschland","1668","","",""
"nicht in Deutschland geboren","2000","Hauptschule","Ostdeutschland","79","0.0481574533817022","0.0382057705576817","0.0581091362057227"
"nicht in Deutschland geboren","2000","Realschule","Westdeutschland","237","","",""
"nicht in Deutschland geboren","2000","Realschule","Ostdeutschland","18","","",""
"nicht in Deutschland geboren","2000","(Fach-)Abitur","Westdeutschland","488","0.224911185160897","0.206594407049047","0.243227963272747"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","Ostdeutschland","10","","",""
"nicht in Deutschland geboren","2000","AkademikerIn","Westdeutschland","360","0.151802088824319","0.137814365632708","0.16578981201593"
"nicht in Deutschland geboren","2000","AkademikerIn","Ostdeutschland","38","0.0381171967161334","0.0276681951851738","0.0485661982470929"
"in Deutschland geboren oder immigr.<1950","2001","(noch) kein Abschluss","Westdeutschland","424","0.623409181624624","0.587438127676546","0.659380235572703"
"in Deutschland geboren oder immigr.<1950","2001","(noch) kein Abschluss","Ostdeutschland","171","","",""
"in Deutschland geboren oder immigr.<1950","2001","Hauptschule","Westdeutschland","6294","0.846554805660262","0.838553293385833","0.854556317934691"
"in Deutschland geboren oder immigr.<1950","2001","Hauptschule","Ostdeutschland","1537","","",""
"in Deutschland geboren oder immigr.<1950","2001","Realschule","Westdeutschland","3497","0.942355576104866","0.934854808184038","0.949856344025693"
"in Deutschland geboren oder immigr.<1950","2001","Realschule","Ostdeutschland","2050","","",""
"in Deutschland geboren oder immigr.<1950","2001","(Fach-)Abitur","Westdeutschland","1420","","",""
"in Deutschland geboren oder immigr.<1950","2001","(Fach-)Abitur","Ostdeutschland","344","0.975650049507082","0.959479251425425","0.991820847588738"
"in Deutschland geboren oder immigr.<1950","2001","AkademikerIn","Westdeutschland","2000","","",""
"in Deutschland geboren oder immigr.<1950","2001","AkademikerIn","Ostdeutschland","1189","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","Westdeutschland","273","","",""
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","Ostdeutschland","3","","",""
"nicht in Deutschland geboren","2001","Hauptschule","Westdeutschland","1500","","",""
"nicht in Deutschland geboren","2001","Hauptschule","Ostdeutschland","62","0.0437093679513286","0.0336884830684875","0.0537302528341696"
"nicht in Deutschland geboren","2001","Realschule","Westdeutschland","212","","",""
"nicht in Deutschland geboren","2001","Realschule","Ostdeutschland","18","","",""
"nicht in Deutschland geboren","2001","(Fach-)Abitur","Westdeutschland","453","0.222351611300743","0.203519848250157","0.241183374351329"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","Ostdeutschland","5","0.0243499504929183","0.00817915241126164","0.040520748574575"
"nicht in Deutschland geboren","2001","AkademikerIn","Westdeutschland","328","0.152469862682272","0.137867397387968","0.167072327976575"
"nicht in Deutschland geboren","2001","AkademikerIn","Ostdeutschland","33","0.0354259564399228","0.0250616304195135","0.0457902824603321"
"in Deutschland geboren oder immigr.<1950","2002","(noch) kein Abschluss","Westdeutschland","481","0.603257566256707","0.567937617690233","0.638577514823181"
"in Deutschland geboren oder immigr.<1950","2002","(noch) kein Abschluss","Ostdeutschland","169","","",""
"in Deutschland geboren oder immigr.<1950","2002","Hauptschule","Westdeutschland","6033","0.845070819763636","0.836835021922842","0.85330661760443"
"in Deutschland geboren oder immigr.<1950","2002","Hauptschule","Ostdeutschland","1446","","",""
"in Deutschland geboren oder immigr.<1950","2002","Realschule","Westdeutschland","3754","0.941102168041551","0.933773090621034","0.948431245462069"
"in Deutschland geboren oder immigr.<1950","2002","Realschule","Ostdeutschland","2009","","",""
"in Deutschland geboren oder immigr.<1950","2002","(Fach-)Abitur","Westdeutschland","1662","","",""
"in Deutschland geboren oder immigr.<1950","2002","(Fach-)Abitur","Ostdeutschland","353","0.97823365151211","0.963097060681529","0.99337024234269"
"in Deutschland geboren oder immigr.<1950","2002","AkademikerIn","Westdeutschland","2874","","",""
"in Deutschland geboren oder immigr.<1950","2002","AkademikerIn","Ostdeutschland","1292","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","Westdeutschland","256","","",""
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","Ostdeutschland","3","","",""
"nicht in Deutschland geboren","2002","Hauptschule","Westdeutschland","1382","","",""
"nicht in Deutschland geboren","2002","Hauptschule","Ostdeutschland","58","0.0430493155440856","0.0327915663305513","0.0533070647576199"
"nicht in Deutschland geboren","2002","Realschule","Westdeutschland","210","","",""
"nicht in Deutschland geboren","2002","Realschule","Ostdeutschland","17","","",""
"nicht in Deutschland geboren","2002","(Fach-)Abitur","Westdeutschland","437","0.235063583212575","0.216923168292022","0.253203998133127"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","Ostdeutschland","4","0.0217663484878903","0.00662975765730958","0.0369029393184711"
"nicht in Deutschland geboren","2002","AkademikerIn","Westdeutschland","362","0.1517488830257","0.139387450398945","0.164110315652456"
"nicht in Deutschland geboren","2002","AkademikerIn","Ostdeutschland","31","0.0377812366868936","0.0275071514512839","0.0480553219225033"
"in Deutschland geboren oder immigr.<1950","2003","(noch) kein Abschluss","Westdeutschland","482","0.62020228606188","0.584602954809979","0.655801617313781"
"in Deutschland geboren oder immigr.<1950","2003","(noch) kein Abschluss","Ostdeutschland","182","","",""
"in Deutschland geboren oder immigr.<1950","2003","Hauptschule","Westdeutschland","5710","0.84072184999131","0.832159822430204","0.849283877552415"
"in Deutschland geboren oder immigr.<1950","2003","Hauptschule","Ostdeutschland","1388","","",""
"in Deutschland geboren oder immigr.<1950","2003","Realschule","Westdeutschland","3588","0.942819849795333","0.935421931478493","0.950217768112173"
"in Deutschland geboren oder immigr.<1950","2003","Realschule","Ostdeutschland","1986","","",""
"in Deutschland geboren oder immigr.<1950","2003","(Fach-)Abitur","Westdeutschland","1640","","",""
"in Deutschland geboren oder immigr.<1950","2003","(Fach-)Abitur","Ostdeutschland","364","0.974442819988099","0.958341200698472","0.990544439277727"
"in Deutschland geboren oder immigr.<1950","2003","AkademikerIn","Westdeutschland","2719","","",""
"in Deutschland geboren oder immigr.<1950","2003","AkademikerIn","Ostdeutschland","1265","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","Westdeutschland","232","","",""
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","Ostdeutschland","2","","",""
"nicht in Deutschland geboren","2003","Hauptschule","Westdeutschland","1307","","",""
"nicht in Deutschland geboren","2003","Hauptschule","Ostdeutschland","53","0.038883728775443","0.0289024078838259","0.0488650496670602"
"nicht in Deutschland geboren","2003","Realschule","Westdeutschland","196","","",""
"nicht in Deutschland geboren","2003","Realschule","Ostdeutschland","14","","",""
"nicht in Deutschland geboren","2003","(Fach-)Abitur","Westdeutschland","401","0.227215267780109","0.209036074354696","0.245394461205522"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","Ostdeutschland","5","0.0255571800119006","0.00945556072227272","0.0416587993015286"
"nicht in Deutschland geboren","2003","AkademikerIn","Westdeutschland","343","0.156399525370228","0.143533878677955","0.169265172062501"
"nicht in Deutschland geboren","2003","AkademikerIn","Ostdeutschland","27","","",""
"in Deutschland geboren oder immigr.<1950","2004","(noch) kein Abschluss","Westdeutschland","486","0.623790298165919","0.588479035626134","0.659101560705704"
"in Deutschland geboren oder immigr.<1950","2004","(noch) kein Abschluss","Ostdeutschland","185","","",""
"in Deutschland geboren oder immigr.<1950","2004","Hauptschule","Westdeutschland","5452","0.836577144112921","0.827724200919494","0.845430087306348"
"in Deutschland geboren oder immigr.<1950","2004","Hauptschule","Ostdeutschland","1322","","",""
"in Deutschland geboren oder immigr.<1950","2004","Realschule","Westdeutschland","3506","0.940683762213408","0.933066335792312","0.948301188634504"
"in Deutschland geboren oder immigr.<1950","2004","Realschule","Ostdeutschland","1913","","",""
"in Deutschland geboren oder immigr.<1950","2004","(Fach-)Abitur","Westdeutschland","1617","","",""
"in Deutschland geboren oder immigr.<1950","2004","(Fach-)Abitur","Ostdeutschland","386","0.976911303192095","0.962024995547563","0.991797610836626"
"in Deutschland geboren oder immigr.<1950","2004","AkademikerIn","Westdeutschland","2688","","",""
"in Deutschland geboren oder immigr.<1950","2004","AkademikerIn","Ostdeutschland","1249","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","Westdeutschland","237","","",""
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","Ostdeutschland","1","","",""
"nicht in Deutschland geboren","2004","Hauptschule","Westdeutschland","1249","","",""
"nicht in Deutschland geboren","2004","Hauptschule","Ostdeutschland","50","0.0377913687908783","0.027701117769449","0.0478816198123077"
"nicht in Deutschland geboren","2004","Realschule","Westdeutschland","188","","",""
"nicht in Deutschland geboren","2004","Realschule","Ostdeutschland","16","","",""
"nicht in Deutschland geboren","2004","(Fach-)Abitur","Westdeutschland","390","0.226643504640453","0.208327282075867","0.244959727205039"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","Ostdeutschland","5","0.0230886968079055","0.00820238916337388","0.0379750044524371"
"nicht in Deutschland geboren","2004","AkademikerIn","Westdeutschland","331","0.151273199127074","0.138491709013029","0.164054689241119"
"nicht in Deutschland geboren","2004","AkademikerIn","Ostdeutschland","27","","",""
"in Deutschland geboren oder immigr.<1950","2005","(noch) kein Abschluss","Westdeutschland","519","0.663442380391169","0.629350478569275","0.697534282213064"
"in Deutschland geboren oder immigr.<1950","2005","(noch) kein Abschluss","Ostdeutschland","166","","",""
"in Deutschland geboren oder immigr.<1950","2005","Hauptschule","Westdeutschland","5144","0.835981009836423","0.826824195724158","0.845137823948687"
"in Deutschland geboren oder immigr.<1950","2005","Hauptschule","Ostdeutschland","1238","","",""
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Westdeutschland","3357","0.938034762150192","0.930092760243013","0.945976764057371"
"in Deutschland geboren oder immigr.<1950","2005","Realschule","Ostdeutschland","1832","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Westdeutschland","1535","","",""
"in Deutschland geboren oder immigr.<1950","2005","(Fach-)Abitur","Ostdeutschland","389","0.96780543190471","0.950397993285973","0.985212870523448"
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Westdeutschland","2599","","",""
"in Deutschland geboren oder immigr.<1950","2005","AkademikerIn","Ostdeutschland","1228","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Westdeutschland","219","","",""
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","Ostdeutschland","1","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Westdeutschland","1138","","",""
"nicht in Deutschland geboren","2005","Hauptschule","Ostdeutschland","51","0.0480347423867376","0.0363610051187545","0.0597084796547208"
"nicht in Deutschland geboren","2005","Realschule","Westdeutschland","183","","",""
"nicht in Deutschland geboren","2005","Realschule","Ostdeutschland","14","","",""
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Westdeutschland","366","0.224599725689497","0.205840080568957","0.243359370810038"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","Ostdeutschland","6","0.0321945680952896","0.0147871294765521","0.049602006714027"
"nicht in Deutschland geboren","2005","AkademikerIn","Westdeutschland","314","0.151130206585473","0.13812329983897","0.164137113331976"
"nicht in Deutschland geboren","2005","AkademikerIn","Ostdeutschland","25","","",""
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Westdeutschland","537","0.681730896110236","0.647730483479952","0.71573130874052"
"in Deutschland geboren oder immigr.<1950","2006","(noch) kein Abschluss","Ostdeutschland","167","","",""
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Westdeutschland","5624","0.833561861167066","0.824670892901471","0.842452829432661"
"in Deutschland geboren oder immigr.<1950","2006","Hauptschule","Ostdeutschland","1337","","",""
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Westdeutschland","3630","0.941844403152676","0.934417869400718","0.949270936904634"
"in Deutschland geboren oder immigr.<1950","2006","Realschule","Ostdeutschland","1953","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Westdeutschland","1653","","",""
"in Deutschland geboren oder immigr.<1950","2006","(Fach-)Abitur","Ostdeutschland","402","0.959266656288804","0.940156163527613","0.978377149049994"
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Westdeutschland","2904","","",""
"in Deutschland geboren oder immigr.<1950","2006","AkademikerIn","Ostdeutschland","1307","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Westdeutschland","184","","",""
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","Ostdeutschland","5","0.0288681355430796","0.00384554107146021","0.053890730014699"
"nicht in Deutschland geboren","2006","Hauptschule","Westdeutschland","1118","","",""
"nicht in Deutschland geboren","2006","Hauptschule","Ostdeutschland","55","0.0464588849794217","0.0354020054815358","0.0575157644773076"
"nicht in Deutschland geboren","2006","Realschule","Westdeutschland","185","","",""
"nicht in Deutschland geboren","2006","Realschule","Ostdeutschland","14","","",""
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Westdeutschland","392","0.227765535467233","0.209588626615477","0.24594244431899"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","Ostdeutschland","9","0.0407333437111964","0.0216228509500061","0.0598438364723867"
"nicht in Deutschland geboren","2006","AkademikerIn","Westdeutschland","341","0.147963184953357","0.135746686168434","0.160179683738281"
"nicht in Deutschland geboren","2006","AkademikerIn","Ostdeutschland","25","","",""
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Westdeutschland","514","0.693924865485068","0.659054453346594","0.728795277623542"
"in Deutschland geboren oder immigr.<1950","2007","(noch) kein Abschluss","Ostdeutschland","172","","",""
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Westdeutschland","5106","0.829788672831759","0.820349083863492","0.839228261800025"
"in Deutschland geboren oder immigr.<1950","2007","Hauptschule","Ostdeutschland","1227","","",""
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Westdeutschland","3423","0.943680897972514","0.936144929262772","0.951216866682256"
"in Deutschland geboren oder immigr.<1950","2007","Realschule","Ostdeutschland","1832","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Westdeutschland","1605","","",""
"in Deutschland geboren oder immigr.<1950","2007","(Fach-)Abitur","Ostdeutschland","385","0.969547917478885","0.952559811807906","0.986536023149863"
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Westdeutschland","2772","","",""
"in Deutschland geboren oder immigr.<1950","2007","AkademikerIn","Ostdeutschland","1273","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Westdeutschland","157","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Westdeutschland","983","0.170211327168241","0.160771738199975","0.179650916136508"
"nicht in Deutschland geboren","2007","Hauptschule","Ostdeutschland","45","0.042895018477953","0.0317600817571301","0.0540299551987759"
"nicht in Deutschland geboren","2007","Realschule","Westdeutschland","172","","",""
"nicht in Deutschland geboren","2007","Realschule","Ostdeutschland","8","0.00363794767816314","0.00088704014180631","0.00638885521451996"
"nicht in Deutschland geboren","2007","(Fach-)Abitur","Westdeutschland","364","0.216702475505215","0.198504606008863","0.234900345001568"
"nicht in Deutschland geboren","2007","(Fach-)Abitur","Ostdeutschland","8","0.0304520825211153","0.0134639768501367","0.0474401881920938"
"nicht in Deutschland geboren","2007","AkademikerIn","Westdeutschland","317","0.140748201854049","0.128484522433769","0.153011881274329"
"nicht in Deutschland geboren","2007","AkademikerIn","Ostdeutschland","27","","",""
"in Deutschland geboren oder immigr.<1950","2008","(noch) kein Abschluss","Westdeutschland","491","0.730054724135488","0.694969350428479","0.765140097842497"
"in Deutschland geboren oder immigr.<1950","2008","(noch) kein Abschluss","Ostdeutschland","131","","",""
"in Deutschland geboren oder immigr.<1950","2008","Hauptschule","Westdeutschland","4761","0.82926124914765","0.819441920931185","0.839080577364115"
"in Deutschland geboren oder immigr.<1950","2008","Hauptschule","Ostdeutschland","1160","","",""
"in Deutschland geboren oder immigr.<1950","2008","Realschule","Westdeutschland","3234","0.943803427735446","0.93605317513375","0.951553680337141"
"in Deutschland geboren oder immigr.<1950","2008","Realschule","Ostdeutschland","1747","","",""
"in Deutschland geboren oder immigr.<1950","2008","(Fach-)Abitur","Westdeutschland","1477","","",""
"in Deutschland geboren oder immigr.<1950","2008","(Fach-)Abitur","Ostdeutschland","357","0.974272441586481","0.958008084723823","0.99053679844914"
"in Deutschland geboren oder immigr.<1950","2008","AkademikerIn","Westdeutschland","2663","","",""
"in Deutschland geboren oder immigr.<1950","2008","AkademikerIn","Ostdeutschland","1216","","",""
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","Westdeutschland","124","","",""
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht in Deutschland geboren","2008","Hauptschule","Westdeutschland","880","0.17073875085235","0.160919422635885","0.180558079068815"
"nicht in Deutschland geboren","2008","Hauptschule","Ostdeutschland","37","0.0291459163939322","0.0196164879336939","0.0386753448541704"
"nicht in Deutschland geboren","2008","Realschule","Westdeutschland","158","","",""
"nicht in Deutschland geboren","2008","Realschule","Ostdeutschland","7","0.00358826133166234","0.000789958276303285","0.00638656438702139"
"nicht in Deutschland geboren","2008","(Fach-)Abitur","Westdeutschland","333","0.225684726627183","0.206426388792841","0.244943064461526"
"nicht in Deutschland geboren","2008","(Fach-)Abitur","Ostdeutschland","7","0.0257275584135185","0.00946320155086034","0.0419919152761767"
"nicht in Deutschland geboren","2008","AkademikerIn","Westdeutschland","287","","",""
"nicht in Deutschland geboren","2008","AkademikerIn","Ostdeutschland","26","","",""
"in Deutschland geboren oder immigr.<1950","2009","(noch) kein Abschluss","Westdeutschland","459","0.704534725964493","0.667371514719232","0.741697937209755"
"in Deutschland geboren oder immigr.<1950","2009","(noch) kein Abschluss","Ostdeutschland","98","1","1","1"
"in Deutschland geboren oder immigr.<1950","2009","Hauptschule","Westdeutschland","4370","0.835284223233279","0.82511816793342","0.845450278533138"
"in Deutschland geboren oder immigr.<1950","2009","Hauptschule","Ostdeutschland","1087","","",""
"in Deutschland geboren oder immigr.<1950","2009","Realschule","Westdeutschland","3025","0.948904881493654","0.941227633042192","0.956582129945116"
"in Deutschland geboren oder immigr.<1950","2009","Realschule","Ostdeutschland","1664","","",""
"in Deutschland geboren oder immigr.<1950","2009","(Fach-)Abitur","Westdeutschland","1369","","",""
"in Deutschland geboren oder immigr.<1950","2009","(Fach-)Abitur","Ostdeutschland","341","0.979649424124284","0.964793247672153","0.994505600576416"
"in Deutschland geboren oder immigr.<1950","2009","AkademikerIn","Westdeutschland","2562","","",""
"in Deutschland geboren oder immigr.<1950","2009","AkademikerIn","Ostdeutschland","1181","","",""
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","Westdeutschland","120","","",""
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht in Deutschland geboren","2009","Hauptschule","Westdeutschland","744","0.164715776766721","0.154549721466862","0.17488183206658"
"nicht in Deutschland geboren","2009","Hauptschule","Ostdeutschland","34","0.0277064377827037","0.0180984081046394","0.037314467460768"
"nicht in Deutschland geboren","2009","Realschule","Westdeutschland","135","","",""
"nicht in Deutschland geboren","2009","Realschule","Ostdeutschland","7","0.00361538523793915","0.000737651139845664","0.00649311933603264"
"nicht in Deutschland geboren","2009","(Fach-)Abitur","Westdeutschland","289","","",""
"nicht in Deutschland geboren","2009","(Fach-)Abitur","Ostdeutschland","6","0.0203505758757155","0.00549439942358433","0.0352067523278468"
"nicht in Deutschland geboren","2009","AkademikerIn","Westdeutschland","266","","",""
"nicht in Deutschland geboren","2009","AkademikerIn","Ostdeutschland","26","","",""
"in Deutschland geboren oder immigr.<1950","2010","(noch) kein Abschluss","Westdeutschland","709","0.702665549292251","0.67349200524319","0.731839093341312"
"in Deutschland geboren oder immigr.<1950","2010","(noch) kein Abschluss","Ostdeutschland","123","","",""
"in Deutschland geboren oder immigr.<1950","2010","Hauptschule","Westdeutschland","5148","0.813175228976656","0.803586988194014","0.822763469759299"
"in Deutschland geboren oder immigr.<1950","2010","Hauptschule","Ostdeutschland","1129","","",""
"in Deutschland geboren oder immigr.<1950","2010","Realschule","Westdeutschland","4372","0.945345776270439","0.938789226489628","0.95190232605125"
"in Deutschland geboren oder immigr.<1950","2010","Realschule","Ostdeutschland","2201","","",""
"in Deutschland geboren oder immigr.<1950","2010","(Fach-)Abitur","Westdeutschland","2017","","",""
"in Deutschland geboren oder immigr.<1950","2010","(Fach-)Abitur","Ostdeutschland","474","0.967707855578898","0.952182055271508","0.983233655886288"
"in Deutschland geboren oder immigr.<1950","2010","AkademikerIn","Westdeutschland","3477","0.845548201183372","0.834320981378233","0.856775420988511"
"in Deutschland geboren oder immigr.<1950","2010","AkademikerIn","Ostdeutschland","1358","","",""
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","Westdeutschland","234","","",""
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","Ostdeutschland","1","","",""
"nicht in Deutschland geboren","2010","Hauptschule","Westdeutschland","1200","","",""
