year,pgisced97,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91782,694,740,0.89801,0.93762
1994,Second Stage of Tertiary Education,female,Not born in Germany,0.08218,46,740,0.06238,0.10199
1995,No answer / don't know,male,Born in Germany or immigrated <1950,0.66515,68,117,0.57927,0.75103
1995,No answer / don't know,male,Not born in Germany,0.33485,49,117,0.24897,0.42073
1995,No answer / don't know,female,Born in Germany or immigrated <1950,0.58207,82,149,0.50261,0.66153
1995,No answer / don't know,female,Not born in Germany,0.41793,67,149,0.33847,0.49739
1995,Pre-primary Level,male,Born in Germany or immigrated <1950,0.83167,121,121,0.76473,0.89862
1995,Pre-primary Level,female,Born in Germany or immigrated <1950,0.90217,128,128,0.85050,0.95384
1995,Primary Level,male,Born in Germany or immigrated <1950,0.33075,33,212,0.26726,0.39423
1995,Primary Level,male,Not born in Germany,0.66925,179,212,0.60577,0.73274
1995,Primary Level,female,Born in Germany or immigrated <1950,0.28132,42,322,0.23213,0.33051
1995,Primary Level,female,Not born in Germany,0.71868,280,322,0.66949,0.76787
1995,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74100,503,869,0.71185,0.77014
1995,Lower Secondary Level,male,Not born in Germany,0.25900,366,869,0.22986,0.28815
1995,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.85002,1209,1623,0.83264,0.86739
1995,Lower Secondary Level,female,Not born in Germany,0.14998,414,1623,0.13261,0.16736
1995,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88715,2827,3391,0.87650,0.89780
1995,Upper Secondary Level,male,Not born in Germany,0.11285,564,3391,0.10220,0.12350
1995,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90657,2913,3336,0.89669,0.91645
1995,Upper Secondary Level,female,Not born in Germany,0.09343,423,3336,0.08355,0.10331
1995,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77752,168,249,0.72576,0.82929
1995,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22248,81,249,0.17071,0.27424
1995,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.75841,149,221,0.70185,0.81498
1995,Post-secondary Non-tertiary Level,female,Not born in Germany,0.24159,72,221,0.18502,0.29815
1995,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.90765,438,474,0.88156,0.93374
1995,First Stage of Tertiary Education,male,Not born in Germany,0.09235,36,474,0.06626,0.11844
1995,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.90991,261,261,0.87511,0.94471
1995,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.86404,843,955,0.84229,0.88579
1995,Second Stage of Tertiary Education,male,Not born in Germany,0.13596,112,955,0.11421,0.15771
1995,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88113,718,798,0.85866,0.90360
1995,Second Stage of Tertiary Education,female,Not born in Germany,0.11887,80,798,0.09640,0.14134
1996,No answer / don't know,male,Born in Germany or immigrated <1950,0.65189,73,119,0.56594,0.73784
1996,No answer / don't know,male,Not born in Germany,0.34811,46,119,0.26216,0.43406
1996,No answer / don't know,female,Born in Germany or immigrated <1950,0.61247,86,142,0.53205,0.69288
1996,No answer / don't know,female,Not born in Germany,0.38753,56,142,0.30712,0.46795
1996,Pre-primary Level,male,Born in Germany or immigrated <1950,0.83998,120,120,0.77410,0.90585
1996,Pre-primary Level,female,Born in Germany or immigrated <1950,0.93160,144,144,0.89022,0.97297
1996,Primary Level,male,Not born in Germany,0.68517,171,171,0.61535,0.75499
1996,Primary Level,female,Born in Germany or immigrated <1950,0.29523,40,291,0.24273,0.34773
1996,Primary Level,female,Not born in Germany,0.70477,251,291,0.65227,0.75727
1996,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74063,495,822,0.71065,0.77061
1996,Lower Secondary Level,male,Not born in Germany,0.25937,327,822,0.22939,0.28935
1996,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.84583,1165,1563,0.82792,0.86374
1996,Lower Secondary Level,female,Not born in Germany,0.15417,398,1563,0.13626,0.17208
1996,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89034,2804,3335,0.87974,0.90095
1996,Upper Secondary Level,male,Not born in Germany,0.10966,531,3335,0.09905,0.12026
1996,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90566,2882,3284,0.89566,0.91565
1996,Upper Secondary Level,female,Not born in Germany,0.09434,402,3284,0.08435,0.10434
1996,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.79743,168,239,0.74636,0.84849
1996,Post-secondary Non-tertiary Level,male,Not born in Germany,0.20257,71,239,0.15151,0.25364
1996,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.76906,161,232,0.71471,0.82341
1996,Post-secondary Non-tertiary Level,female,Not born in Germany,0.23094,71,232,0.17659,0.28529
1996,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.90457,436,473,0.87806,0.93108
1996,First Stage of Tertiary Education,male,Not born in Germany,0.09543,37,473,0.06892,0.12194
1996,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91224,267,267,0.87824,0.94624
1996,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.86723,859,966,0.84582,0.88864
1996,Second Stage of Tertiary Education,male,Not born in Germany,0.13277,107,966,0.11136,0.15418
1996,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87792,720,798,0.85519,0.90065
1996,Second Stage of Tertiary Education,female,Not born in Germany,0.12208,78,798,0.09935,0.14481
1997,No answer / don't know,male,Born in Germany or immigrated <1950,0.72108,78,120,0.64050,0.80165
1997,No answer / don't know,male,Not born in Germany,0.27892,42,120,0.19835,0.35950
1997,No answer / don't know,female,Born in Germany or immigrated <1950,0.68431,92,147,0.60892,0.75970
1997,No answer / don't know,female,Not born in Germany,0.31569,55,147,0.24030,0.39108
1997,Pre-primary Level,male,Born in Germany or immigrated <1950,0.87987,142,142,0.82621,0.93354
1997,Pre-primary Level,female,Born in Germany or immigrated <1950,0.91849,145,145,0.87380,0.96318
1997,Primary Level,male,Born in Germany or immigrated <1950,0.33197,31,192,0.26518,0.39876
1997,Primary Level,male,Not born in Germany,0.66803,161,192,0.60124,0.73482
1997,Primary Level,female,Born in Germany or immigrated <1950,0.26979,38,272,0.21694,0.32263
1997,Primary Level,female,Not born in Germany,0.73021,234,272,0.67737,0.78306
1997,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74114,510,828,0.71129,0.77100
1997,Lower Secondary Level,male,Not born in Germany,0.25886,318,828,0.22900,0.28871
1997,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.84154,1128,1501,0.82306,0.86002
1997,Lower Secondary Level,female,Not born in Germany,0.15846,373,1501,0.13998,0.17694
1997,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88731,2729,3239,0.87641,0.89820
1997,Upper Secondary Level,male,Not born in Germany,0.11269,510,3239,0.10180,0.12359
1997,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90563,2855,3242,0.89557,0.91570
1997,Upper Secondary Level,female,Not born in Germany,0.09437,387,3242,0.08430,0.10443
1997,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.80915,169,232,0.75847,0.85983
1997,Post-secondary Non-tertiary Level,male,Not born in Germany,0.19085,63,232,0.14017,0.24153
1997,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.77250,154,219,0.71685,0.82815
1997,Post-secondary Non-tertiary Level,female,Not born in Germany,0.22750,65,219,0.17185,0.28315
1997,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.91547,439,473,0.89037,0.94056
1997,First Stage of Tertiary Education,male,Not born in Germany,0.08453,34,473,0.05944,0.10963
1997,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.92270,261,261,0.89023,0.95516
1997,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.86529,860,968,0.84378,0.88681
1997,Second Stage of Tertiary Education,male,Not born in Germany,0.13471,108,968,0.11319,0.15622
1997,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88943,726,799,0.86767,0.91119
1997,Second Stage of Tertiary Education,female,Not born in Germany,0.11057,73,799,0.08881,0.13233
1998,No answer / don't know,male,Born in Germany or immigrated <1950,0.83245,229,288,0.78924,0.87566
1998,No answer / don't know,male,Not born in Germany,0.16755,59,288,0.12434,0.21076
1998,No answer / don't know,female,Born in Germany or immigrated <1950,0.80148,245,317,0.75750,0.84546
1998,No answer / don't know,female,Not born in Germany,0.19852,72,317,0.15454,0.24250
1998,Pre-primary Level,male,Born in Germany or immigrated <1950,0.88261,146,146,0.83022,0.93501
1998,Pre-primary Level,female,Born in Germany or immigrated <1950,0.91978,158,158,0.87729,0.96227
1998,Primary Level,male,Born in Germany or immigrated <1950,0.33627,38,186,0.26819,0.40435
1998,Primary Level,male,Not born in Germany,0.66373,148,186,0.59565,0.73181
1998,Primary Level,female,Born in Germany or immigrated <1950,0.27465,45,260,0.22029,0.32901
1998,Primary Level,female,Not born in Germany,0.72535,215,260,0.67099,0.77971
1998,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.75284,619,920,0.72495,0.78073
1998,Lower Secondary Level,male,Not born in Germany,0.24716,301,920,0.21927,0.27505
1998,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.84575,1262,1619,0.82816,0.86335
1998,Lower Secondary Level,female,Not born in Germany,0.15425,357,1619,0.13665,0.17184
1998,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89274,3035,3515,0.88251,0.90297
1998,Upper Secondary Level,male,Not born in Germany,0.10726,480,3515,0.09703,0.11749
1998,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.91380,3144,3508,0.90451,0.92309
1998,Upper Secondary Level,female,Not born in Germany,0.08620,364,3508,0.07691,0.09549
1998,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77831,177,240,0.72565,0.83098
1998,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22169,63,240,0.16902,0.27435
1998,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.77062,195,265,0.71990,0.82133
1998,Post-secondary Non-tertiary Level,female,Not born in Germany,0.22938,70,265,0.17867,0.28010
1998,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93165,466,497,0.90944,0.95385
1998,First Stage of Tertiary Education,male,Not born in Germany,0.06835,31,497,0.04615,0.09056
1998,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91802,301,301,0.88697,0.94906
1998,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.87840,966,1079,0.85889,0.89791
1998,Second Stage of Tertiary Education,male,Not born in Germany,0.12160,113,1079,0.10209,0.14111
1998,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.89093,813,890,0.87044,0.91142
1998,Second Stage of Tertiary Education,female,Not born in Germany,0.10907,77,890,0.08858,0.12956
1999,No answer / don't know,male,Born in Germany or immigrated <1950,0.69181,89,131,0.61244,0.77119
1999,No answer / don't know,male,Not born in Germany,0.30819,42,131,0.22881,0.38756
1999,No answer / don't know,female,Born in Germany or immigrated <1950,0.70958,109,154,0.63765,0.78151
1999,No answer / don't know,female,Not born in Germany,0.29042,45,154,0.21849,0.36235
1999,Pre-primary Level,male,Born in Germany or immigrated <1950,0.93107,148,148,0.89011,0.97202
1999,Pre-primary Level,female,Born in Germany or immigrated <1950,0.93300,147,147,0.89245,0.97356
1999,Primary Level,male,Born in Germany or immigrated <1950,0.35891,41,176,0.28783,0.42998
1999,Primary Level,male,Not born in Germany,0.64109,135,176,0.57002,0.71217
1999,Primary Level,female,Born in Germany or immigrated <1950,0.26177,46,251,0.20727,0.31626
1999,Primary Level,female,Not born in Germany,0.73823,205,251,0.68374,0.79273
1999,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74945,598,879,0.72079,0.77812
1999,Lower Secondary Level,male,Not born in Germany,0.25055,281,879,0.22188,0.27921
1999,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.84910,1230,1560,0.83133,0.86687
1999,Lower Secondary Level,female,Not born in Germany,0.15090,330,1560,0.13313,0.16867
1999,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89454,3017,3465,0.88431,0.90476
1999,Upper Secondary Level,male,Not born in Germany,0.10546,448,3465,0.09524,0.11569
1999,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.91596,3125,3466,0.90672,0.92519
1999,Upper Secondary Level,female,Not born in Germany,0.08404,341,3466,0.07481,0.09328
1999,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.80734,180,236,0.75691,0.85776
1999,Post-secondary Non-tertiary Level,male,Not born in Germany,0.19266,56,236,0.14224,0.24309
1999,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.75455,198,267,0.70283,0.80627
1999,Post-secondary Non-tertiary Level,female,Not born in Germany,0.24545,69,267,0.19373,0.29717
1999,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93656,457,457,0.91419,0.95893
1999,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91914,305,305,0.88850,0.94979
1999,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.88157,971,1078,0.86227,0.90087
1999,Second Stage of Tertiary Education,male,Not born in Germany,0.11843,107,1078,0.09913,0.13773
1999,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.89494,809,881,0.87468,0.91520
1999,Second Stage of Tertiary Education,female,Not born in Germany,0.10506,72,881,0.08480,0.12532
2000,Pre-primary Level,male,Born in Germany or immigrated <1950,0.84161,200,236,0.79493,0.88829
2000,Pre-primary Level,male,Not born in Germany,0.15839,36,236,0.11171,0.20507
2000,Pre-primary Level,female,Born in Germany or immigrated <1950,0.91981,237,237,0.88516,0.95446
2000,Primary Level,male,Born in Germany or immigrated <1950,0.39546,58,169,0.32152,0.46940
2000,Primary Level,male,Not born in Germany,0.60454,111,169,0.53060,0.67848
2000,Primary Level,female,Born in Germany or immigrated <1950,0.27519,61,235,0.21797,0.33242
2000,Primary Level,female,Not born in Germany,0.72481,174,235,0.66758,0.78203
2000,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.73963,815,1155,0.71431,0.76495
2000,Lower Secondary Level,male,Not born in Germany,0.26037,340,1155,0.23505,0.28569
2000,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.82286,1887,2398,0.80757,0.83814
2000,Lower Secondary Level,female,Not born in Germany,0.17714,511,2398,0.16186,0.19243
2000,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89908,5568,6268,0.89162,0.90654
2000,Upper Secondary Level,male,Not born in Germany,0.10092,700,6268,0.09346,0.10838
2000,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92303,6003,6531,0.91656,0.92949
2000,Upper Secondary Level,female,Not born in Germany,0.07697,528,6531,0.07051,0.08344
2000,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77556,374,506,0.73917,0.81195
2000,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22444,132,506,0.18805,0.26083
2000,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.77488,472,612,0.74176,0.80800
2000,Post-secondary Non-tertiary Level,female,Not born in Germany,0.22512,140,612,0.19200,0.25824
2000,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.90950,979,1074,0.89234,0.92667
2000,First Stage of Tertiary Education,male,Not born in Germany,0.09050,95,1074,0.07333,0.10766
2000,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87796,711,808,0.85538,0.90055
2000,First Stage of Tertiary Education,female,Not born in Germany,0.12204,97,808,0.09945,0.14462
2000,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.88936,1957,2159,0.87612,0.90259
2000,Second Stage of Tertiary Education,male,Not born in Germany,0.11064,202,2159,0.09741,0.12388
2000,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.86132,1461,1657,0.84468,0.87797
2000,Second Stage of Tertiary Education,female,Not born in Germany,0.13868,196,1657,0.12203,0.15532
2001,No answer / don't know,male,Born in Germany or immigrated <1950,0.81939,51,51,0.71276,0.92602
2001,No answer / don't know,female,Born in Germany or immigrated <1950,0.68765,42,42,0.54579,0.82951
2001,Pre-primary Level,male,Born in Germany or immigrated <1950,0.85752,228,228,0.81205,0.90300
2001,Pre-primary Level,female,Born in Germany or immigrated <1950,0.92592,266,266,0.89439,0.95745
2001,Primary Level,male,Born in Germany or immigrated <1950,0.43994,50,133,0.35526,0.52462
2001,Primary Level,male,Not born in Germany,0.56006,83,133,0.47538,0.64474
2001,Primary Level,female,Born in Germany or immigrated <1950,0.33154,54,180,0.26257,0.40051
2001,Primary Level,female,Not born in Germany,0.66846,126,180,0.59949,0.73743
2001,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.72655,697,999,0.69889,0.75420
2001,Lower Secondary Level,male,Not born in Germany,0.27345,302,999,0.24580,0.30111
2001,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.80995,1613,2083,0.79310,0.82680
2001,Lower Secondary Level,female,Not born in Germany,0.19005,470,2083,0.17320,0.20690
2001,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.90178,5024,5641,0.89401,0.90955
2001,Upper Secondary Level,male,Not born in Germany,0.09822,617,5641,0.09045,0.10599
2001,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92443,5465,5935,0.91771,0.93116
2001,Upper Secondary Level,female,Not born in Germany,0.07557,470,5935,0.06884,0.08229
2001,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.77354,354,478,0.73598,0.81110
2001,Post-secondary Non-tertiary Level,male,Not born in Germany,0.22646,124,478,0.18890,0.26402
2001,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.78654,460,588,0.75339,0.81969
2001,Post-secondary Non-tertiary Level,female,Not born in Germany,0.21346,128,588,0.18031,0.24661
2001,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.91447,881,963,0.89680,0.93214
2001,First Stage of Tertiary Education,male,Not born in Germany,0.08553,82,963,0.06786,0.10320
2001,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.89024,631,712,0.86726,0.91322
2001,First Stage of Tertiary Education,female,Not born in Germany,0.10976,81,712,0.08678,0.13274
2001,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89122,1810,1994,0.87755,0.90489
2001,Second Stage of Tertiary Education,male,Not born in Germany,0.10878,184,1994,0.09511,0.12245
2001,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.85940,1379,1556,0.84212,0.87668
2001,Second Stage of Tertiary Education,female,Not born in Germany,0.14060,177,1556,0.12332,0.15788
2002,No answer / don't know,male,Born in Germany or immigrated <1950,0.80056,83,83,0.71408,0.88705
2002,No answer / don't know,female,Born in Germany or immigrated <1950,0.83973,71,71,0.75379,0.92567
2002,Pre-primary Level,male,Born in Germany or immigrated <1950,0.85577,269,269,0.81371,0.89784
2002,Pre-primary Level,female,Born in Germany or immigrated <1950,0.86818,291,291,0.82924,0.90712
2002,Primary Level,male,Born in Germany or immigrated <1950,0.44027,45,118,0.35032,0.53022
2002,Primary Level,male,Not born in Germany,0.55973,73,118,0.46978,0.64968
2002,Primary Level,female,Born in Germany or immigrated <1950,0.34329,53,169,0.27149,0.41509
2002,Primary Level,female,Not born in Germany,0.65671,116,169,0.58491,0.72851
2002,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.72175,667,946,0.69317,0.75032
2002,Lower Secondary Level,male,Not born in Germany,0.27825,279,946,0.24968,0.30683
2002,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.80589,1515,1945,0.78830,0.82347
2002,Lower Secondary Level,female,Not born in Germany,0.19411,430,1945,0.17653,0.21170
2002,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.90215,4994,5563,0.89434,0.90996
2002,Upper Secondary Level,male,Not born in Germany,0.09785,569,5563,0.09004,0.10566
2002,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92391,5569,6021,0.91721,0.93061
2002,Upper Secondary Level,female,Not born in Germany,0.07609,452,6021,0.06939,0.08279
2002,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.74559,378,493,0.70710,0.78407
2002,Post-secondary Non-tertiary Level,male,Not born in Germany,0.25441,115,493,0.21593,0.29290
2002,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.77583,544,672,0.74428,0.80739
2002,Post-secondary Non-tertiary Level,female,Not born in Germany,0.22417,128,672,0.19261,0.25572
2002,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.91286,928,1009,0.89545,0.93027
2002,First Stage of Tertiary Education,male,Not born in Germany,0.08714,81,1009,0.06973,0.10455
2002,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88585,656,733,0.86281,0.90888
2002,First Stage of Tertiary Education,female,Not born in Germany,0.11415,77,733,0.09112,0.13719
2002,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89690,2402,2602,0.88522,0.90859
2002,Second Stage of Tertiary Education,male,Not born in Germany,0.10310,200,2602,0.09141,0.11478
2002,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.85089,1764,1957,0.83510,0.86667
2002,Second Stage of Tertiary Education,female,Not born in Germany,0.14911,193,1957,0.13333,0.16490
2003,No answer / don't know,male,Born in Germany or immigrated <1950,0.82205,105,105,0.74854,0.89556
2003,No answer / don't know,female,Born in Germany or immigrated <1950,0.83305,104,104,0.76103,0.90507
2003,Pre-primary Level,male,Born in Germany or immigrated <1950,0.85238,274,274,0.81030,0.89446
2003,Pre-primary Level,female,Born in Germany or immigrated <1950,0.89149,293,293,0.85582,0.92716
2003,Primary Level,male,Born in Germany or immigrated <1950,0.49811,48,110,0.40424,0.59198
2003,Primary Level,male,Not born in Germany,0.50189,62,110,0.40802,0.59576
2003,Primary Level,female,Born in Germany or immigrated <1950,0.36306,56,163,0.28901,0.43712
2003,Primary Level,female,Not born in Germany,0.63694,107,163,0.56288,0.71099
2003,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.73923,655,909,0.71067,0.76779
2003,Lower Secondary Level,male,Not born in Germany,0.26077,254,909,0.23221,0.28933
2003,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.80279,1420,1825,0.78453,0.82106
2003,Lower Secondary Level,female,Not born in Germany,0.19721,405,1825,0.17894,0.21547
2003,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89850,4779,5321,0.89039,0.90662
2003,Upper Secondary Level,male,Not born in Germany,0.10150,542,5321,0.09338,0.10961
2003,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92191,5358,5785,0.91500,0.92883
2003,Upper Secondary Level,female,Not born in Germany,0.07809,427,5785,0.07117,0.08500
2003,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.75421,372,480,0.71566,0.79277
2003,Post-secondary Non-tertiary Level,male,Not born in Germany,0.24579,108,480,0.20723,0.28434
2003,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.79385,554,672,0.76324,0.82446
2003,Post-secondary Non-tertiary Level,female,Not born in Germany,0.20615,118,672,0.17554,0.23676
2003,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.92466,906,976,0.90809,0.94123
2003,First Stage of Tertiary Education,male,Not born in Germany,0.07534,70,976,0.05877,0.09191
2003,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88580,639,711,0.86241,0.90920
2003,First Stage of Tertiary Education,female,Not born in Germany,0.11420,72,711,0.09080,0.13759
2003,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89114,2274,2458,0.87883,0.90346
2003,Second Stage of Tertiary Education,male,Not born in Germany,0.10886,184,2458,0.09654,0.12117
2003,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.85376,1710,1896,0.83785,0.86967
2003,Second Stage of Tertiary Education,female,Not born in Germany,0.14624,186,1896,0.13033,0.16215
2004,No answer / don't know,male,Born in Germany or immigrated <1950,0.81071,122,122,0.74091,0.88051
2004,No answer / don't know,female,Born in Germany or immigrated <1950,0.87842,112,112,0.81762,0.93921
2004,Pre-primary Level,male,Born in Germany or immigrated <1950,0.84772,281,281,0.80564,0.88981
2004,Pre-primary Level,female,Born in Germany or immigrated <1950,0.86930,296,330,0.83288,0.90573
2004,Pre-primary Level,female,Not born in Germany,0.13070,34,330,0.09427,0.16712
2004,Primary Level,male,Born in Germany or immigrated <1950,0.51519,45,102,0.41772,0.61266
2004,Primary Level,male,Not born in Germany,0.48481,57,102,0.38734,0.58228
2004,Primary Level,female,Born in Germany or immigrated <1950,0.36696,55,155,0.29084,0.44309
2004,Primary Level,female,Not born in Germany,0.63304,100,155,0.55691,0.70916
2004,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74994,610,836,0.72057,0.77932
2004,Lower Secondary Level,male,Not born in Germany,0.25006,226,836,0.22068,0.27943
2004,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.79313,1347,1738,0.77408,0.81218
2004,Lower Secondary Level,female,Not born in Germany,0.20687,391,1738,0.18782,0.22592
2004,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89389,4621,5158,0.88548,0.90229
2004,Upper Secondary Level,male,Not born in Germany,0.10611,537,5158,0.09771,0.11452
2004,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.92120,5213,5623,0.91416,0.92825
2004,Upper Secondary Level,female,Not born in Germany,0.07880,410,5623,0.07175,0.08584
2004,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.75655,376,481,0.71815,0.79494
2004,Post-secondary Non-tertiary Level,male,Not born in Germany,0.24345,105,481,0.20506,0.28185
2004,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.79359,559,676,0.76306,0.82413
2004,Post-secondary Non-tertiary Level,female,Not born in Germany,0.20641,117,676,0.17587,0.23694
2004,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.92399,871,935,0.90699,0.94098
2004,First Stage of Tertiary Education,male,Not born in Germany,0.07601,64,935,0.05902,0.09301
2004,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.87655,631,706,0.85227,0.90083
2004,First Stage of Tertiary Education,female,Not born in Germany,0.12345,75,706,0.09917,0.14773
2004,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.89173,2237,2418,0.87935,0.90412
2004,Second Stage of Tertiary Education,male,Not born in Germany,0.10827,181,2418,0.09588,0.12065
2004,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.86079,1700,1877,0.84512,0.87645
2004,Second Stage of Tertiary Education,female,Not born in Germany,0.13921,177,1877,0.12355,0.15488
2005,No answer / don't know,male,Born in Germany or immigrated <1950,0.83647,142,142,0.77542,0.89752
2005,No answer / don't know,female,Born in Germany or immigrated <1950,0.85030,130,130,0.78873,0.91186
2005,Pre-primary Level,male,Born in Germany or immigrated <1950,0.90632,286,286,0.87249,0.94015
2005,Pre-primary Level,female,Born in Germany or immigrated <1950,0.88541,309,340,0.85150,0.91932
2005,Pre-primary Level,female,Not born in Germany,0.11459,31,340,0.08068,0.14850
2005,Primary Level,male,Born in Germany or immigrated <1950,0.56176,47,102,0.46500,0.65853
2005,Primary Level,male,Not born in Germany,0.43824,55,102,0.34147,0.53500
2005,Primary Level,female,Born in Germany or immigrated <1950,0.33593,50,144,0.25852,0.41335
2005,Primary Level,female,Not born in Germany,0.66407,94,144,0.58665,0.74148
2005,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.74033,568,774,0.70943,0.77124
