year,bula_h,migback,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Schleswig-Holstein,Direct migration background,Not born in Germany,0.96164,34,34,0.89611,1.02717
1995,Hamburg,No migration background,Born in Germany or immigrated <1950,0.88375,97,97,0.81963,0.94787
1995,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.82449,798,798,0.79808,0.85090
1995,Lower Saxony,Direct migration background,Not born in Germany,0.86823,210,210,0.82237,0.91409
1995,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.27069,35,35,0.12134,0.42004
1995,Bremen,No migration background,Born in Germany or immigrated <1950,0.95072,72,72,0.90037,1.00107
1995,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83020,1742,1742,0.81256,0.84783
1995,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.93269,689,689,0.91397,0.95141
1995,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.37222,152,152,0.29512,0.44932
1995,Hesse,No migration background,Born in Germany or immigrated <1950,0.86321,577,577,0.83515,0.89127
1995,Hesse,Direct migration background,Not born in Germany,0.93786,318,318,0.91129,0.96444
1995,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.28453,49,49,0.15689,0.41217
1995,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.82905,517,517,0.79657,0.86153
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.87146,180,180,0.82243,0.92049
1995,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82226,987,987,0.79840,0.84612
1995,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.96279,678,678,0.94853,0.97705
1995,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.31805,126,126,0.23641,0.39970
1995,Bavaria,No migration background,Born in Germany or immigrated <1950,0.82912,1216,1216,0.80796,0.85029
1995,Bavaria,Direct migration background,Not born in Germany,0.96778,395,395,0.95035,0.98522
1995,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.35764,78,78,0.25058,0.46470
1995,Berlin,No migration background,Born in Germany or immigrated <1950,0.85343,454,454,0.82086,0.88600
1995,Berlin,Direct migration background,Not born in Germany,0.95639,98,98,0.91575,0.99704
1995,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.83005,569,569,0.79917,0.86094
1995,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.81524,401,401,0.77721,0.85327
1995,Saxony,No migration background,Born in Germany or immigrated <1950,0.82359,1052,1052,0.80055,0.84664
1995,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.84460,653,653,0.81679,0.87241
1995,Thuringa,No migration background,Born in Germany or immigrated <1950,0.80410,624,624,0.77294,0.83527
1996,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.78757,245,245,0.73624,0.83889
1996,Hamburg,No migration background,Born in Germany or immigrated <1950,0.88648,95,95,0.82235,0.95061
1996,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83107,813,813,0.80530,0.85685
1996,Lower Saxony,Direct migration background,Not born in Germany,0.87247,194,194,0.82541,0.91953
1996,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.27776,35,35,0.12721,0.42832
1996,Bremen,No migration background,Born in Germany or immigrated <1950,0.95406,70,70,0.90466,1.00346
1996,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83247,1735,1735,0.81489,0.85005
1996,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.94006,657,657,0.92190,0.95823
1996,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.40790,162,162,0.33198,0.48381
1996,Hesse,No migration background,Born in Germany or immigrated <1950,0.85835,563,563,0.82952,0.88718
1996,Hesse,Direct migration background,Not born in Germany,0.96110,291,291,0.93885,0.98336
1996,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.26143,54,54,0.14313,0.37973
1996,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.83364,507,507,0.80119,0.86609
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.86448,168,168,0.81257,0.91639
1996,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82127,951,951,0.79691,0.84563
1996,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.96304,621,621,0.94818,0.97789
1996,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.31449,132,132,0.23497,0.39400
1996,Bavaria,No migration background,Born in Germany or immigrated <1950,0.83351,1194,1194,0.81237,0.85465
1996,Bavaria,Direct migration background,Not born in Germany,0.96030,380,380,0.94064,0.97996
1996,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.38456,86,86,0.28114,0.48799
1996,Berlin,No migration background,Born in Germany or immigrated <1950,0.85689,442,442,0.82421,0.88958
1996,Berlin,Direct migration background,Not born in Germany,0.95271,81,81,0.90620,0.99923
1996,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.83177,577,577,0.80122,0.86232
1996,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.82761,387,387,0.78993,0.86530
1996,Saxony,No migration background,Born in Germany or immigrated <1950,0.82505,1060,1060,0.80217,0.84793
1996,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.84307,638,638,0.81483,0.87132
1996,Thuringa,No migration background,Born in Germany or immigrated <1950,0.80911,631,631,0.77843,0.83980
1997,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.78635,241,241,0.73449,0.83820
1997,Hamburg,No migration background,Born in Germany or immigrated <1950,0.90304,94,94,0.84290,0.96318
1997,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.82706,800,800,0.80083,0.85328
1997,Lower Saxony,Direct migration background,Not born in Germany,0.87952,190,190,0.83311,0.92593
1997,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.41092,47,47,0.26874,0.55311
1997,Bremen,No migration background,Born in Germany or immigrated <1950,0.95131,70,70,0.90052,1.00209
1997,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83564,1728,1728,0.81816,0.85311
1997,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.93552,609,609,0.91600,0.95504
1997,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.43853,170,170,0.36372,0.51334
1997,Hesse,No migration background,Born in Germany or immigrated <1950,0.85257,523,523,0.82216,0.88299
1997,Hesse,Direct migration background,Not born in Germany,0.97609,273,273,0.95794,0.99425
1997,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.30080,51,51,0.17368,0.42792
1997,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.84573,522,522,0.81471,0.87675
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.88702,173,173,0.83971,0.93433
1997,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.81859,943,943,0.79398,0.84320
1997,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.95570,618,618,0.93946,0.97194
1997,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.33915,145,145,0.26182,0.41647
1997,Bavaria,No migration background,Born in Germany or immigrated <1950,0.82323,1189,1189,0.80154,0.84492
1997,Bavaria,Direct migration background,Not born in Germany,0.97151,349,349,0.95404,0.98899
1997,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.42499,85,85,0.31928,0.53071
1997,Berlin,No migration background,Born in Germany or immigrated <1950,0.86191,424,424,0.82903,0.89479
1997,Berlin,Direct migration background,Not born in Germany,0.95147,70,70,0.90077,1.00218
1997,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.84848,577,577,0.81919,0.87776
1997,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.84418,375,375,0.80743,0.88094
1997,Saxony,No migration background,Born in Germany or immigrated <1950,0.83261,1042,1042,0.80994,0.85529
1997,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.86166,632,632,0.83472,0.88860
1997,Thuringa,No migration background,Born in Germany or immigrated <1950,0.79524,631,631,0.76373,0.82676
1998,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.80498,312,312,0.76095,0.84902
1998,Hamburg,No migration background,Born in Germany or immigrated <1950,0.88537,125,125,0.82930,0.94145
1998,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.82836,965,965,0.80456,0.85216
1998,Lower Saxony,Direct migration background,Not born in Germany,0.86951,184,184,0.82070,0.91831
1998,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.36068,48,48,0.22340,0.49797
1998,Bremen,No migration background,Born in Germany or immigrated <1950,0.95307,80,80,0.90644,0.99971
1998,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83877,2067,2067,0.82291,0.85463
1998,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.92822,606,606,0.90765,0.94879
1998,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.42404,168,168,0.34909,0.49900
1998,Hesse,No migration background,Born in Germany or immigrated <1950,0.84231,617,617,0.81353,0.87109
1998,Hesse,Direct migration background,Not born in Germany,0.97198,268,268,0.95218,0.99177
1998,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.38665,62,62,0.26444,0.50886
1998,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.84823,616,616,0.81987,0.87659
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.90235,171,171,0.85773,0.94697
1998,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82771,1075,1075,0.80512,0.85030
1998,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.96292,588,588,0.94764,0.97821
1998,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.39931,153,153,0.32145,0.47717
1998,Bavaria,No migration background,Born in Germany or immigrated <1950,0.83430,1441,1441,0.81509,0.85350
1998,Bavaria,Direct migration background,Not born in Germany,0.97394,348,348,0.95718,0.99070
1998,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.39257,82,82,0.28623,0.49892
1998,Berlin,No migration background,Born in Germany or immigrated <1950,0.87441,454,454,0.84389,0.90492
1998,Berlin,Direct migration background,Not born in Germany,0.91983,56,56,0.84806,0.99160
1998,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.84620,599,599,0.81729,0.87512
1998,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.82530,397,397,0.78790,0.86270
1998,Saxony,No migration background,Born in Germany or immigrated <1950,0.83320,1137,1137,0.81152,0.85488
1998,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.86494,656,656,0.83877,0.89112
1998,Thuringa,No migration background,Born in Germany or immigrated <1950,0.81134,705,705,0.78244,0.84024
1999,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.80078,294,294,0.75505,0.84652
1999,Hamburg,No migration background,Born in Germany or immigrated <1950,0.87771,107,107,0.81534,0.94008
1999,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83435,939,939,0.81056,0.85814
1999,Lower Saxony,Direct migration background,Not born in Germany,0.87802,177,177,0.82967,0.92637
1999,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.42627,50,50,0.28780,0.56474
1999,Bremen,No migration background,Born in Germany or immigrated <1950,0.96202,71,71,0.91724,1.00680
1999,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.84024,1968,1968,0.82405,0.85643
1999,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.93114,564,564,0.91022,0.95206
1999,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.42550,165,165,0.34982,0.50117
1999,Hesse,No migration background,Born in Germany or immigrated <1950,0.83954,606,606,0.81030,0.86879
1999,Hesse,Direct migration background,Not born in Germany,0.96810,230,230,0.94534,0.99086
1999,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.44766,59,59,0.31968,0.57563
1999,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.85610,602,602,0.82803,0.88416
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.90971,151,151,0.86384,0.95557
1999,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82566,1016,1016,0.80232,0.84900
1999,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.98360,549,549,0.97297,0.99424
1999,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.39523,163,163,0.31994,0.47052
1999,Bavaria,No migration background,Born in Germany or immigrated <1950,0.83817,1388,1388,0.81879,0.85756
1999,Bavaria,Direct migration background,Not born in Germany,0.96844,319,319,0.94923,0.98766
1999,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.44445,86,86,0.33881,0.55009
1999,Berlin,No migration background,Born in Germany or immigrated <1950,0.86544,444,444,0.83366,0.89722
1999,Berlin,Direct migration background,Not born in Germany,0.90411,48,48,0.81993,0.98829
1999,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.84172,578,578,0.81193,0.87150
1999,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.83924,390,390,0.80274,0.87574
1999,Saxony,No migration background,Born in Germany or immigrated <1950,0.84729,1112,1112,0.82614,0.86844
1999,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.87672,657,657,0.85156,0.90188
1999,Thuringa,No migration background,Born in Germany or immigrated <1950,0.81998,694,694,0.79138,0.84859
2000,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.83470,635,635,0.80578,0.86361
2000,Schleswig-Holstein,Direct migration background,Not born in Germany,0.92870,66,66,0.86615,0.99126
2000,Hamburg,No migration background,Born in Germany or immigrated <1950,0.87924,260,260,0.83956,0.91893
2000,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83133,1720,1720,0.81363,0.84903
2000,Lower Saxony,Direct migration background,Not born in Germany,0.86062,247,247,0.81734,0.90390
2000,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.35754,59,59,0.23420,0.48089
2000,Bremen,No migration background,Born in Germany or immigrated <1950,0.89453,149,149,0.84504,0.94402
2000,Bremen,Direct migration background,Not born in Germany,0.91735,33,33,0.82194,1.01275
2000,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.85044,4019,4019,0.83941,0.86146
2000,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.91028,895,895,0.89155,0.92902
2000,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.42502,227,227,0.36057,0.48947
2000,Hesse,No migration background,Born in Germany or immigrated <1950,0.84053,1230,1230,0.82006,0.86100
2000,Hesse,Direct migration background,Not born in Germany,0.91543,360,360,0.88665,0.94421
2000,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.41590,81,81,0.30789,0.52391
2000,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.83520,1183,1183,0.81405,0.85635
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.87133,240,240,0.82888,0.91378
2000,"Rhineland-Palatinate, Saarland",Indirect migration background,Born in Germany or immigrated <1950,0.29471,39,39,0.14975,0.43967
2000,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82293,1963,1963,0.80604,0.83982
2000,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.93398,764,764,0.91636,0.95160
2000,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.42719,230,230,0.36312,0.49126
2000,Bavaria,No migration background,Born in Germany or immigrated <1950,0.84564,2805,2805,0.83227,0.85901
2000,Bavaria,Direct migration background,Not born in Germany,0.95399,456,456,0.93474,0.97324
2000,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.44750,112,112,0.35500,0.54000
2000,Berlin,No migration background,Born in Germany or immigrated <1950,0.85036,712,712,0.82414,0.87658
2000,Berlin,Direct migration background,Not born in Germany,0.91121,74,74,0.84596,0.97646
2000,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.86382,993,993,0.84248,0.88516
2000,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.85066,547,547,0.82077,0.88056
2000,Saxony,No migration background,Born in Germany or immigrated <1950,0.84021,1730,1730,0.82294,0.85749
2000,Saxony,Direct migration background,Not born in Germany,0.87428,39,39,0.76887,0.97969
2000,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.87490,1016,1016,0.85454,0.89525
2000,Saxony-Anhalt,Direct migration background,Not born in Germany,0.95187,38,38,0.88290,1.02084
2000,Thuringa,No migration background,Born in Germany or immigrated <1950,0.84931,1027,1027,0.82742,0.87120
2001,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.84035,578,578,0.81046,0.87024
2001,Schleswig-Holstein,Direct migration background,Not born in Germany,0.93228,60,60,0.86817,0.99640
2001,Hamburg,No migration background,Born in Germany or immigrated <1950,0.89128,239,239,0.85174,0.93083
2001,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83305,1571,1571,0.81461,0.85150
2001,Lower Saxony,Direct migration background,Not born in Germany,0.91364,231,231,0.87734,0.94994
2001,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.30097,51,51,0.17383,0.42810
2001,Bremen,No migration background,Born in Germany or immigrated <1950,0.90816,124,124,0.85712,0.95920
2001,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.84905,3627,3627,0.83740,0.86070
2001,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.92020,795,795,0.90135,0.93905
2001,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.42661,225,225,0.36184,0.49138
2001,Hesse,No migration background,Born in Germany or immigrated <1950,0.83499,1104,1104,0.81308,0.85690
2001,Hesse,Direct migration background,Not born in Germany,0.95296,303,303,0.92908,0.97684
2001,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.43116,75,75,0.31832,0.54399
2001,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.82204,1099,1099,0.79942,0.84466
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.90174,221,221,0.86241,0.94108
2001,"Rhineland-Palatinate, Saarland",Indirect migration background,Born in Germany or immigrated <1950,0.28152,33,33,0.12570,0.43735
2001,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82879,1749,1749,0.81113,0.84645
2001,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.94458,656,656,0.92706,0.96210
2001,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.38625,195,195,0.31774,0.45477
2001,Bavaria,No migration background,Born in Germany or immigrated <1950,0.85524,2512,2512,0.84148,0.86900
2001,Bavaria,Direct migration background,Not born in Germany,0.96422,415,415,0.94633,0.98211
2001,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.41903,112,112,0.32724,0.51082
2001,Berlin,No migration background,Born in Germany or immigrated <1950,0.85934,693,693,0.83344,0.88525
2001,Berlin,Direct migration background,Not born in Germany,0.90279,67,67,0.83131,0.97426
2001,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.86621,936,936,0.84439,0.88803
2001,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.85250,496,496,0.82126,0.88374
2001,Saxony,No migration background,Born in Germany or immigrated <1950,0.85094,1602,1602,0.83350,0.86839
2001,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.87207,964,964,0.85097,0.89317
2001,Thuringa,No migration background,Born in Germany or immigrated <1950,0.86604,947,947,0.84434,0.88775
2002,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.84884,639,639,0.82104,0.87663
2002,Schleswig-Holstein,Direct migration background,Not born in Germany,0.93071,67,67,0.86945,0.99198
2002,Hamburg,No migration background,Born in Germany or immigrated <1950,0.90038,294,294,0.86608,0.93467
2002,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83813,1715,1715,0.82069,0.85556
2002,Lower Saxony,Direct migration background,Not born in Germany,0.92601,212,212,0.89069,0.96133
2002,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.30478,51,51,0.17718,0.43237
2002,Bremen,No migration background,Born in Germany or immigrated <1950,0.90913,147,147,0.86251,0.95575
2002,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.85001,3877,3877,0.83877,0.86125
2002,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.93536,766,766,0.91793,0.95278
2002,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.45231,227,227,0.38741,0.51720
2002,Hesse,No migration background,Born in Germany or immigrated <1950,0.83030,1277,1277,0.80970,0.85090
2002,Hesse,Direct migration background,Not born in Germany,0.95886,292,292,0.93604,0.98168
2002,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.36193,70,70,0.24854,0.47532
2002,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.82183,1126,1126,0.79947,0.84419
2002,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.93086,214,214,0.89679,0.96493
2002,"Rhineland-Palatinate, Saarland",Indirect migration background,Born in Germany or immigrated <1950,0.29328,36,36,0.14245,0.44411
2002,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82720,1971,1971,0.81051,0.84390
2002,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.94368,625,625,0.92559,0.96177
2002,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.41850,204,204,0.35064,0.48636
2002,Bavaria,No migration background,Born in Germany or immigrated <1950,0.84764,2754,2754,0.83421,0.86106
2002,Bavaria,Direct migration background,Not born in Germany,0.97152,397,397,0.95514,0.98790
2002,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.39786,105,105,0.30379,0.49193
2002,Berlin,No migration background,Born in Germany or immigrated <1950,0.88489,722,722,0.86160,0.90819
2002,Berlin,Direct migration background,Not born in Germany,0.89339,71,71,0.82110,0.96569
2002,Berlin,Indirect migration background,Born in Germany or immigrated <1950,0.30791,35,35,0.15274,0.46308
2002,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.87427,947,947,0.85314,0.89539
2002,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.85721,500,500,0.82651,0.88790
2002,Saxony,No migration background,Born in Germany or immigrated <1950,0.85971,1612,1612,0.84275,0.87667
2002,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.87377,935,935,0.85247,0.89507
2002,Thuringa,No migration background,Born in Germany or immigrated <1950,0.85915,945,945,0.83695,0.88134
2003,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.85365,593,593,0.82518,0.88212
2003,Schleswig-Holstein,Direct migration background,Not born in Germany,0.91122,63,63,0.84042,0.98202
2003,Hamburg,No migration background,Born in Germany or immigrated <1950,0.88724,263,263,0.84894,0.92554
2003,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.84905,1654,1654,0.83179,0.86631
2003,Lower Saxony,Direct migration background,Not born in Germany,0.93157,207,207,0.89709,0.96605
2003,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.30293,46,46,0.16866,0.43719
2003,Bremen,No migration background,Born in Germany or immigrated <1950,0.90983,146,146,0.86321,0.95645
2003,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.84493,3735,3735,0.83332,0.85654
2003,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.93709,711,711,0.91923,0.95495
2003,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.45914,222,222,0.39344,0.52484
2003,Hesse,No migration background,Born in Germany or immigrated <1950,0.83568,1182,1182,0.81454,0.85681
2003,Hesse,Direct migration background,Not born in Germany,0.94473,250,250,0.91635,0.97311
2003,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.39128,66,66,0.27263,0.50993
2003,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.83825,1116,1116,0.81663,0.85986
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.96718,195,195,0.94210,0.99225
2003,"Rhineland-Palatinate, Saarland",Indirect migration background,Born in Germany or immigrated <1950,0.37104,42,42,0.22317,0.51892
2003,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82389,1902,1902,0.80677,0.84102
2003,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.94326,587,587,0.92453,0.96199
2003,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.43089,198,198,0.36173,0.50004
2003,Bavaria,No migration background,Born in Germany or immigrated <1950,0.84612,2611,2611,0.83228,0.85996
2003,Bavaria,Direct migration background,Not born in Germany,0.97671,393,393,0.96178,0.99164
2003,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.43360,122,122,0.34530,0.52190
2003,Berlin,No migration background,Born in Germany or immigrated <1950,0.88287,720,720,0.85936,0.90637
2003,Berlin,Direct migration background,Not born in Germany,0.96905,67,67,0.92726,1.01083
2003,Berlin,Indirect migration background,Born in Germany or immigrated <1950,0.33624,36,36,0.17972,0.49275
2003,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.87752,925,925,0.85638,0.89866
2003,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.86337,508,508,0.83347,0.89326
2003,Saxony,No migration background,Born in Germany or immigrated <1950,0.86224,1576,1576,0.84521,0.87926
2003,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.87229,904,904,0.85052,0.89406
2003,Thuringa,No migration background,Born in Germany or immigrated <1950,0.87123,935,935,0.84975,0.89272
2004,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.86096,594,594,0.83312,0.88881
2004,Schleswig-Holstein,Direct migration background,Not born in Germany,0.93844,62,62,0.87813,0.99876
2004,Hamburg,No migration background,Born in Germany or immigrated <1950,0.89783,263,263,0.86116,0.93451
2004,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.84421,1628,1628,0.82658,0.86183
2004,Lower Saxony,Direct migration background,Not born in Germany,0.94509,208,208,0.91406,0.97613
2004,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.30307,49,49,0.17306,0.43309
2004,Bremen,No migration background,Born in Germany or immigrated <1950,0.91567,141,141,0.86964,0.96170
2004,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.85104,3634,3634,0.83946,0.86261
2004,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.95457,688,688,0.93899,0.97014
2004,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.48604,221,221,0.42000,0.55209
2004,Hesse,No migration background,Born in Germany or immigrated <1950,0.82152,1132,1132,0.79920,0.84384
2004,Hesse,Direct migration background,Not born in Germany,0.94397,240,240,0.91481,0.97312
2004,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.41900,70,70,0.30258,0.53542
2004,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.84436,1068,1068,0.82261,0.86611
2004,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.96085,193,193,0.93341,0.98828
2004,"Rhineland-Palatinate, Saarland",Indirect migration background,Born in Germany or immigrated <1950,0.39254,44,44,0.24658,0.53849
2004,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82383,1840,1840,0.80642,0.84125
2004,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.96369,564,564,0.94824,0.97914
