year,hhtyp,quintil_oecd_hh,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Couple with children,2nd Quintile,Yes,0.13610,134,1143,0.11622,0.15599
2018,Couple with children,2nd Quintile,No,0.86390,1009,1143,0.84401,0.88378
2018,Couple with children,3rd Quintile,Yes,0.15142,178,1093,0.13016,0.17268
2018,Couple with children,3rd Quintile,No,0.84858,915,1093,0.82732,0.86984
2018,Couple with children,4th Quintile,Yes,0.18983,218,1043,0.16602,0.21364
2018,Couple with children,4th Quintile,No,0.81017,825,1043,0.78636,0.83398
2018,Couple with children,5th Quintile,Yes,0.28696,249,909,0.25754,0.31638
2018,Couple with children,5th Quintile,No,0.71304,660,909,0.68362,0.74246
2018,Multi-generational household,1st Quintile,No,0.99187,38,38,0.96294,1.02080
2018,Other Combinations,1st Quintile,No,0.97340,66,66,0.93429,1.01252
2018,Other Combinations,2nd Quintile,No,0.97759,46,46,0.93434,1.02084
2018,Other Combinations,3rd Quintile,No,0.94002,35,35,0.86021,1.01984
2018,Other Combinations,5th Quintile,No,0.73293,32,32,0.57719,0.88868
2019,Single-person household,1st Quintile,No,0.97074,919,919,0.95983,0.98164
2019,Single-person household,2nd Quintile,No,0.95625,661,661,0.94065,0.97186
2019,Single-person household,3rd Quintile,No,0.95956,569,569,0.94336,0.97576
2019,Single-person household,4th Quintile,Yes,0.06866,45,559,0.04768,0.08965
2019,Single-person household,4th Quintile,No,0.93134,514,559,0.91035,0.95232
2019,Single-person household,5th Quintile,Yes,0.08327,38,475,0.05840,0.10815
2019,Single-person household,5th Quintile,No,0.91673,437,475,0.89185,0.94160
2019,Couple without children,1st Quintile,No,0.92945,357,357,0.90285,0.95605
2019,Couple without children,2nd Quintile,Yes,0.08899,49,687,0.06768,0.11030
2019,Couple without children,2nd Quintile,No,0.91101,638,687,0.88970,0.93232
2019,Couple without children,3rd Quintile,Yes,0.10016,76,728,0.07834,0.12198
2019,Couple without children,3rd Quintile,No,0.89984,652,728,0.87802,0.92166
2019,Couple without children,4th Quintile,Yes,0.13647,111,852,0.11340,0.15953
2019,Couple without children,4th Quintile,No,0.86353,741,852,0.84047,0.88660
2019,Couple without children,5th Quintile,Yes,0.16788,214,1215,0.14686,0.18891
2019,Couple without children,5th Quintile,No,0.83212,1001,1215,0.81109,0.85314
2019,Single parent,1st Quintile,No,0.97394,442,442,0.95907,0.98881
2019,Single parent,2nd Quintile,No,0.94205,314,314,0.91616,0.96793
2019,Single parent,3rd Quintile,No,0.94386,203,203,0.91212,0.97561
2019,Single parent,4th Quintile,No,0.74934,125,125,0.67305,0.82562
2019,Single parent,5th Quintile,No,0.85268,67,67,0.76717,0.93819
2019,Couple with children,1st Quintile,No,0.94484,554,554,0.92582,0.96387
2019,Couple with children,2nd Quintile,Yes,0.11425,98,861,0.09299,0.13551
2019,Couple with children,2nd Quintile,No,0.88575,763,861,0.86449,0.90701
2019,Couple with children,3rd Quintile,Yes,0.15967,150,923,0.13602,0.18331
2019,Couple with children,3rd Quintile,No,0.84033,773,923,0.81669,0.86398
2019,Couple with children,4th Quintile,Yes,0.19773,200,858,0.17106,0.22439
2019,Couple with children,4th Quintile,No,0.80227,658,858,0.77561,0.82894
2019,Couple with children,5th Quintile,Yes,0.29375,223,793,0.26202,0.32547
2019,Couple with children,5th Quintile,No,0.70625,570,793,0.67453,0.73798
2019,Multi-generational household,1st Quintile,No,0.99244,34,34,0.96288,1.02199
2019,Other Combinations,1st Quintile,No,0.97053,32,32,0.91099,1.03006
2019,Other Combinations,3rd Quintile,No,0.96313,38,38,0.90241,1.02385
2020,Single-person household,1st Quintile,Yes,0.03409,53,1485,0.02486,0.04333
2020,Single-person household,1st Quintile,No,0.96591,1432,1485,0.95667,0.97514
2020,Single-person household,2nd Quintile,Yes,0.03313,34,995,0.02200,0.04425
2020,Single-person household,2nd Quintile,No,0.96687,961,995,0.95575,0.97800
2020,Single-person household,3rd Quintile,Yes,0.07208,50,721,0.05319,0.09097
2020,Single-person household,3rd Quintile,No,0.92792,671,721,0.90903,0.94681
2020,Single-person household,4th Quintile,Yes,0.07076,49,659,0.05117,0.09035
2020,Single-person household,4th Quintile,No,0.92924,610,659,0.90965,0.94883
2020,Single-person household,5th Quintile,Yes,0.08588,67,701,0.06513,0.10664
2020,Single-person household,5th Quintile,No,0.91412,634,701,0.89336,0.93487
2020,Couple without children,1st Quintile,No,0.96102,502,502,0.94407,0.97797
2020,Couple without children,2nd Quintile,Yes,0.07583,64,866,0.05819,0.09347
2020,Couple without children,2nd Quintile,No,0.92417,802,866,0.90653,0.94181
2020,Couple without children,3rd Quintile,Yes,0.14875,106,881,0.12524,0.17226
2020,Couple without children,3rd Quintile,No,0.85125,775,881,0.82774,0.87476
2020,Couple without children,4th Quintile,Yes,0.12820,129,1013,0.10761,0.14880
2020,Couple without children,4th Quintile,No,0.87180,884,1013,0.85120,0.89239
2020,Couple without children,5th Quintile,Yes,0.17450,349,1729,0.15661,0.19240
2020,Couple without children,5th Quintile,No,0.82550,1380,1729,0.80760,0.84339
2020,Single parent,1st Quintile,No,0.96073,450,450,0.94276,0.97870
2020,Single parent,2nd Quintile,No,0.95210,349,349,0.92966,0.97454
2020,Single parent,3rd Quintile,No,0.88097,216,216,0.83769,0.92426
2020,Single parent,4th Quintile,No,0.78898,125,125,0.71716,0.86080
2020,Single parent,5th Quintile,No,0.90789,94,94,0.84912,0.96666
2020,Couple with children,1st Quintile,No,0.96980,797,797,0.95791,0.98169
2020,Couple with children,2nd Quintile,Yes,0.11407,108,1000,0.09436,0.13379
2020,Couple with children,2nd Quintile,No,0.88593,892,1000,0.86621,0.90564
2020,Couple with children,3rd Quintile,Yes,0.18808,172,974,0.16353,0.21263
2020,Couple with children,3rd Quintile,No,0.81192,802,974,0.78737,0.83647
2020,Couple with children,4th Quintile,Yes,0.23644,228,969,0.20968,0.26321
2020,Couple with children,4th Quintile,No,0.76356,741,969,0.73679,0.79032
2020,Couple with children,5th Quintile,Yes,0.29172,335,1127,0.26517,0.31827
2020,Couple with children,5th Quintile,No,0.70828,792,1127,0.68173,0.73483
2020,Multi-generational household,1st Quintile,No,0.89127,42,42,0.79598,0.98656
2020,Other Combinations,1st Quintile,No,0.97343,87,87,0.93944,1.00742
2020,Other Combinations,2nd Quintile,No,0.92178,63,63,0.85494,0.98862
2020,Other Combinations,3rd Quintile,No,0.86944,49,49,0.77413,0.96476
2020,Other Combinations,4th Quintile,No,0.81067,36,36,0.68088,0.94046
2020,Other Combinations,5th Quintile,No,0.80612,36,36,0.67514,0.93709
2021,Single-person household,1st Quintile,No,0.96608,747,747,0.95309,0.97907
2021,Single-person household,2nd Quintile,No,0.94927,525,525,0.93048,0.96806
2021,Single-person household,3rd Quintile,No,0.95506,477,477,0.93644,0.97367
2021,Single-person household,4th Quintile,Yes,0.08591,43,461,0.06030,0.11152
2021,Single-person household,4th Quintile,No,0.91409,418,461,0.88848,0.93970
2021,Single-person household,5th Quintile,Yes,0.07679,40,486,0.05309,0.10049
2021,Single-person household,5th Quintile,No,0.92321,446,486,0.89951,0.94691
2021,Couple without children,1st Quintile,No,0.92396,288,288,0.89330,0.95463
2021,Couple without children,2nd Quintile,Yes,0.09770,51,508,0.07186,0.12355
2021,Couple without children,2nd Quintile,No,0.90230,457,508,0.87645,0.92814
2021,Couple without children,3rd Quintile,Yes,0.08553,54,525,0.06158,0.10948
2021,Couple without children,3rd Quintile,No,0.91447,471,525,0.89052,0.93842
2021,Couple without children,4th Quintile,Yes,0.14257,87,644,0.11555,0.16960
2021,Couple without children,4th Quintile,No,0.85743,557,644,0.83040,0.88445
2021,Couple without children,5th Quintile,Yes,0.17717,226,1130,0.15490,0.19944
2021,Couple without children,5th Quintile,No,0.82283,904,1130,0.80056,0.84510
2021,Single parent,1st Quintile,No,0.92852,238,238,0.89572,0.96132
2021,Single parent,2nd Quintile,No,0.96740,243,243,0.94502,0.98977
2021,Single parent,3rd Quintile,No,0.84164,114,114,0.77433,0.90896
2021,Single parent,4th Quintile,No,0.80836,98,98,0.73004,0.88669
2021,Single parent,5th Quintile,No,0.88700,60,60,0.80621,0.96778
2021,Couple with children,1st Quintile,No,0.93714,355,355,0.91186,0.96243
2021,Couple with children,2nd Quintile,Yes,0.10460,61,584,0.07976,0.12945
2021,Couple with children,2nd Quintile,No,0.89540,523,584,0.87055,0.92024
2021,Couple with children,3rd Quintile,Yes,0.18104,101,625,0.15083,0.21125
2021,Couple with children,3rd Quintile,No,0.81896,524,625,0.78875,0.84917
2021,Couple with children,4th Quintile,Yes,0.25700,161,619,0.22255,0.29145
2021,Couple with children,4th Quintile,No,0.74300,458,619,0.70855,0.77745
2021,Couple with children,5th Quintile,Yes,0.29570,201,685,0.26150,0.32990
2021,Couple with children,5th Quintile,No,0.70430,484,685,0.67010,0.73850
2021,Other Combinations,1st Quintile,No,0.99750,43,43,0.98239,1.01261
2021,Other Combinations,2nd Quintile,No,0.92595,40,40,0.84377,1.00813
2021,Other Combinations,3rd Quintile,No,0.90367,39,39,0.80986,0.99748
2021,Other Combinations,4th Quintile,No,0.83172,36,36,0.70778,0.95566
2021,Other Combinations,5th Quintile,No,0.89052,39,39,0.79124,0.98980
2022,No answer / don't know,1st Quintile,No,0.85874,157,157,0.80409,0.91340
2022,No answer / don't know,2nd Quintile,No,0.90699,89,89,0.84630,0.96767
2022,No answer / don't know,3rd Quintile,No,0.78460,42,42,0.65876,0.91044
2022,No answer / don't know,4th Quintile,No,0.77600,40,40,0.64515,0.90685
2022,Single-person household,Not included in this version of the questionnaire,No,0.94827,98,98,0.90420,0.99235
2022,Single-person household,1st Quintile,Yes,0.04862,54,1374,0.03725,0.06000
2022,Single-person household,1st Quintile,No,0.95138,1320,1374,0.94000,0.96275
2022,Single-person household,2nd Quintile,Yes,0.05327,66,1096,0.03997,0.06657
2022,Single-person household,2nd Quintile,No,0.94673,1030,1096,0.93343,0.96003
2022,Single-person household,3rd Quintile,Yes,0.08654,81,1023,0.06930,0.10378
2022,Single-person household,3rd Quintile,No,0.91346,942,1023,0.89622,0.93070
2022,Single-person household,4th Quintile,Yes,0.09824,86,986,0.07965,0.11683
2022,Single-person household,4th Quintile,No,0.90176,900,986,0.88317,0.92035
2022,Single-person household,5th Quintile,Yes,0.14551,143,982,0.12345,0.16758
2022,Single-person household,5th Quintile,No,0.85449,839,982,0.83242,0.87655
2022,Couple without children,1st Quintile,Yes,0.11491,79,899,0.09405,0.13576
2022,Couple without children,1st Quintile,No,0.88509,820,899,0.86424,0.90595
2022,Couple without children,2nd Quintile,Yes,0.15588,137,1052,0.13395,0.17781
2022,Couple without children,2nd Quintile,No,0.84412,915,1052,0.82219,0.86605
2022,Couple without children,3rd Quintile,Yes,0.13521,139,1030,0.11431,0.15610
2022,Couple without children,3rd Quintile,No,0.86479,891,1030,0.84390,0.88569
2022,Couple without children,4th Quintile,Yes,0.17399,176,1093,0.15151,0.19648
2022,Couple without children,4th Quintile,No,0.82601,917,1093,0.80352,0.84849
2022,Couple without children,5th Quintile,Yes,0.21927,387,1606,0.19903,0.23951
2022,Couple without children,5th Quintile,No,0.78073,1219,1606,0.76049,0.80097
2022,Single parent,1st Quintile,No,0.96892,312,312,0.94964,0.98821
2022,Single parent,2nd Quintile,No,0.93707,310,310,0.91000,0.96415
2022,Single parent,3rd Quintile,No,0.88310,192,192,0.83753,0.92866
2022,Single parent,4th Quintile,No,0.75534,136,136,0.68283,0.82786
2022,Single parent,5th Quintile,No,0.76944,83,83,0.67828,0.86061
2022,Couple with children,1st Quintile,Yes,0.16751,188,1104,0.14548,0.18955
2022,Couple with children,1st Quintile,No,0.83249,916,1104,0.81045,0.85452
2022,Couple with children,2nd Quintile,Yes,0.16873,174,1066,0.14624,0.19122
2022,Couple with children,2nd Quintile,No,0.83127,892,1066,0.80878,0.85376
2022,Couple with children,3rd Quintile,Yes,0.22990,230,946,0.20307,0.25672
2022,Couple with children,3rd Quintile,No,0.77010,716,946,0.74328,0.79693
2022,Couple with children,4th Quintile,Yes,0.26769,308,1026,0.24059,0.29480
2022,Couple with children,4th Quintile,No,0.73231,718,1026,0.70520,0.75941
2022,Couple with children,5th Quintile,Yes,0.27823,342,997,0.25040,0.30607
2022,Couple with children,5th Quintile,No,0.72177,655,997,0.69393,0.74960
2022,Other Combinations,1st Quintile,Yes,0.16428,96,606,0.13475,0.19380
2022,Other Combinations,1st Quintile,No,0.83572,510,606,0.80620,0.86525
2022,Other Combinations,2nd Quintile,Yes,0.13976,32,197,0.09121,0.18830
2022,Other Combinations,2nd Quintile,No,0.86024,165,197,0.81170,0.90879
2022,Other Combinations,3rd Quintile,No,0.91907,96,96,0.86423,0.97392
2022,Other Combinations,4th Quintile,No,0.89872,70,70,0.82754,0.96991
2022,Other Combinations,5th Quintile,No,0.87397,70,70,0.79566,0.95228
