year,pgisced97,sampreg,plh0110,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2021,Lower Secondary Level,West,Very important,0.03638731693929612,506,16145,0.036341570378511254,0.03643306350008099
2021,Lower Secondary Level,West,Important,0.02975104402738626,400,16145,0.0297095366898894,0.02979255136488312
2021,Lower Secondary Level,West,Less important,0.01092984963044947,148,16145,0.010904448513144533,0.010955250747754408
2021,Lower Secondary Level,West,Unimportant,0.0061406254934818294,89,16145,0.006121540107222639,0.00615971087974102
2021,Lower Secondary Level,East,Very important,0.0041670155858956545,85,16145,0.004151278004298228,0.004182753167493081
2021,Lower Secondary Level,East,Important,0.004045264076767405,83,16145,0.0040297571613374964,0.004060770992197313
2021,Lower Secondary Level,East,Less important,0.0018298371681225347,34,16145,0.0018193962018400824,0.001840278134404987
2021,Upper Secondary Level,West,Very important,0.16115820228025388,2412,16145,0.16106837703385776,0.16124802752665
2021,Upper Secondary Level,West,Important,0.13279320064426256,1824,16145,0.13271029550839453,0.1328761057801306
2021,Upper Secondary Level,West,Less important,0.054859242899297014,640,16145,0.05480361337713054,0.054914872421463486
2021,Upper Secondary Level,West,Unimportant,0.03163059570887562,365,16145,0.0315878387907438,0.03167335262700745
2021,Upper Secondary Level,East,Very important,0.03841533974267437,777,16145,0.03836838512794559,0.03846229435740316
2021,Upper Secondary Level,East,Important,0.033151733257855365,571,16145,0.03310799469992927,0.03319547181578146
2021,Upper Secondary Level,East,Less important,0.011185697147088901,169,16145,0.011160003776731011,0.011211390517446792
2021,Upper Secondary Level,East,Unimportant,0.005409004493901725,81,16145,0.005391085521046215,0.0054269234667572355
2021,Post-secondary Non-tertiary Level,West,Very important,0.035841378138550345,666,16145,0.035795963195520246,0.035886793081580444
2021,Post-secondary Non-tertiary Level,West,Important,0.02604242625253964,398,16145,0.026003517893037013,0.026081334612042265
2021,Post-secondary Non-tertiary Level,West,Less important,0.01401003525701533,156,16145,0.013981321630942664,0.014038748883087995
2021,Post-secondary Non-tertiary Level,West,Unimportant,0.005499343134877582,84,16145,0.005481275965111371,0.005517410304643792
2021,Post-secondary Non-tertiary Level,East,Very important,0.004948717137961458,102,16145,0.004931573569491279,0.004965860706431638
2021,Post-secondary Non-tertiary Level,East,Important,0.0039418030265986805,76,16145,0.003926494901764303,0.003957111151433058
2021,First Stage of Tertiary Education,West,Very important,0.021220451868499707,347,16145,0.021185243010760836,0.02125566072623858
2021,First Stage of Tertiary Education,West,Important,0.018126015885371275,246,16145,0.018093423868716745,0.018158607902025805
2021,First Stage of Tertiary Education,West,Less important,0.0066679727385735256,82,16145,0.006648089995256373,0.006687855481890678
2021,First Stage of Tertiary Education,West,Unimportant,0.003992713537052559,47,16145,0.003977307266765582,0.004008119807339536
2021,First Stage of Tertiary Education,East,Very important,0.006570482196596328,145,16145,0.006550744369947223,0.006590220023245432
2021,First Stage of Tertiary Education,East,Important,0.006760514605671947,91,16145,0.006740495298435641,0.006780533912908253
2021,Second Stage of Tertiary Education,West,Very important,0.09798850898987245,2094,16145,0.0979158773602042,0.0980611406195407
2021,Second Stage of Tertiary Education,West,Important,0.07169552849436911,1274,16145,0.07163250195883238,0.07175855502990584
2021,Second Stage of Tertiary Education,West,Less important,0.03141818457540157,468,16145,0.031375566790031784,0.03146080236077135
2021,Second Stage of Tertiary Education,West,Unimportant,0.022412626052938756,287,16145,0.022376463728071633,0.022448788377805878
2021,Second Stage of Tertiary Education,East,Very important,0.02543364058589647,644,16145,0.02539517767472967,0.025472103497063272
2021,Second Stage of Tertiary Education,East,Important,0.013758422670045798,335,16145,0.013729964422278588,0.013786880917813008
2021,Second Stage of Tertiary Education,East,Less important,0.004709288402325235,90,16145,0.004692562683236784,0.004726014121413685
2021,Second Stage of Tertiary Education,East,Unimportant,0.002762207475072341,49,16145,0.0027493853593732504,0.0027750295907714314
