,Unnamed: 0,year,bula_h,hhtyp,pet_fish,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
319,319,2021,Berlin,Couple with children,No,1.0,115,10232,0.7689,1.27309
320,320,2021,Brandenburg,Single-person household,No,1.0,117,10232,0.8418,1.19345
321,321,2021,Brandenburg,Couple without children,No,1.0,158,10232,0.83482,1.2052
322,322,2021,Brandenburg,Single parent,No,1.0,37,10232,0.66787,1.34931
323,323,2021,Brandenburg,Couple with children,No,1.0,98,10232,0.68727,1.3108
324,324,2021,Mecklenburg-Western Pomerania,Single-person household,No,1.0,82,10232,0.79956,1.20238
325,325,2021,Mecklenburg-Western Pomerania,Couple without children,No,1.0,80,10232,0.73647,1.30959
326,326,2021,Mecklenburg-Western Pomerania,Couple with children,No,1.0,49,10232,0.63721,1.41594
327,327,2021,Saxony,Single-person household,No,1.0,188,10232,0.85909,1.11922
328,328,2021,Saxony,Couple without children,No,1.0,256,10232,0.83233,1.15249
329,329,2021,Saxony,Single parent,No,1.0,71,10232,0.7121,1.32928
330,330,2021,Saxony,Couple with children,No,1.0,155,10232,0.81193,1.22757
331,331,2021,Saxony-Anhalt,Single-person household,No,1.0,113,10232,0.83174,1.15976
332,332,2021,Saxony-Anhalt,Couple without children,No,1.0,109,10232,0.76819,1.27095
333,333,2021,Saxony-Anhalt,Single parent,No,1.0,35,10232,0.6595,1.35788
334,334,2021,Saxony-Anhalt,Couple with children,No,1.0,57,10232,0.67814,1.47197
335,335,2021,Thuringa,Single-person household,No,1.0,118,10232,0.83672,1.19601
336,336,2021,Thuringa,Couple without children,No,1.0,119,10232,0.78073,1.25135
337,337,2021,Thuringa,Single parent,No,1.0,32,10232,0.62829,1.49355
338,338,2021,Thuringa,Couple with children,No,1.0,79,10232,0.70233,1.36898
