,Unnamed: 0,year,age_gr,sex,pli0094_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
340,340,2007,46-65 y.,female,Seldom,0.20932,742,20369,0.19501,0.22119
341,341,2007,46-65 y.,female,Never,0.0231,80,20369,0.01946,0.02643
342,342,2007,66 and older,male,At least once per week,0.30468,629,20369,0.28829,0.32123
343,343,2007,66 and older,male,At least once per month,0.38977,814,20369,0.37205,0.40717
344,344,2007,66 and older,male,Seldom,0.2425,462,20369,0.22605,0.25913
345,345,2007,66 and older,male,Never,0.06305,117,20369,0.05561,0.07077
346,346,2007,66 and older,female,At least once per week,0.36366,792,20369,0.34804,0.37811
347,347,2007,66 and older,female,At least once per month,0.35549,855,20369,0.33841,0.36881
348,348,2007,66 and older,female,Seldom,0.21949,502,20369,0.20841,0.23121
349,349,2007,66 and older,female,Never,0.06136,130,20369,0.05507,0.0675
350,350,2009,17-29 y.,male,At least once per week,0.74218,1019,17853,0.69182,0.79503
351,351,2009,17-29 y.,male,At least once per month,0.20161,274,17853,0.17826,0.22437
352,352,2009,17-29 y.,male,Seldom,0.05621,80,17853,0.04261,0.07154
353,353,2009,17-29 y.,female,At least once per week,0.70156,1046,17853,0.65675,0.74387
354,354,2009,17-29 y.,female,At least once per month,0.25147,329,17853,0.22325,0.27887
355,355,2009,17-29 y.,female,Seldom,0.04696,73,17853,0.03606,0.06117
356,356,2009,30-45 y.,male,At least once per week,0.46204,958,17853,0.43494,0.49122
357,357,2009,30-45 y.,male,At least once per month,0.39729,882,17853,0.37286,0.42458
358,358,2009,30-45 y.,male,Seldom,0.14067,329,17853,0.12331,0.15767
359,359,2009,30-45 y.,female,At least once per week,0.44099,1063,17853,0.41541,0.46634
360,360,2009,30-45 y.,female,At least once per month,0.40156,1012,17853,0.38145,0.42549
361,361,2009,30-45 y.,female,Seldom,0.15745,364,17853,0.14195,0.17345
362,362,2009,46-65 y.,male,At least once per week,0.29311,854,17853,0.27555,0.31113
363,363,2009,46-65 y.,male,At least once per month,0.41163,1311,17853,0.38999,0.43621
364,364,2009,46-65 y.,male,Seldom,0.26355,759,17853,0.24668,0.282
365,365,2009,46-65 y.,male,Never,0.03171,69,17853,0.02556,0.03755
366,366,2009,46-65 y.,female,At least once per week,0.32544,1053,17853,0.30787,0.34455
367,367,2009,46-65 y.,female,At least once per month,0.42574,1437,17853,0.40508,0.44792
368,368,2009,46-65 y.,female,Seldom,0.22497,734,17853,0.20908,0.24126
369,369,2009,46-65 y.,female,Never,0.02385,72,17853,0.01888,0.02917
370,370,2009,66 and older,male,At least once per week,0.29142,576,17853,0.2763,0.30685
371,371,2009,66 and older,male,At least once per month,0.37486,785,17853,0.3503,0.39742
372,372,2009,66 and older,male,Seldom,0.29393,532,17853,0.27452,0.31519
373,373,2009,66 and older,male,Never,0.03979,76,17853,0.03407,0.04712
374,374,2009,66 and older,female,At least once per week,0.32974,692,17853,0.31425,0.34585
375,375,2009,66 and older,female,At least once per month,0.35871,833,17853,0.34312,0.37626
376,376,2009,66 and older,female,Seldom,0.25641,537,17853,0.23944,0.2713
377,377,2009,66 and older,female,Never,0.05514,104,17853,0.04869,0.06246
378,378,2011,17-29 y.,male,At least once per week,0.75195,1397,28237,0.70194,0.79376
379,379,2011,17-29 y.,male,At least once per month,0.18523,350,28237,0.16224,0.20904
380,380,2011,17-29 y.,male,Seldom,0.06282,107,28237,0.0469,0.07954
381,381,2011,17-29 y.,female,At least once per week,0.71644,1611,28237,0.66926,0.76569
382,382,2011,17-29 y.,female,At least once per month,0.22368,498,28237,0.19658,0.24977
383,383,2011,17-29 y.,female,Seldom,0.05988,158,28237,0.0477,0.06962
384,384,2011,30-45 y.,male,At least once per week,0.45939,1790,28237,0.4317,0.48813
385,385,2011,30-45 y.,male,At least once per month,0.36341,1617,28237,0.34307,0.38771
386,386,2011,30-45 y.,male,Seldom,0.16327,667,28237,0.1463,0.17909
387,387,2011,30-45 y.,male,Never,0.01393,88,28237,0.01051,0.01754
388,388,2011,30-45 y.,female,At least once per week,0.47413,2809,28237,0.44723,0.49845
389,389,2011,30-45 y.,female,At least once per month,0.37319,2054,28237,0.353,0.3963
390,390,2011,30-45 y.,female,Seldom,0.13713,793,28237,0.12316,0.15112
391,391,2011,30-45 y.,female,Never,0.01555,98,28237,0.01198,0.02021
392,392,2011,46-65 y.,male,At least once per week,0.31825,1381,28237,0.30191,0.33273
393,393,2011,46-65 y.,male,At least once per month,0.38154,1736,28237,0.36296,0.40327
394,394,2011,46-65 y.,male,Seldom,0.26336,1041,28237,0.25001,0.2833
395,395,2011,46-65 y.,male,Never,0.03686,162,28237,0.03242,0.04088
396,396,2011,46-65 y.,female,At least once per week,0.34026,1690,28237,0.32363,0.35959
397,397,2011,46-65 y.,female,At least once per month,0.40748,1924,28237,0.39151,0.42694
398,398,2011,46-65 y.,female,Seldom,0.22024,1012,28237,0.20713,0.23428
399,399,2011,46-65 y.,female,Never,0.03201,149,28237,0.02727,0.03641
400,400,2011,66 and older,male,At least once per week,0.296,752,28237,0.27839,0.31041
401,401,2011,66 and older,male,At least once per month,0.36097,949,28237,0.34302,0.37948
402,402,2011,66 and older,male,Seldom,0.28453,619,28237,0.26556,0.30503
403,403,2011,66 and older,male,Never,0.0585,137,28237,0.0509,0.06605
404,404,2011,66 and older,female,At least once per week,0.32681,926,28237,0.31385,0.34125
405,405,2011,66 and older,female,At least once per month,0.34521,929,28237,0.32611,0.36441
406,406,2011,66 and older,female,Seldom,0.25749,620,28237,0.24004,0.27176
407,407,2011,66 and older,female,Never,0.07049,173,28237,0.06459,0.07654
408,408,2015,17-29 y.,male,At least once per week,0.74185,1533,26722,0.69472,0.79263
409,409,2015,17-29 y.,male,At least once per month,0.18355,403,26722,0.16232,0.21148
410,410,2015,17-29 y.,male,Seldom,0.0593,133,26722,0.04763,0.07102
411,411,2015,17-29 y.,male,Never,0.0153,39,26722,0.01136,0.02003
412,412,2015,17-29 y.,female,At least once per week,0.73374,1657,26722,0.69274,0.78134
413,413,2015,17-29 y.,female,At least once per month,0.19558,488,26722,0.16921,0.22271
414,414,2015,17-29 y.,female,Seldom,0.05872,162,26722,0.04744,0.07251
415,415,2015,17-29 y.,female,Never,0.01196,39,26722,0.00869,0.0158
416,416,2015,30-45 y.,male,At least once per week,0.47963,1555,26722,0.44609,0.51403
417,417,2015,30-45 y.,male,At least once per month,0.36324,1318,26722,0.33059,0.39901
418,418,2015,30-45 y.,male,Seldom,0.14076,551,26722,0.1254,0.15826
419,419,2015,30-45 y.,male,Never,0.01637,84,26722,0.01161,0.02083
420,420,2015,30-45 y.,female,At least once per week,0.48056,2248,26722,0.4476,0.51156
421,421,2015,30-45 y.,female,At least once per month,0.37561,1752,26722,0.3553,0.40503
422,422,2015,30-45 y.,female,Seldom,0.12501,644,26722,0.11174,0.13748
423,423,2015,30-45 y.,female,Never,0.01882,118,26722,0.01569,0.02209
424,424,2015,46-65 y.,male,At least once per week,0.31873,1391,26722,0.29977,0.3352
425,425,2015,46-65 y.,male,At least once per month,0.41025,1795,26722,0.38809,0.43483
426,426,2015,46-65 y.,male,Seldom,0.2353,942,26722,0.21991,0.25233
427,427,2015,46-65 y.,male,Never,0.03572,153,26722,0.02942,0.04188
428,428,2015,46-65 y.,female,At least once per week,0.36798,1786,26722,0.34934,0.38515
429,429,2015,46-65 y.,female,At least once per month,0.40166,1962,26722,0.38108,0.42203
430,430,2015,46-65 y.,female,Seldom,0.20187,955,26722,0.18834,0.21683
431,431,2015,46-65 y.,female,Never,0.0285,140,26722,0.02425,0.03293
432,432,2015,66 and older,male,At least once per week,0.27834,664,26722,0.26094,0.29748
433,433,2015,66 and older,male,At least once per month,0.37529,946,26722,0.35673,0.39761
434,434,2015,66 and older,male,Seldom,0.29608,655,26722,0.27869,0.3161
435,435,2015,66 and older,male,Never,0.05029,119,26722,0.04337,0.05797
436,436,2015,66 and older,female,At least once per week,0.32792,818,26722,0.30964,0.34234
437,437,2015,66 and older,female,At least once per month,0.38253,955,26722,0.36305,0.40387
438,438,2015,66 and older,female,Seldom,0.23072,581,26722,0.21423,0.24536
439,439,2015,66 and older,female,Never,0.05883,136,26722,0.05132,0.06672
440,440,2017,17-29 y.,male,At least once per week,0.75037,1584,26452,0.71381,0.79262
441,441,2017,17-29 y.,male,At least once per month,0.19799,388,26452,0.17703,0.22275
442,442,2017,17-29 y.,male,Seldom,0.05164,132,26452,0.04118,0.06313
443,443,2017,17-29 y.,female,At least once per week,0.74251,1608,26452,0.70017,0.78538
444,444,2017,17-29 y.,female,At least once per month,0.19908,449,26452,0.18007,0.2196
445,445,2017,17-29 y.,female,Seldom,0.05841,140,26452,0.0488,0.06739
446,446,2017,30-45 y.,male,At least once per week,0.51547,1397,26452,0.48059,0.54486
447,447,2017,30-45 y.,male,At least once per month,0.34318,1105,26452,0.31734,0.36852
448,448,2017,30-45 y.,male,Seldom,0.12062,478,26452,0.10747,0.13236
449,449,2017,30-45 y.,male,Never,0.02072,68,26452,0.01494,0.02974
450,450,2017,30-45 y.,female,At least once per week,0.5293,2062,26452,0.49953,0.55848
451,451,2017,30-45 y.,female,At least once per month,0.33397,1482,26452,0.30713,0.35573
452,452,2017,30-45 y.,female,Seldom,0.11795,576,26452,0.10526,0.13044
453,453,2017,30-45 y.,female,Never,0.01878,82,26452,0.01422,0.02379
454,454,2017,46-65 y.,male,At least once per week,0.35473,1568,26452,0.33909,0.37447
455,455,2017,46-65 y.,male,At least once per month,0.39538,1929,26452,0.37521,0.41442
456,456,2017,46-65 y.,male,Seldom,0.22651,1003,26452,0.2117,0.24217
457,457,2017,46-65 y.,male,Never,0.02339,116,26452,0.01789,0.02892
458,458,2017,46-65 y.,female,At least once per week,0.38341,2069,26452,0.36497,0.40225
459,459,2017,46-65 y.,female,At least once per month,0.39855,2116,26452,0.38118,0.41414
460,460,2017,46-65 y.,female,Seldom,0.18796,1020,26452,0.17716,0.2018
461,461,2017,46-65 y.,female,Never,0.03008,141,26452,0.02448,0.03753
462,462,2017,66 and older,male,At least once per week,0.31062,751,26452,0.29021,0.33069
463,463,2017,66 and older,male,At least once per month,0.38328,977,26452,0.3633,0.40857
464,464,2017,66 and older,male,Seldom,0.26155,621,26452,0.24323,0.28079
465,465,2017,66 and older,male,Never,0.04455,95,26452,0.03763,0.05273
466,466,2017,66 and older,female,At least once per week,0.35861,857,26452,0.34053,0.37992
467,467,2017,66 and older,female,At least once per month,0.36599,986,26452,0.34882,0.38659
468,468,2017,66 and older,female,Seldom,0.23022,551,26452,0.21793,0.24789
469,469,2017,66 and older,female,Never,0.04517,101,26452,0.0386,0.05173
