"corigin","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Libyen","1994","Ostdeutschland","weiblich","","","",""
"Botswana","1994","Westdeutschland","männlich","","","",""
"Botswana","1994","Westdeutschland","weiblich","","","",""
"Botswana","1994","Ostdeutschland","männlich","","","",""
"Botswana","1994","Ostdeutschland","weiblich","","","",""
"Haiti","1994","Westdeutschland","männlich","","","",""
"Haiti","1994","Westdeutschland","weiblich","","","",""
"Haiti","1994","Ostdeutschland","männlich","","","",""
"Haiti","1994","Ostdeutschland","weiblich","","","",""
"Luxemburg","1994","Westdeutschland","männlich","","","",""
"Luxemburg","1994","Westdeutschland","weiblich","","","",""
"Luxemburg","1994","Ostdeutschland","männlich","","","",""
"Luxemburg","1994","Ostdeutschland","weiblich","","","",""
"Belgien","1994","Westdeutschland","männlich","2","","",""
"Belgien","1994","Westdeutschland","weiblich","1","","",""
"Belgien","1994","Ostdeutschland","männlich","","","",""
"Belgien","1994","Ostdeutschland","weiblich","","","",""
"Niederlande","1994","Westdeutschland","männlich","4","","",""
"Niederlande","1994","Westdeutschland","weiblich","3","","",""
"Niederlande","1994","Ostdeutschland","männlich","","","",""
"Niederlande","1994","Ostdeutschland","weiblich","","","",""
"Kroatien","1994","Westdeutschland","männlich","60","0.00743044130869203","0.00488684375694852","0.00997403886043553"
"Kroatien","1994","Westdeutschland","weiblich","57","0.0060119409425727","0.00378958833112672","0.00823429355401867"
"Kroatien","1994","Ostdeutschland","männlich","","","",""
"Kroatien","1994","Ostdeutschland","weiblich","","","",""
"Bosnien/Herzegowina","1994","Westdeutschland","männlich","43","0.00461650709392835","0.00260874343466784","0.00662427075318885"
"Bosnien/Herzegowina","1994","Westdeutschland","weiblich","50","0.00449617120538163","0.00257282299077949","0.00641951941998377"
"Bosnien/Herzegowina","1994","Ostdeutschland","männlich","","","",""
"Bosnien/Herzegowina","1994","Ostdeutschland","weiblich","","","",""
"Makedonien","1994","Westdeutschland","männlich","5","","",""
"Makedonien","1994","Westdeutschland","weiblich","6","","",""
"Makedonien","1994","Ostdeutschland","männlich","","","",""
"Makedonien","1994","Ostdeutschland","weiblich","","","",""
"Slowenien","1994","Westdeutschland","männlich","13","","",""
"Slowenien","1994","Westdeutschland","weiblich","8","","",""
"Slowenien","1994","Ostdeutschland","männlich","","","",""
"Slowenien","1994","Ostdeutschland","weiblich","","","",""
"Slowakei","1994","Westdeutschland","männlich","1","","",""
"Slowakei","1994","Westdeutschland","weiblich","1","","",""
"Slowakei","1994","Ostdeutschland","männlich","","","",""
"Slowakei","1994","Ostdeutschland","weiblich","","","",""
"Paraguay","1994","Westdeutschland","männlich","2","","",""
"Paraguay","1994","Westdeutschland","weiblich","1","","",""
"Paraguay","1994","Ostdeutschland","männlich","","","",""
"Paraguay","1994","Ostdeutschland","weiblich","","","",""
"Guinea","1994","Westdeutschland","männlich","","","",""
"Guinea","1994","Westdeutschland","weiblich","","","",""
"Guinea","1994","Ostdeutschland","männlich","","","",""
"Guinea","1994","Ostdeutschland","weiblich","","","",""
"Kuwait","1994","Westdeutschland","männlich","","","",""
"Kuwait","1994","Westdeutschland","weiblich","","","",""
"Kuwait","1994","Ostdeutschland","männlich","","","",""
"Kuwait","1994","Ostdeutschland","weiblich","","","",""
"Elfenbeinkueste","1994","Westdeutschland","männlich","","","",""
"Elfenbeinkueste","1994","Westdeutschland","weiblich","","","",""
"Elfenbeinkueste","1994","Ostdeutschland","männlich","","","",""
"Elfenbeinkueste","1994","Ostdeutschland","weiblich","","","",""
"Malaysia_(128)","1994","Westdeutschland","männlich","","","",""
"Malaysia_(128)","1994","Westdeutschland","weiblich","","","",""
"Malaysia_(128)","1994","Ostdeutschland","männlich","","","",""
"Malaysia_(128)","1994","Ostdeutschland","weiblich","","","",""
"Samoa","1994","Westdeutschland","männlich","","","",""
"Samoa","1994","Westdeutschland","weiblich","","","",""
"Samoa","1994","Ostdeutschland","männlich","","","",""
"Samoa","1994","Ostdeutschland","weiblich","","","",""
"Aserbaidschan","1994","Westdeutschland","männlich","","","",""
"Aserbaidschan","1994","Westdeutschland","weiblich","","","",""
"Aserbaidschan","1994","Ostdeutschland","männlich","","","",""
"Aserbaidschan","1994","Ostdeutschland","weiblich","","","",""
"Weissrussland","1994","Westdeutschland","männlich","","","",""
"Weissrussland","1994","Westdeutschland","weiblich","1","","",""
"Weissrussland","1994","Ostdeutschland","männlich","","","",""
"Weissrussland","1994","Ostdeutschland","weiblich","","","",""
"Uruguay","1994","Westdeutschland","männlich","","","",""
"Uruguay","1994","Westdeutschland","weiblich","","","",""
"Uruguay","1994","Ostdeutschland","männlich","","","",""
"Uruguay","1994","Ostdeutschland","weiblich","","","",""
"Uganda","1994","Westdeutschland","männlich","","","",""
"Uganda","1994","Westdeutschland","weiblich","","","",""
"Uganda","1994","Ostdeutschland","männlich","","","",""
"Uganda","1994","Ostdeutschland","weiblich","","","",""
"Mali","1994","Westdeutschland","männlich","","","",""
"Mali","1994","Westdeutschland","weiblich","","","",""
"Mali","1994","Ostdeutschland","männlich","","","",""
"Mali","1994","Ostdeutschland","weiblich","","","",""
"Kamerun","1994","Westdeutschland","männlich","","","",""
"Kamerun","1994","Westdeutschland","weiblich","","","",""
"Kamerun","1994","Ostdeutschland","männlich","","","",""
"Kamerun","1994","Ostdeutschland","weiblich","","","",""
"Kosovo-Albaner","1994","Westdeutschland","männlich","10","","",""
"Kosovo-Albaner","1994","Westdeutschland","weiblich","7","","",""
"Kosovo-Albaner","1994","Ostdeutschland","männlich","","","",""
"Kosovo-Albaner","1994","Ostdeutschland","weiblich","","","",""
"Georgien","1994","Westdeutschland","männlich","","","",""
"Georgien","1994","Westdeutschland","weiblich","","","",""
"Georgien","1994","Ostdeutschland","männlich","","","",""
"Georgien","1994","Ostdeutschland","weiblich","","","",""
"Sudan","1994","Westdeutschland","männlich","","","",""
"Sudan","1994","Westdeutschland","weiblich","","","",""
"Sudan","1994","Ostdeutschland","männlich","","","",""
"Sudan","1994","Ostdeutschland","weiblich","","","",""
"Kongo","1994","Westdeutschland","männlich","","","",""
"Kongo","1994","Westdeutschland","weiblich","","","",""
"Kongo","1994","Ostdeutschland","männlich","","","",""
"Kongo","1994","Ostdeutschland","weiblich","","","",""
"Togo","1994","Westdeutschland","männlich","","","",""
"Togo","1994","Westdeutschland","weiblich","","","",""
"Togo","1994","Ostdeutschland","männlich","","","",""
"Togo","1994","Ostdeutschland","weiblich","","","",""
"Mongolei","1994","Westdeutschland","männlich","","","",""
"Mongolei","1994","Westdeutschland","weiblich","","","",""
"Mongolei","1994","Ostdeutschland","männlich","","","",""
"Mongolei","1994","Ostdeutschland","weiblich","","","",""
"Litauen","1994","Westdeutschland","männlich","1","","",""
"Litauen","1994","Westdeutschland","weiblich","1","","",""
"Litauen","1994","Ostdeutschland","männlich","","","",""
"Litauen","1994","Ostdeutschland","weiblich","1","","",""
"Tschad","1994","Westdeutschland","männlich","","","",""
"Tschad","1994","Westdeutschland","weiblich","","","",""
"Tschad","1994","Ostdeutschland","männlich","","","",""
"Tschad","1994","Ostdeutschland","weiblich","","","",""
"Armenien","1994","Westdeutschland","männlich","","","",""
"Armenien","1994","Westdeutschland","weiblich","","","",""
"Armenien","1994","Ostdeutschland","männlich","","","",""
"Armenien","1994","Ostdeutschland","weiblich","","","",""
"Kurdistan_(149)","1994","Westdeutschland","männlich","","","",""
"Kurdistan_(149)","1994","Westdeutschland","weiblich","","","",""
"Kurdistan_(149)","1994","Ostdeutschland","männlich","","","",""
"Kurdistan_(149)","1994","Ostdeutschland","weiblich","","","",""
"Liberia","1994","Westdeutschland","männlich","","","",""
"Liberia","1994","Westdeutschland","weiblich","","","",""
"Liberia","1994","Ostdeutschland","männlich","","","",""
"Liberia","1994","Ostdeutschland","weiblich","","","",""
"Jemen","1994","Westdeutschland","männlich","","","",""
"Jemen","1994","Westdeutschland","weiblich","","","",""
"Jemen","1994","Ostdeutschland","männlich","","","",""
"Jemen","1994","Ostdeutschland","weiblich","","","",""
"Palaestina","1994","Westdeutschland","männlich","","","",""
"Palaestina","1994","Westdeutschland","weiblich","","","",""
"Palaestina","1994","Ostdeutschland","männlich","","","",""
"Palaestina","1994","Ostdeutschland","weiblich","","","",""
"Taiwan","1994","Westdeutschland","männlich","","","",""
"Taiwan","1994","Westdeutschland","weiblich","","","",""
"Taiwan","1994","Ostdeutschland","männlich","","","",""
"Taiwan","1994","Ostdeutschland","weiblich","","","",""
"Turkmenistan","1994","Westdeutschland","männlich","","","",""
"Turkmenistan","1994","Westdeutschland","weiblich","","","",""
"Turkmenistan","1994","Ostdeutschland","männlich","","","",""
"Turkmenistan","1994","Ostdeutschland","weiblich","","","",""
"Afrika","1994","Westdeutschland","männlich","","","",""
"Afrika","1994","Westdeutschland","weiblich","","","",""
"Afrika","1994","Ostdeutschland","männlich","","","",""
"Afrika","1994","Ostdeutschland","weiblich","","","",""
"Sierra Leone(Westafrika)","1994","Westdeutschland","männlich","","","",""
"Sierra Leone(Westafrika)","1994","Westdeutschland","weiblich","","","",""
"Sierra Leone(Westafrika)","1994","Ostdeutschland","männlich","","","",""
"Sierra Leone(Westafrika)","1994","Ostdeutschland","weiblich","","","",""
"Senegal","1994","Westdeutschland","männlich","","","",""
"Senegal","1994","Westdeutschland","weiblich","","","",""
"Senegal","1994","Ostdeutschland","männlich","","","",""
"Senegal","1994","Ostdeutschland","weiblich","","","",""
"Malediven","1994","Westdeutschland","männlich","","","",""
"Malediven","1994","Westdeutschland","weiblich","","","",""
"Malediven","1994","Ostdeutschland","männlich","","","",""
"Malediven","1994","Ostdeutschland","weiblich","","","",""
"Serbien","1994","Westdeutschland","männlich","12","","",""
"Serbien","1994","Westdeutschland","weiblich","13","","",""
"Serbien","1994","Ostdeutschland","männlich","","","",""
"Serbien","1994","Ostdeutschland","weiblich","","","",""
"Gambia","1994","Westdeutschland","männlich","","","",""
"Gambia","1994","Westdeutschland","weiblich","","","",""
"Gambia","1994","Ostdeutschland","männlich","","","",""
"Gambia","1994","Ostdeutschland","weiblich","","","",""
"Honduras","1994","Westdeutschland","männlich","","","",""
"Honduras","1994","Westdeutschland","weiblich","","","",""
"Honduras","1994","Ostdeutschland","männlich","","","",""
"Honduras","1994","Ostdeutschland","weiblich","","","",""
"Montenegro_(168)","1994","Westdeutschland","männlich","","","",""
"Montenegro_(168)","1994","Westdeutschland","weiblich","","","",""
"Montenegro_(168)","1994","Ostdeutschland","männlich","","","",""
"Montenegro_(168)","1994","Ostdeutschland","weiblich","","","",""
"Kambodscha","1994","Westdeutschland","männlich","","","",""
"Kambodscha","1994","Westdeutschland","weiblich","","","",""
"Kambodscha","1994","Ostdeutschland","männlich","","","",""
"Kambodscha","1994","Ostdeutschland","weiblich","","","",""
"Surinam","1994","Westdeutschland","männlich","","","",""
"Surinam","1994","Westdeutschland","weiblich","","","",""
"Surinam","1994","Ostdeutschland","männlich","","","",""
"Surinam","1994","Ostdeutschland","weiblich","","","",""
"Guyana","1994","Westdeutschland","männlich","","","",""
"Guyana","1994","Westdeutschland","weiblich","","","",""
"Guyana","1994","Ostdeutschland","männlich","","","",""
"Guyana","1994","Ostdeutschland","weiblich","","","",""
"Simbabwe","1994","Westdeutschland","männlich","","","",""
"Simbabwe","1994","Westdeutschland","weiblich","","","",""
"Simbabwe","1994","Ostdeutschland","männlich","","","",""
"Simbabwe","1994","Ostdeutschland","weiblich","","","",""
"Madagaskar","1994","Westdeutschland","männlich","","","",""
"Madagaskar","1994","Westdeutschland","weiblich","","","",""
"Madagaskar","1994","Ostdeutschland","männlich","","","",""
"Madagaskar","1994","Ostdeutschland","weiblich","","","",""
"Lesotho","1994","Westdeutschland","männlich","","","",""
"Lesotho","1994","Westdeutschland","weiblich","","","",""
"Lesotho","1994","Ostdeutschland","männlich","","","",""
"Lesotho","1994","Ostdeutschland","weiblich","","","",""
"Ruanda","1994","Westdeutschland","männlich","","","",""
"Ruanda","1994","Westdeutschland","weiblich","","","",""
"Ruanda","1994","Ostdeutschland","männlich","","","",""
"Ruanda","1994","Ostdeutschland","weiblich","","","",""
"Myanmar","1994","Westdeutschland","männlich","","","",""
"Myanmar","1994","Westdeutschland","weiblich","","","",""
"Myanmar","1994","Ostdeutschland","männlich","","","",""
"Myanmar","1994","Ostdeutschland","weiblich","","","",""
"Niger","1994","Westdeutschland","männlich","","","",""
"Niger","1994","Westdeutschland","weiblich","","","",""
"Niger","1994","Ostdeutschland","männlich","","","",""
"Niger","1994","Ostdeutschland","weiblich","","","",""
"Dschibuti","1994","Westdeutschland","männlich","","","",""
"Dschibuti","1994","Westdeutschland","weiblich","","","",""
"Dschibuti","1994","Ostdeutschland","männlich","","","",""
"Dschibuti","1994","Ostdeutschland","weiblich","","","",""
"Katar","1994","Westdeutschland","männlich","","","",""
"Katar","1994","Westdeutschland","weiblich","","","",""
"Katar","1994","Ostdeutschland","männlich","","","",""
"Katar","1994","Ostdeutschland","weiblich","","","",""
"Kosovo","1994","Westdeutschland","männlich","","","",""
"Kosovo","1994","Westdeutschland","weiblich","","","",""
"Kosovo","1994","Ostdeutschland","männlich","","","",""
"Kosovo","1994","Ostdeutschland","weiblich","","","",""
"Eastern Europe","1994","Westdeutschland","männlich","48","0.0162773080630471","0.0125294058192995","0.0200252103067947"
"Eastern Europe","1994","Westdeutschland","weiblich","54","0.0164683095813947","0.0128095512738467","0.0201270678889427"
"Eastern Europe","1994","Ostdeutschland","männlich","30","0.0215273793819751","0.0148039399525384","0.0282508188114119"
"Eastern Europe","1994","Ostdeutschland","weiblich","35","0.022321656589074","0.0158048365880718","0.0288384765900763"
"Ethnische Minderheiten","1994","Westdeutschland","männlich","","","",""
"Ethnische Minderheiten","1994","Westdeutschland","weiblich","","","",""
"Ethnische Minderheiten","1994","Ostdeutschland","männlich","","","",""
"Ethnische Minderheiten","1994","Ostdeutschland","weiblich","","","",""
"Deutschland","1995","Westdeutschland","männlich","3312","0.838742745781691","0.828134534214943","0.849350957348438"
"Deutschland","1995","Westdeutschland","weiblich","3641","0.854190632451984","0.844302128340692","0.864079136563276"
"Deutschland","1995","Ostdeutschland","männlich","1689","0.957293926473154","0.947807167890513","0.966780685055795"
"Deutschland","1995","Ostdeutschland","weiblich","1861","0.950904997060692","0.941285366028813","0.960524628092572"
"Türkei","1995","Westdeutschland","männlich","366","0.0315417342605538","0.0265003315206622","0.0365831370004454"
"Türkei","1995","Westdeutschland","weiblich","339","0.0251147631018161","0.0207304478632554","0.0294990783403768"
"Türkei","1995","Ostdeutschland","männlich","","","",""
"Türkei","1995","Ostdeutschland","weiblich","","","",""
"Ex-Jugoslawien","1995","Westdeutschland","männlich","60","0.00703102116236594","0.00462086492307499","0.00944117740165688"
"Ex-Jugoslawien","1995","Westdeutschland","weiblich","53","0.00600584785942569","0.00384093928244675","0.00817075643640464"
"Ex-Jugoslawien","1995","Ostdeutschland","männlich","","","",""
"Ex-Jugoslawien","1995","Ostdeutschland","weiblich","","","",""
"Griechenland","1995","Westdeutschland","männlich","117","0.00818240291896032","0.00558389234102083","0.0107809134968998"
"Griechenland","1995","Westdeutschland","weiblich","103","0.0051198631241413","0.00312011619528128","0.00711961005300131"
"Griechenland","1995","Ostdeutschland","männlich","","","",""
"Griechenland","1995","Ostdeutschland","weiblich","","","",""
"Italien","1995","Westdeutschland","männlich","178","0.0130170192662211","0.00974753870570922","0.016286499826733"
"Italien","1995","Westdeutschland","weiblich","134","0.00817082853274999","0.00564844007586642","0.0106932169896336"
"Italien","1995","Ostdeutschland","männlich","","","",""
"Italien","1995","Ostdeutschland","weiblich","","","",""
"Spanien","1995","Westdeutschland","männlich","59","0.00249704051309817","0.00105745308775914","0.0039366279384372"
"Spanien","1995","Westdeutschland","weiblich","45","0.00182120339876433","0.000626544618439641","0.00301586217908903"
"Spanien","1995","Ostdeutschland","männlich","","","",""
"Spanien","1995","Ostdeutschland","weiblich","","","",""
"österreich","1995","Westdeutschland","männlich","9","","",""
"österreich","1995","Westdeutschland","weiblich","19","","",""
"österreich","1995","Ostdeutschland","männlich","1","","",""
"österreich","1995","Ostdeutschland","weiblich","","","",""
"Frankreich","1995","Westdeutschland","männlich","5","","",""
"Frankreich","1995","Westdeutschland","weiblich","8","","",""
"Frankreich","1995","Ostdeutschland","männlich","","","",""
"Frankreich","1995","Ostdeutschland","weiblich","1","","",""
"Benelux","1995","Westdeutschland","männlich","1","","",""
"Benelux","1995","Westdeutschland","weiblich","","","",""
"Benelux","1995","Ostdeutschland","männlich","","","",""
"Benelux","1995","Ostdeutschland","weiblich","","","",""
"Dänemark","1995","Westdeutschland","männlich","","","",""
"Dänemark","1995","Westdeutschland","weiblich","","","",""
"Dänemark","1995","Ostdeutschland","männlich","","","",""
"Dänemark","1995","Ostdeutschland","weiblich","","","",""
"Grossbritannien","1995","Westdeutschland","männlich","5","","",""
"Grossbritannien","1995","Westdeutschland","weiblich","1","","",""
"Grossbritannien","1995","Ostdeutschland","männlich","","","",""
"Grossbritannien","1995","Ostdeutschland","weiblich","","","",""
"Schweden","1995","Westdeutschland","männlich","1","","",""
"Schweden","1995","Westdeutschland","weiblich","","","",""
"Schweden","1995","Ostdeutschland","männlich","","","",""
"Schweden","1995","Ostdeutschland","weiblich","","","",""
"Norwegen","1995","Westdeutschland","männlich","","","",""
"Norwegen","1995","Westdeutschland","weiblich","","","",""
"Norwegen","1995","Ostdeutschland","männlich","","","",""
"Norwegen","1995","Ostdeutschland","weiblich","","","",""
"Finnland","1995","Westdeutschland","männlich","","","",""
"Finnland","1995","Westdeutschland","weiblich","","","",""
"Finnland","1995","Ostdeutschland","männlich","","","",""
"Finnland","1995","Ostdeutschland","weiblich","","","",""
"USA","1995","Westdeutschland","männlich","4","","",""
"USA","1995","Westdeutschland","weiblich","4","","",""
"USA","1995","Ostdeutschland","männlich","","","",""
"USA","1995","Ostdeutschland","weiblich","","","",""
"Schweiz","1995","Westdeutschland","männlich","3","","",""
"Schweiz","1995","Westdeutschland","weiblich","5","","",""
"Schweiz","1995","Ostdeutschland","männlich","","","",""
"Schweiz","1995","Ostdeutschland","weiblich","","","",""
"Chile","1995","Westdeutschland","männlich","2","","",""
"Chile","1995","Westdeutschland","weiblich","1","","",""
"Chile","1995","Ostdeutschland","männlich","","","",""
"Chile","1995","Ostdeutschland","weiblich","","","",""
"Rumaenien","1995","Westdeutschland","männlich","37","0.00581940785910806","0.00362538982874264","0.00801342588947348"
"Rumaenien","1995","Westdeutschland","weiblich","43","0.00655344663196707","0.00429261812611324","0.0088142751378209"
"Rumaenien","1995","Ostdeutschland","männlich","1","","",""
"Rumaenien","1995","Ostdeutschland","weiblich","5","","",""
"Polen","1995","Westdeutschland","männlich","96","0.0165524612111674","0.0128722305262575","0.0202326918960773"
"Polen","1995","Westdeutschland","weiblich","112","0.0158697062285435","0.012368068385666","0.0193713440714209"
"Polen","1995","Ostdeutschland","männlich","11","","",""
"Polen","1995","Ostdeutschland","weiblich","16","","",""
"Korea","1995","Westdeutschland","männlich","1","","",""
"Korea","1995","Westdeutschland","weiblich","1","","",""
"Korea","1995","Ostdeutschland","männlich","","","",""
"Korea","1995","Ostdeutschland","weiblich","","","",""
"Iran","1995","Westdeutschland","männlich","4","","",""
"Iran","1995","Westdeutschland","weiblich","3","","",""
"Iran","1995","Ostdeutschland","männlich","","","",""
"Iran","1995","Ostdeutschland","weiblich","","","",""
"Indonesien","1995","Westdeutschland","männlich","","","",""
"Indonesien","1995","Westdeutschland","weiblich","","","",""
"Indonesien","1995","Ostdeutschland","männlich","","","",""
"Indonesien","1995","Ostdeutschland","weiblich","","","",""
"Ungarn","1995","Westdeutschland","männlich","5","","",""
"Ungarn","1995","Westdeutschland","weiblich","10","","",""
"Ungarn","1995","Ostdeutschland","männlich","3","","",""
"Ungarn","1995","Ostdeutschland","weiblich","2","","",""
"Bolivien","1995","Westdeutschland","männlich","","","",""
"Bolivien","1995","Westdeutschland","weiblich","","","",""
"Bolivien","1995","Ostdeutschland","männlich","","","",""
"Bolivien","1995","Ostdeutschland","weiblich","","","",""
"Portugal","1995","Westdeutschland","männlich","4","","",""
"Portugal","1995","Westdeutschland","weiblich","3","","",""
"Portugal","1995","Ostdeutschland","männlich","","","",""
"Portugal","1995","Ostdeutschland","weiblich","","","",""
"Bulgarien","1995","Westdeutschland","männlich","3","","",""
"Bulgarien","1995","Westdeutschland","weiblich","7","","",""
"Bulgarien","1995","Ostdeutschland","männlich","1","","",""
"Bulgarien","1995","Ostdeutschland","weiblich","","","",""
"Syrien","1995","Westdeutschland","männlich","","","",""
"Syrien","1995","Westdeutschland","weiblich","","","",""
"Syrien","1995","Ostdeutschland","männlich","","","",""
"Syrien","1995","Ostdeutschland","weiblich","","","",""
"Tschechien","1995","Westdeutschland","männlich","17","","",""
"Tschechien","1995","Westdeutschland","weiblich","26","","",""
"Tschechien","1995","Ostdeutschland","männlich","7","","",""
"Tschechien","1995","Ostdeutschland","weiblich","12","","",""
"Russland","1995","Westdeutschland","männlich","37","0.00471934646291514","0.00274245937130069","0.00669623355452958"
"Russland","1995","Westdeutschland","weiblich","39","0.00646071577760799","0.00421583478460358","0.0087055967706124"
"Russland","1995","Ostdeutschland","männlich","2","","",""
"Russland","1995","Ostdeutschland","weiblich","2","","",""
"Mexiko","1995","Westdeutschland","männlich","","","",""
"Mexiko","1995","Westdeutschland","weiblich","2","","",""
"Mexiko","1995","Ostdeutschland","männlich","","","",""
"Mexiko","1995","Ostdeutschland","weiblich","","","",""
"Argentinien","1995","Westdeutschland","männlich","1","","",""
"Argentinien","1995","Westdeutschland","weiblich","1","","",""
"Argentinien","1995","Ostdeutschland","männlich","","","",""
"Argentinien","1995","Ostdeutschland","weiblich","","","",""
"Cap Verden","1995","Westdeutschland","männlich","","","",""
"Cap Verden","1995","Westdeutschland","weiblich","","","",""
"Cap Verden","1995","Ostdeutschland","männlich","","","",""
"Cap Verden","1995","Ostdeutschland","weiblich","","","",""
"Benin","1995","Westdeutschland","männlich","","","",""
"Benin","1995","Westdeutschland","weiblich","","","",""
"Benin","1995","Ostdeutschland","männlich","","","",""
"Benin","1995","Ostdeutschland","weiblich","","","",""
"Philippinen","1995","Westdeutschland","männlich","","","",""
"Philippinen","1995","Westdeutschland","weiblich","5","","",""
"Philippinen","1995","Ostdeutschland","männlich","","","",""
"Philippinen","1995","Ostdeutschland","weiblich","","","",""
"Israel","1995","Westdeutschland","männlich","","","",""
"Israel","1995","Westdeutschland","weiblich","","","",""
"Israel","1995","Ostdeutschland","männlich","","","",""
"Israel","1995","Ostdeutschland","weiblich","","","",""
"Japan","1995","Westdeutschland","männlich","","","",""
"Japan","1995","Westdeutschland","weiblich","1","","",""
"Japan","1995","Ostdeutschland","männlich","","","",""
"Japan","1995","Ostdeutschland","weiblich","","","",""
"Australien","1995","Westdeutschland","männlich","1","","",""
"Australien","1995","Westdeutschland","weiblich","1","","",""
"Australien","1995","Ostdeutschland","männlich","","","",""
"Australien","1995","Ostdeutschland","weiblich","","","",""
"Indien","1995","Westdeutschland","männlich","","","",""
"Indien","1995","Westdeutschland","weiblich","","","",""
"Indien","1995","Ostdeutschland","männlich","","","",""
"Indien","1995","Ostdeutschland","weiblich","","","",""
"Afghanistan","1995","Westdeutschland","männlich","","","",""
"Afghanistan","1995","Westdeutschland","weiblich","","","",""
"Afghanistan","1995","Ostdeutschland","männlich","","","",""
"Afghanistan","1995","Ostdeutschland","weiblich","","","",""
"Thailand","1995","Westdeutschland","männlich","","","",""
"Thailand","1995","Westdeutschland","weiblich","","","",""
"Thailand","1995","Ostdeutschland","männlich","","","",""
"Thailand","1995","Ostdeutschland","weiblich","","","",""
"Jamaika","1995","Westdeutschland","männlich","1","","",""
"Jamaika","1995","Westdeutschland","weiblich","","","",""
"Jamaika","1995","Ostdeutschland","männlich","","","",""
"Jamaika","1995","Ostdeutschland","weiblich","","","",""
"Saudi-Arabien","1995","Westdeutschland","männlich","","","",""
"Saudi-Arabien","1995","Westdeutschland","weiblich","","","",""
"Saudi-Arabien","1995","Ostdeutschland","männlich","","","",""
"Saudi-Arabien","1995","Ostdeutschland","weiblich","","","",""
"Aethiopien","1995","Westdeutschland","männlich","","","",""
"Aethiopien","1995","Westdeutschland","weiblich","","","",""
"Aethiopien","1995","Ostdeutschland","männlich","","","",""
"Aethiopien","1995","Ostdeutschland","weiblich","","","",""
"Kolumbien","1995","Westdeutschland","männlich","","","",""
"Kolumbien","1995","Westdeutschland","weiblich","","","",""
"Kolumbien","1995","Ostdeutschland","männlich","","","",""
"Kolumbien","1995","Ostdeutschland","weiblich","","","",""
"Ghana","1995","Westdeutschland","männlich","1","","",""
"Ghana","1995","Westdeutschland","weiblich","","","",""
"Ghana","1995","Ostdeutschland","männlich","","","",""
"Ghana","1995","Ostdeutschland","weiblich","","","",""
"Bangla Desh","1995","Westdeutschland","männlich","","","",""
"Bangla Desh","1995","Westdeutschland","weiblich","","","",""
"Bangla Desh","1995","Ostdeutschland","männlich","","","",""
"Bangla Desh","1995","Ostdeutschland","weiblich","","","",""
"Venezuela","1995","Westdeutschland","männlich","1","","",""
"Venezuela","1995","Westdeutschland","weiblich","","","",""
"Venezuela","1995","Ostdeutschland","männlich","","","",""
"Venezuela","1995","Ostdeutschland","weiblich","","","",""
"Tunesien","1995","Westdeutschland","männlich","1","","",""
"Tunesien","1995","Westdeutschland","weiblich","1","","",""
"Tunesien","1995","Ostdeutschland","männlich","","","",""
"Tunesien","1995","Ostdeutschland","weiblich","","","",""
"Mauritius","1995","Westdeutschland","männlich","1","","",""
"Mauritius","1995","Westdeutschland","weiblich","1","","",""
"Mauritius","1995","Ostdeutschland","männlich","","","",""
"Mauritius","1995","Ostdeutschland","weiblich","","","",""
"Nigeria","1995","Westdeutschland","männlich","1","","",""
"Nigeria","1995","Westdeutschland","weiblich","","","",""
"Nigeria","1995","Ostdeutschland","männlich","","","",""
"Nigeria","1995","Ostdeutschland","weiblich","","","",""
"Kanada","1995","Westdeutschland","männlich","2","","",""
"Kanada","1995","Westdeutschland","weiblich","1","","",""
"Kanada","1995","Ostdeutschland","männlich","","","",""
"Kanada","1995","Ostdeutschland","weiblich","","","",""
"Neuseeland","1995","Westdeutschland","männlich","","","",""
"Neuseeland","1995","Westdeutschland","weiblich","","","",""
"Neuseeland","1995","Ostdeutschland","männlich","","","",""
"Neuseeland","1995","Ostdeutschland","weiblich","","","",""
"Tansania","1995","Westdeutschland","männlich","1","","",""
"Tansania","1995","Westdeutschland","weiblich","","","",""
"Tansania","1995","Ostdeutschland","männlich","","","",""
"Tansania","1995","Ostdeutschland","weiblich","","","",""
"Zypern","1995","Westdeutschland","männlich","","","",""
"Zypern","1995","Westdeutschland","weiblich","","","",""
"Zypern","1995","Ostdeutschland","männlich","","","",""
"Zypern","1995","Ostdeutschland","weiblich","","","",""
"Kuba","1995","Westdeutschland","männlich","","","",""
"Kuba","1995","Westdeutschland","weiblich","","","",""
"Kuba","1995","Ostdeutschland","männlich","","","",""
"Kuba","1995","Ostdeutschland","weiblich","","","",""
"Irak","1995","Westdeutschland","männlich","","","",""
"Irak","1995","Westdeutschland","weiblich","","","",""
"Irak","1995","Ostdeutschland","männlich","","","",""
"Irak","1995","Ostdeutschland","weiblich","","","",""
"Brasilien","1995","Westdeutschland","männlich","1","","",""
"Brasilien","1995","Westdeutschland","weiblich","2","","",""
"Brasilien","1995","Ostdeutschland","männlich","","","",""
"Brasilien","1995","Ostdeutschland","weiblich","","","",""
"Hongkong","1995","Westdeutschland","männlich","","","",""
"Hongkong","1995","Westdeutschland","weiblich","","","",""
"Hongkong","1995","Ostdeutschland","männlich","","","",""
"Hongkong","1995","Ostdeutschland","weiblich","","","",""
"Peru","1995","Westdeutschland","männlich","","","",""
