"corigin","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Elfenbeinkueste","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Elfenbeinkueste","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Elfenbeinkueste","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Elfenbeinkueste","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Malaysia_(128)","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Malaysia_(128)","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Malaysia_(128)","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Malaysia_(128)","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Malaysia_(128)","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Malaysia_(128)","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Malaysia_(128)","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Malaysia_(128)","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Samoa","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Samoa","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Samoa","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Samoa","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Samoa","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Samoa","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Samoa","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Samoa","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Aserbaidschan","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Aserbaidschan","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Aserbaidschan","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Aserbaidschan","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Aserbaidschan","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Aserbaidschan","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Aserbaidschan","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Aserbaidschan","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Weissrussland","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Weissrussland","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Weissrussland","1988","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Weissrussland","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Weissrussland","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Weissrussland","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Weissrussland","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Weissrussland","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Uruguay","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Uruguay","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Uruguay","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Uruguay","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Uruguay","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Uruguay","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Uruguay","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Uruguay","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Uganda","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Uganda","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Uganda","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Uganda","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Uganda","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Uganda","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Uganda","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Uganda","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mali","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Mali","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mali","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mali","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mali","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mali","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mali","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mali","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kamerun","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Kamerun","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kamerun","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Kamerun","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kamerun","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kamerun","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kamerun","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kamerun","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kosovo-Albaner","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Kosovo-Albaner","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kosovo-Albaner","1988","direkter Migrationshintergrund","Westdeutschland","9","","",""
"Kosovo-Albaner","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kosovo-Albaner","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kosovo-Albaner","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kosovo-Albaner","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kosovo-Albaner","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Georgien","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Georgien","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Georgien","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Georgien","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Georgien","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Georgien","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Georgien","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Georgien","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Sudan","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Sudan","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Sudan","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Sudan","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Sudan","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Sudan","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Sudan","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Sudan","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kongo","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Kongo","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kongo","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Kongo","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kongo","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kongo","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kongo","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kongo","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Togo","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Togo","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Togo","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Togo","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Togo","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Togo","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Togo","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Togo","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mongolei","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Mongolei","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mongolei","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mongolei","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mongolei","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mongolei","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mongolei","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mongolei","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Litauen","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Litauen","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Litauen","1988","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Litauen","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Litauen","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Litauen","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Litauen","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Litauen","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Tschad","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Tschad","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Tschad","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Tschad","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Tschad","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Tschad","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Tschad","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Tschad","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Armenien","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Armenien","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Armenien","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Armenien","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Armenien","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Armenien","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Armenien","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Armenien","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kurdistan_(149)","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Kurdistan_(149)","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kurdistan_(149)","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Kurdistan_(149)","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kurdistan_(149)","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kurdistan_(149)","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kurdistan_(149)","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kurdistan_(149)","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Liberia","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Liberia","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Liberia","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Liberia","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Liberia","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Liberia","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Liberia","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Liberia","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Jemen","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Jemen","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Jemen","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Jemen","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Jemen","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Jemen","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Jemen","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Jemen","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Palaestina","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Palaestina","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Palaestina","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Palaestina","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Palaestina","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Palaestina","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Palaestina","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Palaestina","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taiwan","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Taiwan","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taiwan","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taiwan","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taiwan","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taiwan","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taiwan","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taiwan","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Turkmenistan","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Turkmenistan","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Turkmenistan","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Turkmenistan","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Turkmenistan","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Turkmenistan","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Turkmenistan","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Turkmenistan","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Afrika","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Afrika","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Afrika","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Afrika","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Afrika","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Afrika","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Afrika","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Afrika","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Senegal","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Senegal","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Senegal","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Senegal","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Senegal","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Senegal","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Senegal","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Senegal","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Malediven","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Malediven","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Malediven","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Malediven","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Malediven","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Malediven","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Malediven","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Malediven","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Serbien","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Serbien","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Serbien","1988","direkter Migrationshintergrund","Westdeutschland","22","","",""
"Serbien","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Serbien","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Serbien","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Serbien","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Serbien","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Gambia","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Gambia","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Gambia","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Gambia","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Gambia","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Gambia","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Gambia","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Gambia","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Honduras","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Honduras","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Honduras","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Honduras","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Honduras","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Honduras","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Honduras","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Honduras","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Montenegro_(168)","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Montenegro_(168)","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Montenegro_(168)","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Montenegro_(168)","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Montenegro_(168)","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Montenegro_(168)","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Montenegro_(168)","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Montenegro_(168)","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kambodscha","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Kambodscha","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kambodscha","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Kambodscha","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kambodscha","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kambodscha","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kambodscha","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kambodscha","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Surinam","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Surinam","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Surinam","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Surinam","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Surinam","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Surinam","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Surinam","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Surinam","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Guyana","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Guyana","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Guyana","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Guyana","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Guyana","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Guyana","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Guyana","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Guyana","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Simbabwe","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Simbabwe","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Simbabwe","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Simbabwe","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Simbabwe","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Simbabwe","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Simbabwe","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Simbabwe","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Madagaskar","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Madagaskar","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Madagaskar","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Madagaskar","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Madagaskar","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Madagaskar","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Madagaskar","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Madagaskar","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Lesotho","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Lesotho","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Lesotho","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Lesotho","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Lesotho","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Lesotho","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Lesotho","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Lesotho","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ruanda","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Ruanda","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ruanda","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ruanda","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ruanda","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ruanda","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ruanda","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ruanda","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Myanmar","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Myanmar","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Myanmar","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Myanmar","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Myanmar","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Myanmar","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Myanmar","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Myanmar","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Niger","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Niger","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Niger","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Niger","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Niger","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Niger","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Niger","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Niger","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Dschibuti","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Dschibuti","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Dschibuti","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Dschibuti","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Dschibuti","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Dschibuti","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Dschibuti","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Dschibuti","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Katar","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Katar","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Katar","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Katar","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Katar","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Katar","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Katar","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Katar","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kosovo","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Kosovo","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kosovo","1988","direkter Migrationshintergrund","Westdeutschland","","","",""
"Kosovo","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kosovo","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kosovo","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kosovo","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kosovo","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Eastern Europe","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Eastern Europe","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
"Eastern Europe","1988","direkter Migrationshintergrund","Westdeutschland","108","0.158327334579091","0.144268550180517","0.172386118977666"
"Eastern Europe","1988","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Eastern Europe","1988","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Eastern Europe","1988","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Eastern Europe","1988","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Eastern Europe","1988","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ethnische Minderheiten","1988","kein Migrationshintergrund","Westdeutschland","","","",""
"Ethnische Minderheiten","1988","kein Migrationshintergrund","Ostdeutschland","","","",""
