"corigin","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Namibia","1991","AkademikerIn","1","","",""
"Dominikanische Republik","1991","(noch) kein Abschluss","","","",""
"Dominikanische Republik","1991","Hauptschule","","","",""
"Dominikanische Republik","1991","Realschule","","","",""
"Dominikanische Republik","1991","(Fach-)Abitur","","","",""
"Dominikanische Republik","1991","AkademikerIn","","","",""
"Nicaragua","1991","(noch) kein Abschluss","","","",""
"Nicaragua","1991","Hauptschule","","","",""
"Nicaragua","1991","Realschule","","","",""
"Nicaragua","1991","(Fach-)Abitur","","","",""
"Nicaragua","1991","AkademikerIn","","","",""
"Kenia","1991","(noch) kein Abschluss","","","",""
"Kenia","1991","Hauptschule","","","",""
"Kenia","1991","Realschule","","","",""
"Kenia","1991","(Fach-)Abitur","","","",""
"Kenia","1991","AkademikerIn","","","",""
"Libyen","1991","(noch) kein Abschluss","","","",""
"Libyen","1991","Hauptschule","","","",""
"Libyen","1991","Realschule","","","",""
"Libyen","1991","(Fach-)Abitur","","","",""
"Libyen","1991","AkademikerIn","","","",""
"Botswana","1991","(noch) kein Abschluss","","","",""
"Botswana","1991","Hauptschule","","","",""
"Botswana","1991","Realschule","","","",""
"Botswana","1991","(Fach-)Abitur","","","",""
"Botswana","1991","AkademikerIn","","","",""
"Haiti","1991","(noch) kein Abschluss","","","",""
"Haiti","1991","Hauptschule","","","",""
"Haiti","1991","Realschule","","","",""
"Haiti","1991","(Fach-)Abitur","","","",""
"Haiti","1991","AkademikerIn","","","",""
"Luxemburg","1991","(noch) kein Abschluss","","","",""
"Luxemburg","1991","Hauptschule","","","",""
"Luxemburg","1991","Realschule","","","",""
"Luxemburg","1991","(Fach-)Abitur","","","",""
"Luxemburg","1991","AkademikerIn","","","",""
"Belgien","1991","(noch) kein Abschluss","","","",""
"Belgien","1991","Hauptschule","3","","",""
"Belgien","1991","Realschule","","","",""
"Belgien","1991","(Fach-)Abitur","","","",""
"Belgien","1991","AkademikerIn","","","",""
"Niederlande","1991","(noch) kein Abschluss","","","",""
"Niederlande","1991","Hauptschule","5","","",""
"Niederlande","1991","Realschule","2","","",""
"Niederlande","1991","(Fach-)Abitur","","","",""
"Niederlande","1991","AkademikerIn","","","",""
"Kroatien","1991","(noch) kein Abschluss","22","","",""
"Kroatien","1991","Hauptschule","67","0.00329903268512874","0.00192669911601929","0.0046713662542382"
"Kroatien","1991","Realschule","3","","",""
"Kroatien","1991","(Fach-)Abitur","4","","",""
"Kroatien","1991","AkademikerIn","4","","",""
"Bosnien/Herzegowina","1991","(noch) kein Abschluss","20","","",""
"Bosnien/Herzegowina","1991","Hauptschule","42","0.00216792883212582","0.00105482628208715","0.00328103138216449"
"Bosnien/Herzegowina","1991","Realschule","2","","",""
"Bosnien/Herzegowina","1991","(Fach-)Abitur","3","","",""
"Bosnien/Herzegowina","1991","AkademikerIn","1","","",""
"Makedonien","1991","(noch) kein Abschluss","6","","",""
"Makedonien","1991","Hauptschule","5","","",""
"Makedonien","1991","Realschule","","","",""
"Makedonien","1991","(Fach-)Abitur","","","",""
"Makedonien","1991","AkademikerIn","","","",""
"Slowenien","1991","(noch) kein Abschluss","4","","",""
"Slowenien","1991","Hauptschule","12","","",""
"Slowenien","1991","Realschule","2","","",""
"Slowenien","1991","(Fach-)Abitur","2","","",""
"Slowenien","1991","AkademikerIn","1","","",""
"Slowakei","1991","(noch) kein Abschluss","","","",""
"Slowakei","1991","Hauptschule","","","",""
"Slowakei","1991","Realschule","","","",""
"Slowakei","1991","(Fach-)Abitur","","","",""
"Slowakei","1991","AkademikerIn","2","","",""
"Paraguay","1991","(noch) kein Abschluss","","","",""
"Paraguay","1991","Hauptschule","2","","",""
"Paraguay","1991","Realschule","","","",""
"Paraguay","1991","(Fach-)Abitur","","","",""
"Paraguay","1991","AkademikerIn","1","","",""
"Guinea","1991","(noch) kein Abschluss","","","",""
"Guinea","1991","Hauptschule","","","",""
"Guinea","1991","Realschule","","","",""
"Guinea","1991","(Fach-)Abitur","","","",""
"Guinea","1991","AkademikerIn","","","",""
"Kuwait","1991","(noch) kein Abschluss","","","",""
"Kuwait","1991","Hauptschule","","","",""
"Kuwait","1991","Realschule","","","",""
"Kuwait","1991","(Fach-)Abitur","","","",""
"Kuwait","1991","AkademikerIn","","","",""
"Elfenbeinkueste","1991","(noch) kein Abschluss","","","",""
"Elfenbeinkueste","1991","Hauptschule","","","",""
"Elfenbeinkueste","1991","Realschule","","","",""
"Elfenbeinkueste","1991","(Fach-)Abitur","","","",""
"Elfenbeinkueste","1991","AkademikerIn","","","",""
"Malaysia_(128)","1991","(noch) kein Abschluss","","","",""
"Malaysia_(128)","1991","Hauptschule","","","",""
"Malaysia_(128)","1991","Realschule","","","",""
"Malaysia_(128)","1991","(Fach-)Abitur","","","",""
"Malaysia_(128)","1991","AkademikerIn","","","",""
"Samoa","1991","(noch) kein Abschluss","","","",""
"Samoa","1991","Hauptschule","","","",""
"Samoa","1991","Realschule","","","",""
"Samoa","1991","(Fach-)Abitur","","","",""
"Samoa","1991","AkademikerIn","","","",""
"Aserbaidschan","1991","(noch) kein Abschluss","","","",""
"Aserbaidschan","1991","Hauptschule","","","",""
"Aserbaidschan","1991","Realschule","","","",""
"Aserbaidschan","1991","(Fach-)Abitur","","","",""
"Aserbaidschan","1991","AkademikerIn","","","",""
"Weissrussland","1991","(noch) kein Abschluss","","","",""
"Weissrussland","1991","Hauptschule","1","","",""
"Weissrussland","1991","Realschule","1","","",""
"Weissrussland","1991","(Fach-)Abitur","","","",""
"Weissrussland","1991","AkademikerIn","","","",""
"Uruguay","1991","(noch) kein Abschluss","","","",""
"Uruguay","1991","Hauptschule","","","",""
"Uruguay","1991","Realschule","","","",""
"Uruguay","1991","(Fach-)Abitur","","","",""
"Uruguay","1991","AkademikerIn","","","",""
"Uganda","1991","(noch) kein Abschluss","","","",""
"Uganda","1991","Hauptschule","","","",""
"Uganda","1991","Realschule","","","",""
"Uganda","1991","(Fach-)Abitur","","","",""
"Uganda","1991","AkademikerIn","","","",""
"Mali","1991","(noch) kein Abschluss","","","",""
"Mali","1991","Hauptschule","","","",""
"Mali","1991","Realschule","","","",""
"Mali","1991","(Fach-)Abitur","","","",""
"Mali","1991","AkademikerIn","","","",""
"Kamerun","1991","(noch) kein Abschluss","","","",""
"Kamerun","1991","Hauptschule","","","",""
"Kamerun","1991","Realschule","","","",""
"Kamerun","1991","(Fach-)Abitur","","","",""
"Kamerun","1991","AkademikerIn","","","",""
"Kosovo-Albaner","1991","(noch) kein Abschluss","6","","",""
"Kosovo-Albaner","1991","Hauptschule","7","","",""
"Kosovo-Albaner","1991","Realschule","","","",""
"Kosovo-Albaner","1991","(Fach-)Abitur","1","","",""
"Kosovo-Albaner","1991","AkademikerIn","","","",""
"Georgien","1991","(noch) kein Abschluss","","","",""
"Georgien","1991","Hauptschule","","","",""
"Georgien","1991","Realschule","","","",""
"Georgien","1991","(Fach-)Abitur","","","",""
"Georgien","1991","AkademikerIn","","","",""
"Sudan","1991","(noch) kein Abschluss","","","",""
"Sudan","1991","Hauptschule","","","",""
"Sudan","1991","Realschule","","","",""
"Sudan","1991","(Fach-)Abitur","","","",""
"Sudan","1991","AkademikerIn","","","",""
"Kongo","1991","(noch) kein Abschluss","","","",""
"Kongo","1991","Hauptschule","","","",""
"Kongo","1991","Realschule","","","",""
"Kongo","1991","(Fach-)Abitur","","","",""
"Kongo","1991","AkademikerIn","","","",""
"Togo","1991","(noch) kein Abschluss","","","",""
"Togo","1991","Hauptschule","","","",""
"Togo","1991","Realschule","","","",""
"Togo","1991","(Fach-)Abitur","","","",""
"Togo","1991","AkademikerIn","","","",""
"Mongolei","1991","(noch) kein Abschluss","","","",""
"Mongolei","1991","Hauptschule","","","",""
"Mongolei","1991","Realschule","","","",""
"Mongolei","1991","(Fach-)Abitur","","","",""
"Mongolei","1991","AkademikerIn","","","",""
"Litauen","1991","(noch) kein Abschluss","","","",""
"Litauen","1991","Hauptschule","","","",""
"Litauen","1991","Realschule","1","","",""
"Litauen","1991","(Fach-)Abitur","","","",""
"Litauen","1991","AkademikerIn","1","","",""
"Tschad","1991","(noch) kein Abschluss","","","",""
"Tschad","1991","Hauptschule","","","",""
"Tschad","1991","Realschule","","","",""
"Tschad","1991","(Fach-)Abitur","","","",""
"Tschad","1991","AkademikerIn","","","",""
"Armenien","1991","(noch) kein Abschluss","","","",""
"Armenien","1991","Hauptschule","","","",""
"Armenien","1991","Realschule","","","",""
"Armenien","1991","(Fach-)Abitur","","","",""
"Armenien","1991","AkademikerIn","","","",""
"Liberia","1991","(noch) kein Abschluss","","","",""
"Liberia","1991","Hauptschule","","","",""
"Liberia","1991","Realschule","","","",""
"Liberia","1991","(Fach-)Abitur","","","",""
"Liberia","1991","AkademikerIn","","","",""
"Jemen","1991","(noch) kein Abschluss","","","",""
"Jemen","1991","Hauptschule","","","",""
"Jemen","1991","Realschule","","","",""
"Jemen","1991","(Fach-)Abitur","","","",""
"Jemen","1991","AkademikerIn","","","",""
"Palaestina","1991","(noch) kein Abschluss","","","",""
"Palaestina","1991","Hauptschule","","","",""
"Palaestina","1991","Realschule","","","",""
"Palaestina","1991","(Fach-)Abitur","","","",""
"Palaestina","1991","AkademikerIn","","","",""
"Taiwan","1991","(noch) kein Abschluss","","","",""
"Taiwan","1991","Hauptschule","","","",""
"Taiwan","1991","Realschule","","","",""
"Taiwan","1991","(Fach-)Abitur","","","",""
"Taiwan","1991","AkademikerIn","","","",""
"Turkmenistan","1991","(noch) kein Abschluss","","","",""
"Turkmenistan","1991","Hauptschule","","","",""
"Turkmenistan","1991","Realschule","","","",""
"Turkmenistan","1991","(Fach-)Abitur","","","",""
"Turkmenistan","1991","AkademikerIn","","","",""
"Afrika","1991","(noch) kein Abschluss","","","",""
"Afrika","1991","Hauptschule","","","",""
"Afrika","1991","Realschule","","","",""
"Afrika","1991","(Fach-)Abitur","","","",""
"Afrika","1991","AkademikerIn","","","",""
"Sierra Leone(Westafrika)","1991","(noch) kein Abschluss","","","",""
"Sierra Leone(Westafrika)","1991","Hauptschule","","","",""
"Sierra Leone(Westafrika)","1991","Realschule","","","",""
"Sierra Leone(Westafrika)","1991","(Fach-)Abitur","","","",""
"Sierra Leone(Westafrika)","1991","AkademikerIn","","","",""
"Senegal","1991","(noch) kein Abschluss","","","",""
"Senegal","1991","Hauptschule","","","",""
"Senegal","1991","Realschule","","","",""
"Senegal","1991","(Fach-)Abitur","","","",""
"Senegal","1991","AkademikerIn","","","",""
"Malediven","1991","(noch) kein Abschluss","","","",""
"Malediven","1991","Hauptschule","","","",""
"Malediven","1991","Realschule","","","",""
"Malediven","1991","(Fach-)Abitur","","","",""
"Malediven","1991","AkademikerIn","","","",""
"Serbien","1991","(noch) kein Abschluss","7","","",""
"Serbien","1991","Hauptschule","11","","",""
"Serbien","1991","Realschule","2","","",""
"Serbien","1991","(Fach-)Abitur","3","","",""
"Serbien","1991","AkademikerIn","","","",""
"Gambia","1991","(noch) kein Abschluss","","","",""
"Gambia","1991","Hauptschule","","","",""
"Gambia","1991","Realschule","","","",""
"Gambia","1991","(Fach-)Abitur","","","",""
"Gambia","1991","AkademikerIn","","","",""
"Honduras","1991","(noch) kein Abschluss","","","",""
"Honduras","1991","Hauptschule","","","",""
"Honduras","1991","Realschule","","","",""
"Honduras","1991","(Fach-)Abitur","","","",""
"Honduras","1991","AkademikerIn","","","",""
"Montenegro_(168)","1991","(noch) kein Abschluss","","","",""
"Montenegro_(168)","1991","Hauptschule","","","",""
"Montenegro_(168)","1991","Realschule","","","",""
"Montenegro_(168)","1991","(Fach-)Abitur","","","",""
"Montenegro_(168)","1991","AkademikerIn","","","",""
"Kambodscha","1991","(noch) kein Abschluss","","","",""
"Kambodscha","1991","Hauptschule","","","",""
"Kambodscha","1991","Realschule","","","",""
"Kambodscha","1991","(Fach-)Abitur","","","",""
"Kambodscha","1991","AkademikerIn","","","",""
"Surinam","1991","(noch) kein Abschluss","","","",""
"Surinam","1991","Hauptschule","","","",""
"Surinam","1991","Realschule","","","",""
"Surinam","1991","(Fach-)Abitur","","","",""
"Surinam","1991","AkademikerIn","","","",""
"Guyana","1991","(noch) kein Abschluss","","","",""
"Guyana","1991","Hauptschule","","","",""
"Guyana","1991","Realschule","","","",""
"Guyana","1991","(Fach-)Abitur","","","",""
"Guyana","1991","AkademikerIn","","","",""
"Simbabwe","1991","(noch) kein Abschluss","","","",""
"Simbabwe","1991","Hauptschule","","","",""
"Simbabwe","1991","Realschule","","","",""
"Simbabwe","1991","(Fach-)Abitur","","","",""
"Simbabwe","1991","AkademikerIn","","","",""
"Madagaskar","1991","(noch) kein Abschluss","","","",""
"Madagaskar","1991","Hauptschule","","","",""
"Madagaskar","1991","Realschule","","","",""
"Madagaskar","1991","(Fach-)Abitur","","","",""
"Madagaskar","1991","AkademikerIn","","","",""
"Lesotho","1991","(noch) kein Abschluss","","","",""
"Lesotho","1991","Hauptschule","","","",""
"Lesotho","1991","Realschule","","","",""
"Lesotho","1991","(Fach-)Abitur","","","",""
"Lesotho","1991","AkademikerIn","","","",""
"Ruanda","1991","(noch) kein Abschluss","","","",""
"Ruanda","1991","Hauptschule","","","",""
"Ruanda","1991","Realschule","","","",""
"Ruanda","1991","(Fach-)Abitur","","","",""
"Ruanda","1991","AkademikerIn","","","",""
"Myanmar","1991","(noch) kein Abschluss","","","",""
"Myanmar","1991","Hauptschule","","","",""
"Myanmar","1991","Realschule","","","",""
"Myanmar","1991","(Fach-)Abitur","","","",""
"Myanmar","1991","AkademikerIn","","","",""
"Niger","1991","(noch) kein Abschluss","","","",""
"Niger","1991","Hauptschule","","","",""
"Niger","1991","Realschule","","","",""
"Niger","1991","(Fach-)Abitur","","","",""
"Niger","1991","AkademikerIn","","","",""
"Dschibuti","1991","(noch) kein Abschluss","","","",""
"Dschibuti","1991","Hauptschule","","","",""
"Dschibuti","1991","Realschule","","","",""
"Dschibuti","1991","(Fach-)Abitur","","","",""
"Dschibuti","1991","AkademikerIn","","","",""
"Katar","1991","(noch) kein Abschluss","","","",""
"Katar","1991","Hauptschule","","","",""
"Katar","1991","Realschule","","","",""
"Katar","1991","(Fach-)Abitur","","","",""
"Katar","1991","AkademikerIn","","","",""
"Kosovo","1991","(noch) kein Abschluss","","","",""
"Kosovo","1991","Hauptschule","","","",""
"Kosovo","1991","Realschule","","","",""
"Kosovo","1991","(Fach-)Abitur","","","",""
"Kosovo","1991","AkademikerIn","","","",""
"Eastern Europe","1991","(noch) kein Abschluss","3","","",""
"Eastern Europe","1991","Hauptschule","110","0.0202447677712849","0.0168742305053252","0.0236153050372446"
"Eastern Europe","1991","Realschule","33","0.0155220317117174","0.0111934544125125","0.0198506090109223"
"Eastern Europe","1991","(Fach-)Abitur","5","","",""
"Eastern Europe","1991","AkademikerIn","22","","",""
"Ethnische Minderheiten","1991","(noch) kein Abschluss","","","",""
"Ethnische Minderheiten","1991","Hauptschule","","","",""
"Ethnische Minderheiten","1991","Realschule","","","",""
"Ethnische Minderheiten","1991","(Fach-)Abitur","","","",""
"Ethnische Minderheiten","1991","AkademikerIn","","","",""
"Deutschland","1992","(noch) kein Abschluss","286","0.552201304077113","0.519139364411556","0.58526324374267"
"Deutschland","1992","Hauptschule","5154","0.894278431807178","0.886798855246182","0.901758008368175"
"Deutschland","1992","Realschule","2947","0.953472469835504","0.946043672272917","0.960901267398092"
"Deutschland","1992","(Fach-)Abitur","690","0.870707386280391","0.848676487718544","0.892738284842239"
"Deutschland","1992","AkademikerIn","1524","0.92978356895009","0.917428658026553","0.942138479873627"
"Türkei","1992","(noch) kein Abschluss","225","0.179361513170526","0.153853374291299","0.204869652049752"
"Türkei","1992","Hauptschule","412","0.0226578887028001","0.0190380279803407","0.0262777494252595"
"Türkei","1992","Realschule","27","","",""
"Türkei","1992","(Fach-)Abitur","89","0.0397933136596103","0.0269582905643199","0.0526283367549008"
"Türkei","1992","AkademikerIn","15","","",""
"Ex-Jugoslawien","1992","(noch) kein Abschluss","30","0.0333391191257386","0.0214032970811862","0.0452749411702911"
"Ex-Jugoslawien","1992","Hauptschule","94","0.00691954311372178","0.00490308241026614","0.00893600381717741"
"Ex-Jugoslawien","1992","Realschule","4","","",""
"Ex-Jugoslawien","1992","(Fach-)Abitur","15","","",""
"Ex-Jugoslawien","1992","AkademikerIn","3","","",""
"Griechenland","1992","(noch) kein Abschluss","72","0.0377214671515265","0.0250542011783796","0.0503887331246734"
"Griechenland","1992","Hauptschule","140","0.00470661971656053","0.0030417166695643","0.00637152276355675"
"Griechenland","1992","Realschule","3","","",""
"Griechenland","1992","(Fach-)Abitur","26","","",""
"Griechenland","1992","AkademikerIn","12","","",""
"Italien","1992","(noch) kein Abschluss","128","0.0933359631901042","0.0739946523622571","0.112677274017951"
"Italien","1992","Hauptschule","188","0.00925988242897286","0.00692996008525489","0.0115898047726908"
"Italien","1992","Realschule","8","","",""
"Italien","1992","(Fach-)Abitur","17","","",""
"Italien","1992","AkademikerIn","3","","",""
"Spanien","1992","(noch) kein Abschluss","48","0.0203990349391443","0.0110003386525916","0.0297977312256969"
"Spanien","1992","Hauptschule","85","0.00214731998923325","0.00102131469377805","0.00327332528468845"
"Spanien","1992","Realschule","5","","",""
"Spanien","1992","(Fach-)Abitur","8","","",""
"Spanien","1992","AkademikerIn","4","","",""
"österreich","1992","(noch) kein Abschluss","","","",""
"österreich","1992","Hauptschule","17","","",""
"österreich","1992","Realschule","5","","",""
"österreich","1992","(Fach-)Abitur","3","","",""
"österreich","1992","AkademikerIn","2","","",""
"Frankreich","1992","(noch) kein Abschluss","","","",""
"Frankreich","1992","Hauptschule","6","","",""
"Frankreich","1992","Realschule","","","",""
"Frankreich","1992","(Fach-)Abitur","1","","",""
"Frankreich","1992","AkademikerIn","2","","",""
"Benelux","1992","(noch) kein Abschluss","","","",""
"Benelux","1992","Hauptschule","2","","",""
"Benelux","1992","Realschule","","","",""
"Benelux","1992","(Fach-)Abitur","","","",""
"Benelux","1992","AkademikerIn","","","",""
"Dänemark","1992","(noch) kein Abschluss","","","",""
"Dänemark","1992","Hauptschule","1","","",""
"Dänemark","1992","Realschule","","","",""
"Dänemark","1992","(Fach-)Abitur","","","",""
"Dänemark","1992","AkademikerIn","","","",""
"Grossbritannien","1992","(noch) kein Abschluss","","","",""
"Grossbritannien","1992","Hauptschule","2","","",""
"Grossbritannien","1992","Realschule","1","","",""
"Grossbritannien","1992","(Fach-)Abitur","","","",""
"Grossbritannien","1992","AkademikerIn","2","","",""
"Schweden","1992","(noch) kein Abschluss","","","",""
"Schweden","1992","Hauptschule","","","",""
"Schweden","1992","Realschule","","","",""
"Schweden","1992","(Fach-)Abitur","","","",""
"Schweden","1992","AkademikerIn","1","","",""
"Norwegen","1992","(noch) kein Abschluss","","","",""
"Norwegen","1992","Hauptschule","","","",""
"Norwegen","1992","Realschule","","","",""
"Norwegen","1992","(Fach-)Abitur","","","",""
"Norwegen","1992","AkademikerIn","","","",""
"Finnland","1992","(noch) kein Abschluss","","","",""
"Finnland","1992","Hauptschule","","","",""
"Finnland","1992","Realschule","","","",""
"Finnland","1992","(Fach-)Abitur","","","",""
"Finnland","1992","AkademikerIn","","","",""
"USA","1992","(noch) kein Abschluss","","","",""
"USA","1992","Hauptschule","1","","",""
"USA","1992","Realschule","5","","",""
"USA","1992","(Fach-)Abitur","1","","",""
"USA","1992","AkademikerIn","1","","",""
"Schweiz","1992","(noch) kein Abschluss","","","",""
"Schweiz","1992","Hauptschule","2","","",""
"Schweiz","1992","Realschule","4","","",""
"Schweiz","1992","(Fach-)Abitur","","","",""
"Schweiz","1992","AkademikerIn","1","","",""
"Chile","1992","(noch) kein Abschluss","","","",""
"Chile","1992","Hauptschule","2","","",""
"Chile","1992","Realschule","","","",""
"Chile","1992","(Fach-)Abitur","1","","",""
"Chile","1992","AkademikerIn","","","",""
"Rumaenien","1992","(noch) kein Abschluss","","","",""
"Rumaenien","1992","Hauptschule","14","","",""
"Rumaenien","1992","Realschule","2","","",""
"Rumaenien","1992","(Fach-)Abitur","2","","",""
"Rumaenien","1992","AkademikerIn","1","","",""
"Polen","1992","(noch) kein Abschluss","7","","",""
"Polen","1992","Hauptschule","44","0.00674016209312733","0.00474983046877305","0.00873049371748161"
"Polen","1992","Realschule","13","","",""
"Polen","1992","(Fach-)Abitur","7","","",""
"Polen","1992","AkademikerIn","7","","",""
"Korea","1992","(noch) kein Abschluss","","","",""
"Korea","1992","Hauptschule","","","",""
"Korea","1992","Realschule","","","",""
"Korea","1992","(Fach-)Abitur","","","",""
"Korea","1992","AkademikerIn","","","",""
"Iran","1992","(noch) kein Abschluss","","","",""
"Iran","1992","Hauptschule","","","",""
"Iran","1992","Realschule","","","",""
"Iran","1992","(Fach-)Abitur","1","","",""
"Iran","1992","AkademikerIn","1","","",""
"Indonesien","1992","(noch) kein Abschluss","","","",""
"Indonesien","1992","Hauptschule","","","",""
"Indonesien","1992","Realschule","","","",""
"Indonesien","1992","(Fach-)Abitur","","","",""
"Indonesien","1992","AkademikerIn","","","",""
"Ungarn","1992","(noch) kein Abschluss","","","",""
"Ungarn","1992","Hauptschule","11","","",""
"Ungarn","1992","Realschule","2","","",""
"Ungarn","1992","(Fach-)Abitur","3","","",""
"Ungarn","1992","AkademikerIn","3","","",""
"Bolivien","1992","(noch) kein Abschluss","","","",""
"Bolivien","1992","Hauptschule","","","",""
"Bolivien","1992","Realschule","","","",""
"Bolivien","1992","(Fach-)Abitur","","","",""
"Bolivien","1992","AkademikerIn","","","",""
"Portugal","1992","(noch) kein Abschluss","","","",""
"Portugal","1992","Hauptschule","","","",""
"Portugal","1992","Realschule","","","",""
"Portugal","1992","(Fach-)Abitur","","","",""
"Portugal","1992","AkademikerIn","","","",""
"Bulgarien","1992","(noch) kein Abschluss","3","","",""
"Bulgarien","1992","Hauptschule","4","","",""
"Bulgarien","1992","Realschule","1","","",""
"Bulgarien","1992","(Fach-)Abitur","1","","",""
"Bulgarien","1992","AkademikerIn","2","","",""
"Syrien","1992","(noch) kein Abschluss","1","","",""
"Syrien","1992","Hauptschule","","","",""
"Syrien","1992","Realschule","","","",""
"Syrien","1992","(Fach-)Abitur","","","",""
"Syrien","1992","AkademikerIn","","","",""
"Tschechien","1992","(noch) kein Abschluss","1","","",""
"Tschechien","1992","Hauptschule","35","0.00659731997107783","0.00462804993393346","0.0085665900082222"
"Tschechien","1992","Realschule","12","","",""
"Tschechien","1992","(Fach-)Abitur","3","","",""
"Tschechien","1992","AkademikerIn","12","","",""
"Russland","1992","(noch) kein Abschluss","1","","",""
"Russland","1992","Hauptschule","1","","",""
"Russland","1992","Realschule","2","","",""
"Russland","1992","(Fach-)Abitur","","","",""
"Russland","1992","AkademikerIn","4","","",""
"Mexiko","1992","(noch) kein Abschluss","","","",""
"Mexiko","1992","Hauptschule","","","",""
"Mexiko","1992","Realschule","","","",""
"Mexiko","1992","(Fach-)Abitur","1","","",""
"Mexiko","1992","AkademikerIn","","","",""
"Argentinien","1992","(noch) kein Abschluss","","","",""
"Argentinien","1992","Hauptschule","","","",""
"Argentinien","1992","Realschule","","","",""
"Argentinien","1992","(Fach-)Abitur","","","",""
"Argentinien","1992","AkademikerIn","1","","",""
"Cap Verden","1992","(noch) kein Abschluss","","","",""
"Cap Verden","1992","Hauptschule","","","",""
"Cap Verden","1992","Realschule","","","",""
"Cap Verden","1992","(Fach-)Abitur","","","",""
"Cap Verden","1992","AkademikerIn","","","",""
"Benin","1992","(noch) kein Abschluss","","","",""
"Benin","1992","Hauptschule","","","",""
"Benin","1992","Realschule","","","",""
"Benin","1992","(Fach-)Abitur","","","",""
"Benin","1992","AkademikerIn","","","",""
"Philippinen","1992","(noch) kein Abschluss","","","",""
"Philippinen","1992","Hauptschule","2","","",""
"Philippinen","1992","Realschule","","","",""
"Philippinen","1992","(Fach-)Abitur","2","","",""
"Philippinen","1992","AkademikerIn","","","",""
"Israel","1992","(noch) kein Abschluss","","","",""
"Israel","1992","Hauptschule","","","",""
"Israel","1992","Realschule","","","",""
"Israel","1992","(Fach-)Abitur","","","",""
"Israel","1992","AkademikerIn","","","",""
"Japan","1992","(noch) kein Abschluss","","","",""
"Japan","1992","Hauptschule","","","",""
"Japan","1992","Realschule","","","",""
"Japan","1992","(Fach-)Abitur","","","",""
"Japan","1992","AkademikerIn","","","",""
"Australien","1992","(noch) kein Abschluss","","","",""
"Australien","1992","Hauptschule","2","","",""
"Australien","1992","Realschule","","","",""
"Australien","1992","(Fach-)Abitur","","","",""
"Australien","1992","AkademikerIn","","","",""
"Indien","1992","(noch) kein Abschluss","","","",""
"Indien","1992","Hauptschule","","","",""
"Indien","1992","Realschule","","","",""
"Indien","1992","(Fach-)Abitur","","","",""
"Indien","1992","AkademikerIn","","","",""
"Afghanistan","1992","(noch) kein Abschluss","","","",""
"Afghanistan","1992","Hauptschule","","","",""
"Afghanistan","1992","Realschule","","","",""
"Afghanistan","1992","(Fach-)Abitur","","","",""
"Afghanistan","1992","AkademikerIn","","","",""
"Thailand","1992","(noch) kein Abschluss","","","",""
"Thailand","1992","Hauptschule","","","",""
"Thailand","1992","Realschule","","","",""
"Thailand","1992","(Fach-)Abitur","","","",""
"Thailand","1992","AkademikerIn","","","",""
"Jamaika","1992","(noch) kein Abschluss","","","",""
"Jamaika","1992","Hauptschule","","","",""
"Jamaika","1992","Realschule","1","","",""
"Jamaika","1992","(Fach-)Abitur","","","",""
"Jamaika","1992","AkademikerIn","","","",""
"Saudi-Arabien","1992","(noch) kein Abschluss","","","",""
"Saudi-Arabien","1992","Hauptschule","","","",""
"Saudi-Arabien","1992","Realschule","","","",""
"Saudi-Arabien","1992","(Fach-)Abitur","","","",""
"Saudi-Arabien","1992","AkademikerIn","","","",""
"Aethiopien","1992","(noch) kein Abschluss","","","",""
"Aethiopien","1992","Hauptschule","","","",""
"Aethiopien","1992","Realschule","","","",""
"Aethiopien","1992","(Fach-)Abitur","","","",""
"Aethiopien","1992","AkademikerIn","","","",""
"Kolumbien","1992","(noch) kein Abschluss","","","",""
"Kolumbien","1992","Hauptschule","","","",""
"Kolumbien","1992","Realschule","","","",""
"Kolumbien","1992","(Fach-)Abitur","","","",""
"Kolumbien","1992","AkademikerIn","","","",""
"Ghana","1992","(noch) kein Abschluss","","","",""
"Ghana","1992","Hauptschule","","","",""
"Ghana","1992","Realschule","","","",""
"Ghana","1992","(Fach-)Abitur","","","",""
"Ghana","1992","AkademikerIn","","","",""
"Bangla Desh","1992","(noch) kein Abschluss","","","",""
"Bangla Desh","1992","Hauptschule","","","",""
"Bangla Desh","1992","Realschule","","","",""
"Bangla Desh","1992","(Fach-)Abitur","","","",""
"Bangla Desh","1992","AkademikerIn","1","","",""
"Venezuela","1992","(noch) kein Abschluss","","","",""
"Venezuela","1992","Hauptschule","","","",""
"Venezuela","1992","Realschule","","","",""
"Venezuela","1992","(Fach-)Abitur","","","",""
"Venezuela","1992","AkademikerIn","1","","",""
"Tunesien","1992","(noch) kein Abschluss","","","",""
"Tunesien","1992","Hauptschule","1","","",""
"Tunesien","1992","Realschule","","","",""
"Tunesien","1992","(Fach-)Abitur","","","",""
"Tunesien","1992","AkademikerIn","","","",""
"Mauritius","1992","(noch) kein Abschluss","","","",""
"Mauritius","1992","Hauptschule","1","","",""
"Mauritius","1992","Realschule","","","",""
"Mauritius","1992","(Fach-)Abitur","","","",""
"Mauritius","1992","AkademikerIn","","","",""
"Nigeria","1992","(noch) kein Abschluss","","","",""
"Nigeria","1992","Hauptschule","","","",""
"Nigeria","1992","Realschule","","","",""
"Nigeria","1992","(Fach-)Abitur","","","",""
"Nigeria","1992","AkademikerIn","","","",""
"Kanada","1992","(noch) kein Abschluss","","","",""
