"corigin","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Kuwait","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Kuwait","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Kuwait","1997","2","Städtischer Raum","","","",""
"Kuwait","1997","2","Ländlicher Raum","","","",""
"Kuwait","1997","3","Städtischer Raum","","","",""
"Kuwait","1997","3","Ländlicher Raum","","","",""
"Kuwait","1997","4","Städtischer Raum","","","",""
"Kuwait","1997","4","Ländlicher Raum","","","",""
"Kuwait","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kuwait","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Elfenbeinkueste","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Elfenbeinkueste","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Elfenbeinkueste","1997","2","Städtischer Raum","","","",""
"Elfenbeinkueste","1997","2","Ländlicher Raum","","","",""
"Elfenbeinkueste","1997","3","Städtischer Raum","","","",""
"Elfenbeinkueste","1997","3","Ländlicher Raum","","","",""
"Elfenbeinkueste","1997","4","Städtischer Raum","","","",""
"Elfenbeinkueste","1997","4","Ländlicher Raum","","","",""
"Elfenbeinkueste","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Elfenbeinkueste","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Malaysia_(128)","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Malaysia_(128)","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Malaysia_(128)","1997","2","Städtischer Raum","","","",""
"Malaysia_(128)","1997","2","Ländlicher Raum","","","",""
"Malaysia_(128)","1997","3","Städtischer Raum","","","",""
"Malaysia_(128)","1997","3","Ländlicher Raum","","","",""
"Malaysia_(128)","1997","4","Städtischer Raum","","","",""
"Malaysia_(128)","1997","4","Ländlicher Raum","","","",""
"Malaysia_(128)","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Malaysia_(128)","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Samoa","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Samoa","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Samoa","1997","2","Städtischer Raum","","","",""
"Samoa","1997","2","Ländlicher Raum","","","",""
"Samoa","1997","3","Städtischer Raum","","","",""
"Samoa","1997","3","Ländlicher Raum","","","",""
"Samoa","1997","4","Städtischer Raum","","","",""
"Samoa","1997","4","Ländlicher Raum","","","",""
"Samoa","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Samoa","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Aserbaidschan","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Aserbaidschan","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Aserbaidschan","1997","2","Städtischer Raum","","","",""
"Aserbaidschan","1997","2","Ländlicher Raum","","","",""
"Aserbaidschan","1997","3","Städtischer Raum","","","",""
"Aserbaidschan","1997","3","Ländlicher Raum","","","",""
"Aserbaidschan","1997","4","Städtischer Raum","","","",""
"Aserbaidschan","1997","4","Ländlicher Raum","","","",""
"Aserbaidschan","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Aserbaidschan","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Weissrussland","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Weissrussland","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Weissrussland","1997","2","Städtischer Raum","","","",""
"Weissrussland","1997","2","Ländlicher Raum","","","",""
"Weissrussland","1997","3","Städtischer Raum","","","",""
"Weissrussland","1997","3","Ländlicher Raum","","","",""
"Weissrussland","1997","4","Städtischer Raum","","","",""
"Weissrussland","1997","4","Ländlicher Raum","1","","",""
"Weissrussland","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Weissrussland","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Uruguay","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Uruguay","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Uruguay","1997","2","Städtischer Raum","","","",""
"Uruguay","1997","2","Ländlicher Raum","","","",""
"Uruguay","1997","3","Städtischer Raum","","","",""
"Uruguay","1997","3","Ländlicher Raum","","","",""
"Uruguay","1997","4","Städtischer Raum","","","",""
"Uruguay","1997","4","Ländlicher Raum","","","",""
"Uruguay","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Uruguay","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Uganda","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Uganda","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Uganda","1997","2","Städtischer Raum","","","",""
"Uganda","1997","2","Ländlicher Raum","","","",""
"Uganda","1997","3","Städtischer Raum","","","",""
"Uganda","1997","3","Ländlicher Raum","","","",""
"Uganda","1997","4","Städtischer Raum","","","",""
"Uganda","1997","4","Ländlicher Raum","","","",""
"Uganda","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Uganda","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Mali","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Mali","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Mali","1997","2","Städtischer Raum","","","",""
"Mali","1997","2","Ländlicher Raum","","","",""
"Mali","1997","3","Städtischer Raum","","","",""
"Mali","1997","3","Ländlicher Raum","","","",""
"Mali","1997","4","Städtischer Raum","","","",""
"Mali","1997","4","Ländlicher Raum","","","",""
"Mali","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Mali","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kamerun","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Kamerun","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Kamerun","1997","2","Städtischer Raum","","","",""
"Kamerun","1997","2","Ländlicher Raum","","","",""
"Kamerun","1997","3","Städtischer Raum","","","",""
"Kamerun","1997","3","Ländlicher Raum","","","",""
"Kamerun","1997","4","Städtischer Raum","","","",""
"Kamerun","1997","4","Ländlicher Raum","","","",""
"Kamerun","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kamerun","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kosovo-Albaner","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","14","","",""
"Kosovo-Albaner","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","6","","",""
"Kosovo-Albaner","1997","2","Städtischer Raum","","","",""
"Kosovo-Albaner","1997","2","Ländlicher Raum","","","",""
"Kosovo-Albaner","1997","3","Städtischer Raum","","","",""
"Kosovo-Albaner","1997","3","Ländlicher Raum","","","",""
"Kosovo-Albaner","1997","4","Städtischer Raum","","","",""
"Kosovo-Albaner","1997","4","Ländlicher Raum","","","",""
"Kosovo-Albaner","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kosovo-Albaner","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Georgien","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Georgien","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Georgien","1997","2","Städtischer Raum","","","",""
"Georgien","1997","2","Ländlicher Raum","","","",""
"Georgien","1997","3","Städtischer Raum","","","",""
"Georgien","1997","3","Ländlicher Raum","","","",""
"Georgien","1997","4","Städtischer Raum","","","",""
"Georgien","1997","4","Ländlicher Raum","","","",""
"Georgien","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Georgien","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Sudan","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Sudan","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Sudan","1997","2","Städtischer Raum","","","",""
"Sudan","1997","2","Ländlicher Raum","","","",""
"Sudan","1997","3","Städtischer Raum","1","","",""
"Sudan","1997","3","Ländlicher Raum","","","",""
"Sudan","1997","4","Städtischer Raum","","","",""
"Sudan","1997","4","Ländlicher Raum","","","",""
"Sudan","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Sudan","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kongo","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Kongo","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Kongo","1997","2","Städtischer Raum","","","",""
"Kongo","1997","2","Ländlicher Raum","","","",""
"Kongo","1997","3","Städtischer Raum","","","",""
"Kongo","1997","3","Ländlicher Raum","","","",""
"Kongo","1997","4","Städtischer Raum","","","",""
"Kongo","1997","4","Ländlicher Raum","","","",""
"Kongo","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kongo","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Togo","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Togo","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Togo","1997","2","Städtischer Raum","","","",""
"Togo","1997","2","Ländlicher Raum","","","",""
"Togo","1997","3","Städtischer Raum","","","",""
"Togo","1997","3","Ländlicher Raum","","","",""
"Togo","1997","4","Städtischer Raum","","","",""
"Togo","1997","4","Ländlicher Raum","","","",""
"Togo","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Togo","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Mongolei","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Mongolei","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Mongolei","1997","2","Städtischer Raum","","","",""
"Mongolei","1997","2","Ländlicher Raum","","","",""
"Mongolei","1997","3","Städtischer Raum","","","",""
"Mongolei","1997","3","Ländlicher Raum","","","",""
"Mongolei","1997","4","Städtischer Raum","","","",""
"Mongolei","1997","4","Ländlicher Raum","","","",""
"Mongolei","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Mongolei","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Litauen","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Litauen","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Litauen","1997","2","Städtischer Raum","","","",""
"Litauen","1997","2","Ländlicher Raum","","","",""
"Litauen","1997","3","Städtischer Raum","","","",""
"Litauen","1997","3","Ländlicher Raum","","","",""
"Litauen","1997","4","Städtischer Raum","2","","",""
"Litauen","1997","4","Ländlicher Raum","","","",""
"Litauen","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Litauen","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Tschad","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Tschad","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Tschad","1997","2","Städtischer Raum","","","",""
"Tschad","1997","2","Ländlicher Raum","","","",""
"Tschad","1997","3","Städtischer Raum","","","",""
"Tschad","1997","3","Ländlicher Raum","","","",""
"Tschad","1997","4","Städtischer Raum","","","",""
"Tschad","1997","4","Ländlicher Raum","","","",""
"Tschad","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Tschad","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Armenien","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Armenien","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Armenien","1997","2","Städtischer Raum","","","",""
"Armenien","1997","2","Ländlicher Raum","","","",""
"Armenien","1997","3","Städtischer Raum","","","",""
"Armenien","1997","3","Ländlicher Raum","","","",""
"Armenien","1997","4","Städtischer Raum","","","",""
"Armenien","1997","4","Ländlicher Raum","","","",""
"Armenien","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Armenien","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kurdistan_(149)","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Kurdistan_(149)","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Kurdistan_(149)","1997","2","Städtischer Raum","","","",""
"Kurdistan_(149)","1997","2","Ländlicher Raum","","","",""
"Kurdistan_(149)","1997","3","Städtischer Raum","","","",""
"Kurdistan_(149)","1997","3","Ländlicher Raum","","","",""
"Kurdistan_(149)","1997","4","Städtischer Raum","","","",""
"Kurdistan_(149)","1997","4","Ländlicher Raum","","","",""
"Kurdistan_(149)","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kurdistan_(149)","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Liberia","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Liberia","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Liberia","1997","2","Städtischer Raum","","","",""
"Liberia","1997","2","Ländlicher Raum","","","",""
"Liberia","1997","3","Städtischer Raum","","","",""
"Liberia","1997","3","Ländlicher Raum","","","",""
"Liberia","1997","4","Städtischer Raum","","","",""
"Liberia","1997","4","Ländlicher Raum","","","",""
"Liberia","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Liberia","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Jemen","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Jemen","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Jemen","1997","2","Städtischer Raum","","","",""
"Jemen","1997","2","Ländlicher Raum","","","",""
"Jemen","1997","3","Städtischer Raum","","","",""
"Jemen","1997","3","Ländlicher Raum","","","",""
"Jemen","1997","4","Städtischer Raum","","","",""
"Jemen","1997","4","Ländlicher Raum","","","",""
"Jemen","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Jemen","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Palaestina","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Palaestina","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Palaestina","1997","2","Städtischer Raum","","","",""
"Palaestina","1997","2","Ländlicher Raum","","","",""
"Palaestina","1997","3","Städtischer Raum","","","",""
"Palaestina","1997","3","Ländlicher Raum","","","",""
"Palaestina","1997","4","Städtischer Raum","","","",""
"Palaestina","1997","4","Ländlicher Raum","","","",""
"Palaestina","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Palaestina","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Taiwan","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Taiwan","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Taiwan","1997","2","Städtischer Raum","","","",""
"Taiwan","1997","2","Ländlicher Raum","","","",""
"Taiwan","1997","3","Städtischer Raum","","","",""
"Taiwan","1997","3","Ländlicher Raum","","","",""
"Taiwan","1997","4","Städtischer Raum","","","",""
"Taiwan","1997","4","Ländlicher Raum","","","",""
"Taiwan","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Taiwan","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Turkmenistan","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Turkmenistan","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Turkmenistan","1997","2","Städtischer Raum","","","",""
"Turkmenistan","1997","2","Ländlicher Raum","","","",""
"Turkmenistan","1997","3","Städtischer Raum","","","",""
"Turkmenistan","1997","3","Ländlicher Raum","","","",""
"Turkmenistan","1997","4","Städtischer Raum","","","",""
"Turkmenistan","1997","4","Ländlicher Raum","","","",""
"Turkmenistan","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Turkmenistan","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Afrika","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Afrika","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Afrika","1997","2","Städtischer Raum","","","",""
"Afrika","1997","2","Ländlicher Raum","","","",""
"Afrika","1997","3","Städtischer Raum","","","",""
"Afrika","1997","3","Ländlicher Raum","","","",""
"Afrika","1997","4","Städtischer Raum","","","",""
"Afrika","1997","4","Ländlicher Raum","","","",""
"Afrika","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Afrika","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Sierra Leone(Westafrika)","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Sierra Leone(Westafrika)","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Sierra Leone(Westafrika)","1997","2","Städtischer Raum","","","",""
"Sierra Leone(Westafrika)","1997","2","Ländlicher Raum","","","",""
"Sierra Leone(Westafrika)","1997","3","Städtischer Raum","","","",""
"Sierra Leone(Westafrika)","1997","3","Ländlicher Raum","","","",""
"Sierra Leone(Westafrika)","1997","4","Städtischer Raum","","","",""
"Sierra Leone(Westafrika)","1997","4","Ländlicher Raum","","","",""
"Sierra Leone(Westafrika)","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Sierra Leone(Westafrika)","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Senegal","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Senegal","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Senegal","1997","2","Städtischer Raum","","","",""
"Senegal","1997","2","Ländlicher Raum","","","",""
"Senegal","1997","3","Städtischer Raum","","","",""
"Senegal","1997","3","Ländlicher Raum","","","",""
"Senegal","1997","4","Städtischer Raum","","","",""
"Senegal","1997","4","Ländlicher Raum","","","",""
"Senegal","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Senegal","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Malediven","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Malediven","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Malediven","1997","2","Städtischer Raum","","","",""
"Malediven","1997","2","Ländlicher Raum","","","",""
"Malediven","1997","3","Städtischer Raum","","","",""
"Malediven","1997","3","Ländlicher Raum","","","",""
"Malediven","1997","4","Städtischer Raum","","","",""
"Malediven","1997","4","Ländlicher Raum","","","",""
"Malediven","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Malediven","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Serbien","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","4","","",""
"Serbien","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"Serbien","1997","2","Städtischer Raum","7","","",""
"Serbien","1997","2","Ländlicher Raum","","","",""
"Serbien","1997","3","Städtischer Raum","5","","",""
"Serbien","1997","3","Ländlicher Raum","5","","",""
"Serbien","1997","4","Städtischer Raum","1","","",""
"Serbien","1997","4","Ländlicher Raum","","","",""
"Serbien","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Serbien","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Gambia","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Gambia","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Gambia","1997","2","Städtischer Raum","","","",""
"Gambia","1997","2","Ländlicher Raum","","","",""
"Gambia","1997","3","Städtischer Raum","","","",""
"Gambia","1997","3","Ländlicher Raum","","","",""
"Gambia","1997","4","Städtischer Raum","","","",""
"Gambia","1997","4","Ländlicher Raum","","","",""
"Gambia","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Gambia","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Honduras","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Honduras","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Honduras","1997","2","Städtischer Raum","","","",""
"Honduras","1997","2","Ländlicher Raum","","","",""
"Honduras","1997","3","Städtischer Raum","","","",""
"Honduras","1997","3","Ländlicher Raum","","","",""
"Honduras","1997","4","Städtischer Raum","","","",""
"Honduras","1997","4","Ländlicher Raum","","","",""
"Honduras","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Honduras","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Montenegro_(168)","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Montenegro_(168)","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Montenegro_(168)","1997","2","Städtischer Raum","","","",""
"Montenegro_(168)","1997","2","Ländlicher Raum","","","",""
"Montenegro_(168)","1997","3","Städtischer Raum","","","",""
"Montenegro_(168)","1997","3","Ländlicher Raum","","","",""
"Montenegro_(168)","1997","4","Städtischer Raum","","","",""
"Montenegro_(168)","1997","4","Ländlicher Raum","","","",""
"Montenegro_(168)","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Montenegro_(168)","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Kambodscha","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Kambodscha","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Kambodscha","1997","2","Städtischer Raum","","","",""
"Kambodscha","1997","2","Ländlicher Raum","","","",""
"Kambodscha","1997","3","Städtischer Raum","","","",""
"Kambodscha","1997","3","Ländlicher Raum","","","",""
"Kambodscha","1997","4","Städtischer Raum","","","",""
"Kambodscha","1997","4","Ländlicher Raum","","","",""
"Kambodscha","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Kambodscha","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Surinam","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Surinam","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Surinam","1997","2","Städtischer Raum","","","",""
"Surinam","1997","2","Ländlicher Raum","","","",""
"Surinam","1997","3","Städtischer Raum","","","",""
"Surinam","1997","3","Ländlicher Raum","","","",""
"Surinam","1997","4","Städtischer Raum","","","",""
"Surinam","1997","4","Ländlicher Raum","","","",""
"Surinam","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Surinam","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Guyana","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Guyana","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Guyana","1997","2","Städtischer Raum","","","",""
"Guyana","1997","2","Ländlicher Raum","","","",""
"Guyana","1997","3","Städtischer Raum","","","",""
"Guyana","1997","3","Ländlicher Raum","","","",""
"Guyana","1997","4","Städtischer Raum","","","",""
"Guyana","1997","4","Ländlicher Raum","","","",""
"Guyana","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Guyana","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Simbabwe","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Simbabwe","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Simbabwe","1997","2","Städtischer Raum","","","",""
"Simbabwe","1997","2","Ländlicher Raum","","","",""
"Simbabwe","1997","3","Städtischer Raum","","","",""
"Simbabwe","1997","3","Ländlicher Raum","","","",""
"Simbabwe","1997","4","Städtischer Raum","","","",""
"Simbabwe","1997","4","Ländlicher Raum","","","",""
"Simbabwe","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Simbabwe","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Madagaskar","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Madagaskar","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Madagaskar","1997","2","Städtischer Raum","","","",""
"Madagaskar","1997","2","Ländlicher Raum","","","",""
"Madagaskar","1997","3","Städtischer Raum","","","",""
"Madagaskar","1997","3","Ländlicher Raum","","","",""
"Madagaskar","1997","4","Städtischer Raum","","","",""
"Madagaskar","1997","4","Ländlicher Raum","","","",""
"Madagaskar","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Madagaskar","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Lesotho","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Lesotho","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Lesotho","1997","2","Städtischer Raum","","","",""
"Lesotho","1997","2","Ländlicher Raum","","","",""
"Lesotho","1997","3","Städtischer Raum","","","",""
"Lesotho","1997","3","Ländlicher Raum","","","",""
"Lesotho","1997","4","Städtischer Raum","","","",""
"Lesotho","1997","4","Ländlicher Raum","","","",""
"Lesotho","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Lesotho","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Ruanda","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Ruanda","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Ruanda","1997","2","Städtischer Raum","","","",""
"Ruanda","1997","2","Ländlicher Raum","","","",""
"Ruanda","1997","3","Städtischer Raum","","","",""
"Ruanda","1997","3","Ländlicher Raum","","","",""
"Ruanda","1997","4","Städtischer Raum","","","",""
"Ruanda","1997","4","Ländlicher Raum","","","",""
"Ruanda","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Ruanda","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Myanmar","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Myanmar","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Myanmar","1997","2","Städtischer Raum","","","",""
"Myanmar","1997","2","Ländlicher Raum","","","",""
"Myanmar","1997","3","Städtischer Raum","","","",""
"Myanmar","1997","3","Ländlicher Raum","","","",""
"Myanmar","1997","4","Städtischer Raum","","","",""
"Myanmar","1997","4","Ländlicher Raum","","","",""
"Myanmar","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Myanmar","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Niger","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Niger","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Niger","1997","2","Städtischer Raum","","","",""
"Niger","1997","2","Ländlicher Raum","","","",""
"Niger","1997","3","Städtischer Raum","","","",""
"Niger","1997","3","Ländlicher Raum","","","",""
"Niger","1997","4","Städtischer Raum","","","",""
"Niger","1997","4","Ländlicher Raum","","","",""
"Niger","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Niger","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Dschibuti","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Dschibuti","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Dschibuti","1997","2","Städtischer Raum","","","",""
