"corigin","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Malediven","1994","Städtischer Raum","männlich","","","",""
"Malediven","1994","Städtischer Raum","weiblich","","","",""
"Malediven","1994","Ländlicher Raum","männlich","","","",""
"Malediven","1994","Ländlicher Raum","weiblich","","","",""
"Serbien","1994","Städtischer Raum","männlich","8","","",""
"Serbien","1994","Städtischer Raum","weiblich","11","","",""
"Serbien","1994","Ländlicher Raum","männlich","4","","",""
"Serbien","1994","Ländlicher Raum","weiblich","2","","",""
"Gambia","1994","Städtischer Raum","männlich","","","",""
"Gambia","1994","Städtischer Raum","weiblich","","","",""
"Gambia","1994","Ländlicher Raum","männlich","","","",""
"Gambia","1994","Ländlicher Raum","weiblich","","","",""
"Honduras","1994","Städtischer Raum","männlich","","","",""
"Honduras","1994","Städtischer Raum","weiblich","","","",""
"Honduras","1994","Ländlicher Raum","männlich","","","",""
"Honduras","1994","Ländlicher Raum","weiblich","","","",""
"Montenegro_(168)","1994","Städtischer Raum","männlich","","","",""
"Montenegro_(168)","1994","Städtischer Raum","weiblich","","","",""
"Montenegro_(168)","1994","Ländlicher Raum","männlich","","","",""
"Montenegro_(168)","1994","Ländlicher Raum","weiblich","","","",""
"Kambodscha","1994","Städtischer Raum","männlich","","","",""
"Kambodscha","1994","Städtischer Raum","weiblich","","","",""
"Kambodscha","1994","Ländlicher Raum","männlich","","","",""
"Kambodscha","1994","Ländlicher Raum","weiblich","","","",""
"Surinam","1994","Städtischer Raum","männlich","","","",""
"Surinam","1994","Städtischer Raum","weiblich","","","",""
"Surinam","1994","Ländlicher Raum","männlich","","","",""
"Surinam","1994","Ländlicher Raum","weiblich","","","",""
"Guyana","1994","Städtischer Raum","männlich","","","",""
"Guyana","1994","Städtischer Raum","weiblich","","","",""
"Guyana","1994","Ländlicher Raum","männlich","","","",""
"Guyana","1994","Ländlicher Raum","weiblich","","","",""
"Simbabwe","1994","Städtischer Raum","männlich","","","",""
"Simbabwe","1994","Städtischer Raum","weiblich","","","",""
"Simbabwe","1994","Ländlicher Raum","männlich","","","",""
"Simbabwe","1994","Ländlicher Raum","weiblich","","","",""
"Madagaskar","1994","Städtischer Raum","männlich","","","",""
"Madagaskar","1994","Städtischer Raum","weiblich","","","",""
"Madagaskar","1994","Ländlicher Raum","männlich","","","",""
"Madagaskar","1994","Ländlicher Raum","weiblich","","","",""
"Lesotho","1994","Städtischer Raum","männlich","","","",""
"Lesotho","1994","Städtischer Raum","weiblich","","","",""
"Lesotho","1994","Ländlicher Raum","männlich","","","",""
"Lesotho","1994","Ländlicher Raum","weiblich","","","",""
"Ruanda","1994","Städtischer Raum","männlich","","","",""
"Ruanda","1994","Städtischer Raum","weiblich","","","",""
"Ruanda","1994","Ländlicher Raum","männlich","","","",""
"Ruanda","1994","Ländlicher Raum","weiblich","","","",""
"Myanmar","1994","Städtischer Raum","männlich","","","",""
"Myanmar","1994","Städtischer Raum","weiblich","","","",""
"Myanmar","1994","Ländlicher Raum","männlich","","","",""
"Myanmar","1994","Ländlicher Raum","weiblich","","","",""
"Niger","1994","Städtischer Raum","männlich","","","",""
"Niger","1994","Städtischer Raum","weiblich","","","",""
"Niger","1994","Ländlicher Raum","männlich","","","",""
"Niger","1994","Ländlicher Raum","weiblich","","","",""
"Dschibuti","1994","Städtischer Raum","männlich","","","",""
"Dschibuti","1994","Städtischer Raum","weiblich","","","",""
"Dschibuti","1994","Ländlicher Raum","männlich","","","",""
"Dschibuti","1994","Ländlicher Raum","weiblich","","","",""
"Katar","1994","Städtischer Raum","männlich","","","",""
"Katar","1994","Städtischer Raum","weiblich","","","",""
"Katar","1994","Ländlicher Raum","männlich","","","",""
"Katar","1994","Ländlicher Raum","weiblich","","","",""
"Kosovo","1994","Städtischer Raum","männlich","","","",""
"Kosovo","1994","Städtischer Raum","weiblich","","","",""
"Kosovo","1994","Ländlicher Raum","männlich","","","",""
"Kosovo","1994","Ländlicher Raum","weiblich","","","",""
"Eastern Europe","1994","Städtischer Raum","männlich","47","0.0167181353237817","0.0127665128170046","0.0206697578305587"
"Eastern Europe","1994","Städtischer Raum","weiblich","52","0.0169097096352247","0.0130751282930203","0.0207442909774291"
"Eastern Europe","1994","Ländlicher Raum","männlich","31","0.0186582545053403","0.0129049909806381","0.0244115180300424"
"Eastern Europe","1994","Ländlicher Raum","weiblich","37","0.0192111785612606","0.0135755717362414","0.0248467853862798"
"Ethnische Minderheiten","1994","Städtischer Raum","männlich","","","",""
"Ethnische Minderheiten","1994","Städtischer Raum","weiblich","","","",""
"Ethnische Minderheiten","1994","Ländlicher Raum","männlich","","","",""
"Ethnische Minderheiten","1994","Ländlicher Raum","weiblich","","","",""
"Deutschland","1995","Städtischer Raum","männlich","3017","0.832825894675115","0.821480380289947","0.844171409060283"
"Deutschland","1995","Städtischer Raum","weiblich","3380","0.851622188787135","0.841212996090212","0.862031381484059"
"Deutschland","1995","Ländlicher Raum","männlich","1984","0.923045265259948","0.911925999850652","0.934164530669243"
"Deutschland","1995","Ländlicher Raum","weiblich","2122","0.919720456307217","0.908736668174436","0.930704244439998"
"Türkei","1995","Städtischer Raum","männlich","340","0.0354505338867664","0.0298279464290799","0.0410731213444529"
"Türkei","1995","Städtischer Raum","weiblich","315","0.0282120583671523","0.0233635045131609","0.0330606122211436"
"Türkei","1995","Ländlicher Raum","männlich","26","","",""
"Türkei","1995","Ländlicher Raum","weiblich","24","","",""
"Ex-Jugoslawien","1995","Städtischer Raum","männlich","50","0.00685557660271652","0.00434663371664671","0.00936451948878634"
"Ex-Jugoslawien","1995","Städtischer Raum","weiblich","43","0.00618888999708348","0.00389238502770382","0.00848539496646313"
"Ex-Jugoslawien","1995","Ländlicher Raum","männlich","10","","",""
"Ex-Jugoslawien","1995","Ländlicher Raum","weiblich","10","","",""
"Griechenland","1995","Städtischer Raum","männlich","98","0.00836382551945728","0.00559470894088724","0.0111329420980273"
"Griechenland","1995","Städtischer Raum","weiblich","89","0.00544216584431759","0.00328784694450619","0.00759648474412899"
"Griechenland","1995","Ländlicher Raum","männlich","19","","",""
"Griechenland","1995","Ländlicher Raum","weiblich","14","","",""
"Italien","1995","Städtischer Raum","männlich","150","0.0135892954816574","0.010068912310655","0.0171096786526598"
"Italien","1995","Städtischer Raum","weiblich","116","0.00857956242221554","0.00587889822565683","0.0112802266187742"
"Italien","1995","Ländlicher Raum","männlich","28","","",""
"Italien","1995","Ländlicher Raum","weiblich","18","","",""
"Spanien","1995","Städtischer Raum","männlich","55","0.00274689108465038","0.00115546674382063","0.00433831542548012"
"Spanien","1995","Städtischer Raum","weiblich","42","0.00200277685799376","0.000693624981046624","0.00331192873494089"
"Spanien","1995","Ländlicher Raum","männlich","4","","",""
"Spanien","1995","Ländlicher Raum","weiblich","3","","",""
"österreich","1995","Städtischer Raum","männlich","9","","",""
"österreich","1995","Städtischer Raum","weiblich","12","","",""
"österreich","1995","Ländlicher Raum","männlich","1","","",""
"österreich","1995","Ländlicher Raum","weiblich","7","","",""
"Frankreich","1995","Städtischer Raum","männlich","4","","",""
"Frankreich","1995","Städtischer Raum","weiblich","7","","",""
"Frankreich","1995","Ländlicher Raum","männlich","1","","",""
"Frankreich","1995","Ländlicher Raum","weiblich","2","","",""
"Benelux","1995","Städtischer Raum","männlich","1","","",""
"Benelux","1995","Städtischer Raum","weiblich","","","",""
"Benelux","1995","Ländlicher Raum","männlich","","","",""
"Benelux","1995","Ländlicher Raum","weiblich","","","",""
"Dänemark","1995","Städtischer Raum","männlich","","","",""
"Dänemark","1995","Städtischer Raum","weiblich","","","",""
"Dänemark","1995","Ländlicher Raum","männlich","","","",""
"Dänemark","1995","Ländlicher Raum","weiblich","","","",""
"Grossbritannien","1995","Städtischer Raum","männlich","5","","",""
"Grossbritannien","1995","Städtischer Raum","weiblich","1","","",""
"Grossbritannien","1995","Ländlicher Raum","männlich","","","",""
"Grossbritannien","1995","Ländlicher Raum","weiblich","","","",""
"Schweden","1995","Städtischer Raum","männlich","","","",""
"Schweden","1995","Städtischer Raum","weiblich","","","",""
"Schweden","1995","Ländlicher Raum","männlich","1","","",""
"Schweden","1995","Ländlicher Raum","weiblich","","","",""
"Norwegen","1995","Städtischer Raum","männlich","","","",""
"Norwegen","1995","Städtischer Raum","weiblich","","","",""
"Norwegen","1995","Ländlicher Raum","männlich","","","",""
"Norwegen","1995","Ländlicher Raum","weiblich","","","",""
"Finnland","1995","Städtischer Raum","männlich","","","",""
"Finnland","1995","Städtischer Raum","weiblich","","","",""
"Finnland","1995","Ländlicher Raum","männlich","","","",""
"Finnland","1995","Ländlicher Raum","weiblich","","","",""
"USA","1995","Städtischer Raum","männlich","2","","",""
"USA","1995","Städtischer Raum","weiblich","3","","",""
"USA","1995","Ländlicher Raum","männlich","2","","",""
"USA","1995","Ländlicher Raum","weiblich","1","","",""
"Schweiz","1995","Städtischer Raum","männlich","2","","",""
"Schweiz","1995","Städtischer Raum","weiblich","4","","",""
"Schweiz","1995","Ländlicher Raum","männlich","1","","",""
"Schweiz","1995","Ländlicher Raum","weiblich","1","","",""
"Chile","1995","Städtischer Raum","männlich","2","","",""
"Chile","1995","Städtischer Raum","weiblich","1","","",""
"Chile","1995","Ländlicher Raum","männlich","","","",""
"Chile","1995","Ländlicher Raum","weiblich","","","",""
"Rumaenien","1995","Städtischer Raum","männlich","34","0.00641285826431308","0.00398573753805625","0.00883997899056992"
"Rumaenien","1995","Städtischer Raum","weiblich","41","0.00714215280770625","0.0046762997716498","0.00960800584376271"
"Rumaenien","1995","Ländlicher Raum","männlich","4","","",""
"Rumaenien","1995","Ländlicher Raum","weiblich","7","","",""
"Polen","1995","Städtischer Raum","männlich","82","0.0167361350939472","0.0128355909000278","0.0206366792878667"
"Polen","1995","Städtischer Raum","weiblich","101","0.0170026730223","0.0132169934294871","0.0207883526151129"
"Polen","1995","Ländlicher Raum","männlich","25","","",""
"Polen","1995","Ländlicher Raum","weiblich","27","","",""
"Korea","1995","Städtischer Raum","männlich","","","",""
"Korea","1995","Städtischer Raum","weiblich","1","","",""
"Korea","1995","Ländlicher Raum","männlich","1","","",""
"Korea","1995","Ländlicher Raum","weiblich","","","",""
"Iran","1995","Städtischer Raum","männlich","4","","",""
"Iran","1995","Städtischer Raum","weiblich","3","","",""
"Iran","1995","Ländlicher Raum","männlich","","","",""
"Iran","1995","Ländlicher Raum","weiblich","","","",""
"Indonesien","1995","Städtischer Raum","männlich","","","",""
"Indonesien","1995","Städtischer Raum","weiblich","","","",""
"Indonesien","1995","Ländlicher Raum","männlich","","","",""
"Indonesien","1995","Ländlicher Raum","weiblich","","","",""
"Ungarn","1995","Städtischer Raum","männlich","5","","",""
"Ungarn","1995","Städtischer Raum","weiblich","9","","",""
"Ungarn","1995","Ländlicher Raum","männlich","3","","",""
"Ungarn","1995","Ländlicher Raum","weiblich","3","","",""
"Bolivien","1995","Städtischer Raum","männlich","","","",""
"Bolivien","1995","Städtischer Raum","weiblich","","","",""
"Bolivien","1995","Ländlicher Raum","männlich","","","",""
"Bolivien","1995","Ländlicher Raum","weiblich","","","",""
"Portugal","1995","Städtischer Raum","männlich","4","","",""
"Portugal","1995","Städtischer Raum","weiblich","3","","",""
"Portugal","1995","Ländlicher Raum","männlich","","","",""
"Portugal","1995","Ländlicher Raum","weiblich","","","",""
"Bulgarien","1995","Städtischer Raum","männlich","4","","",""
"Bulgarien","1995","Städtischer Raum","weiblich","6","","",""
"Bulgarien","1995","Ländlicher Raum","männlich","","","",""
"Bulgarien","1995","Ländlicher Raum","weiblich","1","","",""
"Syrien","1995","Städtischer Raum","männlich","","","",""
"Syrien","1995","Städtischer Raum","weiblich","","","",""
"Syrien","1995","Ländlicher Raum","männlich","","","",""
"Syrien","1995","Ländlicher Raum","weiblich","","","",""
"Tschechien","1995","Städtischer Raum","männlich","14","","",""
"Tschechien","1995","Städtischer Raum","weiblich","20","","",""
"Tschechien","1995","Ländlicher Raum","männlich","10","","",""
"Tschechien","1995","Ländlicher Raum","weiblich","18","","",""
"Russland","1995","Städtischer Raum","männlich","28","","",""
"Russland","1995","Städtischer Raum","weiblich","30","0.00517220800672344","0.0030717160161543","0.00727269999729258"
"Russland","1995","Ländlicher Raum","männlich","11","","",""
"Russland","1995","Ländlicher Raum","weiblich","11","","",""
"Mexiko","1995","Städtischer Raum","männlich","","","",""
"Mexiko","1995","Städtischer Raum","weiblich","2","","",""
"Mexiko","1995","Ländlicher Raum","männlich","","","",""
"Mexiko","1995","Ländlicher Raum","weiblich","","","",""
"Argentinien","1995","Städtischer Raum","männlich","1","","",""
"Argentinien","1995","Städtischer Raum","weiblich","1","","",""
"Argentinien","1995","Ländlicher Raum","männlich","","","",""
"Argentinien","1995","Ländlicher Raum","weiblich","","","",""
"Benin","1995","Städtischer Raum","männlich","","","",""
"Benin","1995","Städtischer Raum","weiblich","","","",""
"Benin","1995","Ländlicher Raum","männlich","","","",""
"Benin","1995","Ländlicher Raum","weiblich","","","",""
"Philippinen","1995","Städtischer Raum","männlich","","","",""
"Philippinen","1995","Städtischer Raum","weiblich","5","","",""
"Philippinen","1995","Ländlicher Raum","männlich","","","",""
"Philippinen","1995","Ländlicher Raum","weiblich","","","",""
"Israel","1995","Städtischer Raum","männlich","","","",""
"Israel","1995","Städtischer Raum","weiblich","","","",""
"Israel","1995","Ländlicher Raum","männlich","","","",""
"Israel","1995","Ländlicher Raum","weiblich","","","",""
"Japan","1995","Städtischer Raum","männlich","","","",""
"Japan","1995","Städtischer Raum","weiblich","1","","",""
"Japan","1995","Ländlicher Raum","männlich","","","",""
"Japan","1995","Ländlicher Raum","weiblich","","","",""
"Australien","1995","Städtischer Raum","männlich","","","",""
"Australien","1995","Städtischer Raum","weiblich","1","","",""
"Australien","1995","Ländlicher Raum","männlich","1","","",""
"Australien","1995","Ländlicher Raum","weiblich","","","",""
"Indien","1995","Städtischer Raum","männlich","","","",""
"Indien","1995","Städtischer Raum","weiblich","","","",""
"Indien","1995","Ländlicher Raum","männlich","","","",""
"Indien","1995","Ländlicher Raum","weiblich","","","",""
"Afghanistan","1995","Städtischer Raum","männlich","","","",""
"Afghanistan","1995","Städtischer Raum","weiblich","","","",""
"Afghanistan","1995","Ländlicher Raum","männlich","","","",""
"Afghanistan","1995","Ländlicher Raum","weiblich","","","",""
"Thailand","1995","Städtischer Raum","männlich","","","",""
"Thailand","1995","Städtischer Raum","weiblich","","","",""
"Thailand","1995","Ländlicher Raum","männlich","","","",""
"Thailand","1995","Ländlicher Raum","weiblich","","","",""
"Jamaika","1995","Städtischer Raum","männlich","1","","",""
"Jamaika","1995","Städtischer Raum","weiblich","","","",""
"Jamaika","1995","Ländlicher Raum","männlich","","","",""
"Jamaika","1995","Ländlicher Raum","weiblich","","","",""
"Saudi-Arabien","1995","Städtischer Raum","männlich","","","",""
"Saudi-Arabien","1995","Städtischer Raum","weiblich","","","",""
"Saudi-Arabien","1995","Ländlicher Raum","männlich","","","",""
"Saudi-Arabien","1995","Ländlicher Raum","weiblich","","","",""
"Aethiopien","1995","Städtischer Raum","männlich","","","",""
"Aethiopien","1995","Städtischer Raum","weiblich","","","",""
"Aethiopien","1995","Ländlicher Raum","männlich","","","",""
"Aethiopien","1995","Ländlicher Raum","weiblich","","","",""
"Kolumbien","1995","Städtischer Raum","männlich","","","",""
"Kolumbien","1995","Städtischer Raum","weiblich","","","",""
"Kolumbien","1995","Ländlicher Raum","männlich","","","",""
"Kolumbien","1995","Ländlicher Raum","weiblich","","","",""
"Ghana","1995","Städtischer Raum","männlich","1","","",""
"Ghana","1995","Städtischer Raum","weiblich","","","",""
"Ghana","1995","Ländlicher Raum","männlich","","","",""
"Ghana","1995","Ländlicher Raum","weiblich","","","",""
"Bangla Desh","1995","Städtischer Raum","männlich","","","",""
"Bangla Desh","1995","Städtischer Raum","weiblich","","","",""
"Bangla Desh","1995","Ländlicher Raum","männlich","","","",""
"Bangla Desh","1995","Ländlicher Raum","weiblich","","","",""
"Venezuela","1995","Städtischer Raum","männlich","1","","",""
"Venezuela","1995","Städtischer Raum","weiblich","","","",""
"Venezuela","1995","Ländlicher Raum","männlich","","","",""
"Venezuela","1995","Ländlicher Raum","weiblich","","","",""
"Tunesien","1995","Städtischer Raum","männlich","1","","",""
"Tunesien","1995","Städtischer Raum","weiblich","","","",""
"Tunesien","1995","Ländlicher Raum","männlich","","","",""
"Tunesien","1995","Ländlicher Raum","weiblich","1","","",""
"Mauritius","1995","Städtischer Raum","männlich","1","","",""
"Mauritius","1995","Städtischer Raum","weiblich","1","","",""
"Mauritius","1995","Ländlicher Raum","männlich","","","",""
"Mauritius","1995","Ländlicher Raum","weiblich","","","",""
"Nigeria","1995","Städtischer Raum","männlich","1","","",""
"Nigeria","1995","Städtischer Raum","weiblich","","","",""
"Nigeria","1995","Ländlicher Raum","männlich","","","",""
"Nigeria","1995","Ländlicher Raum","weiblich","","","",""
"Kanada","1995","Städtischer Raum","männlich","1","","",""
"Kanada","1995","Städtischer Raum","weiblich","1","","",""
"Kanada","1995","Ländlicher Raum","männlich","1","","",""
"Kanada","1995","Ländlicher Raum","weiblich","","","",""
"Neuseeland","1995","Städtischer Raum","männlich","","","",""
"Neuseeland","1995","Städtischer Raum","weiblich","","","",""
"Neuseeland","1995","Ländlicher Raum","männlich","","","",""
"Neuseeland","1995","Ländlicher Raum","weiblich","","","",""
"Tansania","1995","Städtischer Raum","männlich","1","","",""
"Tansania","1995","Städtischer Raum","weiblich","","","",""
"Tansania","1995","Ländlicher Raum","männlich","","","",""
"Tansania","1995","Ländlicher Raum","weiblich","","","",""
"Zypern","1995","Städtischer Raum","männlich","","","",""
"Zypern","1995","Städtischer Raum","weiblich","","","",""
"Zypern","1995","Ländlicher Raum","männlich","","","",""
"Zypern","1995","Ländlicher Raum","weiblich","","","",""
"Kuba","1995","Städtischer Raum","männlich","","","",""
"Kuba","1995","Städtischer Raum","weiblich","","","",""
"Kuba","1995","Ländlicher Raum","männlich","","","",""
"Kuba","1995","Ländlicher Raum","weiblich","","","",""
"Irak","1995","Städtischer Raum","männlich","","","",""
"Irak","1995","Städtischer Raum","weiblich","","","",""
"Irak","1995","Ländlicher Raum","männlich","","","",""
"Irak","1995","Ländlicher Raum","weiblich","","","",""
"Brasilien","1995","Städtischer Raum","männlich","1","","",""
"Brasilien","1995","Städtischer Raum","weiblich","2","","",""
"Brasilien","1995","Ländlicher Raum","männlich","","","",""
"Brasilien","1995","Ländlicher Raum","weiblich","","","",""
"Hongkong","1995","Städtischer Raum","männlich","","","",""
"Hongkong","1995","Städtischer Raum","weiblich","","","",""
"Hongkong","1995","Ländlicher Raum","männlich","","","",""
"Hongkong","1995","Ländlicher Raum","weiblich","","","",""
"Peru","1995","Städtischer Raum","männlich","","","",""
"Peru","1995","Städtischer Raum","weiblich","","","",""
"Peru","1995","Ländlicher Raum","männlich","","","",""
"Peru","1995","Ländlicher Raum","weiblich","","","",""
"Sri Lanka","1995","Städtischer Raum","männlich","","","",""
"Sri Lanka","1995","Städtischer Raum","weiblich","","","",""
"Sri Lanka","1995","Ländlicher Raum","männlich","","","",""
"Sri Lanka","1995","Ländlicher Raum","weiblich","","","",""
"Nepal","1995","Städtischer Raum","männlich","","","",""
"Nepal","1995","Städtischer Raum","weiblich","","","",""
"Nepal","1995","Ländlicher Raum","männlich","","","",""
"Nepal","1995","Ländlicher Raum","weiblich","","","",""
"Marokko","1995","Städtischer Raum","männlich","1","","",""
"Marokko","1995","Städtischer Raum","weiblich","","","",""
"Marokko","1995","Ländlicher Raum","männlich","","","",""
"Marokko","1995","Ländlicher Raum","weiblich","","","",""
"China","1995","Städtischer Raum","männlich","","","",""
"China","1995","Städtischer Raum","weiblich","1","","",""
"China","1995","Ländlicher Raum","männlich","","","",""
"China","1995","Ländlicher Raum","weiblich","","","",""
"Irland","1995","Städtischer Raum","männlich","","","",""
"Irland","1995","Städtischer Raum","weiblich","","","",""
"Irland","1995","Ländlicher Raum","männlich","","","",""
"Irland","1995","Ländlicher Raum","weiblich","","","",""
"Moldawien","1995","Städtischer Raum","männlich","","","",""
"Moldawien","1995","Städtischer Raum","weiblich","1","","",""
"Moldawien","1995","Ländlicher Raum","männlich","","","",""
"Moldawien","1995","Ländlicher Raum","weiblich","","","",""
"Kasachstan","1995","Städtischer Raum","männlich","23","","",""
"Kasachstan","1995","Städtischer Raum","weiblich","20","","",""
"Kasachstan","1995","Ländlicher Raum","männlich","13","","",""
"Kasachstan","1995","Ländlicher Raum","weiblich","10","","",""
"Albanien","1995","Städtischer Raum","männlich","1","","",""
"Albanien","1995","Städtischer Raum","weiblich","","","",""
"Albanien","1995","Ländlicher Raum","männlich","","","",""
"Albanien","1995","Ländlicher Raum","weiblich","","","",""
"Libanon","1995","Städtischer Raum","männlich","","","",""
"Libanon","1995","Städtischer Raum","weiblich","","","",""
"Libanon","1995","Ländlicher Raum","männlich","","","",""
"Libanon","1995","Ländlicher Raum","weiblich","","","",""
"Kirgistan","1995","Städtischer Raum","männlich","2","","",""
"Kirgistan","1995","Städtischer Raum","weiblich","4","","",""
"Kirgistan","1995","Ländlicher Raum","männlich","","","",""
"Kirgistan","1995","Ländlicher Raum","weiblich","","","",""
"Ukraine","1995","Städtischer Raum","männlich","5","","",""
"Ukraine","1995","Städtischer Raum","weiblich","4","","",""
"Ukraine","1995","Ländlicher Raum","männlich","3","","",""
"Ukraine","1995","Ländlicher Raum","weiblich","3","","",""
"Algerien","1995","Städtischer Raum","männlich","1","","",""
"Algerien","1995","Städtischer Raum","weiblich","","","",""
"Algerien","1995","Ländlicher Raum","männlich","1","","",""
"Algerien","1995","Ländlicher Raum","weiblich","","","",""
"Mocambique","1995","Städtischer Raum","männlich","","","",""
"Mocambique","1995","Städtischer Raum","weiblich","","","",""
"Mocambique","1995","Ländlicher Raum","männlich","","","",""
"Mocambique","1995","Ländlicher Raum","weiblich","","","",""
"Aegypten","1995","Städtischer Raum","männlich","1","","",""
"Aegypten","1995","Städtischer Raum","weiblich","","","",""
"Aegypten","1995","Ländlicher Raum","männlich","","","",""
"Aegypten","1995","Ländlicher Raum","weiblich","","","",""
"Tadschikistan","1995","Städtischer Raum","männlich","3","","",""
"Tadschikistan","1995","Städtischer Raum","weiblich","5","","",""
"Tadschikistan","1995","Ländlicher Raum","männlich","","","",""
"Tadschikistan","1995","Ländlicher Raum","weiblich","","","",""
"Vietnam","1995","Städtischer Raum","männlich","2","","",""
"Vietnam","1995","Städtischer Raum","weiblich","1","","",""
"Vietnam","1995","Ländlicher Raum","männlich","1","","",""
"Vietnam","1995","Ländlicher Raum","weiblich","1","","",""
"Somalia","1995","Städtischer Raum","männlich","","","",""
"Somalia","1995","Städtischer Raum","weiblich","","","",""
"Somalia","1995","Ländlicher Raum","männlich","","","",""
"Somalia","1995","Ländlicher Raum","weiblich","","","",""
"Pakistan","1995","Städtischer Raum","männlich","","","",""
"Pakistan","1995","Städtischer Raum","weiblich","","","",""
"Pakistan","1995","Ländlicher Raum","männlich","","","",""
"Pakistan","1995","Ländlicher Raum","weiblich","","","",""
"Südafrika","1995","Städtischer Raum","männlich","","","",""
"Südafrika","1995","Städtischer Raum","weiblich","","","",""
"Südafrika","1995","Ländlicher Raum","männlich","","","",""
"Südafrika","1995","Ländlicher Raum","weiblich","","","",""
"Vereinigte Arabische Emirate","1995","Städtischer Raum","männlich","","","",""
"Vereinigte Arabische Emirate","1995","Städtischer Raum","weiblich","","","",""
"Vereinigte Arabische Emirate","1995","Ländlicher Raum","männlich","","","",""
"Vereinigte Arabische Emirate","1995","Ländlicher Raum","weiblich","","","",""
"El Salvador","1995","Städtischer Raum","männlich","","","",""
"El Salvador","1995","Städtischer Raum","weiblich","","","",""
"El Salvador","1995","Ländlicher Raum","männlich","","","",""
"El Salvador","1995","Ländlicher Raum","weiblich","","","",""
"Eritrea","1995","Städtischer Raum","männlich","3","","",""
"Eritrea","1995","Städtischer Raum","weiblich","4","","",""
"Eritrea","1995","Ländlicher Raum","männlich","","","",""
"Eritrea","1995","Ländlicher Raum","weiblich","","","",""
"Jordanien","1995","Städtischer Raum","männlich","1","","",""
"Jordanien","1995","Städtischer Raum","weiblich","1","","",""
"Jordanien","1995","Ländlicher Raum","männlich","","","",""
"Jordanien","1995","Ländlicher Raum","weiblich","","","",""
"Costa Rica","1995","Städtischer Raum","männlich","1","","",""
"Costa Rica","1995","Städtischer Raum","weiblich","","","",""
"Costa Rica","1995","Ländlicher Raum","männlich","","","",""
"Costa Rica","1995","Ländlicher Raum","weiblich","","","",""
"Singapur","1995","Städtischer Raum","männlich","","","",""
"Singapur","1995","Städtischer Raum","weiblich","","","",""
"Singapur","1995","Ländlicher Raum","männlich","","","",""
"Singapur","1995","Ländlicher Raum","weiblich","","","",""
"Burkina Faso","1995","Städtischer Raum","männlich","","","",""
"Burkina Faso","1995","Städtischer Raum","weiblich","","","",""
"Burkina Faso","1995","Ländlicher Raum","männlich","","","",""
"Burkina Faso","1995","Ländlicher Raum","weiblich","","","",""
"Sambia","1995","Städtischer Raum","männlich","","","",""
"Sambia","1995","Städtischer Raum","weiblich","","","",""
"Sambia","1995","Ländlicher Raum","männlich","","","",""
"Sambia","1995","Ländlicher Raum","weiblich","","","",""
"Ecuador","1995","Städtischer Raum","männlich","","","",""
"Ecuador","1995","Städtischer Raum","weiblich","1","","",""
"Ecuador","1995","Ländlicher Raum","männlich","","","",""
"Ecuador","1995","Ländlicher Raum","weiblich","","","",""
"Usbekistan","1995","Städtischer Raum","männlich","4","","",""
"Usbekistan","1995","Städtischer Raum","weiblich","2","","",""
"Usbekistan","1995","Ländlicher Raum","männlich","","","",""
"Usbekistan","1995","Ländlicher Raum","weiblich","","","",""
"Staatenlos","1995","Städtischer Raum","männlich","","","",""
"Staatenlos","1995","Städtischer Raum","weiblich","1","","",""
"Staatenlos","1995","Ländlicher Raum","männlich","","","",""
"Staatenlos","1995","Ländlicher Raum","weiblich","","","",""
"Laos","1995","Städtischer Raum","männlich","","","",""
"Laos","1995","Städtischer Raum","weiblich","","","",""
"Laos","1995","Ländlicher Raum","männlich","","","",""
"Laos","1995","Ländlicher Raum","weiblich","","","",""
"Estland","1995","Städtischer Raum","männlich","","","",""
"Estland","1995","Städtischer Raum","weiblich","","","",""
"Estland","1995","Ländlicher Raum","männlich","","","",""
"Estland","1995","Ländlicher Raum","weiblich","","","",""
"Angola","1995","Städtischer Raum","männlich","","","",""
"Angola","1995","Städtischer Raum","weiblich","","","",""
"Angola","1995","Ländlicher Raum","männlich","1","","",""
"Angola","1995","Ländlicher Raum","weiblich","2","","",""
"Lettland","1995","Städtischer Raum","männlich","1","","",""
"Lettland","1995","Städtischer Raum","weiblich","1","","",""
"Lettland","1995","Ländlicher Raum","männlich","","","",""
"Lettland","1995","Ländlicher Raum","weiblich","","","",""
"Namibia","1995","Städtischer Raum","männlich","1","","",""
"Namibia","1995","Städtischer Raum","weiblich","1","","",""
"Namibia","1995","Ländlicher Raum","männlich","","","",""
"Namibia","1995","Ländlicher Raum","weiblich","","","",""
"Dominikanische Republik","1995","Städtischer Raum","männlich","","","",""
"Dominikanische Republik","1995","Städtischer Raum","weiblich","","","",""
"Dominikanische Republik","1995","Ländlicher Raum","männlich","","","",""
"Dominikanische Republik","1995","Ländlicher Raum","weiblich","","","",""
"Nicaragua","1995","Städtischer Raum","männlich","","","",""
"Nicaragua","1995","Städtischer Raum","weiblich","","","",""
"Nicaragua","1995","Ländlicher Raum","männlich","","","",""
"Nicaragua","1995","Ländlicher Raum","weiblich","","","",""
"Kenia","1995","Städtischer Raum","männlich","","","",""
"Kenia","1995","Städtischer Raum","weiblich","","","",""
"Kenia","1995","Ländlicher Raum","männlich","","","",""
