"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Libyen","1998","1 Einkommensschwächstes Quintil","","","",""
"Libyen","1998","2","","","",""
"Libyen","1998","3","","","",""
"Libyen","1998","4","","","",""
"Libyen","1998","5 Einkommensstärkstes Quintil","","","",""
"Botswana","1998","1 Einkommensschwächstes Quintil","","","",""
"Botswana","1998","2","","","",""
"Botswana","1998","3","1","","",""
"Botswana","1998","4","","","",""
"Botswana","1998","5 Einkommensstärkstes Quintil","","","",""
"Haiti","1998","1 Einkommensschwächstes Quintil","","","",""
"Haiti","1998","2","","","",""
"Haiti","1998","3","","","",""
"Haiti","1998","4","","","",""
"Haiti","1998","5 Einkommensstärkstes Quintil","","","",""
"Luxemburg","1998","1 Einkommensschwächstes Quintil","3","","",""
"Luxemburg","1998","2","","","",""
"Luxemburg","1998","3","1","","",""
"Luxemburg","1998","4","","","",""
"Luxemburg","1998","5 Einkommensstärkstes Quintil","","","",""
"Belgien","1998","1 Einkommensschwächstes Quintil","3","","",""
"Belgien","1998","2","","","",""
"Belgien","1998","3","2","","",""
"Belgien","1998","4","","","",""
"Belgien","1998","5 Einkommensstärkstes Quintil","","","",""
"Niederlande","1998","1 Einkommensschwächstes Quintil","7","","",""
"Niederlande","1998","2","3","","",""
"Niederlande","1998","3","2","","",""
"Niederlande","1998","4","1","","",""
"Niederlande","1998","5 Einkommensstärkstes Quintil","1","","",""
"Kroatien","1998","1 Einkommensschwächstes Quintil","29","","",""
"Kroatien","1998","2","33","0.00425402454185583","0.00225915816163306","0.0062488909220786"
"Kroatien","1998","3","33","0.0127180061547634","0.00838070873176835","0.0170553035777585"
"Kroatien","1998","4","2","","",""
"Kroatien","1998","5 Einkommensstärkstes Quintil","3","","",""
"Bosnien/Herzegowina","1998","1 Einkommensschwächstes Quintil","43","0.00966085793544157","0.00683145848572528","0.0124902573851579"
"Bosnien/Herzegowina","1998","2","21","","",""
"Bosnien/Herzegowina","1998","3","18","","",""
"Bosnien/Herzegowina","1998","4","4","","",""
"Bosnien/Herzegowina","1998","5 Einkommensstärkstes Quintil","4","","",""
"Makedonien","1998","1 Einkommensschwächstes Quintil","10","","",""
"Makedonien","1998","2","4","","",""
"Makedonien","1998","3","1","","",""
"Makedonien","1998","4","1","","",""
"Makedonien","1998","5 Einkommensstärkstes Quintil","","","",""
"Slowenien","1998","1 Einkommensschwächstes Quintil","2","","",""
"Slowenien","1998","2","3","","",""
"Slowenien","1998","3","6","","",""
"Slowenien","1998","4","1","","",""
"Slowenien","1998","5 Einkommensstärkstes Quintil","3","","",""
"Slowakei","1998","1 Einkommensschwächstes Quintil","","","",""
"Slowakei","1998","2","1","","",""
"Slowakei","1998","3","1","","",""
"Slowakei","1998","4","","","",""
"Slowakei","1998","5 Einkommensstärkstes Quintil","1","","",""
"Paraguay","1998","1 Einkommensschwächstes Quintil","1","","",""
"Paraguay","1998","2","","","",""
"Paraguay","1998","3","1","","",""
"Paraguay","1998","4","","","",""
"Paraguay","1998","5 Einkommensstärkstes Quintil","1","","",""
"Guinea","1998","1 Einkommensschwächstes Quintil","","","",""
"Guinea","1998","2","","","",""
"Guinea","1998","3","","","",""
"Guinea","1998","4","","","",""
"Guinea","1998","5 Einkommensstärkstes Quintil","","","",""
"Kuwait","1998","1 Einkommensschwächstes Quintil","","","",""
"Kuwait","1998","2","","","",""
"Kuwait","1998","3","","","",""
"Kuwait","1998","4","","","",""
"Kuwait","1998","5 Einkommensstärkstes Quintil","","","",""
"Elfenbeinkueste","1998","1 Einkommensschwächstes Quintil","","","",""
"Elfenbeinkueste","1998","2","","","",""
"Elfenbeinkueste","1998","3","","","",""
"Elfenbeinkueste","1998","4","","","",""
"Elfenbeinkueste","1998","5 Einkommensstärkstes Quintil","","","",""
"Malaysia_(128)","1998","1 Einkommensschwächstes Quintil","","","",""
"Malaysia_(128)","1998","2","","","",""
"Malaysia_(128)","1998","3","","","",""
"Malaysia_(128)","1998","4","","","",""
"Malaysia_(128)","1998","5 Einkommensstärkstes Quintil","","","",""
"Samoa","1998","1 Einkommensschwächstes Quintil","","","",""
"Samoa","1998","2","","","",""
"Samoa","1998","3","","","",""
"Samoa","1998","4","","","",""
"Samoa","1998","5 Einkommensstärkstes Quintil","","","",""
"Aserbaidschan","1998","1 Einkommensschwächstes Quintil","","","",""
"Aserbaidschan","1998","2","","","",""
"Aserbaidschan","1998","3","","","",""
"Aserbaidschan","1998","4","","","",""
"Aserbaidschan","1998","5 Einkommensstärkstes Quintil","","","",""
"Weissrussland","1998","1 Einkommensschwächstes Quintil","","","",""
"Weissrussland","1998","2","","","",""
"Weissrussland","1998","3","","","",""
"Weissrussland","1998","4","1","","",""
"Weissrussland","1998","5 Einkommensstärkstes Quintil","","","",""
"Uruguay","1998","1 Einkommensschwächstes Quintil","","","",""
"Uruguay","1998","2","","","",""
"Uruguay","1998","3","","","",""
"Uruguay","1998","4","","","",""
"Uruguay","1998","5 Einkommensstärkstes Quintil","","","",""
"Uganda","1998","1 Einkommensschwächstes Quintil","","","",""
"Uganda","1998","2","","","",""
"Uganda","1998","3","1","","",""
"Uganda","1998","4","","","",""
"Uganda","1998","5 Einkommensstärkstes Quintil","","","",""
"Mali","1998","1 Einkommensschwächstes Quintil","","","",""
"Mali","1998","2","","","",""
"Mali","1998","3","","","",""
"Mali","1998","4","","","",""
"Mali","1998","5 Einkommensstärkstes Quintil","","","",""
"Kamerun","1998","1 Einkommensschwächstes Quintil","","","",""
"Kamerun","1998","2","","","",""
"Kamerun","1998","3","","","",""
"Kamerun","1998","4","","","",""
"Kamerun","1998","5 Einkommensstärkstes Quintil","","","",""
"Kosovo-Albaner","1998","1 Einkommensschwächstes Quintil","13","","",""
"Kosovo-Albaner","1998","2","8","","",""
"Kosovo-Albaner","1998","3","","","",""
"Kosovo-Albaner","1998","4","1","","",""
"Kosovo-Albaner","1998","5 Einkommensstärkstes Quintil","","","",""
"Georgien","1998","1 Einkommensschwächstes Quintil","","","",""
"Georgien","1998","2","","","",""
"Georgien","1998","3","","","",""
"Georgien","1998","4","","","",""
"Georgien","1998","5 Einkommensstärkstes Quintil","","","",""
"Sudan","1998","1 Einkommensschwächstes Quintil","","","",""
"Sudan","1998","2","","","",""
"Sudan","1998","3","1","","",""
"Sudan","1998","4","","","",""
"Sudan","1998","5 Einkommensstärkstes Quintil","","","",""
"Kongo","1998","1 Einkommensschwächstes Quintil","","","",""
"Kongo","1998","2","","","",""
"Kongo","1998","3","","","",""
"Kongo","1998","4","","","",""
"Kongo","1998","5 Einkommensstärkstes Quintil","","","",""
"Togo","1998","1 Einkommensschwächstes Quintil","","","",""
"Togo","1998","2","","","",""
"Togo","1998","3","","","",""
"Togo","1998","4","","","",""
"Togo","1998","5 Einkommensstärkstes Quintil","","","",""
"Mongolei","1998","1 Einkommensschwächstes Quintil","","","",""
"Mongolei","1998","2","","","",""
"Mongolei","1998","3","","","",""
"Mongolei","1998","4","","","",""
"Mongolei","1998","5 Einkommensstärkstes Quintil","","","",""
"Litauen","1998","1 Einkommensschwächstes Quintil","1","","",""
"Litauen","1998","2","","","",""
"Litauen","1998","3","","","",""
"Litauen","1998","4","1","","",""
"Litauen","1998","5 Einkommensstärkstes Quintil","1","","",""
"Tschad","1998","1 Einkommensschwächstes Quintil","","","",""
"Tschad","1998","2","","","",""
"Tschad","1998","3","","","",""
"Tschad","1998","4","","","",""
"Tschad","1998","5 Einkommensstärkstes Quintil","","","",""
"Armenien","1998","1 Einkommensschwächstes Quintil","","","",""
"Armenien","1998","2","","","",""
"Armenien","1998","3","","","",""
"Armenien","1998","4","","","",""
"Armenien","1998","5 Einkommensstärkstes Quintil","","","",""
"Kurdistan_(149)","1998","1 Einkommensschwächstes Quintil","","","",""
"Kurdistan_(149)","1998","2","","","",""
"Kurdistan_(149)","1998","3","","","",""
"Kurdistan_(149)","1998","4","","","",""
"Kurdistan_(149)","1998","5 Einkommensstärkstes Quintil","","","",""
"Liberia","1998","1 Einkommensschwächstes Quintil","","","",""
"Liberia","1998","2","","","",""
"Liberia","1998","3","","","",""
"Liberia","1998","4","","","",""
"Liberia","1998","5 Einkommensstärkstes Quintil","","","",""
"Jemen","1998","1 Einkommensschwächstes Quintil","","","",""
"Jemen","1998","2","","","",""
"Jemen","1998","3","","","",""
"Jemen","1998","4","","","",""
"Jemen","1998","5 Einkommensstärkstes Quintil","","","",""
"Palaestina","1998","1 Einkommensschwächstes Quintil","","","",""
"Palaestina","1998","2","","","",""
"Palaestina","1998","3","","","",""
"Palaestina","1998","4","","","",""
"Palaestina","1998","5 Einkommensstärkstes Quintil","","","",""
"Taiwan","1998","1 Einkommensschwächstes Quintil","","","",""
"Taiwan","1998","2","","","",""
"Taiwan","1998","3","","","",""
"Taiwan","1998","4","","","",""
"Taiwan","1998","5 Einkommensstärkstes Quintil","","","",""
"Turkmenistan","1998","1 Einkommensschwächstes Quintil","","","",""
"Turkmenistan","1998","2","","","",""
"Turkmenistan","1998","3","","","",""
"Turkmenistan","1998","4","","","",""
"Turkmenistan","1998","5 Einkommensstärkstes Quintil","","","",""
"Afrika","1998","1 Einkommensschwächstes Quintil","","","",""
"Afrika","1998","2","","","",""
"Afrika","1998","3","","","",""
"Afrika","1998","4","","","",""
"Afrika","1998","5 Einkommensstärkstes Quintil","","","",""
"Sierra Leone(Westafrika)","1998","1 Einkommensschwächstes Quintil","","","",""
"Sierra Leone(Westafrika)","1998","2","","","",""
"Sierra Leone(Westafrika)","1998","3","","","",""
"Sierra Leone(Westafrika)","1998","4","","","",""
"Sierra Leone(Westafrika)","1998","5 Einkommensstärkstes Quintil","","","",""
"Senegal","1998","1 Einkommensschwächstes Quintil","","","",""
"Senegal","1998","2","","","",""
"Senegal","1998","3","","","",""
"Senegal","1998","4","","","",""
"Senegal","1998","5 Einkommensstärkstes Quintil","","","",""
"Malediven","1998","1 Einkommensschwächstes Quintil","","","",""
"Malediven","1998","2","","","",""
"Malediven","1998","3","","","",""
"Malediven","1998","4","","","",""
"Malediven","1998","5 Einkommensstärkstes Quintil","","","",""
"Serbien","1998","1 Einkommensschwächstes Quintil","3","","",""
"Serbien","1998","2","15","","",""
"Serbien","1998","3","4","","",""
"Serbien","1998","4","1","","",""
"Serbien","1998","5 Einkommensstärkstes Quintil","","","",""
"Gambia","1998","1 Einkommensschwächstes Quintil","","","",""
"Gambia","1998","2","","","",""
"Gambia","1998","3","","","",""
"Gambia","1998","4","","","",""
"Gambia","1998","5 Einkommensstärkstes Quintil","","","",""
"Honduras","1998","1 Einkommensschwächstes Quintil","","","",""
"Honduras","1998","2","","","",""
"Honduras","1998","3","","","",""
"Honduras","1998","4","","","",""
"Honduras","1998","5 Einkommensstärkstes Quintil","","","",""
"Montenegro_(168)","1998","1 Einkommensschwächstes Quintil","","","",""
"Montenegro_(168)","1998","2","","","",""
"Montenegro_(168)","1998","3","","","",""
"Montenegro_(168)","1998","4","","","",""
"Montenegro_(168)","1998","5 Einkommensstärkstes Quintil","","","",""
"Kambodscha","1998","1 Einkommensschwächstes Quintil","","","",""
"Kambodscha","1998","2","","","",""
"Kambodscha","1998","3","","","",""
"Kambodscha","1998","4","","","",""
"Kambodscha","1998","5 Einkommensstärkstes Quintil","","","",""
"Surinam","1998","1 Einkommensschwächstes Quintil","","","",""
"Surinam","1998","2","","","",""
"Surinam","1998","3","","","",""
"Surinam","1998","4","","","",""
"Surinam","1998","5 Einkommensstärkstes Quintil","","","",""
"Guyana","1998","1 Einkommensschwächstes Quintil","","","",""
"Guyana","1998","2","","","",""
"Guyana","1998","3","","","",""
"Guyana","1998","4","","","",""
"Guyana","1998","5 Einkommensstärkstes Quintil","","","",""
"Simbabwe","1998","1 Einkommensschwächstes Quintil","","","",""
"Simbabwe","1998","2","","","",""
"Simbabwe","1998","3","","","",""
"Simbabwe","1998","4","","","",""
"Simbabwe","1998","5 Einkommensstärkstes Quintil","","","",""
"Madagaskar","1998","1 Einkommensschwächstes Quintil","","","",""
"Madagaskar","1998","2","","","",""
"Madagaskar","1998","3","","","",""
"Madagaskar","1998","4","","","",""
"Madagaskar","1998","5 Einkommensstärkstes Quintil","","","",""
"Lesotho","1998","1 Einkommensschwächstes Quintil","","","",""
"Lesotho","1998","2","","","",""
"Lesotho","1998","3","","","",""
"Lesotho","1998","4","","","",""
"Lesotho","1998","5 Einkommensstärkstes Quintil","","","",""
"Ruanda","1998","1 Einkommensschwächstes Quintil","","","",""
"Ruanda","1998","2","","","",""
"Ruanda","1998","3","","","",""
"Ruanda","1998","4","","","",""
"Ruanda","1998","5 Einkommensstärkstes Quintil","","","",""
"Myanmar","1998","1 Einkommensschwächstes Quintil","","","",""
"Myanmar","1998","2","","","",""
"Myanmar","1998","3","","","",""
"Myanmar","1998","4","","","",""
"Myanmar","1998","5 Einkommensstärkstes Quintil","","","",""
"Niger","1998","1 Einkommensschwächstes Quintil","","","",""
"Niger","1998","2","","","",""
"Niger","1998","3","","","",""
"Niger","1998","4","","","",""
"Niger","1998","5 Einkommensstärkstes Quintil","","","",""
"Dschibuti","1998","1 Einkommensschwächstes Quintil","","","",""
"Dschibuti","1998","2","","","",""
"Dschibuti","1998","3","","","",""
"Dschibuti","1998","4","","","",""
"Dschibuti","1998","5 Einkommensstärkstes Quintil","","","",""
"Katar","1998","1 Einkommensschwächstes Quintil","","","",""
"Katar","1998","2","","","",""
"Katar","1998","3","","","",""
"Katar","1998","4","","","",""
"Katar","1998","5 Einkommensstärkstes Quintil","","","",""
"Kosovo","1998","1 Einkommensschwächstes Quintil","","","",""
"Kosovo","1998","2","","","",""
"Kosovo","1998","3","","","",""
"Kosovo","1998","4","","","",""
"Kosovo","1998","5 Einkommensstärkstes Quintil","","","",""
"Eastern Europe","1998","1 Einkommensschwächstes Quintil","28","","",""
"Eastern Europe","1998","2","55","0.0167930989718038","0.0128546300884019","0.0207315678552057"
"Eastern Europe","1998","3","18","","",""
"Eastern Europe","1998","4","13","","",""
"Eastern Europe","1998","5 Einkommensstärkstes Quintil","6","","",""
"Ethnische Minderheiten","1998","1 Einkommensschwächstes Quintil","","","",""
"Ethnische Minderheiten","1998","2","","","",""
"Ethnische Minderheiten","1998","3","","","",""
"Ethnische Minderheiten","1998","4","","","",""
"Ethnische Minderheiten","1998","5 Einkommensstärkstes Quintil","","","",""
"Deutschland","1999","1 Einkommensschwächstes Quintil","2948","0.810330606345949","0.797950205649825","0.822711007042073"
"Deutschland","1999","2","3403","0.871044978715888","0.860773668252478","0.881316289179297"
"Deutschland","1999","3","2240","0.888492323886965","0.876287490324839","0.90069715744909"
"Deutschland","1999","4","1818","0.911505295757401","0.899051877104246","0.923958714410555"
"Deutschland","1999","5 Einkommensstärkstes Quintil","1061","0.935310236410271","0.921068878277593","0.949551594542948"
"Türkei","1999","1 Einkommensschwächstes Quintil","346","0.0558348797297567","0.0485841499432546","0.0630856095162588"
"Türkei","1999","2","164","0.0233115953243494","0.0186872479459435","0.0279359427027554"
"Türkei","1999","3","30","0.00615817034761405","0.0031247183719817","0.00919162232324639"
"Türkei","1999","4","19","","",""
"Türkei","1999","5 Einkommensstärkstes Quintil","2","","",""
"Ex-Jugoslawien","1999","1 Einkommensschwächstes Quintil","15","","",""
"Ex-Jugoslawien","1999","2","15","","",""
"Ex-Jugoslawien","1999","3","9","","",""
"Ex-Jugoslawien","1999","4","12","","",""
"Ex-Jugoslawien","1999","5 Einkommensstärkstes Quintil","4","","",""
"Griechenland","1999","1 Einkommensschwächstes Quintil","49","0.00526127491793872","0.00297670232593752","0.00754584750993992"
"Griechenland","1999","2","63","0.00531268057578947","0.0030848273261338","0.00754053382544514"
"Griechenland","1999","3","17","","",""
"Griechenland","1999","4","18","","",""
"Griechenland","1999","5 Einkommensstärkstes Quintil","9","","",""
"Italien","1999","1 Einkommensschwächstes Quintil","98","0.0159051207223483","0.0119542581560434","0.0198559832886533"
"Italien","1999","2","71","0.0100288140447575","0.0069751412254021","0.0130824868641128"
"Italien","1999","3","34","0.0068512892745666","0.00365279238522769","0.0100497861639055"
"Italien","1999","4","13","","",""
"Italien","1999","5 Einkommensstärkstes Quintil","13","","",""
"Spanien","1999","1 Einkommensschwächstes Quintil","15","","",""
"Spanien","1999","2","21","","",""
"Spanien","1999","3","16","","",""
"Spanien","1999","4","5","","",""
"Spanien","1999","5 Einkommensstärkstes Quintil","6","","",""
"österreich","1999","1 Einkommensschwächstes Quintil","4","","",""
"österreich","1999","2","1","","",""
"österreich","1999","3","6","","",""
"österreich","1999","4","9","","",""
"österreich","1999","5 Einkommensstärkstes Quintil","2","","",""
"Frankreich","1999","1 Einkommensschwächstes Quintil","2","","",""
"Frankreich","1999","2","1","","",""
"Frankreich","1999","3","3","","",""
"Frankreich","1999","4","3","","",""
"Frankreich","1999","5 Einkommensstärkstes Quintil","1","","",""
"Benelux","1999","1 Einkommensschwächstes Quintil","","","",""
"Benelux","1999","2","1","","",""
"Benelux","1999","3","","","",""
"Benelux","1999","4","","","",""
"Benelux","1999","5 Einkommensstärkstes Quintil","","","",""
"Dänemark","1999","1 Einkommensschwächstes Quintil","","","",""
"Dänemark","1999","2","","","",""
"Dänemark","1999","3","","","",""
"Dänemark","1999","4","","","",""
"Dänemark","1999","5 Einkommensstärkstes Quintil","","","",""
"Grossbritannien","1999","1 Einkommensschwächstes Quintil","1","","",""
"Grossbritannien","1999","2","1","","",""
"Grossbritannien","1999","3","1","","",""
"Grossbritannien","1999","4","1","","",""
"Grossbritannien","1999","5 Einkommensstärkstes Quintil","1","","",""
"Schweden","1999","1 Einkommensschwächstes Quintil","","","",""
"Schweden","1999","2","","","",""
"Schweden","1999","3","1","","",""
"Schweden","1999","4","","","",""
"Schweden","1999","5 Einkommensstärkstes Quintil","","","",""
"Norwegen","1999","1 Einkommensschwächstes Quintil","","","",""
"Norwegen","1999","2","","","",""
"Norwegen","1999","3","","","",""
"Norwegen","1999","4","","","",""
"Norwegen","1999","5 Einkommensstärkstes Quintil","","","",""
"Finnland","1999","1 Einkommensschwächstes Quintil","","","",""
"Finnland","1999","2","","","",""
"Finnland","1999","3","","","",""
"Finnland","1999","4","","","",""
"Finnland","1999","5 Einkommensstärkstes Quintil","","","",""
"USA","1999","1 Einkommensschwächstes Quintil","2","","",""
"USA","1999","2","2","","",""
"USA","1999","3","3","","",""
"USA","1999","4","2","","",""
"USA","1999","5 Einkommensstärkstes Quintil","1","","",""
"Schweiz","1999","1 Einkommensschwächstes Quintil","3","","",""
"Schweiz","1999","2","1","","",""
"Schweiz","1999","3","","","",""
"Schweiz","1999","4","1","","",""
"Schweiz","1999","5 Einkommensstärkstes Quintil","3","","",""
"Chile","1999","1 Einkommensschwächstes Quintil","","","",""
"Chile","1999","2","2","","",""
"Chile","1999","3","","","",""
"Chile","1999","4","1","","",""
"Chile","1999","5 Einkommensstärkstes Quintil","","","",""
"Rumaenien","1999","1 Einkommensschwächstes Quintil","19","","",""
"Rumaenien","1999","2","28","","",""
"Rumaenien","1999","3","18","","",""
"Rumaenien","1999","4","9","","",""
"Rumaenien","1999","5 Einkommensstärkstes Quintil","8","","",""
"Polen","1999","1 Einkommensschwächstes Quintil","73","0.0183493393695263","0.0141110202836149","0.0225876584554376"
"Polen","1999","2","82","0.0181702066929823","0.0140768039706115","0.0222636094153531"
"Polen","1999","3","27","","",""
"Polen","1999","4","17","","",""
"Polen","1999","5 Einkommensstärkstes Quintil","6","","",""
"Korea","1999","1 Einkommensschwächstes Quintil","2","","",""
"Korea","1999","2","","","",""
"Korea","1999","3","2","","",""
"Korea","1999","4","","","",""
"Korea","1999","5 Einkommensstärkstes Quintil","","","",""
"Iran","1999","1 Einkommensschwächstes Quintil","","","",""
"Iran","1999","2","","","",""
"Iran","1999","3","","","",""
"Iran","1999","4","","","",""
"Iran","1999","5 Einkommensstärkstes Quintil","1","","",""
"Indonesien","1999","1 Einkommensschwächstes Quintil","","","",""
"Indonesien","1999","2","","","",""
"Indonesien","1999","3","","","",""
"Indonesien","1999","4","","","",""
"Indonesien","1999","5 Einkommensstärkstes Quintil","","","",""
"Ungarn","1999","1 Einkommensschwächstes Quintil","5","","",""
"Ungarn","1999","2","4","","",""
"Ungarn","1999","3","5","","",""
"Ungarn","1999","4","4","","",""
"Ungarn","1999","5 Einkommensstärkstes Quintil","3","","",""
"Bolivien","1999","1 Einkommensschwächstes Quintil","","","",""
"Bolivien","1999","2","","","",""
"Bolivien","1999","3","","","",""
"Bolivien","1999","4","","","",""
"Bolivien","1999","5 Einkommensstärkstes Quintil","","","",""
"Portugal","1999","1 Einkommensschwächstes Quintil","","","",""
"Portugal","1999","2","5","","",""
"Portugal","1999","3","5","","",""
"Portugal","1999","4","","","",""
"Portugal","1999","5 Einkommensstärkstes Quintil","","","",""
"Bulgarien","1999","1 Einkommensschwächstes Quintil","3","","",""
"Bulgarien","1999","2","6","","",""
"Bulgarien","1999","3","","","",""
"Bulgarien","1999","4","","","",""
"Bulgarien","1999","5 Einkommensstärkstes Quintil","","","",""
"Syrien","1999","1 Einkommensschwächstes Quintil","","","",""
"Syrien","1999","2","","","",""
"Syrien","1999","3","","","",""
"Syrien","1999","4","","","",""
"Syrien","1999","5 Einkommensstärkstes Quintil","","","",""
"Tschechien","1999","1 Einkommensschwächstes Quintil","18","","",""
"Tschechien","1999","2","19","","",""
"Tschechien","1999","3","13","","",""
"Tschechien","1999","4","12","","",""
"Tschechien","1999","5 Einkommensstärkstes Quintil","4","","",""
"Russland","1999","1 Einkommensschwächstes Quintil","57","0.0144267569376396","0.0106611606125344","0.0181923532627448"
"Russland","1999","2","19","","",""
"Russland","1999","3","13","","",""
"Russland","1999","4","5","","",""
"Russland","1999","5 Einkommensstärkstes Quintil","","","",""
"Mexiko","1999","1 Einkommensschwächstes Quintil","","","",""
"Mexiko","1999","2","","","",""
"Mexiko","1999","3","1","","",""
"Mexiko","1999","4","","","",""
"Mexiko","1999","5 Einkommensstärkstes Quintil","","","",""
"Argentinien","1999","1 Einkommensschwächstes Quintil","","","",""
"Argentinien","1999","2","","","",""
"Argentinien","1999","3","","","",""
"Argentinien","1999","4","1","","",""
"Argentinien","1999","5 Einkommensstärkstes Quintil","","","",""
"Benin","1999","1 Einkommensschwächstes Quintil","","","",""
"Benin","1999","2","","","",""
"Benin","1999","3","","","",""
"Benin","1999","4","","","",""
"Benin","1999","5 Einkommensstärkstes Quintil","","","",""
"Philippinen","1999","1 Einkommensschwächstes Quintil","1","","",""
"Philippinen","1999","2","1","","",""
"Philippinen","1999","3","1","","",""
"Philippinen","1999","4","2","","",""
"Philippinen","1999","5 Einkommensstärkstes Quintil","","","",""
"Israel","1999","1 Einkommensschwächstes Quintil","","","",""
"Israel","1999","2","","","",""
"Israel","1999","3","","","",""
"Israel","1999","4","","","",""
"Israel","1999","5 Einkommensstärkstes Quintil","","","",""
"Japan","1999","1 Einkommensschwächstes Quintil","","","",""
"Japan","1999","2","","","",""
"Japan","1999","3","1","","",""
"Japan","1999","4","","","",""
"Japan","1999","5 Einkommensstärkstes Quintil","","","",""
"Australien","1999","1 Einkommensschwächstes Quintil","1","","",""
"Australien","1999","2","1","","",""
"Australien","1999","3","","","",""
"Australien","1999","4","","","",""
"Australien","1999","5 Einkommensstärkstes Quintil","","","",""
"Indien","1999","1 Einkommensschwächstes Quintil","","","",""
"Indien","1999","2","","","",""
"Indien","1999","3","","","",""
"Indien","1999","4","","","",""
"Indien","1999","5 Einkommensstärkstes Quintil","","","",""
"Afghanistan","1999","1 Einkommensschwächstes Quintil","","","",""
"Afghanistan","1999","2","","","",""
"Afghanistan","1999","3","","","",""
"Afghanistan","1999","4","","","",""
"Afghanistan","1999","5 Einkommensstärkstes Quintil","","","",""
"Thailand","1999","1 Einkommensschwächstes Quintil","","","",""
"Thailand","1999","2","","","",""
"Thailand","1999","3","","","",""
"Thailand","1999","4","","","",""
"Thailand","1999","5 Einkommensstärkstes Quintil","","","",""
"Jamaika","1999","1 Einkommensschwächstes Quintil","","","",""
"Jamaika","1999","2","","","",""
"Jamaika","1999","3","","","",""
"Jamaika","1999","4","1","","",""
"Jamaika","1999","5 Einkommensstärkstes Quintil","","","",""
"Saudi-Arabien","1999","1 Einkommensschwächstes Quintil","","","",""
"Saudi-Arabien","1999","2","","","",""
"Saudi-Arabien","1999","3","","","",""
"Saudi-Arabien","1999","4","","","",""
"Saudi-Arabien","1999","5 Einkommensstärkstes Quintil","","","",""
"Aethiopien","1999","1 Einkommensschwächstes Quintil","","","",""
"Aethiopien","1999","2","1","","",""
"Aethiopien","1999","3","","","",""
"Aethiopien","1999","4","","","",""
"Aethiopien","1999","5 Einkommensstärkstes Quintil","","","",""
"Kolumbien","1999","1 Einkommensschwächstes Quintil","","","",""
"Kolumbien","1999","2","","","",""
"Kolumbien","1999","3","","","",""
"Kolumbien","1999","4","","","",""
"Kolumbien","1999","5 Einkommensstärkstes Quintil","","","",""
"Ghana","1999","1 Einkommensschwächstes Quintil","","","",""
"Ghana","1999","2","","","",""
"Ghana","1999","3","","","",""
"Ghana","1999","4","","","",""
"Ghana","1999","5 Einkommensstärkstes Quintil","","","",""
"Bangla Desh","1999","1 Einkommensschwächstes Quintil","","","",""
"Bangla Desh","1999","2","","","",""
"Bangla Desh","1999","3","","","",""
"Bangla Desh","1999","4","","","",""
"Bangla Desh","1999","5 Einkommensstärkstes Quintil","","","",""
"Venezuela","1999","1 Einkommensschwächstes Quintil","","","",""
"Venezuela","1999","2","1","","",""
"Venezuela","1999","3","","","",""
"Venezuela","1999","4","","","",""
"Venezuela","1999","5 Einkommensstärkstes Quintil","","","",""
"Tunesien","1999","1 Einkommensschwächstes Quintil","1","","",""
"Tunesien","1999","2","1","","",""
"Tunesien","1999","3","","","",""
"Tunesien","1999","4","","","",""
"Tunesien","1999","5 Einkommensstärkstes Quintil","","","",""
"Mauritius","1999","1 Einkommensschwächstes Quintil","","","",""
"Mauritius","1999","2","","","",""
"Mauritius","1999","3","2","","",""
"Mauritius","1999","4","","","",""
"Mauritius","1999","5 Einkommensstärkstes Quintil","","","",""
"Nigeria","1999","1 Einkommensschwächstes Quintil","","","",""
"Nigeria","1999","2","","","",""
"Nigeria","1999","3","","","",""
"Nigeria","1999","4","","","",""
"Nigeria","1999","5 Einkommensstärkstes Quintil","","","",""
"Kanada","1999","1 Einkommensschwächstes Quintil","","","",""
"Kanada","1999","2","","","",""
"Kanada","1999","3","1","","",""
"Kanada","1999","4","1","","",""
"Kanada","1999","5 Einkommensstärkstes Quintil","1","","",""
"Neuseeland","1999","1 Einkommensschwächstes Quintil","","","",""
"Neuseeland","1999","2","","","",""
"Neuseeland","1999","3","","","",""
"Neuseeland","1999","4","","","",""
"Neuseeland","1999","5 Einkommensstärkstes Quintil","","","",""
"Tansania","1999","1 Einkommensschwächstes Quintil","","","",""
"Tansania","1999","2","","","",""
"Tansania","1999","3","","","",""
"Tansania","1999","4","","","",""
"Tansania","1999","5 Einkommensstärkstes Quintil","","","",""
"Zypern","1999","1 Einkommensschwächstes Quintil","","","",""
"Zypern","1999","2","","","",""
"Zypern","1999","3","","","",""
"Zypern","1999","4","","","",""
"Zypern","1999","5 Einkommensstärkstes Quintil","","","",""
"Kuba","1999","1 Einkommensschwächstes Quintil","","","",""
"Kuba","1999","2","","","",""
"Kuba","1999","3","","","",""
"Kuba","1999","4","","","",""
"Kuba","1999","5 Einkommensstärkstes Quintil","","","",""
"Irak","1999","1 Einkommensschwächstes Quintil","","","",""
"Irak","1999","2","","","",""
"Irak","1999","3","","","",""
"Irak","1999","4","","","",""
"Irak","1999","5 Einkommensstärkstes Quintil","","","",""
"Brasilien","1999","1 Einkommensschwächstes Quintil","1","","",""
"Brasilien","1999","2","1","","",""
"Brasilien","1999","3","2","","",""
