"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Pakistan","1991","kein Migrationshintergrund","","","",""
"Pakistan","1991","direkter Migrationshintergrund","","","",""
"Pakistan","1991","indirekter Migrationshintergrund","","","",""
"Pakistan","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Südafrika","1991","kein Migrationshintergrund","","","",""
"Südafrika","1991","direkter Migrationshintergrund","","","",""
"Südafrika","1991","indirekter Migrationshintergrund","","","",""
"Südafrika","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vereinigte Arabische Emirate","1991","kein Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","1991","direkter Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","1991","indirekter Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"El Salvador","1991","kein Migrationshintergrund","","","",""
"El Salvador","1991","direkter Migrationshintergrund","","","",""
"El Salvador","1991","indirekter Migrationshintergrund","","","",""
"El Salvador","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eritrea","1991","kein Migrationshintergrund","","","",""
"Eritrea","1991","direkter Migrationshintergrund","","","",""
"Eritrea","1991","indirekter Migrationshintergrund","","","",""
"Eritrea","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jordanien","1991","kein Migrationshintergrund","","","",""
"Jordanien","1991","direkter Migrationshintergrund","","","",""
"Jordanien","1991","indirekter Migrationshintergrund","","","",""
"Jordanien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Costa Rica","1991","kein Migrationshintergrund","","","",""
"Costa Rica","1991","direkter Migrationshintergrund","","","",""
"Costa Rica","1991","indirekter Migrationshintergrund","","","",""
"Costa Rica","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Singapur","1991","kein Migrationshintergrund","","","",""
"Singapur","1991","direkter Migrationshintergrund","","","",""
"Singapur","1991","indirekter Migrationshintergrund","","","",""
"Singapur","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Burkina Faso","1991","kein Migrationshintergrund","","","",""
"Burkina Faso","1991","direkter Migrationshintergrund","","","",""
"Burkina Faso","1991","indirekter Migrationshintergrund","","","",""
"Burkina Faso","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sambia","1991","kein Migrationshintergrund","","","",""
"Sambia","1991","direkter Migrationshintergrund","","","",""
"Sambia","1991","indirekter Migrationshintergrund","","","",""
"Sambia","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ecuador","1991","kein Migrationshintergrund","","","",""
"Ecuador","1991","direkter Migrationshintergrund","","","",""
"Ecuador","1991","indirekter Migrationshintergrund","","","",""
"Ecuador","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Usbekistan","1991","kein Migrationshintergrund","","","",""
"Usbekistan","1991","direkter Migrationshintergrund","","","",""
"Usbekistan","1991","indirekter Migrationshintergrund","","","",""
"Usbekistan","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Staatenlos","1991","kein Migrationshintergrund","","","",""
"Staatenlos","1991","direkter Migrationshintergrund","2","","",""
"Staatenlos","1991","indirekter Migrationshintergrund","","","",""
"Staatenlos","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Laos","1991","kein Migrationshintergrund","","","",""
"Laos","1991","direkter Migrationshintergrund","","","",""
"Laos","1991","indirekter Migrationshintergrund","","","",""
"Laos","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Estland","1991","kein Migrationshintergrund","","","",""
"Estland","1991","direkter Migrationshintergrund","","","",""
"Estland","1991","indirekter Migrationshintergrund","","","",""
"Estland","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Angola","1991","kein Migrationshintergrund","","","",""
"Angola","1991","direkter Migrationshintergrund","","","",""
"Angola","1991","indirekter Migrationshintergrund","","","",""
"Angola","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lettland","1991","kein Migrationshintergrund","","","",""
"Lettland","1991","direkter Migrationshintergrund","","","",""
"Lettland","1991","indirekter Migrationshintergrund","","","",""
"Lettland","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Namibia","1991","kein Migrationshintergrund","","","",""
"Namibia","1991","direkter Migrationshintergrund","2","","",""
"Namibia","1991","indirekter Migrationshintergrund","","","",""
"Namibia","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dominikanische Republik","1991","kein Migrationshintergrund","","","",""
"Dominikanische Republik","1991","direkter Migrationshintergrund","","","",""
"Dominikanische Republik","1991","indirekter Migrationshintergrund","","","",""
"Dominikanische Republik","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nicaragua","1991","kein Migrationshintergrund","","","",""
"Nicaragua","1991","direkter Migrationshintergrund","","","",""
"Nicaragua","1991","indirekter Migrationshintergrund","","","",""
"Nicaragua","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kenia","1991","kein Migrationshintergrund","","","",""
"Kenia","1991","direkter Migrationshintergrund","","","",""
"Kenia","1991","indirekter Migrationshintergrund","","","",""
"Kenia","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Libyen","1991","kein Migrationshintergrund","","","",""
"Libyen","1991","direkter Migrationshintergrund","","","",""
"Libyen","1991","indirekter Migrationshintergrund","","","",""
"Libyen","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Botswana","1991","kein Migrationshintergrund","","","",""
"Botswana","1991","direkter Migrationshintergrund","","","",""
"Botswana","1991","indirekter Migrationshintergrund","","","",""
"Botswana","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Haiti","1991","kein Migrationshintergrund","","","",""
"Haiti","1991","direkter Migrationshintergrund","","","",""
"Haiti","1991","indirekter Migrationshintergrund","","","",""
"Haiti","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Luxemburg","1991","kein Migrationshintergrund","","","",""
"Luxemburg","1991","direkter Migrationshintergrund","","","",""
"Luxemburg","1991","indirekter Migrationshintergrund","","","",""
"Luxemburg","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Belgien","1991","kein Migrationshintergrund","","","",""
"Belgien","1991","direkter Migrationshintergrund","3","","",""
"Belgien","1991","indirekter Migrationshintergrund","","","",""
"Belgien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niederlande","1991","kein Migrationshintergrund","","","",""
"Niederlande","1991","direkter Migrationshintergrund","7","","",""
"Niederlande","1991","indirekter Migrationshintergrund","","","",""
"Niederlande","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kroatien","1991","kein Migrationshintergrund","","","",""
"Kroatien","1991","direkter Migrationshintergrund","106","0.0308280834879167","0.0240940434800022","0.0375621234958312"
"Kroatien","1991","indirekter Migrationshintergrund","","","",""
"Kroatien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bosnien/Herzegowina","1991","kein Migrationshintergrund","","","",""
"Bosnien/Herzegowina","1991","direkter Migrationshintergrund","70","0.0212529663694721","0.0156341217133306","0.0268718110256136"
"Bosnien/Herzegowina","1991","indirekter Migrationshintergrund","","","",""
"Bosnien/Herzegowina","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Makedonien","1991","kein Migrationshintergrund","","","",""
"Makedonien","1991","direkter Migrationshintergrund","11","","",""
"Makedonien","1991","indirekter Migrationshintergrund","","","",""
"Makedonien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Slowenien","1991","kein Migrationshintergrund","","","",""
"Slowenien","1991","direkter Migrationshintergrund","22","","",""
"Slowenien","1991","indirekter Migrationshintergrund","","","",""
"Slowenien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Slowakei","1991","kein Migrationshintergrund","","","",""
"Slowakei","1991","direkter Migrationshintergrund","2","","",""
"Slowakei","1991","indirekter Migrationshintergrund","","","",""
"Slowakei","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Paraguay","1991","kein Migrationshintergrund","","","",""
"Paraguay","1991","direkter Migrationshintergrund","3","","",""
"Paraguay","1991","indirekter Migrationshintergrund","","","",""
"Paraguay","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guinea","1991","kein Migrationshintergrund","","","",""
"Guinea","1991","direkter Migrationshintergrund","","","",""
"Guinea","1991","indirekter Migrationshintergrund","","","",""
"Guinea","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kuwait","1991","kein Migrationshintergrund","","","",""
"Kuwait","1991","direkter Migrationshintergrund","","","",""
"Kuwait","1991","indirekter Migrationshintergrund","","","",""
"Kuwait","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Elfenbeinkueste","1991","kein Migrationshintergrund","","","",""
"Elfenbeinkueste","1991","direkter Migrationshintergrund","","","",""
"Elfenbeinkueste","1991","indirekter Migrationshintergrund","","","",""
"Elfenbeinkueste","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malaysia_(128)","1991","kein Migrationshintergrund","","","",""
"Malaysia_(128)","1991","direkter Migrationshintergrund","","","",""
"Malaysia_(128)","1991","indirekter Migrationshintergrund","","","",""
"Malaysia_(128)","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Samoa","1991","kein Migrationshintergrund","","","",""
"Samoa","1991","direkter Migrationshintergrund","","","",""
"Samoa","1991","indirekter Migrationshintergrund","","","",""
"Samoa","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aserbaidschan","1991","kein Migrationshintergrund","","","",""
"Aserbaidschan","1991","direkter Migrationshintergrund","","","",""
"Aserbaidschan","1991","indirekter Migrationshintergrund","","","",""
"Aserbaidschan","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weissrussland","1991","kein Migrationshintergrund","","","",""
"Weissrussland","1991","direkter Migrationshintergrund","2","","",""
"Weissrussland","1991","indirekter Migrationshintergrund","","","",""
"Weissrussland","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uruguay","1991","kein Migrationshintergrund","","","",""
"Uruguay","1991","direkter Migrationshintergrund","","","",""
"Uruguay","1991","indirekter Migrationshintergrund","","","",""
"Uruguay","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uganda","1991","kein Migrationshintergrund","","","",""
"Uganda","1991","direkter Migrationshintergrund","","","",""
"Uganda","1991","indirekter Migrationshintergrund","","","",""
"Uganda","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mali","1991","kein Migrationshintergrund","","","",""
"Mali","1991","direkter Migrationshintergrund","","","",""
"Mali","1991","indirekter Migrationshintergrund","","","",""
"Mali","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kamerun","1991","kein Migrationshintergrund","","","",""
"Kamerun","1991","direkter Migrationshintergrund","","","",""
"Kamerun","1991","indirekter Migrationshintergrund","","","",""
"Kamerun","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo-Albaner","1991","kein Migrationshintergrund","","","",""
"Kosovo-Albaner","1991","direkter Migrationshintergrund","14","","",""
"Kosovo-Albaner","1991","indirekter Migrationshintergrund","","","",""
"Kosovo-Albaner","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Georgien","1991","kein Migrationshintergrund","","","",""
"Georgien","1991","direkter Migrationshintergrund","","","",""
"Georgien","1991","indirekter Migrationshintergrund","","","",""
"Georgien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sudan","1991","kein Migrationshintergrund","","","",""
"Sudan","1991","direkter Migrationshintergrund","","","",""
"Sudan","1991","indirekter Migrationshintergrund","","","",""
"Sudan","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kongo","1991","kein Migrationshintergrund","","","",""
"Kongo","1991","direkter Migrationshintergrund","","","",""
"Kongo","1991","indirekter Migrationshintergrund","","","",""
"Kongo","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Togo","1991","kein Migrationshintergrund","","","",""
"Togo","1991","direkter Migrationshintergrund","","","",""
"Togo","1991","indirekter Migrationshintergrund","","","",""
"Togo","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mongolei","1991","kein Migrationshintergrund","","","",""
"Mongolei","1991","direkter Migrationshintergrund","","","",""
"Mongolei","1991","indirekter Migrationshintergrund","","","",""
"Mongolei","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Litauen","1991","kein Migrationshintergrund","","","",""
"Litauen","1991","direkter Migrationshintergrund","2","","",""
"Litauen","1991","indirekter Migrationshintergrund","","","",""
"Litauen","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschad","1991","kein Migrationshintergrund","","","",""
"Tschad","1991","direkter Migrationshintergrund","","","",""
"Tschad","1991","indirekter Migrationshintergrund","","","",""
"Tschad","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Armenien","1991","kein Migrationshintergrund","","","",""
"Armenien","1991","direkter Migrationshintergrund","","","",""
"Armenien","1991","indirekter Migrationshintergrund","","","",""
"Armenien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kurdistan_(149)","1991","kein Migrationshintergrund","","","",""
"Kurdistan_(149)","1991","direkter Migrationshintergrund","","","",""
"Kurdistan_(149)","1991","indirekter Migrationshintergrund","","","",""
"Kurdistan_(149)","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Liberia","1991","kein Migrationshintergrund","","","",""
"Liberia","1991","direkter Migrationshintergrund","","","",""
"Liberia","1991","indirekter Migrationshintergrund","","","",""
"Liberia","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jemen","1991","kein Migrationshintergrund","","","",""
"Jemen","1991","direkter Migrationshintergrund","","","",""
"Jemen","1991","indirekter Migrationshintergrund","","","",""
"Jemen","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Palaestina","1991","kein Migrationshintergrund","","","",""
"Palaestina","1991","direkter Migrationshintergrund","","","",""
"Palaestina","1991","indirekter Migrationshintergrund","","","",""
"Palaestina","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taiwan","1991","kein Migrationshintergrund","","","",""
"Taiwan","1991","direkter Migrationshintergrund","","","",""
"Taiwan","1991","indirekter Migrationshintergrund","","","",""
"Taiwan","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Turkmenistan","1991","kein Migrationshintergrund","","","",""
"Turkmenistan","1991","direkter Migrationshintergrund","","","",""
"Turkmenistan","1991","indirekter Migrationshintergrund","","","",""
"Turkmenistan","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afrika","1991","kein Migrationshintergrund","","","",""
"Afrika","1991","direkter Migrationshintergrund","","","",""
"Afrika","1991","indirekter Migrationshintergrund","","","",""
"Afrika","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sierra Leone(Westafrika)","1991","kein Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","1991","direkter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","1991","indirekter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Senegal","1991","kein Migrationshintergrund","","","",""
"Senegal","1991","direkter Migrationshintergrund","","","",""
"Senegal","1991","indirekter Migrationshintergrund","","","",""
"Senegal","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malediven","1991","kein Migrationshintergrund","","","",""
"Malediven","1991","direkter Migrationshintergrund","","","",""
"Malediven","1991","indirekter Migrationshintergrund","","","",""
"Malediven","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Serbien","1991","kein Migrationshintergrund","","","",""
"Serbien","1991","direkter Migrationshintergrund","25","","",""
"Serbien","1991","indirekter Migrationshintergrund","","","",""
"Serbien","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gambia","1991","kein Migrationshintergrund","","","",""
"Gambia","1991","direkter Migrationshintergrund","","","",""
"Gambia","1991","indirekter Migrationshintergrund","","","",""
"Gambia","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Honduras","1991","kein Migrationshintergrund","","","",""
"Honduras","1991","direkter Migrationshintergrund","","","",""
"Honduras","1991","indirekter Migrationshintergrund","","","",""
"Honduras","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Montenegro_(168)","1991","kein Migrationshintergrund","","","",""
"Montenegro_(168)","1991","direkter Migrationshintergrund","","","",""
"Montenegro_(168)","1991","indirekter Migrationshintergrund","","","",""
"Montenegro_(168)","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kambodscha","1991","kein Migrationshintergrund","","","",""
"Kambodscha","1991","direkter Migrationshintergrund","","","",""
"Kambodscha","1991","indirekter Migrationshintergrund","","","",""
"Kambodscha","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Surinam","1991","kein Migrationshintergrund","","","",""
"Surinam","1991","direkter Migrationshintergrund","","","",""
"Surinam","1991","indirekter Migrationshintergrund","","","",""
"Surinam","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guyana","1991","kein Migrationshintergrund","","","",""
"Guyana","1991","direkter Migrationshintergrund","","","",""
"Guyana","1991","indirekter Migrationshintergrund","","","",""
"Guyana","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Simbabwe","1991","kein Migrationshintergrund","","","",""
"Simbabwe","1991","direkter Migrationshintergrund","","","",""
"Simbabwe","1991","indirekter Migrationshintergrund","","","",""
"Simbabwe","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Madagaskar","1991","kein Migrationshintergrund","","","",""
"Madagaskar","1991","direkter Migrationshintergrund","","","",""
"Madagaskar","1991","indirekter Migrationshintergrund","","","",""
"Madagaskar","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lesotho","1991","kein Migrationshintergrund","","","",""
"Lesotho","1991","direkter Migrationshintergrund","","","",""
"Lesotho","1991","indirekter Migrationshintergrund","","","",""
"Lesotho","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ruanda","1991","kein Migrationshintergrund","","","",""
"Ruanda","1991","direkter Migrationshintergrund","","","",""
"Ruanda","1991","indirekter Migrationshintergrund","","","",""
"Ruanda","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Myanmar","1991","kein Migrationshintergrund","","","",""
"Myanmar","1991","direkter Migrationshintergrund","","","",""
"Myanmar","1991","indirekter Migrationshintergrund","","","",""
"Myanmar","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niger","1991","kein Migrationshintergrund","","","",""
"Niger","1991","direkter Migrationshintergrund","","","",""
"Niger","1991","indirekter Migrationshintergrund","","","",""
"Niger","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dschibuti","1991","kein Migrationshintergrund","","","",""
"Dschibuti","1991","direkter Migrationshintergrund","","","",""
"Dschibuti","1991","indirekter Migrationshintergrund","","","",""
"Dschibuti","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Katar","1991","kein Migrationshintergrund","","","",""
"Katar","1991","direkter Migrationshintergrund","","","",""
"Katar","1991","indirekter Migrationshintergrund","","","",""
"Katar","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo","1991","kein Migrationshintergrund","","","",""
"Kosovo","1991","direkter Migrationshintergrund","","","",""
"Kosovo","1991","indirekter Migrationshintergrund","","","",""
"Kosovo","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eastern Europe","1991","kein Migrationshintergrund","","","",""
"Eastern Europe","1991","direkter Migrationshintergrund","175","0.178316388890884","0.163403905905525","0.193228871876244"
"Eastern Europe","1991","indirekter Migrationshintergrund","","","",""
"Eastern Europe","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ethnische Minderheiten","1991","kein Migrationshintergrund","","","",""
"Ethnische Minderheiten","1991","direkter Migrationshintergrund","","","",""
"Ethnische Minderheiten","1991","indirekter Migrationshintergrund","","","",""
"Ethnische Minderheiten","1991","Migrationshintergrund - n. w. differenzierbar","","","",""
"Deutschland","1992","kein Migrationshintergrund","10357","1","1","1"
"Deutschland","1992","direkter Migrationshintergrund","","","",""
"Deutschland","1992","indirekter Migrationshintergrund","407","1","1","1"
"Deutschland","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Türkei","1992","kein Migrationshintergrund","","","",""
"Türkei","1992","direkter Migrationshintergrund","804","0.229978203887095","0.213375823444598","0.246580584329592"
"Türkei","1992","indirekter Migrationshintergrund","","","",""
"Türkei","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ex-Jugoslawien","1992","kein Migrationshintergrund","","","",""
"Ex-Jugoslawien","1992","direkter Migrationshintergrund","153","0.0576283259388627","0.0484343232372554","0.0668223286404699"
"Ex-Jugoslawien","1992","indirekter Migrationshintergrund","","","",""
"Ex-Jugoslawien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Griechenland","1992","kein Migrationshintergrund","","","",""
"Griechenland","1992","direkter Migrationshintergrund","260","0.0515617926587209","0.0428372225296376","0.0602863627878042"
"Griechenland","1992","indirekter Migrationshintergrund","","","",""
"Griechenland","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Italien","1992","kein Migrationshintergrund","","","",""
"Italien","1992","direkter Migrationshintergrund","357","0.0921204081411467","0.0807108830718946","0.103529933210399"
"Italien","1992","indirekter Migrationshintergrund","","","",""
"Italien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Spanien","1992","kein Migrationshintergrund","","","",""
"Spanien","1992","direkter Migrationshintergrund","153","0.0206557141386478","0.0150444163447641","0.0262670119325316"
"Spanien","1992","indirekter Migrationshintergrund","","","",""
"Spanien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"österreich","1992","kein Migrationshintergrund","","","",""
"österreich","1992","direkter Migrationshintergrund","28","","",""
"österreich","1992","indirekter Migrationshintergrund","","","",""
"österreich","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Frankreich","1992","kein Migrationshintergrund","","","",""
"Frankreich","1992","direkter Migrationshintergrund","10","","",""
"Frankreich","1992","indirekter Migrationshintergrund","","","",""
"Frankreich","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Benelux","1992","kein Migrationshintergrund","","","",""
"Benelux","1992","direkter Migrationshintergrund","2","","",""
"Benelux","1992","indirekter Migrationshintergrund","","","",""
"Benelux","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dänemark","1992","kein Migrationshintergrund","","","",""
"Dänemark","1992","direkter Migrationshintergrund","1","","",""
"Dänemark","1992","indirekter Migrationshintergrund","","","",""
"Dänemark","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grossbritannien","1992","kein Migrationshintergrund","","","",""
"Grossbritannien","1992","direkter Migrationshintergrund","5","","",""
"Grossbritannien","1992","indirekter Migrationshintergrund","","","",""
"Grossbritannien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweden","1992","kein Migrationshintergrund","","","",""
"Schweden","1992","direkter Migrationshintergrund","1","","",""
"Schweden","1992","indirekter Migrationshintergrund","","","",""
"Schweden","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Norwegen","1992","kein Migrationshintergrund","","","",""
"Norwegen","1992","direkter Migrationshintergrund","","","",""
"Norwegen","1992","indirekter Migrationshintergrund","","","",""
"Norwegen","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Finnland","1992","kein Migrationshintergrund","","","",""
"Finnland","1992","direkter Migrationshintergrund","","","",""
"Finnland","1992","indirekter Migrationshintergrund","","","",""
"Finnland","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"USA","1992","kein Migrationshintergrund","","","",""
"USA","1992","direkter Migrationshintergrund","8","","",""
"USA","1992","indirekter Migrationshintergrund","","","",""
"USA","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweiz","1992","kein Migrationshintergrund","","","",""
"Schweiz","1992","direkter Migrationshintergrund","8","","",""
"Schweiz","1992","indirekter Migrationshintergrund","","","",""
"Schweiz","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Chile","1992","kein Migrationshintergrund","","","",""
"Chile","1992","direkter Migrationshintergrund","3","","",""
"Chile","1992","indirekter Migrationshintergrund","","","",""
"Chile","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rumaenien","1992","kein Migrationshintergrund","","","",""
"Rumaenien","1992","direkter Migrationshintergrund","19","","",""
"Rumaenien","1992","indirekter Migrationshintergrund","","","",""
"Rumaenien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Polen","1992","kein Migrationshintergrund","","","",""
"Polen","1992","direkter Migrationshintergrund","78","0.06181810583188","0.0523169403153484","0.0713192713484116"
"Polen","1992","indirekter Migrationshintergrund","","","",""
"Polen","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Korea","1992","kein Migrationshintergrund","","","",""
"Korea","1992","direkter Migrationshintergrund","","","",""
"Korea","1992","indirekter Migrationshintergrund","","","",""
"Korea","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Iran","1992","kein Migrationshintergrund","","","",""
"Iran","1992","direkter Migrationshintergrund","2","","",""
"Iran","1992","indirekter Migrationshintergrund","","","",""
"Iran","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Indonesien","1992","kein Migrationshintergrund","","","",""
"Indonesien","1992","direkter Migrationshintergrund","","","",""
"Indonesien","1992","indirekter Migrationshintergrund","","","",""
"Indonesien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ungarn","1992","kein Migrationshintergrund","","","",""
"Ungarn","1992","direkter Migrationshintergrund","19","","",""
"Ungarn","1992","indirekter Migrationshintergrund","","","",""
"Ungarn","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bolivien","1992","kein Migrationshintergrund","","","",""
"Bolivien","1992","direkter Migrationshintergrund","","","",""
"Bolivien","1992","indirekter Migrationshintergrund","","","",""
"Bolivien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Portugal","1992","kein Migrationshintergrund","","","",""
"Portugal","1992","direkter Migrationshintergrund","","","",""
"Portugal","1992","indirekter Migrationshintergrund","","","",""
"Portugal","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bulgarien","1992","kein Migrationshintergrund","","","",""
"Bulgarien","1992","direkter Migrationshintergrund","11","","",""
"Bulgarien","1992","indirekter Migrationshintergrund","","","",""
"Bulgarien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Syrien","1992","kein Migrationshintergrund","","","",""
"Syrien","1992","direkter Migrationshintergrund","1","","",""
"Syrien","1992","indirekter Migrationshintergrund","","","",""
"Syrien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschechien","1992","kein Migrationshintergrund","","","",""
"Tschechien","1992","direkter Migrationshintergrund","63","0.0616761148526959","0.0521851491645077","0.0711670805408841"
"Tschechien","1992","indirekter Migrationshintergrund","","","",""
"Tschechien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Russland","1992","kein Migrationshintergrund","","","",""
"Russland","1992","direkter Migrationshintergrund","8","","",""
"Russland","1992","indirekter Migrationshintergrund","","","",""
"Russland","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mexiko","1992","kein Migrationshintergrund","","","",""
"Mexiko","1992","direkter Migrationshintergrund","1","","",""
"Mexiko","1992","indirekter Migrationshintergrund","","","",""
"Mexiko","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Argentinien","1992","kein Migrationshintergrund","","","",""
"Argentinien","1992","direkter Migrationshintergrund","1","","",""
"Argentinien","1992","indirekter Migrationshintergrund","","","",""
"Argentinien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Cap Verden","1992","kein Migrationshintergrund","","","",""
"Cap Verden","1992","direkter Migrationshintergrund","","","",""
"Cap Verden","1992","indirekter Migrationshintergrund","","","",""
"Cap Verden","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Benin","1992","kein Migrationshintergrund","","","",""
