"corigin","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Griechenland","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Italien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","124","0.0205950083214084","0.0163351388101201","0.0248548778326968"
"Italien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Italien","2000","2","Westdeutschland","76","0.0115239172667821","0.00851460138711322","0.0145332331464509"
"Italien","2000","2","Ostdeutschland","","","",""
"Italien","2000","3","Westdeutschland","45","0.00908434726957172","0.00599149519909445","0.012177199340049"
"Italien","2000","3","Ostdeutschland","","","",""
"Italien","2000","4","Westdeutschland","16","","",""
"Italien","2000","4","Ostdeutschland","","","",""
"Italien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","12","","",""
"Italien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Spanien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","12","","",""
"Spanien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Spanien","2000","2","Westdeutschland","26","","",""
"Spanien","2000","2","Ostdeutschland","","","",""
"Spanien","2000","3","Westdeutschland","16","","",""
"Spanien","2000","3","Ostdeutschland","","","",""
"Spanien","2000","4","Westdeutschland","8","","",""
"Spanien","2000","4","Ostdeutschland","","","",""
"Spanien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","5","","",""
"Spanien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"österreich","2000","1 Einkommensschwächstes Quintil","Westdeutschland","8","","",""
"österreich","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"österreich","2000","2","Westdeutschland","4","","",""
"österreich","2000","2","Ostdeutschland","","","",""
"österreich","2000","3","Westdeutschland","10","","",""
"österreich","2000","3","Ostdeutschland","2","","",""
"österreich","2000","4","Westdeutschland","10","","",""
"österreich","2000","4","Ostdeutschland","","","",""
"österreich","2000","5 Einkommensstärkstes Quintil","Westdeutschland","21","","",""
"österreich","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Frankreich","2000","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"Frankreich","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Frankreich","2000","2","Westdeutschland","6","","",""
"Frankreich","2000","2","Ostdeutschland","","","",""
"Frankreich","2000","3","Westdeutschland","4","","",""
"Frankreich","2000","3","Ostdeutschland","1","","",""
"Frankreich","2000","4","Westdeutschland","7","","",""
"Frankreich","2000","4","Ostdeutschland","","","",""
"Frankreich","2000","5 Einkommensstärkstes Quintil","Westdeutschland","7","","",""
"Frankreich","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Benelux","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Benelux","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Benelux","2000","2","Westdeutschland","1","","",""
"Benelux","2000","2","Ostdeutschland","","","",""
"Benelux","2000","3","Westdeutschland","","","",""
"Benelux","2000","3","Ostdeutschland","","","",""
"Benelux","2000","4","Westdeutschland","","","",""
"Benelux","2000","4","Ostdeutschland","","","",""
"Benelux","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Benelux","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Dänemark","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Dänemark","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Dänemark","2000","2","Westdeutschland","2","","",""
"Dänemark","2000","2","Ostdeutschland","","","",""
"Dänemark","2000","3","Westdeutschland","","","",""
"Dänemark","2000","3","Ostdeutschland","","","",""
"Dänemark","2000","4","Westdeutschland","","","",""
"Dänemark","2000","4","Ostdeutschland","","","",""
"Dänemark","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Dänemark","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Grossbritannien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Grossbritannien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Grossbritannien","2000","2","Westdeutschland","6","","",""
"Grossbritannien","2000","2","Ostdeutschland","","","",""
"Grossbritannien","2000","3","Westdeutschland","4","","",""
"Grossbritannien","2000","3","Ostdeutschland","","","",""
"Grossbritannien","2000","4","Westdeutschland","3","","",""
"Grossbritannien","2000","4","Ostdeutschland","","","",""
"Grossbritannien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","4","","",""
"Grossbritannien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Schweden","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Schweden","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Schweden","2000","2","Westdeutschland","","","",""
"Schweden","2000","2","Ostdeutschland","","","",""
"Schweden","2000","3","Westdeutschland","2","","",""
"Schweden","2000","3","Ostdeutschland","","","",""
"Schweden","2000","4","Westdeutschland","1","","",""
"Schweden","2000","4","Ostdeutschland","","","",""
"Schweden","2000","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Schweden","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Norwegen","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Norwegen","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Norwegen","2000","2","Westdeutschland","","","",""
"Norwegen","2000","2","Ostdeutschland","","","",""
"Norwegen","2000","3","Westdeutschland","","","",""
"Norwegen","2000","3","Ostdeutschland","","","",""
"Norwegen","2000","4","Westdeutschland","","","",""
"Norwegen","2000","4","Ostdeutschland","","","",""
"Norwegen","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Norwegen","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Finnland","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Finnland","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Finnland","2000","2","Westdeutschland","","","",""
"Finnland","2000","2","Ostdeutschland","","","",""
"Finnland","2000","3","Westdeutschland","2","","",""
"Finnland","2000","3","Ostdeutschland","","","",""
"Finnland","2000","4","Westdeutschland","","","",""
"Finnland","2000","4","Ostdeutschland","","","",""
"Finnland","2000","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Finnland","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"USA","2000","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"USA","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"USA","2000","2","Westdeutschland","7","","",""
"USA","2000","2","Ostdeutschland","","","",""
"USA","2000","3","Westdeutschland","5","","",""
"USA","2000","3","Ostdeutschland","","","",""
"USA","2000","4","Westdeutschland","6","","",""
"USA","2000","4","Ostdeutschland","","","",""
"USA","2000","5 Einkommensstärkstes Quintil","Westdeutschland","7","","",""
"USA","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Schweiz","2000","1 Einkommensschwächstes Quintil","Westdeutschland","4","","",""
"Schweiz","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Schweiz","2000","2","Westdeutschland","","","",""
"Schweiz","2000","2","Ostdeutschland","","","",""
"Schweiz","2000","3","Westdeutschland","2","","",""
"Schweiz","2000","3","Ostdeutschland","","","",""
"Schweiz","2000","4","Westdeutschland","3","","",""
"Schweiz","2000","4","Ostdeutschland","","","",""
"Schweiz","2000","5 Einkommensstärkstes Quintil","Westdeutschland","5","","",""
"Schweiz","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Chile","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Chile","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Chile","2000","2","Westdeutschland","2","","",""
"Chile","2000","2","Ostdeutschland","","","",""
"Chile","2000","3","Westdeutschland","","","",""
"Chile","2000","3","Ostdeutschland","","","",""
"Chile","2000","4","Westdeutschland","1","","",""
"Chile","2000","4","Ostdeutschland","","","",""
"Chile","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Chile","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Rumaenien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","22","","",""
"Rumaenien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","2","","",""
"Rumaenien","2000","2","Westdeutschland","41","0.00821297090108525","0.00566822758497572","0.0107577142171948"
"Rumaenien","2000","2","Ostdeutschland","2","","",""
"Rumaenien","2000","3","Westdeutschland","35","0.00792755155997114","0.00503663756061689","0.0108184655593254"
"Rumaenien","2000","3","Ostdeutschland","2","","",""
"Rumaenien","2000","4","Westdeutschland","15","","",""
"Rumaenien","2000","4","Ostdeutschland","","","",""
"Rumaenien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","18","","",""
"Rumaenien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Polen","2000","1 Einkommensschwächstes Quintil","Westdeutschland","101","0.0214795411895884","0.0171311199449048","0.025827962434272"
"Polen","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","11","","",""
"Polen","2000","2","Westdeutschland","117","0.0217013487273431","0.0175930338849413","0.0258096635697449"
"Polen","2000","2","Ostdeutschland","22","","",""
"Polen","2000","3","Westdeutschland","59","0.0162838328544187","0.0121580424387766","0.0204096232700607"
"Polen","2000","3","Ostdeutschland","3","","",""
"Polen","2000","4","Westdeutschland","37","0.0135875802321361","0.00959752957119822","0.0175776308930739"
"Polen","2000","4","Ostdeutschland","2","","",""
"Polen","2000","5 Einkommensstärkstes Quintil","Westdeutschland","24","","",""
"Polen","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Korea","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Korea","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Korea","2000","2","Westdeutschland","","","",""
"Korea","2000","2","Ostdeutschland","","","",""
"Korea","2000","3","Westdeutschland","","","",""
"Korea","2000","3","Ostdeutschland","","","",""
"Korea","2000","4","Westdeutschland","2","","",""
"Korea","2000","4","Ostdeutschland","","","",""
"Korea","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Korea","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Iran","2000","1 Einkommensschwächstes Quintil","Westdeutschland","15","","",""
"Iran","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Iran","2000","2","Westdeutschland","2","","",""
"Iran","2000","2","Ostdeutschland","","","",""
"Iran","2000","3","Westdeutschland","","","",""
"Iran","2000","3","Ostdeutschland","","","",""
"Iran","2000","4","Westdeutschland","","","",""
"Iran","2000","4","Ostdeutschland","","","",""
"Iran","2000","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Iran","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Indonesien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Indonesien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Indonesien","2000","2","Westdeutschland","3","","",""
"Indonesien","2000","2","Ostdeutschland","","","",""
"Indonesien","2000","3","Westdeutschland","","","",""
"Indonesien","2000","3","Ostdeutschland","","","",""
"Indonesien","2000","4","Westdeutschland","","","",""
"Indonesien","2000","4","Ostdeutschland","","","",""
"Indonesien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Indonesien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ungarn","2000","1 Einkommensschwächstes Quintil","Westdeutschland","9","","",""
"Ungarn","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Ungarn","2000","2","Westdeutschland","8","","",""
"Ungarn","2000","2","Ostdeutschland","1","","",""
"Ungarn","2000","3","Westdeutschland","5","","",""
"Ungarn","2000","3","Ostdeutschland","","","",""
"Ungarn","2000","4","Westdeutschland","6","","",""
"Ungarn","2000","4","Ostdeutschland","1","","",""
"Ungarn","2000","5 Einkommensstärkstes Quintil","Westdeutschland","5","","",""
"Ungarn","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Bolivien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Bolivien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Bolivien","2000","2","Westdeutschland","","","",""
"Bolivien","2000","2","Ostdeutschland","","","",""
"Bolivien","2000","3","Westdeutschland","","","",""
"Bolivien","2000","3","Ostdeutschland","","","",""
"Bolivien","2000","4","Westdeutschland","","","",""
"Bolivien","2000","4","Ostdeutschland","","","",""
"Bolivien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Bolivien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Portugal","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Portugal","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Portugal","2000","2","Westdeutschland","9","","",""
"Portugal","2000","2","Ostdeutschland","","","",""
"Portugal","2000","3","Westdeutschland","5","","",""
"Portugal","2000","3","Ostdeutschland","","","",""
"Portugal","2000","4","Westdeutschland","4","","",""
"Portugal","2000","4","Ostdeutschland","","","",""
"Portugal","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Portugal","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Bulgarien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Bulgarien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Bulgarien","2000","2","Westdeutschland","6","","",""
"Bulgarien","2000","2","Ostdeutschland","","","",""
"Bulgarien","2000","3","Westdeutschland","","","",""
"Bulgarien","2000","3","Ostdeutschland","","","",""
"Bulgarien","2000","4","Westdeutschland","","","",""
"Bulgarien","2000","4","Ostdeutschland","","","",""
"Bulgarien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Bulgarien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Syrien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Syrien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Syrien","2000","2","Westdeutschland","1","","",""
"Syrien","2000","2","Ostdeutschland","","","",""
"Syrien","2000","3","Westdeutschland","","","",""
"Syrien","2000","3","Ostdeutschland","","","",""
"Syrien","2000","4","Westdeutschland","","","",""
"Syrien","2000","4","Ostdeutschland","","","",""
"Syrien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Syrien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Tschechien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","16","","",""
"Tschechien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","6","","",""
"Tschechien","2000","2","Westdeutschland","26","","",""
"Tschechien","2000","2","Ostdeutschland","8","","",""
"Tschechien","2000","3","Westdeutschland","17","","",""
"Tschechien","2000","3","Ostdeutschland","4","","",""
"Tschechien","2000","4","Westdeutschland","10","","",""
"Tschechien","2000","4","Ostdeutschland","2","","",""
"Tschechien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","10","","",""
"Tschechien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Russland","2000","1 Einkommensschwächstes Quintil","Westdeutschland","120","0.023923437042685","0.0193400357485762","0.0285068383367938"
"Russland","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","6","","",""
"Russland","2000","2","Westdeutschland","69","0.0141980994332335","0.010862341247435","0.017533857619032"
"Russland","2000","2","Ostdeutschland","2","","",""
"Russland","2000","3","Westdeutschland","18","","",""
"Russland","2000","3","Ostdeutschland","1","","",""
"Russland","2000","4","Westdeutschland","14","","",""
"Russland","2000","4","Ostdeutschland","2","","",""
"Russland","2000","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Russland","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Mexiko","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Mexiko","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Mexiko","2000","2","Westdeutschland","1","","",""
"Mexiko","2000","2","Ostdeutschland","","","",""
"Mexiko","2000","3","Westdeutschland","","","",""
"Mexiko","2000","3","Ostdeutschland","","","",""
"Mexiko","2000","4","Westdeutschland","1","","",""
"Mexiko","2000","4","Ostdeutschland","","","",""
"Mexiko","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Mexiko","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Argentinien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Argentinien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Argentinien","2000","2","Westdeutschland","1","","",""
"Argentinien","2000","2","Ostdeutschland","","","",""
"Argentinien","2000","3","Westdeutschland","","","",""
"Argentinien","2000","3","Ostdeutschland","","","",""
"Argentinien","2000","4","Westdeutschland","3","","",""
"Argentinien","2000","4","Ostdeutschland","","","",""
"Argentinien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Argentinien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Benin","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Benin","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Benin","2000","2","Westdeutschland","","","",""
"Benin","2000","2","Ostdeutschland","","","",""
"Benin","2000","3","Westdeutschland","","","",""
"Benin","2000","3","Ostdeutschland","","","",""
"Benin","2000","4","Westdeutschland","","","",""
"Benin","2000","4","Ostdeutschland","","","",""
"Benin","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Benin","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Philippinen","2000","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"Philippinen","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Philippinen","2000","2","Westdeutschland","7","","",""
"Philippinen","2000","2","Ostdeutschland","","","",""
"Philippinen","2000","3","Westdeutschland","2","","",""
"Philippinen","2000","3","Ostdeutschland","","","",""
"Philippinen","2000","4","Westdeutschland","1","","",""
"Philippinen","2000","4","Ostdeutschland","","","",""
"Philippinen","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Philippinen","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Israel","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Israel","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Israel","2000","2","Westdeutschland","","","",""
"Israel","2000","2","Ostdeutschland","","","",""
"Israel","2000","3","Westdeutschland","","","",""
"Israel","2000","3","Ostdeutschland","","","",""
"Israel","2000","4","Westdeutschland","","","",""
"Israel","2000","4","Ostdeutschland","","","",""
"Israel","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Israel","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Japan","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Japan","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Japan","2000","2","Westdeutschland","","","",""
"Japan","2000","2","Ostdeutschland","","","",""
"Japan","2000","3","Westdeutschland","1","","",""
"Japan","2000","3","Ostdeutschland","","","",""
"Japan","2000","4","Westdeutschland","1","","",""
"Japan","2000","4","Ostdeutschland","","","",""
"Japan","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Japan","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Australien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Australien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Australien","2000","2","Westdeutschland","1","","",""
"Australien","2000","2","Ostdeutschland","","","",""
"Australien","2000","3","Westdeutschland","1","","",""
"Australien","2000","3","Ostdeutschland","","","",""
"Australien","2000","4","Westdeutschland","","","",""
"Australien","2000","4","Ostdeutschland","","","",""
"Australien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Australien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Indien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Indien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Indien","2000","2","Westdeutschland","","","",""
"Indien","2000","2","Ostdeutschland","","","",""
"Indien","2000","3","Westdeutschland","","","",""
"Indien","2000","3","Ostdeutschland","","","",""
"Indien","2000","4","Westdeutschland","","","",""
"Indien","2000","4","Ostdeutschland","","","",""
"Indien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Indien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Afghanistan","2000","1 Einkommensschwächstes Quintil","Westdeutschland","8","","",""
"Afghanistan","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Afghanistan","2000","2","Westdeutschland","","","",""
"Afghanistan","2000","2","Ostdeutschland","","","",""
"Afghanistan","2000","3","Westdeutschland","","","",""
"Afghanistan","2000","3","Ostdeutschland","","","",""
"Afghanistan","2000","4","Westdeutschland","","","",""
"Afghanistan","2000","4","Ostdeutschland","","","",""
"Afghanistan","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Afghanistan","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Thailand","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Thailand","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Thailand","2000","2","Westdeutschland","","","",""
"Thailand","2000","2","Ostdeutschland","","","",""
"Thailand","2000","3","Westdeutschland","1","","",""
"Thailand","2000","3","Ostdeutschland","","","",""
"Thailand","2000","4","Westdeutschland","1","","",""
"Thailand","2000","4","Ostdeutschland","","","",""
"Thailand","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Thailand","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Jamaika","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Jamaika","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Jamaika","2000","2","Westdeutschland","","","",""
"Jamaika","2000","2","Ostdeutschland","","","",""
"Jamaika","2000","3","Westdeutschland","","","",""
"Jamaika","2000","3","Ostdeutschland","","","",""
"Jamaika","2000","4","Westdeutschland","1","","",""
"Jamaika","2000","4","Ostdeutschland","","","",""
"Jamaika","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Jamaika","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Saudi-Arabien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Saudi-Arabien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Saudi-Arabien","2000","2","Westdeutschland","","","",""
"Saudi-Arabien","2000","2","Ostdeutschland","","","",""
"Saudi-Arabien","2000","3","Westdeutschland","","","",""
"Saudi-Arabien","2000","3","Ostdeutschland","","","",""
"Saudi-Arabien","2000","4","Westdeutschland","","","",""
"Saudi-Arabien","2000","4","Ostdeutschland","","","",""
"Saudi-Arabien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Saudi-Arabien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Aethiopien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Aethiopien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Aethiopien","2000","2","Westdeutschland","","","",""
"Aethiopien","2000","2","Ostdeutschland","","","",""
"Aethiopien","2000","3","Westdeutschland","","","",""
"Aethiopien","2000","3","Ostdeutschland","","","",""
"Aethiopien","2000","4","Westdeutschland","","","",""
"Aethiopien","2000","4","Ostdeutschland","","","",""
"Aethiopien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Aethiopien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Kolumbien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Kolumbien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Kolumbien","2000","2","Westdeutschland","1","","",""
"Kolumbien","2000","2","Ostdeutschland","","","",""
"Kolumbien","2000","3","Westdeutschland","","","",""
"Kolumbien","2000","3","Ostdeutschland","","","",""
"Kolumbien","2000","4","Westdeutschland","","","",""
"Kolumbien","2000","4","Ostdeutschland","","","",""
"Kolumbien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Kolumbien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ghana","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Ghana","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ghana","2000","2","Westdeutschland","","","",""
"Ghana","2000","2","Ostdeutschland","","","",""
"Ghana","2000","3","Westdeutschland","1","","",""
"Ghana","2000","3","Ostdeutschland","","","",""
"Ghana","2000","4","Westdeutschland","","","",""
"Ghana","2000","4","Ostdeutschland","","","",""
"Ghana","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ghana","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Bangla Desh","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Bangla Desh","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Bangla Desh","2000","2","Westdeutschland","","","",""
"Bangla Desh","2000","2","Ostdeutschland","","","",""
"Bangla Desh","2000","3","Westdeutschland","","","",""
"Bangla Desh","2000","3","Ostdeutschland","","","",""
"Bangla Desh","2000","4","Westdeutschland","","","",""
"Bangla Desh","2000","4","Ostdeutschland","","","",""
"Bangla Desh","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Bangla Desh","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Venezuela","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Venezuela","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Venezuela","2000","2","Westdeutschland","3","","",""
"Venezuela","2000","2","Ostdeutschland","","","",""
"Venezuela","2000","3","Westdeutschland","","","",""
"Venezuela","2000","3","Ostdeutschland","","","",""
"Venezuela","2000","4","Westdeutschland","","","",""
"Venezuela","2000","4","Ostdeutschland","","","",""
"Venezuela","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Venezuela","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Tunesien","2000","1 Einkommensschwächstes Quintil","Westdeutschland","4","","",""
"Tunesien","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Tunesien","2000","2","Westdeutschland","","","",""
"Tunesien","2000","2","Ostdeutschland","","","",""
"Tunesien","2000","3","Westdeutschland","","","",""
"Tunesien","2000","3","Ostdeutschland","","","",""
"Tunesien","2000","4","Westdeutschland","","","",""
"Tunesien","2000","4","Ostdeutschland","","","",""
"Tunesien","2000","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Tunesien","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Mauritius","2000","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Mauritius","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Mauritius","2000","2","Westdeutschland","","","",""
"Mauritius","2000","2","Ostdeutschland","","","",""
"Mauritius","2000","3","Westdeutschland","1","","",""
"Mauritius","2000","3","Ostdeutschland","","","",""
