"corigin","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Korea","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Korea","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Korea","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Korea","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Korea","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Iran","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Iran","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Iran","1992","direkter Migrationshintergrund","Städtischer Raum","2","","",""
"Iran","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Iran","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Iran","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Iran","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Iran","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Indonesien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Indonesien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Indonesien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Indonesien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Indonesien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Indonesien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Indonesien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Indonesien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Ungarn","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Ungarn","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Ungarn","1992","direkter Migrationshintergrund","Städtischer Raum","13","","",""
"Ungarn","1992","direkter Migrationshintergrund","Ländlicher Raum","6","","",""
"Ungarn","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Ungarn","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Ungarn","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Ungarn","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Bolivien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Bolivien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Bolivien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Bolivien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Bolivien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Bolivien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Bolivien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Bolivien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Portugal","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Portugal","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Portugal","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Portugal","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Portugal","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Portugal","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Portugal","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Portugal","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Bulgarien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Bulgarien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Bulgarien","1992","direkter Migrationshintergrund","Städtischer Raum","10","","",""
"Bulgarien","1992","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Bulgarien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Bulgarien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Bulgarien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Bulgarien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Syrien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Syrien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Syrien","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Syrien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Syrien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Syrien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Syrien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Syrien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Tschechien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Tschechien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Tschechien","1992","direkter Migrationshintergrund","Städtischer Raum","37","0.0466075122463108","0.0375463340699902","0.0556686904226314"
"Tschechien","1992","direkter Migrationshintergrund","Ländlicher Raum","26","","",""
"Tschechien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Tschechien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Tschechien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Tschechien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Russland","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Russland","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Russland","1992","direkter Migrationshintergrund","Städtischer Raum","6","","",""
"Russland","1992","direkter Migrationshintergrund","Ländlicher Raum","2","","",""
"Russland","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Russland","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Russland","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Russland","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Mexiko","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Mexiko","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Mexiko","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Mexiko","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Mexiko","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Mexiko","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Mexiko","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Mexiko","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Argentinien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Argentinien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Argentinien","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Argentinien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Argentinien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Argentinien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Argentinien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Argentinien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Benin","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Benin","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Benin","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Benin","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Benin","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Benin","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Benin","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Benin","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Philippinen","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Philippinen","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Philippinen","1992","direkter Migrationshintergrund","Städtischer Raum","4","","",""
"Philippinen","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Philippinen","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Philippinen","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Philippinen","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Philippinen","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Israel","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Israel","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Israel","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Israel","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Israel","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Israel","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Israel","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Israel","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Japan","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Japan","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Japan","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Japan","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Japan","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Japan","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Japan","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Japan","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Australien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Australien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Australien","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Australien","1992","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Australien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Australien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Australien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Australien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Indien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Indien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Indien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Indien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Indien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Indien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Indien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Indien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Afghanistan","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Afghanistan","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Afghanistan","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Afghanistan","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Afghanistan","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Afghanistan","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Afghanistan","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Afghanistan","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Thailand","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Thailand","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Thailand","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Thailand","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Thailand","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Thailand","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Thailand","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Thailand","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Jamaika","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Jamaika","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Jamaika","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Jamaika","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Jamaika","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Jamaika","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Jamaika","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Jamaika","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Saudi-Arabien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Saudi-Arabien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Saudi-Arabien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Saudi-Arabien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Saudi-Arabien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Saudi-Arabien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Saudi-Arabien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Saudi-Arabien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Aethiopien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Aethiopien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Aethiopien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Aethiopien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Aethiopien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Aethiopien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Aethiopien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Aethiopien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Kolumbien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Kolumbien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Kolumbien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Kolumbien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Kolumbien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Kolumbien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Kolumbien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Kolumbien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Ghana","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Ghana","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Ghana","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Ghana","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Ghana","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Ghana","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Ghana","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Ghana","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Bangla Desh","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Bangla Desh","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Bangla Desh","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Bangla Desh","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Bangla Desh","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Bangla Desh","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Bangla Desh","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Bangla Desh","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Venezuela","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Venezuela","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Venezuela","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Venezuela","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Venezuela","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Venezuela","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Venezuela","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Venezuela","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Tunesien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Tunesien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Tunesien","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Tunesien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Tunesien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Tunesien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Tunesien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Tunesien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Mauritius","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Mauritius","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Mauritius","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Mauritius","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Mauritius","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Mauritius","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Mauritius","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Mauritius","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Nigeria","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Nigeria","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Nigeria","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Nigeria","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Nigeria","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Nigeria","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Nigeria","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Nigeria","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Kanada","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Kanada","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Kanada","1992","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Kanada","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Kanada","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Kanada","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Kanada","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Kanada","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Neuseeland","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Neuseeland","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Neuseeland","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Neuseeland","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Neuseeland","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Neuseeland","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Neuseeland","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Neuseeland","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Tansania","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Tansania","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Tansania","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Tansania","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Tansania","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Tansania","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Tansania","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Tansania","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Zypern","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Zypern","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Zypern","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Zypern","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Zypern","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Zypern","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Zypern","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Zypern","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Kuba","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Kuba","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Kuba","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Kuba","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Kuba","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Kuba","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Kuba","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Kuba","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Irak","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Irak","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Irak","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Irak","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Irak","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Irak","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Irak","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Irak","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Brasilien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Brasilien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Brasilien","1992","direkter Migrationshintergrund","Städtischer Raum","3","","",""
"Brasilien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Brasilien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Brasilien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Brasilien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Brasilien","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Hongkong","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Hongkong","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Hongkong","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Hongkong","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Hongkong","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Hongkong","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Hongkong","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Hongkong","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Peru","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Peru","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Peru","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Peru","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Peru","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Peru","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Peru","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Peru","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Sri Lanka","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Sri Lanka","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Sri Lanka","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Sri Lanka","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Sri Lanka","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Sri Lanka","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Sri Lanka","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Sri Lanka","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Nepal","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Nepal","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Nepal","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Nepal","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Nepal","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Nepal","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Nepal","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Nepal","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Marokko","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Marokko","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Marokko","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Marokko","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Marokko","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Marokko","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Marokko","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Marokko","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"China","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"China","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"China","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"China","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"China","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"China","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"China","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"China","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Irland","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Irland","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Irland","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Irland","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Irland","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Irland","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Irland","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Irland","1992","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Moldawien","1992","kein Migrationshintergrund","Städtischer Raum","","","",""
"Moldawien","1992","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Moldawien","1992","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Moldawien","1992","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Moldawien","1992","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Moldawien","1992","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Moldawien","1992","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
