"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Schweden","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Norwegen","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Norwegen","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Norwegen","1997","2","männlich","","","",""
"Norwegen","1997","2","weiblich","","","",""
"Norwegen","1997","3","männlich","","","",""
"Norwegen","1997","3","weiblich","","","",""
"Norwegen","1997","4","männlich","","","",""
"Norwegen","1997","4","weiblich","","","",""
"Norwegen","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Norwegen","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Finnland","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Finnland","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Finnland","1997","2","männlich","","","",""
"Finnland","1997","2","weiblich","","","",""
"Finnland","1997","3","männlich","","","",""
"Finnland","1997","3","weiblich","","","",""
"Finnland","1997","4","männlich","","","",""
"Finnland","1997","4","weiblich","","","",""
"Finnland","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Finnland","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"USA","1997","1 Einkommensschwächstes Quintil","männlich","2","","",""
"USA","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"USA","1997","2","männlich","","","",""
"USA","1997","2","weiblich","2","","",""
"USA","1997","3","männlich","1","","",""
"USA","1997","3","weiblich","","","",""
"USA","1997","4","männlich","1","","",""
"USA","1997","4","weiblich","2","","",""
"USA","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"USA","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Schweiz","1997","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Schweiz","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Schweiz","1997","2","männlich","","","",""
"Schweiz","1997","2","weiblich","","","",""
"Schweiz","1997","3","männlich","","","",""
"Schweiz","1997","3","weiblich","","","",""
"Schweiz","1997","4","männlich","","","",""
"Schweiz","1997","4","weiblich","1","","",""
"Schweiz","1997","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Schweiz","1997","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Chile","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Chile","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Chile","1997","2","männlich","","","",""
"Chile","1997","2","weiblich","","","",""
"Chile","1997","3","männlich","","","",""
"Chile","1997","3","weiblich","","","",""
"Chile","1997","4","männlich","1","","",""
"Chile","1997","4","weiblich","","","",""
"Chile","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Chile","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Rumaenien","1997","1 Einkommensschwächstes Quintil","männlich","13","","",""
"Rumaenien","1997","1 Einkommensschwächstes Quintil","weiblich","15","","",""
"Rumaenien","1997","2","männlich","10","","",""
"Rumaenien","1997","2","weiblich","16","","",""
"Rumaenien","1997","3","männlich","3","","",""
"Rumaenien","1997","3","weiblich","3","","",""
"Rumaenien","1997","4","männlich","3","","",""
"Rumaenien","1997","4","weiblich","5","","",""
"Rumaenien","1997","5 Einkommensstärkstes Quintil","männlich","5","","",""
"Rumaenien","1997","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Polen","1997","1 Einkommensschwächstes Quintil","männlich","40","0.0180105716538382","0.0121483543736337","0.0238727889340428"
"Polen","1997","1 Einkommensschwächstes Quintil","weiblich","51","0.0245283362379634","0.0181581025798824","0.0308985698960445"
"Polen","1997","2","männlich","36","0.0189618767728612","0.0126417393300175","0.025282014215705"
"Polen","1997","2","weiblich","39","0.0119463909149663","0.00718729267561485","0.0167054891543178"
"Polen","1997","3","männlich","17","","",""
"Polen","1997","3","weiblich","21","","",""
"Polen","1997","4","männlich","2","","",""
"Polen","1997","4","weiblich","5","","",""
"Polen","1997","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Polen","1997","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"Korea","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Korea","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Korea","1997","2","männlich","","","",""
"Korea","1997","2","weiblich","1","","",""
"Korea","1997","3","männlich","","","",""
"Korea","1997","3","weiblich","","","",""
"Korea","1997","4","männlich","","","",""
"Korea","1997","4","weiblich","","","",""
"Korea","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Korea","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Iran","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Iran","1997","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Iran","1997","2","männlich","","","",""
"Iran","1997","2","weiblich","","","",""
"Iran","1997","3","männlich","","","",""
"Iran","1997","3","weiblich","","","",""
"Iran","1997","4","männlich","1","","",""
"Iran","1997","4","weiblich","","","",""
"Iran","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Iran","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Indonesien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Indonesien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Indonesien","1997","2","männlich","","","",""
"Indonesien","1997","2","weiblich","","","",""
"Indonesien","1997","3","männlich","","","",""
"Indonesien","1997","3","weiblich","","","",""
"Indonesien","1997","4","männlich","","","",""
"Indonesien","1997","4","weiblich","","","",""
"Indonesien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Indonesien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ungarn","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Ungarn","1997","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Ungarn","1997","2","männlich","3","","",""
"Ungarn","1997","2","weiblich","2","","",""
"Ungarn","1997","3","männlich","","","",""
"Ungarn","1997","3","weiblich","3","","",""
"Ungarn","1997","4","männlich","2","","",""
"Ungarn","1997","4","weiblich","2","","",""
"Ungarn","1997","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Ungarn","1997","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Bolivien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Bolivien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Bolivien","1997","2","männlich","","","",""
"Bolivien","1997","2","weiblich","","","",""
"Bolivien","1997","3","männlich","","","",""
"Bolivien","1997","3","weiblich","","","",""
"Bolivien","1997","4","männlich","","","",""
"Bolivien","1997","4","weiblich","","","",""
"Bolivien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bolivien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Portugal","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Portugal","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Portugal","1997","2","männlich","","","",""
"Portugal","1997","2","weiblich","1","","",""
"Portugal","1997","3","männlich","2","","",""
"Portugal","1997","3","weiblich","1","","",""
"Portugal","1997","4","männlich","2","","",""
"Portugal","1997","4","weiblich","2","","",""
"Portugal","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Portugal","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Bulgarien","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Bulgarien","1997","1 Einkommensschwächstes Quintil","weiblich","5","","",""
"Bulgarien","1997","2","männlich","","","",""
"Bulgarien","1997","2","weiblich","2","","",""
"Bulgarien","1997","3","männlich","2","","",""
"Bulgarien","1997","3","weiblich","","","",""
"Bulgarien","1997","4","männlich","","","",""
"Bulgarien","1997","4","weiblich","","","",""
"Bulgarien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bulgarien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Syrien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Syrien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Syrien","1997","2","männlich","","","",""
"Syrien","1997","2","weiblich","","","",""
"Syrien","1997","3","männlich","","","",""
"Syrien","1997","3","weiblich","","","",""
"Syrien","1997","4","männlich","","","",""
"Syrien","1997","4","weiblich","","","",""
"Syrien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Syrien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tschechien","1997","1 Einkommensschwächstes Quintil","männlich","7","","",""
"Tschechien","1997","1 Einkommensschwächstes Quintil","weiblich","11","","",""
"Tschechien","1997","2","männlich","3","","",""
"Tschechien","1997","2","weiblich","11","","",""
"Tschechien","1997","3","männlich","6","","",""
"Tschechien","1997","3","weiblich","9","","",""
"Tschechien","1997","4","männlich","6","","",""
"Tschechien","1997","4","weiblich","6","","",""
"Tschechien","1997","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Tschechien","1997","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Russland","1997","1 Einkommensschwächstes Quintil","männlich","24","","",""
"Russland","1997","1 Einkommensschwächstes Quintil","weiblich","28","","",""
"Russland","1997","2","männlich","11","","",""
"Russland","1997","2","weiblich","11","","",""
"Russland","1997","3","männlich","2","","",""
"Russland","1997","3","weiblich","7","","",""
"Russland","1997","4","männlich","","","",""
"Russland","1997","4","weiblich","1","","",""
"Russland","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Russland","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mexiko","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mexiko","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Mexiko","1997","2","männlich","","","",""
"Mexiko","1997","2","weiblich","","","",""
"Mexiko","1997","3","männlich","","","",""
"Mexiko","1997","3","weiblich","","","",""
"Mexiko","1997","4","männlich","","","",""
"Mexiko","1997","4","weiblich","","","",""
"Mexiko","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mexiko","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Argentinien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Argentinien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Argentinien","1997","2","männlich","","","",""
"Argentinien","1997","2","weiblich","","","",""
"Argentinien","1997","3","männlich","","","",""
"Argentinien","1997","3","weiblich","","","",""
"Argentinien","1997","4","männlich","1","","",""
"Argentinien","1997","4","weiblich","","","",""
"Argentinien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Argentinien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Benin","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Benin","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Benin","1997","2","männlich","","","",""
"Benin","1997","2","weiblich","","","",""
"Benin","1997","3","männlich","","","",""
"Benin","1997","3","weiblich","","","",""
"Benin","1997","4","männlich","","","",""
"Benin","1997","4","weiblich","","","",""
"Benin","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Benin","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Philippinen","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Philippinen","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Philippinen","1997","2","männlich","","","",""
"Philippinen","1997","2","weiblich","","","",""
"Philippinen","1997","3","männlich","","","",""
"Philippinen","1997","3","weiblich","3","","",""
"Philippinen","1997","4","männlich","","","",""
"Philippinen","1997","4","weiblich","1","","",""
"Philippinen","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Philippinen","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Israel","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Israel","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Israel","1997","2","männlich","","","",""
"Israel","1997","2","weiblich","","","",""
"Israel","1997","3","männlich","","","",""
"Israel","1997","3","weiblich","","","",""
"Israel","1997","4","männlich","","","",""
"Israel","1997","4","weiblich","","","",""
"Israel","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Israel","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Japan","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Japan","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Japan","1997","2","männlich","","","",""
"Japan","1997","2","weiblich","","","",""
"Japan","1997","3","männlich","","","",""
"Japan","1997","3","weiblich","","","",""
"Japan","1997","4","männlich","","","",""
"Japan","1997","4","weiblich","","","",""
"Japan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Japan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Australien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Australien","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Australien","1997","2","männlich","","","",""
"Australien","1997","2","weiblich","1","","",""
"Australien","1997","3","männlich","","","",""
"Australien","1997","3","weiblich","","","",""
"Australien","1997","4","männlich","","","",""
"Australien","1997","4","weiblich","","","",""
"Australien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Australien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Indien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Indien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Indien","1997","2","männlich","","","",""
"Indien","1997","2","weiblich","","","",""
"Indien","1997","3","männlich","","","",""
"Indien","1997","3","weiblich","","","",""
"Indien","1997","4","männlich","","","",""
"Indien","1997","4","weiblich","","","",""
"Indien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Indien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Afghanistan","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Afghanistan","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Afghanistan","1997","2","männlich","","","",""
"Afghanistan","1997","2","weiblich","","","",""
"Afghanistan","1997","3","männlich","","","",""
"Afghanistan","1997","3","weiblich","","","",""
"Afghanistan","1997","4","männlich","","","",""
"Afghanistan","1997","4","weiblich","","","",""
"Afghanistan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Afghanistan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Thailand","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Thailand","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Thailand","1997","2","männlich","","","",""
"Thailand","1997","2","weiblich","","","",""
"Thailand","1997","3","männlich","","","",""
"Thailand","1997","3","weiblich","","","",""
"Thailand","1997","4","männlich","","","",""
"Thailand","1997","4","weiblich","","","",""
"Thailand","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Thailand","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Jamaika","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Jamaika","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Jamaika","1997","2","männlich","","","",""
"Jamaika","1997","2","weiblich","","","",""
"Jamaika","1997","3","männlich","","","",""
"Jamaika","1997","3","weiblich","","","",""
"Jamaika","1997","4","männlich","1","","",""
"Jamaika","1997","4","weiblich","","","",""
"Jamaika","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Jamaika","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Saudi-Arabien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Saudi-Arabien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Saudi-Arabien","1997","2","männlich","","","",""
"Saudi-Arabien","1997","2","weiblich","","","",""
"Saudi-Arabien","1997","3","männlich","","","",""
"Saudi-Arabien","1997","3","weiblich","","","",""
"Saudi-Arabien","1997","4","männlich","","","",""
"Saudi-Arabien","1997","4","weiblich","","","",""
"Saudi-Arabien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Saudi-Arabien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aethiopien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Aethiopien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aethiopien","1997","2","männlich","","","",""
"Aethiopien","1997","2","weiblich","","","",""
"Aethiopien","1997","3","männlich","","","",""
"Aethiopien","1997","3","weiblich","","","",""
"Aethiopien","1997","4","männlich","","","",""
"Aethiopien","1997","4","weiblich","","","",""
"Aethiopien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Aethiopien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kolumbien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kolumbien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kolumbien","1997","2","männlich","","","",""
"Kolumbien","1997","2","weiblich","","","",""
"Kolumbien","1997","3","männlich","","","",""
"Kolumbien","1997","3","weiblich","","","",""
"Kolumbien","1997","4","männlich","","","",""
"Kolumbien","1997","4","weiblich","","","",""
"Kolumbien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kolumbien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ghana","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ghana","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ghana","1997","2","männlich","","","",""
"Ghana","1997","2","weiblich","","","",""
"Ghana","1997","3","männlich","","","",""
"Ghana","1997","3","weiblich","","","",""
"Ghana","1997","4","männlich","","","",""
"Ghana","1997","4","weiblich","","","",""
"Ghana","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ghana","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Bangla Desh","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Bangla Desh","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Bangla Desh","1997","2","männlich","","","",""
"Bangla Desh","1997","2","weiblich","","","",""
"Bangla Desh","1997","3","männlich","","","",""
"Bangla Desh","1997","3","weiblich","","","",""
"Bangla Desh","1997","4","männlich","","","",""
"Bangla Desh","1997","4","weiblich","","","",""
"Bangla Desh","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bangla Desh","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Venezuela","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Venezuela","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Venezuela","1997","2","männlich","1","","",""
"Venezuela","1997","2","weiblich","","","",""
"Venezuela","1997","3","männlich","","","",""
"Venezuela","1997","3","weiblich","","","",""
"Venezuela","1997","4","männlich","","","",""
"Venezuela","1997","4","weiblich","","","",""
"Venezuela","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Venezuela","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tunesien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tunesien","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Tunesien","1997","2","männlich","","","",""
"Tunesien","1997","2","weiblich","","","",""
"Tunesien","1997","3","männlich","1","","",""
"Tunesien","1997","3","weiblich","","","",""
"Tunesien","1997","4","männlich","","","",""
"Tunesien","1997","4","weiblich","","","",""
"Tunesien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tunesien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mauritius","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mauritius","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mauritius","1997","2","männlich","","","",""
"Mauritius","1997","2","weiblich","1","","",""
"Mauritius","1997","3","männlich","1","","",""
"Mauritius","1997","3","weiblich","","","",""
"Mauritius","1997","4","männlich","","","",""
"Mauritius","1997","4","weiblich","","","",""
"Mauritius","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mauritius","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nigeria","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nigeria","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nigeria","1997","2","männlich","","","",""
"Nigeria","1997","2","weiblich","","","",""
"Nigeria","1997","3","männlich","","","",""
"Nigeria","1997","3","weiblich","","","",""
"Nigeria","1997","4","männlich","","","",""
"Nigeria","1997","4","weiblich","","","",""
"Nigeria","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nigeria","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kanada","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kanada","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kanada","1997","2","männlich","1","","",""
"Kanada","1997","2","weiblich","","","",""
"Kanada","1997","3","männlich","","","",""
"Kanada","1997","3","weiblich","","","",""
"Kanada","1997","4","männlich","","","",""
"Kanada","1997","4","weiblich","","","",""
"Kanada","1997","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Kanada","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Neuseeland","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Neuseeland","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Neuseeland","1997","2","männlich","","","",""
"Neuseeland","1997","2","weiblich","","","",""
"Neuseeland","1997","3","männlich","","","",""
"Neuseeland","1997","3","weiblich","","","",""
"Neuseeland","1997","4","männlich","","","",""
"Neuseeland","1997","4","weiblich","","","",""
"Neuseeland","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Neuseeland","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tansania","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tansania","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Tansania","1997","2","männlich","","","",""
"Tansania","1997","2","weiblich","","","",""
"Tansania","1997","3","männlich","","","",""
"Tansania","1997","3","weiblich","","","",""
"Tansania","1997","4","männlich","","","",""
"Tansania","1997","4","weiblich","","","",""
"Tansania","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tansania","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Zypern","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Zypern","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Zypern","1997","2","männlich","","","",""
"Zypern","1997","2","weiblich","","","",""
"Zypern","1997","3","männlich","","","",""
"Zypern","1997","3","weiblich","","","",""
"Zypern","1997","4","männlich","","","",""
"Zypern","1997","4","weiblich","","","",""
"Zypern","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Zypern","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kuba","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kuba","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kuba","1997","2","männlich","","","",""
"Kuba","1997","2","weiblich","1","","",""
"Kuba","1997","3","männlich","","","",""
"Kuba","1997","3","weiblich","","","",""
"Kuba","1997","4","männlich","","","",""
"Kuba","1997","4","weiblich","","","",""
"Kuba","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kuba","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Irak","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Irak","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irak","1997","2","männlich","","","",""
"Irak","1997","2","weiblich","","","",""
"Irak","1997","3","männlich","","","",""
"Irak","1997","3","weiblich","","","",""
"Irak","1997","4","männlich","","","",""
"Irak","1997","4","weiblich","","","",""
"Irak","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irak","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Brasilien","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Brasilien","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Brasilien","1997","2","männlich","","","",""
"Brasilien","1997","2","weiblich","1","","",""
"Brasilien","1997","3","männlich","","","",""
"Brasilien","1997","3","weiblich","","","",""
"Brasilien","1997","4","männlich","","","",""
"Brasilien","1997","4","weiblich","","","",""
"Brasilien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Brasilien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Hongkong","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Hongkong","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Hongkong","1997","2","männlich","","","",""
"Hongkong","1997","2","weiblich","","","",""
"Hongkong","1997","3","männlich","","","",""
"Hongkong","1997","3","weiblich","","","",""
"Hongkong","1997","4","männlich","","","",""
"Hongkong","1997","4","weiblich","","","",""
"Hongkong","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Hongkong","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Peru","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Peru","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Peru","1997","2","männlich","","","",""
"Peru","1997","2","weiblich","","","",""
"Peru","1997","3","männlich","","","",""
"Peru","1997","3","weiblich","","","",""
"Peru","1997","4","männlich","","","",""
"Peru","1997","4","weiblich","","","",""
"Peru","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Peru","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Sri Lanka","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Sri Lanka","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Sri Lanka","1997","2","männlich","","","",""
"Sri Lanka","1997","2","weiblich","","","",""
"Sri Lanka","1997","3","männlich","","","",""
"Sri Lanka","1997","3","weiblich","","","",""
"Sri Lanka","1997","4","männlich","","","",""
"Sri Lanka","1997","4","weiblich","","","",""
"Sri Lanka","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sri Lanka","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nepal","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nepal","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nepal","1997","2","männlich","","","",""
"Nepal","1997","2","weiblich","","","",""
"Nepal","1997","3","männlich","","","",""
"Nepal","1997","3","weiblich","","","",""
"Nepal","1997","4","männlich","","","",""
"Nepal","1997","4","weiblich","","","",""
"Nepal","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nepal","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Marokko","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Marokko","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Marokko","1997","2","männlich","","","",""
"Marokko","1997","2","weiblich","","","",""
"Marokko","1997","3","männlich","","","",""
"Marokko","1997","3","weiblich","","","",""
"Marokko","1997","4","männlich","","","",""
"Marokko","1997","4","weiblich","","","",""
"Marokko","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Marokko","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"China","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"China","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"China","1997","2","männlich","1","","",""
"China","1997","2","weiblich","1","","",""
"China","1997","3","männlich","","","",""
"China","1997","3","weiblich","","","",""
"China","1997","4","männlich","","","",""
"China","1997","4","weiblich","","","",""
"China","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"China","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Irland","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Irland","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irland","1997","2","männlich","","","",""
"Irland","1997","2","weiblich","","","",""
"Irland","1997","3","männlich","","","",""
"Irland","1997","3","weiblich","","","",""
"Irland","1997","4","männlich","","","",""
"Irland","1997","4","weiblich","","","",""
"Irland","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irland","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
