,Unnamed: 0,year,migback,sampreg,plh0038,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
319,319,2009,No migration background,East,Not concerned at all,0.13717,629,17909,0.12842,0.14687
320,320,2009,Direct migration background,West,Very concerned,0.38105,566,17909,0.35735,0.41119
321,321,2009,Direct migration background,West,Somewhat concerned,0.47051,777,17909,0.4418,0.50404
322,322,2009,Direct migration background,West,Not concerned at all,0.14844,237,17909,0.13433,0.16513
323,323,2009,Direct migration background,East,Very concerned,0.45986,35,17909,0.34521,0.59756
324,324,2009,Direct migration background,East,Somewhat concerned,0.54014,36,17909,0.3808,0.70998
325,325,2009,Indirect migration background,West,Very concerned,0.28373,206,17909,0.24916,0.32541
326,326,2009,Indirect migration background,West,Somewhat concerned,0.57074,354,17909,0.51666,0.6342
327,327,2009,Indirect migration background,West,Not concerned at all,0.14554,102,17909,0.11782,0.17935
328,328,2010,No migration background,West,Very concerned,0.30207,4265,23816,0.29189,0.31261
329,329,2010,No migration background,West,Somewhat concerned,0.51908,7767,23816,0.50567,0.53183
330,330,2010,No migration background,West,Not concerned at all,0.17885,2557,23816,0.16981,0.1867
331,331,2010,No migration background,East,Very concerned,0.35466,1737,23816,0.33608,0.37766
332,332,2010,No migration background,East,Somewhat concerned,0.50336,2759,23816,0.48305,0.52586
333,333,2010,No migration background,East,Not concerned at all,0.14198,755,23816,0.12975,0.15304
334,334,2010,Direct migration background,West,Very concerned,0.37164,1024,23816,0.3406,0.40337
335,335,2010,Direct migration background,West,Somewhat concerned,0.49245,1383,23816,0.46118,0.52394
336,336,2010,Direct migration background,West,Not concerned at all,0.13592,391,23816,0.12126,0.15545
337,337,2010,Direct migration background,East,Very concerned,0.41755,52,23816,0.34525,0.51518
338,338,2010,Direct migration background,East,Somewhat concerned,0.58245,60,23816,0.44336,0.72138
339,339,2010,Indirect migration background,West,Very concerned,0.29492,342,23816,0.24575,0.35058
340,340,2010,Indirect migration background,West,Somewhat concerned,0.52046,530,23816,0.46092,0.5895
341,341,2010,Indirect migration background,West,Not concerned at all,0.18462,157,23816,0.1515,0.21733
342,342,2010,Indirect migration background,East,Somewhat concerned,1.0,37,23816,0.60058,1.72261
343,343,2011,No migration background,West,Very concerned,0.33203,4251,20428,0.32351,0.3413
344,344,2011,No migration background,West,Somewhat concerned,0.50392,6663,20428,0.49087,0.51355
345,345,2011,No migration background,West,Not concerned at all,0.16405,2103,20428,0.15585,0.17031
346,346,2011,No migration background,East,Very concerned,0.3623,1604,20428,0.34388,0.38202
347,347,2011,No migration background,East,Somewhat concerned,0.49649,2377,20428,0.47724,0.51452
348,348,2011,No migration background,East,Not concerned at all,0.14121,724,20428,0.13275,0.14982
349,349,2011,Direct migration background,West,Very concerned,0.35646,692,20428,0.33251,0.38069
350,350,2011,Direct migration background,West,Somewhat concerned,0.51286,934,20428,0.48632,0.54888
351,351,2011,Direct migration background,West,Not concerned at all,0.13068,255,20428,0.11662,0.14365
352,352,2011,Direct migration background,East,Very concerned,0.44659,39,20428,0.33932,0.57389
353,353,2011,Direct migration background,East,Somewhat concerned,0.55341,46,20428,0.44094,0.68561
354,354,2011,Indirect migration background,West,Very concerned,0.33844,252,20428,0.28699,0.38891
355,355,2011,Indirect migration background,West,Somewhat concerned,0.48194,371,20428,0.43163,0.53692
356,356,2011,Indirect migration background,West,Not concerned at all,0.17961,117,20428,0.14577,0.21474
357,357,2012,No migration background,West,Very concerned,0.30527,3999,20323,0.29679,0.31369
358,358,2012,No migration background,West,Somewhat concerned,0.51432,6678,20323,0.50334,0.52424
359,359,2012,No migration background,West,Not concerned at all,0.1804,2281,20323,0.17376,0.18648
360,360,2012,No migration background,East,Very concerned,0.34443,1617,20323,0.33124,0.35747
361,361,2012,No migration background,East,Somewhat concerned,0.49658,2314,20323,0.47634,0.51781
362,362,2012,No migration background,East,Not concerned at all,0.159,751,20323,0.14693,0.17089
363,363,2012,Direct migration background,West,Very concerned,0.36097,696,20323,0.33773,0.38417
364,364,2012,Direct migration background,West,Somewhat concerned,0.49788,905,20323,0.47169,0.5317
365,365,2012,Direct migration background,West,Not concerned at all,0.14116,261,20323,0.12707,0.15661
366,366,2012,Direct migration background,East,Very concerned,0.40433,40,20323,0.33906,0.47712
367,367,2012,Direct migration background,East,Somewhat concerned,0.59567,49,20323,0.466,0.74303
368,368,2012,Indirect migration background,West,Very concerned,0.27292,230,20323,0.23544,0.31359
369,369,2012,Indirect migration background,West,Somewhat concerned,0.48999,335,20323,0.43658,0.55608
370,370,2012,Indirect migration background,West,Not concerned at all,0.23709,167,20323,0.20364,0.27107
371,371,2013,No migration background,West,Very concerned,0.28705,3473,18687,0.27817,0.29493
372,372,2013,No migration background,West,Somewhat concerned,0.52824,6388,18687,0.51602,0.54082
373,373,2013,No migration background,West,Not concerned at all,0.18471,2175,18687,0.17807,0.19306
374,374,2013,No migration background,East,Very concerned,0.34252,1433,18687,0.32745,0.35861
375,375,2013,No migration background,East,Somewhat concerned,0.49472,2167,18687,0.47672,0.51521
376,376,2013,No migration background,East,Not concerned at all,0.16276,718,18687,0.15105,0.17573
377,377,2013,Direct migration background,West,Very concerned,0.32188,540,18687,0.29699,0.35008
378,378,2013,Direct migration background,West,Somewhat concerned,0.50541,827,18687,0.46857,0.54192
379,379,2013,Direct migration background,West,Not concerned at all,0.17271,258,18687,0.15011,0.20165
380,380,2013,Direct migration background,East,Somewhat concerned,1.0,48,18687,0.74046,1.2754
381,381,2013,Indirect migration background,West,Very concerned,0.21652,178,18687,0.18259,0.25121
382,382,2013,Indirect migration background,West,Somewhat concerned,0.5249,347,18687,0.46193,0.5947
383,383,2013,Indirect migration background,West,Not concerned at all,0.25857,135,18687,0.21589,0.32388
384,384,2014,No migration background,West,Very concerned,0.36407,5573,26876,0.35512,0.37507
385,385,2014,No migration background,West,Somewhat concerned,0.49187,7323,26876,0.47955,0.50511
386,386,2014,No migration background,West,Not concerned at all,0.14406,2046,26876,0.13789,0.15119
387,387,2014,No migration background,East,Very concerned,0.36683,1878,26876,0.34862,0.38594
388,388,2014,No migration background,East,Somewhat concerned,0.4916,2464,26876,0.46997,0.51179
389,389,2014,No migration background,East,Not concerned at all,0.14156,774,26876,0.12883,0.15146
390,390,2014,Direct migration background,West,Very concerned,0.42911,2191,26876,0.40863,0.44856
391,391,2014,Direct migration background,West,Somewhat concerned,0.44467,2078,26876,0.41855,0.46868
392,392,2014,Direct migration background,West,Not concerned at all,0.12623,552,26876,0.1109,0.14101
393,393,2014,Direct migration background,East,Very concerned,0.45499,165,26876,0.37605,0.54192
394,394,2014,Direct migration background,East,Somewhat concerned,0.54501,161,26876,0.43603,0.67324
395,395,2014,Indirect migration background,West,Very concerned,0.3944,700,26876,0.36037,0.42664
396,396,2014,Indirect migration background,West,Somewhat concerned,0.42263,677,26876,0.38107,0.46292
397,397,2014,Indirect migration background,West,Not concerned at all,0.18298,241,26876,0.15503,0.21238
398,398,2014,Indirect migration background,East,Somewhat concerned,1.0,53,26876,0.7198,1.30283
399,399,2015,No migration background,West,Very concerned,0.47376,6670,24872,0.46343,0.48414
400,400,2015,No migration background,West,Somewhat concerned,0.44551,6317,24872,0.43439,0.45761
401,401,2015,No migration background,West,Not concerned at all,0.08074,1130,24872,0.07508,0.08684
402,402,2015,No migration background,East,Very concerned,0.47131,2261,24872,0.45175,0.48954
403,403,2015,No migration background,East,Somewhat concerned,0.4391,2066,24872,0.41975,0.46366
404,404,2015,No migration background,East,Not concerned at all,0.0896,494,24872,0.08143,0.09835
405,405,2015,Direct migration background,West,Very concerned,0.50502,1997,24872,0.47324,0.53462
406,406,2015,Direct migration background,West,Somewhat concerned,0.40273,1694,24872,0.3766,0.43263
407,407,2015,Direct migration background,West,Not concerned at all,0.09225,394,24872,0.0798,0.10168
408,408,2015,Direct migration background,East,Very concerned,0.54815,158,24872,0.41685,0.73464
409,409,2015,Direct migration background,East,Somewhat concerned,0.37594,115,24872,0.28982,0.46079
410,410,2015,Direct migration background,East,Not concerned at all,0.07591,31,24872,0.05029,0.1095
411,411,2015,Indirect migration background,West,Very concerned,0.45705,702,24872,0.4175,0.49203
412,412,2015,Indirect migration background,West,Somewhat concerned,0.44274,613,24872,0.40228,0.49353
413,413,2015,Indirect migration background,West,Not concerned at all,0.10022,144,24872,0.07834,0.11903
414,414,2015,Indirect migration background,East,Very concerned,0.49315,45,24872,0.33219,0.69104
415,415,2015,Indirect migration background,East,Somewhat concerned,0.50685,41,24872,0.33948,0.71946
416,416,2016,No migration background,West,Very concerned,0.55608,7392,24043,0.54223,0.567
417,417,2016,No migration background,West,Somewhat concerned,0.38389,5093,24043,0.37228,0.39573
418,418,2016,No migration background,West,Not concerned at all,0.06003,706,24043,0.0556,0.06487
419,419,2016,No migration background,East,Very concerned,0.58188,2613,24043,0.55766,0.60803
420,420,2016,No migration background,East,Somewhat concerned,0.35809,1617,24043,0.33783,0.38097
421,421,2016,No migration background,East,Not concerned at all,0.06003,321,24043,0.05275,0.06901
422,422,2016,Direct migration background,West,Very concerned,0.55396,2399,24043,0.52244,0.5857
423,423,2016,Direct migration background,West,Somewhat concerned,0.36305,1711,24043,0.33899,0.38784
424,424,2016,Direct migration background,West,Not concerned at all,0.08298,392,24043,0.07315,0.09547
425,425,2016,Direct migration background,East,Very concerned,0.58615,207,24043,0.47338,0.68616
426,426,2016,Direct migration background,East,Somewhat concerned,0.41385,131,24043,0.30004,0.56543
427,427,2016,Indirect migration background,West,Very concerned,0.47331,733,24043,0.43374,0.51111
428,428,2016,Indirect migration background,West,Somewhat concerned,0.42917,523,24043,0.37172,0.47747
429,429,2016,Indirect migration background,West,Not concerned at all,0.09752,110,24043,0.07556,0.12031
430,430,2016,Indirect migration background,East,Very concerned,0.33899,49,24043,0.25403,0.45043
431,431,2016,Indirect migration background,East,Somewhat concerned,0.66101,46,24043,0.41092,0.95424
432,432,2017,No migration background,West,Very concerned,0.57036,8531,26378,0.55794,0.58124
433,433,2017,No migration background,West,Somewhat concerned,0.37163,5589,26378,0.3616,0.38236
434,434,2017,No migration background,West,Not concerned at all,0.05801,854,26378,0.05378,0.06296
435,435,2017,No migration background,East,Very concerned,0.59633,3015,26378,0.57189,0.61879
436,436,2017,No migration background,East,Somewhat concerned,0.33812,1730,26378,0.32264,0.35724
437,437,2017,No migration background,East,Not concerned at all,0.06555,347,26378,0.05796,0.07263
438,438,2017,Direct migration background,West,Very concerned,0.56904,2416,26378,0.54275,0.59699
439,439,2017,Direct migration background,West,Somewhat concerned,0.33969,1553,26378,0.31409,0.36061
440,440,2017,Direct migration background,West,Not concerned at all,0.09127,377,26378,0.0762,0.10373
441,441,2017,Direct migration background,East,Very concerned,0.4898,203,26378,0.40171,0.59675
442,442,2017,Direct migration background,East,Somewhat concerned,0.5102,144,26378,0.41692,0.61157
443,443,2017,Indirect migration background,West,Very concerned,0.55396,871,26378,0.51157,0.60119
444,444,2017,Indirect migration background,West,Somewhat concerned,0.36499,538,26378,0.32456,0.41019
445,445,2017,Indirect migration background,West,Not concerned at all,0.08105,123,26378,0.06418,0.10214
446,446,2017,Indirect migration background,East,Very concerned,0.49125,50,26378,0.34536,0.65625
447,447,2017,Indirect migration background,East,Somewhat concerned,0.50875,37,26378,0.28888,0.83671
448,448,2018,No migration background,West,Very concerned,0.46493,6624,25538,0.45248,0.47592
449,449,2018,No migration background,West,Somewhat concerned,0.4549,6636,25538,0.44265,0.46556
450,450,2018,No migration background,West,Not concerned at all,0.08017,1140,25538,0.07557,0.08489
451,451,2018,No migration background,East,Very concerned,0.48353,2381,25538,0.4609,0.50403
452,452,2018,No migration background,East,Somewhat concerned,0.42188,2105,25538,0.39965,0.44374
453,453,2018,No migration background,East,Not concerned at all,0.09459,514,25538,0.08595,0.10604
454,454,2018,Direct migration background,West,Very concerned,0.42612,1803,25538,0.39963,0.45493
455,455,2018,Direct migration background,West,Somewhat concerned,0.46505,1876,25538,0.43073,0.50055
456,456,2018,Direct migration background,West,Not concerned at all,0.10882,489,25538,0.0973,0.12257
457,457,2018,Direct migration background,East,Very concerned,0.44476,169,25538,0.34891,0.56801
458,458,2018,Direct migration background,East,Somewhat concerned,0.4285,142,25538,0.33528,0.53938
459,459,2018,Direct migration background,East,Not concerned at all,0.12674,48,25538,0.07588,0.18727
460,460,2018,Indirect migration background,West,Very concerned,0.45044,695,25538,0.41628,0.49121
461,461,2018,Indirect migration background,West,Somewhat concerned,0.43259,644,25538,0.40268,0.46752
462,462,2018,Indirect migration background,West,Not concerned at all,0.11696,175,25538,0.09048,0.14062
463,463,2018,Indirect migration background,East,Very concerned,0.53382,45,25538,0.35456,0.73192
464,464,2018,Indirect migration background,East,Somewhat concerned,0.46618,52,25538,0.3409,0.6016
465,465,2019,No migration background,West,Very concerned,0.4874,7352,25494,0.47531,0.50159
466,466,2019,No migration background,West,Somewhat concerned,0.43644,6530,25494,0.42206,0.45008
467,467,2019,No migration background,West,Not concerned at all,0.07616,1047,25494,0.07054,0.08148
468,468,2019,No migration background,East,Very concerned,0.52767,2681,25494,0.50285,0.5563
469,469,2019,No migration background,East,Somewhat concerned,0.40681,2080,25494,0.3835,0.42469
470,470,2019,No migration background,East,Not concerned at all,0.06552,351,25494,0.05718,0.07446
471,471,2019,Direct migration background,West,Very concerned,0.50304,1787,25494,0.47815,0.5336
472,472,2019,Direct migration background,West,Somewhat concerned,0.40951,1493,25494,0.37957,0.44592
473,473,2019,Direct migration background,West,Not concerned at all,0.08745,349,25494,0.07683,0.10111
474,474,2019,Direct migration background,East,Very concerned,0.55179,160,25494,0.42284,0.70656
475,475,2019,Direct migration background,East,Somewhat concerned,0.44821,112,25494,0.33621,0.5614
476,476,2019,Indirect migration background,West,Very concerned,0.44058,699,25494,0.39671,0.48187
477,477,2019,Indirect migration background,West,Somewhat concerned,0.45248,600,25494,0.39791,0.50024
478,478,2019,Indirect migration background,West,Not concerned at all,0.10694,149,25494,0.08557,0.12736
479,479,2019,Indirect migration background,East,Very concerned,0.5175,52,25494,0.31908,0.73351
480,480,2019,Indirect migration background,East,Somewhat concerned,0.4825,52,25494,0.33799,0.60356
481,481,2020,No migration background,West,Very concerned,0.38341,5201,25502,0.37215,0.3952
482,482,2020,No migration background,West,Somewhat concerned,0.50804,7084,25502,0.49358,0.5222
483,483,2020,No migration background,West,Not concerned at all,0.10856,1531,25502,0.10256,0.11483
484,484,2020,No migration background,East,Very concerned,0.45657,2020,25502,0.43036,0.48343
485,485,2020,No migration background,East,Somewhat concerned,0.43841,2157,25502,0.41355,0.4652
486,486,2020,No migration background,East,Not concerned at all,0.10502,519,25502,0.09445,0.11756
487,487,2020,Direct migration background,West,Very concerned,0.36618,1698,25502,0.33425,0.39597
488,488,2020,Direct migration background,West,Somewhat concerned,0.50928,2414,25502,0.47658,0.54461
489,489,2020,Direct migration background,West,Not concerned at all,0.12454,877,25502,0.10799,0.14172
490,490,2020,Direct migration background,East,Very concerned,0.42861,200,25502,0.29463,0.56554
491,491,2020,Direct migration background,East,Somewhat concerned,0.37181,212,25502,0.29583,0.45804
492,492,2020,Direct migration background,East,Not concerned at all,0.19957,71,25502,0.13178,0.2947
493,493,2020,Indirect migration background,West,Very concerned,0.3958,556,25502,0.35221,0.44845
494,494,2020,Indirect migration background,West,Somewhat concerned,0.4626,657,25502,0.41878,0.51358
495,495,2020,Indirect migration background,West,Not concerned at all,0.1416,208,25502,0.11448,0.16704
496,496,2020,Indirect migration background,East,Very concerned,0.26094,40,25502,0.17214,0.3582
497,497,2020,Indirect migration background,East,Somewhat concerned,0.73906,57,25502,0.51932,1.04234
498,498,2021,No migration background,West,Very concerned,0.43243,4199,17083,0.41941,0.44673
499,499,2021,No migration background,West,Somewhat concerned,0.47555,4839,17083,0.45952,0.49072
500,500,2021,No migration background,West,Not concerned at all,0.09203,887,17083,0.08514,0.09963
501,501,2021,No migration background,East,Very concerned,0.46765,1495,17083,0.44172,0.50031
502,502,2021,No migration background,East,Somewhat concerned,0.44585,1467,17083,0.42097,0.4792
503,503,2021,No migration background,East,Not concerned at all,0.0865,306,17083,0.07627,0.0984
504,504,2021,Direct migration background,West,Very concerned,0.46168,1236,17083,0.41515,0.50393
505,505,2021,Direct migration background,West,Somewhat concerned,0.42181,1187,17083,0.37732,0.46569
506,506,2021,Direct migration background,West,Not concerned at all,0.11651,327,17083,0.09565,0.14127
507,507,2021,Direct migration background,East,Very concerned,0.48432,140,17083,0.33431,0.68293
508,508,2021,Direct migration background,East,Somewhat concerned,0.51568,101,17083,0.36543,0.70123
509,509,2021,Indirect migration background,West,Very concerned,0.41793,362,17083,0.34849,0.49217
510,510,2021,Indirect migration background,West,Somewhat concerned,0.44695,398,17083,0.38845,0.52482
511,511,2021,Indirect migration background,West,Not concerned at all,0.13512,99,17083,0.10391,0.16408
512,512,2021,Indirect migration background,East,Somewhat concerned,1.0,40,17083,0.60827,1.54707
