year,sampreg,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,East,female,Somewhat concerned,0.37427,1079,2891,0.35662,0.39191
2019,East,female,Not concerned at all,0.04561,148,2891,0.03800,0.05321
2020,West,male,Very concerned,0.33376,3035,9671,0.32436,0.34316
2020,West,male,Somewhat concerned,0.52582,5066,9671,0.51587,0.53578
2020,West,male,Not concerned at all,0.14042,1570,9671,0.13350,0.14735
2020,West,female,Very concerned,0.42822,4419,10550,0.41878,0.43767
2020,West,female,Somewhat concerned,0.48621,5085,10550,0.47667,0.49574
2020,West,female,Not concerned at all,0.08557,1046,10550,0.08023,0.09091
2020,East,male,Very concerned,0.38971,934,2520,0.37067,0.40876
2020,East,male,Somewhat concerned,0.46881,1228,2520,0.44932,0.48830
2020,East,male,Not concerned at all,0.14148,358,2520,0.12787,0.15509
2020,East,female,Very concerned,0.50796,1324,2772,0.48935,0.52658
2020,East,female,Somewhat concerned,0.40691,1198,2772,0.38862,0.42521
2020,East,female,Not concerned at all,0.08512,250,2772,0.07473,0.09551
2021,West,male,Very concerned,0.37370,2366,6383,0.36183,0.38557
2021,West,male,Somewhat concerned,0.49839,3206,6383,0.48613,0.51066
2021,West,male,Not concerned at all,0.12791,811,6383,0.11971,0.13610
2021,West,female,Very concerned,0.49732,3430,7146,0.48573,0.50892
2021,West,female,Somewhat concerned,0.43261,3214,7146,0.42112,0.44410
2021,West,female,Not concerned at all,0.07007,502,7146,0.06415,0.07599
2021,East,male,Very concerned,0.43113,718,1680,0.40744,0.45482
2021,East,male,Somewhat concerned,0.45102,759,1680,0.42722,0.47482
2021,East,male,Not concerned at all,0.11785,203,1680,0.10243,0.13328
2021,East,female,Very concerned,0.50077,945,1932,0.47846,0.52307
2021,East,female,Somewhat concerned,0.43845,849,1932,0.41632,0.46058
2021,East,female,Not concerned at all,0.06078,138,1932,0.05013,0.07144
2022,West,male,Very concerned,0.60385,5756,9896,0.59421,0.61348
2022,West,male,Somewhat concerned,0.33078,3420,9896,0.32151,0.34005
2022,West,male,Not concerned at all,0.06537,720,9896,0.06050,0.07024
2022,West,female,Very concerned,0.72370,7279,10551,0.71517,0.73223
2022,West,female,Somewhat concerned,0.24444,2872,10551,0.23624,0.25264
2022,West,female,Not concerned at all,0.03186,400,10551,0.02851,0.03521
2022,East,male,Very concerned,0.63325,1594,2622,0.61480,0.65170
2022,East,male,Somewhat concerned,0.29079,852,2622,0.27340,0.30817
2022,East,male,Not concerned at all,0.07597,176,2622,0.06582,0.08611
2022,East,female,Very concerned,0.73573,2059,2948,0.71981,0.75165
2022,East,female,Somewhat concerned,0.22667,773,2948,0.21155,0.24178
2022,East,female,Not concerned at all,0.03761,116,2948,0.03074,0.04448
