,Unnamed: 0,year,age_gr,quintil_oecd,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
287,287,2002,46-65 y.,1st Quintile,"Yes, definitely",0.15702,102,8362,0.13884,0.17759
288,288,2002,46-65 y.,2nd Quintile,"No, definitely not",0.83368,428,8362,0.79414,0.87377
289,289,2002,46-65 y.,2nd Quintile,Probably,0.07008,32,8362,0.05525,0.08417
290,290,2002,46-65 y.,2nd Quintile,"Yes, definitely",0.09624,51,8362,0.08195,0.1125
291,291,2002,46-65 y.,3rd Quintile,"No, definitely not",0.92807,446,8362,0.87446,0.96698
292,292,2002,46-65 y.,3rd Quintile,"Yes, definitely",0.07193,43,8362,0.05819,0.08814
293,293,2002,46-65 y.,4th Quintile,"No, definitely not",0.90209,387,8362,0.85552,0.9549
294,294,2002,46-65 y.,4th Quintile,"Yes, definitely",0.09791,36,8362,0.08035,0.12073
295,295,2002,46-65 y.,5th Quintile,"No, definitely not",0.86637,436,8362,0.81054,0.93374
296,296,2002,46-65 y.,5th Quintile,Probably not,0.05998,34,8362,0.04722,0.0741
297,297,2002,46-65 y.,5th Quintile,"Yes, definitely",0.07366,32,8362,0.05646,0.09319
298,298,2002,66 and older,1st Quintile,"No, definitely not",1.0,641,8362,0.95995,1.0386
299,299,2002,66 and older,2nd Quintile,"No, definitely not",1.0,847,8362,0.96604,1.03202
300,300,2002,66 and older,3rd Quintile,"No, definitely not",1.0,695,8362,0.96811,1.03543
301,301,2002,66 and older,4th Quintile,"No, definitely not",1.0,585,8362,0.95733,1.04595
302,302,2002,66 and older,5th Quintile,"No, definitely not",1.0,485,8362,0.9441,1.05487
303,303,2003,17-29 y.,1st Quintile,"No, definitely not",0.11609,48,8701,0.09963,0.14256
304,304,2003,17-29 y.,1st Quintile,Probably,0.12811,56,8701,0.10689,0.156
305,305,2003,17-29 y.,1st Quintile,"Yes, definitely",0.75579,314,8701,0.69926,0.82739
306,306,2003,17-29 y.,2nd Quintile,"No, definitely not",0.16003,47,8701,0.11905,0.20255
307,307,2003,17-29 y.,2nd Quintile,"Yes, definitely",0.83997,250,8701,0.7664,0.92259
308,308,2003,17-29 y.,3rd Quintile,"No, definitely not",0.12678,31,8701,0.09773,0.15797
309,309,2003,17-29 y.,3rd Quintile,Probably,0.13758,35,8701,0.10873,0.16978
310,310,2003,17-29 y.,3rd Quintile,"Yes, definitely",0.73564,203,8701,0.6725,0.82252
311,311,2003,17-29 y.,4th Quintile,Probably,0.14222,34,8701,0.10137,0.18692
312,312,2003,17-29 y.,4th Quintile,"Yes, definitely",0.85778,201,8701,0.74673,0.98773
313,313,2003,17-29 y.,5th Quintile,"No, definitely not",0.1552,33,8701,0.10106,0.21353
314,314,2003,17-29 y.,5th Quintile,"Yes, definitely",0.8448,268,8701,0.75927,0.93982
315,315,2003,30-45 y.,1st Quintile,"No, definitely not",0.16138,78,8701,0.14039,0.18317
316,316,2003,30-45 y.,1st Quintile,Probably,0.19305,79,8701,0.16783,0.21793
317,317,2003,30-45 y.,1st Quintile,"Yes, definitely",0.64557,250,8701,0.59892,0.69069
318,318,2003,30-45 y.,2nd Quintile,"No, definitely not",0.1751,54,8701,0.13913,0.20845
319,319,2003,30-45 y.,2nd Quintile,Probably,0.24742,63,8701,0.20792,0.28815
320,320,2003,30-45 y.,2nd Quintile,"Yes, definitely",0.57748,156,8701,0.52202,0.64241
321,321,2003,30-45 y.,3rd Quintile,"No, definitely not",0.19358,47,8701,0.14898,0.23999
322,322,2003,30-45 y.,3rd Quintile,Probably,0.24323,49,8701,0.19903,0.30668
323,323,2003,30-45 y.,3rd Quintile,"Yes, definitely",0.56319,109,8701,0.47736,0.64738
324,324,2003,30-45 y.,4th Quintile,"No, definitely not",0.23398,45,8701,0.18404,0.30069
325,325,2003,30-45 y.,4th Quintile,Probably,0.24087,39,8701,0.19875,0.28258
326,326,2003,30-45 y.,4th Quintile,"Yes, definitely",0.52515,83,8701,0.42789,0.65022
327,327,2003,30-45 y.,5th Quintile,Probably,0.38187,55,8701,0.29868,0.49146
328,328,2003,30-45 y.,5th Quintile,"Yes, definitely",0.61813,71,8701,0.49764,0.76214
329,329,2003,46-65 y.,1st Quintile,"No, definitely not",0.65894,438,8701,0.62252,0.70073
330,330,2003,46-65 y.,1st Quintile,Probably not,0.08785,47,8701,0.07244,0.10103
331,331,2003,46-65 y.,1st Quintile,Probably,0.07223,43,8701,0.0591,0.08425
332,332,2003,46-65 y.,1st Quintile,"Yes, definitely",0.18098,113,8701,0.15812,0.20205
333,333,2003,46-65 y.,2nd Quintile,"No, definitely not",0.89735,398,8701,0.84022,0.9543
334,334,2003,46-65 y.,2nd Quintile,"Yes, definitely",0.10265,48,8701,0.0843,0.12419
335,335,2003,46-65 y.,3rd Quintile,"No, definitely not",0.91847,418,8701,0.86436,0.9816
336,336,2003,46-65 y.,3rd Quintile,"Yes, definitely",0.08153,43,8701,0.06035,0.09957
337,337,2003,46-65 y.,4th Quintile,"No, definitely not",0.87167,401,8701,0.81638,0.93323
338,338,2003,46-65 y.,4th Quintile,Probably not,0.05159,34,8701,0.03744,0.06982
339,339,2003,46-65 y.,4th Quintile,"Yes, definitely",0.07674,39,8701,0.05943,0.09747
340,340,2003,46-65 y.,5th Quintile,"No, definitely not",0.874,510,8701,0.80181,0.9547
341,341,2003,46-65 y.,5th Quintile,Probably not,0.07317,36,8701,0.0497,0.09443
342,342,2003,46-65 y.,5th Quintile,"Yes, definitely",0.05284,39,8701,0.04134,0.06665
343,343,2003,66 and older,1st Quintile,"No, definitely not",1.0,646,8701,0.96098,1.04086
344,344,2003,66 and older,2nd Quintile,"No, definitely not",1.0,831,8701,0.96756,1.03093
345,345,2003,66 and older,3rd Quintile,"No, definitely not",1.0,728,8701,0.95846,1.03903
346,346,2003,66 and older,4th Quintile,"No, definitely not",1.0,538,8701,0.95313,1.04407
347,347,2003,66 and older,5th Quintile,"No, definitely not",1.0,653,8701,0.94166,1.05785
348,348,2004,17-29 y.,1st Quintile,"No, definitely not",0.0893,41,8599,0.06684,0.10866
349,349,2004,17-29 y.,1st Quintile,Probably,0.13078,52,8599,0.1015,0.15834
350,350,2004,17-29 y.,1st Quintile,"Yes, definitely",0.77992,368,8599,0.71166,0.84724
351,351,2004,17-29 y.,2nd Quintile,Probably,0.16395,45,8599,0.12394,0.20508
352,352,2004,17-29 y.,2nd Quintile,"Yes, definitely",0.83605,252,8599,0.74791,0.9275
353,353,2004,17-29 y.,3rd Quintile,Probably,0.10867,34,8599,0.07891,0.14055
354,354,2004,17-29 y.,3rd Quintile,"Yes, definitely",0.89133,237,8599,0.79342,0.99201
355,355,2004,17-29 y.,4th Quintile,"Yes, definitely",1.0,194,8599,0.85524,1.14775
356,356,2004,17-29 y.,5th Quintile,"No, definitely not",0.10472,31,8599,0.07527,0.14159
357,357,2004,17-29 y.,5th Quintile,Probably,0.10682,34,8599,0.07145,0.14769
358,358,2004,17-29 y.,5th Quintile,"Yes, definitely",0.78847,275,8599,0.70171,0.89071
359,359,2004,30-45 y.,1st Quintile,"No, definitely not",0.13135,65,8599,0.1116,0.15109
360,360,2004,30-45 y.,1st Quintile,Probably not,0.05507,31,8599,0.03959,0.07457
361,361,2004,30-45 y.,1st Quintile,Probably,0.20346,80,8599,0.17104,0.23995
362,362,2004,30-45 y.,1st Quintile,"Yes, definitely",0.61012,252,8599,0.56438,0.66341
363,363,2004,30-45 y.,2nd Quintile,"No, definitely not",0.20635,53,8599,0.16065,0.26086
364,364,2004,30-45 y.,2nd Quintile,Probably,0.27933,66,8599,0.23032,0.3324
365,365,2004,30-45 y.,2nd Quintile,"Yes, definitely",0.51433,135,8599,0.4576,0.58656
366,366,2004,30-45 y.,3rd Quintile,"No, definitely not",0.16873,34,8599,0.13636,0.21747
367,367,2004,30-45 y.,3rd Quintile,Probably,0.27631,48,8599,0.22352,0.33929
368,368,2004,30-45 y.,3rd Quintile,"Yes, definitely",0.55496,100,8599,0.47427,0.65741
369,369,2004,30-45 y.,4th Quintile,Probably,0.38443,48,8599,0.31068,0.49041
370,370,2004,30-45 y.,4th Quintile,"Yes, definitely",0.61557,84,8599,0.49323,0.75335
371,371,2004,30-45 y.,5th Quintile,Probably,0.39597,46,8599,0.29404,0.52722
372,372,2004,30-45 y.,5th Quintile,"Yes, definitely",0.60403,62,8599,0.44963,0.76583
373,373,2004,46-65 y.,1st Quintile,"No, definitely not",0.64358,389,8599,0.60025,0.6938
374,374,2004,46-65 y.,1st Quintile,Probably not,0.09638,53,8599,0.07984,0.1118
375,375,2004,46-65 y.,1st Quintile,Probably,0.06402,36,8599,0.04827,0.07996
376,376,2004,46-65 y.,1st Quintile,"Yes, definitely",0.19601,124,8599,0.176,0.21856
377,377,2004,46-65 y.,2nd Quintile,"No, definitely not",0.78268,379,8599,0.72629,0.82931
378,378,2004,46-65 y.,2nd Quintile,Probably not,0.07563,39,8599,0.05909,0.09614
379,379,2004,46-65 y.,2nd Quintile,"Yes, definitely",0.14169,68,8599,0.11584,0.16492
380,380,2004,46-65 y.,3rd Quintile,"No, definitely not",0.87463,370,8599,0.82648,0.93108
381,381,2004,46-65 y.,3rd Quintile,"Yes, definitely",0.12537,53,8599,0.10461,0.14736
382,382,2004,46-65 y.,4th Quintile,"No, definitely not",0.89559,344,8599,0.82813,0.97378
383,383,2004,46-65 y.,4th Quintile,"Yes, definitely",0.10441,40,8599,0.07762,0.13087
384,384,2004,46-65 y.,5th Quintile,"No, definitely not",0.88658,486,8599,0.81931,0.95406
385,385,2004,46-65 y.,5th Quintile,Probably not,0.06963,31,8599,0.04889,0.09181
386,386,2004,46-65 y.,5th Quintile,"Yes, definitely",0.0438,35,8599,0.03354,0.05475
387,387,2004,66 and older,1st Quintile,"No, definitely not",1.0,581,8599,0.96199,1.04157
388,388,2004,66 and older,2nd Quintile,"No, definitely not",1.0,857,8599,0.96727,1.03809
389,389,2004,66 and older,3rd Quintile,"No, definitely not",1.0,747,8599,0.95705,1.03996
390,390,2004,66 and older,4th Quintile,"No, definitely not",1.0,663,8599,0.95312,1.04038
391,391,2004,66 and older,5th Quintile,"No, definitely not",1.0,637,8599,0.94705,1.06258
392,392,2005,17-29 y.,1st Quintile,"No, definitely not",0.09717,45,8231,0.07971,0.11711
393,393,2005,17-29 y.,1st Quintile,Probably,0.1173,58,8231,0.08491,0.14362
394,394,2005,17-29 y.,1st Quintile,"Yes, definitely",0.78553,401,8231,0.71847,0.85011
395,395,2005,17-29 y.,2nd Quintile,Probably,0.14078,43,8231,0.10167,0.18046
396,396,2005,17-29 y.,2nd Quintile,"Yes, definitely",0.85922,265,8231,0.78053,0.96018
397,397,2005,17-29 y.,3rd Quintile,"Yes, definitely",1.0,213,8231,0.89033,1.11749
398,398,2005,17-29 y.,4th Quintile,Probably,0.14305,31,8231,0.1001,0.18921
399,399,2005,17-29 y.,4th Quintile,"Yes, definitely",0.85695,197,8231,0.73708,0.98272
400,400,2005,17-29 y.,5th Quintile,"No, definitely not",0.1449,39,8231,0.09264,0.20267
401,401,2005,17-29 y.,5th Quintile,"Yes, definitely",0.8551,267,8231,0.77475,0.94048
402,402,2005,30-45 y.,1st Quintile,"No, definitely not",0.15001,65,8231,0.11845,0.18435
403,403,2005,30-45 y.,1st Quintile,Probably,0.23172,83,8231,0.20073,0.25853
404,404,2005,30-45 y.,1st Quintile,"Yes, definitely",0.61827,238,8231,0.56181,0.68488
405,405,2005,30-45 y.,2nd Quintile,"No, definitely not",0.25056,57,8231,0.19141,0.30029
406,406,2005,30-45 y.,2nd Quintile,Probably,0.2488,61,8231,0.19568,0.29846
407,407,2005,30-45 y.,2nd Quintile,"Yes, definitely",0.50064,121,8231,0.43542,0.56436
408,408,2005,30-45 y.,3rd Quintile,"No, definitely not",0.14742,33,8231,0.11036,0.18986
409,409,2005,30-45 y.,3rd Quintile,Probably,0.24676,49,8231,0.19608,0.29678
410,410,2005,30-45 y.,3rd Quintile,"Yes, definitely",0.60582,93,8231,0.50585,0.69313
411,411,2005,30-45 y.,4th Quintile,"No, definitely not",0.15944,31,8231,0.11142,0.21815
412,412,2005,30-45 y.,4th Quintile,Probably,0.3578,41,8231,0.28055,0.44659
413,413,2005,30-45 y.,4th Quintile,"Yes, definitely",0.48276,69,8231,0.3869,0.58798
414,414,2005,30-45 y.,5th Quintile,Probably,0.35678,32,8231,0.24022,0.48424
415,415,2005,30-45 y.,5th Quintile,"Yes, definitely",0.64322,64,8231,0.51061,0.80481
416,416,2005,46-65 y.,1st Quintile,"No, definitely not",0.57894,344,8231,0.54076,0.622
417,417,2005,46-65 y.,1st Quintile,Probably not,0.096,48,8231,0.07912,0.11671
418,418,2005,46-65 y.,1st Quintile,Probably,0.08113,36,8231,0.06338,0.10035
419,419,2005,46-65 y.,1st Quintile,"Yes, definitely",0.24393,125,8231,0.20775,0.27488
420,420,2005,46-65 y.,2nd Quintile,"No, definitely not",0.86402,371,8231,0.79859,0.92631
421,421,2005,46-65 y.,2nd Quintile,"Yes, definitely",0.13598,67,8231,0.11341,0.16117
422,422,2005,46-65 y.,3rd Quintile,"No, definitely not",0.91389,318,8231,0.85192,0.98589
423,423,2005,46-65 y.,3rd Quintile,"Yes, definitely",0.08611,34,8231,0.06945,0.10685
424,424,2005,46-65 y.,4th Quintile,"No, definitely not",1.0,312,8231,0.90879,1.06847
425,425,2005,46-65 y.,5th Quintile,"No, definitely not",0.91862,423,8231,0.82932,1.01513
426,426,2005,46-65 y.,5th Quintile,Probably not,0.08138,43,8231,0.0595,0.10902
427,427,2005,66 and older,1st Quintile,"No, definitely not",1.0,565,8231,0.95568,1.04894
428,428,2005,66 and older,2nd Quintile,"No, definitely not",1.0,888,8231,0.95951,1.04279
429,429,2005,66 and older,3rd Quintile,"No, definitely not",1.0,730,8231,0.95504,1.04288
430,430,2005,66 and older,4th Quintile,"No, definitely not",1.0,639,8231,0.94825,1.04578
431,431,2005,66 and older,5th Quintile,"No, definitely not",1.0,692,8231,0.93293,1.05392
432,432,2006,17-29 y.,1st Quintile,"No, definitely not",0.09482,32,7552,0.06889,0.1249
433,433,2006,17-29 y.,1st Quintile,Probably,0.15921,42,7552,0.12475,0.19085
434,434,2006,17-29 y.,1st Quintile,"Yes, definitely",0.74597,331,7552,0.6672,0.82362
435,435,2006,17-29 y.,2nd Quintile,Probably,0.14918,33,7552,0.10735,0.20089
436,436,2006,17-29 y.,2nd Quintile,"Yes, definitely",0.85082,168,7552,0.7402,0.97179
437,437,2006,17-29 y.,3rd Quintile,"Yes, definitely",1.0,171,7552,0.86229,1.13463
438,438,2006,17-29 y.,4th Quintile,"Yes, definitely",1.0,195,7552,0.85379,1.11293
439,439,2006,17-29 y.,5th Quintile,"Yes, definitely",1.0,216,7552,0.86517,1.1337
440,440,2006,30-45 y.,1st Quintile,"No, definitely not",0.13255,47,7552,0.10565,0.17063
441,441,2006,30-45 y.,1st Quintile,Probably,0.23649,77,7552,0.19945,0.27337
442,442,2006,30-45 y.,1st Quintile,"Yes, definitely",0.63096,222,7552,0.56182,0.70943
443,443,2006,30-45 y.,2nd Quintile,"No, definitely not",0.18472,44,7552,0.1445,0.22947
444,444,2006,30-45 y.,2nd Quintile,Probably,0.32009,63,7552,0.24994,0.39285
445,445,2006,30-45 y.,2nd Quintile,"Yes, definitely",0.49518,96,7552,0.40784,0.59692
446,446,2006,30-45 y.,3rd Quintile,Probably,0.39139,54,7552,0.30473,0.48965
447,447,2006,30-45 y.,3rd Quintile,"Yes, definitely",0.60861,89,7552,0.50218,0.75383
448,448,2006,30-45 y.,4th Quintile,Probably,0.32118,37,7552,0.25249,0.41045
449,449,2006,30-45 y.,4th Quintile,"Yes, definitely",0.67882,76,7552,0.57875,0.81597
450,450,2006,30-45 y.,5th Quintile,"Yes, definitely",1.0,48,7552,0.75748,1.38804
451,451,2006,46-65 y.,1st Quintile,"No, definitely not",0.60394,302,7552,0.55919,0.65306
452,452,2006,46-65 y.,1st Quintile,Probably not,0.08588,52,7552,0.07072,0.10398
453,453,2006,46-65 y.,1st Quintile,Probably,0.07237,37,7552,0.05597,0.08978
454,454,2006,46-65 y.,1st Quintile,"Yes, definitely",0.2378,136,7552,0.20939,0.27339
455,455,2006,46-65 y.,2nd Quintile,"No, definitely not",0.84173,312,7552,0.76669,0.90326
456,456,2006,46-65 y.,2nd Quintile,"Yes, definitely",0.15827,44,7552,0.12414,0.19225
457,457,2006,46-65 y.,3rd Quintile,"No, definitely not",1.0,263,7552,0.92628,1.09025
458,458,2006,46-65 y.,4th Quintile,"No, definitely not",1.0,320,7552,0.92338,1.09378
459,459,2006,46-65 y.,5th Quintile,"No, definitely not",0.85536,412,7552,0.78617,0.93122
460,460,2006,46-65 y.,5th Quintile,Probably not,0.06762,39,7552,0.04848,0.09235
461,461,2006,46-65 y.,5th Quintile,"Yes, definitely",0.07703,32,7552,0.05698,0.09462
462,462,2006,66 and older,1st Quintile,"No, definitely not",1.0,543,7552,0.95287,1.04746
463,463,2006,66 and older,2nd Quintile,"No, definitely not",1.0,885,7552,0.95833,1.03713
464,464,2006,66 and older,3rd Quintile,"No, definitely not",1.0,818,7552,0.95542,1.03737
465,465,2006,66 and older,4th Quintile,"No, definitely not",1.0,621,7552,0.94916,1.05213
466,466,2006,66 and older,5th Quintile,"No, definitely not",1.0,695,7552,0.92422,1.05287
467,467,2007,17-29 y.,1st Quintile,"No, definitely not",0.06918,34,7945,0.0478,0.09557
468,468,2007,17-29 y.,1st Quintile,Probably,0.13555,52,7945,0.10517,0.18123
469,469,2007,17-29 y.,1st Quintile,"Yes, definitely",0.79527,326,7945,0.72928,0.86242
470,470,2007,17-29 y.,2nd Quintile,"No, definitely not",0.16743,32,7945,0.11868,0.23207
471,471,2007,17-29 y.,2nd Quintile,"Yes, definitely",0.83257,204,7945,0.73648,0.91876
472,472,2007,17-29 y.,3rd Quintile,Probably,0.18403,34,7945,0.12644,0.24825
473,473,2007,17-29 y.,3rd Quintile,"Yes, definitely",0.81597,160,7945,0.71355,0.90694
474,474,2007,17-29 y.,4th Quintile,"Yes, definitely",1.0,179,7945,0.869,1.12644
475,475,2007,17-29 y.,5th Quintile,"Yes, definitely",1.0,204,7945,0.84524,1.13154
476,476,2007,30-45 y.,1st Quintile,"No, definitely not",0.11942,40,7945,0.09321,0.1473
477,477,2007,30-45 y.,1st Quintile,Probably,0.21503,70,7945,0.17555,0.25976
478,478,2007,30-45 y.,1st Quintile,"Yes, definitely",0.66555,202,7945,0.5903,0.73842
479,479,2007,30-45 y.,2nd Quintile,"No, definitely not",0.16241,44,7945,0.12674,0.20277
480,480,2007,30-45 y.,2nd Quintile,Probably,0.34031,59,7945,0.28358,0.42099
481,481,2007,30-45 y.,2nd Quintile,"Yes, definitely",0.49728,92,7945,0.40177,0.5824
482,482,2007,30-45 y.,3rd Quintile,Probably,0.46153,42,7945,0.35287,0.57103
483,483,2007,30-45 y.,3rd Quintile,"Yes, definitely",0.53847,67,7945,0.41635,0.66208
484,484,2007,30-45 y.,4th Quintile,Probably,0.34067,31,7945,0.26329,0.4382
485,485,2007,30-45 y.,4th Quintile,"Yes, definitely",0.65933,55,7945,0.52072,0.81845
486,486,2007,30-45 y.,5th Quintile,"Yes, definitely",1.0,49,7945,0.7559,1.38266
487,487,2007,46-65 y.,1st Quintile,"No, definitely not",0.60038,339,7945,0.56035,0.65361
488,488,2007,46-65 y.,1st Quintile,Probably not,0.08695,45,7945,0.07376,0.10134
489,489,2007,46-65 y.,1st Quintile,Probably,0.0849,42,7945,0.0659,0.10248
490,490,2007,46-65 y.,1st Quintile,"Yes, definitely",0.22778,134,7945,0.20167,0.25468
491,491,2007,46-65 y.,2nd Quintile,"No, definitely not",0.8456,276,7945,0.78023,0.92461
492,492,2007,46-65 y.,2nd Quintile,"Yes, definitely",0.1544,54,7945,0.12588,0.18038
493,493,2007,46-65 y.,3rd Quintile,"No, definitely not",1.0,281,7945,0.89803,1.08942
494,494,2007,46-65 y.,4th Quintile,"No, definitely not",0.91327,304,7945,0.84244,0.99536
495,495,2007,46-65 y.,4th Quintile,Probably not,0.08673,33,7945,0.06048,0.11308
496,496,2007,46-65 y.,5th Quintile,"No, definitely not",0.91891,417,7945,0.83433,1.00452
497,497,2007,46-65 y.,5th Quintile,Probably not,0.08109,31,7945,0.05598,0.10789
498,498,2007,66 and older,1st Quintile,"No, definitely not",1.0,675,7945,0.95264,1.04441
499,499,2007,66 and older,2nd Quintile,"No, definitely not",1.0,933,7945,0.95722,1.04756
500,500,2007,66 and older,3rd Quintile,"No, definitely not",1.0,901,7945,0.96272,1.04144
501,501,2007,66 and older,4th Quintile,"No, definitely not",1.0,753,7945,0.95915,1.04542
502,502,2007,66 and older,5th Quintile,"No, definitely not",1.0,751,7945,0.93858,1.05609
503,503,2008,17-29 y.,1st Quintile,"No, definitely not",0.11482,31,7358,0.08421,0.14724
504,504,2008,17-29 y.,1st Quintile,Probably,0.09367,40,7358,0.06641,0.12339
505,505,2008,17-29 y.,1st Quintile,"Yes, definitely",0.79151,321,7358,0.7224,0.87753
506,506,2008,17-29 y.,2nd Quintile,"Yes, definitely",1.0,145,7358,0.85643,1.17062
507,507,2008,17-29 y.,3rd Quintile,"Yes, definitely",1.0,181,7358,0.87697,1.13586
508,508,2008,17-29 y.,4th Quintile,"Yes, definitely",1.0,152,7358,0.84674,1.14521
509,509,2008,17-29 y.,5th Quintile,"Yes, definitely",1.0,176,7358,0.86893,1.16865
510,510,2008,30-45 y.,1st Quintile,"No, definitely not",0.1632,35,7358,0.13136,0.19731
511,511,2008,30-45 y.,1st Quintile,Probably not,0.10881,35,7358,0.08364,0.13658
512,512,2008,30-45 y.,1st Quintile,Probably,0.14643,45,7358,0.11412,0.18816
513,513,2008,30-45 y.,1st Quintile,"Yes, definitely",0.58157,166,7358,0.50563,0.64752
514,514,2008,30-45 y.,2nd Quintile,"No, definitely not",0.24524,34,7358,0.17785,0.32028
515,515,2008,30-45 y.,2nd Quintile,Probably,0.26761,40,7358,0.21167,0.3332
516,516,2008,30-45 y.,2nd Quintile,"Yes, definitely",0.48714,73,7358,0.39297,0.59466
517,517,2008,30-45 y.,3rd Quintile,Probably,0.42611,33,7358,0.30755,0.54878
518,518,2008,30-45 y.,3rd Quintile,"Yes, definitely",0.57389,54,7358,0.46401,0.71475
519,519,2008,30-45 y.,4th Quintile,Probably,0.36397,40,7358,0.28947,0.44144
520,520,2008,30-45 y.,4th Quintile,"Yes, definitely",0.63603,60,7358,0.46514,0.82176
521,521,2008,30-45 y.,5th Quintile,"Yes, definitely",1.0,44,7358,0.74806,1.3381
522,522,2008,46-65 y.,1st Quintile,"No, definitely not",0.58112,289,7358,0.52679,0.63244
523,523,2008,46-65 y.,1st Quintile,Probably not,0.07761,42,7358,0.0595,0.10015
524,524,2008,46-65 y.,1st Quintile,Probably,0.10446,42,7358,0.08114,0.13223
525,525,2008,46-65 y.,1st Quintile,"Yes, definitely",0.23682,127,7358,0.19925,0.26208
526,526,2008,46-65 y.,2nd Quintile,"No, definitely not",0.85991,253,7358,0.78668,0.93539
527,527,2008,46-65 y.,2nd Quintile,"Yes, definitely",0.14009,41,7358,0.10615,0.16988
528,528,2008,46-65 y.,3rd Quintile,"No, definitely not",1.0,252,7358,0.90973,1.09761
529,529,2008,46-65 y.,4th Quintile,"No, definitely not",1.0,273,7358,0.91002,1.09552
530,530,2008,46-65 y.,5th Quintile,"No, definitely not",1.0,364,7358,0.9036,1.0849
531,531,2008,66 and older,1st Quintile,"No, definitely not",1.0,673,7358,0.95792,1.0511
532,532,2008,66 and older,2nd Quintile,"No, definitely not",1.0,978,7358,0.96219,1.03767
533,533,2008,66 and older,3rd Quintile,"No, definitely not",1.0,890,7358,0.95512,1.04011
534,534,2008,66 and older,4th Quintile,"No, definitely not",1.0,658,7358,0.94383,1.0563
535,535,2008,66 and older,5th Quintile,"No, definitely not",1.0,771,7358,0.93638,1.05549
536,536,2009,17-29 y.,1st Quintile,Probably,0.23467,58,6807,0.17617,0.29954
537,537,2009,17-29 y.,1st Quintile,"Yes, definitely",0.76533,256,6807,0.68316,0.84646
538,538,2009,17-29 y.,2nd Quintile,"Yes, definitely",1.0,159,6807,0.8894,1.15244
539,539,2009,17-29 y.,3rd Quintile,"Yes, definitely",1.0,139,6807,0.82498,1.14822
540,540,2009,17-29 y.,4th Quintile,"Yes, definitely",1.0,149,6807,0.84046,1.18764
541,541,2009,17-29 y.,5th Quintile,"Yes, definitely",1.0,154,6807,0.82998,1.19543
542,542,2009,30-45 y.,1st Quintile,"No, definitely not",0.16555,40,6807,0.1188,0.20551
543,543,2009,30-45 y.,1st Quintile,Probably,0.24588,59,6807,0.19286,0.2965
544,544,2009,30-45 y.,1st Quintile,"Yes, definitely",0.58857,138,6807,0.51389,0.68408
545,545,2009,30-45 y.,2nd Quintile,Probably,0.41887,44,6807,0.30787,0.52988
546,546,2009,30-45 y.,2nd Quintile,"Yes, definitely",0.58113,72,6807,0.46182,0.69247
547,547,2009,30-45 y.,3rd Quintile,"Yes, definitely",1.0,66,6807,0.76361,1.25318
548,548,2009,30-45 y.,4th Quintile,"Yes, definitely",1.0,57,6807,0.78923,1.2755
549,549,2009,30-45 y.,5th Quintile,"Yes, definitely",1.0,43,6807,0.61628,1.48579
550,550,2009,46-65 y.,1st Quintile,"No, definitely not",0.58835,286,6807,0.53801,0.63907
551,551,2009,46-65 y.,1st Quintile,Probably not,0.07231,41,6807,0.05546,0.09357
552,552,2009,46-65 y.,1st Quintile,Probably,0.1266,48,6807,0.09999,0.15843
553,553,2009,46-65 y.,1st Quintile,"Yes, definitely",0.21273,107,6807,0.18165,0.25062
554,554,2009,46-65 y.,2nd Quintile,"No, definitely not",0.83192,231,6807,0.73512,0.93698
555,555,2009,46-65 y.,2nd Quintile,"Yes, definitely",0.16808,42,6807,0.11979,0.21715
556,556,2009,46-65 y.,3rd Quintile,"No, definitely not",0.8065,187,6807,0.73104,0.91723
557,557,2009,46-65 y.,3rd Quintile,"Yes, definitely",0.1935,34,6807,0.13823,0.24455
558,558,2009,46-65 y.,4th Quintile,"No, definitely not",1.0,237,6807,0.90954,1.10686
559,559,2009,46-65 y.,5th Quintile,"No, definitely not",0.92076,308,6807,0.81015,1.02444
560,560,2009,46-65 y.,5th Quintile,Probably not,0.07924,34,6807,0.05918,0.10506
561,561,2009,66 and older,1st Quintile,"No, definitely not",1.0,688,6807,0.95748,1.05297
562,562,2009,66 and older,2nd Quintile,"No, definitely not",1.0,992,6807,0.95921,1.03936
563,563,2009,66 and older,3rd Quintile,"No, definitely not",1.0,802,6807,0.95776,1.052
564,564,2009,66 and older,4th Quintile,"No, definitely not",1.0,639,6807,0.93911,1.05963
565,565,2009,66 and older,5th Quintile,"No, definitely not",1.0,697,6807,0.93647,1.07958
566,566,2010,17-29 y.,1st Quintile,Probably,0.13911,36,6291,0.08601,0.21401
567,567,2010,17-29 y.,1st Quintile,"Yes, definitely",0.86089,226,6291,0.75125,1.01544
568,568,2010,17-29 y.,2nd Quintile,"Yes, definitely",1.0,137,6291,0.83012,1.18023
569,569,2010,17-29 y.,3rd Quintile,"Yes, definitely",1.0,134,6291,0.83802,1.17842
570,570,2010,17-29 y.,4th Quintile,"Yes, definitely",1.0,139,6291,0.80088,1.2049
571,571,2010,17-29 y.,5th Quintile,"Yes, definitely",1.0,141,6291,0.86914,1.13905
572,572,2010,30-45 y.,1st Quintile,"No, definitely not",0.14518,31,6291,0.09105,0.22275
573,573,2010,30-45 y.,1st Quintile,Probably,0.19572,45,6291,0.10813,0.29358
574,574,2010,30-45 y.,1st Quintile,"Yes, definitely",0.65911,142,6291,0.48723,0.8516
575,575,2010,30-45 y.,2nd Quintile,Probably,0.22955,31,6291,0.10229,0.39596
