,Unnamed: 0,year,regtyp,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
332,332,2015,Rural regions,East,Probably not,0.05036,83,10001,0.03849,0.05933
333,333,2015,Rural regions,East,Probably,0.04571,82,10001,0.03359,0.06294
334,334,2015,Rural regions,East,"Yes, definitely",0.16826,304,10001,0.1395,0.19523
335,335,2016,Urban regions,West,"No, definitely not",0.69554,3147,11576,0.67679,0.71792
336,336,2016,Urban regions,West,Probably not,0.03389,316,11576,0.02871,0.0393
337,337,2016,Urban regions,West,Probably,0.05509,733,11576,0.0472,0.06196
338,338,2016,Urban regions,West,"Yes, definitely",0.21548,2563,11576,0.20168,0.22884
339,339,2016,Urban regions,East,"No, definitely not",0.6761,482,11576,0.62107,0.73593
340,340,2016,Urban regions,East,Probably,0.06163,80,11576,0.04678,0.07965
341,341,2016,Urban regions,East,"Yes, definitely",0.26227,299,11576,0.20898,0.32703
342,342,2016,Rural regions,West,"No, definitely not",0.72856,1187,11576,0.68998,0.76829
343,343,2016,Rural regions,West,Probably not,0.04162,108,11576,0.03051,0.05396
344,344,2016,Rural regions,West,Probably,0.05107,256,11576,0.04038,0.06516
345,345,2016,Rural regions,West,"Yes, definitely",0.17875,783,11576,0.15564,0.20359
346,346,2016,Rural regions,East,"No, definitely not",0.73644,969,11576,0.70525,0.78037
347,347,2016,Rural regions,East,Probably not,0.03964,53,11576,0.02154,0.05962
348,348,2016,Rural regions,East,Probably,0.07212,151,11576,0.04982,0.09816
349,349,2016,Rural regions,East,"Yes, definitely",0.15179,449,11576,0.13073,0.17515
350,350,2017,Urban regions,West,"No, definitely not",0.6874,3266,12678,0.66417,0.71034
351,351,2017,Urban regions,West,Probably not,0.04645,331,12678,0.03932,0.05478
352,352,2017,Urban regions,West,Probably,0.0493,769,12678,0.04328,0.05694
353,353,2017,Urban regions,West,"Yes, definitely",0.21685,2996,12678,0.20284,0.22941
354,354,2017,Urban regions,East,"No, definitely not",0.63336,485,12678,0.57332,0.6839
355,355,2017,Urban regions,East,Probably not,0.03195,31,12678,0.01937,0.04915
356,356,2017,Urban regions,East,Probably,0.0679,97,12678,0.04759,0.09556
357,357,2017,Urban regions,East,"Yes, definitely",0.26678,372,12678,0.21896,0.32274
358,358,2017,Rural regions,West,"No, definitely not",0.74459,1255,12678,0.70636,0.77762
359,359,2017,Rural regions,West,Probably not,0.02807,117,12678,0.02065,0.0367
360,360,2017,Rural regions,West,Probably,0.04747,276,12678,0.03658,0.0596
361,361,2017,Rural regions,West,"Yes, definitely",0.17986,954,12678,0.16058,0.20305
362,362,2017,Rural regions,East,"No, definitely not",0.74654,1056,12678,0.71204,0.792
363,363,2017,Rural regions,East,Probably not,0.03759,70,12678,0.02925,0.04776
364,364,2017,Rural regions,East,Probably,0.06097,127,12678,0.04286,0.08597
365,365,2017,Rural regions,East,"Yes, definitely",0.15491,476,12678,0.12975,0.17551
366,366,2018,Urban regions,West,"No, definitely not",0.70315,3253,11765,0.6819,0.72211
367,367,2018,Urban regions,West,Probably not,0.03645,286,11765,0.03068,0.04226
368,368,2018,Urban regions,West,Probably,0.04893,702,11765,0.04227,0.0562
369,369,2018,Urban regions,West,"Yes, definitely",0.21146,2653,11765,0.19789,0.22661
370,370,2018,Urban regions,East,"No, definitely not",0.68655,498,11765,0.63448,0.74777
371,371,2018,Urban regions,East,Probably,0.0654,91,11765,0.04322,0.09037
372,372,2018,Urban regions,East,"Yes, definitely",0.24805,311,11765,0.20512,0.30054
373,373,2018,Rural regions,West,"No, definitely not",0.75271,1206,11765,0.71136,0.80049
374,374,2018,Rural regions,West,Probably not,0.04191,107,11765,0.0331,0.05211
375,375,2018,Rural regions,West,Probably,0.04177,225,11765,0.03284,0.05344
376,376,2018,Rural regions,West,"Yes, definitely",0.16361,786,11765,0.14422,0.18416
377,377,2018,Rural regions,East,"No, definitely not",0.74711,1038,11765,0.7079,0.79027
378,378,2018,Rural regions,East,Probably not,0.03216,61,11765,0.02538,0.03957
379,379,2018,Rural regions,East,Probably,0.05895,132,11765,0.04432,0.07407
380,380,2018,Rural regions,East,"Yes, definitely",0.16178,416,11765,0.13315,0.19254
381,381,2019,Urban regions,West,"No, definitely not",0.71152,3150,10595,0.68421,0.73621
382,382,2019,Urban regions,West,Probably not,0.03601,234,10595,0.02912,0.04406
383,383,2019,Urban regions,West,Probably,0.05518,559,10595,0.04809,0.06226
384,384,2019,Urban regions,West,"Yes, definitely",0.19729,2218,10595,0.18134,0.21747
385,385,2019,Urban regions,East,"No, definitely not",0.71571,467,10595,0.63929,0.77996
386,386,2019,Urban regions,East,Probably,0.05613,85,10595,0.03676,0.07542
387,387,2019,Urban regions,East,"Yes, definitely",0.22816,255,10595,0.18665,0.27632
388,388,2019,Rural regions,West,"No, definitely not",0.76148,1183,10595,0.71869,0.80261
389,389,2019,Rural regions,West,Probably not,0.04269,88,10595,0.03069,0.05506
390,390,2019,Rural regions,West,Probably,0.04028,207,10595,0.03113,0.04967
391,391,2019,Rural regions,West,"Yes, definitely",0.15554,634,10595,0.13447,0.18266
392,392,2019,Rural regions,East,"No, definitely not",0.76835,1021,10595,0.71759,0.82405
393,393,2019,Rural regions,East,Probably not,0.02643,63,10595,0.01901,0.03337
394,394,2019,Rural regions,East,Probably,0.05887,114,10595,0.04281,0.07402
395,395,2019,Rural regions,East,"Yes, definitely",0.14635,317,10595,0.11305,0.17736
396,396,2020,Urban regions,West,"No, definitely not",0.70928,3071,10777,0.68565,0.7357
397,397,2020,Urban regions,West,Probably not,0.04184,297,10777,0.03505,0.05003
398,398,2020,Urban regions,West,Probably,0.0551,652,10777,0.04871,0.06238
399,399,2020,Urban regions,West,"Yes, definitely",0.19378,2424,10777,0.17702,0.21064
400,400,2020,Urban regions,East,"No, definitely not",0.66479,445,10777,0.60553,0.73235
401,401,2020,Urban regions,East,Probably not,0.03952,32,10777,0.01825,0.07143
402,402,2020,Urban regions,East,Probably,0.05917,70,10777,0.03478,0.08135
403,403,2020,Urban regions,East,"Yes, definitely",0.23653,324,10777,0.19031,0.27872
404,404,2020,Rural regions,West,"No, definitely not",0.73676,1126,10777,0.69403,0.78239
405,405,2020,Rural regions,West,Probably not,0.03467,82,10777,0.02517,0.04723
406,406,2020,Rural regions,West,Probably,0.05104,188,10777,0.03698,0.0714
407,407,2020,Rural regions,West,"Yes, definitely",0.17753,626,10777,0.14723,0.20333
408,408,2020,Rural regions,East,"No, definitely not",0.76709,964,10777,0.72031,0.81992
409,409,2020,Rural regions,East,Probably not,0.03673,61,10777,0.02423,0.05094
410,410,2020,Rural regions,East,Probably,0.07122,118,10777,0.05098,0.08965
411,411,2020,Rural regions,East,"Yes, definitely",0.12496,297,10777,0.10343,0.14723
412,412,2021,Urban regions,West,"No, definitely not",0.68089,2152,7130,0.64425,0.71372
413,413,2021,Urban regions,West,Probably not,0.04008,175,7130,0.03356,0.04898
414,414,2021,Urban regions,West,Probably,0.07366,556,7130,0.06027,0.08741
415,415,2021,Urban regions,West,"Yes, definitely",0.20537,1404,7130,0.18835,0.22537
416,416,2021,Urban regions,East,"No, definitely not",0.67266,298,7130,0.58687,0.77248
417,417,2021,Urban regions,East,Probably,0.05589,55,7130,0.02871,0.09146
418,418,2021,Urban regions,East,"Yes, definitely",0.27145,203,7130,0.21083,0.35226
419,419,2021,Rural regions,West,"No, definitely not",0.72598,780,7130,0.67431,0.77431
420,420,2021,Rural regions,West,Probably not,0.05943,75,7130,0.04459,0.0766
421,421,2021,Rural regions,West,Probably,0.06723,146,7130,0.04854,0.0901
422,422,2021,Rural regions,West,"Yes, definitely",0.14735,352,7130,0.12367,0.18065
423,423,2021,Rural regions,East,"No, definitely not",0.81303,687,7130,0.74237,0.88515
424,424,2021,Rural regions,East,Probably not,0.03072,37,7130,0.02167,0.0407
425,425,2021,Rural regions,East,Probably,0.04893,58,7130,0.03295,0.07041
426,426,2021,Rural regions,East,"Yes, definitely",0.10732,152,7130,0.08201,0.1317
