year,pgisced97,quintil_oecd,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Upper Secondary Level,4th Quintile,"No, definitely not",0.27284,606,809,0.24213,0.30356
2001,Upper Secondary Level,4th Quintile,Probably not,0.01080,35,809,0.00367,0.01793
2001,Upper Secondary Level,4th Quintile,Probably,0.01238,41,809,0.00475,0.02000
2001,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04179,127,809,0.02799,0.05559
2001,Upper Secondary Level,5th Quintile,"No, definitely not",0.28802,509,591,0.25148,0.32457
2001,Upper Secondary Level,5th Quintile,"Yes, definitely",0.03533,82,591,0.02043,0.05022
2001,Post-secondary Non-tertiary Level,1st Quintile,"No, definitely not",0.25344,36,69,0.15005,0.35683
2001,Post-secondary Non-tertiary Level,1st Quintile,"Yes, definitely",0.17795,33,69,0.08705,0.26886
2001,Post-secondary Non-tertiary Level,2nd Quintile,"Yes, definitely",0.15163,33,33,0.02736,0.27590
2001,Post-secondary Non-tertiary Level,5th Quintile,"No, definitely not",0.20834,49,49,0.09345,0.32324
2001,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.41087,47,47,0.26869,0.55305
2001,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.36589,91,91,0.26637,0.46540
2001,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.25205,87,87,0.16028,0.34381
2001,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.26786,94,94,0.17786,0.35787
2001,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.19448,68,68,0.09971,0.28926
2001,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.25048,55,98,0.16425,0.33671
2001,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.17785,43,98,0.10175,0.25395
2001,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.24827,81,114,0.16862,0.32793
2001,Second Stage of Tertiary Education,2nd Quintile,"Yes, definitely",0.07603,33,114,0.02716,0.12489
2001,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.29547,143,176,0.22787,0.36307
2001,Second Stage of Tertiary Education,3rd Quintile,"Yes, definitely",0.05948,33,176,0.02444,0.09453
2001,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.20006,153,186,0.14241,0.25771
2001,Second Stage of Tertiary Education,4th Quintile,"Yes, definitely",0.03461,33,186,0.00827,0.06096
2001,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18439,249,289,0.13960,0.22918
2001,Second Stage of Tertiary Education,5th Quintile,"Yes, definitely",0.02447,40,289,0.00663,0.04232
2002,Pre-primary Level,1st Quintile,"Yes, definitely",0.61810,70,70,0.50346,0.73274
2002,Pre-primary Level,2nd Quintile,"Yes, definitely",0.68942,77,77,0.58539,0.79346
2002,Pre-primary Level,3rd Quintile,"Yes, definitely",0.59212,82,82,0.48510,0.69915
2002,Pre-primary Level,4th Quintile,"Yes, definitely",0.73021,63,63,0.61973,0.84070
2002,Pre-primary Level,5th Quintile,"Yes, definitely",0.55486,65,65,0.43310,0.67662
2002,Primary Level,1st Quintile,"No, definitely not",0.48437,66,66,0.36287,0.60586
2002,Primary Level,2nd Quintile,"No, definitely not",0.55269,42,42,0.40049,0.70488
2002,Lower Secondary Level,1st Quintile,"No, definitely not",0.50276,410,584,0.46217,0.54335
2002,Lower Secondary Level,1st Quintile,Probably,0.05890,51,584,0.03979,0.07802
2002,Lower Secondary Level,1st Quintile,"Yes, definitely",0.12245,123,584,0.09584,0.14906
2002,Lower Secondary Level,2nd Quintile,"No, definitely not",0.49786,333,393,0.44836,0.54735
2002,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.07240,60,393,0.04675,0.09805
2002,Lower Secondary Level,3rd Quintile,"No, definitely not",0.46759,209,252,0.40587,0.52932
2002,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.06820,43,252,0.03702,0.09939
2002,Lower Secondary Level,4th Quintile,"No, definitely not",0.44239,174,174,0.36838,0.51640
2002,Lower Secondary Level,5th Quintile,"No, definitely not",0.43083,90,90,0.32795,0.53371
2002,Upper Secondary Level,1st Quintile,"No, definitely not",0.36719,590,1077,0.33839,0.39600
2002,Upper Secondary Level,1st Quintile,Probably not,0.02939,49,1077,0.01930,0.03949
2002,Upper Secondary Level,1st Quintile,Probably,0.04916,85,1077,0.03624,0.06208
2002,Upper Secondary Level,1st Quintile,"Yes, definitely",0.18076,353,1077,0.15776,0.20375
2002,Upper Secondary Level,2nd Quintile,"No, definitely not",0.39703,804,1121,0.36837,0.42568
2002,Upper Secondary Level,2nd Quintile,Probably not,0.01909,40,1121,0.01108,0.02711
2002,Upper Secondary Level,2nd Quintile,Probably,0.02759,71,1121,0.01799,0.03718
2002,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.08074,206,1121,0.06478,0.09669
2002,Upper Secondary Level,3rd Quintile,"No, definitely not",0.32149,701,954,0.29184,0.35115
2002,Upper Secondary Level,3rd Quintile,Probably,0.02411,64,954,0.01437,0.03385
2002,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.07169,189,954,0.05531,0.08807
2002,Upper Secondary Level,4th Quintile,"No, definitely not",0.28545,580,769,0.25351,0.31739
2002,Upper Secondary Level,4th Quintile,Probably,0.01498,47,769,0.00639,0.02358
2002,Upper Secondary Level,4th Quintile,"Yes, definitely",0.05134,142,769,0.03573,0.06695
2002,Upper Secondary Level,5th Quintile,"No, definitely not",0.27038,520,706,0.23759,0.30317
2002,Upper Secondary Level,5th Quintile,Probably not,0.01095,32,706,0.00327,0.01864
2002,Upper Secondary Level,5th Quintile,Probably,0.01171,34,706,0.00377,0.01965
2002,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04701,120,706,0.03138,0.06263
2002,Post-secondary Non-tertiary Level,1st Quintile,"No, definitely not",0.22988,37,81,0.13768,0.32209
2002,Post-secondary Non-tertiary Level,1st Quintile,"Yes, definitely",0.25583,44,81,0.16022,0.35145
2002,Post-secondary Non-tertiary Level,5th Quintile,"No, definitely not",0.20116,49,49,0.08776,0.31457
2002,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.34742,41,41,0.19986,0.49498
2002,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.34700,88,88,0.24698,0.44703
2002,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.31516,93,93,0.22023,0.41010
2002,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.23341,79,79,0.13954,0.32729
2002,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.21017,70,70,0.11404,0.30631
2002,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.22660,45,88,0.13863,0.31457
2002,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.19726,43,88,0.11365,0.28088
2002,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.33113,83,83,0.22927,0.43300
2002,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.31098,138,138,0.23346,0.38849
2002,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.25574,170,202,0.19542,0.31605
2002,Second Stage of Tertiary Education,4th Quintile,"Yes, definitely",0.04679,32,202,0.01759,0.07599
2002,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18103,226,265,0.13458,0.22748
2002,Second Stage of Tertiary Education,5th Quintile,"Yes, definitely",0.02085,39,265,0.00361,0.03808
2003,Pre-primary Level,1st Quintile,"Yes, definitely",0.66185,65,65,0.54595,0.77776
2003,Pre-primary Level,2nd Quintile,"Yes, definitely",0.65113,66,66,0.53526,0.76700
2003,Pre-primary Level,3rd Quintile,"Yes, definitely",0.53256,66,66,0.41126,0.65385
2003,Pre-primary Level,4th Quintile,"Yes, definitely",0.50561,74,74,0.39092,0.62031
2003,Pre-primary Level,5th Quintile,"Yes, definitely",0.63003,112,112,0.54022,0.71985
2003,Primary Level,1st Quintile,"No, definitely not",0.51152,68,68,0.39183,0.63121
2003,Lower Secondary Level,1st Quintile,"No, definitely not",0.47914,382,543,0.43708,0.52120
2003,Lower Secondary Level,1st Quintile,Probably,0.06553,52,543,0.04470,0.08637
2003,Lower Secondary Level,1st Quintile,"Yes, definitely",0.13464,109,543,0.10591,0.16338
2003,Lower Secondary Level,2nd Quintile,"No, definitely not",0.49089,331,400,0.44183,0.53994
2003,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.08920,69,400,0.06123,0.11717
2003,Lower Secondary Level,3rd Quintile,"No, definitely not",0.46992,194,238,0.40638,0.53346
2003,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.06793,44,238,0.03589,0.09996
2003,Lower Secondary Level,4th Quintile,"No, definitely not",0.42435,154,189,0.35370,0.49500
2003,Lower Secondary Level,4th Quintile,"Yes, definitely",0.05465,35,189,0.02216,0.08714
2003,Lower Secondary Level,5th Quintile,"No, definitely not",0.40787,93,93,0.30745,0.50829
2003,Upper Secondary Level,1st Quintile,"No, definitely not",0.36484,585,1084,0.33617,0.39351
2003,Upper Secondary Level,1st Quintile,Probably not,0.02512,48,1084,0.01580,0.03444
2003,Upper Secondary Level,1st Quintile,Probably,0.04496,85,1084,0.03262,0.05730
2003,Upper Secondary Level,1st Quintile,"Yes, definitely",0.20138,366,1084,0.17750,0.22526
2003,Upper Secondary Level,2nd Quintile,"No, definitely not",0.37554,790,1131,0.34730,0.40377
2003,Upper Secondary Level,2nd Quintile,Probably not,0.01484,38,1131,0.00779,0.02189
2003,Upper Secondary Level,2nd Quintile,Probably,0.02847,75,1131,0.01877,0.03817
2003,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.09072,228,1131,0.07397,0.10746
2003,Upper Secondary Level,3rd Quintile,"No, definitely not",0.31876,694,952,0.28914,0.34838
2003,Upper Secondary Level,3rd Quintile,Probably not,0.01336,35,952,0.00606,0.02066
2003,Upper Secondary Level,3rd Quintile,Probably,0.02060,53,952,0.01157,0.02963
2003,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.05756,170,952,0.04276,0.07236
2003,Upper Secondary Level,4th Quintile,"No, definitely not",0.27445,555,766,0.24282,0.30607
2003,Upper Secondary Level,4th Quintile,Probably not,0.01185,31,766,0.00418,0.01952
2003,Upper Secondary Level,4th Quintile,Probably,0.01207,38,766,0.00433,0.01981
2003,Upper Secondary Level,4th Quintile,"Yes, definitely",0.05143,142,766,0.03578,0.06709
2003,Upper Secondary Level,5th Quintile,"No, definitely not",0.27339,595,786,0.24221,0.30457
2003,Upper Secondary Level,5th Quintile,Probably,0.01050,46,786,0.00337,0.01763
2003,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04325,145,786,0.02902,0.05749
2003,Post-secondary Non-tertiary Level,1st Quintile,"No, definitely not",0.22000,33,33,0.07647,0.36353
2003,Post-secondary Non-tertiary Level,3rd Quintile,"No, definitely not",0.20521,33,33,0.06528,0.34514
2003,Post-secondary Non-tertiary Level,5th Quintile,"No, definitely not",0.18972,57,57,0.08703,0.29242
2003,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.35778,42,42,0.21105,0.50451
2003,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.37595,88,88,0.27416,0.47773
2003,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.37606,106,106,0.28341,0.46871
2003,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.22412,84,84,0.13441,0.31384
2003,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18235,75,75,0.09437,0.27033
2003,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.28733,50,95,0.19585,0.37882
2003,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.18168,45,95,0.10373,0.25963
2003,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.25415,72,72,0.15288,0.35543
2003,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.30335,145,145,0.22827,0.37844
2003,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.22545,176,212,0.16907,0.28184
2003,Second Stage of Tertiary Education,4th Quintile,"Yes, definitely",0.04398,36,212,0.01631,0.07164
2003,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18485,387,437,0.14841,0.22129
2003,Second Stage of Tertiary Education,5th Quintile,"Yes, definitely",0.01835,50,437,0.00575,0.03095
2004,Pre-primary Level,1st Quintile,"Yes, definitely",0.64759,78,78,0.54089,0.75430
2004,Pre-primary Level,2nd Quintile,"Yes, definitely",0.69751,81,81,0.59685,0.79816
2004,Pre-primary Level,3rd Quintile,"Yes, definitely",0.68504,87,87,0.58686,0.78321
2004,Pre-primary Level,4th Quintile,"Yes, definitely",0.61052,82,82,0.50433,0.71672
2004,Pre-primary Level,5th Quintile,"Yes, definitely",0.70804,116,116,0.62494,0.79114
2004,Primary Level,1st Quintile,"No, definitely not",0.44108,61,61,0.31544,0.56671
2004,Primary Level,2nd Quintile,"No, definitely not",0.51842,34,34,0.34794,0.68890
2004,Lower Secondary Level,1st Quintile,"No, definitely not",0.45402,340,527,0.41148,0.49657
2004,Lower Secondary Level,1st Quintile,Probably,0.05403,41,527,0.03471,0.07335
2004,Lower Secondary Level,1st Quintile,"Yes, definitely",0.17322,146,527,0.14088,0.20557
2004,Lower Secondary Level,2nd Quintile,"No, definitely not",0.49390,325,387,0.44402,0.54377
2004,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.08919,62,387,0.06076,0.11763
2004,Lower Secondary Level,3rd Quintile,"No, definitely not",0.47866,207,251,0.41674,0.54059
2004,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.07266,44,251,0.04048,0.10483
2004,Lower Secondary Level,4th Quintile,"No, definitely not",0.43063,139,170,0.35598,0.50529
2004,Lower Secondary Level,4th Quintile,"Yes, definitely",0.06229,31,170,0.02585,0.09873
2004,Lower Secondary Level,5th Quintile,"No, definitely not",0.36721,83,83,0.26287,0.47154
2004,Upper Secondary Level,1st Quintile,"No, definitely not",0.33708,513,1023,0.30810,0.36606
2004,Upper Secondary Level,1st Quintile,Probably not,0.02514,48,1023,0.01554,0.03474
2004,Upper Secondary Level,1st Quintile,Probably,0.04604,80,1023,0.03319,0.05889
2004,Upper Secondary Level,1st Quintile,"Yes, definitely",0.21181,382,1023,0.18676,0.23686
2004,Upper Secondary Level,2nd Quintile,"No, definitely not",0.37938,746,1091,0.35057,0.40819
2004,Upper Secondary Level,2nd Quintile,Probably not,0.01868,41,1091,0.01064,0.02672
2004,Upper Secondary Level,2nd Quintile,Probably,0.03238,76,1091,0.02187,0.04288
2004,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.08612,228,1091,0.06947,0.10277
2004,Upper Secondary Level,3rd Quintile,"No, definitely not",0.33067,712,947,0.30069,0.36065
2004,Upper Secondary Level,3rd Quintile,Probably,0.03085,68,947,0.01983,0.04187
2004,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.06354,167,947,0.04800,0.07909
2004,Upper Secondary Level,4th Quintile,"No, definitely not",0.28778,596,793,0.25625,0.31931
2004,Upper Secondary Level,4th Quintile,Probably,0.01794,49,793,0.00870,0.02718
2004,Upper Secondary Level,4th Quintile,"Yes, definitely",0.05237,148,793,0.03686,0.06789
2004,Upper Secondary Level,5th Quintile,"No, definitely not",0.27407,559,740,0.24191,0.30623
2004,Upper Secondary Level,5th Quintile,Probably,0.01487,47,740,0.00615,0.02360
2004,Upper Secondary Level,5th Quintile,"Yes, definitely",0.03988,134,740,0.02577,0.05399
2004,Post-secondary Non-tertiary Level,1st Quintile,"Yes, definitely",0.21844,34,34,0.07746,0.35942
2004,Post-secondary Non-tertiary Level,4th Quintile,"No, definitely not",0.15318,32,32,0.02640,0.27997
2004,Post-secondary Non-tertiary Level,5th Quintile,"No, definitely not",0.22411,65,65,0.12195,0.32628
2004,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.39432,43,43,0.24652,0.54212
2004,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.38080,76,76,0.27090,0.49070
2004,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.31297,107,107,0.22469,0.40124
2004,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.24164,85,85,0.15010,0.33319
2004,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18751,78,78,0.10032,0.27469
2004,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.23308,42,80,0.13985,0.32631
2004,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.16368,38,80,0.08209,0.24527
2004,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.28263,81,81,0.18395,0.38130
2004,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.33085,142,142,0.25318,0.40851
2004,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.26106,185,216,0.20235,0.31977
2004,Second Stage of Tertiary Education,4th Quintile,"Yes, definitely",0.03420,31,216,0.00990,0.05849
2004,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18134,388,438,0.14522,0.21747
2004,Second Stage of Tertiary Education,5th Quintile,"Yes, definitely",0.02360,50,438,0.00937,0.03784
2005,Pre-primary Level,1st Quintile,"Yes, definitely",0.72191,95,95,0.63133,0.81249
2005,Pre-primary Level,2nd Quintile,"Yes, definitely",0.65456,86,86,0.55347,0.75565
2005,Pre-primary Level,3rd Quintile,"Yes, definitely",0.73115,75,75,0.63013,0.83217
2005,Pre-primary Level,4th Quintile,"Yes, definitely",0.59430,74,74,0.48166,0.70695
2005,Pre-primary Level,5th Quintile,"Yes, definitely",0.62730,126,126,0.54254,0.71207
2005,Primary Level,1st Quintile,"No, definitely not",0.43091,72,72,0.31572,0.54610
2005,Lower Secondary Level,1st Quintile,"No, definitely not",0.43786,328,499,0.39429,0.48144
2005,Lower Secondary Level,1st Quintile,Probably,0.05880,40,499,0.03814,0.07946
2005,Lower Secondary Level,1st Quintile,"Yes, definitely",0.17356,131,499,0.14030,0.20683
2005,Lower Secondary Level,2nd Quintile,"No, definitely not",0.49895,287,345,0.44611,0.55179
2005,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.09069,58,345,0.06034,0.12104
2005,Lower Secondary Level,3rd Quintile,"No, definitely not",0.45954,181,227,0.39456,0.52451
2005,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.09943,46,227,0.06042,0.13845
2005,Lower Secondary Level,4th Quintile,"No, definitely not",0.41877,152,152,0.34008,0.49747
2005,Lower Secondary Level,5th Quintile,"No, definitely not",0.38165,81,81,0.27519,0.48810
2005,Upper Secondary Level,1st Quintile,"No, definitely not",0.32100,484,1010,0.29220,0.34981
2005,Upper Secondary Level,1st Quintile,Probably not,0.02823,51,1010,0.01801,0.03845
2005,Upper Secondary Level,1st Quintile,Probably,0.05297,87,1010,0.03915,0.06679
2005,Upper Secondary Level,1st Quintile,"Yes, definitely",0.22243,388,1010,0.19677,0.24809
2005,Upper Secondary Level,2nd Quintile,"No, definitely not",0.39517,776,1084,0.36605,0.42429
2005,Upper Secondary Level,2nd Quintile,Probably not,0.01217,36,1084,0.00564,0.01869
2005,Upper Secondary Level,2nd Quintile,Probably,0.03264,72,1084,0.02206,0.04323
2005,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.08500,200,1084,0.06839,0.10161
2005,Upper Secondary Level,3rd Quintile,"No, definitely not",0.31171,654,890,0.28126,0.34216
2005,Upper Secondary Level,3rd Quintile,Probably,0.02013,57,890,0.01090,0.02936
2005,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.07250,179,890,0.05545,0.08954
2005,Upper Secondary Level,4th Quintile,"No, definitely not",0.28275,589,741,0.25030,0.31519
2005,Upper Secondary Level,4th Quintile,Probably,0.01263,41,741,0.00459,0.02068
2005,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04165,111,741,0.02725,0.05604
2005,Upper Secondary Level,5th Quintile,"No, definitely not",0.25123,507,691,0.21887,0.28359
2005,Upper Secondary Level,5th Quintile,Probably not,0.01323,34,691,0.00470,0.02175
2005,Upper Secondary Level,5th Quintile,Probably,0.01455,33,691,0.00562,0.02349
2005,Upper Secondary Level,5th Quintile,"Yes, definitely",0.03600,117,691,0.02210,0.04990
2005,Post-secondary Non-tertiary Level,1st Quintile,"Yes, definitely",0.23680,32,32,0.08715,0.38646
2005,Post-secondary Non-tertiary Level,4th Quintile,"No, definitely not",0.16244,31,31,0.03045,0.29443
2005,Post-secondary Non-tertiary Level,5th Quintile,"No, definitely not",0.21511,62,62,0.11199,0.31823
2005,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.36906,36,36,0.20919,0.52893
2005,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.38424,88,88,0.28202,0.48645
2005,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.33180,92,92,0.23505,0.42854
2005,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.24372,96,96,0.15738,0.33005
2005,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.14946,64,64,0.06142,0.23751
2005,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.21819,44,87,0.13090,0.30548
2005,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.20490,43,87,0.11959,0.29021
2005,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.28419,88,88,0.18941,0.37896
2005,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.29006,141,141,0.21489,0.36523
2005,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.24543,178,178,0.18203,0.30883
2005,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.19106,409,454,0.15486,0.22727
2005,Second Stage of Tertiary Education,5th Quintile,"Yes, definitely",0.01912,45,454,0.00651,0.03173
2006,Pre-primary Level,1st Quintile,"Yes, definitely",0.27843,38,38,0.13400,0.42286
2006,Pre-primary Level,2nd Quintile,"Yes, definitely",0.36143,38,38,0.20663,0.51623
2006,Pre-primary Level,3rd Quintile,"Yes, definitely",0.40606,33,33,0.23590,0.57621
2006,Pre-primary Level,4th Quintile,"Yes, definitely",0.32735,49,49,0.19460,0.46010
2006,Pre-primary Level,5th Quintile,"Yes, definitely",0.45688,75,75,0.34338,0.57038
2006,Primary Level,1st Quintile,"No, definitely not",0.46130,59,59,0.33300,0.58959
2006,Lower Secondary Level,1st Quintile,"No, definitely not",0.43830,277,437,0.39172,0.48487
2006,Lower Secondary Level,1st Quintile,Probably,0.08249,47,437,0.05667,0.10832
2006,Lower Secondary Level,1st Quintile,"Yes, definitely",0.15447,113,437,0.12055,0.18839
2006,Lower Secondary Level,2nd Quintile,"No, definitely not",0.48590,283,331,0.43198,0.53983
2006,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.08550,48,331,0.05533,0.11567
2006,Lower Secondary Level,3rd Quintile,"No, definitely not",0.44232,187,223,0.37699,0.50765
2006,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.05670,36,223,0.02628,0.08713
2006,Lower Secondary Level,4th Quintile,"No, definitely not",0.46113,129,129,0.37477,0.54749
2006,Lower Secondary Level,5th Quintile,"No, definitely not",0.33472,67,67,0.22087,0.44857
2006,Upper Secondary Level,1st Quintile,"No, definitely not",0.32339,481,992,0.29427,0.35251
2006,Upper Secondary Level,1st Quintile,Probably not,0.02987,60,992,0.01927,0.04047
2006,Upper Secondary Level,1st Quintile,Probably,0.04490,78,992,0.03201,0.05779
2006,Upper Secondary Level,1st Quintile,"Yes, definitely",0.20808,373,992,0.18281,0.23335
2006,Upper Secondary Level,2nd Quintile,"No, definitely not",0.41478,749,1014,0.38444,0.44512
2006,Upper Secondary Level,2nd Quintile,Probably not,0.01393,32,1014,0.00671,0.02115
2006,Upper Secondary Level,2nd Quintile,Probably,0.03285,67,1014,0.02187,0.04382
2006,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.07646,166,1014,0.06009,0.09282
2006,Upper Secondary Level,3rd Quintile,"No, definitely not",0.29506,605,769,0.26281,0.32732
2006,Upper Secondary Level,3rd Quintile,Probably,0.01399,43,769,0.00568,0.02230
2006,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.06050,121,769,0.04364,0.07736
2006,Upper Secondary Level,4th Quintile,"No, definitely not",0.28076,578,752,0.24862,0.31290
2006,Upper Secondary Level,4th Quintile,Probably,0.01489,38,752,0.00623,0.02355
2006,Upper Secondary Level,4th Quintile,"Yes, definitely",0.05668,136,752,0.04014,0.07321
2006,Upper Secondary Level,5th Quintile,"No, definitely not",0.24462,511,663,0.21187,0.27737
2006,Upper Secondary Level,5th Quintile,Probably,0.01038,31,663,0.00266,0.01810
2006,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04474,121,663,0.02900,0.06049
2006,Post-secondary Non-tertiary Level,1st Quintile,"Yes, definitely",0.22537,38,38,0.09074,0.36001
2006,Post-secondary Non-tertiary Level,2nd Quintile,"No, definitely not",0.22160,35,35,0.08200,0.36121
2006,Post-secondary Non-tertiary Level,5th Quintile,"No, definitely not",0.21227,60,60,0.10793,0.31662
2006,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.36223,35,35,0.20067,0.52379
2006,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.42684,93,93,0.32577,0.52791
2006,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.31459,81,81,0.21284,0.41635
2006,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.24142,90,90,0.15251,0.33033
2006,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18096,84,84,0.09814,0.26379
2006,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.23761,38,83,0.14548,0.32973
2006,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.23538,45,83,0.14356,0.32721
2006,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.27556,84,84,0.17944,0.37169
2006,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.33399,170,170,0.26289,0.40510
2006,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.21886,163,204,0.16198,0.27574
2006,Second Stage of Tertiary Education,4th Quintile,"Yes, definitely",0.05624,41,204,0.02455,0.08793
2006,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.19165,419,457,0.15552,0.22777
2006,Second Stage of Tertiary Education,5th Quintile,"Yes, definitely",0.01971,38,457,0.00695,0.03247
2007,Pre-primary Level,1st Quintile,"Yes, definitely",0.30725,41,41,0.16427,0.45022
2007,Pre-primary Level,2nd Quintile,"Yes, definitely",0.29147,33,33,0.13401,0.44892
2007,Pre-primary Level,3rd Quintile,"Yes, definitely",0.33989,42,42,0.19490,0.48488
2007,Pre-primary Level,4th Quintile,"Yes, definitely",0.27020,45,45,0.13899,0.40142
2007,Pre-primary Level,5th Quintile,"Yes, definitely",0.47512,64,64,0.35180,0.59843
2007,Primary Level,1st Quintile,"No, definitely not",0.43236,52,52,0.29640,0.56833
2007,Lower Secondary Level,1st Quintile,"No, definitely not",0.44396,315,476,0.39928,0.48865
2007,Lower Secondary Level,1st Quintile,Probably,0.04917,37,476,0.02972,0.06861
2007,Lower Secondary Level,1st Quintile,"Yes, definitely",0.18686,124,476,0.15180,0.22191
2007,Lower Secondary Level,2nd Quintile,"No, definitely not",0.46887,263,315,0.41367,0.52406
2007,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.07724,52,315,0.04771,0.10677
2007,Lower Secondary Level,3rd Quintile,"No, definitely not",0.44229,197,228,0.37768,0.50690
2007,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.04906,31,228,0.02096,0.07716
2007,Lower Secondary Level,4th Quintile,"No, definitely not",0.43840,151,183,0.36631,0.51049
2007,Lower Secondary Level,4th Quintile,"Yes, definitely",0.06332,32,183,0.02794,0.09870
2007,Lower Secondary Level,5th Quintile,"No, definitely not",0.37468,66,66,0.25700,0.49235
