year,quintil_oecd,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,3rd Quintile,male,"Yes, definitely",0.24178,171,8645,0.24121,0.24234
2005,3rd Quintile,female,"No, definitely not",0.71256,650,8645,0.71208,0.71304
2005,3rd Quintile,female,Probably not,0.03649,38,8645,0.03629,0.03669
2005,3rd Quintile,female,Probably,0.07997,83,8645,0.07968,0.08026
2005,3rd Quintile,female,"Yes, definitely",0.17098,169,8645,0.17058,0.17137
2005,4th Quintile,male,"No, definitely not",0.79573,430,8645,0.79517,0.79629
2005,4th Quintile,male,"Yes, definitely",0.20427,141,8645,0.20371,0.20483
2005,4th Quintile,female,"No, definitely not",0.75675,574,8645,0.75625,0.75725
2005,4th Quintile,female,Probably not,0.04795,37,8645,0.04770,0.04820
2005,4th Quintile,female,Probably,0.07431,72,8645,0.07401,0.07462
2005,4th Quintile,female,"Yes, definitely",0.12099,155,8645,0.12060,0.12137
2005,5th Quintile,male,"No, definitely not",0.80861,517,8645,0.80802,0.80920
2005,5th Quintile,male,"Yes, definitely",0.19139,171,8645,0.19080,0.19198
2005,5th Quintile,female,"No, definitely not",0.77173,665,8645,0.77122,0.77225
2005,5th Quintile,female,Probably not,0.05446,56,8645,0.05418,0.05474
2005,5th Quintile,female,Probably,0.05142,60,8645,0.05115,0.05169
2005,5th Quintile,female,"Yes, definitely",0.12238,184,8645,0.12198,0.12279
2006,1st Quintile,male,"No, definitely not",0.47918,357,7974,0.47862,0.47975
2006,1st Quintile,male,Probably not,0.03428,32,7974,0.03408,0.03449
2006,1st Quintile,male,Probably,0.09065,52,7974,0.09033,0.09098
2006,1st Quintile,male,"Yes, definitely",0.39588,313,7974,0.39533,0.39644
2006,1st Quintile,female,"No, definitely not",0.57061,567,7974,0.57014,0.57108
2006,1st Quintile,female,Probably not,0.04648,57,7974,0.04628,0.04668
2006,1st Quintile,female,Probably,0.09890,105,7974,0.09862,0.09919
2006,1st Quintile,female,"Yes, definitely",0.28401,376,7974,0.28358,0.28444
2006,2nd Quintile,male,"No, definitely not",0.79679,514,7974,0.79627,0.79732
2006,2nd Quintile,male,"Yes, definitely",0.20321,138,7974,0.20268,0.20373
2006,2nd Quintile,female,"No, definitely not",0.73444,754,7974,0.73399,0.73488
2006,2nd Quintile,female,Probably not,0.03424,44,7974,0.03405,0.03442
2006,2nd Quintile,female,Probably,0.07792,94,7974,0.07765,0.07819
2006,2nd Quintile,female,"Yes, definitely",0.15341,172,7974,0.15304,0.15377
2006,3rd Quintile,male,"No, definitely not",0.81538,495,7974,0.81484,0.81593
2006,3rd Quintile,male,"Yes, definitely",0.18462,122,7974,0.18407,0.18516
2006,3rd Quintile,female,"No, definitely not",0.71366,618,7974,0.71314,0.71418
2006,3rd Quintile,female,Probably not,0.04168,39,7974,0.04145,0.04191
2006,3rd Quintile,female,Probably,0.08650,78,7974,0.08618,0.08682
2006,3rd Quintile,female,"Yes, definitely",0.15817,167,7974,0.15775,0.15858
2006,4th Quintile,male,"No, definitely not",0.78200,429,7974,0.78138,0.78261
2006,4th Quintile,male,"Yes, definitely",0.21800,128,7974,0.21739,0.21862
2006,4th Quintile,female,"No, definitely not",0.76458,549,7974,0.76404,0.76513
2006,4th Quintile,female,Probably,0.06535,57,7974,0.06503,0.06566
2006,4th Quintile,female,"Yes, definitely",0.17007,169,7974,0.16959,0.17055
2006,5th Quintile,male,"No, definitely not",0.81796,507,7974,0.81732,0.81861
2006,5th Quintile,male,"Yes, definitely",0.18204,142,7974,0.18139,0.18268
2006,5th Quintile,female,"No, definitely not",0.78191,645,7974,0.78136,0.78246
2006,5th Quintile,female,Probably not,0.03552,43,7974,0.03527,0.03577
2006,5th Quintile,female,Probably,0.05288,57,7974,0.05258,0.05318
2006,5th Quintile,female,"Yes, definitely",0.12969,154,7974,0.12924,0.13014
2007,1st Quintile,male,"No, definitely not",0.53704,430,8333,0.53650,0.53758
2007,1st Quintile,male,Probably,0.06498,45,8333,0.06471,0.06525
2007,1st Quintile,male,"Yes, definitely",0.39798,285,8333,0.39745,0.39851
2007,1st Quintile,female,"No, definitely not",0.56999,658,8333,0.56955,0.57042
2007,1st Quintile,female,Probably not,0.04339,54,8333,0.04321,0.04357
2007,1st Quintile,female,Probably,0.09719,119,8333,0.09693,0.09745
2007,1st Quintile,female,"Yes, definitely",0.28943,379,8333,0.28903,0.28983
2007,2nd Quintile,male,"No, definitely not",0.80137,534,8333,0.80086,0.80188
2007,2nd Quintile,male,"Yes, definitely",0.19863,143,8333,0.19812,0.19914
2007,2nd Quintile,female,"No, definitely not",0.71370,751,8333,0.71326,0.71413
2007,2nd Quintile,female,Probably not,0.03538,43,8333,0.03520,0.03556
2007,2nd Quintile,female,Probably,0.07422,88,8333,0.07397,0.07447
2007,2nd Quintile,female,"Yes, definitely",0.17670,208,8333,0.17633,0.17707
2007,3rd Quintile,male,"No, definitely not",0.85776,534,8333,0.85729,0.85824
2007,3rd Quintile,male,"Yes, definitely",0.14224,97,8333,0.14176,0.14271
2007,3rd Quintile,female,"No, definitely not",0.75118,687,8333,0.75071,0.75165
2007,3rd Quintile,female,Probably not,0.04018,37,8333,0.03997,0.04039
2007,3rd Quintile,female,Probably,0.07755,75,8333,0.07726,0.07784
2007,3rd Quintile,female,"Yes, definitely",0.13109,150,8333,0.13073,0.13146
2007,4th Quintile,male,"No, definitely not",0.85029,503,8333,0.84978,0.85079
2007,4th Quintile,male,"Yes, definitely",0.14971,115,8333,0.14921,0.15022
2007,4th Quintile,female,"No, definitely not",0.76237,596,8333,0.76185,0.76289
2007,4th Quintile,female,Probably not,0.04340,39,8333,0.04315,0.04365
2007,4th Quintile,female,Probably,0.05756,50,8333,0.05728,0.05785
2007,4th Quintile,female,"Yes, definitely",0.13667,145,8333,0.13625,0.13709
2007,5th Quintile,male,"No, definitely not",0.83998,527,8333,0.83941,0.84055
2007,5th Quintile,male,"Yes, definitely",0.16002,119,8333,0.15945,0.16059
2007,5th Quintile,female,"No, definitely not",0.79072,685,8333,0.79020,0.79124
2007,5th Quintile,female,Probably not,0.04008,35,8333,0.03983,0.04033
2007,5th Quintile,female,Probably,0.04344,47,8333,0.04318,0.04370
2007,5th Quintile,female,"Yes, definitely",0.12577,155,8333,0.12534,0.12619
2008,1st Quintile,male,"No, definitely not",0.54682,418,7697,0.54627,0.54736
2008,1st Quintile,male,Probably not,0.04663,33,7697,0.04640,0.04687
2008,1st Quintile,male,Probably,0.06219,42,7697,0.06193,0.06246
2008,1st Quintile,male,"Yes, definitely",0.34435,256,7697,0.34383,0.34488
2008,1st Quintile,female,"No, definitely not",0.59687,610,7697,0.59643,0.59731
2008,1st Quintile,female,Probably not,0.04836,60,7697,0.04817,0.04856
2008,1st Quintile,female,Probably,0.07178,85,7697,0.07155,0.07201
2008,1st Quintile,female,"Yes, definitely",0.28298,358,7697,0.28258,0.28339
2008,2nd Quintile,male,"No, definitely not",0.81708,529,7697,0.81659,0.81757
2008,2nd Quintile,male,"Yes, definitely",0.18292,112,7697,0.18243,0.18341
2008,2nd Quintile,female,"No, definitely not",0.80399,755,7697,0.80359,0.80440
2008,2nd Quintile,female,Probably,0.06055,60,7697,0.06031,0.06079
2008,2nd Quintile,female,"Yes, definitely",0.13546,148,7697,0.13511,0.13580
2008,3rd Quintile,male,"No, definitely not",0.82638,527,7697,0.82587,0.82689
2008,3rd Quintile,male,"Yes, definitely",0.17362,118,7697,0.17311,0.17413
2008,3rd Quintile,female,"No, definitely not",0.80376,657,7697,0.80332,0.80421
2008,3rd Quintile,female,Probably,0.06510,55,7697,0.06483,0.06538
2008,3rd Quintile,female,"Yes, definitely",0.13113,142,7697,0.13076,0.13151
2008,4th Quintile,male,"No, definitely not",0.81365,428,7697,0.81309,0.81421
2008,4th Quintile,male,"Yes, definitely",0.18635,100,7697,0.18579,0.18691
2008,4th Quintile,female,"No, definitely not",0.78665,528,7697,0.78614,0.78717
2008,4th Quintile,female,Probably,0.06235,55,7697,0.06205,0.06265
2008,4th Quintile,female,"Yes, definitely",0.15100,135,7697,0.15055,0.15144
2008,5th Quintile,male,"No, definitely not",0.85050,523,7697,0.84992,0.85107
2008,5th Quintile,male,"Yes, definitely",0.14950,96,7697,0.14893,0.15008
2008,5th Quintile,female,"No, definitely not",0.78227,644,7697,0.78173,0.78281
2008,5th Quintile,female,Probably not,0.03679,41,7697,0.03654,0.03704
2008,5th Quintile,female,Probably,0.05281,44,7697,0.05251,0.05310
2008,5th Quintile,female,"Yes, definitely",0.12813,138,7697,0.12769,0.12857
2009,1st Quintile,male,"No, definitely not",0.55955,406,7126,0.55899,0.56010
2009,1st Quintile,male,Probably,0.09900,56,7126,0.09867,0.09933
2009,1st Quintile,male,"Yes, definitely",0.34145,227,7126,0.34092,0.34198
2009,1st Quintile,female,"No, definitely not",0.61973,629,7126,0.61930,0.62016
2009,1st Quintile,female,Probably not,0.03158,39,7126,0.03142,0.03173
2009,1st Quintile,female,Probably,0.11621,109,7126,0.11593,0.11650
2009,1st Quintile,female,"Yes, definitely",0.23248,275,7126,0.23210,0.23286
2009,2nd Quintile,male,"No, definitely not",0.77972,525,7126,0.77921,0.78022
2009,2nd Quintile,male,"Yes, definitely",0.22028,124,7126,0.21978,0.22079
2009,2nd Quintile,female,"No, definitely not",0.80157,739,7126,0.80117,0.80197
2009,2nd Quintile,female,Probably,0.07549,67,7126,0.07522,0.07575
2009,2nd Quintile,female,"Yes, definitely",0.12294,149,7126,0.12262,0.12327
2009,3rd Quintile,male,"No, definitely not",0.79336,461,7126,0.79282,0.79390
2009,3rd Quintile,male,"Yes, definitely",0.20664,113,7126,0.20610,0.20718
2009,3rd Quintile,female,"No, definitely not",0.77762,560,7126,0.77714,0.77811
2009,3rd Quintile,female,Probably,0.04763,42,7126,0.04739,0.04788
2009,3rd Quintile,female,"Yes, definitely",0.17474,126,7126,0.17430,0.17518
2009,4th Quintile,male,"No, definitely not",0.80669,407,7126,0.80611,0.80727
2009,4th Quintile,male,"Yes, definitely",0.19331,110,7126,0.19273,0.19389
2009,4th Quintile,female,"No, definitely not",0.79949,488,7126,0.79898,0.80000
2009,4th Quintile,female,Probably,0.04497,37,7126,0.04470,0.04523
2009,4th Quintile,female,"Yes, definitely",0.15555,117,7126,0.15509,0.15601
2009,5th Quintile,male,"No, definitely not",0.80357,481,7126,0.80296,0.80418
2009,5th Quintile,male,"Yes, definitely",0.19643,97,7126,0.19582,0.19704
2009,5th Quintile,female,"No, definitely not",0.78319,554,7126,0.78261,0.78377
2009,5th Quintile,female,Probably not,0.03383,33,7126,0.03357,0.03408
2009,5th Quintile,female,Probably,0.04862,36,7126,0.04832,0.04892
2009,5th Quintile,female,"Yes, definitely",0.13436,119,7126,0.13388,0.13484
2010,1st Quintile,male,"No, definitely not",0.57720,376,6605,0.57664,0.57776
2010,1st Quintile,male,Probably,0.08065,39,6605,0.08034,0.08096
2010,1st Quintile,male,"Yes, definitely",0.34215,212,6605,0.34161,0.34269
2010,1st Quintile,female,"No, definitely not",0.71343,579,6605,0.71298,0.71387
2010,1st Quintile,female,Probably not,0.03097,42,6605,0.03080,0.03114
2010,1st Quintile,female,Probably,0.06061,78,6605,0.06038,0.06085
2010,1st Quintile,female,"Yes, definitely",0.19499,272,6605,0.19460,0.19538
2010,2nd Quintile,male,"No, definitely not",0.77987,497,6605,0.77935,0.78038
2010,2nd Quintile,male,"Yes, definitely",0.22013,107,6605,0.21962,0.22065
2010,2nd Quintile,female,"No, definitely not",0.80534,650,6605,0.80493,0.80576
2010,2nd Quintile,female,Probably not,0.02954,33,6605,0.02936,0.02972
2010,2nd Quintile,female,Probably,0.05209,52,6605,0.05186,0.05232
2010,2nd Quintile,female,"Yes, definitely",0.11303,148,6605,0.11269,0.11336
2010,3rd Quintile,male,"No, definitely not",0.78151,442,6605,0.78096,0.78206
2010,3rd Quintile,male,"Yes, definitely",0.21849,116,6605,0.21794,0.21904
2010,3rd Quintile,female,"No, definitely not",0.89121,557,6605,0.89084,0.89159
2010,3rd Quintile,female,"Yes, definitely",0.10879,108,6605,0.10841,0.10916
2010,4th Quintile,male,"No, definitely not",0.81891,395,6605,0.81837,0.81945
2010,4th Quintile,male,"Yes, definitely",0.18109,95,6605,0.18055,0.18163
2010,4th Quintile,female,"No, definitely not",0.81867,465,6605,0.81817,0.81918
2010,4th Quintile,female,Probably,0.04459,39,6605,0.04432,0.04486
2010,4th Quintile,female,"Yes, definitely",0.13674,119,6605,0.13629,0.13718
2010,5th Quintile,male,"No, definitely not",0.85434,437,6605,0.85375,0.85494
2010,5th Quintile,male,"Yes, definitely",0.14566,84,6605,0.14506,0.14625
2010,5th Quintile,female,"No, definitely not",0.83552,511,6605,0.83496,0.83608
2010,5th Quintile,female,Probably,0.02980,35,6605,0.02954,0.03006
2010,5th Quintile,female,"Yes, definitely",0.13467,117,6605,0.13416,0.13519
2011,1st Quintile,male,"No, definitely not",0.56149,386,8062,0.56085,0.56213
2011,1st Quintile,male,Probably not,0.03628,34,8062,0.03604,0.03652
2011,1st Quintile,male,Probably,0.10446,77,8062,0.10407,0.10485
2011,1st Quintile,male,"Yes, definitely",0.29777,333,8062,0.29718,0.29836
2011,1st Quintile,female,"No, definitely not",0.64954,657,8062,0.64906,0.65002
2011,1st Quintile,female,Probably not,0.05180,126,8062,0.05158,0.05202
2011,1st Quintile,female,Probably,0.08159,259,8062,0.08131,0.08186
2011,1st Quintile,female,"Yes, definitely",0.21707,634,8062,0.21666,0.21749
2011,2nd Quintile,male,"No, definitely not",0.83633,481,8062,0.83580,0.83687
2011,2nd Quintile,male,"Yes, definitely",0.16367,142,8062,0.16313,0.16420
2011,2nd Quintile,female,"No, definitely not",0.78405,674,8062,0.78358,0.78453
2011,2nd Quintile,female,Probably not,0.02702,53,8062,0.02684,0.02721
2011,2nd Quintile,female,Probably,0.04934,121,8062,0.04910,0.04959
2011,2nd Quintile,female,"Yes, definitely",0.13958,326,8062,0.13918,0.13997
2011,3rd Quintile,male,"No, definitely not",0.80715,435,8062,0.80655,0.80776
2011,3rd Quintile,male,"Yes, definitely",0.19285,117,8062,0.19224,0.19345
2011,3rd Quintile,female,"No, definitely not",0.77491,535,8062,0.77437,0.77545
2011,3rd Quintile,female,Probably not,0.04396,45,8062,0.04370,0.04423
2011,3rd Quintile,female,Probably,0.05042,77,8062,0.05014,0.05070
2011,3rd Quintile,female,"Yes, definitely",0.13070,202,8062,0.13027,0.13114
2011,4th Quintile,male,"No, definitely not",0.84844,367,8062,0.84783,0.84905
2011,4th Quintile,male,"Yes, definitely",0.15156,89,8062,0.15095,0.15217
2011,4th Quintile,female,"No, definitely not",0.80589,415,8062,0.80528,0.80650
2011,4th Quintile,female,Probably,0.07076,73,8062,0.07037,0.07116
2011,4th Quintile,female,"Yes, definitely",0.12335,152,8062,0.12284,0.12385
2011,5th Quintile,male,"No, definitely not",0.85448,432,8062,0.85383,0.85514
2011,5th Quintile,male,"Yes, definitely",0.14552,81,8062,0.14486,0.14617
2011,5th Quintile,female,"No, definitely not",0.82321,514,8062,0.82261,0.82382
2011,5th Quintile,female,Probably not,0.03711,33,8062,0.03681,0.03741
2011,5th Quintile,female,Probably,0.03048,44,8062,0.03021,0.03075
2011,5th Quintile,female,"Yes, definitely",0.10919,148,8062,0.10870,0.10969
2012,1st Quintile,male,"No, definitely not",0.53116,463,9364,0.53058,0.53174
2012,1st Quintile,male,Probably not,0.06357,69,9364,0.06328,0.06385
2012,1st Quintile,male,Probably,0.08434,85,9364,0.08402,0.08466
2012,1st Quintile,male,"Yes, definitely",0.32093,389,9364,0.32039,0.32147
2012,1st Quintile,female,"No, definitely not",0.61383,745,9364,0.61337,0.61429
2012,1st Quintile,female,Probably not,0.03489,130,9364,0.03471,0.03506
2012,1st Quintile,female,Probably,0.08481,297,9364,0.08454,0.08507
2012,1st Quintile,female,"Yes, definitely",0.26648,738,9364,0.26605,0.26690
2012,2nd Quintile,male,"No, definitely not",0.80393,600,9364,0.80341,0.80444
2012,2nd Quintile,male,"Yes, definitely",0.19607,170,9364,0.19556,0.19659
2012,2nd Quintile,female,"No, definitely not",0.77416,807,9364,0.77372,0.77460
2012,2nd Quintile,female,Probably not,0.03072,58,9364,0.03054,0.03090
2012,2nd Quintile,female,Probably,0.06389,127,9364,0.06364,0.06415
2012,2nd Quintile,female,"Yes, definitely",0.13123,302,9364,0.13087,0.13158
2012,3rd Quintile,male,"No, definitely not",0.82900,526,9364,0.82845,0.82954
2012,3rd Quintile,male,"Yes, definitely",0.17100,131,9364,0.17046,0.17155
2012,3rd Quintile,female,"No, definitely not",0.73519,608,9364,0.73466,0.73572
2012,3rd Quintile,female,Probably not,0.03120,47,9364,0.03099,0.03141
2012,3rd Quintile,female,Probably,0.06853,97,9364,0.06823,0.06884
2012,3rd Quintile,female,"Yes, definitely",0.16508,231,9364,0.16463,0.16553
2012,4th Quintile,male,"No, definitely not",0.85083,480,9364,0.85028,0.85137
2012,4th Quintile,male,"Yes, definitely",0.14917,87,9364,0.14863,0.14972
2012,4th Quintile,female,"No, definitely not",0.83020,559,9364,0.82970,0.83071
2012,4th Quintile,female,Probably,0.03874,60,9364,0.03848,0.03900
2012,4th Quintile,female,"Yes, definitely",0.13106,181,9364,0.13061,0.13151
2012,5th Quintile,male,"No, definitely not",0.85650,473,9364,0.85589,0.85711
2012,5th Quintile,male,"Yes, definitely",0.14350,84,9364,0.14289,0.14411
2012,5th Quintile,female,"No, definitely not",0.74079,549,9364,0.74015,0.74144
2012,5th Quintile,female,Probably not,0.05195,42,9364,0.05162,0.05228
2012,5th Quintile,female,Probably,0.05939,69,9364,0.05904,0.05974
2012,5th Quintile,female,"Yes, definitely",0.14787,160,9364,0.14734,0.14839
2013,1st Quintile,male,"No, definitely not",0.56419,485,9546,0.56360,0.56477
2013,1st Quintile,male,Probably not,0.06644,59,9546,0.06615,0.06674
2013,1st Quintile,male,Probably,0.06384,70,9546,0.06355,0.06413
2013,1st Quintile,male,"Yes, definitely",0.30553,378,9546,0.30499,0.30607
2013,1st Quintile,female,"No, definitely not",0.65372,755,9546,0.65325,0.65419
2013,1st Quintile,female,Probably not,0.04730,126,9546,0.04709,0.04751
2013,1st Quintile,female,Probably,0.08214,269,9546,0.08187,0.08242
2013,1st Quintile,female,"Yes, definitely",0.21683,673,9546,0.21642,0.21724
2013,2nd Quintile,male,"No, definitely not",0.80665,646,9546,0.80615,0.80716
2013,2nd Quintile,male,Probably,0.04038,31,9546,0.04013,0.04063
2013,2nd Quintile,male,"Yes, definitely",0.15296,164,9546,0.15251,0.15342
2013,2nd Quintile,female,"No, definitely not",0.79684,845,9546,0.79642,0.79726
2013,2nd Quintile,female,Probably not,0.03646,67,9546,0.03627,0.03666
2013,2nd Quintile,female,Probably,0.03688,112,9546,0.03668,0.03708
2013,2nd Quintile,female,"Yes, definitely",0.12981,284,9546,0.12946,0.13016
2013,3rd Quintile,male,"No, definitely not",0.81677,584,9546,0.81625,0.81729
2013,3rd Quintile,male,"Yes, definitely",0.18323,148,9546,0.18271,0.18375
2013,3rd Quintile,female,"No, definitely not",0.80530,707,9546,0.80485,0.80576
2013,3rd Quintile,female,Probably not,0.02792,50,9546,0.02773,0.02811
2013,3rd Quintile,female,Probably,0.05471,73,9546,0.05445,0.05498
2013,3rd Quintile,female,"Yes, definitely",0.11206,208,9546,0.11170,0.11243
2013,4th Quintile,male,"No, definitely not",0.87059,494,9546,0.87009,0.87108
2013,4th Quintile,male,"Yes, definitely",0.12941,92,9546,0.12892,0.12991
2013,4th Quintile,female,"No, definitely not",0.79971,566,9546,0.79920,0.80023
2013,4th Quintile,female,Probably,0.04745,56,9546,0.04717,0.04772
2013,4th Quintile,female,"Yes, definitely",0.15284,164,9546,0.15237,0.15330
2013,5th Quintile,male,"No, definitely not",0.85394,525,9546,0.85338,0.85451
2013,5th Quintile,male,"Yes, definitely",0.14606,94,9546,0.14549,0.14662
2013,5th Quintile,female,"No, definitely not",0.77273,585,9546,0.77214,0.77332
2013,5th Quintile,female,Probably not,0.03582,41,9546,0.03556,0.03608
2013,5th Quintile,female,Probably,0.03334,45,9546,0.03309,0.03360
2013,5th Quintile,female,"Yes, definitely",0.15811,150,9546,0.15759,0.15862
2014,1st Quintile,male,"No, definitely not",0.52483,510,9884,0.52427,0.52539
2014,1st Quintile,male,Probably not,0.04643,63,9884,0.04619,0.04666
2014,1st Quintile,male,Probably,0.06945,95,9884,0.06917,0.06974
2014,1st Quintile,male,"Yes, definitely",0.35929,482,9884,0.35875,0.35982
2014,1st Quintile,female,"No, definitely not",0.57446,769,9884,0.57400,0.57492
2014,1st Quintile,female,Probably not,0.06162,143,9884,0.06140,0.06184
2014,1st Quintile,female,Probably,0.09904,300,9884,0.09876,0.09932
2014,1st Quintile,female,"Yes, definitely",0.26488,768,9884,0.26447,0.26529
2014,2nd Quintile,male,"No, definitely not",0.76780,645,9884,0.76729,0.76832
2014,2nd Quintile,male,Probably,0.03405,35,9884,0.03383,0.03427
2014,2nd Quintile,male,"Yes, definitely",0.19815,206,9884,0.19766,0.19863
2014,2nd Quintile,female,"No, definitely not",0.74990,845,9884,0.74947,0.75033
2014,2nd Quintile,female,Probably not,0.03685,67,9884,0.03666,0.03704
2014,2nd Quintile,female,Probably,0.04995,128,9884,0.04973,0.05017
2014,2nd Quintile,female,"Yes, definitely",0.16330,325,9884,0.16293,0.16367
2014,3rd Quintile,male,"No, definitely not",0.81687,561,9884,0.81636,0.81739
2014,3rd Quintile,male,"Yes, definitely",0.18313,154,9884,0.18261,0.18364
2014,3rd Quintile,female,"No, definitely not",0.78855,682,9884,0.78809,0.78901
2014,3rd Quintile,female,Probably not,0.02383,39,9884,0.02365,0.02400
2014,3rd Quintile,female,Probably,0.04395,67,9884,0.04372,0.04418
2014,3rd Quintile,female,"Yes, definitely",0.14367,245,9884,0.14327,0.14407
2014,4th Quintile,male,"No, definitely not",0.85289,508,9884,0.85237,0.85340
2014,4th Quintile,male,"Yes, definitely",0.14711,110,9884,0.14660,0.14763
2014,4th Quintile,female,"No, definitely not",0.78535,562,9884,0.78482,0.78588
2014,4th Quintile,female,Probably,0.05496,78,9884,0.05467,0.05526
2014,4th Quintile,female,"Yes, definitely",0.15969,192,9884,0.15922,0.16016
2014,5th Quintile,male,"No, definitely not",0.85389,483,9884,0.85331,0.85447
2014,5th Quintile,male,"Yes, definitely",0.14611,89,9884,0.14553,0.14669
2014,5th Quintile,female,"No, definitely not",0.73370,508,9884,0.73305,0.73435
2014,5th Quintile,female,Probably not,0.04023,31,9884,0.03994,0.04052
2014,5th Quintile,female,Probably,0.04423,46,9884,0.04393,0.04454
2014,5th Quintile,female,"Yes, definitely",0.18184,148,9884,0.18127,0.18240
2015,1st Quintile,male,"No, definitely not",0.48713,449,9257,0.48659,0.48768
2015,1st Quintile,male,Probably not,0.05344,59,9257,0.05320,0.05369
2015,1st Quintile,male,Probably,0.06072,91,9257,0.06046,0.06099
2015,1st Quintile,male,"Yes, definitely",0.39870,434,9257,0.39816,0.39924
2015,1st Quintile,female,"No, definitely not",0.60287,681,9257,0.60239,0.60335
2015,1st Quintile,female,Probably not,0.06341,158,9257,0.06317,0.06365
2015,1st Quintile,female,Probably,0.09677,261,9257,0.09648,0.09706
2015,1st Quintile,female,"Yes, definitely",0.23695,606,9257,0.23653,0.23737
2015,2nd Quintile,male,"No, definitely not",0.83437,645,9257,0.83391,0.83484
2015,2nd Quintile,male,"Yes, definitely",0.16563,169,9257,0.16516,0.16609
2015,2nd Quintile,female,"No, definitely not",0.77930,898,9257,0.77889,0.77970
2015,2nd Quintile,female,Probably not,0.03679,65,9257,0.03661,0.03698
2015,2nd Quintile,female,Probably,0.05854,110,9257,0.05831,0.05877
2015,2nd Quintile,female,"Yes, definitely",0.12538,316,9257,0.12505,0.12570
2015,3rd Quintile,male,"No, definitely not",0.83457,556,9257,0.83406,0.83507
2015,3rd Quintile,male,"Yes, definitely",0.16543,138,9257,0.16493,0.16594
2015,3rd Quintile,female,"No, definitely not",0.78643,654,9257,0.78596,0.78690
2015,3rd Quintile,female,Probably not,0.02303,44,9257,0.02286,0.02320
2015,3rd Quintile,female,Probably,0.04078,61,9257,0.04055,0.04101
2015,3rd Quintile,female,"Yes, definitely",0.14976,224,9257,0.14935,0.15017
2015,4th Quintile,male,"No, definitely not",0.86088,491,9257,0.86039,0.86137
2015,4th Quintile,male,"Yes, definitely",0.13912,104,9257,0.13863,0.13961
2015,4th Quintile,female,"No, definitely not",0.79538,528,9257,0.79486,0.79591
2015,4th Quintile,female,Probably,0.02350,40,9257,0.02330,0.02369
2015,4th Quintile,female,"Yes, definitely",0.18112,162,9257,0.18062,0.18162
2015,5th Quintile,male,"No, definitely not",0.86828,487,9257,0.86774,0.86881
2015,5th Quintile,male,"Yes, definitely",0.13172,80,9257,0.13119,0.13226
2015,5th Quintile,female,"No, definitely not",0.74710,523,9257,0.74650,0.74771
2015,5th Quintile,female,Probably not,0.03463,31,9257,0.03438,0.03489
2015,5th Quintile,female,Probably,0.05342,43,9257,0.05311,0.05374
2015,5th Quintile,female,"Yes, definitely",0.16484,149,9257,0.16432,0.16536
2016,1st Quintile,male,"No, definitely not",0.48532,445,8802,0.48478,0.48586
2016,1st Quintile,male,Probably not,0.07122,68,8802,0.07095,0.07150
2016,1st Quintile,male,Probably,0.09690,98,8802,0.09658,0.09722
2016,1st Quintile,male,"Yes, definitely",0.34655,425,8802,0.34604,0.34707
2016,1st Quintile,female,"No, definitely not",0.56063,649,8802,0.56015,0.56111
2016,1st Quintile,female,Probably not,0.05467,101,8802,0.05445,0.05489
2016,1st Quintile,female,Probably,0.11454,296,8802,0.11423,0.11485
2016,1st Quintile,female,"Yes, definitely",0.27016,605,8802,0.26973,0.27059
2016,2nd Quintile,male,"No, definitely not",0.79169,606,8802,0.79117,0.79220
2016,2nd Quintile,male,"Yes, definitely",0.20831,170,8802,0.20780,0.20883
2016,2nd Quintile,female,"No, definitely not",0.76460,813,8802,0.76417,0.76503
2016,2nd Quintile,female,Probably not,0.03507,78,8802,0.03488,0.03525
2016,2nd Quintile,female,Probably,0.05187,103,8802,0.05165,0.05209
2016,2nd Quintile,female,"Yes, definitely",0.14846,292,8802,0.14810,0.14882
2016,3rd Quintile,male,"No, definitely not",0.85305,539,8802,0.85257,0.85353
2016,3rd Quintile,male,"Yes, definitely",0.14695,110,8802,0.14647,0.14743
2016,3rd Quintile,female,"No, definitely not",0.78309,646,8802,0.78262,0.78355
2016,3rd Quintile,female,Probably not,0.02062,38,8802,0.02046,0.02079
2016,3rd Quintile,female,Probably,0.02830,43,8802,0.02812,0.02849
2016,3rd Quintile,female,"Yes, definitely",0.16798,203,8802,0.16756,0.16841
2016,4th Quintile,male,"No, definitely not",0.87133,442,8802,0.87083,0.87183
2016,4th Quintile,male,"Yes, definitely",0.12867,81,8802,0.12817,0.12917
2016,4th Quintile,female,"No, definitely not",0.77959,478,8802,0.77905,0.78014
2016,4th Quintile,female,Probably,0.03935,38,8802,0.03910,0.03961
2016,4th Quintile,female,"Yes, definitely",0.18105,162,8802,0.18055,0.18155
2016,5th Quintile,male,"No, definitely not",0.87182,518,8802,0.87131,0.87233
2016,5th Quintile,male,"Yes, definitely",0.12818,86,8802,0.12767,0.12869
2016,5th Quintile,female,"No, definitely not",0.78988,502,8802,0.78930,0.79045
2016,5th Quintile,female,Probably,0.05398,42,8802,0.05366,0.05430
2016,5th Quintile,female,"Yes, definitely",0.15615,125,8802,0.15563,0.15666
2017,1st Quintile,male,"No, definitely not",0.50691,449,9409,0.50633,0.50749
2017,1st Quintile,male,Probably not,0.04816,49,9409,0.04792,0.04841
2017,1st Quintile,male,Probably,0.09589,146,9409,0.09554,0.09623
