,Unnamed: 0,year,migback,pgisced97,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
271,271,2003,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,37,8563,0.72484,1.31339
272,272,2003,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,72,8563,0.81411,1.17916
273,273,2004,No migration background,Pre-primary Level,"No, definitely not",0.11404,51,8398,0.0898,0.14106
274,274,2004,No migration background,Pre-primary Level,Probably,0.10813,39,8398,0.07521,0.15234
275,275,2004,No migration background,Pre-primary Level,"Yes, definitely",0.77783,345,8398,0.71514,0.84706
276,276,2004,No migration background,Lower Secondary Level,"No, definitely not",0.81688,834,8398,0.78454,0.84428
277,277,2004,No migration background,Lower Secondary Level,Probably,0.03942,45,8398,0.03074,0.04945
278,278,2004,No migration background,Lower Secondary Level,"Yes, definitely",0.1437,187,8398,0.12669,0.15804
279,279,2004,No migration background,Upper Secondary Level,"No, definitely not",0.73367,2872,8398,0.71958,0.75207
280,280,2004,No migration background,Upper Secondary Level,Probably not,0.03066,144,8398,0.02729,0.03469
281,281,2004,No migration background,Upper Secondary Level,Probably,0.05844,274,8398,0.053,0.06442
282,282,2004,No migration background,Upper Secondary Level,"Yes, definitely",0.17723,877,8398,0.16823,0.18804
283,283,2004,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.63797,132,8398,0.55331,0.71483
284,284,2004,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.36203,95,8398,0.29979,0.42045
285,285,2004,No migration background,First Stage of Tertiary Education,"No, definitely not",0.9181,351,8398,0.8455,0.98375
286,286,2004,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.0819,46,8398,0.06318,0.10439
287,287,2004,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.80376,766,8398,0.76526,0.84328
288,288,2004,No migration background,Second Stage of Tertiary Education,Probably,0.06004,53,8398,0.04788,0.0751
289,289,2004,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.1362,139,8398,0.11574,0.16204
290,290,2004,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,43,8398,0.76692,1.21975
291,291,2004,Direct migration background,Primary Level,"No, definitely not",1.0,93,8398,0.88007,1.15857
292,292,2004,Direct migration background,Lower Secondary Level,"No, definitely not",0.75663,250,8398,0.68109,0.82998
293,293,2004,Direct migration background,Lower Secondary Level,"Yes, definitely",0.24337,69,8398,0.1939,0.2909
294,294,2004,Direct migration background,Upper Secondary Level,"No, definitely not",0.60312,237,8398,0.55442,0.66202
295,295,2004,Direct migration background,Upper Secondary Level,Probably,0.08381,32,8398,0.06213,0.10508
296,296,2004,Direct migration background,Upper Secondary Level,"Yes, definitely",0.31307,108,8398,0.26654,0.35481
297,297,2004,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,34,8398,0.77381,1.327
298,298,2004,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,38,8398,0.82708,1.23003
299,299,2004,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,70,8398,0.83764,1.18014
300,300,2004,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,56,8398,0.70018,1.28551
301,301,2004,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,44,8398,0.78152,1.31196
302,302,2004,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,74,8398,0.8136,1.19646
303,303,2005,No migration background,Pre-primary Level,"No, definitely not",0.10996,48,8105,0.08134,0.14358
304,304,2005,No migration background,Pre-primary Level,Probably,0.1067,33,8105,0.07852,0.13635
305,305,2005,No migration background,Pre-primary Level,"Yes, definitely",0.78335,355,8105,0.72117,0.84935
306,306,2005,No migration background,Lower Secondary Level,"No, definitely not",0.79664,771,8105,0.7619,0.83079
307,307,2005,No migration background,Lower Secondary Level,Probably,0.03632,42,8105,0.0266,0.04626
308,308,2005,No migration background,Lower Secondary Level,"Yes, definitely",0.16704,183,8105,0.14865,0.1867
309,309,2005,No migration background,Upper Secondary Level,"No, definitely not",0.73055,2756,8105,0.71416,0.74895
310,310,2005,No migration background,Upper Secondary Level,Probably not,0.03422,154,8105,0.03076,0.03914
311,311,2005,No migration background,Upper Secondary Level,Probably,0.05286,246,8105,0.04693,0.05828
312,312,2005,No migration background,Upper Secondary Level,"Yes, definitely",0.18238,831,8105,0.1721,0.19266
313,313,2005,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.60713,127,8105,0.53192,0.68216
314,314,2005,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.39287,88,8105,0.30963,0.47231
315,315,2005,No migration background,First Stage of Tertiary Education,"No, definitely not",0.87268,339,8105,0.79815,0.94551
316,316,2005,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.12732,54,8105,0.09276,0.16299
317,317,2005,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.77782,790,8105,0.73594,0.82315
318,318,2005,No migration background,Second Stage of Tertiary Education,Probably not,0.03401,41,8105,0.0243,0.04364
319,319,2005,No migration background,Second Stage of Tertiary Education,Probably,0.04386,45,8105,0.03311,0.05433
320,320,2005,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.1443,136,8105,0.12237,0.16654
321,321,2005,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,41,8105,0.79804,1.26071
322,322,2005,Direct migration background,Primary Level,"No, definitely not",1.0,90,8105,0.82851,1.18743
323,323,2005,Direct migration background,Lower Secondary Level,"No, definitely not",0.81208,237,8105,0.73187,0.91292
324,324,2005,Direct migration background,Lower Secondary Level,"Yes, definitely",0.18792,53,8105,0.14517,0.23198
325,325,2005,Direct migration background,Upper Secondary Level,"No, definitely not",0.66969,233,8105,0.60704,0.74366
326,326,2005,Direct migration background,Upper Secondary Level,"Yes, definitely",0.33031,95,8105,0.27697,0.38318
327,327,2005,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,36,8105,0.75118,1.21958
328,328,2005,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,38,8105,0.82311,1.19706
329,329,2005,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,69,8105,0.82756,1.18214
330,330,2005,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,60,8105,0.76196,1.25209
331,331,2005,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,45,8105,0.74916,1.25394
332,332,2005,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,69,8105,0.75546,1.22607
333,333,2006,No migration background,Pre-primary Level,"No, definitely not",0.18678,31,8785,0.14316,0.23145
334,334,2006,No migration background,Pre-primary Level,"Yes, definitely",0.81322,204,8785,0.72421,0.90324
335,335,2006,No migration background,Lower Secondary Level,"No, definitely not",0.80449,878,8785,0.77469,0.8376
336,336,2006,No migration background,Lower Secondary Level,Probably,0.04417,45,8785,0.03587,0.05268
337,337,2006,No migration background,Lower Secondary Level,"Yes, definitely",0.15134,194,8785,0.13322,0.17311
338,338,2006,No migration background,Upper Secondary Level,"No, definitely not",0.73409,3150,8785,0.7175,0.75177
339,339,2006,No migration background,Upper Secondary Level,Probably not,0.03467,177,8785,0.03085,0.03832
340,340,2006,No migration background,Upper Secondary Level,Probably,0.04751,245,8785,0.0428,0.05169
341,341,2006,No migration background,Upper Secondary Level,"Yes, definitely",0.18372,887,8785,0.17379,0.19502
342,342,2006,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.53851,131,8785,0.4794,0.60139
343,343,2006,No migration background,Post-secondary Non-tertiary Level,Probably,0.11752,33,8785,0.08155,0.16396
344,344,2006,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.34397,102,8785,0.2887,0.39935
345,345,2006,No migration background,First Stage of Tertiary Education,"No, definitely not",0.89296,405,8785,0.82997,0.95144
346,346,2006,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.10704,55,8785,0.0841,0.13391
347,347,2006,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.76678,915,8785,0.73054,0.80987
348,348,2006,No migration background,Second Stage of Tertiary Education,Probably not,0.03027,45,8785,0.02417,0.03748
349,349,2006,No migration background,Second Stage of Tertiary Education,Probably,0.05575,55,8785,0.044,0.06771
350,350,2006,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.14721,156,8785,0.13053,0.16597
351,351,2006,Direct migration background,Primary Level,"No, definitely not",1.0,82,8785,0.83205,1.18047
352,352,2006,Direct migration background,Lower Secondary Level,"No, definitely not",0.80556,216,8785,0.72994,0.88166
353,353,2006,Direct migration background,Lower Secondary Level,"Yes, definitely",0.19444,53,8785,0.15253,0.24123
354,354,2006,Direct migration background,Upper Secondary Level,"No, definitely not",0.56103,230,8785,0.50339,0.61665
355,355,2006,Direct migration background,Upper Secondary Level,Probably,0.1006,37,8785,0.07243,0.12744
356,356,2006,Direct migration background,Upper Secondary Level,"Yes, definitely",0.33837,102,8785,0.2904,0.38563
357,357,2006,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,39,8785,0.73888,1.23635
358,358,2006,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,37,8785,0.79746,1.20854
359,359,2006,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.63057,75,8785,0.52435,0.72011
360,360,2006,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.36943,36,8785,0.29646,0.44916
361,361,2006,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,37,8785,0.72802,1.3197
362,362,2006,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,51,8785,0.82259,1.21715
363,363,2006,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,82,8785,0.82332,1.2043
364,364,2007,No migration background,Pre-primary Level,"No, definitely not",0.18168,31,7842,0.13471,0.2498
365,365,2007,No migration background,Pre-primary Level,"Yes, definitely",0.81832,183,7842,0.71355,0.92509
366,366,2007,No migration background,Lower Secondary Level,"No, definitely not",0.79555,779,7842,0.76441,0.82257
367,367,2007,No migration background,Lower Secondary Level,Probably,0.05446,54,7842,0.04449,0.06804
368,368,2007,No migration background,Lower Secondary Level,"Yes, definitely",0.14999,165,7842,0.13183,0.16903
369,369,2007,No migration background,Upper Secondary Level,"No, definitely not",0.75754,2936,7842,0.7367,0.77519
370,370,2007,No migration background,Upper Secondary Level,Probably not,0.03273,135,7842,0.0289,0.03726
371,371,2007,No migration background,Upper Secondary Level,Probably,0.04925,211,7842,0.04302,0.05566
372,372,2007,No migration background,Upper Secondary Level,"Yes, definitely",0.16048,720,7842,0.1498,0.16937
373,373,2007,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.62987,133,7842,0.56232,0.69977
374,374,2007,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.37013,86,7842,0.30204,0.46645
375,375,2007,No migration background,First Stage of Tertiary Education,"No, definitely not",0.89372,376,7842,0.83803,0.95929
376,376,2007,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.10628,38,7842,0.08117,0.13059
377,377,2007,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.80081,909,7842,0.76244,0.84118
378,378,2007,No migration background,Second Stage of Tertiary Education,Probably not,0.03632,44,7842,0.02585,0.04999
379,379,2007,No migration background,Second Stage of Tertiary Education,Probably,0.0402,43,7842,0.02907,0.05211
380,380,2007,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.12267,126,7842,0.10475,0.141
381,381,2007,Direct migration background,Primary Level,"No, definitely not",1.0,72,7842,0.81379,1.19225
382,382,2007,Direct migration background,Lower Secondary Level,"No, definitely not",0.78149,202,7842,0.69388,0.8676
383,383,2007,Direct migration background,Lower Secondary Level,"Yes, definitely",0.21851,52,7842,0.17942,0.25645
384,384,2007,Direct migration background,Upper Secondary Level,"No, definitely not",0.6581,217,7842,0.59189,0.72882
385,385,2007,Direct migration background,Upper Secondary Level,"Yes, definitely",0.3419,84,7842,0.29378,0.41048
386,386,2007,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,36,7842,0.7436,1.28417
387,387,2007,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,40,7842,0.81176,1.28723
388,388,2007,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,70,7842,0.85279,1.1456
389,389,2007,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,42,7842,0.72403,1.30066
390,390,2007,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,58,7842,0.78791,1.1998
391,391,2008,No migration background,Pre-primary Level,"Yes, definitely",1.0,206,7322,0.88,1.13742
392,392,2008,No migration background,Lower Secondary Level,"No, definitely not",0.81683,709,7322,0.78514,0.85541
393,393,2008,No migration background,Lower Secondary Level,Probably,0.04005,35,7322,0.03012,0.05418
394,394,2008,No migration background,Lower Secondary Level,"Yes, definitely",0.14312,138,7322,0.12633,0.15929
395,395,2008,No migration background,Upper Secondary Level,"No, definitely not",0.76825,2808,7322,0.75038,0.78852
396,396,2008,No migration background,Upper Secondary Level,Probably not,0.03787,150,7322,0.03349,0.04232
397,397,2008,No migration background,Upper Secondary Level,Probably,0.04261,163,7322,0.03649,0.0485
398,398,2008,No migration background,Upper Secondary Level,"Yes, definitely",0.15127,641,7322,0.14215,0.16177
399,399,2008,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.68107,124,7322,0.60544,0.7695
400,400,2008,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.31893,62,7322,0.26176,0.41417
401,401,2008,No migration background,First Stage of Tertiary Education,"No, definitely not",0.90974,361,7322,0.84352,0.97335
402,402,2008,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.09026,36,7322,0.06576,0.11856
403,403,2008,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.84784,926,7322,0.80715,0.89028
404,404,2008,No migration background,Second Stage of Tertiary Education,Probably,0.04485,51,7322,0.03596,0.05383
405,405,2008,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.1073,103,7322,0.08704,0.12825
406,406,2008,Direct migration background,Primary Level,"No, definitely not",1.0,57,7322,0.78845,1.22634
407,407,2008,Direct migration background,Lower Secondary Level,"No, definitely not",0.8332,188,7322,0.73291,0.91928
408,408,2008,Direct migration background,Lower Secondary Level,"Yes, definitely",0.1668,31,7322,0.1257,0.20607
409,409,2008,Direct migration background,Upper Secondary Level,"No, definitely not",0.67074,189,7322,0.61224,0.73916
410,410,2008,Direct migration background,Upper Secondary Level,"Yes, definitely",0.32926,73,7322,0.26691,0.39159
411,411,2008,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,33,7322,0.76863,1.27043
412,412,2008,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,35,7322,0.75199,1.24701
413,413,2008,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,73,7322,0.83536,1.17525
414,414,2008,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,37,7322,0.70386,1.32242
415,415,2008,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,44,7322,0.77909,1.29683
416,416,2008,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,49,7322,0.69386,1.30113
417,417,2009,No migration background,Pre-primary Level,"No, definitely not",0.18202,32,6825,0.11377,0.25337
418,418,2009,No migration background,Pre-primary Level,"Yes, definitely",0.81798,156,6825,0.6998,0.95761
419,419,2009,No migration background,Lower Secondary Level,"No, definitely not",0.79687,641,6825,0.75069,0.84262
420,420,2009,No migration background,Lower Secondary Level,Probably,0.05833,42,6825,0.04036,0.07916
421,421,2009,No migration background,Lower Secondary Level,"Yes, definitely",0.1448,121,6825,0.12345,0.1726
422,422,2009,No migration background,Upper Secondary Level,"No, definitely not",0.77114,2662,6825,0.74973,0.79491
423,423,2009,No migration background,Upper Secondary Level,Probably not,0.02953,107,6825,0.02479,0.03483
424,424,2009,No migration background,Upper Secondary Level,Probably,0.04768,161,6825,0.04027,0.05339
425,425,2009,No migration background,Upper Secondary Level,"Yes, definitely",0.15165,588,6825,0.14107,0.16511
426,426,2009,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.67116,108,6825,0.58194,0.76393
427,427,2009,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.32884,60,6825,0.24879,0.40053
428,428,2009,No migration background,First Stage of Tertiary Education,"No, definitely not",0.86942,345,6825,0.79877,0.96216
429,429,2009,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.13058,38,6825,0.09226,0.17464
430,430,2009,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81911,889,6825,0.76602,0.86158
431,431,2009,No migration background,Second Stage of Tertiary Education,Probably not,0.03236,41,6825,0.02179,0.04803
432,432,2009,No migration background,Second Stage of Tertiary Education,Probably,0.03706,42,6825,0.02769,0.04723
433,433,2009,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.11147,112,6825,0.09328,0.13266
434,434,2009,Direct migration background,Primary Level,"No, definitely not",1.0,48,6825,0.77839,1.22663
435,435,2009,Direct migration background,Lower Secondary Level,"No, definitely not",1.0,165,6825,0.89463,1.12034
436,436,2009,Direct migration background,Upper Secondary Level,"No, definitely not",0.66925,159,6825,0.59406,0.75194
437,437,2009,Direct migration background,Upper Secondary Level,"Yes, definitely",0.33075,62,6825,0.26459,0.39242
438,438,2009,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,32,6825,0.69487,1.28904
439,439,2009,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,35,6825,0.69109,1.308
440,440,2009,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,59,6825,0.79748,1.24634
441,441,2009,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,36,6825,0.73635,1.26693
442,442,2009,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,36,6825,0.74658,1.33836
443,443,2009,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,48,6825,0.70435,1.29552
444,444,2010,No migration background,Pre-primary Level,"Yes, definitely",1.0,207,8929,0.87848,1.19448
445,445,2010,No migration background,Primary Level,"Yes, definitely",1.0,43,8929,0.56492,1.54081
446,446,2010,No migration background,Lower Secondary Level,"No, definitely not",0.7706,594,8929,0.73294,0.80768
447,447,2010,No migration background,Lower Secondary Level,Probably not,0.01439,33,8929,0.00937,0.02177
448,448,2010,No migration background,Lower Secondary Level,Probably,0.04381,84,8929,0.02849,0.05912
449,449,2010,No migration background,Lower Secondary Level,"Yes, definitely",0.1712,255,8929,0.13846,0.21264
450,450,2010,No migration background,Upper Secondary Level,"No, definitely not",0.75676,2506,8929,0.73548,0.78354
451,451,2010,No migration background,Upper Secondary Level,Probably not,0.03454,185,8929,0.02839,0.04217
452,452,2010,No migration background,Upper Secondary Level,Probably,0.0531,368,8929,0.04506,0.06131
453,453,2010,No migration background,Upper Secondary Level,"Yes, definitely",0.1556,1090,8929,0.14202,0.16657
454,454,2010,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.63518,117,8929,0.50776,0.75286
455,455,2010,No migration background,Post-secondary Non-tertiary Level,Probably,0.07881,55,8929,0.05152,0.11653
456,456,2010,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.28601,187,8929,0.22909,0.35128
457,457,2010,No migration background,First Stage of Tertiary Education,"No, definitely not",0.88549,338,8929,0.79293,0.97
458,458,2010,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.11451,62,8929,0.07335,0.15685
459,459,2010,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.80916,895,8929,0.77221,0.86688
460,460,2010,No migration background,Second Stage of Tertiary Education,Probably not,0.02563,39,8929,0.01667,0.0383
461,461,2010,No migration background,Second Stage of Tertiary Education,Probably,0.02584,80,8929,0.01658,0.04045
462,462,2010,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.13936,328,8929,0.1117,0.17212
463,463,2010,Direct migration background,Primary Level,"No, definitely not",0.87828,61,8929,0.67303,1.12126
464,464,2010,Direct migration background,Primary Level,"Yes, definitely",0.12172,35,8929,0.09399,0.14993
465,465,2010,Direct migration background,Lower Secondary Level,"No, definitely not",0.74722,180,8929,0.64659,0.84791
466,466,2010,Direct migration background,Lower Secondary Level,Probably,0.08412,55,8929,0.04681,0.13715
467,467,2010,Direct migration background,Lower Secondary Level,"Yes, definitely",0.16866,98,8929,0.1212,0.23661
468,468,2010,Direct migration background,Upper Secondary Level,"No, definitely not",0.5464,169,8929,0.46882,0.62074
469,469,2010,Direct migration background,Upper Secondary Level,Probably,0.07293,82,8929,0.04884,0.10105
470,470,2010,Direct migration background,Upper Secondary Level,"Yes, definitely",0.38067,204,8929,0.29128,0.48998
471,471,2010,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.50444,33,8929,0.33675,0.68951
472,472,2010,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.49556,65,8929,0.35435,0.67642
473,473,2010,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,34,8929,0.75879,1.27458
474,474,2010,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.54746,66,8929,0.44448,0.65115
475,475,2010,Direct migration background,Second Stage of Tertiary Education,Probably,0.1573,31,8929,0.07798,0.29079
476,476,2010,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.29524,105,8929,0.2153,0.39407
477,477,2010,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,61,8929,0.77404,1.35302
478,478,2010,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,74,8929,0.59686,1.39849
479,479,2010,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,110,8929,0.74563,1.29228
480,480,2011,No migration background,Pre-primary Level,"Yes, definitely",1.0,246,10347,0.87359,1.153
481,481,2011,No migration background,Primary Level,"No, definitely not",0.68611,45,10347,0.58823,0.80643
482,482,2011,No migration background,Primary Level,"Yes, definitely",0.31389,55,10347,0.22938,0.40763
483,483,2011,No migration background,Lower Secondary Level,"No, definitely not",0.80186,849,10347,0.76168,0.83746
484,484,2011,No migration background,Lower Secondary Level,Probably not,0.0158,37,10347,0.00946,0.02356
485,485,2011,No migration background,Lower Secondary Level,Probably,0.04921,102,10347,0.03491,0.06588
486,486,2011,No migration background,Lower Secondary Level,"Yes, definitely",0.13314,256,10347,0.11524,0.15277
487,487,2011,No migration background,Upper Secondary Level,"No, definitely not",0.77147,3338,10347,0.75294,0.78846
488,488,2011,No migration background,Upper Secondary Level,Probably not,0.03452,226,10347,0.0289,0.04049
489,489,2011,No migration background,Upper Secondary Level,Probably,0.04537,351,10347,0.03877,0.05135
490,490,2011,No migration background,Upper Secondary Level,"Yes, definitely",0.14863,1089,10347,0.13972,0.16062
491,491,2011,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.56131,138,10347,0.49551,0.6531
492,492,2011,No migration background,Post-secondary Non-tertiary Level,Probably,0.05384,51,10347,0.03917,0.06944
493,493,2011,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.38485,177,10347,0.30845,0.45343
494,494,2011,No migration background,First Stage of Tertiary Education,"No, definitely not",0.92744,410,10347,0.85158,1.0016
495,495,2011,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.07256,49,10347,0.05246,0.09737
496,496,2011,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.83696,1106,10347,0.80108,0.88555
497,497,2011,No migration background,Second Stage of Tertiary Education,Probably not,0.02419,53,10347,0.01753,0.03312
498,498,2011,No migration background,Second Stage of Tertiary Education,Probably,0.01918,76,10347,0.01456,0.02412
499,499,2011,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.11967,234,10347,0.09936,0.13782
500,500,2011,Direct migration background,Primary Level,"No, definitely not",1.0,66,10347,0.8037,1.20313
501,501,2011,Direct migration background,Lower Secondary Level,"No, definitely not",0.79877,209,10347,0.70257,0.90569
502,502,2011,Direct migration background,Lower Secondary Level,Probably,0.0653,40,10347,0.03999,0.10638
503,503,2011,Direct migration background,Lower Secondary Level,"Yes, definitely",0.13593,89,10347,0.10423,0.17157
504,504,2011,Direct migration background,Upper Secondary Level,"No, definitely not",0.61585,225,10347,0.54625,0.68931
505,505,2011,Direct migration background,Upper Secondary Level,Probably,0.07114,57,10347,0.04631,0.10343
506,506,2011,Direct migration background,Upper Secondary Level,"Yes, definitely",0.31301,176,10347,0.25017,0.37716
507,507,2011,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.51126,49,10347,0.38064,0.64945
508,508,2011,Direct migration background,Post-secondary Non-tertiary Level,Probably,0.21063,35,10347,0.1418,0.31645
509,509,2011,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.27811,50,10347,0.20482,0.36505
510,510,2011,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,35,10347,0.67712,1.29141
511,511,2011,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.45083,86,10347,0.37011,0.52954
512,512,2011,Direct migration background,Second Stage of Tertiary Education,Probably,0.2447,39,10347,0.18092,0.32179
513,513,2011,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.30448,73,10347,0.22995,0.37135
514,514,2011,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,59,10347,0.78105,1.24122
515,515,2011,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,65,10347,0.64053,1.40564
516,516,2011,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,106,10347,0.80068,1.24152
517,517,2012,No migration background,Pre-primary Level,"Yes, definitely",1.0,242,9952,0.85922,1.14741
518,518,2012,No migration background,Primary Level,"No, definitely not",0.58767,47,9952,0.48245,0.69218
519,519,2012,No migration background,Primary Level,"Yes, definitely",0.41233,47,9952,0.2895,0.56488
520,520,2012,No migration background,Lower Secondary Level,"No, definitely not",0.77978,828,9952,0.74947,0.81636
521,521,2012,No migration background,Lower Secondary Level,Probably not,0.01539,45,9952,0.01046,0.02037
522,522,2012,No migration background,Lower Secondary Level,Probably,0.05067,103,9952,0.03786,0.06681
523,523,2012,No migration background,Lower Secondary Level,"Yes, definitely",0.15416,266,9952,0.13132,0.17752
524,524,2012,No migration background,Upper Secondary Level,"No, definitely not",0.76108,3321,9952,0.74168,0.78041
525,525,2012,No migration background,Upper Secondary Level,Probably not,0.04314,223,9952,0.03692,0.04906
526,526,2012,No migration background,Upper Secondary Level,Probably,0.04452,310,9952,0.03865,0.05065
527,527,2012,No migration background,Upper Secondary Level,"Yes, definitely",0.15125,970,9952,0.13948,0.16312
528,528,2012,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.58974,124,9952,0.50793,0.68551
529,529,2012,No migration background,Post-secondary Non-tertiary Level,Probably,0.09081,51,9952,0.05839,0.13851
530,530,2012,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.31945,142,9952,0.25728,0.38009
531,531,2012,No migration background,First Stage of Tertiary Education,"No, definitely not",0.92433,417,9952,0.85623,1.01013
532,532,2012,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.07567,50,9952,0.0517,0.10821
533,533,2012,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81336,1145,9952,0.77363,0.85976
534,534,2012,No migration background,Second Stage of Tertiary Education,Probably not,0.02719,55,9952,0.0199,0.03529
535,535,2012,No migration background,Second Stage of Tertiary Education,Probably,0.0239,60,9952,0.01717,0.03116
536,536,2012,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.13554,253,9952,0.11602,0.15477
537,537,2012,Direct migration background,Primary Level,"No, definitely not",1.0,52,9952,0.82058,1.22517
538,538,2012,Direct migration background,Lower Secondary Level,"No, definitely not",0.79968,176,9952,0.69045,0.92213
539,539,2012,Direct migration background,Lower Secondary Level,Probably,0.07914,37,9952,0.05589,0.1046
