year,sampreg,sex,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,East,female,Probably not,0.01269,49,1268,0.00653,0.01885
2020,East,female,Probably,0.01890,117,1268,0.01140,0.02640
2020,East,female,"Yes, definitely",0.05840,332,1268,0.04549,0.07131
2021,West,male,"No, definitely not",0.18544,1369,2392,0.16986,0.20102
2021,West,male,Probably not,0.00869,91,2392,0.00497,0.01240
2021,West,male,Probably,0.01682,204,2392,0.01167,0.02198
2021,West,male,"Yes, definitely",0.05230,728,2392,0.04338,0.06123
2021,West,female,"No, definitely not",0.23588,1562,3245,0.22127,0.25049
2021,West,female,Probably not,0.01879,159,3245,0.01411,0.02346
2021,West,female,Probably,0.02712,497,3245,0.02153,0.03271
2021,West,female,"Yes, definitely",0.06415,1027,3245,0.05572,0.07258
2021,East,male,"No, definitely not",0.20856,446,637,0.17699,0.24014
2021,East,male,Probably,0.01666,40,637,0.00671,0.02661
2021,East,male,"Yes, definitely",0.04126,151,637,0.02580,0.05672
2021,East,female,"No, definitely not",0.27641,539,851,0.24635,0.30648
2021,East,female,Probably not,0.00991,36,851,0.00325,0.01658
2021,East,female,Probably,0.01499,73,851,0.00682,0.02316
2021,East,female,"Yes, definitely",0.06095,203,851,0.04487,0.07703
2022,West,male,"No, definitely not",0.18661,1548,2590,0.17160,0.20162
2022,West,male,Probably not,0.01274,144,2590,0.00842,0.01706
2022,West,male,Probably,0.01223,198,2590,0.00799,0.01646
2022,West,male,"Yes, definitely",0.04501,700,2590,0.03702,0.05300
2022,West,female,"No, definitely not",0.23550,1805,3627,0.22169,0.24931
2022,West,female,Probably not,0.01742,211,3627,0.01316,0.02168
2022,West,female,Probably,0.02178,507,3627,0.01703,0.02653
2022,West,female,"Yes, definitely",0.05054,1104,3627,0.04341,0.05767
2022,East,male,"No, definitely not",0.18749,490,772,0.15994,0.21504
2022,East,male,Probably not,0.01498,47,772,0.00640,0.02355
2022,East,male,Probably,0.01298,62,772,0.00499,0.02097
2022,East,male,"Yes, definitely",0.04310,173,772,0.02877,0.05744
2022,East,female,"No, definitely not",0.26641,635,1080,0.24003,0.29278
2022,East,female,Probably not,0.02214,71,1080,0.01336,0.03092
2022,East,female,Probably,0.01944,104,1080,0.01120,0.02768
2022,East,female,"Yes, definitely",0.04943,270,1080,0.03650,0.06237
