,Unnamed: 0,year,pgisced97,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
293,293,2004,Upper Secondary Level,male,"Yes, definitely",0.2445,527,8591,0.22921,0.26185
294,294,2004,Upper Secondary Level,female,"No, definitely not",0.72469,1814,8591,0.70568,0.74411
295,295,2004,Upper Secondary Level,female,Probably not,0.03939,123,8591,0.03349,0.04445
296,296,2004,Upper Secondary Level,female,Probably,0.07934,242,8591,0.07203,0.08719
297,297,2004,Upper Secondary Level,female,"Yes, definitely",0.15657,532,8591,0.14636,0.16935
298,298,2004,Post-secondary Non-tertiary Level,male,"No, definitely not",0.57948,61,8591,0.48073,0.68927
299,299,2004,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.42052,49,8591,0.34902,0.53095
300,300,2004,Post-secondary Non-tertiary Level,female,"No, definitely not",0.64831,108,8591,0.5643,0.73104
301,301,2004,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.35169,79,8591,0.28916,0.40642
302,302,2004,First Stage of Tertiary Education,male,"No, definitely not",1.0,235,8591,0.92603,1.08295
303,303,2004,First Stage of Tertiary Education,female,"No, definitely not",0.76928,155,8591,0.69191,0.8602
304,304,2004,First Stage of Tertiary Education,female,Probably,0.09826,31,8591,0.07819,0.1182
305,305,2004,First Stage of Tertiary Education,female,"Yes, definitely",0.13246,36,8591,0.09583,0.17433
306,306,2004,Second Stage of Tertiary Education,male,"No, definitely not",0.88202,507,8591,0.82143,0.94624
307,307,2004,Second Stage of Tertiary Education,male,"Yes, definitely",0.11798,51,8591,0.09381,0.14457
308,308,2004,Second Stage of Tertiary Education,female,"No, definitely not",0.655,331,8591,0.60789,0.71801
309,309,2004,Second Stage of Tertiary Education,female,Probably,0.12992,55,8591,0.10613,0.15311
310,310,2004,Second Stage of Tertiary Education,female,"Yes, definitely",0.21508,123,8591,0.1782,0.25563
311,311,2005,Pre-primary Level,male,"No, definitely not",0.14395,31,8320,0.093,0.20523
312,312,2005,Pre-primary Level,male,"Yes, definitely",0.85605,219,8320,0.76357,0.95828
313,313,2005,Pre-primary Level,female,"No, definitely not",0.14482,37,8320,0.10065,0.19859
314,314,2005,Pre-primary Level,female,"Yes, definitely",0.85518,237,8320,0.76093,0.95554
315,315,2005,Primary Level,male,"No, definitely not",1.0,32,8320,0.77023,1.28986
316,316,2005,Primary Level,female,"No, definitely not",1.0,84,8320,0.85538,1.1606
317,317,2005,Lower Secondary Level,male,"No, definitely not",0.56798,176,8320,0.51191,0.63297
318,318,2005,Lower Secondary Level,male,"Yes, definitely",0.43202,138,8320,0.3855,0.49726
319,319,2005,Lower Secondary Level,female,"No, definitely not",0.82733,853,8320,0.79396,0.86228
320,320,2005,Lower Secondary Level,female,Probably,0.05016,57,8320,0.04032,0.06153
321,321,2005,Lower Secondary Level,female,"Yes, definitely",0.12251,143,8320,0.10763,0.13953
322,322,2005,Upper Secondary Level,male,"No, definitely not",0.70131,1281,8320,0.67749,0.72483
323,323,2005,Upper Secondary Level,male,Probably not,0.02045,42,8320,0.01598,0.02595
324,324,2005,Upper Secondary Level,male,Probably,0.03407,64,8320,0.02735,0.04188
325,325,2005,Upper Secondary Level,male,"Yes, definitely",0.24417,488,8320,0.22592,0.26082
326,326,2005,Upper Secondary Level,female,"No, definitely not",0.71115,1727,8320,0.68969,0.73501
327,327,2005,Upper Secondary Level,female,Probably not,0.0436,129,8320,0.03764,0.04992
328,328,2005,Upper Secondary Level,female,Probably,0.07828,227,8320,0.06958,0.08738
329,329,2005,Upper Secondary Level,female,"Yes, definitely",0.16698,507,8320,0.15464,0.1806
330,330,2005,Post-secondary Non-tertiary Level,male,"No, definitely not",0.53326,59,8320,0.44537,0.62812
331,331,2005,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.46674,44,8320,0.32831,0.58366
332,332,2005,Post-secondary Non-tertiary Level,female,"No, definitely not",0.57275,107,8320,0.50074,0.63983
333,333,2005,Post-secondary Non-tertiary Level,female,Probably,0.13767,32,8320,0.09427,0.18501
334,334,2005,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.28958,71,8320,0.23245,0.35079
335,335,2005,First Stage of Tertiary Education,male,"No, definitely not",1.0,231,8320,0.91534,1.08116
336,336,2005,First Stage of Tertiary Education,female,"No, definitely not",0.80494,147,8320,0.70884,0.89161
337,337,2005,First Stage of Tertiary Education,female,"Yes, definitely",0.19506,46,8320,0.14271,0.25312
338,338,2005,Second Stage of Tertiary Education,male,"No, definitely not",0.89665,528,8320,0.83274,0.95085
339,339,2005,Second Stage of Tertiary Education,male,"Yes, definitely",0.10335,49,8320,0.07869,0.13476
340,340,2005,Second Stage of Tertiary Education,female,"No, definitely not",0.60479,332,8320,0.55215,0.66635
341,341,2005,Second Stage of Tertiary Education,female,Probably not,0.05903,33,8320,0.04063,0.07708
342,342,2005,Second Stage of Tertiary Education,female,Probably,0.11109,51,8320,0.08545,0.13724
343,343,2005,Second Stage of Tertiary Education,female,"Yes, definitely",0.22508,118,8320,0.18562,0.26606
344,344,2006,Pre-primary Level,male,"Yes, definitely",1.0,129,8860,0.85127,1.14295
345,345,2006,Pre-primary Level,female,"Yes, definitely",1.0,136,8860,0.83072,1.1715
346,346,2006,Primary Level,female,"No, definitely not",1.0,83,8860,0.83026,1.16807
347,347,2006,Lower Secondary Level,male,"No, definitely not",0.60275,188,8860,0.55096,0.65233
348,348,2006,Lower Secondary Level,male,"Yes, definitely",0.39725,134,8860,0.35374,0.44124
349,349,2006,Lower Secondary Level,female,"No, definitely not",0.81436,923,8860,0.78175,0.85061
350,350,2006,Lower Secondary Level,female,Probably,0.06282,66,8860,0.05225,0.07386
351,351,2006,Lower Secondary Level,female,"Yes, definitely",0.12282,164,8860,0.10847,0.13651
352,352,2006,Upper Secondary Level,male,"No, definitely not",0.70512,1480,8860,0.67905,0.72858
353,353,2006,Upper Secondary Level,male,Probably not,0.02567,54,8860,0.02131,0.02997
354,354,2006,Upper Secondary Level,male,Probably,0.0312,67,8860,0.02484,0.03688
355,355,2006,Upper Secondary Level,male,"Yes, definitely",0.23801,498,8860,0.22289,0.25602
356,356,2006,Upper Secondary Level,female,"No, definitely not",0.70133,1926,8860,0.67894,0.71877
357,357,2006,Upper Secondary Level,female,Probably not,0.04181,141,8860,0.03666,0.0471
358,358,2006,Upper Secondary Level,female,Probably,0.07109,227,8860,0.06333,0.07936
359,359,2006,Upper Secondary Level,female,"Yes, definitely",0.18578,573,8860,0.17316,0.20366
360,360,2006,Post-secondary Non-tertiary Level,male,"No, definitely not",0.53864,57,8860,0.4521,0.6288
361,361,2006,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.46136,50,8860,0.36999,0.56306
362,362,2006,Post-secondary Non-tertiary Level,female,"No, definitely not",0.57088,115,8860,0.49639,0.62851
363,363,2006,Post-secondary Non-tertiary Level,female,Probably,0.14966,39,8860,0.1141,0.1914
364,364,2006,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.27945,79,8860,0.23559,0.31867
365,365,2006,First Stage of Tertiary Education,male,"No, definitely not",1.0,276,8860,0.91197,1.0836
366,366,2006,First Stage of Tertiary Education,female,"No, definitely not",0.83747,167,8860,0.75904,0.92763
367,367,2006,First Stage of Tertiary Education,female,"Yes, definitely",0.16253,40,8860,0.11998,0.20457
368,368,2006,Second Stage of Tertiary Education,male,"No, definitely not",0.87956,621,8860,0.8173,0.93356
369,369,2006,Second Stage of Tertiary Education,male,"Yes, definitely",0.12044,61,8860,0.09656,0.14778
370,370,2006,Second Stage of Tertiary Education,female,"No, definitely not",0.6306,370,8860,0.58459,0.68211
371,371,2006,Second Stage of Tertiary Education,female,Probably,0.11553,57,8860,0.09286,0.14352
372,372,2006,Second Stage of Tertiary Education,female,"Yes, definitely",0.25387,139,8860,0.22205,0.28619
373,373,2007,Pre-primary Level,male,"Yes, definitely",1.0,109,7994,0.82287,1.20583
374,374,2007,Pre-primary Level,female,"Yes, definitely",1.0,116,7994,0.83807,1.16999
375,375,2007,Primary Level,female,"No, definitely not",1.0,71,7994,0.82341,1.17675
376,376,2007,Lower Secondary Level,male,"No, definitely not",0.57806,156,7994,0.52252,0.62701
377,377,2007,Lower Secondary Level,male,"Yes, definitely",0.42194,111,7994,0.36172,0.49123
378,378,2007,Lower Secondary Level,female,"No, definitely not",0.80964,836,7994,0.77484,0.84106
379,379,2007,Lower Secondary Level,female,Probably,0.06315,67,7994,0.05177,0.07525
380,380,2007,Lower Secondary Level,female,"Yes, definitely",0.12721,148,7994,0.11203,0.14391
381,381,2007,Upper Secondary Level,male,"No, definitely not",0.73344,1373,7994,0.7062,0.76124
382,382,2007,Upper Secondary Level,male,Probably not,0.02664,42,7994,0.02123,0.03404
383,383,2007,Upper Secondary Level,male,Probably,0.04304,70,7994,0.03501,0.05171
384,384,2007,Upper Secondary Level,male,"Yes, definitely",0.19687,377,7994,0.17915,0.21505
385,385,2007,Upper Secondary Level,female,"No, definitely not",0.71855,1802,7994,0.69987,0.7395
386,386,2007,Upper Secondary Level,female,Probably not,0.04347,116,7994,0.03721,0.04967
387,387,2007,Upper Secondary Level,female,Probably,0.06499,174,7994,0.05656,0.07408
388,388,2007,Upper Secondary Level,female,"Yes, definitely",0.17299,485,7994,0.16002,0.1867
389,389,2007,Post-secondary Non-tertiary Level,male,"No, definitely not",0.60365,61,7994,0.49293,0.71237
390,390,2007,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.39635,38,7994,0.29022,0.51703
391,391,2007,Post-secondary Non-tertiary Level,female,"No, definitely not",0.55062,110,7994,0.48459,0.61984
392,392,2007,Post-secondary Non-tertiary Level,female,Probably,0.18037,33,7994,0.14065,0.22309
393,393,2007,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.269,67,7994,0.21682,0.32916
394,394,2007,First Stage of Tertiary Education,male,"No, definitely not",1.0,268,7994,0.91605,1.08527
395,395,2007,First Stage of Tertiary Education,female,"No, definitely not",0.80701,150,7994,0.71659,0.91955
396,396,2007,First Stage of Tertiary Education,female,"Yes, definitely",0.19299,32,7994,0.14115,0.25634
397,397,2007,Second Stage of Tertiary Education,male,"No, definitely not",0.91425,608,7994,0.85569,0.97045
398,398,2007,Second Stage of Tertiary Education,male,"Yes, definitely",0.08575,44,7994,0.06371,0.10922
399,399,2007,Second Stage of Tertiary Education,female,"No, definitely not",0.6722,373,7994,0.62047,0.72092
400,400,2007,Second Stage of Tertiary Education,female,Probably,0.10053,45,7994,0.08059,0.13157
401,401,2007,Second Stage of Tertiary Education,female,"Yes, definitely",0.22727,112,7994,0.1878,0.27062
402,402,2008,Pre-primary Level,male,"Yes, definitely",1.0,122,7421,0.8337,1.1768
403,403,2008,Pre-primary Level,female,"Yes, definitely",1.0,125,7421,0.83871,1.16856
404,404,2008,Primary Level,female,"No, definitely not",1.0,56,7421,0.80242,1.20974
405,405,2008,Lower Secondary Level,male,"No, definitely not",0.60818,147,7421,0.54306,0.67348
406,406,2008,Lower Secondary Level,male,"Yes, definitely",0.39182,90,7421,0.3212,0.45231
407,407,2008,Lower Secondary Level,female,"No, definitely not",0.84145,762,7421,0.80723,0.88115
408,408,2008,Lower Secondary Level,female,Probably,0.03534,42,7421,0.02598,0.04491
409,409,2008,Lower Secondary Level,female,"Yes, definitely",0.12321,123,7421,0.10885,0.14048
410,410,2008,Upper Secondary Level,male,"No, definitely not",0.73665,1297,7421,0.70711,0.76364
411,411,2008,Upper Secondary Level,male,Probably not,0.03308,54,7421,0.02679,0.03916
412,412,2008,Upper Secondary Level,male,Probably,0.03288,52,7421,0.02554,0.04217
413,413,2008,Upper Secondary Level,male,"Yes, definitely",0.19739,337,7421,0.1806,0.21853
414,414,2008,Upper Secondary Level,female,"No, definitely not",0.74314,1720,7421,0.71667,0.76297
415,415,2008,Upper Secondary Level,female,Probably not,0.04128,110,7421,0.03605,0.04706
416,416,2008,Upper Secondary Level,female,Probably,0.05922,141,7421,0.05089,0.06967
417,417,2008,Upper Secondary Level,female,"Yes, definitely",0.15636,426,7421,0.14127,0.17085
418,418,2008,Post-secondary Non-tertiary Level,male,"No, definitely not",1.0,59,7421,0.79913,1.19038
419,419,2008,Post-secondary Non-tertiary Level,female,"No, definitely not",0.58055,101,7421,0.50038,0.65992
420,420,2008,Post-secondary Non-tertiary Level,female,Probably,0.1542,32,7421,0.11446,0.19919
421,421,2008,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.26525,56,7421,0.20283,0.33284
422,422,2008,First Stage of Tertiary Education,male,"No, definitely not",1.0,252,7421,0.90426,1.07889
423,423,2008,First Stage of Tertiary Education,female,"No, definitely not",1.0,146,7421,0.8528,1.15635
424,424,2008,Second Stage of Tertiary Education,male,"No, definitely not",0.93554,623,7421,0.86963,0.99644
425,425,2008,Second Stage of Tertiary Education,male,"Yes, definitely",0.06446,35,7421,0.04204,0.08984
426,426,2008,Second Stage of Tertiary Education,female,"No, definitely not",0.70839,378,7421,0.65245,0.76883
427,427,2008,Second Stage of Tertiary Education,female,Probably,0.09568,44,7421,0.0751,0.12571
428,428,2008,Second Stage of Tertiary Education,female,"Yes, definitely",0.19593,91,7421,0.16265,0.23322
429,429,2009,Pre-primary Level,male,"Yes, definitely",1.0,106,6868,0.83146,1.19993
430,430,2009,Pre-primary Level,female,"Yes, definitely",1.0,94,6868,0.78725,1.26206
431,431,2009,Primary Level,female,"No, definitely not",1.0,45,6868,0.78149,1.22073
432,432,2009,Lower Secondary Level,male,"No, definitely not",0.60489,132,6868,0.53702,0.68691
433,433,2009,Lower Secondary Level,male,"Yes, definitely",0.39511,83,6868,0.33205,0.47246
434,434,2009,Lower Secondary Level,female,"No, definitely not",0.83092,679,6868,0.78893,0.87596
435,435,2009,Lower Secondary Level,female,Probably,0.05124,46,6868,0.04126,0.06323
436,436,2009,Lower Secondary Level,female,"Yes, definitely",0.11784,100,6868,0.09744,0.13748
437,437,2009,Upper Secondary Level,male,"No, definitely not",0.72001,1201,6868,0.69328,0.74919
438,438,2009,Upper Secondary Level,male,Probably not,0.02476,40,6868,0.01872,0.03163
439,439,2009,Upper Secondary Level,male,Probably,0.04665,62,6868,0.03624,0.05777
440,440,2009,Upper Secondary Level,male,"Yes, definitely",0.20858,334,6868,0.18389,0.2305
441,441,2009,Upper Secondary Level,female,"No, definitely not",0.75755,1641,6868,0.73199,0.78703
442,442,2009,Upper Secondary Level,female,Probably not,0.03152,77,6868,0.02572,0.03763
443,443,2009,Upper Secondary Level,female,Probably,0.06701,131,6868,0.05474,0.07868
444,444,2009,Upper Secondary Level,female,"Yes, definitely",0.14391,364,6868,0.13074,0.15727
445,445,2009,Post-secondary Non-tertiary Level,male,"No, definitely not",1.0,50,6868,0.76779,1.2153
446,446,2009,Post-secondary Non-tertiary Level,female,"No, definitely not",0.54635,93,6868,0.47915,0.6181
447,447,2009,Post-secondary Non-tertiary Level,female,Probably,0.2021,33,6868,0.15213,0.278
448,448,2009,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.25155,49,6868,0.1896,0.32642
449,449,2009,First Stage of Tertiary Education,male,"No, definitely not",1.0,248,6868,0.90203,1.10775
450,450,2009,First Stage of Tertiary Education,female,"No, definitely not",1.0,133,6868,0.87184,1.15428
451,451,2009,Second Stage of Tertiary Education,male,"No, definitely not",0.88737,597,6868,0.82104,0.95138
452,452,2009,Second Stage of Tertiary Education,male,"Yes, definitely",0.11263,48,6868,0.08415,0.14635
453,453,2009,Second Stage of Tertiary Education,female,"No, definitely not",0.71362,353,6868,0.65252,0.78499
454,454,2009,Second Stage of Tertiary Education,female,Probably,0.10176,40,6868,0.07655,0.12669
455,455,2009,Second Stage of Tertiary Education,female,"Yes, definitely",0.18462,89,6868,0.14436,0.22868
456,456,2010,Pre-primary Level,male,"Yes, definitely",1.0,146,9089,0.80177,1.20955
457,457,2010,Pre-primary Level,female,"Yes, definitely",1.0,137,9089,0.82553,1.21504
458,458,2010,Primary Level,female,"No, definitely not",0.66134,62,9089,0.50425,0.83563
459,459,2010,Primary Level,female,Probably,0.17308,37,9089,0.09231,0.26759
460,460,2010,Primary Level,female,"Yes, definitely",0.16558,51,9089,0.12008,0.21605
461,461,2010,Lower Secondary Level,male,"No, definitely not",0.54812,131,9089,0.47893,0.62766
462,462,2010,Lower Secondary Level,male,"Yes, definitely",0.45188,150,9089,0.32847,0.56952
463,463,2010,Lower Secondary Level,female,"No, definitely not",0.80744,654,9089,0.76404,0.85909
464,464,2010,Lower Secondary Level,female,Probably not,0.01922,46,9089,0.0106,0.03049
465,465,2010,Lower Secondary Level,female,Probably,0.05091,129,9089,0.03786,0.06708
466,466,2010,Lower Secondary Level,female,"Yes, definitely",0.12242,277,9089,0.1028,0.14336
467,467,2010,Upper Secondary Level,male,"No, definitely not",0.69952,1125,9089,0.66383,0.73067
468,468,2010,Upper Secondary Level,male,Probably not,0.03046,50,9089,0.02175,0.04148
469,469,2010,Upper Secondary Level,male,Probably,0.05259,79,9089,0.04207,0.06538
470,470,2010,Upper Secondary Level,male,"Yes, definitely",0.21742,456,9089,0.18927,0.24589
471,471,2010,Upper Secondary Level,female,"No, definitely not",0.73777,1576,9089,0.70621,0.76587
472,472,2010,Upper Secondary Level,female,Probably not,0.03773,166,9089,0.03057,0.04558
473,473,2010,Upper Secondary Level,female,Probably,0.06134,397,9089,0.05267,0.07266
474,474,2010,Upper Secondary Level,female,"Yes, definitely",0.16317,948,9089,0.14894,0.1819
475,475,2010,Post-secondary Non-tertiary Level,male,"No, definitely not",0.67688,48,9089,0.49186,0.82136
476,476,2010,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.32312,52,9089,0.23328,0.44192
477,477,2010,Post-secondary Non-tertiary Level,female,"No, definitely not",0.54499,104,9089,0.44597,0.62612
478,478,2010,Post-secondary Non-tertiary Level,female,Probably,0.12391,79,9089,0.08637,0.17713
479,479,2010,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.3311,210,9089,0.27955,0.39358
480,480,2010,First Stage of Tertiary Education,male,"No, definitely not",1.0,234,9089,0.90041,1.101
481,481,2010,First Stage of Tertiary Education,female,"No, definitely not",0.87253,139,9089,0.72121,1.01228
482,482,2010,First Stage of Tertiary Education,female,"Yes, definitely",0.12747,50,9089,0.07396,0.19474
483,483,2010,Second Stage of Tertiary Education,male,"No, definitely not",0.86204,594,9089,0.79283,0.92109
484,484,2010,Second Stage of Tertiary Education,male,"Yes, definitely",0.13796,87,9089,0.09434,0.18431
485,485,2010,Second Stage of Tertiary Education,female,"No, definitely not",0.65849,372,9089,0.57926,0.72308
486,486,2010,Second Stage of Tertiary Education,female,Probably not,0.04519,32,9089,0.02682,0.0695
487,487,2010,Second Stage of Tertiary Education,female,Probably,0.08237,101,9089,0.05136,0.11984
488,488,2010,Second Stage of Tertiary Education,female,"Yes, definitely",0.21395,370,9089,0.18754,0.24777
489,489,2011,Pre-primary Level,male,"Yes, definitely",1.0,165,10487,0.85102,1.13405
490,490,2011,Pre-primary Level,female,"Yes, definitely",1.0,158,10487,0.87501,1.14073
491,491,2011,Primary Level,female,"No, definitely not",0.82021,87,10487,0.65973,0.97464
492,492,2011,Primary Level,female,"Yes, definitely",0.17979,56,10487,0.13058,0.23062
493,493,2011,Lower Secondary Level,male,"No, definitely not",0.57991,191,10487,0.51094,0.64263
494,494,2011,Lower Secondary Level,male,Probably,0.08388,31,10487,0.04108,0.13351
495,495,2011,Lower Secondary Level,male,"Yes, definitely",0.33621,143,10487,0.27337,0.40337
496,496,2011,Lower Secondary Level,female,"No, definitely not",0.83184,876,10487,0.79207,0.87426
497,497,2011,Lower Secondary Level,female,Probably not,0.02315,55,10487,0.01523,0.03171
498,498,2011,Lower Secondary Level,female,Probably,0.04396,126,10487,0.03555,0.05298
499,499,2011,Lower Secondary Level,female,"Yes, definitely",0.10105,267,10487,0.08586,0.12125
500,500,2011,Upper Secondary Level,male,"No, definitely not",0.72846,1539,10487,0.7002,0.76206
501,501,2011,Upper Secondary Level,male,Probably not,0.0283,62,10487,0.02122,0.0378
502,502,2011,Upper Secondary Level,male,Probably,0.04492,85,10487,0.03522,0.05441
503,503,2011,Upper Secondary Level,male,"Yes, definitely",0.19832,453,10487,0.18245,0.21811
504,504,2011,Upper Secondary Level,female,"No, definitely not",0.74627,2048,10487,0.72136,0.77723
505,505,2011,Upper Secondary Level,female,Probably not,0.04195,200,10487,0.03498,0.05021
506,506,2011,Upper Secondary Level,female,Probably,0.0547,349,10487,0.04683,0.06263
507,507,2011,Upper Secondary Level,female,"Yes, definitely",0.15708,918,10487,0.14425,0.17186
508,508,2011,Post-secondary Non-tertiary Level,male,"No, definitely not",0.54293,62,10487,0.42127,0.69032
509,509,2011,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.45707,67,10487,0.36432,0.57154
510,510,2011,Post-secondary Non-tertiary Level,female,"No, definitely not",0.53442,128,10487,0.45516,0.59888
511,511,2011,Post-secondary Non-tertiary Level,female,Probably,0.13456,83,10487,0.10632,0.1742
512,512,2011,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.33102,178,10487,0.27933,0.39106
513,513,2011,First Stage of Tertiary Education,male,"No, definitely not",1.0,296,10487,0.90201,1.10639
514,514,2011,First Stage of Tertiary Education,female,"No, definitely not",0.85715,150,10487,0.72372,1.01876
515,515,2011,First Stage of Tertiary Education,female,"Yes, definitely",0.14285,49,10487,0.09154,0.19829
516,516,2011,Second Stage of Tertiary Education,male,"No, definitely not",0.93102,744,10487,0.85973,0.99005
517,517,2011,Second Stage of Tertiary Education,male,"Yes, definitely",0.06898,71,10487,0.05655,0.08388
518,518,2011,Second Stage of Tertiary Education,female,"No, definitely not",0.62953,451,10487,0.56688,0.69512
519,519,2011,Second Stage of Tertiary Education,female,Probably not,0.04903,49,10487,0.03238,0.06845
520,520,2011,Second Stage of Tertiary Education,female,Probably,0.0868,96,10487,0.05996,0.11407
521,521,2011,Second Stage of Tertiary Education,female,"Yes, definitely",0.23464,254,10487,0.19708,0.27724
522,522,2012,Pre-primary Level,male,"Yes, definitely",1.0,149,10114,0.85438,1.16901
523,523,2012,Pre-primary Level,female,"Yes, definitely",1.0,163,10114,0.85068,1.17935
524,524,2012,Primary Level,female,"No, definitely not",0.67869,75,10114,0.52741,0.79968
525,525,2012,Primary Level,female,Probably,0.14244,32,10114,0.09084,0.21242
526,526,2012,Primary Level,female,"Yes, definitely",0.17887,42,10114,0.13166,0.23913
527,527,2012,Lower Secondary Level,male,"No, definitely not",0.58243,204,10114,0.52044,0.65653
528,528,2012,Lower Secondary Level,male,Probably,0.0676,31,10114,0.039,0.10447
529,529,2012,Lower Secondary Level,male,"Yes, definitely",0.34996,142,10114,0.29118,0.41359
530,530,2012,Lower Secondary Level,female,"No, definitely not",0.81947,807,10114,0.78064,0.86231
531,531,2012,Lower Secondary Level,female,Probably not,0.01977,54,10114,0.01509,0.02452
532,532,2012,Lower Secondary Level,female,Probably,0.05745,130,10114,0.0461,0.07043
533,533,2012,Lower Secondary Level,female,"Yes, definitely",0.1033,240,10114,0.08762,0.1222
534,534,2012,Upper Secondary Level,male,"No, definitely not",0.71437,1524,10114,0.6864,0.74048
535,535,2012,Upper Secondary Level,male,Probably not,0.04411,83,10114,0.03649,0.05423
536,536,2012,Upper Secondary Level,male,Probably,0.045,81,10114,0.03677,0.05674
537,537,2012,Upper Secondary Level,male,"Yes, definitely",0.19651,434,10114,0.17489,0.2199
538,538,2012,Upper Secondary Level,female,"No, definitely not",0.73611,2027,10114,0.71199,0.763
539,539,2012,Upper Secondary Level,female,Probably not,0.03908,170,10114,0.03266,0.04652
540,540,2012,Upper Secondary Level,female,Probably,0.06361,327,10114,0.05508,0.07329
541,541,2012,Upper Secondary Level,female,"Yes, definitely",0.1612,769,10114,0.14521,0.17614
542,542,2012,Post-secondary Non-tertiary Level,male,"No, definitely not",0.65882,65,10114,0.55021,0.80503
543,543,2012,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.34118,44,10114,0.27398,0.41659
544,544,2012,Post-secondary Non-tertiary Level,female,"No, definitely not",0.53787,106,10114,0.45313,0.61656
545,545,2012,Post-secondary Non-tertiary Level,female,Probably,0.14946,72,10114,0.11567,0.19006
546,546,2012,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.31267,148,10114,0.25736,0.3667
547,547,2012,First Stage of Tertiary Education,male,"No, definitely not",1.0,295,10114,0.9022,1.09792
548,548,2012,First Stage of Tertiary Education,female,"No, definitely not",0.82757,152,10114,0.72399,0.9676
549,549,2012,First Stage of Tertiary Education,female,"Yes, definitely",0.17243,47,10114,0.09703,0.26327
550,550,2012,Second Stage of Tertiary Education,male,"No, definitely not",0.91465,758,10114,0.8529,0.98425
551,551,2012,Second Stage of Tertiary Education,male,"Yes, definitely",0.08535,71,10114,0.06903,0.10457
552,552,2012,Second Stage of Tertiary Education,female,"No, definitely not",0.65625,486,10114,0.61143,0.71722
553,553,2012,Second Stage of Tertiary Education,female,Probably not,0.0278,36,10114,0.02072,0.03969
554,554,2012,Second Stage of Tertiary Education,female,Probably,0.05906,76,10114,0.04353,0.07648
555,555,2012,Second Stage of Tertiary Education,female,"Yes, definitely",0.25688,274,10114,0.21906,0.30218
556,556,2013,Pre-primary Level,male,"Yes, definitely",1.0,228,10841,0.83081,1.21063
557,557,2013,Pre-primary Level,female,"Yes, definitely",1.0,202,10841,0.84257,1.20202
558,558,2013,Primary Level,male,"No, definitely not",0.58357,45,10841,0.41958,0.76356
559,559,2013,Primary Level,male,"Yes, definitely",0.41643,59,10841,0.30934,0.55753
560,560,2013,Primary Level,female,"No, definitely not",0.64669,105,10841,0.51261,0.79266
561,561,2013,Primary Level,female,Probably,0.13136,53,10841,0.10055,0.1639
562,562,2013,Primary Level,female,"Yes, definitely",0.22194,70,10841,0.17204,0.28854
563,563,2013,Lower Secondary Level,male,"No, definitely not",0.56334,208,10841,0.51174,0.61923
564,564,2013,Lower Secondary Level,male,Probably,0.06571,37,10841,0.04095,0.10308
565,565,2013,Lower Secondary Level,male,"Yes, definitely",0.37095,228,10841,0.31817,0.43442
566,566,2013,Lower Secondary Level,female,"No, definitely not",0.78146,786,10841,0.74683,0.81284
567,567,2013,Lower Secondary Level,female,Probably not,0.02737,71,10841,0.01776,0.03887
568,568,2013,Lower Secondary Level,female,Probably,0.06449,171,10841,0.05442,0.07873
569,569,2013,Lower Secondary Level,female,"Yes, definitely",0.12668,349,10841,0.10932,0.14915
570,570,2013,Upper Secondary Level,male,"No, definitely not",0.72299,1451,10841,0.69328,0.75256
571,571,2013,Upper Secondary Level,male,Probably not,0.04258,80,10841,0.03379,0.052
572,572,2013,Upper Secondary Level,male,Probably,0.04193,91,10841,0.0318,0.05323
573,573,2013,Upper Secondary Level,male,"Yes, definitely",0.1925,509,10841,0.17415,0.21327
574,574,2013,Upper Secondary Level,female,"No, definitely not",0.74961,1937,10841,0.72207,0.77469
575,575,2013,Upper Secondary Level,female,Probably not,0.03882,186,10841,0.03318,0.0443
576,576,2013,Upper Secondary Level,female,Probably,0.05823,322,10841,0.04895,0.06836
577,577,2013,Upper Secondary Level,female,"Yes, definitely",0.15334,839,10841,0.13762,0.16538
578,578,2013,Post-secondary Non-tertiary Level,male,"No, definitely not",0.59032,75,10841,0.45438,0.72295
579,579,2013,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.40968,69,10841,0.30837,0.53494
580,580,2013,Post-secondary Non-tertiary Level,female,"No, definitely not",0.50525,121,10841,0.42218,0.59536
581,581,2013,Post-secondary Non-tertiary Level,female,Probably not,0.07145,31,10841,0.03799,0.11764
582,582,2013,Post-secondary Non-tertiary Level,female,Probably,0.09071,70,10841,0.06527,0.12114
583,583,2013,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.33259,180,10841,0.26056,0.42755
