,Unnamed: 0,year,pgisced97,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
293,293,2004,Lower Secondary Level,East,"Yes, definitely",0.32459,72,8638,0.2703,0.37502
294,294,2004,Upper Secondary Level,West,"No, definitely not",0.73668,2331,8638,0.71714,0.7567
295,295,2004,Upper Secondary Level,West,Probably not,0.03145,122,8638,0.02729,0.03639
296,296,2004,Upper Secondary Level,West,Probably,0.06054,229,8638,0.05392,0.06825
297,297,2004,Upper Secondary Level,West,"Yes, definitely",0.17133,657,8638,0.16262,0.1813
298,298,2004,Upper Secondary Level,East,"No, definitely not",0.61615,794,8638,0.59061,0.64412
299,299,2004,Upper Secondary Level,East,Probably not,0.04016,48,8638,0.03109,0.04939
300,300,2004,Upper Secondary Level,East,Probably,0.06845,91,8638,0.05821,0.07839
301,301,2004,Upper Secondary Level,East,"Yes, definitely",0.27524,402,8638,0.25227,0.29502
302,302,2004,Post-secondary Non-tertiary Level,West,"No, definitely not",0.60146,154,8638,0.53818,0.66565
303,303,2004,Post-secondary Non-tertiary Level,West,Probably,0.07923,33,8638,0.06006,0.10581
304,304,2004,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.3193,96,8638,0.27138,0.36543
305,305,2004,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,32,8638,0.68257,1.34598
306,306,2004,First Stage of Tertiary Education,West,"No, definitely not",0.89782,262,8638,0.83602,0.96572
307,307,2004,First Stage of Tertiary Education,West,"Yes, definitely",0.10218,45,8638,0.07824,0.13127
308,308,2004,First Stage of Tertiary Education,East,"No, definitely not",1.0,128,8638,0.90748,1.09959
309,309,2004,Second Stage of Tertiary Education,West,"No, definitely not",0.72818,519,8638,0.67395,0.77725
310,310,2004,Second Stage of Tertiary Education,West,Probably,0.09207,54,8638,0.07534,0.11024
311,311,2004,Second Stage of Tertiary Education,West,"Yes, definitely",0.17974,111,8638,0.14883,0.21694
312,312,2004,Second Stage of Tertiary Education,East,"No, definitely not",0.86794,319,8638,0.82573,0.91914
313,313,2004,Second Stage of Tertiary Education,East,"Yes, definitely",0.13206,63,8638,0.1059,0.1632
314,314,2005,Pre-primary Level,West,"No, definitely not",0.13683,54,8340,0.10584,0.17538
315,315,2005,Pre-primary Level,West,Probably,0.08942,34,8340,0.07008,0.11863
316,316,2005,Pre-primary Level,West,"Yes, definitely",0.77375,350,8340,0.70629,0.86724
317,317,2005,Pre-primary Level,East,"Yes, definitely",1.0,106,8340,0.85863,1.19013
318,318,2005,Primary Level,West,"No, definitely not",1.0,110,8340,0.83377,1.14867
319,319,2005,Lower Secondary Level,West,"No, definitely not",0.77559,893,8340,0.74081,0.80434
320,320,2005,Lower Secondary Level,West,Probably,0.05101,65,8340,0.04081,0.06294
321,321,2005,Lower Secondary Level,West,"Yes, definitely",0.1734,217,8340,0.15717,0.1924
322,322,2005,Lower Secondary Level,East,"No, definitely not",0.69045,136,8340,0.6448,0.76591
323,323,2005,Lower Secondary Level,East,"Yes, definitely",0.30955,64,8340,0.25391,0.36987
324,324,2005,Upper Secondary Level,West,"No, definitely not",0.74296,2247,8340,0.7219,0.76496
325,325,2005,Upper Secondary Level,West,Probably not,0.03041,116,8340,0.02646,0.03424
326,326,2005,Upper Secondary Level,West,Probably,0.05919,210,8340,0.05217,0.06691
327,327,2005,Upper Secondary Level,West,"Yes, definitely",0.16745,574,8340,0.15677,0.17745
328,328,2005,Upper Secondary Level,East,"No, definitely not",0.58835,761,8340,0.56301,0.60961
329,329,2005,Upper Secondary Level,East,Probably not,0.0443,55,8340,0.03652,0.05291
330,330,2005,Upper Secondary Level,East,Probably,0.05956,81,8340,0.04981,0.06903
331,331,2005,Upper Secondary Level,East,"Yes, definitely",0.3078,421,8340,0.28991,0.33285
332,332,2005,Post-secondary Non-tertiary Level,West,"No, definitely not",0.58227,155,8340,0.5218,0.63814
333,333,2005,Post-secondary Non-tertiary Level,West,Probably,0.12491,36,8340,0.09112,0.16052
334,334,2005,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.29282,79,8340,0.23636,0.35277
335,335,2005,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,36,8340,0.66329,1.43154
336,336,2005,First Stage of Tertiary Education,West,"No, definitely not",0.85733,241,8340,0.78909,0.91404
337,337,2005,First Stage of Tertiary Education,West,"Yes, definitely",0.14267,49,8340,0.10701,0.18281
338,338,2005,First Stage of Tertiary Education,East,"No, definitely not",1.0,137,8340,0.90531,1.09208
339,339,2005,Second Stage of Tertiary Education,West,"No, definitely not",0.69198,538,8340,0.6348,0.74316
340,340,2005,Second Stage of Tertiary Education,West,Probably not,0.04354,35,8340,0.03175,0.06385
341,341,2005,Second Stage of Tertiary Education,West,Probably,0.08964,51,8340,0.07057,0.10808
342,342,2005,Second Stage of Tertiary Education,West,"Yes, definitely",0.17484,108,8340,0.1469,0.20145
343,343,2005,Second Stage of Tertiary Education,East,"No, definitely not",0.8629,322,8340,0.80984,0.91779
344,344,2005,Second Stage of Tertiary Education,East,"Yes, definitely",0.1371,59,8340,0.10274,0.17626
345,345,2006,Pre-primary Level,West,"No, definitely not",0.19369,33,8944,0.14622,0.25448
346,346,2006,Pre-primary Level,West,"Yes, definitely",0.80631,213,8944,0.71508,0.90109
347,347,2006,Pre-primary Level,East,"Yes, definitely",1.0,52,8944,0.79582,1.18868
348,348,2006,Primary Level,West,"No, definitely not",1.0,103,8944,0.86281,1.14691
349,349,2006,Lower Secondary Level,West,"No, definitely not",0.77648,957,8944,0.74342,0.80424
350,350,2006,Lower Secondary Level,West,Probably,0.05572,68,8944,0.04646,0.0652
351,351,2006,Lower Secondary Level,West,"Yes, definitely",0.1678,237,8944,0.14924,0.18407
352,352,2006,Lower Secondary Level,East,"No, definitely not",0.72656,154,8944,0.66868,0.797
353,353,2006,Lower Secondary Level,East,"Yes, definitely",0.27344,61,8944,0.22525,0.32154
354,354,2006,Upper Secondary Level,West,"No, definitely not",0.72984,2557,8944,0.71251,0.74801
355,355,2006,Upper Secondary Level,West,Probably not,0.03221,130,8944,0.02825,0.03631
356,356,2006,Upper Secondary Level,West,Probably,0.05374,218,8944,0.04725,0.06066
357,357,2006,Upper Secondary Level,West,"Yes, definitely",0.18422,655,8944,0.17361,0.19579
358,358,2006,Upper Secondary Level,East,"No, definitely not",0.61273,849,8944,0.58466,0.63327
359,359,2006,Upper Secondary Level,East,Probably not,0.04392,65,8944,0.03646,0.05322
360,360,2006,Upper Secondary Level,East,Probably,0.05487,76,8944,0.04615,0.06565
361,361,2006,Upper Secondary Level,East,"Yes, definitely",0.28848,416,8944,0.26827,0.31009
362,362,2006,Post-secondary Non-tertiary Level,West,"No, definitely not",0.55218,156,8944,0.49605,0.62055
363,363,2006,Post-secondary Non-tertiary Level,West,Probably,0.13138,41,8944,0.08979,0.17024
364,364,2006,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.31643,97,8944,0.27126,0.35286
365,365,2006,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,32,8944,0.79058,1.30791
366,366,2006,First Stage of Tertiary Education,West,"No, definitely not",0.87502,287,8944,0.80906,0.94198
367,367,2006,First Stage of Tertiary Education,West,"Yes, definitely",0.12498,48,8944,0.10165,0.15578
368,368,2006,First Stage of Tertiary Education,East,"No, definitely not",1.0,156,8944,0.91328,1.0927
369,369,2006,Second Stage of Tertiary Education,West,"No, definitely not",0.68324,628,8944,0.63373,0.72546
370,370,2006,Second Stage of Tertiary Education,West,Probably not,0.04349,38,8944,0.03043,0.05729
371,371,2006,Second Stage of Tertiary Education,West,Probably,0.08335,54,8944,0.06793,0.1035
372,372,2006,Second Stage of Tertiary Education,West,"Yes, definitely",0.18993,137,8944,0.1682,0.21099
373,373,2006,Second Stage of Tertiary Education,East,"No, definitely not",0.85105,363,8944,0.80274,0.91568
374,374,2006,Second Stage of Tertiary Education,East,"Yes, definitely",0.14895,63,8944,0.11267,0.18836
375,375,2007,Pre-primary Level,West,"No, definitely not",0.16917,31,8047,0.11877,0.22282
376,376,2007,Pre-primary Level,West,"Yes, definitely",0.83083,171,8047,0.71328,0.93382
377,377,2007,Pre-primary Level,East,"Yes, definitely",1.0,54,8047,0.74153,1.29886
378,378,2007,Primary Level,West,"No, definitely not",1.0,90,8047,0.85364,1.16686
379,379,2007,Lower Secondary Level,West,"No, definitely not",0.77276,860,8047,0.741,0.81161
380,380,2007,Lower Secondary Level,West,Probably,0.05825,62,8047,0.04752,0.07093
381,381,2007,Lower Secondary Level,West,"Yes, definitely",0.16899,207,8047,0.14981,0.18542
382,382,2007,Lower Secondary Level,East,"No, definitely not",0.69501,132,8047,0.62708,0.76341
383,383,2007,Lower Secondary Level,East,"Yes, definitely",0.30499,52,8047,0.2417,0.36891
384,384,2007,Upper Secondary Level,West,"No, definitely not",0.749,2361,8047,0.72827,0.76857
385,385,2007,Upper Secondary Level,West,Probably not,0.03386,112,8047,0.02907,0.03874
386,386,2007,Upper Secondary Level,West,Probably,0.0562,171,8047,0.04972,0.06315
387,387,2007,Upper Secondary Level,West,"Yes, definitely",0.16094,539,8047,0.15115,0.17435
388,388,2007,Upper Secondary Level,East,"No, definitely not",0.64255,814,8047,0.61378,0.6771
389,389,2007,Upper Secondary Level,East,Probably not,0.04462,46,8047,0.03354,0.05434
390,390,2007,Upper Secondary Level,East,Probably,0.05367,73,8047,0.04468,0.06398
391,391,2007,Upper Secondary Level,East,"Yes, definitely",0.25916,323,8047,0.24005,0.27826
392,392,2007,Post-secondary Non-tertiary Level,West,"No, definitely not",0.56263,157,8047,0.50361,0.62411
393,393,2007,Post-secondary Non-tertiary Level,West,Probably,0.1493,38,8047,0.11009,0.18912
394,394,2007,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.28807,85,8047,0.23714,0.34993
395,395,2007,First Stage of Tertiary Education,West,"No, definitely not",0.86188,267,8047,0.79078,0.91983
396,396,2007,First Stage of Tertiary Education,West,"Yes, definitely",0.13812,38,8047,0.10149,0.1745
397,397,2007,First Stage of Tertiary Education,East,"No, definitely not",1.0,151,8047,0.8945,1.12993
398,398,2007,Second Stage of Tertiary Education,West,"No, definitely not",0.73867,625,8047,0.68641,0.78605
399,399,2007,Second Stage of Tertiary Education,West,Probably not,0.04422,32,8047,0.03139,0.06164
400,400,2007,Second Stage of Tertiary Education,West,Probably,0.07095,44,8047,0.05593,0.08909
401,401,2007,Second Stage of Tertiary Education,West,"Yes, definitely",0.14617,99,8047,0.12296,0.1733
402,402,2007,Second Stage of Tertiary Education,East,"No, definitely not",0.84895,356,8047,0.78417,0.91394
403,403,2007,Second Stage of Tertiary Education,East,"Yes, definitely",0.15105,57,8047,0.11537,0.19387
404,404,2008,Pre-primary Level,West,"Yes, definitely",1.0,193,7468,0.87093,1.13809
405,405,2008,Pre-primary Level,East,"Yes, definitely",1.0,54,7468,0.68504,1.30797
406,406,2008,Primary Level,West,"No, definitely not",1.0,72,7468,0.80024,1.19196
407,407,2008,Lower Secondary Level,West,"No, definitely not",0.80424,785,7468,0.76924,0.84412
408,408,2008,Lower Secondary Level,West,Probably,0.0349,46,7468,0.02686,0.04292
409,409,2008,Lower Secondary Level,West,"Yes, definitely",0.16085,164,7468,0.14044,0.18051
410,410,2008,Lower Secondary Level,East,"No, definitely not",0.69848,124,7468,0.62938,0.78201
411,411,2008,Lower Secondary Level,East,"Yes, definitely",0.30152,49,7468,0.24285,0.36066
412,412,2008,Upper Secondary Level,West,"No, definitely not",0.76645,2246,7468,0.74479,0.78584
413,413,2008,Upper Secondary Level,West,Probably not,0.03466,111,7468,0.02878,0.04028
414,414,2008,Upper Secondary Level,West,Probably,0.04628,145,7468,0.04001,0.0524
415,415,2008,Upper Secondary Level,West,"Yes, definitely",0.15261,464,7468,0.1395,0.16835
416,416,2008,Upper Secondary Level,East,"No, definitely not",0.64669,771,7468,0.61597,0.6762
417,417,2008,Upper Secondary Level,East,Probably not,0.04921,53,7468,0.0411,0.05941
418,418,2008,Upper Secondary Level,East,Probably,0.0547,48,7468,0.04016,0.07137
419,419,2008,Upper Secondary Level,East,"Yes, definitely",0.24941,299,7468,0.22672,0.27283
420,420,2008,Post-secondary Non-tertiary Level,West,"No, definitely not",0.63043,147,7468,0.55087,0.70835
421,421,2008,Post-secondary Non-tertiary Level,West,Probably,0.12323,33,7468,0.08874,0.16197
422,422,2008,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.24634,60,7468,0.1948,0.29943
423,423,2008,First Stage of Tertiary Education,West,"No, definitely not",0.89111,253,7468,0.81032,0.96562
424,424,2008,First Stage of Tertiary Education,West,"Yes, definitely",0.10889,31,7468,0.07924,0.14451
425,425,2008,First Stage of Tertiary Education,East,"No, definitely not",1.0,145,7468,0.9057,1.10652
426,426,2008,Second Stage of Tertiary Education,West,"No, definitely not",0.79906,639,7468,0.75421,0.85174
427,427,2008,Second Stage of Tertiary Education,West,Probably,0.06702,48,7468,0.04866,0.08452
428,428,2008,Second Stage of Tertiary Education,West,"Yes, definitely",0.13392,84,7468,0.10622,0.16287
429,429,2008,Second Stage of Tertiary Education,East,"No, definitely not",0.89489,362,7468,0.8182,0.96101
430,430,2008,Second Stage of Tertiary Education,East,"Yes, definitely",0.10511,42,7468,0.07609,0.13618
431,431,2009,Pre-primary Level,West,"Yes, definitely",1.0,164,6868,0.85472,1.15066
432,432,2009,Pre-primary Level,East,"Yes, definitely",1.0,36,6868,0.73487,1.35113
433,433,2009,Primary Level,West,"No, definitely not",1.0,61,6868,0.81933,1.18914
434,434,2009,Lower Secondary Level,West,"No, definitely not",0.78033,695,6868,0.74018,0.82192
435,435,2009,Lower Secondary Level,West,Probably,0.05844,56,6868,0.04602,0.07344
436,436,2009,Lower Secondary Level,West,"Yes, definitely",0.16123,152,6868,0.14128,0.1779
437,437,2009,Lower Secondary Level,East,"No, definitely not",0.72909,116,6868,0.6329,0.83814
438,438,2009,Lower Secondary Level,East,"Yes, definitely",0.27091,31,6868,0.1993,0.37819
439,439,2009,Upper Secondary Level,West,"No, definitely not",0.76621,2093,6868,0.74135,0.78944
440,440,2009,Upper Secondary Level,West,Probably not,0.02721,75,6868,0.02221,0.03213
441,441,2009,Upper Secondary Level,West,Probably,0.05139,129,6868,0.04398,0.05986
442,442,2009,Upper Secondary Level,West,"Yes, definitely",0.15518,434,6868,0.14006,0.17066
443,443,2009,Upper Secondary Level,East,"No, definitely not",0.65345,749,6868,0.61714,0.68849
444,444,2009,Upper Secondary Level,East,Probably not,0.03382,42,6868,0.02832,0.04066
445,445,2009,Upper Secondary Level,East,Probably,0.08329,64,6868,0.06143,0.10821
446,446,2009,Upper Secondary Level,East,"Yes, definitely",0.22944,264,6868,0.20879,0.25627
447,447,2009,Post-secondary Non-tertiary Level,West,"No, definitely not",0.62279,127,6868,0.5425,0.70757
448,448,2009,Post-secondary Non-tertiary Level,West,Probably,0.16489,34,6868,0.12207,0.22701
449,449,2009,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.21232,47,6868,0.16255,0.27548
450,450,2009,First Stage of Tertiary Education,West,"No, definitely not",1.0,247,6868,0.90261,1.09569
451,451,2009,First Stage of Tertiary Education,East,"No, definitely not",1.0,134,6868,0.86425,1.1578
452,452,2009,Second Stage of Tertiary Education,West,"No, definitely not",0.76898,592,6868,0.70764,0.82771
453,453,2009,Second Stage of Tertiary Education,West,Probably,0.05077,31,6868,0.03836,0.0657
454,454,2009,Second Stage of Tertiary Education,West,"Yes, definitely",0.18025,102,6868,0.15169,0.21644
455,455,2009,Second Stage of Tertiary Education,East,"No, definitely not",0.93714,358,6868,0.85417,1.0299
456,456,2009,Second Stage of Tertiary Education,East,"Yes, definitely",0.06286,35,6868,0.04542,0.08306
457,457,2010,Pre-primary Level,West,"No, definitely not",0.18497,31,9160,0.11163,0.26373
458,458,2010,Pre-primary Level,West,"Yes, definitely",0.81503,246,9160,0.67501,0.93116
459,459,2010,Pre-primary Level,East,"Yes, definitely",1.0,37,9160,0.74692,1.27795
460,460,2010,Primary Level,West,"No, definitely not",0.63713,83,9160,0.51252,0.76498
461,461,2010,Primary Level,West,Probably,0.11187,39,9160,0.06829,0.17441
462,462,2010,Primary Level,West,"Yes, definitely",0.251,67,9160,0.15598,0.37048
463,463,2010,Lower Secondary Level,West,"No, definitely not",0.74079,681,9160,0.69865,0.77594
464,464,2010,Lower Secondary Level,West,Probably not,0.01844,47,9160,0.01151,0.02849
465,465,2010,Lower Secondary Level,West,Probably,0.05059,131,9160,0.03769,0.06699
466,466,2010,Lower Secondary Level,West,"Yes, definitely",0.19017,353,9160,0.16485,0.22017
467,467,2010,Lower Secondary Level,East,"No, definitely not",0.73152,104,9160,0.63664,0.83518
468,468,2010,Lower Secondary Level,East,"Yes, definitely",0.26848,74,9160,0.16704,0.39618
469,469,2010,Upper Secondary Level,West,"No, definitely not",0.74241,2014,9160,0.72054,0.76727
470,470,2010,Upper Secondary Level,West,Probably not,0.03514,160,9160,0.02762,0.04254
471,471,2010,Upper Secondary Level,West,Probably,0.05301,364,9160,0.04423,0.06436
472,472,2010,Upper Secondary Level,West,"Yes, definitely",0.16944,973,9160,0.15198,0.18582
473,473,2010,Upper Secondary Level,East,"No, definitely not",0.64066,687,9160,0.60722,0.67598
474,474,2010,Upper Secondary Level,East,Probably not,0.03264,56,9160,0.02469,0.04104
475,475,2010,Upper Secondary Level,East,Probably,0.07529,112,9160,0.05855,0.09631
476,476,2010,Upper Secondary Level,East,"Yes, definitely",0.2514,431,9160,0.2221,0.2859
477,477,2010,Post-secondary Non-tertiary Level,West,"No, definitely not",0.61636,140,9160,0.53637,0.71737
478,478,2010,Post-secondary Non-tertiary Level,West,Probably,0.10449,76,9160,0.06827,0.14932
479,479,2010,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.27915,205,9160,0.22236,0.33903
480,480,2010,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,57,9160,0.6327,1.44437
481,481,2010,First Stage of Tertiary Education,West,"No, definitely not",0.88484,240,9160,0.77951,0.98047
482,482,2010,First Stage of Tertiary Education,West,"Yes, definitely",0.11516,62,9160,0.07552,0.15762
483,483,2010,First Stage of Tertiary Education,East,"No, definitely not",1.0,133,9160,0.87331,1.13848
484,484,2010,Second Stage of Tertiary Education,West,"No, definitely not",0.71463,611,9160,0.65896,0.76562
485,485,2010,Second Stage of Tertiary Education,West,Probably not,0.02809,35,9160,0.0149,0.04118
486,486,2010,Second Stage of Tertiary Education,West,Probably,0.05544,99,9160,0.03655,0.0803
487,487,2010,Second Stage of Tertiary Education,West,"Yes, definitely",0.20184,363,9160,0.16133,0.24339
488,488,2010,Second Stage of Tertiary Education,East,"No, definitely not",0.90248,355,9160,0.81571,0.98316
489,489,2010,Second Stage of Tertiary Education,East,"Yes, definitely",0.09752,94,9160,0.07406,0.12101
490,490,2011,Pre-primary Level,West,"No, definitely not",0.15466,35,10561,0.10389,0.21696
491,491,2011,Pre-primary Level,West,"Yes, definitely",0.84534,289,10561,0.75105,0.92829
492,492,2011,Pre-primary Level,East,"Yes, definitely",1.0,34,10561,0.77959,1.25447
493,493,2011,Primary Level,West,"No, definitely not",0.688,107,10561,0.58048,0.79481
494,494,2011,Primary Level,West,Probably,0.13306,36,10561,0.08017,0.20073
495,495,2011,Primary Level,West,"Yes, definitely",0.17895,66,10561,0.13312,0.23593
496,496,2011,Lower Secondary Level,West,"No, definitely not",0.78065,917,10561,0.7487,0.82025
497,497,2011,Lower Secondary Level,West,Probably not,0.02101,58,10561,0.01529,0.02954
498,498,2011,Lower Secondary Level,West,Probably,0.04654,131,10561,0.03583,0.0598
499,499,2011,Lower Secondary Level,West,"Yes, definitely",0.1518,336,10561,0.1337,0.17307
500,500,2011,Lower Secondary Level,East,"No, definitely not",0.79387,150,10561,0.7193,0.87304
501,501,2011,Lower Secondary Level,East,"Yes, definitely",0.20613,74,10561,0.15071,0.26952
502,502,2011,Upper Secondary Level,West,"No, definitely not",0.75862,2733,10561,0.73757,0.77903
503,503,2011,Upper Secondary Level,West,Probably not,0.03487,195,10561,0.02903,0.04171
504,504,2011,Upper Secondary Level,West,Probably,0.04568,308,10561,0.03897,0.05327
505,505,2011,Upper Secondary Level,West,"Yes, definitely",0.16084,935,10561,0.14686,0.17619
506,506,2011,Upper Secondary Level,East,"No, definitely not",0.66014,854,10561,0.63275,0.69391
507,507,2011,Upper Secondary Level,East,Probably not,0.04132,67,10561,0.03086,0.05539
508,508,2011,Upper Secondary Level,East,Probably,0.06983,126,10561,0.05892,0.08516
509,509,2011,Upper Secondary Level,East,"Yes, definitely",0.22871,436,10561,0.20366,0.25632
510,510,2011,Post-secondary Non-tertiary Level,West,"No, definitely not",0.55774,172,10561,0.49183,0.64507
511,511,2011,Post-secondary Non-tertiary Level,West,Probably,0.09763,80,10561,0.07419,0.12719
512,512,2011,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.34464,189,10561,0.28801,0.40123
513,513,2011,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,56,10561,0.7457,1.27599
514,514,2011,First Stage of Tertiary Education,West,"No, definitely not",0.89767,287,10561,0.80947,0.97859
515,515,2011,First Stage of Tertiary Education,West,"Yes, definitely",0.10233,56,10561,0.06932,0.14008
516,516,2011,First Stage of Tertiary Education,East,"No, definitely not",1.0,159,10561,0.89102,1.09967
517,517,2011,Second Stage of Tertiary Education,West,"No, definitely not",0.72288,775,10561,0.6759,0.76984
518,518,2011,Second Stage of Tertiary Education,West,Probably not,0.03516,52,10561,0.02482,0.05041
519,519,2011,Second Stage of Tertiary Education,West,Probably,0.06865,103,10561,0.04947,0.0843
520,520,2011,Second Stage of Tertiary Education,West,"Yes, definitely",0.1733,256,10561,0.14734,0.20011
521,521,2011,Second Stage of Tertiary Education,East,"No, definitely not",0.91358,420,10561,0.84106,0.99143
522,522,2011,Second Stage of Tertiary Education,East,"Yes, definitely",0.08642,69,10561,0.0665,0.11027
523,523,2012,Pre-primary Level,West,"No, definitely not",0.1509,35,10186,0.0955,0.2183
524,524,2012,Pre-primary Level,West,"Yes, definitely",0.8491,273,10186,0.76464,0.96099
525,525,2012,Pre-primary Level,East,"Yes, definitely",1.0,39,10186,0.7136,1.38681
526,526,2012,Primary Level,West,"No, definitely not",0.64482,89,10186,0.53371,0.73474
527,527,2012,Primary Level,West,Probably,0.14048,34,10186,0.08845,0.20386
528,528,2012,Primary Level,West,"Yes, definitely",0.21469,57,10186,0.15223,0.28337
529,529,2012,Lower Secondary Level,West,"No, definitely not",0.77167,876,10186,0.73579,0.81531
530,530,2012,Lower Secondary Level,West,Probably not,0.0184,60,10186,0.01551,0.02158
531,531,2012,Lower Secondary Level,West,Probably,0.05134,133,10186,0.04106,0.06113
532,532,2012,Lower Secondary Level,West,"Yes, definitely",0.15859,307,10186,0.1353,0.18588
533,533,2012,Lower Secondary Level,East,"No, definitely not",0.7299,135,10186,0.67105,0.79562
534,534,2012,Lower Secondary Level,East,"Yes, definitely",0.2701,75,10186,0.19586,0.37075
535,535,2012,Upper Secondary Level,West,"No, definitely not",0.74422,2685,10186,0.72293,0.76851
536,536,2012,Upper Secondary Level,West,Probably not,0.03957,174,10186,0.03364,0.0453
537,537,2012,Upper Secondary Level,West,Probably,0.05484,317,10186,0.046,0.06207
538,538,2012,Upper Secondary Level,West,"Yes, definitely",0.16137,815,10186,0.14666,0.17704
539,539,2012,Upper Secondary Level,East,"No, definitely not",0.65969,866,10186,0.63243,0.69468
540,540,2012,Upper Secondary Level,East,Probably not,0.04757,79,10186,0.03858,0.05702
541,541,2012,Upper Secondary Level,East,Probably,0.05916,91,10186,0.04686,0.07498
542,542,2012,Upper Secondary Level,East,"Yes, definitely",0.23358,388,10186,0.20943,0.25933
543,543,2012,Post-secondary Non-tertiary Level,West,"No, definitely not",0.54471,154,10186,0.47508,0.63171
544,544,2012,Post-secondary Non-tertiary Level,West,Probably not,0.05416,31,10186,0.03549,0.08177
545,545,2012,Post-secondary Non-tertiary Level,West,Probably,0.11907,77,10186,0.08689,0.1516
546,546,2012,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.28206,150,10186,0.23605,0.32958
547,547,2012,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,42,10186,0.75674,1.2688
548,548,2012,First Stage of Tertiary Education,West,"No, definitely not",0.89832,287,10186,0.8166,0.98524
549,549,2012,First Stage of Tertiary Education,West,"Yes, definitely",0.10168,49,10186,0.05839,0.15355
550,550,2012,First Stage of Tertiary Education,East,"No, definitely not",1.0,160,10186,0.8811,1.14686
551,551,2012,Second Stage of Tertiary Education,West,"No, definitely not",0.74071,823,10186,0.69308,0.79189
552,552,2012,Second Stage of Tertiary Education,West,Probably not,0.02656,47,10186,0.01834,0.03654
553,553,2012,Second Stage of Tertiary Education,West,Probably,0.04888,72,10186,0.03531,0.06403
554,554,2012,Second Stage of Tertiary Education,West,"Yes, definitely",0.18385,268,10186,0.1602,0.21072
555,555,2012,Second Stage of Tertiary Education,East,"No, definitely not",0.86742,421,10186,0.80751,0.94374
556,556,2012,Second Stage of Tertiary Education,East,"Yes, definitely",0.13258,77,10186,0.09997,0.16415
557,557,2013,Pre-primary Level,West,"No, definitely not",0.09846,40,10822,0.06959,0.14424
558,558,2013,Pre-primary Level,West,"Yes, definitely",0.90154,380,10822,0.77723,1.01775
559,559,2013,Pre-primary Level,East,"Yes, definitely",1.0,50,10822,0.67896,1.32589
560,560,2013,Primary Level,West,"No, definitely not",0.62606,138,10822,0.5051,0.74132
561,561,2013,Primary Level,West,Probably,0.13078,59,10822,0.09919,0.16882
562,562,2013,Primary Level,West,"Yes, definitely",0.24317,108,10822,0.19743,0.28872
563,563,2013,Lower Secondary Level,West,"No, definitely not",0.73183,859,10822,0.69713,0.76652
564,564,2013,Lower Secondary Level,West,Probably not,0.0273,76,10822,0.01961,0.03762
565,565,2013,Lower Secondary Level,West,Probably,0.06015,182,10822,0.05187,0.06942
566,566,2013,Lower Secondary Level,West,"Yes, definitely",0.18073,493,10822,0.16099,0.20242
567,567,2013,Lower Secondary Level,East,"No, definitely not",0.74115,135,10822,0.66751,0.81614
568,568,2013,Lower Secondary Level,East,"Yes, definitely",0.25885,84,10822,0.17001,0.38326
569,569,2013,Upper Secondary Level,West,"No, definitely not",0.74698,2547,10822,0.72542,0.7723
570,570,2013,Upper Secondary Level,West,Probably not,0.03918,198,10822,0.03378,0.04435
571,571,2013,Upper Secondary Level,West,Probably,0.0484,315,10822,0.04072,0.05666
572,572,2013,Upper Secondary Level,West,"Yes, definitely",0.16543,1015,10822,0.15292,0.17937
573,573,2013,Upper Secondary Level,East,"No, definitely not",0.70394,841,10822,0.66281,0.74983
574,574,2013,Upper Secondary Level,East,Probably not,0.0453,68,10822,0.03441,0.05798
575,575,2013,Upper Secondary Level,East,Probably,0.0624,98,10822,0.04872,0.07653
576,576,2013,Upper Secondary Level,East,"Yes, definitely",0.18836,333,10822,0.16492,0.21355
577,577,2013,Post-secondary Non-tertiary Level,West,"No, definitely not",0.5258,177,10822,0.44883,0.60178
578,578,2013,Post-secondary Non-tertiary Level,West,Probably not,0.0566,32,10822,0.0343,0.09036
579,579,2013,Post-secondary Non-tertiary Level,West,Probably,0.07128,66,10822,0.04779,0.098
580,580,2013,Post-secondary Non-tertiary Level,West,"Yes, definitely",0.34632,211,10822,0.2905,0.41953
581,581,2013,Post-secondary Non-tertiary Level,East,"Yes, definitely",1.0,38,10822,0.60509,1.36647
582,582,2013,First Stage of Tertiary Education,West,"No, definitely not",0.89767,276,10822,0.79646,0.98941
583,583,2013,First Stage of Tertiary Education,West,"Yes, definitely",0.10233,48,10822,0.06792,0.14151
584,584,2013,First Stage of Tertiary Education,East,"No, definitely not",1.0,145,10822,0.84244,1.15877
