year,bula_h,migback,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Bremen,No migration background,"No, definitely not",0.83915,42,42,0.72669,0.95161
2001,North Rhine-Westphalia,No migration background,"No, definitely not",0.77958,1112,1513,0.75868,0.80047
2001,North Rhine-Westphalia,No migration background,Probably not,0.02893,54,1513,0.02049,0.03738
2001,North Rhine-Westphalia,No migration background,Probably,0.05828,103,1513,0.04647,0.07008
2001,North Rhine-Westphalia,No migration background,"Yes, definitely",0.13321,244,1513,0.11609,0.15034
2001,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.64228,231,312,0.58901,0.69555
2001,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.24344,81,312,0.19574,0.29114
2001,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.47706,54,54,0.34259,0.61153
2001,Hesse,No migration background,"No, definitely not",0.76132,312,389,0.71891,0.80374
2001,Hesse,No migration background,"Yes, definitely",0.14294,77,389,0.10811,0.17776
2001,Hesse,Direct migration background,"No, definitely not",0.62814,84,84,0.52416,0.73211
2001,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76634,370,456,0.72746,0.80522
2001,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.14587,86,456,0.11343,0.17830
2001,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.46548,42,42,0.31280,0.61817
2001,Baden-Wuerttemberg,No migration background,"No, definitely not",0.77720,476,635,0.74481,0.80959
2001,Baden-Wuerttemberg,No migration background,Probably,0.06279,47,635,0.04391,0.08167
2001,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.12711,112,635,0.10118,0.15304
2001,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.69968,189,228,0.64005,0.75931
2001,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.15936,39,228,0.11175,0.20697
2001,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.59392,40,40,0.43978,0.74805
2001,Bavaria,No migration background,"No, definitely not",0.76357,688,948,0.73651,0.79063
2001,Bavaria,No migration background,Probably not,0.04300,48,948,0.03008,0.05592
2001,Bavaria,No migration background,Probably,0.03565,44,948,0.02384,0.04746
2001,Bavaria,No migration background,"Yes, definitely",0.15778,168,948,0.13457,0.18100
2001,Bavaria,Direct migration background,"No, definitely not",0.67070,114,150,0.59524,0.74616
2001,Bavaria,Direct migration background,"Yes, definitely",0.18253,36,150,0.12051,0.24456
2001,Berlin,No migration background,"No, definitely not",0.68146,173,242,0.62264,0.74029
2001,Berlin,No migration background,"Yes, definitely",0.20533,69,242,0.15433,0.25633
2001,Brandenburg,No migration background,"No, definitely not",0.71516,276,382,0.66984,0.76048
2001,Brandenburg,No migration background,"Yes, definitely",0.22281,106,382,0.18103,0.26460
2001,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.70043,120,175,0.63236,0.76849
2001,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.20771,55,175,0.14743,0.26799
2001,Saxony,No migration background,"No, definitely not",0.69006,431,670,0.65502,0.72511
2001,Saxony,No migration background,Probably,0.04948,42,670,0.03304,0.06591
2001,Saxony,No migration background,"Yes, definitely",0.22430,197,670,0.19269,0.25591
2001,Saxony-Anhalt,No migration background,"No, definitely not",0.68593,267,403,0.64056,0.73130
2001,Saxony-Anhalt,No migration background,"Yes, definitely",0.24672,136,403,0.20458,0.28887
2001,Thuringa,No migration background,"No, definitely not",0.64170,247,408,0.59511,0.68828
2001,Thuringa,No migration background,Probably,0.06348,33,408,0.03979,0.08716
2001,Thuringa,No migration background,"Yes, definitely",0.25351,128,408,0.21125,0.29577
2002,Schleswig-Holstein,No migration background,"No, definitely not",0.76861,180,226,0.71350,0.82371
2002,Schleswig-Holstein,No migration background,"Yes, definitely",0.14761,46,226,0.10126,0.19396
2002,Hamburg,No migration background,"No, definitely not",0.72995,73,73,0.62739,0.83250
2002,Lower Saxony,No migration background,"No, definitely not",0.76647,508,694,0.73497,0.79797
2002,Lower Saxony,No migration background,Probably,0.04302,43,694,0.02791,0.05813
2002,Lower Saxony,No migration background,"Yes, definitely",0.16919,143,694,0.14127,0.19710
2002,Lower Saxony,Direct migration background,"No, definitely not",0.67060,62,62,0.55266,0.78855
2002,Bremen,No migration background,"No, definitely not",0.79303,43,43,0.67050,0.91556
2002,North Rhine-Westphalia,No migration background,"No, definitely not",0.74968,1112,1562,0.72819,0.77117
2002,North Rhine-Westphalia,No migration background,Probably not,0.03375,61,1562,0.02479,0.04271
2002,North Rhine-Westphalia,No migration background,Probably,0.06555,111,1562,0.05327,0.07783
2002,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15103,278,1562,0.13326,0.16879
2002,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.62070,220,307,0.56633,0.67506
2002,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.28213,87,307,0.23170,0.33255
2002,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.57384,62,62,0.44974,0.69794
2002,Hesse,No migration background,"No, definitely not",0.75913,331,425,0.71842,0.79983
2002,Hesse,No migration background,"Yes, definitely",0.15710,94,425,0.12247,0.19174
2002,Hesse,Direct migration background,"No, definitely not",0.63487,78,78,0.52733,0.74241
2002,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76102,362,472,0.72250,0.79953
2002,"Rhineland-Palatinate, Saarland",No migration background,Probably,0.05685,36,472,0.03594,0.07776
2002,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.13610,74,472,0.10513,0.16706
2002,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.45555,46,46,0.31004,0.60106
2002,Baden-Wuerttemberg,No migration background,"No, definitely not",0.73236,483,689,0.69927,0.76544
2002,Baden-Wuerttemberg,No migration background,Probably,0.06245,58,689,0.04437,0.08053
2002,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.16709,148,689,0.13921,0.19496
2002,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.68738,192,241,0.62873,0.74603
2002,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.23592,49,241,0.18220,0.28963
2002,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.81316,51,51,0.70512,0.92120
2002,Bavaria,No migration background,"No, definitely not",0.77050,693,995,0.74436,0.79665
2002,Bavaria,No migration background,Probably not,0.04249,50,995,0.02995,0.05503
2002,Bavaria,No migration background,Probably,0.03668,53,995,0.02499,0.04836
2002,Bavaria,No migration background,"Yes, definitely",0.15033,199,995,0.12811,0.17255
2002,Bavaria,Direct migration background,"No, definitely not",0.62126,100,135,0.53913,0.70339
2002,Bavaria,Direct migration background,"Yes, definitely",0.22712,35,135,0.15618,0.29805
2002,Berlin,No migration background,"No, definitely not",0.63444,172,261,0.57590,0.69298
2002,Berlin,No migration background,"Yes, definitely",0.27126,89,261,0.21721,0.32530
2002,Brandenburg,No migration background,"No, definitely not",0.63902,269,407,0.59230,0.68574
2002,Brandenburg,No migration background,"Yes, definitely",0.29536,138,407,0.25098,0.33973
2002,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.70775,122,184,0.64186,0.77364
2002,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.24767,62,184,0.18513,0.31022
2002,Saxony,No migration background,"No, definitely not",0.66341,415,652,0.62711,0.69971
2002,Saxony,No migration background,Probably,0.04459,34,652,0.02874,0.06045
2002,Saxony,No migration background,"Yes, definitely",0.25329,203,652,0.21989,0.28670
2002,Saxony-Anhalt,No migration background,"No, definitely not",0.68979,263,393,0.64400,0.73558
2002,Saxony-Anhalt,No migration background,"Yes, definitely",0.23714,130,393,0.19504,0.27925
2002,Thuringa,No migration background,"No, definitely not",0.61085,248,385,0.56208,0.65961
2002,Thuringa,No migration background,"Yes, definitely",0.27224,137,385,0.22772,0.31676
2003,Schleswig-Holstein,No migration background,"No, definitely not",0.81065,173,217,0.75840,0.86290
2003,Schleswig-Holstein,No migration background,"Yes, definitely",0.12397,44,217,0.08002,0.16792
2003,Hamburg,No migration background,"No, definitely not",0.71543,67,67,0.60657,0.82429
2003,Lower Saxony,No migration background,"No, definitely not",0.75084,476,657,0.71774,0.78393
2003,Lower Saxony,No migration background,Probably,0.04874,44,657,0.03226,0.06522
2003,Lower Saxony,No migration background,"Yes, definitely",0.17907,137,657,0.14973,0.20841
2003,Lower Saxony,Direct migration background,"No, definitely not",0.68739,57,57,0.56598,0.80880
2003,Bremen,No migration background,"No, definitely not",0.80510,45,45,0.68806,0.92215
2003,North Rhine-Westphalia,No migration background,"No, definitely not",0.76172,1127,1544,0.74047,0.78298
2003,North Rhine-Westphalia,No migration background,Probably not,0.02522,46,1544,0.01739,0.03304
2003,North Rhine-Westphalia,No migration background,Probably,0.05759,101,1544,0.04597,0.06922
2003,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15546,270,1544,0.13738,0.17354
2003,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.61235,209,288,0.55599,0.66872
2003,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.25749,79,288,0.20690,0.30808
2003,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.45753,48,48,0.31510,0.59996
2003,Hesse,No migration background,"No, definitely not",0.69871,287,377,0.65234,0.74509
2003,Hesse,No migration background,"Yes, definitely",0.21025,90,377,0.16906,0.25144
2003,Hesse,Direct migration background,"No, definitely not",0.62584,65,65,0.50728,0.74439
2003,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76578,370,467,0.72733,0.80423
2003,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.18006,97,467,0.14517,0.21494
2003,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.39833,36,36,0.23614,0.56052
2003,Baden-Wuerttemberg,No migration background,"No, definitely not",0.76018,483,672,0.72787,0.79248
2003,Baden-Wuerttemberg,No migration background,Probably,0.06426,48,672,0.04570,0.08281
2003,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.14740,141,672,0.12058,0.17423
2003,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.66381,191,249,0.60502,0.72261
2003,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.22937,58,249,0.17704,0.28169
2003,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.59512,47,47,0.45327,0.73698
2003,Bavaria,No migration background,"No, definitely not",0.76243,653,943,0.73525,0.78961
2003,Bavaria,No migration background,Probably not,0.02800,40,943,0.01746,0.03853
2003,Bavaria,No migration background,Probably,0.04648,59,943,0.03303,0.05992
2003,Bavaria,No migration background,"Yes, definitely",0.16310,191,943,0.13950,0.18669
2003,Bavaria,Direct migration background,"No, definitely not",0.64411,112,147,0.56644,0.72177
2003,Bavaria,Direct migration background,"Yes, definitely",0.22359,35,147,0.15601,0.29118
2003,Berlin,No migration background,"No, definitely not",0.60735,175,271,0.54910,0.66560
2003,Berlin,No migration background,"Yes, definitely",0.30861,96,271,0.25351,0.36371
2003,Brandenburg,No migration background,"No, definitely not",0.67479,273,378,0.62751,0.72208
2003,Brandenburg,No migration background,"Yes, definitely",0.24144,105,378,0.19824,0.28464
2003,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.61034,117,197,0.54206,0.67861
2003,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.31568,80,197,0.25061,0.38075
2003,Saxony,No migration background,"No, definitely not",0.64913,411,676,0.61313,0.68513
2003,Saxony,No migration background,Probably,0.04692,38,676,0.03097,0.06288
2003,Saxony,No migration background,"Yes, definitely",0.27604,227,676,0.24232,0.30977
2003,Saxony-Anhalt,No migration background,"No, definitely not",0.65288,261,393,0.60576,0.70001
2003,Saxony-Anhalt,No migration background,"Yes, definitely",0.23984,132,393,0.19757,0.28211
2003,Thuringa,No migration background,"No, definitely not",0.65296,254,372,0.60452,0.70140
2003,Thuringa,No migration background,"Yes, definitely",0.23246,118,372,0.18947,0.27544
2004,Schleswig-Holstein,No migration background,"No, definitely not",0.72065,173,226,0.66202,0.77927
2004,Schleswig-Holstein,No migration background,"Yes, definitely",0.18034,53,226,0.13011,0.23058
2004,Hamburg,No migration background,"No, definitely not",0.67097,67,67,0.55761,0.78433
2004,Lower Saxony,No migration background,"No, definitely not",0.76318,489,665,0.73085,0.79552
2004,Lower Saxony,No migration background,Probably,0.06035,50,665,0.04224,0.07846
2004,Lower Saxony,No migration background,"Yes, definitely",0.14086,126,665,0.11440,0.16732
2004,Lower Saxony,Direct migration background,"No, definitely not",0.64895,52,52,0.51795,0.77994
2004,Bremen,No migration background,"No, definitely not",0.77774,41,41,0.64889,0.90658
2004,North Rhine-Westphalia,No migration background,"No, definitely not",0.76261,1086,1511,0.74115,0.78408
2004,North Rhine-Westphalia,No migration background,Probably not,0.02978,55,1511,0.02120,0.03835
2004,North Rhine-Westphalia,No migration background,Probably,0.04916,81,1511,0.03826,0.06007
2004,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15845,289,1511,0.14003,0.17686
2004,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.58885,195,281,0.53122,0.64649
2004,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.28947,86,281,0.23635,0.34259
2004,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.53911,56,56,0.40737,0.67085
2004,Hesse,No migration background,"No, definitely not",0.71959,285,372,0.67388,0.76530
2004,Hesse,No migration background,"Yes, definitely",0.18259,87,372,0.14328,0.22190
2004,Hesse,Direct migration background,"No, definitely not",0.60170,63,63,0.47985,0.72356
2004,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76233,349,436,0.72233,0.80233
2004,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.17539,87,436,0.13965,0.21113
2004,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.45286,36,36,0.28794,0.61777
2004,Baden-Wuerttemberg,No migration background,"No, definitely not",0.74810,459,652,0.71475,0.78145
2004,Baden-Wuerttemberg,No migration background,Probably,0.07788,54,652,0.05729,0.09846
2004,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.14666,139,652,0.11948,0.17383
2004,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.68483,187,242,0.62617,0.74349
2004,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.22549,55,242,0.17273,0.27825
2004,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.59401,51,51,0.45789,0.73013
2004,Bavaria,No migration background,"No, definitely not",0.74026,646,939,0.71220,0.76833
2004,Bavaria,No migration background,Probably not,0.03784,38,939,0.02563,0.05005
2004,Bavaria,No migration background,Probably,0.05553,64,939,0.04087,0.07019
2004,Bavaria,No migration background,"Yes, definitely",0.16637,191,939,0.14253,0.19020
2004,Bavaria,Direct migration background,"No, definitely not",0.57511,108,159,0.49803,0.65219
2004,Bavaria,Direct migration background,"Yes, definitely",0.30977,51,159,0.23767,0.38188
2004,Berlin,No migration background,"No, definitely not",0.58744,163,258,0.52725,0.64763
2004,Berlin,No migration background,"Yes, definitely",0.30254,95,258,0.24638,0.35870
2004,Brandenburg,No migration background,"No, definitely not",0.65643,263,385,0.60893,0.70393
2004,Brandenburg,No migration background,"Yes, definitely",0.27134,122,385,0.22687,0.31582
2004,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.61968,124,198,0.55189,0.68747
2004,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.32105,74,198,0.25586,0.38625
2004,Saxony,No migration background,"No, definitely not",0.63988,396,632,0.60243,0.67734
2004,Saxony,No migration background,Probably,0.07209,43,632,0.05191,0.09227
2004,Saxony,No migration background,"Yes, definitely",0.25215,193,632,0.21827,0.28604
2004,Saxony-Anhalt,No migration background,"No, definitely not",0.65013,245,381,0.60217,0.69808
2004,Saxony-Anhalt,No migration background,"Yes, definitely",0.26162,136,381,0.21742,0.30581
2004,Thuringa,No migration background,"No, definitely not",0.61847,252,386,0.56994,0.66699
2004,Thuringa,No migration background,"Yes, definitely",0.27992,134,386,0.23507,0.32477
2005,Schleswig-Holstein,No migration background,"No, definitely not",0.71838,164,216,0.65826,0.77851
2005,Schleswig-Holstein,No migration background,"Yes, definitely",0.18119,52,216,0.12970,0.23268
2005,Hamburg,No migration background,"No, definitely not",0.74566,67,98,0.65899,0.83233
2005,Hamburg,No migration background,"Yes, definitely",0.21604,31,98,0.13414,0.29794
2005,Lower Saxony,No migration background,"No, definitely not",0.77877,484,644,0.74668,0.81085
2005,Lower Saxony,No migration background,Probably,0.04901,45,644,0.03232,0.06570
2005,Lower Saxony,No migration background,"Yes, definitely",0.15299,115,644,0.12517,0.18082
2005,Lower Saxony,Direct migration background,"No, definitely not",0.68662,51,51,0.55804,0.81520
2005,Bremen,No migration background,"No, definitely not",0.71465,37,37,0.56714,0.86217
2005,North Rhine-Westphalia,No migration background,"No, definitely not",0.74254,1051,1454,0.72006,0.76502
2005,North Rhine-Westphalia,No migration background,Probably not,0.03672,51,1454,0.02705,0.04639
2005,North Rhine-Westphalia,No migration background,Probably,0.05417,83,1454,0.04253,0.06581
2005,North Rhine-Westphalia,No migration background,"Yes, definitely",0.16657,269,1454,0.14742,0.18573
2005,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.61124,195,270,0.55299,0.66950
2005,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.24727,75,270,0.19572,0.29883
2005,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.53612,62,62,0.41097,0.66126
2005,Hesse,No migration background,"No, definitely not",0.69858,271,354,0.65071,0.74645
2005,Hesse,No migration background,"Yes, definitely",0.19679,83,354,0.15532,0.23827
2005,Hesse,Direct migration background,"No, definitely not",0.64730,58,58,0.52326,0.77135
2005,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.73933,326,395,0.69598,0.78268
2005,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.18080,69,395,0.14280,0.21880
2005,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.45687,38,38,0.29636,0.61738
2005,Baden-Wuerttemberg,No migration background,"No, definitely not",0.72721,454,647,0.69287,0.76156
2005,Baden-Wuerttemberg,No migration background,Probably,0.06298,43,647,0.04425,0.08172
2005,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.19143,150,647,0.16109,0.22176
2005,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.66926,189,238,0.60936,0.72916
2005,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.19881,49,238,0.14800,0.24963
2005,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.66995,69,69,0.55819,0.78172
2005,Bavaria,No migration background,"No, definitely not",0.73305,613,906,0.70423,0.76188
2005,Bavaria,No migration background,Probably not,0.03920,48,906,0.02656,0.05185
2005,Bavaria,No migration background,Probably,0.05382,59,906,0.03912,0.06853
2005,Bavaria,No migration background,"Yes, definitely",0.17392,186,906,0.14922,0.19862
2005,Bavaria,Direct migration background,"No, definitely not",0.67506,98,131,0.59455,0.75557
2005,Bavaria,Direct migration background,"Yes, definitely",0.21296,33,131,0.14259,0.28334
2005,Berlin,No migration background,"No, definitely not",0.55676,154,246,0.49456,0.61897
2005,Berlin,No migration background,"Yes, definitely",0.32342,92,246,0.26484,0.38200
2005,Brandenburg,No migration background,"No, definitely not",0.62227,246,370,0.57280,0.67174
2005,Brandenburg,No migration background,"Yes, definitely",0.29247,124,370,0.24605,0.33888
2005,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.65559,133,200,0.58957,0.72161
2005,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.28455,67,200,0.22186,0.34724
2005,Saxony,No migration background,"No, definitely not",0.59008,376,624,0.55146,0.62870
2005,Saxony,No migration background,Probably,0.06458,36,624,0.04528,0.08388
2005,Saxony,No migration background,"Yes, definitely",0.30286,212,624,0.26677,0.33894
2005,Saxony-Anhalt,No migration background,"No, definitely not",0.65371,245,373,0.60535,0.70206
2005,Saxony-Anhalt,No migration background,"Yes, definitely",0.26244,128,373,0.21773,0.30715
2005,Thuringa,No migration background,"No, definitely not",0.57515,247,383,0.52558,0.62472
2005,Thuringa,No migration background,"Yes, definitely",0.29855,136,383,0.25266,0.34444
2006,Schleswig-Holstein,No migration background,"No, definitely not",0.75176,193,241,0.69710,0.80641
2006,Schleswig-Holstein,No migration background,"Yes, definitely",0.16272,48,241,0.11602,0.20941
2006,Hamburg,No migration background,"No, definitely not",0.78090,86,86,0.69296,0.86884
2006,Lower Saxony,No migration background,"No, definitely not",0.75108,531,707,0.71919,0.78298
2006,Lower Saxony,No migration background,Probably,0.04666,45,707,0.03110,0.06222
2006,Lower Saxony,No migration background,"Yes, definitely",0.17432,131,707,0.14633,0.20230
2006,Lower Saxony,Direct migration background,"No, definitely not",0.60209,47,47,0.46064,0.74354
2006,Bremen,No migration background,"No, definitely not",0.77793,41,41,0.64912,0.90674
2006,North Rhine-Westphalia,No migration background,"No, definitely not",0.74995,1185,1611,0.72880,0.77110
2006,North Rhine-Westphalia,No migration background,Probably not,0.03113,49,1611,0.02264,0.03961
2006,North Rhine-Westphalia,No migration background,Probably,0.05829,101,1611,0.04685,0.06973
2006,North Rhine-Westphalia,No migration background,"Yes, definitely",0.16063,276,1611,0.14270,0.17857
2006,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.57255,194,263,0.51264,0.63245
2006,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.25012,69,263,0.19768,0.30256
2006,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.56041,57,57,0.43041,0.69041
2006,Hesse,No migration background,"No, definitely not",0.69391,317,409,0.64918,0.73863
2006,Hesse,No migration background,"Yes, definitely",0.19605,92,409,0.15752,0.23457
2006,Hesse,Direct migration background,"No, definitely not",0.61883,58,58,0.49275,0.74492
2006,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.75939,338,410,0.71796,0.80081
2006,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.16671,72,410,0.13059,0.20283
2006,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.42060,38,38,0.26153,0.57966
2006,Baden-Wuerttemberg,No migration background,"No, definitely not",0.76044,559,758,0.73003,0.79084
2006,Baden-Wuerttemberg,No migration background,Probably,0.04640,46,758,0.03141,0.06138
2006,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.16447,153,758,0.13807,0.19088
2006,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.64632,164,218,0.58270,0.70993
2006,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.25484,54,218,0.19686,0.31282
2006,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.62272,58,58,0.49688,0.74855
2006,Bavaria,No migration background,"No, definitely not",0.72992,728,1039,0.70291,0.75693
2006,Bavaria,No migration background,Probably not,0.03283,43,1039,0.02199,0.04367
2006,Bavaria,No migration background,Probably,0.06330,65,1039,0.04849,0.07812
2006,Bavaria,No migration background,"Yes, definitely",0.17394,203,1039,0.15088,0.19700
2006,Bavaria,Direct migration background,"No, definitely not",0.64122,98,132,0.55908,0.72335
2006,Bavaria,Direct migration background,"Yes, definitely",0.23243,34,132,0.16010,0.30476
2006,Berlin,No migration background,"No, definitely not",0.64413,178,251,0.58478,0.70348
2006,Berlin,No migration background,"Yes, definitely",0.25331,73,251,0.19940,0.30722
2006,Brandenburg,No migration background,"No, definitely not",0.66167,277,376,0.61378,0.70956
2006,Brandenburg,No migration background,"Yes, definitely",0.25021,99,376,0.20637,0.29405
2006,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.61694,149,230,0.55398,0.67990
2006,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.30906,81,230,0.24921,0.36892
2006,Saxony,No migration background,"No, definitely not",0.66734,440,657,0.63129,0.70340
2006,Saxony,No migration background,Probably,0.06101,34,657,0.04269,0.07932
2006,Saxony,No migration background,"Yes, definitely",0.23933,183,657,0.20668,0.27198
2006,Saxony-Anhalt,No migration background,"No, definitely not",0.63943,248,376,0.59083,0.68803
2006,Saxony-Anhalt,No migration background,"Yes, definitely",0.26707,128,376,0.22229,0.31185
2006,Thuringa,No migration background,"No, definitely not",0.67077,285,397,0.62448,0.71705
2006,Thuringa,No migration background,"Yes, definitely",0.22307,112,397,0.18207,0.26408
2007,Schleswig-Holstein,No migration background,"No, definitely not",0.73867,182,231,0.68188,0.79545
2007,Schleswig-Holstein,No migration background,"Yes, definitely",0.19032,49,231,0.13958,0.24105
2007,Hamburg,No migration background,"No, definitely not",0.78442,78,78,0.69257,0.87628
2007,Lower Saxony,No migration background,"No, definitely not",0.79620,507,643,0.76503,0.82736
2007,Lower Saxony,No migration background,Probably,0.05147,32,643,0.03438,0.06857
2007,Lower Saxony,No migration background,"Yes, definitely",0.12264,104,643,0.09727,0.14802
2007,Lower Saxony,Direct migration background,"No, definitely not",0.60594,40,40,0.45258,0.75930
2007,Bremen,No migration background,"No, definitely not",0.80869,43,43,0.68973,0.92765
2007,North Rhine-Westphalia,No migration background,"No, definitely not",0.75069,1063,1434,0.72829,0.77309
2007,North Rhine-Westphalia,No migration background,Probably not,0.03019,50,1434,0.02133,0.03905
2007,North Rhine-Westphalia,No migration background,Probably,0.05104,71,1434,0.03965,0.06244
2007,North Rhine-Westphalia,No migration background,"Yes, definitely",0.16807,250,1434,0.14871,0.18743
2007,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.60215,174,236,0.53957,0.66473
2007,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.25857,62,236,0.20259,0.31456
2007,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.34378,36,36,0.18642,0.50114
2007,Hesse,No migration background,"No, definitely not",0.73119,304,380,0.68655,0.77582
2007,Hesse,No migration background,"Yes, definitely",0.15979,76,380,0.12290,0.19668
2007,Hesse,Direct migration background,"No, definitely not",0.57458,57,57,0.44508,0.70407
2007,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76498,307,376,0.72206,0.80789
2007,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.16634,69,376,0.12865,0.20403
2007,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.36519,33,33,0.19836,0.53201
2007,Baden-Wuerttemberg,No migration background,"No, definitely not",0.76539,519,687,0.73368,0.79710
2007,Baden-Wuerttemberg,No migration background,Probably,0.04358,35,687,0.02830,0.05885
2007,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.15284,133,687,0.12592,0.17977
2007,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.67197,162,197,0.60624,0.73770
2007,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.20489,35,197,0.14838,0.26139
2007,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.54740,46,46,0.40197,0.69283
2007,Bavaria,No migration background,"No, definitely not",0.76871,689,932,0.74162,0.79579
2007,Bavaria,No migration background,Probably not,0.03318,35,932,0.02167,0.04468
2007,Bavaria,No migration background,Probably,0.05547,57,932,0.04077,0.07018
2007,Bavaria,No migration background,"Yes, definitely",0.14264,151,932,0.12018,0.16510
2007,Bavaria,Direct migration background,"No, definitely not",0.68031,101,101,0.58890,0.77172
2007,Berlin,No migration background,"No, definitely not",0.63156,167,230,0.56908,0.69404
2007,Berlin,No migration background,"Yes, definitely",0.23967,63,230,0.18438,0.29496
2007,Brandenburg,No migration background,"No, definitely not",0.66009,263,355,0.61074,0.70943
2007,Brandenburg,No migration background,"Yes, definitely",0.25008,92,355,0.20497,0.29520
2007,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.63626,136,196,0.56874,0.70379
