year,quintil_oecd,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,3rd Quintile,Urban regions,Probably,0.06298,75,1096,0.04859,0.07737
2004,3rd Quintile,Urban regions,"Yes, definitely",0.18491,255,1096,0.16192,0.20791
2004,3rd Quintile,Rural regions,"No, definitely not",0.73810,456,619,0.70343,0.77276
2004,3rd Quintile,Rural regions,Probably,0.04933,34,619,0.03225,0.06640
2004,3rd Quintile,Rural regions,"Yes, definitely",0.18495,129,619,0.15434,0.21556
2004,4th Quintile,Urban regions,"No, definitely not",0.76679,703,1014,0.74075,0.79283
2004,4th Quintile,Urban regions,Probably not,0.02748,31,1014,0.01741,0.03755
2004,4th Quintile,Urban regions,Probably,0.04761,60,1014,0.03449,0.06072
2004,4th Quintile,Urban regions,"Yes, definitely",0.15812,220,1014,0.13565,0.18059
2004,4th Quintile,Rural regions,"No, definitely not",0.74221,358,495,0.70363,0.78078
2004,4th Quintile,Rural regions,Probably,0.05655,31,495,0.03618,0.07692
2004,4th Quintile,Rural regions,"Yes, definitely",0.17144,106,495,0.13820,0.20468
2004,5th Quintile,Urban regions,"No, definitely not",0.79216,938,1322,0.77027,0.81404
2004,5th Quintile,Urban regions,Probably not,0.03446,50,1322,0.02462,0.04430
2004,5th Quintile,Urban regions,Probably,0.03642,73,1322,0.02632,0.04653
2004,5th Quintile,Urban regions,"Yes, definitely",0.13696,261,1322,0.11842,0.15550
2004,5th Quintile,Rural regions,"No, definitely not",0.70259,261,398,0.65762,0.74755
2004,5th Quintile,Rural regions,Probably,0.06919,31,398,0.04423,0.09415
2004,5th Quintile,Rural regions,"Yes, definitely",0.17387,106,398,0.13659,0.21115
2005,1st Quintile,Urban regions,"No, definitely not",0.51970,665,1299,0.49252,0.54688
2005,1st Quintile,Urban regions,Probably not,0.04835,59,1299,0.03668,0.06002
2005,1st Quintile,Urban regions,Probably,0.09964,120,1299,0.08334,0.11593
2005,1st Quintile,Urban regions,"Yes, definitely",0.33231,455,1299,0.30668,0.35794
2005,1st Quintile,Rural regions,"No, definitely not",0.50076,345,713,0.46403,0.53749
2005,1st Quintile,Rural regions,Probably,0.07705,63,713,0.05746,0.09664
2005,1st Quintile,Rural regions,"Yes, definitely",0.40093,305,713,0.36493,0.43693
2005,2nd Quintile,Urban regions,"No, definitely not",0.71238,782,1145,0.68615,0.73861
2005,2nd Quintile,Urban regions,Probably not,0.02324,34,1145,0.01451,0.03198
2005,2nd Quintile,Urban regions,Probably,0.06509,85,1145,0.05080,0.07939
2005,2nd Quintile,Urban regions,"Yes, definitely",0.19928,244,1145,0.17613,0.22243
2005,2nd Quintile,Rural regions,"No, definitely not",0.69608,522,762,0.66340,0.72876
2005,2nd Quintile,Rural regions,Probably,0.06737,49,762,0.04956,0.08518
2005,2nd Quintile,Rural regions,"Yes, definitely",0.20280,191,762,0.17423,0.23136
2005,3rd Quintile,Urban regions,"No, definitely not",0.69904,670,975,0.67023,0.72785
2005,3rd Quintile,Urban regions,Probably,0.05940,65,975,0.04456,0.07425
2005,3rd Quintile,Urban regions,"Yes, definitely",0.21193,240,975,0.18626,0.23760
2005,3rd Quintile,Rural regions,"No, definitely not",0.73982,444,611,0.70501,0.77464
2005,3rd Quintile,Rural regions,Probably,0.04728,32,611,0.03044,0.06413
2005,3rd Quintile,Rural regions,"Yes, definitely",0.19254,135,611,0.16125,0.22383
2005,4th Quintile,Urban regions,"No, definitely not",0.78099,716,967,0.75491,0.80707
2005,4th Quintile,Urban regions,Probably,0.04847,65,967,0.03493,0.06201
2005,4th Quintile,Urban regions,"Yes, definitely",0.14368,186,967,0.12156,0.16580
2005,4th Quintile,Rural regions,"No, definitely not",0.74428,352,451,0.70397,0.78459
2005,4th Quintile,Rural regions,"Yes, definitely",0.15385,99,451,0.12052,0.18719
2005,5th Quintile,Urban regions,"No, definitely not",0.76247,901,1296,0.73929,0.78565
2005,5th Quintile,Urban regions,Probably not,0.04190,66,1296,0.03099,0.05281
2005,5th Quintile,Urban regions,Probably,0.03557,55,1296,0.02548,0.04566
2005,5th Quintile,Urban regions,"Yes, definitely",0.16005,274,1296,0.14008,0.18002
2005,5th Quintile,Rural regions,"No, definitely not",0.78091,253,334,0.73648,0.82534
2005,5th Quintile,Rural regions,"Yes, definitely",0.13447,81,334,0.09783,0.17112
2006,1st Quintile,Urban regions,"No, definitely not",0.52922,613,1216,0.50115,0.55729
2006,1st Quintile,Urban regions,Probably not,0.03693,49,1216,0.02633,0.04754
2006,1st Quintile,Urban regions,Probably,0.10063,106,1216,0.08371,0.11755
2006,1st Quintile,Urban regions,"Yes, definitely",0.33322,448,1216,0.30671,0.35972
2006,1st Quintile,Rural regions,"No, definitely not",0.53625,309,648,0.49783,0.57468
2006,1st Quintile,Rural regions,Probably not,0.05561,44,648,0.03795,0.07326
2006,1st Quintile,Rural regions,Probably,0.08377,55,648,0.06242,0.10512
2006,1st Quintile,Rural regions,"Yes, definitely",0.32437,240,648,0.28830,0.36044
2006,2nd Quintile,Urban regions,"No, definitely not",0.73002,776,1054,0.70321,0.75684
2006,2nd Quintile,Urban regions,Probably,0.06117,70,1054,0.04670,0.07564
2006,2nd Quintile,Urban regions,"Yes, definitely",0.18263,208,1054,0.15930,0.20597
2006,2nd Quintile,Rural regions,"No, definitely not",0.74958,502,673,0.71683,0.78234
2006,2nd Quintile,Rural regions,Probably,0.07460,50,673,0.05473,0.09446
2006,2nd Quintile,Rural regions,"Yes, definitely",0.15193,121,673,0.12479,0.17907
2006,3rd Quintile,Urban regions,"No, definitely not",0.74932,633,851,0.72018,0.77845
2006,3rd Quintile,Urban regions,Probably,0.05840,60,851,0.04264,0.07417
2006,3rd Quintile,Urban regions,"Yes, definitely",0.15406,158,851,0.12979,0.17832
2006,3rd Quintile,Rural regions,"No, definitely not",0.74566,450,561,0.70959,0.78173
2006,3rd Quintile,Rural regions,"Yes, definitely",0.17708,111,561,0.14546,0.20870
2006,4th Quintile,Urban regions,"No, definitely not",0.74484,653,899,0.71633,0.77336
2006,4th Quintile,Urban regions,Probably,0.04414,55,899,0.03071,0.05758
2006,4th Quintile,Urban regions,"Yes, definitely",0.18694,191,899,0.16144,0.21244
2006,4th Quintile,Rural regions,"No, definitely not",0.75261,344,450,0.71270,0.79253
2006,4th Quintile,Rural regions,"Yes, definitely",0.16151,106,450,0.12747,0.19555
2006,5th Quintile,Urban regions,"No, definitely not",0.79542,915,1228,0.77285,0.81799
2006,5th Quintile,Urban regions,Probably not,0.02474,44,1228,0.01604,0.03343
2006,5th Quintile,Urban regions,Probably,0.03157,51,1228,0.02179,0.04136
2006,5th Quintile,Urban regions,"Yes, definitely",0.14827,218,1228,0.12838,0.16815
2006,5th Quintile,Rural regions,"No, definitely not",0.72961,240,320,0.68087,0.77835
2006,5th Quintile,Rural regions,"Yes, definitely",0.16466,80,320,0.12396,0.20536
2007,1st Quintile,Urban regions,"No, definitely not",0.55508,710,1271,0.52774,0.58241
2007,1st Quintile,Urban regions,Probably not,0.04302,54,1271,0.03186,0.05418
2007,1st Quintile,Urban regions,Probably,0.08186,103,1271,0.06679,0.09694
2007,1st Quintile,Urban regions,"Yes, definitely",0.32004,404,1271,0.29438,0.34570
2007,1st Quintile,Rural regions,"No, definitely not",0.52384,377,707,0.48700,0.56068
2007,1st Quintile,Rural regions,Probably,0.08633,64,707,0.06561,0.10705
2007,1st Quintile,Rural regions,"Yes, definitely",0.35434,266,707,0.31906,0.38962
2007,2nd Quintile,Urban regions,"No, definitely not",0.73062,767,1070,0.70402,0.75721
2007,2nd Quintile,Urban regions,Probably not,0.02951,32,1070,0.01937,0.03966
2007,2nd Quintile,Urban regions,Probably,0.07000,65,1070,0.05470,0.08529
2007,2nd Quintile,Urban regions,"Yes, definitely",0.16987,206,1070,0.14736,0.19239
2007,2nd Quintile,Rural regions,"No, definitely not",0.72460,500,677,0.69093,0.75828
2007,2nd Quintile,Rural regions,Probably,0.04894,37,677,0.03267,0.06520
2007,2nd Quintile,Rural regions,"Yes, definitely",0.19573,140,677,0.16582,0.22564
2007,3rd Quintile,Urban regions,"No, definitely not",0.74704,738,997,0.72005,0.77404
2007,3rd Quintile,Urban regions,Probably not,0.03422,32,997,0.02293,0.04551
2007,3rd Quintile,Urban regions,Probably,0.07433,65,997,0.05804,0.09062
2007,3rd Quintile,Urban regions,"Yes, definitely",0.14440,162,997,0.12257,0.16623
2007,3rd Quintile,Rural regions,"No, definitely not",0.82098,513,629,0.79100,0.85097
2007,3rd Quintile,Rural regions,Probably,0.04441,36,629,0.02830,0.06052
2007,3rd Quintile,Rural regions,"Yes, definitely",0.09990,80,629,0.07645,0.12335
2007,4th Quintile,Urban regions,"No, definitely not",0.78142,724,982,0.75556,0.80729
2007,4th Quintile,Urban regions,Probably not,0.03386,34,982,0.02254,0.04517
2007,4th Quintile,Urban regions,Probably,0.04510,51,982,0.03212,0.05809
2007,4th Quintile,Urban regions,"Yes, definitely",0.13962,173,982,0.11793,0.16131
2007,4th Quintile,Rural regions,"No, definitely not",0.78557,365,460,0.74802,0.82312
2007,4th Quintile,Rural regions,"Yes, definitely",0.14556,95,460,0.11330,0.17783
2007,5th Quintile,Urban regions,"No, definitely not",0.79771,944,1241,0.77535,0.82007
2007,5th Quintile,Urban regions,Probably not,0.02964,41,1241,0.02020,0.03907
2007,5th Quintile,Urban regions,Probably,0.03558,50,1241,0.02527,0.04589
2007,5th Quintile,Urban regions,"Yes, definitely",0.13707,206,1241,0.11793,0.15621
2007,5th Quintile,Rural regions,"No, definitely not",0.77798,267,331,0.73314,0.82282
2007,5th Quintile,Rural regions,"Yes, definitely",0.12508,64,331,0.08939,0.16077
2008,1st Quintile,Urban regions,"No, definitely not",0.57426,643,1148,0.54564,0.60287
2008,1st Quintile,Urban regions,Probably not,0.04166,49,1148,0.03009,0.05322
2008,1st Quintile,Urban regions,Probably,0.08378,96,1148,0.06775,0.09982
2008,1st Quintile,Urban regions,"Yes, definitely",0.30030,360,1148,0.27378,0.32683
2008,1st Quintile,Rural regions,"No, definitely not",0.56619,366,688,0.52913,0.60325
2008,1st Quintile,Rural regions,Probably not,0.04557,38,688,0.02998,0.06117
2008,1st Quintile,Rural regions,Probably,0.06337,38,688,0.04515,0.08159
2008,1st Quintile,Rural regions,"Yes, definitely",0.32487,246,688,0.28985,0.35989
2008,2nd Quintile,Urban regions,"No, definitely not",0.77625,783,992,0.75031,0.80220
2008,2nd Quintile,Urban regions,Probably,0.04834,56,992,0.03498,0.06169
2008,2nd Quintile,Urban regions,"Yes, definitely",0.14515,153,992,0.12322,0.16708
2008,2nd Quintile,Rural regions,"No, definitely not",0.77198,507,620,0.73893,0.80503
2008,2nd Quintile,Rural regions,"Yes, definitely",0.14615,113,620,0.11832,0.17398
2008,3rd Quintile,Urban regions,"No, definitely not",0.76894,693,917,0.74165,0.79624
2008,3rd Quintile,Urban regions,Probably not,0.03957,32,917,0.02694,0.05219
2008,3rd Quintile,Urban regions,Probably,0.03856,39,917,0.02609,0.05103
2008,3rd Quintile,Urban regions,"Yes, definitely",0.15292,153,917,0.12962,0.17623
2008,3rd Quintile,Rural regions,"No, definitely not",0.77977,485,631,0.74741,0.81213
2008,3rd Quintile,Rural regions,Probably,0.04961,33,631,0.03266,0.06657
2008,3rd Quintile,Rural regions,"Yes, definitely",0.14254,113,631,0.11524,0.16984
2008,4th Quintile,Urban regions,"No, definitely not",0.77951,636,848,0.75159,0.80743
2008,4th Quintile,Urban regions,Probably,0.04604,48,848,0.03193,0.06016
2008,4th Quintile,Urban regions,"Yes, definitely",0.15651,164,848,0.13204,0.18098
2008,4th Quintile,Rural regions,"No, definitely not",0.77115,328,394,0.72962,0.81269
2008,4th Quintile,Rural regions,"Yes, definitely",0.14661,66,394,0.11164,0.18158
2008,5th Quintile,Urban regions,"No, definitely not",0.80036,917,1183,0.77757,0.82315
2008,5th Quintile,Urban regions,Probably not,0.02752,38,1183,0.01819,0.03684
2008,5th Quintile,Urban regions,Probably,0.03897,47,1183,0.02794,0.05000
2008,5th Quintile,Urban regions,"Yes, definitely",0.13315,181,1183,0.11378,0.15252
2008,5th Quintile,Rural regions,"No, definitely not",0.78535,261,315,0.73994,0.83076
2008,5th Quintile,Rural regions,"Yes, definitely",0.14920,54,315,0.10979,0.18861
2009,1st Quintile,Urban regions,"No, definitely not",0.57276,636,1100,0.54352,0.60201
2009,1st Quintile,Urban regions,Probably not,0.03281,37,1100,0.02228,0.04335
2009,1st Quintile,Urban regions,Probably,0.11918,115,1100,0.10002,0.13834
2009,1st Quintile,Urban regions,"Yes, definitely",0.27524,312,1100,0.24884,0.30165
2009,1st Quintile,Rural regions,"No, definitely not",0.58381,375,656,0.54606,0.62156
2009,1st Quintile,Rural regions,Probably not,0.04159,31,656,0.02630,0.05688
2009,1st Quintile,Rural regions,Probably,0.10290,59,656,0.07963,0.12616
2009,1st Quintile,Rural regions,"Yes, definitely",0.27171,191,656,0.23764,0.30577
2009,2nd Quintile,Urban regions,"No, definitely not",0.77172,768,990,0.74556,0.79788
2009,2nd Quintile,Urban regions,Probably,0.05695,54,990,0.04251,0.07140
2009,2nd Quintile,Urban regions,"Yes, definitely",0.15435,168,990,0.13183,0.17686
2009,2nd Quintile,Rural regions,"No, definitely not",0.75209,506,643,0.71869,0.78549
2009,2nd Quintile,Rural regions,Probably,0.06080,32,643,0.04231,0.07928
2009,2nd Quintile,Rural regions,"Yes, definitely",0.16468,105,643,0.13599,0.19337
2009,3rd Quintile,Urban regions,"No, definitely not",0.77040,574,750,0.74028,0.80052
2009,3rd Quintile,Urban regions,Probably,0.03103,32,750,0.01861,0.04344
2009,3rd Quintile,Urban regions,"Yes, definitely",0.17880,144,750,0.15136,0.20624
2009,3rd Quintile,Rural regions,"No, definitely not",0.75773,429,519,0.72083,0.79463
2009,3rd Quintile,Rural regions,"Yes, definitely",0.17763,90,519,0.14471,0.21054
2009,4th Quintile,Urban regions,"No, definitely not",0.77524,602,792,0.74615,0.80433
2009,4th Quintile,Urban regions,Probably,0.03993,37,792,0.02628,0.05357
2009,4th Quintile,Urban regions,"Yes, definitely",0.16652,153,792,0.14056,0.19248
2009,4th Quintile,Rural regions,"No, definitely not",0.80135,320,397,0.76206,0.84065
2009,4th Quintile,Rural regions,"Yes, definitely",0.15644,77,397,0.12066,0.19222
2009,5th Quintile,Urban regions,"No, definitely not",0.78354,806,1039,0.75849,0.80860
2009,5th Quintile,Urban regions,Probably not,0.02682,39,1039,0.01699,0.03665
2009,5th Quintile,Urban regions,Probably,0.03421,32,1039,0.02315,0.04527
2009,5th Quintile,Urban regions,"Yes, definitely",0.15543,162,1039,0.13339,0.17747
2009,5th Quintile,Rural regions,"No, definitely not",0.74929,234,289,0.69924,0.79935
2009,5th Quintile,Rural regions,"Yes, definitely",0.17445,55,289,0.13062,0.21828
2010,1st Quintile,Urban regions,"No, definitely not",0.61939,581,1008,0.58940,0.64938
2010,1st Quintile,Urban regions,Probably not,0.02949,37,1008,0.01904,0.03994
2010,1st Quintile,Urban regions,Probably,0.08225,81,1008,0.06528,0.09922
2010,1st Quintile,Urban regions,"Yes, definitely",0.26887,309,1008,0.24148,0.29625
2010,1st Quintile,Rural regions,"No, definitely not",0.65191,328,539,0.61166,0.69217
2010,1st Quintile,Rural regions,Probably,0.05110,37,539,0.03249,0.06971
2010,1st Quintile,Rural regions,"Yes, definitely",0.24620,174,539,0.20980,0.28260
2010,2nd Quintile,Urban regions,"No, definitely not",0.75979,656,869,0.73137,0.78821
2010,2nd Quintile,Urban regions,Probably,0.03513,41,869,0.02288,0.04738
2010,2nd Quintile,Urban regions,"Yes, definitely",0.18253,172,869,0.15683,0.20822
2010,2nd Quintile,Rural regions,"No, definitely not",0.82056,519,599,0.78980,0.85131
2010,2nd Quintile,Rural regions,"Yes, definitely",0.10697,80,599,0.08220,0.13174
2010,3rd Quintile,Urban regions,"No, definitely not",0.81144,596,735,0.78315,0.83974
2010,3rd Quintile,Urban regions,"Yes, definitely",0.14633,139,735,0.12076,0.17190
2010,3rd Quintile,Rural regions,"No, definitely not",0.80564,407,495,0.77075,0.84054
2010,3rd Quintile,Rural regions,"Yes, definitely",0.16162,88,495,0.12916,0.19408
2010,4th Quintile,Urban regions,"No, definitely not",0.78270,585,777,0.75369,0.81172
2010,4th Quintile,Urban regions,Probably,0.03941,43,777,0.02572,0.05310
2010,4th Quintile,Urban regions,"Yes, definitely",0.15419,149,777,0.12878,0.17960
2010,4th Quintile,Rural regions,"No, definitely not",0.81250,287,353,0.77172,0.85327
2010,4th Quintile,Rural regions,"Yes, definitely",0.11768,66,353,0.08401,0.15134
2010,5th Quintile,Urban regions,"No, definitely not",0.79679,761,991,0.77172,0.82185
2010,5th Quintile,Urban regions,Probably not,0.03990,36,991,0.02771,0.05209
2010,5th Quintile,Urban regions,Probably,0.03391,37,991,0.02263,0.04518
2010,5th Quintile,Urban regions,"Yes, definitely",0.12941,157,991,0.10850,0.15032
2010,5th Quintile,Rural regions,"No, definitely not",0.83934,189,233,0.79208,0.88659
2010,5th Quintile,Rural regions,"Yes, definitely",0.12630,44,233,0.08355,0.16905
2011,1st Quintile,Urban regions,"No, definitely not",0.60723,641,1545,0.58287,0.63159
2011,1st Quintile,Urban regions,Probably not,0.04354,97,1545,0.03336,0.05372
2011,1st Quintile,Urban regions,Probably,0.09276,213,1545,0.07829,0.10723
2011,1st Quintile,Urban regions,"Yes, definitely",0.25647,594,1545,0.23468,0.27825
2011,1st Quintile,Rural regions,"No, definitely not",0.64929,425,993,0.61960,0.67899
2011,1st Quintile,Rural regions,Probably not,0.04435,60,993,0.03154,0.05716
2011,1st Quintile,Rural regions,Probably,0.09001,128,993,0.07220,0.10782
2011,1st Quintile,Rural regions,"Yes, definitely",0.21635,380,993,0.19072,0.24197
2011,2nd Quintile,Urban regions,"No, definitely not",0.75676,659,1086,0.73123,0.78229
2011,2nd Quintile,Urban regions,Probably not,0.02871,39,1086,0.01877,0.03865
2011,2nd Quintile,Urban regions,Probably,0.05755,100,1086,0.04369,0.07141
2011,2nd Quintile,Urban regions,"Yes, definitely",0.15698,288,1086,0.13533,0.17863
2011,2nd Quintile,Rural regions,"No, definitely not",0.78882,463,705,0.75867,0.81897
2011,2nd Quintile,Rural regions,Probably not,0.02842,33,705,0.01615,0.04070
2011,2nd Quintile,Rural regions,Probably,0.02947,44,705,0.01698,0.04197
2011,2nd Quintile,Rural regions,"Yes, definitely",0.15328,165,705,0.12667,0.17989
2011,3rd Quintile,Urban regions,"No, definitely not",0.78970,595,837,0.76208,0.81733
2011,3rd Quintile,Urban regions,Probably,0.03794,55,837,0.02499,0.05089
2011,3rd Quintile,Urban regions,"Yes, definitely",0.14527,187,837,0.12138,0.16915
2011,3rd Quintile,Rural regions,"No, definitely not",0.79925,392,559,0.76601,0.83248
2011,3rd Quintile,Rural regions,Probably,0.02536,37,559,0.01231,0.03840
2011,3rd Quintile,Rural regions,"Yes, definitely",0.14770,130,559,0.11826,0.17714
2011,4th Quintile,Urban regions,"No, definitely not",0.78479,539,781,0.75595,0.81363
2011,4th Quintile,Urban regions,Probably,0.05327,64,781,0.03751,0.06903
2011,4th Quintile,Urban regions,"Yes, definitely",0.13381,178,781,0.10992,0.15771
2011,4th Quintile,Rural regions,"No, definitely not",0.81885,246,324,0.77684,0.86085
2011,4th Quintile,Rural regions,"Yes, definitely",0.12726,78,324,0.09091,0.16360
2011,5th Quintile,Urban regions,"No, definitely not",0.82096,742,979,0.79693,0.84499
2011,5th Quintile,Urban regions,Probably,0.02626,49,979,0.01624,0.03628
2011,5th Quintile,Urban regions,"Yes, definitely",0.13218,188,979,0.11096,0.15341
2011,5th Quintile,Rural regions,"No, definitely not",0.80215,194,230,0.75055,0.85375
2011,5th Quintile,Rural regions,"Yes, definitely",0.10554,36,230,0.06574,0.14533
2012,1st Quintile,Urban regions,"No, definitely not",0.56650,740,1814,0.54369,0.58931
2012,1st Quintile,Urban regions,Probably not,0.04770,113,1814,0.03788,0.05751
2012,1st Quintile,Urban regions,Probably,0.09031,251,1814,0.07711,0.10350
2012,1st Quintile,Urban regions,"Yes, definitely",0.29549,710,1814,0.27449,0.31650
2012,1st Quintile,Rural regions,"No, definitely not",0.59733,454,1082,0.56809,0.62657
2012,1st Quintile,Rural regions,Probably not,0.04844,87,1082,0.03564,0.06124
2012,1st Quintile,Rural regions,Probably,0.07681,130,1082,0.06093,0.09268
2012,1st Quintile,Rural regions,"Yes, definitely",0.27742,411,1082,0.25073,0.30411
2012,2nd Quintile,Urban regions,"No, definitely not",0.74785,776,1222,0.72349,0.77220
2012,2nd Quintile,Urban regions,Probably not,0.03101,48,1222,0.02129,0.04074
2012,2nd Quintile,Urban regions,Probably,0.05683,102,1222,0.04384,0.06981
2012,2nd Quintile,Urban regions,"Yes, definitely",0.16431,296,1222,0.14353,0.18510
2012,2nd Quintile,Rural regions,"No, definitely not",0.78724,611,872,0.76006,0.81442
2012,2nd Quintile,Rural regions,Probably not,0.02600,31,872,0.01543,0.03657
2012,2nd Quintile,Rural regions,Probably,0.04764,56,872,0.03350,0.06179
2012,2nd Quintile,Rural regions,"Yes, definitely",0.13912,174,872,0.11614,0.16210
2012,3rd Quintile,Urban regions,"No, definitely not",0.76215,689,980,0.73548,0.78882
2012,3rd Quintile,Urban regions,Probably,0.05526,71,980,0.04095,0.06957
2012,3rd Quintile,Urban regions,"Yes, definitely",0.16362,220,980,0.14044,0.18679
2012,3rd Quintile,Rural regions,"No, definitely not",0.75735,452,648,0.72431,0.79038
2012,3rd Quintile,Rural regions,Probably,0.03684,45,648,0.02233,0.05136
2012,3rd Quintile,Rural regions,"Yes, definitely",0.17430,151,648,0.14507,0.20354
2012,4th Quintile,Urban regions,"No, definitely not",0.79954,657,928,0.77377,0.82532
2012,4th Quintile,Urban regions,Probably not,0.03883,38,928,0.02640,0.05127
2012,4th Quintile,Urban regions,Probably,0.03308,52,928,0.02156,0.04459
2012,4th Quintile,Urban regions,"Yes, definitely",0.12855,181,928,0.10700,0.15009
2012,4th Quintile,Rural regions,"No, definitely not",0.83665,398,484,0.80368,0.86962
2012,4th Quintile,Rural regions,"Yes, definitely",0.11396,86,484,0.08562,0.14230
2012,5th Quintile,Urban regions,"No, definitely not",0.77679,800,1100,0.75217,0.80140
2012,5th Quintile,Urban regions,Probably not,0.03527,37,1100,0.02436,0.04618
2012,5th Quintile,Urban regions,Probably,0.04725,70,1100,0.03470,0.05979
2012,5th Quintile,Urban regions,"Yes, definitely",0.14070,193,1100,0.12014,0.16126
2012,5th Quintile,Rural regions,"No, definitely not",0.71849,234,285,0.66618,0.77079
2012,5th Quintile,Rural regions,"Yes, definitely",0.14315,51,285,0.10242,0.18389
2013,1st Quintile,Urban regions,"No, definitely not",0.63619,734,1692,0.61326,0.65912
2013,1st Quintile,Urban regions,Probably not,0.05393,113,1692,0.04316,0.06470
2013,1st Quintile,Urban regions,Probably,0.07433,196,1692,0.06183,0.08683
2013,1st Quintile,Urban regions,"Yes, definitely",0.23555,649,1692,0.21532,0.25577
2013,1st Quintile,Rural regions,"No, definitely not",0.59247,501,1112,0.56358,0.62137
2013,1st Quintile,Rural regions,Probably not,0.06479,80,1112,0.05031,0.07926
2013,1st Quintile,Rural regions,Probably,0.07835,139,1112,0.06254,0.09415
2013,1st Quintile,Rural regions,"Yes, definitely",0.26439,392,1112,0.23846,0.29033
2013,2nd Quintile,Urban regions,"No, definitely not",0.77066,812,1241,0.74725,0.79406
2013,2nd Quintile,Urban regions,Probably not,0.03969,58,1241,0.02883,0.05056
2013,2nd Quintile,Urban regions,Probably,0.03825,88,1241,0.02757,0.04892
2013,2nd Quintile,Urban regions,"Yes, definitely",0.15140,283,1241,0.13145,0.17135
2013,2nd Quintile,Rural regions,"No, definitely not",0.80118,666,909,0.77522,0.82714
2013,2nd Quintile,Rural regions,Probably,0.03220,59,909,0.02072,0.04368
2013,2nd Quintile,Rural regions,"Yes, definitely",0.15035,184,909,0.12711,0.17360
2013,3rd Quintile,Urban regions,"No, definitely not",0.80420,772,1077,0.78049,0.82791
2013,3rd Quintile,Urban regions,Probably not,0.02605,36,1077,0.01653,0.03556
2013,3rd Quintile,Urban regions,Probably,0.03964,59,1077,0.02798,0.05130
2013,3rd Quintile,Urban regions,"Yes, definitely",0.13012,210,1077,0.11001,0.15022
2013,3rd Quintile,Rural regions,"No, definitely not",0.79885,531,666,0.76838,0.82932
2013,3rd Quintile,Rural regions,"Yes, definitely",0.13209,135,666,0.10636,0.15783
2013,4th Quintile,Urban regions,"No, definitely not",0.80706,689,921,0.78156,0.83256
2013,4th Quintile,Urban regions,Probably,0.02822,46,921,0.01752,0.03892
2013,4th Quintile,Urban regions,"Yes, definitely",0.14430,186,921,0.12160,0.16701
2013,4th Quintile,Rural regions,"No, definitely not",0.78216,374,445,0.74377,0.82056
2013,4th Quintile,Rural regions,"Yes, definitely",0.13487,71,445,0.10309,0.16664
2013,5th Quintile,Urban regions,"No, definitely not",0.79458,871,1150,0.77122,0.81794
2013,5th Quintile,Urban regions,Probably not,0.02180,36,1150,0.01336,0.03024
2013,5th Quintile,Urban regions,Probably,0.02690,47,1150,0.01754,0.03625
2013,5th Quintile,Urban regions,"Yes, definitely",0.15672,196,1150,0.13570,0.17774
2013,5th Quintile,Rural regions,"No, definitely not",0.80196,242,291,0.75609,0.84783
2013,5th Quintile,Rural regions,"Yes, definitely",0.11602,49,291,0.07916,0.15288
2014,1st Quintile,Urban regions,"No, definitely not",0.56409,806,2011,0.54241,0.58577
2014,1st Quintile,Urban regions,Probably not,0.04983,131,2011,0.04032,0.05935
2014,1st Quintile,Urban regions,Probably,0.08581,257,2011,0.07357,0.09806
2014,1st Quintile,Urban regions,"Yes, definitely",0.30026,817,2011,0.28023,0.32030
2014,1st Quintile,Rural regions,"No, definitely not",0.54547,488,1139,0.51654,0.57440
2014,1st Quintile,Rural regions,Probably not,0.06712,75,1139,0.05258,0.08166
2014,1st Quintile,Rural regions,Probably,0.08527,143,1139,0.06904,0.10150
2014,1st Quintile,Rural regions,"Yes, definitely",0.30214,433,1139,0.27546,0.32882
2014,2nd Quintile,Urban regions,"No, definitely not",0.71751,805,1336,0.69336,0.74166
2014,2nd Quintile,Urban regions,Probably not,0.04236,65,1336,0.03156,0.05316
2014,2nd Quintile,Urban regions,Probably,0.04607,106,1336,0.03483,0.05732
2014,2nd Quintile,Urban regions,"Yes, definitely",0.19406,360,1336,0.17284,0.21527
2014,2nd Quintile,Rural regions,"No, definitely not",0.77098,663,925,0.74389,0.79808
2014,2nd Quintile,Rural regions,Probably not,0.03567,36,925,0.02372,0.04763
2014,2nd Quintile,Rural regions,Probably,0.04607,58,925,0.03255,0.05958
2014,2nd Quintile,Rural regions,"Yes, definitely",0.14728,168,925,0.12443,0.17013
2014,3rd Quintile,Urban regions,"No, definitely not",0.75438,745,1118,0.72913,0.77962
2014,3rd Quintile,Urban regions,Probably not,0.03001,37,1118,0.02000,0.04001
2014,3rd Quintile,Urban regions,Probably,0.04980,67,1118,0.03704,0.06256
2014,3rd Quintile,Urban regions,"Yes, definitely",0.16581,269,1118,0.14400,0.18763
2014,3rd Quintile,Rural regions,"No, definitely not",0.83181,511,646,0.80294,0.86067
2014,3rd Quintile,Rural regions,"Yes, definitely",0.12950,135,646,0.10359,0.15542
2014,4th Quintile,Urban regions,"No, definitely not",0.77148,682,983,0.74521,0.79774
2014,4th Quintile,Urban regions,Probably not,0.02635,34,983,0.01633,0.03636
2014,4th Quintile,Urban regions,Probably,0.04285,53,983,0.03018,0.05552
2014,4th Quintile,Urban regions,"Yes, definitely",0.15933,214,983,0.13644,0.18222
2014,4th Quintile,Rural regions,"No, definitely not",0.83050,382,456,0.79603,0.86498
