year,migback,sex,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,No migration background,female,"Yes, definitely",0.13495,858,4214,0.12463,0.14526
2015,Direct migration background,male,"No, definitely not",0.59001,293,704,0.55366,0.62637
2015,Direct migration background,male,Probably,0.04977,60,704,0.03369,0.06584
2015,Direct migration background,male,"Yes, definitely",0.32972,351,704,0.29497,0.36447
2015,Direct migration background,female,"No, definitely not",0.51954,461,1426,0.49360,0.54548
2015,Direct migration background,female,Probably not,0.05467,101,1426,0.04286,0.06647
2015,Direct migration background,female,Probably,0.12847,249,1426,0.11110,0.14584
2015,Direct migration background,female,"Yes, definitely",0.29732,615,1426,0.27359,0.32106
2015,Indirect migration background,male,"Yes, definitely",0.83240,170,170,0.77609,0.88871
2015,Indirect migration background,female,"No, definitely not",0.12694,38,320,0.09041,0.16347
2015,Indirect migration background,female,Probably,0.07881,41,320,0.04924,0.10838
2015,Indirect migration background,female,"Yes, definitely",0.72838,241,320,0.67956,0.77719
2016,No migration background,male,"No, definitely not",0.76252,2256,2922,0.74709,0.77795
2016,No migration background,male,Probably not,0.03351,90,2922,0.02698,0.04003
2016,No migration background,male,Probably,0.04166,95,2922,0.03441,0.04890
2016,No migration background,male,"Yes, definitely",0.16232,481,2922,0.14894,0.17569
2016,No migration background,female,"No, definitely not",0.77085,2654,3871,0.75761,0.78409
2016,No migration background,female,Probably not,0.03038,168,3871,0.02497,0.03578
2016,No migration background,female,Probably,0.04711,273,3871,0.04043,0.05378
2016,No migration background,female,"Yes, definitely",0.15166,776,3871,0.14036,0.16296
2016,Direct migration background,male,"No, definitely not",0.56228,314,2067,0.54088,0.58367
2016,Direct migration background,male,Probably not,0.05509,58,2067,0.04525,0.06493
2016,Direct migration background,male,Probably,0.04890,224,2067,0.03960,0.05820
2016,Direct migration background,male,"Yes, definitely",0.33373,1471,2067,0.31339,0.35406
2016,Direct migration background,female,"No, definitely not",0.50448,515,2281,0.48396,0.52500
2016,Direct migration background,female,Probably not,0.06701,170,2281,0.05675,0.07728
2016,Direct migration background,female,Probably,0.13699,559,2281,0.12288,0.15111
2016,Direct migration background,female,"Yes, definitely",0.29151,1037,2281,0.27285,0.31016
2016,Indirect migration background,male,"Yes, definitely",0.77836,146,146,0.71075,0.84596
2016,Indirect migration background,female,"No, definitely not",0.16090,35,258,0.11598,0.20582
2016,Indirect migration background,female,Probably,0.12376,40,258,0.08350,0.16402
2016,Indirect migration background,female,"Yes, definitely",0.66172,183,258,0.60387,0.71956
2017,No migration background,male,"No, definitely not",0.75312,2364,3154,0.73807,0.76817
2017,No migration background,male,Probably not,0.03823,93,3154,0.03154,0.04493
2017,No migration background,male,Probably,0.03766,100,3154,0.03102,0.04431
2017,No migration background,male,"Yes, definitely",0.17099,597,3154,0.15785,0.18413
2017,No migration background,female,"No, definitely not",0.77779,2788,4072,0.76502,0.79056
2017,No migration background,female,Probably not,0.03568,193,4072,0.02998,0.04138
2017,No migration background,female,Probably,0.04284,266,4072,0.03662,0.04906
2017,No migration background,female,"Yes, definitely",0.14369,825,4072,0.13292,0.15447
2017,Direct migration background,male,"No, definitely not",0.54540,329,2286,0.52498,0.56582
2017,Direct migration background,male,Probably not,0.03156,47,2286,0.02439,0.03872
2017,Direct migration background,male,Probably,0.06528,214,2286,0.05515,0.07541
2017,Direct migration background,male,"Yes, definitely",0.35776,1696,2286,0.33811,0.37742
2017,Direct migration background,female,"No, definitely not",0.48750,525,2663,0.46852,0.50649
2017,Direct migration background,female,Probably not,0.07523,188,2663,0.06521,0.08525
2017,Direct migration background,female,Probably,0.11875,628,2663,0.10646,0.13104
2017,Direct migration background,female,"Yes, definitely",0.31851,1322,2663,0.30082,0.33621
2017,Indirect migration background,male,"Yes, definitely",0.76901,170,170,0.70547,0.83256
2017,Indirect migration background,female,"No, definitely not",0.21377,42,270,0.16478,0.26276
2017,Indirect migration background,female,Probably,0.09692,40,270,0.06157,0.13228
2017,Indirect migration background,female,"Yes, definitely",0.61415,188,270,0.55598,0.67232
2018,No migration background,male,"No, definitely not",0.77337,2354,3093,0.75862,0.78813
2018,No migration background,male,Probably not,0.02847,95,3093,0.02261,0.03433
2018,No migration background,male,Probably,0.04244,121,3093,0.03534,0.04955
2018,No migration background,male,"Yes, definitely",0.15571,523,3093,0.14293,0.16850
2018,No migration background,female,"No, definitely not",0.78515,2785,4033,0.77247,0.79783
2018,No migration background,female,Probably not,0.03207,188,4033,0.02663,0.03751
2018,No migration background,female,Probably,0.03503,231,4033,0.02935,0.04070
2018,No migration background,female,"Yes, definitely",0.14776,829,4033,0.13680,0.15871
2018,Direct migration background,male,"No, definitely not",0.55384,309,1848,0.53117,0.57651
2018,Direct migration background,male,Probably not,0.05058,52,1848,0.04059,0.06057
2018,Direct migration background,male,Probably,0.05107,205,1848,0.04103,0.06110
2018,Direct migration background,male,"Yes, definitely",0.34452,1282,1848,0.32284,0.36619
2018,Direct migration background,female,"No, definitely not",0.50203,490,2340,0.48177,0.52230
2018,Direct migration background,female,Probably not,0.05871,122,2340,0.04918,0.06823
2018,Direct migration background,female,Probably,0.12237,535,2340,0.10909,0.13565
2018,Direct migration background,female,"Yes, definitely",0.31689,1193,2340,0.29803,0.33574
2018,Indirect migration background,male,"Yes, definitely",0.81789,150,150,0.75592,0.87986
2018,Indirect migration background,female,"No, definitely not",0.20599,45,278,0.15837,0.25362
2018,Indirect migration background,female,Probably,0.12210,44,278,0.08354,0.16065
2018,Indirect migration background,female,"Yes, definitely",0.59874,189,278,0.54101,0.65646
2019,No migration background,male,"No, definitely not",0.79033,2357,3034,0.77584,0.80482
2019,No migration background,male,Probably not,0.03301,110,3034,0.02665,0.03937
2019,No migration background,male,Probably,0.03946,109,3034,0.03253,0.04639
2019,No migration background,male,"Yes, definitely",0.13720,458,3034,0.12496,0.14945
2019,No migration background,female,"No, definitely not",0.78436,2676,3804,0.77129,0.79744
2019,No migration background,female,Probably not,0.03224,158,3804,0.02662,0.03785
2019,No migration background,female,Probably,0.04295,240,3804,0.03650,0.04939
2019,No migration background,female,"Yes, definitely",0.14045,730,3804,0.12941,0.15149
2019,Direct migration background,male,"No, definitely not",0.56253,346,1515,0.53754,0.58752
2019,Direct migration background,male,Probably not,0.02713,39,1515,0.01895,0.03532
2019,Direct migration background,male,Probably,0.05195,146,1515,0.04077,0.06312
2019,Direct migration background,male,"Yes, definitely",0.35839,984,1515,0.33423,0.38254
2019,Direct migration background,female,"No, definitely not",0.53525,471,2022,0.51350,0.55699
2019,Direct migration background,female,Probably not,0.07201,100,2022,0.06074,0.08328
2019,Direct migration background,female,Probably,0.13203,432,2022,0.11727,0.14679
2019,Direct migration background,female,"Yes, definitely",0.26071,1019,2022,0.24157,0.27985
2019,Indirect migration background,male,"Yes, definitely",0.67756,129,129,0.59658,0.75853
2019,Indirect migration background,female,"No, definitely not",0.17230,44,236,0.12402,0.22059
2019,Indirect migration background,female,Probably,0.09617,34,236,0.05847,0.13386
2019,Indirect migration background,female,"Yes, definitely",0.65505,158,236,0.59428,0.71583
2020,No migration background,male,"No, definitely not",0.78120,2200,2842,0.76600,0.79640
2020,No migration background,male,Probably not,0.03623,107,2842,0.02936,0.04310
2020,No migration background,male,Probably,0.03850,105,2842,0.03143,0.04558
2020,No migration background,male,"Yes, definitely",0.14407,430,2842,0.13115,0.15698
2020,No migration background,female,"No, definitely not",0.77453,2529,3611,0.76089,0.78816
2020,No migration background,female,Probably not,0.03952,163,3611,0.03316,0.04587
2020,No migration background,female,Probably,0.04405,226,3611,0.03735,0.05074
2020,No migration background,female,"Yes, definitely",0.14191,693,3611,0.13052,0.15329
2020,Direct migration background,male,"No, definitely not",0.53643,323,1705,0.51276,0.56011
2020,Direct migration background,male,Probably not,0.05353,65,1705,0.04284,0.06422
2020,Direct migration background,male,Probably,0.06385,140,1705,0.05224,0.07546
2020,Direct migration background,male,"Yes, definitely",0.34619,1177,1705,0.32360,0.36878
2020,Direct migration background,female,"No, definitely not",0.53873,475,2190,0.51785,0.55962
2020,Direct migration background,female,Probably not,0.04184,115,2190,0.03345,0.05023
2020,Direct migration background,female,Probably,0.16142,501,2190,0.14601,0.17683
2020,Direct migration background,female,"Yes, definitely",0.25800,1099,2190,0.23967,0.27633
2020,Indirect migration background,male,"Yes, definitely",0.72581,119,119,0.64531,0.80630
2020,Indirect migration background,female,"No, definitely not",0.30054,53,237,0.24205,0.35904
2020,Indirect migration background,female,Probably,0.09811,33,237,0.06016,0.13606
2020,Indirect migration background,female,"Yes, definitely",0.53444,151,237,0.47079,0.59808
2021,No migration background,male,"No, definitely not",0.76938,1575,2062,0.75120,0.78757
2021,No migration background,male,Probably not,0.03511,86,2062,0.02717,0.04306
2021,No migration background,male,Probably,0.04449,87,2062,0.03559,0.05339
2021,No migration background,male,"Yes, definitely",0.15102,314,2062,0.13556,0.16647
2021,No migration background,female,"No, definitely not",0.76167,1793,2568,0.74519,0.77815
2021,No migration background,female,Probably not,0.04189,127,2568,0.03414,0.04964
2021,No migration background,female,Probably,0.05118,169,2568,0.04266,0.05971
2021,No migration background,female,"Yes, definitely",0.14526,479,2568,0.13163,0.15889
2021,Direct migration background,male,"No, definitely not",0.57109,223,857,0.53794,0.60425
2021,Direct migration background,male,Probably,0.12488,142,857,0.10273,0.14702
2021,Direct migration background,male,"Yes, definitely",0.27358,492,857,0.24372,0.30344
2021,Direct migration background,female,"No, definitely not",0.47251,289,1385,0.44621,0.49881
2021,Direct migration background,female,Probably not,0.08447,63,1385,0.06982,0.09912
2021,Direct migration background,female,Probably,0.16851,375,1385,0.14879,0.18823
2021,Direct migration background,female,"Yes, definitely",0.27452,658,1385,0.25100,0.29803
2021,Indirect migration background,male,"Yes, definitely",0.65083,73,73,0.54071,0.76094
2021,Indirect migration background,female,"Yes, definitely",0.67636,93,93,0.58075,0.77196
2022,No migration background,male,"No, definitely not",0.78570,1797,2455,0.76946,0.80193
2022,No migration background,male,Probably not,0.04879,141,2455,0.04027,0.05732
2022,No migration background,male,Probably,0.03482,115,2455,0.02757,0.04207
2022,No migration background,male,"Yes, definitely",0.13069,402,2455,0.11736,0.14403
2022,No migration background,female,"No, definitely not",0.79350,2048,3063,0.77916,0.80784
2022,No migration background,female,Probably not,0.04481,186,3063,0.03748,0.05214
2022,No migration background,female,Probably,0.04199,204,3063,0.03489,0.04909
2022,No migration background,female,"Yes, definitely",0.11969,625,3063,0.10820,0.13119
2022,Direct migration background,male,"No, definitely not",0.53561,194,760,0.50013,0.57109
2022,Direct migration background,male,Probably not,0.05975,41,760,0.04289,0.07661
2022,Direct migration background,male,Probably,0.09994,135,760,0.07860,0.12127
2022,Direct migration background,male,"Yes, definitely",0.30470,390,760,0.27196,0.33745
2022,Direct migration background,female,"No, definitely not",0.53861,328,1429,0.51276,0.56447
2022,Direct migration background,female,Probably not,0.08518,80,1429,0.07070,0.09966
2022,Direct migration background,female,Probably,0.13701,374,1429,0.11917,0.15484
2022,Direct migration background,female,"Yes, definitely",0.23920,647,1429,0.21707,0.26132
2022,Indirect migration background,male,"No, definitely not",0.27658,47,128,0.19878,0.35437
2022,Indirect migration background,male,"Yes, definitely",0.53756,81,128,0.45084,0.62427
2022,Indirect migration background,female,"No, definitely not",0.30854,64,198,0.24404,0.37305
2022,Indirect migration background,female,Probably,0.18387,32,198,0.12978,0.23797
2022,Indirect migration background,female,"Yes, definitely",0.38717,102,198,0.31914,0.45519
