,Unnamed: 0,year,bula_h,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
318,318,2002,Baden-Wuerttemberg,"Yes, definitely",0.21036,248,8992,0.18807,0.2315
319,319,2002,Bavaria,"No, definitely not",0.73487,797,8992,0.7011,0.76645
320,320,2002,Bavaria,Probably not,0.04481,64,8992,0.0361,0.05548
321,321,2002,Bavaria,Probably,0.04949,82,8992,0.04158,0.05816
322,322,2002,Bavaria,"Yes, definitely",0.17083,255,8992,0.15346,0.18778
323,323,2002,Berlin,"No, definitely not",0.66774,188,8992,0.61453,0.71741
324,324,2002,Berlin,"Yes, definitely",0.33226,107,8992,0.28498,0.3851
325,325,2002,Brandenburg,"No, definitely not",0.68967,279,8992,0.65174,0.72391
326,326,2002,Brandenburg,"Yes, definitely",0.31033,140,8992,0.27699,0.34921
327,327,2002,Mecklenburg-Western Pomerania,"No, definitely not",0.74842,132,8992,0.69018,0.80108
328,328,2002,Mecklenburg-Western Pomerania,"Yes, definitely",0.25158,64,8992,0.20388,0.29935
329,329,2002,Saxony,"No, definitely not",0.69107,432,8992,0.65873,0.72395
330,330,2002,Saxony,Probably,0.04476,34,8992,0.03459,0.05534
331,331,2002,Saxony,"Yes, definitely",0.26416,208,8992,0.24225,0.28939
332,332,2002,Saxony-Anhalt,"No, definitely not",0.7486,285,8992,0.71625,0.78483
333,333,2002,Saxony-Anhalt,"Yes, definitely",0.2514,134,8992,0.22267,0.2817
334,334,2002,Thuringa,"No, definitely not",0.70588,261,8992,0.66922,0.74941
335,335,2002,Thuringa,"Yes, definitely",0.29412,138,8992,0.26208,0.33094
336,336,2003,Schleswig-Holstein,"No, definitely not",0.83395,182,8830,0.75811,0.90271
337,337,2003,Schleswig-Holstein,"Yes, definitely",0.16605,54,8830,0.13027,0.19607
338,338,2003,Hamburg,"No, definitely not",1.0,74,8830,0.86825,1.12973
339,339,2003,Lower Saxony,"No, definitely not",0.74572,539,8830,0.70651,0.78442
340,340,2003,Lower Saxony,Probably,0.06041,56,8830,0.05024,0.07066
341,341,2003,Lower Saxony,"Yes, definitely",0.19387,163,8830,0.17093,0.21488
342,342,2003,Bremen,"No, definitely not",1.0,48,8830,0.87015,1.1169
343,343,2003,North Rhine-Westphalia,"No, definitely not",0.72331,1358,8830,0.69997,0.74512
344,344,2003,North Rhine-Westphalia,Probably not,0.03483,70,8830,0.02888,0.04098
345,345,2003,North Rhine-Westphalia,Probably,0.05974,129,8830,0.05196,0.06558
346,346,2003,North Rhine-Westphalia,"Yes, definitely",0.18212,397,8830,0.16726,0.19522
347,347,2003,Hesse,"No, definitely not",0.6756,356,8830,0.63231,0.71442
348,348,2003,Hesse,Probably not,0.04576,31,8830,0.03517,0.06078
349,349,2003,Hesse,Probably,0.06428,37,8830,0.04997,0.07914
350,350,2003,Hesse,"Yes, definitely",0.21436,123,8830,0.18905,0.24133
351,351,2003,"Rhineland-Palatinate, Saarland","No, definitely not",0.71517,409,8830,0.67759,0.75585
352,352,2003,"Rhineland-Palatinate, Saarland",Probably,0.05657,39,8830,0.04458,0.06679
353,353,2003,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22826,136,8830,0.20015,0.25357
354,354,2003,Baden-Wuerttemberg,"No, definitely not",0.71796,684,8830,0.68464,0.76103
355,355,2003,Baden-Wuerttemberg,Probably not,0.03754,36,8830,0.02604,0.04853
356,356,2003,Baden-Wuerttemberg,Probably,0.06108,66,8830,0.05139,0.07294
357,357,2003,Baden-Wuerttemberg,"Yes, definitely",0.18342,246,8830,0.16615,0.20327
358,358,2003,Bavaria,"No, definitely not",0.72787,772,8830,0.69373,0.76212
359,359,2003,Bavaria,Probably not,0.03236,53,8830,0.02531,0.04023
360,360,2003,Bavaria,Probably,0.05785,82,8830,0.05013,0.06546
361,361,2003,Bavaria,"Yes, definitely",0.18192,250,8830,0.16506,0.20008
362,362,2003,Berlin,"No, definitely not",0.57429,192,8830,0.52762,0.62577
363,363,2003,Berlin,Probably,0.07068,31,8830,0.05469,0.08895
364,364,2003,Berlin,"Yes, definitely",0.35503,119,8830,0.31288,0.40117
365,365,2003,Brandenburg,"No, definitely not",0.74505,285,8830,0.70089,0.79044
366,366,2003,Brandenburg,"Yes, definitely",0.25495,105,8830,0.22113,0.29373
367,367,2003,Mecklenburg-Western Pomerania,"No, definitely not",0.67023,126,8830,0.61908,0.72402
368,368,2003,Mecklenburg-Western Pomerania,"Yes, definitely",0.32977,82,8830,0.27768,0.39039
369,369,2003,Saxony,"No, definitely not",0.66845,429,8830,0.64049,0.69375
370,370,2003,Saxony,Probably,0.04732,39,8830,0.03663,0.06023
371,371,2003,Saxony,"Yes, definitely",0.28424,232,8830,0.25518,0.31042
372,372,2003,Saxony-Anhalt,"No, definitely not",0.74604,281,8830,0.70668,0.79298
373,373,2003,Saxony-Anhalt,"Yes, definitely",0.25396,134,8830,0.2248,0.28367
374,374,2003,Thuringa,"No, definitely not",0.74576,265,8830,0.6927,0.81143
375,375,2003,Thuringa,"Yes, definitely",0.25424,120,8830,0.21903,0.28932
376,376,2004,Schleswig-Holstein,"No, definitely not",0.74114,182,8741,0.65928,0.80186
377,377,2004,Schleswig-Holstein,"Yes, definitely",0.25886,74,8741,0.22017,0.3013
378,378,2004,Hamburg,"No, definitely not",0.74975,75,8741,0.63224,0.86596
379,379,2004,Hamburg,"Yes, definitely",0.25025,33,8741,0.19053,0.31484
380,380,2004,Lower Saxony,"No, definitely not",0.76772,548,8741,0.72871,0.81614
381,381,2004,Lower Saxony,Probably,0.0689,60,8741,0.0537,0.08281
382,382,2004,Lower Saxony,"Yes, definitely",0.16338,154,8741,0.13511,0.18237
383,383,2004,Bremen,"No, definitely not",1.0,45,8741,0.87502,1.12338
384,384,2004,North Rhine-Westphalia,"No, definitely not",0.71881,1299,8741,0.68675,0.74451
385,385,2004,North Rhine-Westphalia,Probably not,0.03481,75,8741,0.02848,0.04072
386,386,2004,North Rhine-Westphalia,Probably,0.05259,113,8741,0.04418,0.06033
387,387,2004,North Rhine-Westphalia,"Yes, definitely",0.19378,431,8741,0.17941,0.20711
388,388,2004,Hesse,"No, definitely not",0.7072,353,8741,0.65547,0.75675
389,389,2004,Hesse,Probably,0.07712,42,8741,0.06281,0.09098
390,390,2004,Hesse,"Yes, definitely",0.21568,124,8741,0.18521,0.25067
391,391,2004,"Rhineland-Palatinate, Saarland","No, definitely not",0.71833,388,8741,0.68128,0.76322
392,392,2004,"Rhineland-Palatinate, Saarland",Probably,0.04789,36,8741,0.03446,0.06548
393,393,2004,"Rhineland-Palatinate, Saarland","Yes, definitely",0.23378,132,8741,0.19987,0.26404
394,394,2004,Baden-Wuerttemberg,"No, definitely not",0.70319,656,8741,0.66748,0.73788
395,395,2004,Baden-Wuerttemberg,Probably not,0.03161,32,8741,0.0239,0.03899
396,396,2004,Baden-Wuerttemberg,Probably,0.07507,85,8741,0.06147,0.08809
397,397,2004,Baden-Wuerttemberg,"Yes, definitely",0.19013,245,8741,0.16805,0.207
398,398,2004,Bavaria,"No, definitely not",0.69418,761,8741,0.6632,0.73213
399,399,2004,Bavaria,Probably not,0.04085,52,8741,0.03248,0.04914
400,400,2004,Bavaria,Probably,0.06166,83,8741,0.05022,0.0747
401,401,2004,Bavaria,"Yes, definitely",0.20332,269,8741,0.18043,0.22239
402,402,2004,Berlin,"No, definitely not",0.60302,173,8741,0.55139,0.644
403,403,2004,Berlin,"Yes, definitely",0.39698,124,8741,0.34482,0.44449
404,404,2004,Brandenburg,"No, definitely not",0.66805,272,8741,0.62583,0.7116
405,405,2004,Brandenburg,Probably,0.05745,31,8741,0.04638,0.07094
406,406,2004,Brandenburg,"Yes, definitely",0.27449,125,8741,0.23632,0.30684
407,407,2004,Mecklenburg-Western Pomerania,"No, definitely not",0.67244,134,8741,0.61442,0.73413
408,408,2004,Mecklenburg-Western Pomerania,"Yes, definitely",0.32756,76,8741,0.27363,0.39797
409,409,2004,Saxony,"No, definitely not",0.66222,412,8741,0.62992,0.69647
410,410,2004,Saxony,Probably,0.07473,45,8741,0.05865,0.09814
411,411,2004,Saxony,"Yes, definitely",0.26306,199,8741,0.23152,0.29423
412,412,2004,Saxony-Anhalt,"No, definitely not",0.72588,262,8741,0.68263,0.7712
413,413,2004,Saxony-Anhalt,"Yes, definitely",0.27412,139,8741,0.23782,0.3216
414,414,2004,Thuringa,"No, definitely not",0.69527,263,8741,0.64752,0.74445
415,415,2004,Thuringa,"Yes, definitely",0.30473,139,8741,0.25685,0.34909
416,416,2005,Schleswig-Holstein,"No, definitely not",0.76134,178,8427,0.6897,0.82939
417,417,2005,Schleswig-Holstein,"Yes, definitely",0.23866,66,8427,0.18874,0.276
418,418,2005,Hamburg,"No, definitely not",0.77002,74,8427,0.65918,0.87391
419,419,2005,Hamburg,"Yes, definitely",0.22998,36,8427,0.17128,0.28631
420,420,2005,Lower Saxony,"No, definitely not",0.77475,541,8427,0.73015,0.82224
421,421,2005,Lower Saxony,Probably,0.05503,52,8427,0.04129,0.07098
422,422,2005,Lower Saxony,"Yes, definitely",0.17022,149,8427,0.14481,0.19238
423,423,2005,Bremen,"No, definitely not",1.0,40,8427,0.86132,1.16031
424,424,2005,North Rhine-Westphalia,"No, definitely not",0.70425,1270,8427,0.6805,0.73313
425,425,2005,North Rhine-Westphalia,Probably not,0.03818,67,8427,0.03182,0.04523
426,426,2005,North Rhine-Westphalia,Probably,0.06104,111,8427,0.05124,0.07438
427,427,2005,North Rhine-Westphalia,"Yes, definitely",0.19653,406,8427,0.17963,0.21498
428,428,2005,Hesse,"No, definitely not",0.69925,332,8427,0.65995,0.7587
429,429,2005,Hesse,Probably,0.06731,32,8427,0.05029,0.08201
430,430,2005,Hesse,"Yes, definitely",0.23344,115,8427,0.19629,0.26702
431,431,2005,"Rhineland-Palatinate, Saarland","No, definitely not",0.69349,370,8427,0.65088,0.74278
432,432,2005,"Rhineland-Palatinate, Saarland",Probably,0.06683,41,8427,0.04723,0.09045
433,433,2005,"Rhineland-Palatinate, Saarland","Yes, definitely",0.23968,110,8427,0.20856,0.28062
434,434,2005,Baden-Wuerttemberg,"No, definitely not",0.68118,656,8427,0.64718,0.72317
435,435,2005,Baden-Wuerttemberg,Probably,0.08304,82,8427,0.06895,0.09624
436,436,2005,Baden-Wuerttemberg,"Yes, definitely",0.23578,268,8427,0.20821,0.26254
437,437,2005,Bavaria,"No, definitely not",0.70569,723,8427,0.66797,0.74644
438,438,2005,Bavaria,Probably not,0.03571,55,8427,0.02755,0.04345
439,439,2005,Bavaria,Probably,0.06469,79,8427,0.053,0.07864
440,440,2005,Bavaria,"Yes, definitely",0.1939,242,8427,0.17323,0.21573
441,441,2005,Berlin,"No, definitely not",0.51314,159,8427,0.46535,0.56727
442,442,2005,Berlin,Probably,0.11168,31,8427,0.08768,0.1445
443,443,2005,Berlin,"Yes, definitely",0.37518,115,8427,0.32756,0.42703
444,444,2005,Brandenburg,"No, definitely not",0.68761,256,8427,0.63506,0.74685
445,445,2005,Brandenburg,"Yes, definitely",0.31239,125,8427,0.27096,0.35356
446,446,2005,Mecklenburg-Western Pomerania,"No, definitely not",0.7054,144,8427,0.64481,0.76419
447,447,2005,Mecklenburg-Western Pomerania,"Yes, definitely",0.2946,71,8427,0.24225,0.35419
448,448,2005,Saxony,"No, definitely not",0.61158,392,8427,0.58187,0.64453
449,449,2005,Saxony,Probably,0.06667,37,8427,0.04577,0.08548
450,450,2005,Saxony,"Yes, definitely",0.32176,217,8427,0.2906,0.36257
451,451,2005,Saxony-Anhalt,"No, definitely not",0.72368,259,8427,0.67224,0.77492
452,452,2005,Saxony-Anhalt,"Yes, definitely",0.27632,130,8427,0.23641,0.31725
453,453,2005,Thuringa,"No, definitely not",0.66806,257,8427,0.60904,0.71399
454,454,2005,Thuringa,"Yes, definitely",0.33194,139,8427,0.27068,0.3914
455,455,2006,Schleswig-Holstein,"No, definitely not",0.78962,207,9113,0.72549,0.85587
456,456,2006,Schleswig-Holstein,"Yes, definitely",0.21038,60,9113,0.17715,0.25075
457,457,2006,Hamburg,"No, definitely not",0.77997,96,9113,0.69554,0.87396
458,458,2006,Hamburg,"Yes, definitely",0.22003,36,9113,0.16813,0.27423
459,459,2006,Lower Saxony,"No, definitely not",0.72463,582,9113,0.68613,0.75832
460,460,2006,Lower Saxony,Probably not,0.02854,32,9113,0.02124,0.03687
461,461,2006,Lower Saxony,Probably,0.05804,54,9113,0.04406,0.07389
462,462,2006,Lower Saxony,"Yes, definitely",0.18879,170,9113,0.16946,0.2104
463,463,2006,Bremen,"No, definitely not",1.0,43,9113,0.81701,1.18954
464,464,2006,North Rhine-Westphalia,"No, definitely not",0.69974,1406,9113,0.67483,0.72284
465,465,2006,North Rhine-Westphalia,Probably not,0.03467,65,9113,0.02849,0.04071
466,466,2006,North Rhine-Westphalia,Probably,0.06887,136,9113,0.05836,0.07755
467,467,2006,North Rhine-Westphalia,"Yes, definitely",0.19672,402,9113,0.18146,0.21474
468,468,2006,Hesse,"No, definitely not",0.69004,378,9113,0.63736,0.7364
469,469,2006,Hesse,Probably,0.07207,39,9113,0.05382,0.08938
470,470,2006,Hesse,"Yes, definitely",0.23789,123,9113,0.20017,0.26948
471,471,2006,"Rhineland-Palatinate, Saarland","No, definitely not",0.70461,379,9113,0.65605,0.7483
472,472,2006,"Rhineland-Palatinate, Saarland",Probably,0.07397,33,9113,0.05077,0.09993
473,473,2006,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22143,113,9113,0.18843,0.25662
474,474,2006,Baden-Wuerttemberg,"No, definitely not",0.68501,733,9113,0.65067,0.72233
475,475,2006,Baden-Wuerttemberg,Probably not,0.02585,34,9113,0.01984,0.03172
476,476,2006,Baden-Wuerttemberg,Probably,0.07031,82,9113,0.05702,0.08588
477,477,2006,Baden-Wuerttemberg,"Yes, definitely",0.21884,265,9113,0.19695,0.24025
478,478,2006,Bavaria,"No, definitely not",0.6982,835,9113,0.66099,0.7306
479,479,2006,Bavaria,Probably not,0.03274,52,9113,0.02504,0.03982
480,480,2006,Bavaria,Probably,0.06846,81,9113,0.05603,0.08184
481,481,2006,Bavaria,"Yes, definitely",0.2006,263,9113,0.17927,0.22362
482,482,2006,Berlin,"No, definitely not",0.65705,186,9113,0.59657,0.72287
483,483,2006,Berlin,"Yes, definitely",0.34295,100,9113,0.2888,0.38653
484,484,2006,Brandenburg,"No, definitely not",0.71766,287,9113,0.67008,0.77306
485,485,2006,Brandenburg,"Yes, definitely",0.28234,106,9113,0.24306,0.33119
486,486,2006,Mecklenburg-Western Pomerania,"No, definitely not",0.67332,159,9113,0.62691,0.72365
487,487,2006,Mecklenburg-Western Pomerania,"Yes, definitely",0.32668,84,9113,0.27672,0.37563
488,488,2006,Saxony,"No, definitely not",0.67291,455,9113,0.6332,0.71217
489,489,2006,Saxony,Probably,0.06334,36,9113,0.04518,0.08562
490,490,2006,Saxony,"Yes, definitely",0.26375,191,9113,0.22906,0.29953
491,491,2006,Saxony-Anhalt,"No, definitely not",0.70902,265,9113,0.66751,0.76405
492,492,2006,Saxony-Anhalt,"Yes, definitely",0.29098,135,9113,0.25293,0.34099
493,493,2006,Thuringa,"No, definitely not",0.75477,295,9113,0.70755,0.81792
494,494,2006,Thuringa,"Yes, definitely",0.24523,115,9113,0.20904,0.28809
495,495,2007,Schleswig-Holstein,"No, definitely not",0.78757,198,8257,0.72055,0.86192
496,496,2007,Schleswig-Holstein,"Yes, definitely",0.21243,55,8257,0.17387,0.26357
497,497,2007,Hamburg,"No, definitely not",0.77766,87,8257,0.69801,0.86992
498,498,2007,Hamburg,"Yes, definitely",0.22234,33,8257,0.16679,0.29251
499,499,2007,Lower Saxony,"No, definitely not",0.78728,551,8257,0.75198,0.83451
500,500,2007,Lower Saxony,Probably,0.0592,41,8257,0.04432,0.07901
501,501,2007,Lower Saxony,"Yes, definitely",0.15352,136,8257,0.13108,0.17808
502,502,2007,Bremen,"No, definitely not",1.0,47,8257,0.83393,1.20623
503,503,2007,North Rhine-Westphalia,"No, definitely not",0.7035,1255,8257,0.67722,0.72923
504,504,2007,North Rhine-Westphalia,Probably not,0.03675,65,8257,0.02983,0.04533
505,505,2007,North Rhine-Westphalia,Probably,0.06825,111,8257,0.05859,0.0788
506,506,2007,North Rhine-Westphalia,"Yes, definitely",0.19151,348,8257,0.17462,0.21014
507,507,2007,Hesse,"No, definitely not",0.6939,363,8257,0.64401,0.74873
508,508,2007,Hesse,Probably,0.07713,35,8257,0.06108,0.09455
509,509,2007,Hesse,"Yes, definitely",0.22897,114,8257,0.19047,0.26762
510,510,2007,"Rhineland-Palatinate, Saarland","No, definitely not",0.69114,343,8257,0.6517,0.73527
511,511,2007,"Rhineland-Palatinate, Saarland",Probably,0.07887,35,8257,0.05657,0.10298
512,512,2007,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22999,105,8257,0.20096,0.2719
513,513,2007,Baden-Wuerttemberg,"No, definitely not",0.71704,693,8257,0.67642,0.75691
514,514,2007,Baden-Wuerttemberg,Probably not,0.038,40,8257,0.02893,0.04695
515,515,2007,Baden-Wuerttemberg,Probably,0.06035,52,8257,0.04511,0.07744
516,516,2007,Baden-Wuerttemberg,"Yes, definitely",0.18461,214,8257,0.15939,0.20957
517,517,2007,Bavaria,"No, definitely not",0.72815,796,8257,0.69529,0.76217
518,518,2007,Bavaria,Probably not,0.03275,42,8257,0.02508,0.04233
519,519,2007,Bavaria,Probably,0.06447,75,8257,0.05172,0.07725
520,520,2007,Bavaria,"Yes, definitely",0.17464,201,8257,0.14984,0.19571
521,521,2007,Berlin,"No, definitely not",0.66682,179,8257,0.60581,0.73183
522,522,2007,Berlin,"Yes, definitely",0.33318,78,8257,0.27554,0.4013
523,523,2007,Brandenburg,"No, definitely not",0.71547,271,8257,0.65949,0.77509
524,524,2007,Brandenburg,"Yes, definitely",0.28453,96,8257,0.23862,0.33809
525,525,2007,Mecklenburg-Western Pomerania,"No, definitely not",0.701,142,8257,0.6376,0.76876
526,526,2007,Mecklenburg-Western Pomerania,"Yes, definitely",0.299,61,8257,0.24003,0.3592
527,527,2007,Saxony,"No, definitely not",0.68795,444,8257,0.64448,0.73091
528,528,2007,Saxony,Probably,0.05466,31,8257,0.03828,0.07579
529,529,2007,Saxony,"Yes, definitely",0.25739,156,8257,0.2221,0.2896
530,530,2007,Saxony-Anhalt,"No, definitely not",0.76713,258,8257,0.70484,0.82698
531,531,2007,Saxony-Anhalt,"Yes, definitely",0.23287,102,8257,0.2008,0.26733
532,532,2007,Thuringa,"No, definitely not",0.70733,278,8257,0.65744,0.75137
533,533,2007,Thuringa,Probably,0.10344,38,8257,0.08369,0.13337
534,534,2007,Thuringa,"Yes, definitely",0.18923,88,8257,0.1522,0.23123
535,535,2008,Schleswig-Holstein,"No, definitely not",0.80504,182,7558,0.73723,0.88697
536,536,2008,Schleswig-Holstein,"Yes, definitely",0.19496,51,7558,0.16853,0.23095
537,537,2008,Hamburg,"No, definitely not",1.0,88,7558,0.88338,1.10915
538,538,2008,Lower Saxony,"No, definitely not",0.77073,525,7558,0.73137,0.80736
539,539,2008,Lower Saxony,Probably,0.05191,39,7558,0.03835,0.06659
540,540,2008,Lower Saxony,"Yes, definitely",0.17736,126,7558,0.15171,0.20234
541,541,2008,Bremen,"No, definitely not",1.0,43,7558,0.8302,1.15875
542,542,2008,North Rhine-Westphalia,"No, definitely not",0.72046,1176,7558,0.68671,0.7489
543,543,2008,North Rhine-Westphalia,Probably not,0.03169,58,7558,0.02564,0.03774
544,544,2008,North Rhine-Westphalia,Probably,0.05407,91,7558,0.04316,0.06605
545,545,2008,North Rhine-Westphalia,"Yes, definitely",0.19378,304,7558,0.17528,0.21618
546,546,2008,Hesse,"No, definitely not",0.77093,348,7558,0.70913,0.82667
547,547,2008,Hesse,"Yes, definitely",0.22907,95,7558,0.19038,0.26263
548,548,2008,"Rhineland-Palatinate, Saarland","No, definitely not",0.75238,341,7558,0.68761,0.80274
549,549,2008,"Rhineland-Palatinate, Saarland",Probably,0.06136,33,7558,0.04485,0.08405
550,550,2008,"Rhineland-Palatinate, Saarland","Yes, definitely",0.18625,83,7558,0.15728,0.21689
551,551,2008,Baden-Wuerttemberg,"No, definitely not",0.78939,647,7558,0.74359,0.83848
552,552,2008,Baden-Wuerttemberg,Probably,0.05578,54,7558,0.04208,0.06916
553,553,2008,Baden-Wuerttemberg,"Yes, definitely",0.15483,174,7558,0.13443,0.17871
554,554,2008,Bavaria,"No, definitely not",0.75278,750,7558,0.70715,0.79388
555,555,2008,Bavaria,Probably not,0.02716,37,7558,0.01911,0.03823
556,556,2008,Bavaria,Probably,0.05814,59,7558,0.04535,0.07219
557,557,2008,Bavaria,"Yes, definitely",0.16192,179,7558,0.13867,0.18362
558,558,2008,Berlin,"No, definitely not",0.6756,171,7558,0.61298,0.73641
559,559,2008,Berlin,"Yes, definitely",0.3244,76,7558,0.27617,0.37931
560,560,2008,Brandenburg,"No, definitely not",0.70939,266,7558,0.65186,0.76163
561,561,2008,Brandenburg,"Yes, definitely",0.29061,104,7558,0.24827,0.33353
562,562,2008,Mecklenburg-Western Pomerania,"No, definitely not",0.71532,154,7558,0.65327,0.78261
563,563,2008,Mecklenburg-Western Pomerania,"Yes, definitely",0.28468,60,7558,0.24131,0.33638
564,564,2008,Saxony,"No, definitely not",0.75821,419,7558,0.70658,0.8202
565,565,2008,Saxony,"Yes, definitely",0.24179,137,7558,0.21172,0.28662
566,566,2008,Saxony-Anhalt,"No, definitely not",0.79678,239,7558,0.73543,0.88118
567,567,2008,Saxony-Anhalt,"Yes, definitely",0.20322,80,7558,0.15498,0.26703
568,568,2008,Thuringa,"No, definitely not",0.7221,270,7558,0.66679,0.78136
569,569,2008,Thuringa,"Yes, definitely",0.2779,99,7558,0.22825,0.33216
570,570,2009,Schleswig-Holstein,"No, definitely not",0.85105,174,6967,0.74957,0.97418
571,571,2009,Schleswig-Holstein,"Yes, definitely",0.14895,31,6967,0.10883,0.19616
572,572,2009,Hamburg,"No, definitely not",1.0,79,6967,0.87817,1.13618
573,573,2009,Lower Saxony,"No, definitely not",0.79779,514,6967,0.75406,0.84227
574,574,2009,Lower Saxony,"Yes, definitely",0.20221,115,6967,0.17593,0.22668
575,575,2009,Bremen,"No, definitely not",1.0,41,6967,0.81572,1.20798
576,576,2009,North Rhine-Westphalia,"No, definitely not",0.70314,1080,6967,0.67006,0.73369
577,577,2009,North Rhine-Westphalia,Probably not,0.02433,38,6967,0.01914,0.03088
578,578,2009,North Rhine-Westphalia,Probably,0.0644,81,6967,0.0532,0.07962
579,579,2009,North Rhine-Westphalia,"Yes, definitely",0.20813,300,6967,0.18393,0.23237
580,580,2009,Hesse,"No, definitely not",0.77903,309,6967,0.70673,0.85334
581,581,2009,Hesse,"Yes, definitely",0.22097,96,6967,0.17917,0.27074
582,582,2009,"Rhineland-Palatinate, Saarland","No, definitely not",0.70781,302,6967,0.6466,0.76531
583,583,2009,"Rhineland-Palatinate, Saarland",Probably,0.09982,33,6967,0.0698,0.1319
584,584,2009,"Rhineland-Palatinate, Saarland","Yes, definitely",0.19238,83,6967,0.15399,0.22955
585,585,2009,Baden-Wuerttemberg,"No, definitely not",0.73883,562,6967,0.68948,0.79031
586,586,2009,Baden-Wuerttemberg,Probably,0.04947,48,6967,0.03622,0.06398
587,587,2009,Baden-Wuerttemberg,"Yes, definitely",0.2117,165,6967,0.17552,0.24558
588,588,2009,Bavaria,"No, definitely not",0.76626,722,6967,0.72043,0.81522
589,589,2009,Bavaria,Probably not,0.02311,40,6967,0.01803,0.02825
590,590,2009,Bavaria,Probably,0.06218,57,6967,0.04628,0.08377
591,591,2009,Bavaria,"Yes, definitely",0.14845,165,6967,0.12631,0.17078
592,592,2009,Berlin,"No, definitely not",0.73615,170,6967,0.6516,0.82566
593,593,2009,Berlin,"Yes, definitely",0.26385,60,6967,0.20379,0.33249
594,594,2009,Brandenburg,"No, definitely not",0.76167,263,6967,0.67563,0.85555
595,595,2009,Brandenburg,"Yes, definitely",0.23833,80,6967,0.19876,0.2801
596,596,2009,Mecklenburg-Western Pomerania,"No, definitely not",0.74372,147,6967,0.67811,0.81502
597,597,2009,Mecklenburg-Western Pomerania,"Yes, definitely",0.25628,39,6967,0.19133,0.32954
598,598,2009,Saxony,"No, definitely not",0.76294,395,6967,0.69938,0.83404
599,599,2009,Saxony,"Yes, definitely",0.23706,130,6967,0.19498,0.29028
600,600,2009,Saxony-Anhalt,"No, definitely not",0.77424,233,6967,0.70349,0.83987
601,601,2009,Saxony-Anhalt,"Yes, definitely",0.22576,79,6967,0.17747,0.2967
602,602,2009,Thuringa,"No, definitely not",0.76471,261,6967,0.70202,0.84689
603,603,2009,Thuringa,"Yes, definitely",0.23529,75,6967,0.18537,0.2898
604,604,2010,Schleswig-Holstein,"No, definitely not",0.82611,159,9231,0.74088,0.92681
605,605,2010,Schleswig-Holstein,"Yes, definitely",0.17389,116,9231,0.12259,0.25386
606,606,2010,Hamburg,"No, definitely not",0.77807,78,9231,0.67704,0.88948
607,607,2010,Hamburg,"Yes, definitely",0.22193,56,9231,0.13938,0.34146
608,608,2010,Lower Saxony,"No, definitely not",0.74549,504,9231,0.69006,0.79182
609,609,2010,Lower Saxony,Probably,0.04714,92,9231,0.03188,0.06338
610,610,2010,Lower Saxony,"Yes, definitely",0.20737,240,9231,0.17128,0.2456
611,611,2010,Bremen,"No, definitely not",0.62029,38,9231,0.51361,0.73207
612,612,2010,Bremen,"Yes, definitely",0.37971,33,9231,0.23398,0.53875
613,613,2010,North Rhine-Westphalia,"No, definitely not",0.6766,1061,9231,0.64179,0.7061
614,614,2010,North Rhine-Westphalia,Probably not,0.03516,91,9231,0.02553,0.045
615,615,2010,North Rhine-Westphalia,Probably,0.05601,219,9231,0.04236,0.06973
616,616,2010,North Rhine-Westphalia,"Yes, definitely",0.23222,699,9231,0.20732,0.26307
617,617,2010,Hesse,"No, definitely not",0.69098,312,9231,0.63616,0.75686
618,618,2010,Hesse,Probably not,0.035,38,9231,0.02291,0.04789
619,619,2010,Hesse,Probably,0.07722,74,9231,0.05396,0.10831
620,620,2010,Hesse,"Yes, definitely",0.1968,208,9231,0.15859,0.2404
621,621,2010,"Rhineland-Palatinate, Saarland","No, definitely not",0.72413,307,9231,0.6478,0.7841
622,622,2010,"Rhineland-Palatinate, Saarland",Probably,0.06513,65,9231,0.04522,0.09028
623,623,2010,"Rhineland-Palatinate, Saarland","Yes, definitely",0.21073,135,9231,0.15591,0.26434
624,624,2010,Baden-Wuerttemberg,"No, definitely not",0.71098,544,9231,0.66346,0.7684
625,625,2010,Baden-Wuerttemberg,Probably not,0.03001,43,9231,0.01843,0.04428
626,626,2010,Baden-Wuerttemberg,Probably,0.04058,106,9231,0.03134,0.05253
627,627,2010,Baden-Wuerttemberg,"Yes, definitely",0.21844,382,9231,0.18281,0.25236
628,628,2010,Bavaria,"No, definitely not",0.74287,718,9231,0.69969,0.78223
629,629,2010,Bavaria,Probably not,0.02827,62,9231,0.01877,0.03823
630,630,2010,Bavaria,Probably,0.05745,149,9231,0.04358,0.07629
631,631,2010,Bavaria,"Yes, definitely",0.17141,389,9231,0.14362,0.20038
632,632,2010,Berlin,"No, definitely not",0.65532,185,9231,0.57881,0.72787
633,633,2010,Berlin,Probably,0.10415,42,9231,0.06254,0.1492
634,634,2010,Berlin,"Yes, definitely",0.24053,135,9231,0.18939,0.332
635,635,2010,Brandenburg,"No, definitely not",0.74077,260,9231,0.66054,0.83449
636,636,2010,Brandenburg,"Yes, definitely",0.25923,132,9231,0.2074,0.3323
637,637,2010,Mecklenburg-Western Pomerania,"No, definitely not",0.8116,141,9231,0.71116,0.91602
