year,pgisced97,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Upper Secondary Level,"Yes, definitely",0.17129,698,3852,0.15939,0.18319
2009,Post-secondary Non-tertiary Level,"No, definitely not",0.56497,142,251,0.50352,0.62643
2009,Post-secondary Non-tertiary Level,Probably,0.14485,36,251,0.10122,0.18848
2009,Post-secondary Non-tertiary Level,"Yes, definitely",0.25512,73,251,0.20108,0.30915
2009,First Stage of Tertiary Education,"No, definitely not",0.81601,380,422,0.77899,0.85302
2009,First Stage of Tertiary Education,"Yes, definitely",0.12138,42,422,0.09018,0.15257
2009,Second Stage of Tertiary Education,"No, definitely not",0.78404,950,1183,0.76059,0.80750
2009,Second Stage of Tertiary Education,Probably not,0.03048,46,1183,0.02068,0.04028
2009,Second Stage of Tertiary Education,Probably,0.04776,50,1183,0.03561,0.05992
2009,Second Stage of Tertiary Education,"Yes, definitely",0.13771,137,1183,0.11807,0.15736
2010,No answer / don't know,"Yes, definitely",0.57232,89,89,0.46895,0.67569
2010,Pre-primary Level,"No, definitely not",0.16052,36,319,0.12018,0.20087
2010,Pre-primary Level,"Yes, definitely",0.75101,283,319,0.70349,0.79854
2010,Primary Level,"No, definitely not",0.59966,85,209,0.53307,0.66625
2010,Primary Level,Probably,0.12136,43,209,0.07698,0.16574
2010,Primary Level,"Yes, definitely",0.24776,81,209,0.18909,0.30644
2010,Lower Secondary Level,"No, definitely not",0.73151,785,1416,0.70842,0.75460
2010,Lower Secondary Level,Probably not,0.01851,54,1416,0.01149,0.02553
2010,Lower Secondary Level,Probably,0.05367,150,1416,0.04193,0.06542
2010,Lower Secondary Level,"Yes, definitely",0.19631,427,1416,0.17561,0.21700
2010,Upper Secondary Level,"No, definitely not",0.72194,2703,4799,0.70926,0.73462
2010,Upper Secondary Level,Probably not,0.03455,216,4799,0.02939,0.03972
2010,Upper Secondary Level,Probably,0.05761,476,4799,0.05101,0.06420
2010,Upper Secondary Level,"Yes, definitely",0.18590,1404,4799,0.17489,0.19690
2010,Post-secondary Non-tertiary Level,"No, definitely not",0.54516,151,529,0.50269,0.58764
2010,Post-secondary Non-tertiary Level,Probably not,0.04795,31,529,0.02973,0.06618
2010,Post-secondary Non-tertiary Level,Probably,0.09966,84,529,0.07411,0.12522
2010,Post-secondary Non-tertiary Level,"Yes, definitely",0.30722,263,529,0.26786,0.34657
2010,First Stage of Tertiary Education,"No, definitely not",0.83369,372,450,0.79925,0.86813
2010,First Stage of Tertiary Education,"Yes, definitely",0.11466,78,450,0.08519,0.14413
2010,Second Stage of Tertiary Education,"No, definitely not",0.75959,966,1586,0.73856,0.78063
2010,Second Stage of Tertiary Education,Probably not,0.02664,47,1586,0.01871,0.03457
2010,Second Stage of Tertiary Education,Probably,0.04430,116,1586,0.03417,0.05443
2010,Second Stage of Tertiary Education,"Yes, definitely",0.16947,457,1586,0.15100,0.18794
2011,No answer / don't know,"No, definitely not",0.33978,52,189,0.27207,0.40748
2011,No answer / don't know,"Yes, definitely",0.55924,137,189,0.48827,0.63021
2011,Pre-primary Level,"No, definitely not",0.13793,39,362,0.10236,0.17350
2011,Pre-primary Level,"Yes, definitely",0.77984,323,362,0.73710,0.82258
2011,Primary Level,"No, definitely not",0.65056,114,239,0.58999,0.71114
2011,Primary Level,Probably,0.12559,40,239,0.08349,0.16770
2011,Primary Level,"Yes, definitely",0.18196,85,239,0.13294,0.23097
2011,Lower Secondary Level,"No, definitely not",0.76967,1068,1699,0.74965,0.78970
2011,Lower Secondary Level,Probably not,0.02146,64,1699,0.01457,0.02836
2011,Lower Secondary Level,Probably,0.05331,157,1699,0.04263,0.06400
2011,Lower Secondary Level,"Yes, definitely",0.15555,410,1699,0.13831,0.17279
2011,Upper Secondary Level,"No, definitely not",0.73880,3588,5655,0.72735,0.75025
2011,Upper Secondary Level,Probably not,0.03615,262,5655,0.03129,0.04102
2011,Upper Secondary Level,Probably,0.05055,434,5655,0.04484,0.05626
2011,Upper Secondary Level,"Yes, definitely",0.17450,1371,5655,0.16461,0.18440
2011,Post-secondary Non-tertiary Level,"No, definitely not",0.51720,189,522,0.47429,0.56011
2011,Post-secondary Non-tertiary Level,Probably,0.08758,88,522,0.06331,0.11185
2011,Post-secondary Non-tertiary Level,"Yes, definitely",0.36683,245,522,0.32545,0.40821
2011,First Stage of Tertiary Education,"No, definitely not",0.86514,445,544,0.83641,0.89387
2011,First Stage of Tertiary Education,Probably,0.02590,33,544,0.01254,0.03927
2011,First Stage of Tertiary Education,"Yes, definitely",0.08067,66,544,0.05777,0.10358
2011,Second Stage of Tertiary Education,"No, definitely not",0.76908,1195,1707,0.74908,0.78907
2011,Second Stage of Tertiary Education,Probably not,0.03060,69,1707,0.02243,0.03877
2011,Second Stage of Tertiary Education,Probably,0.05240,118,1707,0.04182,0.06297
2011,Second Stage of Tertiary Education,"Yes, definitely",0.14793,325,1707,0.13108,0.16478
2012,No answer / don't know,"No, definitely not",0.37511,46,169,0.30190,0.44832
2012,No answer / don't know,"Yes, definitely",0.51598,123,169,0.44041,0.59155
2012,Pre-primary Level,"No, definitely not",0.13885,39,351,0.10263,0.17508
2012,Pre-primary Level,"Yes, definitely",0.76995,312,351,0.72586,0.81405
2012,Primary Level,"No, definitely not",0.59785,100,211,0.53153,0.66417
2012,Primary Level,Probably,0.12445,39,211,0.07980,0.16910
2012,Primary Level,"Yes, definitely",0.23751,72,211,0.17995,0.29507
2012,Lower Secondary Level,"No, definitely not",0.75301,1011,1624,0.73203,0.77400
2012,Lower Secondary Level,Probably not,0.01880,69,1624,0.01219,0.02541
2012,Lower Secondary Level,Probably,0.06064,162,1624,0.04903,0.07226
2012,Lower Secondary Level,"Yes, definitely",0.16754,382,1624,0.14937,0.18571
2012,Upper Secondary Level,"No, definitely not",0.72710,3553,5416,0.71523,0.73896
2012,Upper Secondary Level,Probably not,0.04111,253,5416,0.03582,0.04640
2012,Upper Secondary Level,Probably,0.05552,407,5416,0.04942,0.06162
2012,Upper Secondary Level,"Yes, definitely",0.17628,1203,5416,0.16613,0.18643
2012,Post-secondary Non-tertiary Level,"No, definitely not",0.53267,170,480,0.48799,0.57735
2012,Post-secondary Non-tertiary Level,Probably not,0.05370,35,480,0.03351,0.07389
2012,Post-secondary Non-tertiary Level,Probably,0.11466,83,480,0.08613,0.14319
2012,Post-secondary Non-tertiary Level,"Yes, definitely",0.29897,192,480,0.25797,0.33997
2012,First Stage of Tertiary Education,"No, definitely not",0.83061,446,510,0.79802,0.86320
2012,First Stage of Tertiary Education,"Yes, definitely",0.08985,64,510,0.06501,0.11469
2012,Second Stage of Tertiary Education,"No, definitely not",0.76368,1244,1745,0.74374,0.78362
2012,Second Stage of Tertiary Education,Probably not,0.02572,62,1745,0.01829,0.03315
2012,Second Stage of Tertiary Education,Probably,0.04196,94,1745,0.03255,0.05137
2012,Second Stage of Tertiary Education,"Yes, definitely",0.16864,345,1745,0.15107,0.18622
2013,No answer / don't know,"No, definitely not",0.24523,57,215,0.18759,0.30288
2013,No answer / don't know,"Yes, definitely",0.58276,158,215,0.51670,0.64883
2013,Pre-primary Level,"No, definitely not",0.08995,46,508,0.06505,0.11486
2013,Pre-primary Level,Probably,0.05853,32,508,0.03810,0.07896
2013,Pre-primary Level,"Yes, definitely",0.84349,430,508,0.81186,0.87512
2013,Primary Level,"No, definitely not",0.55424,150,345,0.50172,0.60677
2013,Primary Level,Probably,0.11854,66,345,0.08438,0.15270
2013,Primary Level,"Yes, definitely",0.25374,129,345,0.20775,0.29972
2013,Lower Secondary Level,"No, definitely not",0.72045,995,1866,0.70008,0.74081
2013,Lower Secondary Level,Probably not,0.02826,86,1866,0.02073,0.03578
2013,Lower Secondary Level,Probably,0.06482,208,1866,0.05364,0.07599
2013,Lower Secondary Level,"Yes, definitely",0.18648,577,1866,0.16880,0.20416
2013,Upper Secondary Level,"No, definitely not",0.73818,3389,5417,0.72647,0.74989
2013,Upper Secondary Level,Probably not,0.04059,266,5417,0.03533,0.04584
2013,Upper Secondary Level,Probably,0.05131,413,5417,0.04543,0.05718
2013,Upper Secondary Level,"Yes, definitely",0.16993,1349,5417,0.15993,0.17993
2013,Post-secondary Non-tertiary Level,"No, definitely not",0.52106,195,562,0.47972,0.56240
2013,Post-secondary Non-tertiary Level,Probably not,0.05511,39,562,0.03623,0.07399
2013,Post-secondary Non-tertiary Level,Probably,0.07443,79,562,0.05271,0.09615
2013,Post-secondary Non-tertiary Level,"Yes, definitely",0.34940,249,562,0.30995,0.38886
2013,First Stage of Tertiary Education,"No, definitely not",0.87068,420,479,0.84060,0.90076
2013,First Stage of Tertiary Education,"Yes, definitely",0.08121,59,479,0.05672,0.10569
2013,Second Stage of Tertiary Education,"No, definitely not",0.77867,1257,1841,0.75970,0.79764
2013,Second Stage of Tertiary Education,Probably not,0.02554,52,1841,0.01833,0.03275
2013,Second Stage of Tertiary Education,Probably,0.03117,120,1841,0.02323,0.03911
2013,Second Stage of Tertiary Education,"Yes, definitely",0.16462,412,1841,0.14768,0.18157
2014,No answer / don't know,"No, definitely not",0.30262,53,257,0.24634,0.35889
2014,No answer / don't know,Probably,0.10297,31,257,0.06574,0.14020
2014,No answer / don't know,"Yes, definitely",0.54556,173,257,0.48456,0.60655
2014,Pre-primary Level,Probably,0.07869,33,326,0.04941,0.10796
2014,Pre-primary Level,"Yes, definitely",0.81128,293,326,0.76874,0.85382
2014,Primary Level,"No, definitely not",0.53693,123,281,0.47852,0.59533
2014,Primary Level,Probably,0.12063,51,281,0.08248,0.15878
2014,Primary Level,"Yes, definitely",0.27314,107,281,0.22095,0.32533
2014,Lower Secondary Level,"No, definitely not",0.71045,885,1591,0.68816,0.73275
2014,Lower Secondary Level,Probably not,0.02524,63,1591,0.01753,0.03295
2014,Lower Secondary Level,Probably,0.05715,161,1591,0.04574,0.06856
2014,Lower Secondary Level,"Yes, definitely",0.20716,482,1591,0.18724,0.22708
2014,Upper Secondary Level,"No, definitely not",0.73714,3186,4826,0.72472,0.74956
2014,Upper Secondary Level,Probably not,0.04213,224,4826,0.03646,0.04780
2014,Upper Secondary Level,Probably,0.05182,354,4826,0.04557,0.05808
2014,Upper Secondary Level,"Yes, definitely",0.16891,1062,4826,0.15833,0.17948
2014,Post-secondary Non-tertiary Level,"No, definitely not",0.56273,181,423,0.51540,0.61006
2014,Post-secondary Non-tertiary Level,Probably,0.10024,58,423,0.07159,0.12889
2014,Post-secondary Non-tertiary Level,"Yes, definitely",0.30657,184,423,0.26258,0.35056
2014,First Stage of Tertiary Education,"No, definitely not",0.85822,402,451,0.82600,0.89045
2014,First Stage of Tertiary Education,"Yes, definitely",0.07314,49,451,0.04908,0.09720
2014,Second Stage of Tertiary Education,"No, definitely not",0.75395,1222,1754,0.73379,0.77411
2014,Second Stage of Tertiary Education,Probably not,0.03114,67,1754,0.02301,0.03927
2014,Second Stage of Tertiary Education,Probably,0.03699,95,1754,0.02815,0.04582
2014,Second Stage of Tertiary Education,"Yes, definitely",0.17792,370,1754,0.16002,0.19583
2015,No answer / don't know,"No, definitely not",0.25586,53,260,0.20272,0.30900
2015,No answer / don't know,Probably,0.13430,34,260,0.09277,0.17583
2015,No answer / don't know,"Yes, definitely",0.59563,173,260,0.53585,0.65540
2015,Pre-primary Level,"Yes, definitely",0.83196,254,254,0.78588,0.87803
2015,Primary Level,"No, definitely not",0.54928,117,298,0.49269,0.60586
2015,Primary Level,Probably,0.15721,67,298,0.11581,0.19861
2015,Primary Level,"Yes, definitely",0.25955,114,298,0.20970,0.30941
2015,Lower Secondary Level,"No, definitely not",0.71689,826,1520,0.69424,0.73955
2015,Lower Secondary Level,Probably not,0.03068,74,1520,0.02201,0.03935
2015,Lower Secondary Level,Probably,0.07331,174,1520,0.06020,0.08642
2015,Lower Secondary Level,"Yes, definitely",0.17912,446,1520,0.15984,0.19840
2015,Upper Secondary Level,"No, definitely not",0.75132,3135,4785,0.73907,0.76357
2015,Upper Secondary Level,Probably not,0.03924,237,4785,0.03373,0.04474
2015,Upper Secondary Level,Probably,0.04198,309,4785,0.03630,0.04766
2015,Upper Secondary Level,"Yes, definitely",0.16746,1104,4785,0.15688,0.17804
2015,Post-secondary Non-tertiary Level,"No, definitely not",0.52136,183,509,0.47792,0.56480
2015,Post-secondary Non-tertiary Level,Probably not,0.04094,36,509,0.02371,0.05818
2015,Post-secondary Non-tertiary Level,Probably,0.05565,55,509,0.03572,0.07559
2015,Post-secondary Non-tertiary Level,"Yes, definitely",0.38204,235,509,0.33979,0.42429
2015,First Stage of Tertiary Education,"No, definitely not",0.89686,401,438,0.86835,0.92538
2015,First Stage of Tertiary Education,"Yes, definitely",0.04662,37,438,0.02685,0.06639
2015,Second Stage of Tertiary Education,"No, definitely not",0.74487,1233,1850,0.72500,0.76474
2015,Second Stage of Tertiary Education,Probably not,0.04352,86,1850,0.03422,0.05282
2015,Second Stage of Tertiary Education,Probably,0.03335,103,1850,0.02516,0.04153
2015,Second Stage of Tertiary Education,"Yes, definitely",0.17826,428,1850,0.16082,0.19571
2016,No answer / don't know,"No, definitely not",0.20491,63,434,0.16689,0.24293
2016,No answer / don't know,Probably,0.14397,73,434,0.11090,0.17704
2016,No answer / don't know,"Yes, definitely",0.62789,298,434,0.58236,0.67342
2016,Pre-primary Level,"Yes, definitely",0.82110,246,246,0.77311,0.86909
2016,Primary Level,"No, definitely not",0.52428,190,1167,0.49562,0.55295
2016,Primary Level,Probably not,0.05064,76,1167,0.03806,0.06323
2016,Primary Level,Probably,0.17520,274,1167,0.15338,0.19702
2016,Primary Level,"Yes, definitely",0.24987,627,1167,0.22502,0.27472
2016,Lower Secondary Level,"No, definitely not",0.70058,789,1825,0.67956,0.72159
2016,Lower Secondary Level,Probably not,0.02457,87,1825,0.01747,0.03168
2016,Lower Secondary Level,Probably,0.06985,246,1825,0.05815,0.08155
2016,Lower Secondary Level,"Yes, definitely",0.20501,703,1825,0.18648,0.22353
2016,Upper Secondary Level,"No, definitely not",0.75441,2950,4720,0.74213,0.76669
2016,Upper Secondary Level,Probably not,0.04036,204,4720,0.03474,0.04597
2016,Upper Secondary Level,Probably,0.04446,347,4720,0.03858,0.05034
2016,Upper Secondary Level,"Yes, definitely",0.16078,1219,4720,0.15030,0.17126
2016,Post-secondary Non-tertiary Level,"No, definitely not",0.50805,175,498,0.46410,0.55200
2016,Post-secondary Non-tertiary Level,Probably not,0.04091,31,498,0.02350,0.05833
2016,Post-secondary Non-tertiary Level,Probably,0.13538,80,498,0.10530,0.16546
2016,Post-secondary Non-tertiary Level,"Yes, definitely",0.31566,212,498,0.27480,0.35652
2016,First Stage of Tertiary Education,"No, definitely not",0.89206,381,412,0.86206,0.92206
2016,First Stage of Tertiary Education,"Yes, definitely",0.05248,31,412,0.03092,0.07403
2016,Second Stage of Tertiary Education,"No, definitely not",0.72925,1224,2225,0.71078,0.74772
2016,Second Stage of Tertiary Education,Probably not,0.03030,72,2225,0.02317,0.03742
2016,Second Stage of Tertiary Education,Probably,0.03969,171,2225,0.03158,0.04780
2016,Second Stage of Tertiary Education,"Yes, definitely",0.20076,758,2225,0.18412,0.21741
2017,No answer / don't know,"No, definitely not",0.20202,64,439,0.16441,0.23962
2017,No answer / don't know,Probably,0.11608,73,439,0.08608,0.14608
2017,No answer / don't know,"Yes, definitely",0.63920,302,439,0.59423,0.68418
2017,Pre-primary Level,"Yes, definitely",0.80820,276,276,0.76166,0.85473
2017,Primary Level,"No, definitely not",0.47669,214,1493,0.45135,0.50204
2017,Primary Level,Probably not,0.07705,107,1493,0.06352,0.09058
2017,Primary Level,Probably,0.13982,295,1493,0.12222,0.15741
2017,Primary Level,"Yes, definitely",0.30644,877,1493,0.28305,0.32983
2017,Lower Secondary Level,"No, definitely not",0.69354,783,2016,0.67341,0.71367
2017,Lower Secondary Level,Probably not,0.02763,75,2016,0.02047,0.03478
2017,Lower Secondary Level,Probably,0.07310,280,2016,0.06174,0.08447
2017,Lower Secondary Level,"Yes, definitely",0.20573,878,2016,0.18808,0.22338
2017,Upper Secondary Level,"No, definitely not",0.76246,3106,4999,0.75066,0.77426
2017,Upper Secondary Level,Probably not,0.03889,196,4999,0.03353,0.04425
2017,Upper Secondary Level,Probably,0.03719,345,4999,0.03195,0.04244
2017,Upper Secondary Level,"Yes, definitely",0.16146,1352,4999,0.15126,0.17166
2017,Post-secondary Non-tertiary Level,"No, definitely not",0.49157,197,553,0.44986,0.53327
2017,Post-secondary Non-tertiary Level,Probably not,0.09626,45,553,0.07165,0.12086
2017,Post-secondary Non-tertiary Level,Probably,0.08311,72,553,0.06008,0.10614
2017,Post-secondary Non-tertiary Level,"Yes, definitely",0.32906,239,553,0.28987,0.36826
2017,First Stage of Tertiary Education,"No, definitely not",0.88392,393,393,0.85221,0.91563
2017,Second Stage of Tertiary Education,"No, definitely not",0.73774,1283,2366,0.72002,0.75547
2017,Second Stage of Tertiary Education,Probably not,0.03705,77,2366,0.02944,0.04466
2017,Second Stage of Tertiary Education,Probably,0.03885,162,2366,0.03107,0.04664
2017,Second Stage of Tertiary Education,"Yes, definitely",0.18635,844,2366,0.17066,0.20204
2018,No answer / don't know,"No, definitely not",0.20626,66,441,0.16846,0.24407
2018,No answer / don't know,Probably,0.09243,74,441,0.06536,0.11949
2018,No answer / don't know,"Yes, definitely",0.67825,301,441,0.63460,0.72190
2018,Pre-primary Level,Probably,0.08147,31,273,0.04896,0.11398
2018,Pre-primary Level,"Yes, definitely",0.83444,242,273,0.79027,0.87862
2018,Primary Level,"No, definitely not",0.46020,178,1315,0.43325,0.48715
2018,Primary Level,Probably not,0.08940,73,1315,0.07397,0.10483
2018,Primary Level,Probably,0.16912,285,1315,0.14885,0.18939
2018,Primary Level,"Yes, definitely",0.28128,779,1315,0.25697,0.30559
2018,Lower Secondary Level,"No, definitely not",0.70959,774,1847,0.68888,0.73030
2018,Lower Secondary Level,Probably not,0.03579,83,1847,0.02731,0.04426
2018,Lower Secondary Level,Probably,0.05638,221,1847,0.04585,0.06690
2018,Lower Secondary Level,"Yes, definitely",0.19825,769,1847,0.18006,0.21643
2018,Upper Secondary Level,"No, definitely not",0.77605,3082,4756,0.76420,0.78790
2018,Upper Secondary Level,Probably not,0.03262,190,4756,0.02757,0.03767
2018,Upper Secondary Level,Probably,0.03915,326,4756,0.03363,0.04466
2018,Upper Secondary Level,"Yes, definitely",0.15219,1158,4756,0.14198,0.16240
2018,Post-secondary Non-tertiary Level,"No, definitely not",0.53853,210,509,0.49518,0.58188
2018,Post-secondary Non-tertiary Level,Probably not,0.04699,31,509,0.02858,0.06539
2018,Post-secondary Non-tertiary Level,Probably,0.08490,57,509,0.06066,0.10913
2018,Post-secondary Non-tertiary Level,"Yes, definitely",0.32959,211,509,0.28871,0.37047
2018,First Stage of Tertiary Education,"No, definitely not",0.88304,378,378,0.85059,0.91548
2018,Second Stage of Tertiary Education,"No, definitely not",0.74039,1287,2179,0.72197,0.75880
2018,Second Stage of Tertiary Education,Probably not,0.03322,66,2179,0.02569,0.04074
2018,Second Stage of Tertiary Education,Probably,0.03498,146,2179,0.02727,0.04270
2018,Second Stage of Tertiary Education,"Yes, definitely",0.19141,680,2179,0.17489,0.20794
2019,No answer / don't know,"No, definitely not",0.22529,65,391,0.18383,0.26676
2019,No answer / don't know,Probably,0.13138,70,391,0.09785,0.16490
2019,No answer / don't know,"Yes, definitely",0.56780,256,391,0.51864,0.61697
2019,Pre-primary Level,"Yes, definitely",0.78994,205,205,0.73404,0.84584
2019,Primary Level,"No, definitely not",0.45615,192,1133,0.42714,0.48517
2019,Primary Level,Probably not,0.10062,50,1133,0.08310,0.11814
2019,Primary Level,Probably,0.17046,219,1133,0.14856,0.19237
2019,Primary Level,"Yes, definitely",0.27276,672,1133,0.24682,0.29871
2019,Lower Secondary Level,"No, definitely not",0.70331,706,1585,0.68082,0.72581
2019,Lower Secondary Level,Probably not,0.03492,66,1585,0.02588,0.04396
2019,Lower Secondary Level,Probably,0.07911,182,1585,0.06582,0.09240
2019,Lower Secondary Level,"Yes, definitely",0.18266,631,1585,0.16363,0.20169
2019,Upper Secondary Level,"No, definitely not",0.78955,3002,4419,0.77753,0.80157
2019,Upper Secondary Level,Probably not,0.03350,178,4419,0.02819,0.03881
2019,Upper Secondary Level,Probably,0.03676,288,4419,0.03121,0.04230
2019,Upper Secondary Level,"Yes, definitely",0.14019,951,4419,0.12996,0.15043
2019,Post-secondary Non-tertiary Level,"No, definitely not",0.51909,205,452,0.47298,0.56520
2019,Post-secondary Non-tertiary Level,Probably,0.10463,52,452,0.07638,0.13288
2019,Post-secondary Non-tertiary Level,"Yes, definitely",0.31282,195,452,0.27003,0.35561
2019,First Stage of Tertiary Education,"No, definitely not",0.86788,388,388,0.83414,0.90162
2019,Second Stage of Tertiary Education,"No, definitely not",0.74219,1338,2088,0.72342,0.76095
2019,Second Stage of Tertiary Education,Probably not,0.02703,69,2088,0.02008,0.03399
2019,Second Stage of Tertiary Education,Probably,0.03762,133,2088,0.02946,0.04579
2019,Second Stage of Tertiary Education,"Yes, definitely",0.19316,548,2088,0.17622,0.21009
2020,No answer / don't know,"No, definitely not",0.17969,71,447,0.14406,0.21532
2020,No answer / don't know,Probably,0.11560,77,447,0.08592,0.14527
2020,No answer / don't know,"Yes, definitely",0.64340,299,447,0.59895,0.68786
2020,Pre-primary Level,Probably,0.14596,36,258,0.10279,0.18913
2020,Pre-primary Level,"Yes, definitely",0.72853,222,258,0.67416,0.78291
2020,Primary Level,"No, definitely not",0.49644,173,1156,0.46760,0.52527
2020,Primary Level,Probably not,0.08230,56,1156,0.06645,0.09815
2020,Primary Level,Probably,0.15117,226,1156,0.13051,0.17183
2020,Primary Level,"Yes, definitely",0.27009,701,1156,0.24448,0.29569
2020,Lower Secondary Level,"No, definitely not",0.69829,662,1630,0.67600,0.72058
2020,Lower Secondary Level,Probably not,0.03944,87,1630,0.02999,0.04889
2020,Lower Secondary Level,Probably,0.08248,216,1630,0.06912,0.09583
2020,Lower Secondary Level,"Yes, definitely",0.17979,665,1630,0.16114,0.19844
2020,Upper Secondary Level,"No, definitely not",0.77411,2814,4297,0.76160,0.78661
2020,Upper Secondary Level,Probably not,0.03709,177,4297,0.03144,0.04274
2020,Upper Secondary Level,Probably,0.04209,295,4297,0.03608,0.04809
2020,Upper Secondary Level,"Yes, definitely",0.14671,1011,4297,0.13613,0.15729
2020,Post-secondary Non-tertiary Level,"No, definitely not",0.50434,211,462,0.45870,0.54998
2020,Post-secondary Non-tertiary Level,Probably,0.12323,60,462,0.09323,0.15324
2020,Post-secondary Non-tertiary Level,"Yes, definitely",0.31897,191,462,0.27642,0.36151
2020,First Stage of Tertiary Education,"No, definitely not",0.90252,360,360,0.87183,0.93320
2020,Second Stage of Tertiary Education,"No, definitely not",0.75548,1299,2054,0.73689,0.77408
2020,Second Stage of Tertiary Education,Probably not,0.03197,87,2054,0.02436,0.03959
2020,Second Stage of Tertiary Education,Probably,0.03692,107,2054,0.02876,0.04508
2020,Second Stage of Tertiary Education,"Yes, definitely",0.17562,561,2054,0.15916,0.19208
2021,No answer / don't know,"No, definitely not",0.24820,62,310,0.20003,0.29636
2021,No answer / don't know,Probably,0.11551,69,310,0.07987,0.15115
2021,No answer / don't know,"Yes, definitely",0.58329,179,310,0.52832,0.63827
2021,Pre-primary Level,Probably,0.21220,33,135,0.14297,0.28143
2021,Pre-primary Level,"Yes, definitely",0.67818,102,135,0.59908,0.75728
2021,Primary Level,"No, definitely not",0.45555,92,587,0.41523,0.49587
2021,Primary Level,Probably,0.21266,179,587,0.17953,0.24579
2021,Primary Level,"Yes, definitely",0.26249,316,587,0.22686,0.29811
2021,Lower Secondary Level,"No, definitely not",0.63520,382,937,0.60436,0.66604
2021,Lower Secondary Level,Probably not,0.06209,48,937,0.04663,0.07755
2021,Lower Secondary Level,Probably,0.12302,165,937,0.10198,0.14406
2021,Lower Secondary Level,"Yes, definitely",0.17969,342,937,0.15509,0.20429
2021,Upper Secondary Level,"No, definitely not",0.76309,1904,2922,0.74767,0.77851
2021,Upper Secondary Level,Probably not,0.03847,128,2922,0.03150,0.04545
2021,Upper Secondary Level,Probably,0.04313,212,2922,0.03577,0.05050
2021,Upper Secondary Level,"Yes, definitely",0.15530,678,2922,0.14217,0.16844
2021,Post-secondary Non-tertiary Level,"No, definitely not",0.55570,160,309,0.50021,0.61119
2021,Post-secondary Non-tertiary Level,Probably,0.11444,40,309,0.07889,0.15000
2021,Post-secondary Non-tertiary Level,"Yes, definitely",0.26080,109,309,0.21177,0.30984
2021,First Stage of Tertiary Education,"No, definitely not",0.91134,276,276,0.87774,0.94494
2021,Second Stage of Tertiary Education,"No, definitely not",0.72444,1033,1570,0.70234,0.74655
2021,Second Stage of Tertiary Education,Probably not,0.03501,59,1570,0.02591,0.04410
2021,Second Stage of Tertiary Education,Probably,0.05811,108,1570,0.04654,0.06969
2021,Second Stage of Tertiary Education,"Yes, definitely",0.18243,370,1570,0.16332,0.20154
2022,No answer / don't know,"No, definitely not",0.43261,256,763,0.39744,0.46779
2022,No answer / don't know,Probably not,0.07836,51,763,0.05928,0.09744
2022,No answer / don't know,Probably,0.10925,121,763,0.08710,0.13140
2022,No answer / don't know,"Yes, definitely",0.37978,335,763,0.34532,0.41424
2022,Pre-primary Level,Probably,0.23445,34,164,0.16941,0.29949
2022,Pre-primary Level,"Yes, definitely",0.66633,130,164,0.59395,0.73872
2022,Primary Level,"No, definitely not",0.44205,82,459,0.39657,0.48753
2022,Primary Level,Probably not,0.13524,38,459,0.10392,0.16656
2022,Primary Level,Probably,0.14944,141,459,0.11679,0.18210
2022,Primary Level,"Yes, definitely",0.27327,198,459,0.23246,0.31408
2022,Lower Secondary Level,"No, definitely not",0.75802,416,884,0.72977,0.78627
2022,Lower Secondary Level,Probably not,0.04487,51,884,0.03121,0.05852
2022,Lower Secondary Level,Probably,0.07373,161,884,0.05649,0.09097
2022,Lower Secondary Level,"Yes, definitely",0.12338,256,884,0.10169,0.14508
2022,Upper Secondary Level,"No, definitely not",0.78326,2068,3185,0.76895,0.79757
2022,Upper Secondary Level,Probably not,0.04582,174,3185,0.03855,0.05308
2022,Upper Secondary Level,Probably,0.04522,242,3185,0.03800,0.05243
2022,Upper Secondary Level,"Yes, definitely",0.12571,701,3185,0.11419,0.13722
2022,Post-secondary Non-tertiary Level,"No, definitely not",0.56225,175,351,0.51028,0.61423
2022,Post-secondary Non-tertiary Level,Probably,0.07124,39,351,0.04429,0.09819
2022,Post-secondary Non-tertiary Level,"Yes, definitely",0.28163,137,351,0.23450,0.32875
2022,First Stage of Tertiary Education,"No, definitely not",0.88743,319,319,0.85269,0.92217
2022,Second Stage of Tertiary Education,"No, definitely not",0.74611,1152,1846,0.72625,0.76597
2022,Second Stage of Tertiary Education,Probably not,0.05285,101,1846,0.04264,0.06305
2022,Second Stage of Tertiary Education,Probably,0.04155,118,1846,0.03245,0.05066
2022,Second Stage of Tertiary Education,"Yes, definitely",0.15949,475,1846,0.14278,0.17620
