year,hhtyp,regtyp,hlf0151,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2019,Single-person household,Rural regions,Certain,0.28550404709345106,18428,0.2789829151032165,0.29202517908368564
2019,Single-person household,Rural regions,Relatively Uncertain,0.08977189109639441,18428,0.08564462682441126,0.09389915536837756
2019,Single-person household,Rural regions,Very Uncertain,0.013245033112582781,18428,0.011594409116880205,0.014895657108285358
2019,Couple without children,Urban regions,Relatively Certain,0.7049436795994993,18428,0.6983588181553438,0.7115285410436548
2019,Couple without children,Urban regions,Certain,0.19524405506883605,18428,0.18952086754739386,0.20096724259027823
2019,Couple without children,Urban regions,Relatively Uncertain,0.09011264080100125,18428,0.08597832503218003,0.09424695656982246
2019,Couple without children,Urban regions,Very Uncertain,0.00969962453066333,18428,0.008284554598578285,0.011114694462748374
2019,Couple without children,Rural regions,Relatively Certain,0.6837793555434188,18428,0.6770655296984205,0.6904931813884172
2019,Couple without children,Rural regions,Certain,0.2217367558711087,18428,0.21573885789413627,0.22773465384808111
2019,Couple without children,Rural regions,Relatively Uncertain,0.08574549426542873,18428,0.08170293702220519,0.08978805150865227
2019,Couple without children,Rural regions,Very Uncertain,0.008738394320043691,18428,0.007394618162220341,0.01008217047786704
2019,Single parent,Urban regions,Relatively Certain,0.6083720930232558,18428,0.6013245387770402,0.6154196472694714
2019,Single parent,Urban regions,Certain,0.2288372093023256,18428,0.22277189481317075,0.23490252379148044
2019,Single parent,Urban regions,Relatively Uncertain,0.14325581395348838,18428,0.13819758269785015,0.1483140452091266
2019,Single parent,Urban regions,Very Uncertain,0.01953488372093023,18428,0.01753668600541008,0.021533081436450382
2019,Single parent,Rural regions,Relatively Certain,0.6111111111111112,18428,0.6040724537077877,0.6181497685144346
2019,Single parent,Rural regions,Certain,0.25862068965517243,18428,0.252298480878709,0.2649428984316359
2019,Single parent,Rural regions,Relatively Uncertain,0.11494252873563218,18428,0.11033738617064423,0.11954767130062013
2019,Single parent,Rural regions,Very Uncertain,0.01532567049808429,18428,0.013551999684694692,0.01709934131147389
2019,Couple with children,Urban regions,Relatively Certain,0.5725155637537468,18428,0.5653727262193953,0.5796584012880983
2019,Couple with children,Urban regions,Certain,0.3465529167627392,18428,0.33968212224163413,0.35342371128384426
2019,Couple with children,Urban regions,Relatively Uncertain,0.07009453539312889,18428,0.0664083391664477,0.07378073161981008
2019,Couple with children,Urban regions,Very Uncertain,0.010836984090385058,18428,0.009342108251953505,0.012331859928816611
2019,Couple with children,Rural regions,Relatively Certain,0.5686735653809972,18428,0.5615228164863552,0.5758243142756393
2019,Couple with children,Rural regions,Certain,0.3659454374412041,18428,0.35899057645117566,0.37290029843123257
2019,Couple with children,Rural regions,Relatively Uncertain,0.05832549388523048,18428,0.05494175697663446,0.061709230793826494
2019,Couple with children,Rural regions,Very Uncertain,0.0070555032925682035,18428,0.005847012194819385,0.008263994390317022
2019,Multi-generational household,Urban regions,Relatively Certain,0.5108695652173914,18428,0.5036521061741852,0.5180870242605975
2019,Multi-generational household,Urban regions,Certain,0.358695652173913,18428,0.35177077431072074,0.3656205300371053
2019,Multi-generational household,Urban regions,Relatively Uncertain,0.10869565217391304,18428,0.10420162112694555,0.11318968322088054
2019,Multi-generational household,Urban regions,Very Uncertain,0.021739130434782608,18428,0.019633581230835292,0.023844679638729924
2019,Multi-generational household,Rural regions,Relatively Certain,0.6086956521739131,18428,0.6016491367625396,0.6157421675852865
2019,Multi-generational household,Rural regions,Certain,0.2608695652173913,18428,0.25452956577873165,0.26720956465605095
2019,Multi-generational household,Rural regions,Relatively Uncertain,0.08695652173913043,18428,0.08288821416952512,0.09102482930873575
2019,Multi-generational household,Rural regions,Very Uncertain,0.043478260869565216,18428,0.0405338360224218,0.046422685716708635
2019,Other Combinations,Urban regions,Relatively Certain,0.46808510638297873,18428,0.4608806626080533,0.47528955015790414
2019,Other Combinations,Urban regions,Certain,0.4340425531914894,18428,0.42688647604825547,0.4411986303347233
2019,Other Combinations,Urban regions,Relatively Uncertain,0.07659574468085106,18428,0.07275588612782857,0.08043560323387355
2019,Other Combinations,Urban regions,Very Uncertain,0.02127659574468085,18428,0.019193074047309782,0.02336011744205192
2019,Other Combinations,Rural regions,Relatively Certain,0.49504950495049505,18428,0.48783069370845683,0.5022683161925333
2019,Other Combinations,Rural regions,Certain,0.45544554455445546,18428,0.44825509810283076,0.46263599100608016
2019,Other Combinations,Rural regions,Relatively Uncertain,0.039603960396039604,18428,0.03678809780258571,0.0424198229894935
2019,Other Combinations,Rural regions,Very Uncertain,0.009900990099009901,18428,0.008471452456106593,0.01133052774191321
2020,Single-person household,Urban regions,Certain,0.671118530884808,19329,0.6644952877872287,0.6777417739823873
2020,Single-person household,Urban regions,Relatively Certain,0.2921535893155259,19329,0.28574257851440277,0.298564600116649
2020,Single-person household,Urban regions,Relatively Uncertain,0.03005008347245409,19329,0.027643234305322312,0.03245693263958587
2020,Single-person household,Urban regions,Very Uncertain,0.00667779632721202,19329,0.005529608245710615,0.007825984408713425
2020,Single-person household,Rural regions,Certain,0.781021897810219,19329,0.7751916994982728,0.7868520961221652
2020,Single-person household,Rural regions,Relatively Certain,0.19708029197080293,19329,0.19147227865930663,0.20268830528229922
2020,Single-person household,Rural regions,Relatively Uncertain,0.014598540145985401,19329,0.012907660512026159,0.016289419779944643
2020,Single-person household,Rural regions,Very Uncertain,0.0072992700729927005,19329,0.006099217519561398,0.008499322626424003
2020,Couple without children,Urban regions,Certain,0.6513761467889908,19329,0.6446580562412566,0.658094237336725
2020,Couple without children,Urban regions,Relatively Certain,0.3119266055045872,19329,0.3053953756142541,0.31845783539492023
2020,Couple without children,Urban regions,Relatively Uncertain,0.03669724770642202,19329,0.03404661516410018,0.03934788024874386
2020,Couple without children,Rural regions,Certain,0.9310344827586207,19329,0.927462163537569,0.9346068019796723
2020,Couple without children,Rural regions,Relatively Certain,0.034482758620689655,19329,0.03191039478029254,0.03705512246108677
2020,Couple without children,Rural regions,Relatively Uncertain,0.034482758620689655,19329,0.03191039478029254,0.03705512246108677
2020,Single parent,Urban regions,Certain,0.5953488372093023,19329,0.5884292923445251,0.6022683820740795
2020,Single parent,Urban regions,Relatively Certain,0.3209302325581395,19329,0.31434889916365605,0.327511565952623
2020,Single parent,Urban regions,Relatively Uncertain,0.08372093023255814,19329,0.07981627867883113,0.08762558178628514
2020,Single parent,Rural regions,Certain,0.8222222222222222,19329,0.8168322724255695,0.8276121720188748
2020,Single parent,Rural regions,Relatively Certain,0.17777777777777778,19329,0.17238782798112515,0.18316772757443042
2020,Couple with children,Urban regions,Certain,0.7088906372934697,19329,0.7024863753733475,0.7152948992135919
2020,Couple with children,Urban regions,Relatively Certain,0.25019669551534224,19329,0.24409056844183272,0.25630282258885173
2020,Couple with children,Urban regions,Relatively Uncertain,0.03383162863886703,19329,0.03128280821229822,0.03638044906543584
2020,Couple with children,Urban regions,Very Uncertain,0.007081038552321007,19329,0.00589893163160619,0.008263145473035825
2020,Couple with children,Rural regions,Certain,0.7936507936507936,19329,0.787945637873297,0.7993559494282902
2020,Couple with children,Rural regions,Relatively Certain,0.18253968253968253,19329,0.17709386152390152,0.18798550355546353
2020,Couple with children,Rural regions,Relatively Uncertain,0.018518518518518517,19329,0.01661789738802841,0.020419139649008624
2020,Couple with children,Rural regions,Very Uncertain,0.005291005291005291,19329,0.00426825762098142,0.006313752961029161
2020,Multi-generational household,Urban regions,Certain,0.84,19329,0.8348316607541398,0.8451683392458601
2020,Multi-generational household,Urban regions,Relatively Certain,0.12,19329,0.11541875690479352,0.12458124309520648
2020,Multi-generational household,Urban regions,Relatively Uncertain,0.04,19329,0.0372374064690534,0.0427625935309466
2020,Multi-generational household,Rural regions,Certain,1.0,19329,1.0,1.0
2020,Other Combinations,Urban regions,Certain,0.589041095890411,19329,0.5821048676827377,0.5959773240980842
2020,Other Combinations,Urban regions,Relatively Certain,0.3561643835616438,19329,0.34941344553568227,0.36291532158760537
2020,Other Combinations,Urban regions,Relatively Uncertain,0.04794520547945205,19329,0.04493320565183421,0.050957205307069896
2020,Other Combinations,Urban regions,Very Uncertain,0.00684931506849315,19329,0.005686575307972147,0.008012054829014154
2020,Other Combinations,Rural regions,Certain,0.8055555555555556,19329,0.7999760348123736,0.8111350762987376
2020,Other Combinations,Rural regions,Relatively Certain,0.19444444444444445,19329,0.18886492370126243,0.20002396518762647
