"hlf0151","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr unsicher","2012","4","Staedtischer Raum","","","",""
"Sehr unsicher","2012","4","Laendlicher Raum","","","",""
"Sehr unsicher","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2013","2","Staedtischer Raum","","","",""
"Sehr sicher","2013","2","Laendlicher Raum","","","",""
"Sehr sicher","2013","3","Staedtischer Raum","","","",""
"Sehr sicher","2013","3","Laendlicher Raum","","","",""
"Sehr sicher","2013","4","Staedtischer Raum","","","",""
"Sehr sicher","2013","4","Laendlicher Raum","","","",""
"Sehr sicher","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2013","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2013","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2013","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2013","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2013","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2013","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2013","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2013","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2013","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2013","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2013","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2013","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2013","2","Staedtischer Raum","","","",""
"Sehr unsicher","2013","2","Laendlicher Raum","","","",""
"Sehr unsicher","2013","3","Staedtischer Raum","","","",""
"Sehr unsicher","2013","3","Laendlicher Raum","","","",""
"Sehr unsicher","2013","4","Staedtischer Raum","","","",""
"Sehr unsicher","2013","4","Laendlicher Raum","","","",""
"Sehr unsicher","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2014","2","Staedtischer Raum","845","0.156540536786952","0.146269568732121","0.166811504841783"
"Sehr sicher","2014","2","Laendlicher Raum","666","0.249544509972044","0.234077090758361","0.265011929185728"
"Sehr sicher","2014","3","Staedtischer Raum","878","0.159428910287095","0.149349307865737","0.169508512708453"
"Sehr sicher","2014","3","Laendlicher Raum","780","0.222463765517516","0.207926029354052","0.23700150168098"
"Sehr sicher","2014","4","Staedtischer Raum","1337","0.193999212410802","0.184126881054669","0.203871543766936"
"Sehr sicher","2014","4","Laendlicher Raum","976","0.25306109911733","0.238561961948201","0.267560236286459"
"Sehr sicher","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2014","2","Staedtischer Raum","3154","0.69978899455698","0.686833239753457","0.712744749360503"
"Ziemlich sicher","2014","2","Laendlicher Raum","2006","0.644160007315893","0.627047815711752","0.661272198920034"
"Ziemlich sicher","2014","3","Staedtischer Raum","3627","0.714992388274049","0.702562947836773","0.727421828711324"
"Ziemlich sicher","2014","3","Laendlicher Raum","2175","0.72194751578378","0.706286388282308","0.737608643285252"
"Ziemlich sicher","2014","4","Staedtischer Raum","4245","0.701982016709661","0.690562802070136","0.713401231349186"
"Ziemlich sicher","2014","4","Laendlicher Raum","2266","0.679785014596002","0.664225589587654","0.69534443960435"
"Ziemlich sicher","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2014","2","Staedtischer Raum","683","0.124620048123685","0.115284106727458","0.133955989519912"
"Ziemlich unsicher","2014","2","Laendlicher Raum","282","0.0909051830994747","0.0806302195292276","0.101180146669722"
"Ziemlich unsicher","2014","3","Staedtischer Raum","512","0.1129937504795","0.104276827860827","0.121710673098173"
"Ziemlich unsicher","2014","3","Laendlicher Raum","164","0.049058015648222","0.0415081569754684","0.0566078743209757"
"Ziemlich unsicher","2014","4","Staedtischer Raum","559","0.101117444867062","0.0935905382733468","0.108644351460778"
"Ziemlich unsicher","2014","4","Laendlicher Raum","191","0.0573556456042807","0.0496012322772034","0.065110058931358"
"Ziemlich unsicher","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2014","2","Staedtischer Raum","126","0.019050420532383","0.0151863816517506","0.0229144594130154"
"Sehr unsicher","2014","2","Laendlicher Raum","53","0.0153902996125878","0.0109904587447476","0.0197901404804281"
"Sehr unsicher","2014","3","Staedtischer Raum","50","0.0125849509593566","0.00951558781756905","0.0156543141011442"
"Sehr unsicher","2014","3","Laendlicher Raum","25","","",""
"Sehr unsicher","2014","4","Staedtischer Raum","22","","",""
"Sehr unsicher","2014","4","Laendlicher Raum","21","","",""
"Sehr unsicher","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2015","2","Staedtischer Raum","","","",""
"Sehr sicher","2015","2","Laendlicher Raum","","","",""
"Sehr sicher","2015","3","Staedtischer Raum","","","",""
"Sehr sicher","2015","3","Laendlicher Raum","","","",""
"Sehr sicher","2015","4","Staedtischer Raum","","","",""
"Sehr sicher","2015","4","Laendlicher Raum","","","",""
"Sehr sicher","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2015","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2015","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2015","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2015","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2015","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2015","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2015","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2015","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2015","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2015","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2015","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2015","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2015","2","Staedtischer Raum","","","",""
"Sehr unsicher","2015","2","Laendlicher Raum","","","",""
"Sehr unsicher","2015","3","Staedtischer Raum","","","",""
"Sehr unsicher","2015","3","Laendlicher Raum","","","",""
"Sehr unsicher","2015","4","Staedtischer Raum","","","",""
"Sehr unsicher","2015","4","Laendlicher Raum","","","",""
"Sehr unsicher","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2016","2","Staedtischer Raum","145","0.808514640538546","0.751506841034328","0.865522440042765"
"Sehr sicher","2016","2","Laendlicher Raum","73","0.816290397275553","0.736726569684679","0.895854224866426"
"Sehr sicher","2016","3","Staedtischer Raum","23","","",""
"Sehr sicher","2016","3","Laendlicher Raum","8","","",""
"Sehr sicher","2016","4","Staedtischer Raum","4","","",""
"Sehr sicher","2016","4","Laendlicher Raum","5","","",""
"Sehr sicher","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2016","2","Staedtischer Raum","23","","",""
"Ziemlich sicher","2016","2","Laendlicher Raum","15","","",""
"Ziemlich sicher","2016","3","Staedtischer Raum","16","","",""
"Ziemlich sicher","2016","3","Laendlicher Raum","14","","",""
"Ziemlich sicher","2016","4","Staedtischer Raum","1","","",""
"Ziemlich sicher","2016","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2016","2","Staedtischer Raum","15","","",""
"Ziemlich unsicher","2016","2","Laendlicher Raum","3","","",""
"Ziemlich unsicher","2016","3","Staedtischer Raum","7","","",""
"Ziemlich unsicher","2016","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2016","4","Staedtischer Raum","1","","",""
"Ziemlich unsicher","2016","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2016","2","Staedtischer Raum","","","",""
"Sehr unsicher","2016","2","Laendlicher Raum","","","",""
"Sehr unsicher","2016","3","Staedtischer Raum","1","","",""
"Sehr unsicher","2016","3","Laendlicher Raum","","","",""
"Sehr unsicher","2016","4","Staedtischer Raum","","","",""
"Sehr unsicher","2016","4","Laendlicher Raum","","","",""
"Sehr unsicher","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2017","2","Staedtischer Raum","462","0.763274315508148","0.729761040666216","0.796787590350079"
"Sehr sicher","2017","2","Laendlicher Raum","187","0.868113937169788","0.823999404023223","0.912228470316353"
"Sehr sicher","2017","3","Staedtischer Raum","32","0.718836925202922","0.592960505446962","0.844713344958882"
"Sehr sicher","2017","3","Laendlicher Raum","23","","",""
"Sehr sicher","2017","4","Staedtischer Raum","21","","",""
"Sehr sicher","2017","4","Laendlicher Raum","14","","",""
"Sehr sicher","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2017","2","Staedtischer Raum","128","0.217546823667662","0.185018670539971","0.250074976795354"
"Ziemlich sicher","2017","2","Laendlicher Raum","32","0.110980473357792","0.070028691053205","0.151932255662378"
"Ziemlich sicher","2017","3","Staedtischer Raum","17","","",""
"Ziemlich sicher","2017","3","Laendlicher Raum","10","","",""
"Ziemlich sicher","2017","4","Staedtischer Raum","7","","",""
"Ziemlich sicher","2017","4","Laendlicher Raum","2","","",""
"Ziemlich sicher","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2017","2","Staedtischer Raum","23","","",""
"Ziemlich unsicher","2017","2","Laendlicher Raum","7","","",""
"Ziemlich unsicher","2017","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2017","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2017","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2017","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2017","2","Staedtischer Raum","5","","",""
"Sehr unsicher","2017","2","Laendlicher Raum","","","",""
"Sehr unsicher","2017","3","Staedtischer Raum","","","",""
"Sehr unsicher","2017","3","Laendlicher Raum","","","",""
"Sehr unsicher","2017","4","Staedtischer Raum","","","",""
"Sehr unsicher","2017","4","Laendlicher Raum","","","",""
"Sehr unsicher","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2018","2","Staedtischer Raum","802","0.807809172087164","0.783264840330202","0.832353503844126"
"Sehr sicher","2018","2","Laendlicher Raum","304","0.832945575703981","0.794572016511315","0.871319134896647"
"Sehr sicher","2018","3","Staedtischer Raum","130","0.752345262871804","0.688392254029691","0.816298271713918"
"Sehr sicher","2018","3","Laendlicher Raum","52","0.843350368584599","0.758203676740857","0.928497060428342"
"Sehr sicher","2018","4","Staedtischer Raum","33","0.677367560752411","0.547790148708924","0.806944972795899"
"Sehr sicher","2018","4","Laendlicher Raum","9","","",""
"Sehr sicher","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2018","2","Staedtischer Raum","151","0.160032531235533","0.137194121287407","0.18287094118366"
"Ziemlich sicher","2018","2","Laendlicher Raum","53","0.157741700438754","0.120245204281514","0.195238196595993"
"Ziemlich sicher","2018","3","Staedtischer Raum","41","0.215356997433295","0.154453166180837","0.276260828685754"
"Ziemlich sicher","2018","3","Laendlicher Raum","17","","",""
"Ziemlich sicher","2018","4","Staedtischer Raum","16","","",""
"Ziemlich sicher","2018","4","Laendlicher Raum","2","","",""
"Ziemlich sicher","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2018","2","Staedtischer Raum","19","","",""
"Ziemlich unsicher","2018","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2018","3","Staedtischer Raum","4","","",""
"Ziemlich unsicher","2018","3","Laendlicher Raum","1","","",""
"Ziemlich unsicher","2018","4","Staedtischer Raum","1","","",""
"Ziemlich unsicher","2018","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2018","2","Staedtischer Raum","18","","",""
"Sehr unsicher","2018","2","Laendlicher Raum","6","","",""
"Sehr unsicher","2018","3","Staedtischer Raum","","","",""
"Sehr unsicher","2018","3","Laendlicher Raum","","","",""
"Sehr unsicher","2018","4","Staedtischer Raum","","","",""
"Sehr unsicher","2018","4","Laendlicher Raum","","","",""
"Sehr unsicher","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2019","2","Staedtischer Raum","1282","0.140873122069651","0.129905409387794","0.151840834751507"
"Sehr sicher","2019","2","Laendlicher Raum","675","0.188941895825929","0.171712230075848","0.20617156157601"
"Sehr sicher","2019","3","Staedtischer Raum","825","0.162960098414618","0.15103390083353","0.174886295995705"
"Sehr sicher","2019","3","Laendlicher Raum","677","0.253375114479824","0.236260468565519","0.27048976039413"
"Sehr sicher","2019","4","Staedtischer Raum","1237","0.17190630533746","0.162490411557402","0.181322199117517"
"Sehr sicher","2019","4","Laendlicher Raum","922","0.216107147250786","0.203043104107764","0.229171190393808"
"Sehr sicher","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2019","2","Staedtischer Raum","2053","0.701525341929268","0.687099247998599","0.715951435859938"
"Ziemlich sicher","2019","2","Laendlicher Raum","1057","0.672028390576133","0.651365138691488","0.692691642460779"
"Ziemlich sicher","2019","3","Staedtischer Raum","2353","0.67613544160709","0.661024662984924","0.691246220229256"
"Ziemlich sicher","2019","3","Laendlicher Raum","1576","0.671704611911251","0.653226556511177","0.690182667311326"
"Ziemlich sicher","2019","4","Staedtischer Raum","4270","0.724616529509591","0.713468478140643","0.73576458087854"
"Ziemlich sicher","2019","4","Laendlicher Raum","2610","0.680637841903574","0.665839452157596","0.695436231649553"
"Ziemlich sicher","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2019","2","Staedtischer Raum","438","0.125073408713973","0.114644433315006","0.135502384112939"
"Ziemlich unsicher","2019","2","Laendlicher Raum","231","0.128803588342848","0.114059811327432","0.143547365358264"
"Ziemlich unsicher","2019","3","Staedtischer Raum","442","0.140643193198964","0.12941695119705","0.151869435200878"
"Ziemlich unsicher","2019","3","Laendlicher Raum","202","0.0658804088791101","0.0561189643177581","0.0756418534404621"
"Ziemlich unsicher","2019","4","Staedtischer Raum","603","0.0964934349817417","0.0891247422337807","0.103862127729703"
"Ziemlich unsicher","2019","4","Laendlicher Raum","249","0.0952848501678282","0.0859655661533808","0.104604134182276"
"Ziemlich unsicher","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2019","2","Staedtischer Raum","92","0.0325281272871084","0.0269354205613476","0.0381208340128693"
"Sehr unsicher","2019","2","Laendlicher Raum","20","","",""
"Sehr unsicher","2019","3","Staedtischer Raum","64","0.0202612667793282","0.0157116300988474","0.024810903459809"
"Sehr unsicher","2019","3","Laendlicher Raum","26","","",""
"Sehr unsicher","2019","4","Staedtischer Raum","58","0.00698373017120732","0.00490548004181619","0.00906198030059845"
"Sehr unsicher","2019","4","Laendlicher Raum","32","0.00797016067781183","0.00514781246572279","0.0107925088899009"
"Sehr unsicher","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2020","2","Staedtischer Raum","1842","0.634575042184151","0.615910242925658","0.653239841442644"
"Sehr sicher","2020","2","Laendlicher Raum","491","0.806421727138248","0.774621504552914","0.838221949723582"
"Sehr sicher","2020","3","Staedtischer Raum","513","0.662193541912466","0.628765467087852","0.69562161673708"
"Sehr sicher","2020","3","Laendlicher Raum","237","0.888985948025472","0.850121933867606","0.927849962183337"
"Sehr sicher","2020","4","Staedtischer Raum","149","0.689726200057452","0.631321138802611","0.748131261312292"
"Sehr sicher","2020","4","Laendlicher Raum","63","0.792790704237845","0.698514343690779","0.887067064784911"
"Sehr sicher","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2020","2","Staedtischer Raum","619","0.292015628087804","0.274391907047511","0.309639349128097"
"Ziemlich sicher","2020","2","Laendlicher Raum","88","0.181335922506986","0.150324939396955","0.212346905617017"
"Ziemlich sicher","2020","3","Staedtischer Raum","225","0.290297557856328","0.258216789446013","0.322378326266643"
"Ziemlich sicher","2020","3","Laendlicher Raum","14","","",""
"Ziemlich sicher","2020","4","Staedtischer Raum","88","0.29483617479044","0.237268993371643","0.352403356209236"
"Ziemlich sicher","2020","4","Laendlicher Raum","8","","",""
"Ziemlich sicher","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2020","2","Staedtischer Raum","89","0.0658378763637009","0.0562254779906111","0.0754502747367906"
"Ziemlich unsicher","2020","2","Laendlicher Raum","9","","",""
"Ziemlich unsicher","2020","3","Staedtischer Raum","26","","",""
"Ziemlich unsicher","2020","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2020","4","Staedtischer Raum","2","","",""
"Ziemlich unsicher","2020","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2020","2","Staedtischer Raum","7","","",""
"Sehr unsicher","2020","2","Laendlicher Raum","5","","",""
"Sehr unsicher","2020","3","Staedtischer Raum","5","","",""
"Sehr unsicher","2020","3","Laendlicher Raum","","","",""
"Sehr unsicher","2020","4","Staedtischer Raum","2","","",""
"Sehr unsicher","2020","4","Laendlicher Raum","","","",""
"Sehr unsicher","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
