,Unnamed: 0,year,pgisced97,sampreg,plh0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
303,303,2013,Lower Secondary Level,East,Very seldom,0.17223,60,24941,0.12001,0.23545
304,304,2013,Lower Secondary Level,East,Seldom,0.33132,106,24941,0.26841,0.4051
305,305,2013,Lower Secondary Level,East,Sometimes,0.37775,110,24941,0.31673,0.45088
306,306,2013,Lower Secondary Level,East,Often,0.11869,44,24941,0.0879,0.15225
307,307,2013,Upper Secondary Level,West,Very seldom,0.21397,2000,24941,0.2029,0.22355
308,308,2013,Upper Secondary Level,West,Seldom,0.3501,3399,24941,0.33703,0.36411
309,309,2013,Upper Secondary Level,West,Sometimes,0.30089,2803,24941,0.28968,0.31206
310,310,2013,Upper Secondary Level,West,Often,0.10844,936,24941,0.09964,0.11548
311,311,2013,Upper Secondary Level,West,Very often,0.0266,266,24941,0.02298,0.02982
312,312,2013,Upper Secondary Level,East,Very seldom,0.21353,654,24941,0.19915,0.23539
313,313,2013,Upper Secondary Level,East,Seldom,0.35374,1099,24941,0.33351,0.37411
314,314,2013,Upper Secondary Level,East,Sometimes,0.30288,906,24941,0.28292,0.32481
315,315,2013,Upper Secondary Level,East,Often,0.0991,299,24941,0.08739,0.11201
316,316,2013,Upper Secondary Level,East,Very often,0.03075,99,24941,0.02377,0.03899
317,317,2013,Post-secondary Non-tertiary Level,West,Very seldom,0.23664,330,24941,0.20574,0.27283
318,318,2013,Post-secondary Non-tertiary Level,West,Seldom,0.33175,544,24941,0.29893,0.36551
319,319,2013,Post-secondary Non-tertiary Level,West,Sometimes,0.29289,433,24941,0.25778,0.33256
320,320,2013,Post-secondary Non-tertiary Level,West,Often,0.11168,160,24941,0.09216,0.13095
321,321,2013,Post-secondary Non-tertiary Level,West,Very often,0.02705,40,24941,0.0178,0.03756
322,322,2013,Post-secondary Non-tertiary Level,East,Very seldom,0.2523,61,24941,0.18424,0.32157
323,323,2013,Post-secondary Non-tertiary Level,East,Seldom,0.324,103,24941,0.26142,0.3962
324,324,2013,Post-secondary Non-tertiary Level,East,Sometimes,0.4237,86,24941,0.31831,0.53724
325,325,2013,First Stage of Tertiary Education,West,Very seldom,0.23861,299,24941,0.21038,0.27288
326,326,2013,First Stage of Tertiary Education,West,Seldom,0.35266,467,24941,0.31857,0.38987
327,327,2013,First Stage of Tertiary Education,West,Sometimes,0.30622,344,24941,0.26995,0.34278
328,328,2013,First Stage of Tertiary Education,West,Often,0.10252,118,24941,0.07905,0.12607
329,329,2013,First Stage of Tertiary Education,East,Very seldom,0.19722,89,24941,0.15394,0.26128
330,330,2013,First Stage of Tertiary Education,East,Seldom,0.40752,168,24941,0.32535,0.49069
331,331,2013,First Stage of Tertiary Education,East,Sometimes,0.31909,123,24941,0.25405,0.38512
332,332,2013,First Stage of Tertiary Education,East,Often,0.07616,40,24941,0.05633,0.09767
333,333,2013,Second Stage of Tertiary Education,West,Very seldom,0.26055,1136,24941,0.24425,0.27812
334,334,2013,Second Stage of Tertiary Education,West,Seldom,0.37293,1705,24941,0.35258,0.3973
335,335,2013,Second Stage of Tertiary Education,West,Sometimes,0.28824,1201,24941,0.26604,0.30751
336,336,2013,Second Stage of Tertiary Education,West,Often,0.062,290,24941,0.05149,0.07301
337,337,2013,Second Stage of Tertiary Education,West,Very often,0.01628,57,24941,0.01253,0.02082
338,338,2013,Second Stage of Tertiary Education,East,Very seldom,0.23276,323,24941,0.2017,0.26406
339,339,2013,Second Stage of Tertiary Education,East,Seldom,0.36658,561,24941,0.3313,0.40383
340,340,2013,Second Stage of Tertiary Education,East,Sometimes,0.30198,426,24941,0.27409,0.33157
341,341,2013,Second Stage of Tertiary Education,East,Often,0.07927,111,24941,0.06518,0.09818
342,342,2013,Second Stage of Tertiary Education,East,Very often,0.0194,32,24941,0.0135,0.02691
343,343,2014,Pre-primary Level,West,Very seldom,0.22342,83,26189,0.17284,0.286
344,344,2014,Pre-primary Level,West,Seldom,0.40791,139,26189,0.33037,0.5029
345,345,2014,Pre-primary Level,West,Sometimes,0.26681,122,26189,0.21083,0.31355
346,346,2014,Pre-primary Level,West,Often,0.10186,40,26189,0.07302,0.13249
347,347,2014,Primary Level,West,Very seldom,0.18008,79,26189,0.1293,0.23639
348,348,2014,Primary Level,West,Seldom,0.17189,106,26189,0.13594,0.20953
349,349,2014,Primary Level,West,Sometimes,0.39442,155,26189,0.32419,0.47615
350,350,2014,Primary Level,West,Often,0.18012,75,26189,0.13927,0.22461
351,351,2014,Primary Level,West,Very often,0.07348,32,26189,0.04877,0.10412
352,352,2014,Lower Secondary Level,West,Very seldom,0.20798,544,26189,0.189,0.22408
353,353,2014,Lower Secondary Level,West,Seldom,0.30492,869,26189,0.2782,0.32971
354,354,2014,Lower Secondary Level,West,Sometimes,0.31137,841,26189,0.28911,0.3378
355,355,2014,Lower Secondary Level,West,Often,0.12751,343,26189,0.11423,0.14196
356,356,2014,Lower Secondary Level,West,Very often,0.04821,120,26189,0.04084,0.05727
357,357,2014,Lower Secondary Level,East,Very seldom,0.19288,81,26189,0.1506,0.24618
358,358,2014,Lower Secondary Level,East,Seldom,0.37203,110,26189,0.28309,0.45632
359,359,2014,Lower Secondary Level,East,Sometimes,0.30147,114,26189,0.24563,0.36306
360,360,2014,Lower Secondary Level,East,Often,0.13363,50,26189,0.10156,0.16678
361,361,2014,Upper Secondary Level,West,Very seldom,0.23138,2217,26189,0.22166,0.24154
362,362,2014,Upper Secondary Level,West,Seldom,0.34081,3355,26189,0.32588,0.35308
363,363,2014,Upper Secondary Level,West,Sometimes,0.30075,2900,26189,0.29008,0.31518
364,364,2014,Upper Secondary Level,West,Often,0.10073,909,26189,0.0926,0.10837
365,365,2014,Upper Secondary Level,West,Very often,0.02633,270,26189,0.02308,0.02991
366,366,2014,Upper Secondary Level,East,Very seldom,0.22436,663,26189,0.2089,0.23808
367,367,2014,Upper Secondary Level,East,Seldom,0.35396,1034,26189,0.3315,0.37156
368,368,2014,Upper Secondary Level,East,Sometimes,0.28906,787,26189,0.26445,0.31364
369,369,2014,Upper Secondary Level,East,Often,0.10544,273,26189,0.09405,0.12004
370,370,2014,Upper Secondary Level,East,Very often,0.02718,86,26189,0.02135,0.03304
371,371,2014,Post-secondary Non-tertiary Level,West,Very seldom,0.25224,411,26189,0.22133,0.28421
372,372,2014,Post-secondary Non-tertiary Level,West,Seldom,0.3476,600,26189,0.31211,0.38555
373,373,2014,Post-secondary Non-tertiary Level,West,Sometimes,0.28099,496,26189,0.24749,0.31558
374,374,2014,Post-secondary Non-tertiary Level,West,Often,0.08894,178,26189,0.07353,0.10546
375,375,2014,Post-secondary Non-tertiary Level,West,Very often,0.03023,62,26189,0.02074,0.04194
376,376,2014,Post-secondary Non-tertiary Level,East,Very seldom,0.23122,62,26189,0.17148,0.30903
377,377,2014,Post-secondary Non-tertiary Level,East,Seldom,0.4192,126,26189,0.3228,0.53304
378,378,2014,Post-secondary Non-tertiary Level,East,Sometimes,0.34958,77,26189,0.26003,0.4551
379,379,2014,First Stage of Tertiary Education,West,Very seldom,0.23874,291,26189,0.21184,0.26896
380,380,2014,First Stage of Tertiary Education,West,Seldom,0.38552,437,26189,0.3504,0.42576
381,381,2014,First Stage of Tertiary Education,West,Sometimes,0.28822,337,26189,0.25433,0.3247
382,382,2014,First Stage of Tertiary Education,West,Often,0.08752,101,26189,0.06932,0.10899
383,383,2014,First Stage of Tertiary Education,East,Very seldom,0.15858,78,26189,0.12514,0.19048
384,384,2014,First Stage of Tertiary Education,East,Seldom,0.42742,165,26189,0.35539,0.50684
385,385,2014,First Stage of Tertiary Education,East,Sometimes,0.345,125,26189,0.27181,0.42785
386,386,2014,First Stage of Tertiary Education,East,Often,0.069,32,26189,0.05395,0.08989
387,387,2014,Second Stage of Tertiary Education,West,Very seldom,0.26423,1263,26189,0.24669,0.28167
388,388,2014,Second Stage of Tertiary Education,West,Seldom,0.37765,1805,26189,0.35353,0.39444
389,389,2014,Second Stage of Tertiary Education,West,Sometimes,0.26651,1262,26189,0.2487,0.2848
390,390,2014,Second Stage of Tertiary Education,West,Often,0.07212,351,26189,0.063,0.08082
391,391,2014,Second Stage of Tertiary Education,West,Very often,0.0195,94,26189,0.01479,0.02353
392,392,2014,Second Stage of Tertiary Education,East,Very seldom,0.20418,310,26189,0.17771,0.23072
393,393,2014,Second Stage of Tertiary Education,East,Seldom,0.3971,594,26189,0.36978,0.43589
394,394,2014,Second Stage of Tertiary Education,East,Sometimes,0.29153,395,26189,0.26535,0.32117
395,395,2014,Second Stage of Tertiary Education,East,Often,0.08238,105,26189,0.06356,0.10612
396,396,2014,Second Stage of Tertiary Education,East,Very often,0.02482,35,26189,0.01848,0.03175
397,397,2015,Pre-primary Level,West,Very seldom,0.19242,50,24093,0.14947,0.24991
398,398,2015,Pre-primary Level,West,Seldom,0.40002,113,24093,0.2981,0.51239
399,399,2015,Pre-primary Level,West,Sometimes,0.40755,99,24093,0.32527,0.51748
400,400,2015,Primary Level,West,Very seldom,0.16289,53,24093,0.11533,0.22216
401,401,2015,Primary Level,West,Seldom,0.21556,91,24093,0.16627,0.26453
402,402,2015,Primary Level,West,Sometimes,0.33746,120,24093,0.26632,0.40685
403,403,2015,Primary Level,West,Often,0.17474,59,24093,0.12214,0.22459
404,404,2015,Primary Level,West,Very often,0.10936,37,24093,0.08009,0.13676
405,405,2015,Lower Secondary Level,West,Very seldom,0.21601,497,24093,0.20019,0.23528
406,406,2015,Lower Secondary Level,West,Seldom,0.2846,706,24093,0.26389,0.30476
407,407,2015,Lower Secondary Level,West,Sometimes,0.32423,720,24093,0.29989,0.35175
408,408,2015,Lower Secondary Level,West,Often,0.13344,287,24093,0.11688,0.15022
409,409,2015,Lower Secondary Level,West,Very often,0.04171,103,24093,0.03289,0.05133
410,410,2015,Lower Secondary Level,East,Very seldom,0.21684,71,24093,0.16082,0.29827
411,411,2015,Lower Secondary Level,East,Seldom,0.26884,98,24093,0.1944,0.34888
412,412,2015,Lower Secondary Level,East,Sometimes,0.30442,102,24093,0.24207,0.36921
413,413,2015,Lower Secondary Level,East,Often,0.20989,51,24093,0.14523,0.28193
414,414,2015,Upper Secondary Level,West,Very seldom,0.2177,2036,24093,0.20728,0.2274
415,415,2015,Upper Secondary Level,West,Seldom,0.35508,3196,24093,0.342,0.36848
416,416,2015,Upper Secondary Level,West,Sometimes,0.3025,2615,24093,0.29107,0.31412
417,417,2015,Upper Secondary Level,West,Often,0.09404,835,24093,0.08783,0.10156
418,418,2015,Upper Secondary Level,West,Very often,0.03067,251,24093,0.02679,0.03483
419,419,2015,Upper Secondary Level,East,Very seldom,0.17849,530,24093,0.16316,0.19293
420,420,2015,Upper Secondary Level,East,Seldom,0.37039,1020,24093,0.34738,0.39586
421,421,2015,Upper Secondary Level,East,Sometimes,0.31544,797,24093,0.29353,0.3419
422,422,2015,Upper Secondary Level,East,Often,0.11023,259,24093,0.09705,0.12716
423,423,2015,Upper Secondary Level,East,Very often,0.02545,70,24093,0.01977,0.03176
424,424,2015,Post-secondary Non-tertiary Level,West,Very seldom,0.22637,400,24093,0.19806,0.25963
425,425,2015,Post-secondary Non-tertiary Level,West,Seldom,0.38755,589,24093,0.34876,0.42507
426,426,2015,Post-secondary Non-tertiary Level,West,Sometimes,0.27924,484,24093,0.24432,0.30981
427,427,2015,Post-secondary Non-tertiary Level,West,Often,0.07055,158,24093,0.05915,0.08252
428,428,2015,Post-secondary Non-tertiary Level,West,Very often,0.0363,43,24093,0.02431,0.05004
429,429,2015,Post-secondary Non-tertiary Level,East,Very seldom,0.28868,68,24093,0.21479,0.3689
430,430,2015,Post-secondary Non-tertiary Level,East,Seldom,0.36773,91,24093,0.28872,0.44268
431,431,2015,Post-secondary Non-tertiary Level,East,Sometimes,0.34359,91,24093,0.25676,0.43552
432,432,2015,First Stage of Tertiary Education,West,Very seldom,0.22249,261,24093,0.19635,0.24822
433,433,2015,First Stage of Tertiary Education,West,Seldom,0.39295,430,24093,0.35488,0.42911
434,434,2015,First Stage of Tertiary Education,West,Sometimes,0.29278,322,24093,0.25904,0.32747
435,435,2015,First Stage of Tertiary Education,West,Often,0.09178,89,24093,0.06741,0.11408
436,436,2015,First Stage of Tertiary Education,East,Very seldom,0.18142,87,24093,0.14022,0.2314
437,437,2015,First Stage of Tertiary Education,East,Seldom,0.44451,144,24093,0.35943,0.52608
438,438,2015,First Stage of Tertiary Education,East,Sometimes,0.37407,125,24093,0.30633,0.44951
439,439,2015,Second Stage of Tertiary Education,West,Very seldom,0.27031,1192,24093,0.25,0.28863
440,440,2015,Second Stage of Tertiary Education,West,Seldom,0.38021,1758,24093,0.35832,0.40054
441,441,2015,Second Stage of Tertiary Education,West,Sometimes,0.25707,1176,24093,0.23948,0.27449
442,442,2015,Second Stage of Tertiary Education,West,Often,0.07473,301,24093,0.06594,0.087
443,443,2015,Second Stage of Tertiary Education,West,Very often,0.01767,75,24093,0.01314,0.02347
444,444,2015,Second Stage of Tertiary Education,East,Very seldom,0.22262,304,24093,0.1918,0.2525
445,445,2015,Second Stage of Tertiary Education,East,Seldom,0.38088,540,24093,0.34494,0.42616
446,446,2015,Second Stage of Tertiary Education,East,Sometimes,0.31107,390,24093,0.27865,0.34407
447,447,2015,Second Stage of Tertiary Education,East,Often,0.08544,109,24093,0.06743,0.10153
448,448,2016,Pre-primary Level,West,Very seldom,0.24505,62,23246,0.18655,0.30991
449,449,2016,Pre-primary Level,West,Seldom,0.44678,117,23246,0.34183,0.57057
450,450,2016,Pre-primary Level,West,Sometimes,0.30817,82,23246,0.22852,0.40644
451,451,2016,Primary Level,West,Very seldom,0.23373,81,23246,0.1727,0.31327
452,452,2016,Primary Level,West,Seldom,0.33251,100,23246,0.25056,0.43127
453,453,2016,Primary Level,West,Sometimes,0.28466,96,23246,0.21294,0.36513
454,454,2016,Primary Level,West,Often,0.1491,52,23246,0.11487,0.19184
455,455,2016,Lower Secondary Level,West,Very seldom,0.19964,451,23246,0.1804,0.21884
456,456,2016,Lower Secondary Level,West,Seldom,0.33145,728,23246,0.30471,0.35897
457,457,2016,Lower Secondary Level,West,Sometimes,0.30771,725,23246,0.286,0.32787
458,458,2016,Lower Secondary Level,West,Often,0.11402,234,23246,0.09742,0.12949
459,459,2016,Lower Secondary Level,West,Very often,0.04718,94,23246,0.03826,0.05788
460,460,2016,Lower Secondary Level,East,Very seldom,0.21005,67,23246,0.14368,0.29518
461,461,2016,Lower Secondary Level,East,Seldom,0.33907,102,23246,0.25852,0.43146
462,462,2016,Lower Secondary Level,East,Sometimes,0.34772,92,23246,0.26437,0.44683
463,463,2016,Lower Secondary Level,East,Often,0.10316,38,23246,0.07522,0.13199
464,464,2016,Upper Secondary Level,West,Very seldom,0.22238,1870,23246,0.21202,0.23539
465,465,2016,Upper Secondary Level,West,Seldom,0.34551,2996,23246,0.33292,0.35758
466,466,2016,Upper Secondary Level,West,Sometimes,0.30066,2533,23246,0.28851,0.31268
467,467,2016,Upper Secondary Level,West,Often,0.1022,780,23246,0.09356,0.11133
468,468,2016,Upper Secondary Level,West,Very often,0.02924,222,23246,0.02544,0.03328
469,469,2016,Upper Secondary Level,East,Very seldom,0.21172,568,23246,0.1952,0.22901
470,470,2016,Upper Secondary Level,East,Seldom,0.3502,918,23246,0.32817,0.37388
471,471,2016,Upper Secondary Level,East,Sometimes,0.29607,728,23246,0.27026,0.31842
472,472,2016,Upper Secondary Level,East,Often,0.10681,252,23246,0.09243,0.12702
473,473,2016,Upper Secondary Level,East,Very often,0.0352,82,23246,0.02627,0.04712
474,474,2016,Post-secondary Non-tertiary Level,West,Very seldom,0.23898,394,23246,0.21302,0.26675
475,475,2016,Post-secondary Non-tertiary Level,West,Seldom,0.34437,624,23246,0.31125,0.37514
476,476,2016,Post-secondary Non-tertiary Level,West,Sometimes,0.3054,510,23246,0.27577,0.34221
477,477,2016,Post-secondary Non-tertiary Level,West,Often,0.08437,148,23246,0.06945,0.10286
478,478,2016,Post-secondary Non-tertiary Level,West,Very often,0.02688,60,23246,0.01852,0.036
479,479,2016,Post-secondary Non-tertiary Level,East,Very seldom,0.23483,56,23246,0.16944,0.30817
480,480,2016,Post-secondary Non-tertiary Level,East,Seldom,0.40035,102,23246,0.31526,0.50489
481,481,2016,Post-secondary Non-tertiary Level,East,Sometimes,0.36482,86,23246,0.29337,0.45086
482,482,2016,First Stage of Tertiary Education,West,Very seldom,0.22148,244,23246,0.18667,0.2523
483,483,2016,First Stage of Tertiary Education,West,Seldom,0.41638,403,23246,0.38139,0.46199
484,484,2016,First Stage of Tertiary Education,West,Sometimes,0.26138,276,23246,0.22392,0.29949
485,485,2016,First Stage of Tertiary Education,West,Often,0.10077,97,23246,0.08197,0.12513
486,486,2016,First Stage of Tertiary Education,East,Very seldom,0.2091,84,23246,0.15362,0.26994
487,487,2016,First Stage of Tertiary Education,East,Seldom,0.44449,141,23246,0.36685,0.52572
488,488,2016,First Stage of Tertiary Education,East,Sometimes,0.34641,115,23246,0.28174,0.43486
489,489,2016,Second Stage of Tertiary Education,West,Very seldom,0.27715,1269,23246,0.25897,0.2949
490,490,2016,Second Stage of Tertiary Education,West,Seldom,0.34813,1646,23246,0.32864,0.37185
491,491,2016,Second Stage of Tertiary Education,West,Sometimes,0.27858,1244,23246,0.26111,0.297
492,492,2016,Second Stage of Tertiary Education,West,Often,0.08182,307,23246,0.06953,0.09236
493,493,2016,Second Stage of Tertiary Education,West,Very often,0.01432,64,23246,0.01149,0.01741
494,494,2016,Second Stage of Tertiary Education,East,Very seldom,0.22986,303,23246,0.19936,0.26797
495,495,2016,Second Stage of Tertiary Education,East,Seldom,0.40131,532,23246,0.35743,0.44961
496,496,2016,Second Stage of Tertiary Education,East,Sometimes,0.30621,388,23246,0.26613,0.34075
497,497,2016,Second Stage of Tertiary Education,East,Often,0.06262,83,23246,0.04749,0.07997
498,498,2017,Pre-primary Level,West,Very seldom,0.23158,80,25537,0.17818,0.2931
499,499,2017,Pre-primary Level,West,Seldom,0.48306,127,25537,0.39139,0.58411
500,500,2017,Pre-primary Level,West,Sometimes,0.28535,96,25537,0.22615,0.37128
501,501,2017,Primary Level,West,Very seldom,0.19736,76,25537,0.15291,0.24221
502,502,2017,Primary Level,West,Seldom,0.28862,108,25537,0.22531,0.36969
503,503,2017,Primary Level,West,Sometimes,0.30707,123,25537,0.23633,0.36636
504,504,2017,Primary Level,West,Often,0.11522,50,25537,0.08082,0.15372
505,505,2017,Primary Level,West,Very often,0.09173,35,25537,0.06705,0.11996
506,506,2017,Lower Secondary Level,West,Very seldom,0.18674,481,25537,0.17011,0.20677
507,507,2017,Lower Secondary Level,West,Seldom,0.32374,771,25537,0.29722,0.34896
508,508,2017,Lower Secondary Level,West,Sometimes,0.33008,726,25537,0.30595,0.35114
509,509,2017,Lower Secondary Level,West,Often,0.12364,270,25537,0.1122,0.14154
510,510,2017,Lower Secondary Level,West,Very often,0.0358,91,25537,0.02661,0.04693
511,511,2017,Lower Secondary Level,East,Very seldom,0.20241,67,25537,0.15167,0.25833
512,512,2017,Lower Secondary Level,East,Seldom,0.31618,114,25537,0.25066,0.38559
513,513,2017,Lower Secondary Level,East,Sometimes,0.26566,113,25537,0.22669,0.3071
514,514,2017,Lower Secondary Level,East,Often,0.1523,49,25537,0.10617,0.21299
515,515,2017,Lower Secondary Level,East,Very often,0.06345,31,25537,0.04615,0.08376
516,516,2017,Upper Secondary Level,West,Very seldom,0.22054,2055,25537,0.2097,0.23187
517,517,2017,Upper Secondary Level,West,Seldom,0.36512,3346,25537,0.35343,0.37911
518,518,2017,Upper Secondary Level,West,Sometimes,0.28253,2629,25537,0.27166,0.29214
519,519,2017,Upper Secondary Level,West,Often,0.10606,882,25537,0.09929,0.11237
520,520,2017,Upper Secondary Level,West,Very often,0.02574,245,25537,0.02293,0.02888
521,521,2017,Upper Secondary Level,East,Very seldom,0.19016,627,25537,0.17571,0.2067
522,522,2017,Upper Secondary Level,East,Seldom,0.37814,1048,25537,0.34943,0.40561
523,523,2017,Upper Secondary Level,East,Sometimes,0.30018,819,25537,0.27869,0.32324
524,524,2017,Upper Secondary Level,East,Often,0.104,263,25537,0.09013,0.11615
525,525,2017,Upper Secondary Level,East,Very often,0.02752,79,25537,0.02057,0.03471
526,526,2017,Post-secondary Non-tertiary Level,West,Very seldom,0.23212,455,25537,0.20748,0.25694
527,527,2017,Post-secondary Non-tertiary Level,West,Seldom,0.35316,668,25537,0.32103,0.3882
528,528,2017,Post-secondary Non-tertiary Level,West,Sometimes,0.29663,546,25537,0.27113,0.32505
529,529,2017,Post-secondary Non-tertiary Level,West,Often,0.09607,169,25537,0.0779,0.11545
530,530,2017,Post-secondary Non-tertiary Level,West,Very often,0.02203,35,25537,0.01371,0.0321
531,531,2017,Post-secondary Non-tertiary Level,East,Very seldom,0.26852,82,25537,0.20182,0.34241
532,532,2017,Post-secondary Non-tertiary Level,East,Seldom,0.38009,115,25537,0.31266,0.45971
533,533,2017,Post-secondary Non-tertiary Level,East,Sometimes,0.35139,103,25537,0.28838,0.41186
534,534,2017,First Stage of Tertiary Education,West,Very seldom,0.26732,298,25537,0.23176,0.29819
535,535,2017,First Stage of Tertiary Education,West,Seldom,0.36998,420,25537,0.33757,0.40426
536,536,2017,First Stage of Tertiary Education,West,Sometimes,0.29026,316,25537,0.25887,0.32442
537,537,2017,First Stage of Tertiary Education,West,Often,0.07244,79,25537,0.05551,0.08929
538,538,2017,First Stage of Tertiary Education,East,Very seldom,0.22771,92,25537,0.16295,0.30691
539,539,2017,First Stage of Tertiary Education,East,Seldom,0.37413,150,25537,0.31962,0.44198
540,540,2017,First Stage of Tertiary Education,East,Sometimes,0.29283,112,25537,0.23243,0.36255
541,541,2017,First Stage of Tertiary Education,East,Often,0.10533,34,25537,0.07022,0.14212
542,542,2017,Second Stage of Tertiary Education,West,Very seldom,0.25692,1334,25537,0.24047,0.27487
543,543,2017,Second Stage of Tertiary Education,West,Seldom,0.41435,2017,25537,0.3923,0.43569
544,544,2017,Second Stage of Tertiary Education,West,Sometimes,0.24407,1327,25537,0.23043,0.25937
545,545,2017,Second Stage of Tertiary Education,West,Often,0.06585,296,25537,0.05669,0.07506
546,546,2017,Second Stage of Tertiary Education,West,Very often,0.01881,84,25537,0.0137,0.02451
547,547,2017,Second Stage of Tertiary Education,East,Very seldom,0.24803,339,25537,0.2208,0.27688
548,548,2017,Second Stage of Tertiary Education,East,Seldom,0.38486,563,25537,0.35472,0.42044
549,549,2017,Second Stage of Tertiary Education,East,Sometimes,0.28566,389,25537,0.25831,0.32181
550,550,2017,Second Stage of Tertiary Education,East,Often,0.08145,113,25537,0.0681,0.09913
551,551,2018,Pre-primary Level,West,Very seldom,0.2888,69,24632,0.21721,0.37282
552,552,2018,Pre-primary Level,West,Seldom,0.43794,104,24632,0.34541,0.53167
553,553,2018,Pre-primary Level,West,Sometimes,0.27325,79,24632,0.19596,0.39582
554,554,2018,Primary Level,West,Very seldom,0.15489,74,24632,0.11902,0.19329
555,555,2018,Primary Level,West,Seldom,0.27257,114,24632,0.2206,0.33348
556,556,2018,Primary Level,West,Sometimes,0.30807,126,24632,0.24434,0.375
557,557,2018,Primary Level,West,Often,0.18115,74,24632,0.13771,0.22203
558,558,2018,Primary Level,West,Very often,0.08332,33,24632,0.04995,0.12694
559,559,2018,Lower Secondary Level,West,Very seldom,0.18708,480,24632,0.16753,0.20412
560,560,2018,Lower Secondary Level,West,Seldom,0.33678,736,24632,0.30993,0.36339
561,561,2018,Lower Secondary Level,West,Sometimes,0.32054,714,24632,0.29851,0.34447
562,562,2018,Lower Secondary Level,West,Often,0.11674,269,24632,0.10301,0.13572
563,563,2018,Lower Secondary Level,West,Very often,0.03886,84,24632,0.03127,0.04838
564,564,2018,Lower Secondary Level,East,Very seldom,0.21209,93,24632,0.16335,0.26782
565,565,2018,Lower Secondary Level,East,Seldom,0.33441,123,24632,0.27234,0.39838
566,566,2018,Lower Secondary Level,East,Sometimes,0.2905,110,24632,0.23626,0.34391
567,567,2018,Lower Secondary Level,East,Often,0.16301,54,24632,0.11407,0.20853
568,568,2018,Upper Secondary Level,West,Very seldom,0.2268,2005,24632,0.21718,0.23785
569,569,2018,Upper Secondary Level,West,Seldom,0.36338,3237,24632,0.35081,0.3767
570,570,2018,Upper Secondary Level,West,Sometimes,0.28308,2409,24632,0.27097,0.29458
571,571,2018,Upper Secondary Level,West,Often,0.09636,832,24632,0.08893,0.10425
572,572,2018,Upper Secondary Level,West,Very often,0.03039,246,24632,0.02704,0.03429
573,573,2018,Upper Secondary Level,East,Very seldom,0.21434,609,24632,0.19614,0.23349
574,574,2018,Upper Secondary Level,East,Seldom,0.36674,1073,24632,0.34589,0.39052
575,575,2018,Upper Secondary Level,East,Sometimes,0.2905,763,24632,0.26542,0.31195
576,576,2018,Upper Secondary Level,East,Often,0.09539,241,24632,0.0825,0.1082
577,577,2018,Upper Secondary Level,East,Very often,0.03302,81,24632,0.02389,0.04291
578,578,2018,Post-secondary Non-tertiary Level,West,Very seldom,0.26251,449,24632,0.23381,0.29135
579,579,2018,Post-secondary Non-tertiary Level,West,Seldom,0.34683,646,24632,0.3153,0.38371
580,580,2018,Post-secondary Non-tertiary Level,West,Sometimes,0.28208,510,24632,0.25209,0.31205
581,581,2018,Post-secondary Non-tertiary Level,West,Often,0.08432,148,24632,0.06679,0.10419
582,582,2018,Post-secondary Non-tertiary Level,West,Very often,0.02426,50,24632,0.01618,0.03402
583,583,2018,Post-secondary Non-tertiary Level,East,Very seldom,0.2575,90,24632,0.20538,0.30493
584,584,2018,Post-secondary Non-tertiary Level,East,Seldom,0.417,118,24632,0.33461,0.51889
585,585,2018,Post-secondary Non-tertiary Level,East,Sometimes,0.3255,86,24632,0.25117,0.417
586,586,2018,First Stage of Tertiary Education,West,Very seldom,0.25513,264,24632,0.22336,0.28792
587,587,2018,First Stage of Tertiary Education,West,Seldom,0.38745,404,24632,0.34146,0.44171
588,588,2018,First Stage of Tertiary Education,West,Sometimes,0.27786,296,24632,0.23893,0.31008
589,589,2018,First Stage of Tertiary Education,West,Often,0.07956,72,24632,0.0607,0.10302
590,590,2018,First Stage of Tertiary Education,East,Very seldom,0.2833,102,24632,0.2157,0.3577
591,591,2018,First Stage of Tertiary Education,East,Seldom,0.4012,147,24632,0.31956,0.4781
592,592,2018,First Stage of Tertiary Education,East,Sometimes,0.31549,108,24632,0.26353,0.39613
593,593,2018,Second Stage of Tertiary Education,West,Very seldom,0.2526,1373,24632,0.23759,0.27099
594,594,2018,Second Stage of Tertiary Education,West,Seldom,0.38472,1865,24632,0.36454,0.40705
595,595,2018,Second Stage of Tertiary Education,West,Sometimes,0.27793,1300,24632,0.26132,0.29418
596,596,2018,Second Stage of Tertiary Education,West,Often,0.06951,333,24632,0.06074,0.07816
597,597,2018,Second Stage of Tertiary Education,West,Very often,0.01525,70,24632,0.01095,0.02
598,598,2018,Second Stage of Tertiary Education,East,Very seldom,0.23555,339,24632,0.21114,0.26404
599,599,2018,Second Stage of Tertiary Education,East,Seldom,0.41715,543,24632,0.37817,0.46438
600,600,2018,Second Stage of Tertiary Education,East,Sometimes,0.26686,385,24632,0.24437,0.29937
601,601,2018,Second Stage of Tertiary Education,East,Often,0.08044,102,24632,0.06607,0.09781
602,602,2019,Pre-primary Level,West,Very seldom,0.28553,74,24757,0.19442,0.37825
603,603,2019,Pre-primary Level,West,Seldom,0.44689,108,24757,0.33689,0.57817
604,604,2019,Pre-primary Level,West,Sometimes,0.26758,71,24757,0.18307,0.37546
605,605,2019,Primary Level,West,Very seldom,0.21415,66,24757,0.13865,0.28696
606,606,2019,Primary Level,West,Seldom,0.2742,97,24757,0.2227,0.32138
