year,bula_h,migback,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Bremen,No migration background,Seldom,0.30672,41,85,0.20811,0.40534
2008,North Rhine-Westphalia,No migration background,Daily,0.01431,37,3198,0.01020,0.01843
2008,North Rhine-Westphalia,No migration background,At least once per week,0.22557,763,3198,0.21109,0.24006
2008,North Rhine-Westphalia,No migration background,At least once per month,0.31539,1051,3198,0.29928,0.33150
2008,North Rhine-Westphalia,No migration background,Seldom,0.35971,1120,3198,0.34307,0.37634
2008,North Rhine-Westphalia,No migration background,Never,0.08502,227,3198,0.07535,0.09468
2008,North Rhine-Westphalia,Direct migration background,At least once per week,0.12828,66,500,0.09894,0.15762
2008,North Rhine-Westphalia,Direct migration background,At least once per month,0.21392,118,500,0.17794,0.24990
2008,North Rhine-Westphalia,Direct migration background,Seldom,0.42676,212,500,0.38336,0.47016
2008,North Rhine-Westphalia,Direct migration background,Never,0.20002,104,500,0.16492,0.23512
2008,North Rhine-Westphalia,Indirect migration background,At least once per week,0.32264,64,189,0.25581,0.38946
2008,North Rhine-Westphalia,Indirect migration background,At least once per month,0.30542,69,189,0.23958,0.37126
2008,North Rhine-Westphalia,Indirect migration background,Seldom,0.25902,56,189,0.19640,0.32165
2008,Hesse,No migration background,At least once per week,0.25266,278,1050,0.22636,0.27896
2008,Hesse,No migration background,At least once per month,0.32501,361,1050,0.29667,0.35335
2008,Hesse,No migration background,Seldom,0.32753,337,1050,0.29913,0.35593
2008,Hesse,No migration background,Never,0.07512,74,1050,0.05917,0.09107
2008,Hesse,Direct migration background,At least once per month,0.22528,42,156,0.15951,0.29105
2008,Hesse,Direct migration background,Seldom,0.46518,81,156,0.38666,0.54371
2008,Hesse,Direct migration background,Never,0.17798,33,156,0.11776,0.23819
2008,Hesse,Indirect migration background,At least once per week,0.44917,32,32,0.27407,0.62428
2008,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.17967,172,892,0.15446,0.20488
2008,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.29193,286,892,0.26208,0.32178
2008,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.39827,350,892,0.36612,0.43041
2008,"Rhineland-Palatinate, Saarland",No migration background,Never,0.12017,84,892,0.09882,0.14152
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.40646,63,95,0.30717,0.50576
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.24971,32,95,0.16221,0.33722
2008,Baden-Wuerttemberg,No migration background,At least once per week,0.28139,501,1722,0.26014,0.30263
2008,Baden-Wuerttemberg,No migration background,At least once per month,0.32527,588,1722,0.30314,0.34741
2008,Baden-Wuerttemberg,No migration background,Seldom,0.31852,543,1722,0.29651,0.34054
2008,Baden-Wuerttemberg,No migration background,Never,0.06653,90,1722,0.05476,0.07830
2008,Baden-Wuerttemberg,Direct migration background,At least once per week,0.15153,61,425,0.11740,0.18566
2008,Baden-Wuerttemberg,Direct migration background,At least once per month,0.21020,92,425,0.17142,0.24898
2008,Baden-Wuerttemberg,Direct migration background,Seldom,0.47221,206,425,0.42469,0.51973
2008,Baden-Wuerttemberg,Direct migration background,Never,0.14945,66,425,0.11551,0.18339
2008,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.36527,60,165,0.29157,0.43896
2008,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.32926,56,165,0.25733,0.40118
2008,Baden-Wuerttemberg,Indirect migration background,Seldom,0.27768,49,165,0.20914,0.34623
2008,Bavaria,No migration background,Daily,0.02396,59,2332,0.01775,0.03017
2008,Bavaria,No migration background,At least once per week,0.28222,685,2332,0.26394,0.30049
2008,Bavaria,No migration background,At least once per month,0.28755,699,2332,0.26918,0.30593
2008,Bavaria,No migration background,Seldom,0.32555,740,2332,0.30653,0.34457
2008,Bavaria,No migration background,Never,0.08072,149,2332,0.06966,0.09178
2008,Bavaria,Direct migration background,At least once per week,0.14878,55,284,0.10732,0.19025
2008,Bavaria,Direct migration background,At least once per month,0.25926,75,284,0.20821,0.31032
2008,Bavaria,Direct migration background,Seldom,0.35633,105,284,0.30053,0.41213
2008,Bavaria,Direct migration background,Never,0.21795,49,284,0.16985,0.26605
2008,Bavaria,Indirect migration background,At least once per week,0.32637,41,120,0.24212,0.41062
2008,Bavaria,Indirect migration background,At least once per month,0.23092,36,120,0.15520,0.30664
2008,Bavaria,Indirect migration background,Seldom,0.36781,43,120,0.28117,0.45445
2008,Berlin,No migration background,At least once per week,0.23992,160,637,0.20674,0.27311
2008,Berlin,No migration background,At least once per month,0.29567,214,637,0.26020,0.33113
2008,Berlin,No migration background,Seldom,0.36149,220,637,0.32416,0.39883
2008,Berlin,No migration background,Never,0.08709,43,637,0.06517,0.10900
2008,Brandenburg,No migration background,At least once per week,0.07880,67,792,0.06002,0.09758
2008,Brandenburg,No migration background,At least once per month,0.26366,205,792,0.23296,0.29437
2008,Brandenburg,No migration background,Seldom,0.47964,400,792,0.44483,0.51446
2008,Brandenburg,No migration background,Never,0.17035,120,792,0.14415,0.19655
2008,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.08149,48,475,0.05686,0.10612
2008,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.23016,124,475,0.19226,0.26805
2008,Mecklenburg-Western Pomerania,No migration background,Seldom,0.51346,244,475,0.46847,0.55846
2008,Mecklenburg-Western Pomerania,No migration background,Never,0.15877,59,475,0.12587,0.19167
2008,Saxony,No migration background,At least once per week,0.12684,156,1391,0.10934,0.14433
2008,Saxony,No migration background,At least once per month,0.26409,380,1391,0.24091,0.28727
2008,Saxony,No migration background,Seldom,0.46677,699,1391,0.44054,0.49300
2008,Saxony,No migration background,Never,0.13823,156,1391,0.12008,0.15637
2008,Saxony-Anhalt,No migration background,At least once per week,0.09629,84,789,0.07569,0.11689
2008,Saxony-Anhalt,No migration background,At least once per month,0.25272,191,789,0.22237,0.28306
2008,Saxony-Anhalt,No migration background,Seldom,0.49031,407,789,0.45541,0.52522
2008,Saxony-Anhalt,No migration background,Never,0.15226,107,789,0.12717,0.17734
2008,Thuringa,No migration background,At least once per week,0.12948,109,848,0.10687,0.15209
2008,Thuringa,No migration background,At least once per month,0.24621,199,848,0.21720,0.27523
2008,Thuringa,No migration background,Seldom,0.47349,428,848,0.43986,0.50712
2008,Thuringa,No migration background,Never,0.14798,112,848,0.12406,0.17189
2013,Schleswig-Holstein,No migration background,At least once per week,0.18038,139,777,0.15333,0.20743
2013,Schleswig-Holstein,No migration background,At least once per month,0.32224,247,777,0.28936,0.35512
2013,Schleswig-Holstein,No migration background,Seldom,0.40721,334,777,0.37264,0.44178
2013,Schleswig-Holstein,No migration background,Never,0.07455,57,777,0.05607,0.09303
2013,Schleswig-Holstein,Direct migration background,Seldom,0.25399,42,42,0.12075,0.38723
2013,Hamburg,No migration background,At least once per week,0.29195,87,312,0.24142,0.34249
2013,Hamburg,No migration background,At least once per month,0.35117,135,312,0.29812,0.40423
2013,Hamburg,No migration background,Seldom,0.28010,90,312,0.23019,0.33001
2013,Lower Saxony,No migration background,At least once per week,0.22315,425,2100,0.20534,0.24096
2013,Lower Saxony,No migration background,At least once per month,0.31352,721,2100,0.29367,0.33337
2013,Lower Saxony,No migration background,Seldom,0.37294,812,2100,0.35225,0.39363
2013,Lower Saxony,No migration background,Never,0.07114,142,2100,0.06015,0.08214
2013,Lower Saxony,Direct migration background,At least once per month,0.31449,77,210,0.25154,0.37744
2013,Lower Saxony,Direct migration background,Seldom,0.31501,92,210,0.25203,0.37799
2013,Lower Saxony,Direct migration background,Never,0.18278,41,210,0.13038,0.23518
2013,Bremen,No migration background,At least once per week,0.18606,38,138,0.12090,0.25123
2013,Bremen,No migration background,At least once per month,0.38903,46,138,0.30740,0.47067
2013,Bremen,No migration background,Seldom,0.37718,54,138,0.29602,0.45834
2013,North Rhine-Westphalia,No migration background,Daily,0.01955,56,3988,0.01525,0.02385
2013,North Rhine-Westphalia,No migration background,At least once per week,0.25246,915,3988,0.23898,0.26595
2013,North Rhine-Westphalia,No migration background,At least once per month,0.33273,1407,3988,0.31810,0.34736
2013,North Rhine-Westphalia,No migration background,Seldom,0.32581,1361,3988,0.31126,0.34036
2013,North Rhine-Westphalia,No migration background,Never,0.06944,249,3988,0.06155,0.07733
2013,North Rhine-Westphalia,Direct migration background,At least once per week,0.21572,130,784,0.18691,0.24453
2013,North Rhine-Westphalia,Direct migration background,At least once per month,0.23821,211,784,0.20837,0.26805
2013,North Rhine-Westphalia,Direct migration background,Seldom,0.37559,340,784,0.34167,0.40951
2013,North Rhine-Westphalia,Direct migration background,Never,0.15101,103,784,0.12593,0.17609
2013,North Rhine-Westphalia,Indirect migration background,At least once per week,0.35475,106,292,0.29978,0.40972
2013,North Rhine-Westphalia,Indirect migration background,At least once per month,0.26913,89,292,0.21817,0.32009
2013,North Rhine-Westphalia,Indirect migration background,Seldom,0.31424,97,292,0.26090,0.36757
2013,Hesse,No migration background,At least once per week,0.28383,365,1340,0.25968,0.30797
2013,Hesse,No migration background,At least once per month,0.36556,498,1340,0.33977,0.39136
2013,Hesse,No migration background,Seldom,0.26622,398,1340,0.24255,0.28990
2013,Hesse,No migration background,Never,0.07119,79,1340,0.05741,0.08496
2013,Hesse,Direct migration background,At least once per week,0.22981,49,282,0.18062,0.27900
2013,Hesse,Direct migration background,At least once per month,0.25291,78,282,0.20209,0.30373
2013,Hesse,Direct migration background,Seldom,0.34688,103,282,0.29123,0.40254
2013,Hesse,Direct migration background,Never,0.14858,52,282,0.10699,0.19017
2013,Hesse,Indirect migration background,At least once per week,0.29241,34,76,0.18947,0.39536
2013,Hesse,Indirect migration background,At least once per month,0.34932,42,76,0.24142,0.45722
2013,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.22247,244,1155,0.19847,0.24646
2013,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.37938,420,1155,0.35138,0.40738
2013,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.31413,393,1155,0.28735,0.34091
2013,"Rhineland-Palatinate, Saarland",No migration background,Never,0.07687,98,1155,0.06150,0.09224
2013,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.34874,51,151,0.27247,0.42501
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.33225,67,151,0.25687,0.40763
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.16315,33,151,0.10402,0.22228
2013,Baden-Wuerttemberg,No migration background,Daily,0.01367,34,2350,0.00898,0.01837
2013,Baden-Wuerttemberg,No migration background,At least once per week,0.29472,644,2350,0.27628,0.31315
2013,Baden-Wuerttemberg,No migration background,At least once per month,0.34250,860,2350,0.32331,0.36169
2013,Baden-Wuerttemberg,No migration background,Seldom,0.28776,682,2350,0.26945,0.30607
2013,Baden-Wuerttemberg,No migration background,Never,0.06135,130,2350,0.05164,0.07105
2013,Baden-Wuerttemberg,Direct migration background,At least once per week,0.19478,78,447,0.15803,0.23154
2013,Baden-Wuerttemberg,Direct migration background,At least once per month,0.27788,118,447,0.23631,0.31946
2013,Baden-Wuerttemberg,Direct migration background,Seldom,0.38239,183,447,0.33728,0.42749
2013,Baden-Wuerttemberg,Direct migration background,Never,0.13302,68,447,0.10150,0.16454
2013,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.28455,68,189,0.22005,0.34905
2013,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.42580,67,189,0.35511,0.49648
2013,Baden-Wuerttemberg,Indirect migration background,Seldom,0.24862,54,189,0.18684,0.31040
2013,Bavaria,No migration background,Daily,0.02234,68,3352,0.01733,0.02734
2013,Bavaria,No migration background,At least once per week,0.29640,897,3352,0.28094,0.31187
2013,Bavaria,No migration background,At least once per month,0.33525,1203,3352,0.31927,0.35123
2013,Bavaria,No migration background,Seldom,0.28382,1019,3352,0.26856,0.29909
2013,Bavaria,No migration background,Never,0.06219,165,3352,0.05401,0.07036
2013,Bavaria,Direct migration background,At least once per week,0.15634,81,453,0.12286,0.18982
2013,Bavaria,Direct migration background,At least once per month,0.26945,138,453,0.22855,0.31036
2013,Bavaria,Direct migration background,Seldom,0.34674,162,453,0.30286,0.39062
2013,Bavaria,Direct migration background,Never,0.18144,72,453,0.14591,0.21696
2013,Bavaria,Indirect migration background,At least once per week,0.27248,59,180,0.20726,0.33771
2013,Bavaria,Indirect migration background,At least once per month,0.28579,66,180,0.21960,0.35197
2013,Bavaria,Indirect migration background,Seldom,0.28325,55,180,0.21725,0.34926
2013,Berlin,No migration background,At least once per week,0.23422,209,848,0.20570,0.26274
2013,Berlin,No migration background,At least once per month,0.33124,278,848,0.29954,0.36294
2013,Berlin,No migration background,Seldom,0.33449,291,848,0.30271,0.36626
2013,Berlin,No migration background,Never,0.07947,70,848,0.06125,0.09768
2013,Brandenburg,No migration background,At least once per week,0.08403,94,966,0.06652,0.10153
2013,Brandenburg,No migration background,At least once per month,0.26726,251,966,0.23934,0.29518
2013,Brandenburg,No migration background,Seldom,0.49276,491,966,0.46121,0.52430
2013,Brandenburg,No migration background,Never,0.14905,130,966,0.12658,0.17153
2013,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.08372,54,560,0.06076,0.10668
2013,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.29575,185,560,0.25792,0.33358
2013,Mecklenburg-Western Pomerania,No migration background,Seldom,0.50810,263,560,0.46665,0.54954
2013,Mecklenburg-Western Pomerania,No migration background,Never,0.10880,58,560,0.08299,0.13462
2013,Saxony,No migration background,At least once per week,0.12513,185,1631,0.10907,0.14119
2013,Saxony,No migration background,At least once per month,0.30038,498,1631,0.27813,0.32264
2013,Saxony,No migration background,Seldom,0.44188,765,1631,0.41777,0.46599
2013,Saxony,No migration background,Never,0.12090,183,1631,0.10507,0.13673
2013,Saxony-Anhalt,No migration background,At least once per week,0.10994,89,922,0.08973,0.13014
2013,Saxony-Anhalt,No migration background,At least once per month,0.25628,230,922,0.22809,0.28448
2013,Saxony-Anhalt,No migration background,Seldom,0.45310,447,922,0.42095,0.48525
2013,Saxony-Anhalt,No migration background,Never,0.17638,156,922,0.15177,0.20100
2013,Thuringa,No migration background,At least once per week,0.12816,127,949,0.10688,0.14944
2013,Thuringa,No migration background,At least once per month,0.31271,288,949,0.28320,0.34222
2013,Thuringa,No migration background,Seldom,0.41945,428,949,0.38804,0.45086
2013,Thuringa,No migration background,Never,0.12915,106,949,0.10780,0.15050
2017,Schleswig-Holstein,Direct migration background,At least once per week,0.35036,71,223,0.28761,0.41312
2017,Schleswig-Holstein,Direct migration background,At least once per month,0.17446,44,223,0.12454,0.22438
2017,Schleswig-Holstein,Direct migration background,Seldom,0.22280,59,223,0.16806,0.27754
2017,Schleswig-Holstein,Direct migration background,Never,0.20980,49,223,0.15624,0.26336
2017,Lower Saxony,Direct migration background,Daily,0.11981,59,517,0.09179,0.14783
2017,Lower Saxony,Direct migration background,At least once per week,0.22210,123,517,0.18624,0.25797
2017,Lower Saxony,Direct migration background,At least once per month,0.18634,105,517,0.15274,0.21994
2017,Lower Saxony,Direct migration background,Seldom,0.19620,101,517,0.16194,0.23047
2017,Lower Saxony,Direct migration background,Never,0.27555,129,517,0.23700,0.31410
2017,North Rhine-Westphalia,Direct migration background,At least once per week,0.24643,191,949,0.21899,0.27386
2017,North Rhine-Westphalia,Direct migration background,At least once per month,0.26514,222,949,0.23704,0.29323
2017,North Rhine-Westphalia,Direct migration background,Seldom,0.17102,197,949,0.14706,0.19499
2017,North Rhine-Westphalia,Direct migration background,Never,0.30098,339,949,0.27178,0.33017
2017,Hesse,Direct migration background,At least once per week,0.21624,69,361,0.17372,0.25877
2017,Hesse,Direct migration background,At least once per month,0.24706,84,361,0.20251,0.29162
2017,Hesse,Direct migration background,Seldom,0.21738,88,361,0.17477,0.25998
2017,Hesse,Direct migration background,Never,0.31619,120,361,0.26815,0.36422
2017,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.19548,51,228,0.14389,0.24707
2017,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.27096,72,228,0.21314,0.32878
2017,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.39935,105,228,0.33564,0.46307
2017,Baden-Wuerttemberg,Direct migration background,At least once per week,0.19420,74,446,0.15744,0.23095
2017,Baden-Wuerttemberg,Direct migration background,At least once per month,0.23230,111,446,0.19306,0.27153
2017,Baden-Wuerttemberg,Direct migration background,Seldom,0.17971,73,446,0.14404,0.21539
2017,Baden-Wuerttemberg,Direct migration background,Never,0.37034,188,446,0.32548,0.41521
2017,Bavaria,Direct migration background,At least once per week,0.15096,54,406,0.11609,0.18583
2017,Bavaria,Direct migration background,At least once per month,0.26217,92,406,0.21933,0.30500
2017,Bavaria,Direct migration background,Seldom,0.23279,94,406,0.19163,0.27395
2017,Bavaria,Direct migration background,Never,0.33994,166,406,0.29381,0.38608
2017,Berlin,Direct migration background,At least once per month,0.33021,31,31,0.16192,0.49850
2017,Brandenburg,Direct migration background,Never,0.39943,55,55,0.26880,0.53007
2017,Saxony,Direct migration background,At least once per month,0.32252,43,92,0.22648,0.41856
2017,Saxony,Direct migration background,Never,0.33708,49,92,0.23996,0.43421
2017,Saxony-Anhalt,Direct migration background,Never,0.52828,58,58,0.39869,0.65788
2017,Thuringa,Direct migration background,Never,0.26390,34,34,0.11352,0.41428
2018,Schleswig-Holstein,Direct migration background,At least once per week,0.43757,49,100,0.33985,0.53529
2018,Schleswig-Holstein,Direct migration background,At least once per month,0.25526,51,100,0.16937,0.34114
2018,Lower Saxony,Direct migration background,At least once per week,0.44744,167,373,0.39691,0.49797
2018,Lower Saxony,Direct migration background,At least once per month,0.28438,103,373,0.23854,0.33022
2018,Lower Saxony,Direct migration background,Seldom,0.17470,61,373,0.13612,0.21329
2018,Lower Saxony,Direct migration background,Never,0.06667,42,373,0.04132,0.09202
2018,North Rhine-Westphalia,Direct migration background,At least once per week,0.24350,152,731,0.21237,0.27464
2018,North Rhine-Westphalia,Direct migration background,At least once per month,0.33660,282,731,0.30232,0.37088
2018,North Rhine-Westphalia,Direct migration background,Seldom,0.23789,179,731,0.20700,0.26878
2018,North Rhine-Westphalia,Direct migration background,Never,0.15455,118,731,0.12833,0.18078
2018,Hesse,Direct migration background,At least once per week,0.30516,89,345,0.25650,0.35382
2018,Hesse,Direct migration background,At least once per month,0.25481,103,345,0.20876,0.30086
2018,Hesse,Direct migration background,Seldom,0.19784,81,345,0.15574,0.23994
2018,Hesse,Direct migration background,Never,0.23042,72,345,0.18592,0.27492
2018,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per week,0.25955,42,202,0.19895,0.32016
2018,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.30330,52,202,0.23975,0.36685
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.17088,45,202,0.11884,0.22291
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.25575,63,202,0.19543,0.31606
2018,Baden-Wuerttemberg,Direct migration background,At least once per week,0.35417,88,345,0.30363,0.40471
2018,Baden-Wuerttemberg,Direct migration background,At least once per month,0.30508,122,345,0.25642,0.35373
2018,Baden-Wuerttemberg,Direct migration background,Seldom,0.14320,73,345,0.10618,0.18022
2018,Baden-Wuerttemberg,Direct migration background,Never,0.17070,62,345,0.13094,0.21046
2018,Bavaria,Direct migration background,At least once per week,0.27060,54,317,0.22162,0.31959
2018,Bavaria,Direct migration background,At least once per month,0.31508,105,317,0.26386,0.36630
2018,Bavaria,Direct migration background,Seldom,0.17909,62,317,0.13681,0.22136
2018,Bavaria,Direct migration background,Never,0.20121,96,317,0.15701,0.24542
2018,Berlin,Direct migration background,At least once per week,0.30910,36,79,0.20654,0.41166
2018,Berlin,Direct migration background,At least once per month,0.34218,43,79,0.23689,0.44748
2018,Brandenburg,Direct migration background,Never,0.23114,36,36,0.09148,0.37080
2018,Saxony,Direct migration background,Never,0.29962,40,40,0.15585,0.44340
2018,Saxony-Anhalt,Direct migration background,Never,0.45378,33,33,0.28128,0.62627
2019,Schleswig-Holstein,No migration background,At least once per week,0.21740,175,767,0.18819,0.24661
2019,Schleswig-Holstein,No migration background,At least once per month,0.39898,317,767,0.36431,0.43366
2019,Schleswig-Holstein,No migration background,Seldom,0.30918,244,767,0.27645,0.34190
2019,Schleswig-Holstein,No migration background,Never,0.04978,31,767,0.03438,0.06519
2019,Schleswig-Holstein,Direct migration background,At least once per week,0.16437,73,293,0.12186,0.20688
2019,Schleswig-Holstein,Direct migration background,At least once per month,0.53376,97,293,0.47654,0.59097
2019,Schleswig-Holstein,Direct migration background,Seldom,0.22223,74,293,0.17455,0.26992
2019,Schleswig-Holstein,Direct migration background,Never,0.06614,49,293,0.03763,0.09464
2019,Hamburg,No migration background,At least once per week,0.28505,127,336,0.23670,0.33339
2019,Hamburg,No migration background,At least once per month,0.35087,132,336,0.29977,0.40198
2019,Hamburg,No migration background,Seldom,0.22389,77,336,0.17925,0.26853
2019,Hamburg,Direct migration background,At least once per week,0.31145,34,153,0.23783,0.38507
2019,Hamburg,Direct migration background,At least once per month,0.29681,43,153,0.22418,0.36944
2019,Hamburg,Direct migration background,Seldom,0.24056,41,153,0.17261,0.30851
2019,Hamburg,Direct migration background,Never,0.08434,35,153,0.04016,0.12852
2019,Lower Saxony,No migration background,At least once per week,0.22495,483,1956,0.20644,0.24346
2019,Lower Saxony,No migration background,At least once per month,0.39163,807,1956,0.36999,0.41326
2019,Lower Saxony,No migration background,Seldom,0.32413,579,1956,0.30338,0.34488
2019,Lower Saxony,No migration background,Never,0.04598,87,1956,0.03669,0.05526
2019,Lower Saxony,Direct migration background,At least once per week,0.23718,215,742,0.20656,0.26781
2019,Lower Saxony,Direct migration background,At least once per month,0.32203,276,742,0.28839,0.35567
2019,Lower Saxony,Direct migration background,Seldom,0.32668,162,742,0.29291,0.36045
2019,Lower Saxony,Direct migration background,Never,0.09998,89,742,0.07838,0.12158
2019,Lower Saxony,Indirect migration background,At least once per week,0.29324,39,86,0.19646,0.39002
2019,Lower Saxony,Indirect migration background,At least once per month,0.40455,47,86,0.30020,0.50889
2019,Bremen,No migration background,At least once per week,0.35122,51,141,0.27215,0.43029
2019,Bremen,No migration background,At least once per month,0.40516,50,141,0.32384,0.48649
2019,Bremen,No migration background,Seldom,0.22648,40,141,0.15714,0.29581
2019,Bremen,Direct migration background,At least once per month,0.21241,54,88,0.12646,0.29835
2019,Bremen,Direct migration background,Seldom,0.38273,34,88,0.28059,0.48486
2019,North Rhine-Westphalia,No migration background,Daily,0.00935,43,3816,0.00629,0.01240
2019,North Rhine-Westphalia,No migration background,At least once per week,0.27120,1103,3816,0.25709,0.28531
2019,North Rhine-Westphalia,No migration background,At least once per month,0.39209,1471,3816,0.37660,0.40758
2019,North Rhine-Westphalia,No migration background,Seldom,0.26971,1010,3816,0.25563,0.28380
2019,North Rhine-Westphalia,No migration background,Never,0.05765,189,3816,0.05025,0.06504
2019,North Rhine-Westphalia,Direct migration background,At least once per week,0.23106,460,1859,0.21189,0.25023
2019,North Rhine-Westphalia,Direct migration background,At least once per month,0.35145,641,1859,0.32974,0.37316
2019,North Rhine-Westphalia,Direct migration background,Seldom,0.31110,511,1859,0.29005,0.33215
2019,North Rhine-Westphalia,Direct migration background,Never,0.09670,247,1859,0.08326,0.11014
2019,North Rhine-Westphalia,Indirect migration background,At least once per week,0.44176,182,454,0.39602,0.48749
2019,North Rhine-Westphalia,Indirect migration background,At least once per month,0.31111,162,454,0.26848,0.35374
2019,North Rhine-Westphalia,Indirect migration background,Seldom,0.21141,110,454,0.17381,0.24901
2019,Hesse,No migration background,At least once per week,0.30231,397,1265,0.27699,0.32763
2019,Hesse,No migration background,At least once per month,0.36049,480,1265,0.33402,0.38696
2019,Hesse,No migration background,Seldom,0.25149,323,1265,0.22758,0.27541
2019,Hesse,No migration background,Never,0.06915,65,1265,0.05516,0.08313
2019,Hesse,Direct migration background,At least once per week,0.29905,176,565,0.26127,0.33684
2019,Hesse,Direct migration background,At least once per month,0.30862,182,565,0.27049,0.34674
2019,Hesse,Direct migration background,Seldom,0.29716,143,565,0.25944,0.33488
2019,Hesse,Direct migration background,Never,0.07631,64,565,0.05440,0.09822
2019,Hesse,Indirect migration background,At least once per week,0.30051,46,89,0.20471,0.39630
2019,Hesse,Indirect migration background,At least once per month,0.48851,43,89,0.38407,0.59295
2019,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.26715,291,1031,0.24013,0.29417
2019,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.37585,375,1031,0.34627,0.40543
2019,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.27135,280,1031,0.24419,0.29851
2019,"Rhineland-Palatinate, Saarland",No migration background,Never,0.08020,85,1031,0.06362,0.09679
2019,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per week,0.26075,102,477,0.22131,0.30019
2019,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.30427,159,477,0.26294,0.34561
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.31133,147,477,0.26973,0.35293
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.09758,69,477,0.07093,0.12424
2019,"Rhineland-Palatinate, Saarland",Indirect migration background,At least once per week,0.29070,34,72,0.18508,0.39633
2019,"Rhineland-Palatinate, Saarland",Indirect migration background,At least once per month,0.41327,38,72,0.29873,0.52781
2019,Baden-Wuerttemberg,No migration background,Daily,0.02132,47,2033,0.01504,0.02761
2019,Baden-Wuerttemberg,No migration background,At least once per week,0.31676,658,2033,0.29653,0.33699
2019,Baden-Wuerttemberg,No migration background,At least once per month,0.39935,771,2033,0.37805,0.42064
2019,Baden-Wuerttemberg,No migration background,Seldom,0.21661,485,2033,0.19870,0.23453
2019,Baden-Wuerttemberg,No migration background,Never,0.04595,72,2033,0.03685,0.05506
2019,Baden-Wuerttemberg,Direct migration background,At least once per week,0.22499,213,882,0.19741,0.25256
2019,Baden-Wuerttemberg,Direct migration background,At least once per month,0.36915,338,882,0.33729,0.40102
2019,Baden-Wuerttemberg,Direct migration background,Seldom,0.33491,243,882,0.30374,0.36607
2019,Baden-Wuerttemberg,Direct migration background,Never,0.06540,88,882,0.04908,0.08173
2019,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.40038,90,214,0.33458,0.46618
2019,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.38221,81,214,0.31696,0.44747
2019,Baden-Wuerttemberg,Indirect migration background,Seldom,0.15391,43,214,0.10545,0.20237
2019,Bavaria,No migration background,Daily,0.01665,63,3024,0.01208,0.02121
2019,Bavaria,No migration background,At least once per week,0.31711,1001,3024,0.30052,0.33370
2019,Bavaria,No migration background,At least once per month,0.37934,1169,3024,0.36204,0.39663
2019,Bavaria,No migration background,Seldom,0.24210,696,3024,0.22683,0.25737
2019,Bavaria,No migration background,Never,0.04481,95,3024,0.03744,0.05219
2019,Bavaria,Direct migration background,At least once per week,0.25772,209,995,0.23053,0.28491
2019,Bavaria,Direct migration background,At least once per month,0.31016,343,995,0.28140,0.33892
2019,Bavaria,Direct migration background,Seldom,0.33009,289,995,0.30086,0.35933
2019,Bavaria,Direct migration background,Never,0.07965,154,995,0.06282,0.09649
2019,Bavaria,Indirect migration background,At least once per week,0.43797,85,229,0.37357,0.50237
2019,Bavaria,Indirect migration background,At least once per month,0.36795,99,229,0.30535,0.43055
2019,Bavaria,Indirect migration background,Seldom,0.14891,45,229,0.10270,0.19512
2019,Berlin,No migration background,Daily,0.03468,34,809,0.02206,0.04729
2019,Berlin,No migration background,At least once per week,0.29705,267,809,0.26554,0.32856
2019,Berlin,No migration background,At least once per month,0.34232,256,809,0.30961,0.37504
2019,Berlin,No migration background,Seldom,0.25376,196,809,0.22375,0.28376
